Time,dominos
2022-04-07,39.0
2022-04-08,53.0
2022-04-09,62.0
2022-04-10,61.0
2022-04-11,37.0
2022-04-12,35.0
2022-04-13,39.0
2022-04-14,42.0
2022-04-15,55.0
2022-04-16,63.0
2022-04-17,66.0
2022-04-18,40.0
2022-04-19,36.0
2022-04-20,37.0
2022-04-21,42.0
2022-04-22,50.0
2022-04-23,70.0
2022-04-24,66.0
2022-04-25,38.0
2022-04-26,36.0
2022-04-27,37.0
2022-04-28,43.0
2022-04-29,51.0
2022-04-30,77.0
2022-05-01,67.0
2022-05-02,38.0
2022-05-03,34.0
2022-05-04,36.0
2022-05-05,37.0
2022-05-06,49.0
2022-05-07,69.0
2022-05-08,67.0
2022-05-09,34.0
2022-05-10,35.0
2022-05-11,36.0
2022-05-12,40.0
2022-05-13,52.0
2022-05-14,71.0
2022-05-15,71.0
2022-05-16,38.0
2022-05-17,35.0
2022-05-18,38.0
2022-05-19,40.0
2022-05-20,55.0
2022-05-21,71.0
2022-05-22,68.0
2022-05-23,41.0
2022-05-24,38.0
2022-05-25,41.0
2022-05-26,45.0
2022-05-27,59.0
2022-05-28,69.0
2022-05-29,73.0
2022-05-30,68.0
2022-05-31,42.0
2022-06-01,42.0
2022-06-02,46.0
2022-06-03,62.0
2022-06-04,72.0
2022-06-05,70.0
2022-06-06,47.0
2022-06-07,47.0
2022-06-08,51.0
2022-06-09,56.0
2022-06-10,69.0
2022-06-11,84.0
2022-06-12,82.0
2022-06-13,48.0
2022-06-14,43.0
2022-06-15,45.0
2022-06-16,48.0
2022-06-17,56.0
2022-06-18,71.0
2022-06-19,68.0
2022-06-20,47.0
2022-06-21,42.0
2022-06-22,45.0
2022-06-23,50.0
2022-06-24,58.0
2022-06-25,69.0
2022-06-26,75.0
2022-06-27,50.0
2022-06-28,43.0
2022-06-29,44.0
2022-06-30,52.0
2022-07-01,72.0
2022-07-02,78.0
2022-07-03,69.0
2022-07-04,76.0
2022-07-05,53.0
2022-07-06,45.0
2022-07-07,47.0
2022-07-08,58.0
2022-07-09,69.0
2022-07-10,68.0
2022-07-11,45.0
2022-07-12,42.0
2022-07-13,45.0
2022-07-14,46.0
2022-07-15,58.0
2022-07-16,69.0
2022-07-17,69.0
2022-07-18,44.0
2022-07-19,42.0
2022-07-20,44.0
2022-07-21,46.0
2022-07-22,56.0
2022-07-23,70.0
2022-07-24,68.0
2022-07-25,45.0
2022-07-26,41.0
2022-07-27,41.0
2022-07-28,45.0
2022-07-29,57.0
2022-07-30,66.0
2022-07-31,69.0
2022-08-01,44.0
2022-08-02,41.0
2022-08-03,44.0
2022-08-04,47.0
2022-08-05,55.0
2022-08-06,67.0
2022-08-07,67.0
2022-08-08,42.0
2022-08-09,38.0
2022-08-10,42.0
2022-08-11,43.0
2022-08-12,53.0
2022-08-13,69.0
2022-08-14,66.0
2022-08-15,42.0
2022-08-16,42.0
2022-08-17,44.0
2022-08-18,50.0
2022-08-19,64.0
2022-08-20,78.0
2022-08-21,74.0
2022-08-22,46.0
2022-08-23,38.0
2022-08-24,38.0
2022-08-25,42.0
2022-08-26,54.0
2022-08-27,70.0
2022-08-28,65.0
2022-08-29,37.953947368421055
2022-08-30,36.07236842105263
2022-08-31,37.01315789473684
2022-09-01,40.776315789473685
2022-09-02,52.94736842105263
2022-09-03,69.82236842105263
2022-09-04,67.0
2022-09-05,59.03289473684211
2022-09-06,35.131578947368425
2022-09-07,34.69078947368421
2022-09-08,35.131578947368425
2022-09-09,47.80263157894737
2022-09-10,67.0
2022-09-11,65.11842105263159
2022-09-12,36.07236842105263
2022-09-13,30.92763157894737
2022-09-14,35.131578947368425
2022-09-15,37.01315789473684
2022-09-16,48.74342105263158
2022-09-17,69.82236842105263
2022-09-18,63.736842105263165
2022-09-19,35.131578947368425
2022-09-20,33.25
2022-09-21,33.75
2022-09-22,37.953947368421055
2022-09-23,48.74342105263158
2022-09-24,68.88157894736842
2022-09-25,67.0
2022-09-26,37.01315789473684
2022-09-27,35.131578947368425
2022-09-28,36.14473684210527
2022-09-29,40.55263157894737
2022-09-30,56.42105263157895
2022-10-01,69.64473684210527
2022-10-02,64.35526315789474
2022-10-03,35.26315789473684
2022-10-04,33.5
2022-10-05,37.90789473684211
2022-10-06,37.90789473684211
2022-10-07,51.131578947368425
2022-10-08,66.11842105263159
2022-10-09,63.47368421052632
2022-10-10,41.434210526315795
2022-10-11,33.5
2022-10-12,35.26315789473684
2022-10-13,37.026315789473685
2022-10-14,51.131578947368425
2022-10-15,64.35526315789474
2022-10-16,60.828947368421055
2022-10-17,35.26315789473684
2022-10-18,32.61842105263158
2022-10-19,35.26315789473684
2022-10-20,37.90789473684211
2022-10-21,49.36842105263158
2022-10-22,70.52631578947368
2022-10-23,64.35526315789474
2022-10-24,35.26315789473684
2022-10-25,31.73684210526316
2022-10-26,36.14473684210527
2022-10-27,39.67105263157895
2022-10-28,52.89473684210527
2022-10-29,71.40789473684211
2022-10-30,67.88157894736842
2022-10-31,52.89473684210527
2022-11-01,40.55263157894737
2022-11-02,33.5
2022-11-03,33.5
2022-11-04,50.25000000000001
2022-11-05,63.47368421052632
2022-11-06,55.539473684210535
2022-11-07,33.5
2022-11-08,35.26315789473684
2022-11-09,30.85526315789474
2022-11-10,37.026315789473685
2022-11-11,52.89473684210527
2022-11-12,66.11842105263159
2022-11-13,64.35526315789474
2022-11-14,37.90789473684211
2022-11-15,41.434210526315795
2022-11-16,40.55263157894737
2022-11-17,44.078947368421055
2022-11-18,57.30263157894737
2022-11-19,81.98684210526316
2022-11-20,76.69736842105264
2022-11-21,43.19736842105264
2022-11-22,40.55263157894737
2022-11-23,51.131578947368425
2022-11-24,54.65789473684211
2022-11-25,44.078947368421055
2022-11-26,56.42105263157895
2022-11-27,59.06578947368421
2022-11-28,32.61842105263158
2022-11-29,32.61842105263158
2022-11-30,35.26315789473684
2022-12-01,38.78947368421053
2022-12-02,48.486842105263165
2022-12-03,69.64473684210527
2022-12-04,64.35526315789474
2022-12-05,36.14473684210527
2022-12-06,32.61842105263158
2022-12-07,34.381578947368425
2022-12-08,38.78947368421053
2022-12-09,47.60526315789474
2022-12-10,67.0
2022-12-11,66.11842105263159
2022-12-12,35.26315789473684
2022-12-13,33.5
2022-12-14,37.026315789473685
2022-12-15,39.67105263157895
2022-12-16,51.131578947368425
2022-12-17,64.35526315789474
2022-12-18,64.35526315789474
2022-12-19,41.434210526315795
2022-12-20,42.31578947368421
2022-12-21,44.96052631578948
2022-12-22,52.01315789473685
2022-12-23,63.47368421052632
2022-12-24,81.10526315789474
2022-12-25,88.15789473684211
2022-12-26,70.52631578947368
2022-12-27,52.89473684210527
2022-12-28,47.60526315789474
2022-12-29,50.25000000000001
2022-12-30,55.539473684210535
2022-12-31,74.05263157894737
2023-01-01,78.46052631578948
2023-01-02,55.539473684210535
2023-01-03,35.26315789473684
2023-01-04,35.26315789473684
2023-01-05,35.26315789473684
2023-01-06,46.72368421052632
2023-01-07,64.35526315789474
2023-01-08,59.06578947368421
2023-01-09,32.61842105263158
2023-01-10,30.85526315789474
2023-01-11,31.73684210526316
2023-01-12,35.26315789473684
2023-01-13,44.96052631578948
2023-01-14,66.11842105263159
2023-01-15,59.94736842105264
2023-01-16,41.434210526315795
2023-01-17,29.97368421052632
2023-01-18,30.85526315789474
2023-01-19,33.5
2023-01-20,42.31578947368421
2023-01-21,62.5921052631579
2023-01-22,59.06578947368421
2023-01-23,32.61842105263158
2023-01-24,30.85526315789474
2023-01-25,31.73684210526316
2023-01-26,35.26315789473684
2023-01-27,43.19736842105264
2023-01-28,66.11842105263159
2023-01-29,62.5921052631579
2023-01-30,34.381578947368425
2023-01-31,34.381578947368425
2023-02-01,37.026315789473685
2023-02-02,37.90789473684211
2023-02-03,46.72368421052632
2023-02-04,66.11842105263159
2023-02-05,59.94736842105264
2023-02-06,32.61842105263158
2023-02-07,33.5
2023-02-08,33.5
2023-02-09,40.55263157894737
2023-02-10,48.486842105263165
2023-02-11,67.0
2023-02-12,81.98684210526316
2023-02-13,35.26315789473684
2023-02-14,39.67105263157895
2023-02-15,38.78947368421053
2023-02-16,37.026315789473685
2023-02-17,49.36842105263158
2023-02-18,64.35526315789474
2023-02-19,58.184210526315795
2023-02-20,40.55263157894737
2023-02-21,32.61842105263158
2023-02-22,34.381578947368425
2023-02-23,38.78947368421053
2023-02-24,52.01315789473685
2023-02-25,67.88157894736842
2023-02-26,63.47368421052632
2023-02-27,37.026315789473685
2023-02-28,32.61842105263158
2023-03-01,36.14473684210527
2023-03-02,37.90789473684211
2023-03-03,47.60526315789474
2023-03-04,67.88157894736842
2023-03-05,63.47368421052632
2023-03-06,34.381578947368425
2023-03-07,32.61842105263158
2023-03-08,34.381578947368425
2023-03-09,36.14473684210527
2023-03-10,46.72368421052632
2023-03-11,61.71052631578948
2023-03-12,63.47368421052632
2023-03-13,37.90789473684211
2023-03-14,42.31578947368421
2023-03-15,38.78947368421053
2023-03-16,40.55263157894737
2023-03-17,49.36842105263158
2023-03-18,62.5921052631579
2023-03-19,59.94736842105264
2023-03-20,37.90789473684211
2023-03-21,37.90789473684211
2023-03-22,40.55263157894737
2023-03-23,44.96052631578948
2023-03-24,59.06578947368421
2023-03-25,74.9342105263158
2023-03-26,69.64473684210527
2023-03-27,37.026315789473685
2023-03-28,33.5
2023-03-29,34.381578947368425
2023-03-30,37.90789473684211
2023-03-31,50.25000000000001
2023-04-01,65.23684210526316
2023-04-02,60.828947368421055
2023-04-03,36.14473684210527
2023-04-04,35.26315789473684
2023-04-05,36.14473684210527
2023-04-06,42.31578947368421
2023-04-07,54.65789473684211
2023-04-08,62.5921052631579
2023-04-09,59.06578947368421
2023-04-10,36.14473684210527
2023-04-11,31.73684210526316
2023-04-12,34.381578947368425
2023-04-13,37.026315789473685
2023-04-14,46.72368421052632
2023-04-15,60.828947368421055
2023-04-16,60.828947368421055
2023-04-17,33.5
2023-04-18,30.85526315789474
2023-04-19,32.61842105263158
2023-04-20,39.67105263157895
2023-04-21,56.42105263157895
2023-04-22,72.28947368421053
2023-04-23,68.76315789473685
2023-04-24,36.14473684210527
2023-04-25,33.5
2023-04-26,36.1159439025072
2023-04-27,38.149240433798255
2023-04-28,49.63809151130615
2023-04-29,68.54920060373985
2023-04-30,61.126942588814046
2023-05-01,37.324545098806496
2023-05-02,33.641857897531935
2023-05-03,33.257952036224395
2023-05-04,37.324545098806496
2023-05-05,45.95540431003159
2023-05-06,61.56773206249826
2023-05-07,60.74303672750651
2023-05-08,34.466553232523694
2023-05-09,31.608561366240885
2023-05-10,34.466553232523694
2023-05-11,34.466553232523694
2023-05-12,46.78009964502334
2023-05-13,60.74303672750651
2023-05-14,57.060349526231946
2023-05-15,35.291248567515446
2023-05-16,34.466553232523694
2023-05-17,34.9073427062079
2023-05-18,40.23942057746598
2023-05-19,50.90357631998212
2023-05-20,63.21712273248177
2023-05-21,63.60102859378931
2023-05-22,36.94063923749896
2023-05-23,34.466553232523694
2023-05-24,38.59002990748246
2023-05-25,42.27271710875702
2023-05-26,52.211197137825984
2023-05-27,64.4961846996674
2023-05-28,60.65712608659195
2023-05-29,54.51463230567125
2023-05-30,35.31933924029405
2023-05-31,38.3905861307544
2023-06-01,40.694021298599665
2023-06-02,51.4433854152109
2023-06-03,62.19274953182213
2023-06-04,59.889314363976865
2023-06-05,39.158397853369486
2023-06-06,39.158397853369486
2023-06-07,40.694021298599665
2023-06-08,46.83651507952037
2023-06-09,58.353690918746686
2023-06-10,72.17430192581827
2023-06-11,68.33524331274283
2023-06-12,40.694021298599665
2023-06-13,37.622774408139314
2023-06-14,38.3905861307544
2023-06-15,41.46183302121475
2023-06-16,52.211197137825984
2023-06-17,59.889314363976865
2023-06-18,60.65712608659195
2023-06-19,43.765268189060016
2023-06-20,36.087150962909135
2023-06-21,39.92620957598458
2023-06-22,39.92620957598458
2023-06-23,52.97900886044107
2023-06-24,62.960561254437216
2023-06-25,60.65712608659195
2023-06-26,42.22964474382984
2023-06-27,39.92620957598458
2023-06-28,37.622774408139314
2023-06-29,42.99745646644493
2023-06-30,52.97900886044107
2023-07-01,62.960561254437216
2023-07-02,63.7283729770523
2023-07-03,50.67557369259581
2023-07-04,61.42493780920704
2023-07-05,43.765268189060016
2023-07-06,39.92620957598458
2023-07-07,49.90776196998072
2023-07-08,59.889314363976865
2023-07-09,59.12150264136178
2023-07-10,39.92620957598458
2023-07-11,36.85496268552423
2023-07-12,39.92620957598458
2023-07-13,42.99745646644493
2023-07-14,53.74682058305616
2023-07-15,62.19274953182213
2023-07-16,61.42493780920704
2023-07-17,39.92620957598458
2023-07-18,34.55152751767896
2023-07-19,39.158397853369486
2023-07-20,40.694021298599665
2023-07-21,51.4433854152109
2023-07-22,60.65712608659195
2023-07-23,59.12150264136178
2023-07-24,39.158397853369486
2023-07-25,35.31933924029405
2023-07-26,38.3905861307544
2023-07-27,39.158397853369486
2023-07-28,50.67557369259581
2023-07-29,62.960561254437216
2023-07-30,60.65712608659195
2023-07-31,39.92620957598458
2023-08-01,36.087150962909135
2023-08-02,37.622774408139314
2023-08-03,42.99745646644493
2023-08-04,50.67557369259581
2023-08-05,59.889314363976865
2023-08-06,56.05025575090143
2023-08-07,37.622774408139314
2023-08-08,33.78371579506387
2023-08-09,34.55152751767896
2023-08-10,34.55152751767896
2023-08-11,46.06870335690528
2023-08-12,58.353690918746686
2023-08-13,56.05025575090143
2023-08-14,38.3905861307544
2023-08-15,39.158397853369486
2023-08-16,42.22964474382984
2023-08-17,45.300891634290195
2023-08-18,56.05025575090143
2023-08-19,72.94211364843336
2023-08-20,68.33524331274283
2023-08-21,40.694021298599665
2023-08-22,31.480280627218608
2023-08-23,36.087150962909135
2023-08-24,38.3905861307544
2023-08-25,50.67557369259581
2023-08-26,61.42493780920704
2023-08-27,58.353690918746686
2023-08-28,34.55152751767896
2023-08-29,33.78371579506387
2023-08-30,36.087150962909135
2023-08-31,38.3905861307544
2023-09-01,49.13995024736563
2023-09-02,62.960561254437216
2023-09-03,59.12150264136178
2023-09-04,56.05025575090143
2023-09-05,33.78371579506387
2023-09-06,28.409033736758257
2023-09-07,36.087150962909135
2023-09-08,44.5330799116751
2023-09-09,62.19274953182213
2023-09-10,60.65712608659195
2023-09-11,31.480280627218608
2023-09-12,28.409033736758257
2023-09-13,30.71246890460352
2023-09-14,34.55152751767896
2023-09-15,45.300891634290195
2023-09-16,62.960561254437216
2023-09-17,59.889314363976865
2023-09-18,31.480280627218608
2023-09-19,29.176845459373343
2023-09-20,30.71246890460352
2023-09-21,39.158397853369486
2023-09-22,48.37213852475055
2023-09-23,63.7283729770523
2023-09-24,63.7283729770523
2023-09-25,36.087150962909135
2023-09-26,31.480280627218608
2023-09-27,32.2480923498337
2023-09-28,36.85496268552423
2023-09-29,50.67557369259581
2023-09-30,64.4961846996674
2023-10-01,65.26399642228247
2023-10-02,34.55152751767896
2023-10-03,38.3905861307544
2023-10-04,41.46183302121475
2023-10-05,45.300891634290195
2023-10-06,61.42493780920704
2023-10-07,76.7811722615088
2023-10-08,76.0133605388937
2023-10-09,44.5330799116751
2023-10-10,37.622774408139314
2023-10-11,39.158397853369486
2023-10-12,39.158397853369486
2023-10-13,52.211197137825984
2023-10-14,68.33524331274283
2023-10-15,62.19274953182213
2023-10-16,34.55152751767896
2023-10-17,32.2480923498337
2023-10-18,35.31933924029405
2023-10-19,39.158397853369486
2023-10-20,50.67557369259581
2023-10-21,65.26399642228247
2023-10-22,62.960561254437216
2023-10-23,36.087150962909135
2023-10-24,34.55152751767896
2023-10-25,36.087150962909135
2023-10-26,45.300891634290195
2023-10-27,53.74682058305616
2023-10-28,72.94211364843336
2023-10-29,66.03180814489757
2023-10-30,38.3905861307544
2023-10-31,51.4433854152109
2023-11-01,42.99745646644493
2023-11-02,37.622774408139314
2023-11-03,49.13995024736563
2023-11-04,66.79961986751266
2023-11-05,58.353690918746686
2023-11-06,33.78371579506387
2023-11-07,33.78371579506387
2023-11-08,33.015904072448784
2023-11-09,39.92620957598458
2023-11-10,74.47773709366354
2023-11-11,67.56743159012774
2023-11-12,60.65712608659195
2023-11-13,35.31933924029405
2023-11-14,32.2480923498337
2023-11-15,34.55152751767896
2023-11-16,36.087150962909135
2023-11-17,49.90776196998072
2023-11-18,65.26399642228247
2023-11-19,64.4961846996674
2023-11-20,39.158397853369486
2023-11-21,39.158397853369486
2023-11-22,49.13995024736563
2023-11-23,52.211197137825984
2023-11-24,42.99745646644493
2023-11-25,56.818067473516514
2023-11-26,63.7283729770523
2023-11-27,36.85496268552423
2023-11-28,34.55152751767896
2023-11-29,38.3905861307544
2023-11-30,39.92620957598458
2023-12-01,50.67557369259581
2023-12-02,72.17430192581827
2023-12-03,62.19274953182213
2023-12-04,36.087150962909135
2023-12-05,33.78371579506387
2023-12-06,33.78371579506387
2023-12-07,38.3905861307544
2023-12-08,42.99745646644493
2023-12-09,65.26399642228247
2023-12-10,66.03180814489757
2023-12-11,36.087150962909135
2023-12-12,32.2480923498337
2023-12-13,33.78371579506387
2023-12-14,37.622774408139314
2023-12-15,49.90776196998072
2023-12-16,61.42493780920704
2023-12-17,66.03180814489757
2023-12-18,36.087150962909135
2023-12-19,38.3905861307544
2023-12-20,38.3905861307544
2023-12-21,48.37213852475055
2023-12-22,55.24996315635432
2023-12-23,65.3023418960911
2023-12-24,69.06245394544291
2023-12-25,76.19877218283895
2023-12-26,59.85412675271718
2023-12-27,51.48985110700252
2023-12-28,48.573790604661795
2023-12-29,57.782117797387514
2023-12-30,61.92613570804686
2023-12-31,71.97851444778362
2024-01-01,76.58267804414649
2024-01-02,41.43747236726574
2024-01-03,39.36546341193607
2024-01-04,38.06126617922149
2024-01-05,48.957696465969335
2024-01-06,57.782117797387514
2024-01-07,56.93806625037645
2024-01-08,35.98925722389181
2024-01-09,33.91724826856215
2024-01-10,31.001187766221413
2024-01-11,33.91724826856215
2024-01-12,46.88568751063966
2024-01-13,58.626169344398576
2024-01-14,60.69817829972824
2024-01-15,47.26959337194721
2024-01-16,35.14520567688075
2024-01-17,33.91724826856215
2024-01-18,35.14520567688075
2024-01-19,45.19758441661754
2024-01-20,68.21840239843183
2024-01-21,60.73923051286454
2024-01-22,37.731946227688574
2024-01-23,36.811654856281535
2024-01-24,41.41311171331673
2024-01-25,39.57252897050265
2024-01-26,50.616025427387115
2024-01-27,73.62330971256307
2024-01-28,74.54360108397012
2024-01-29,37.731946227688574
2024-01-30,35.891363484874496
2024-01-31,36.811654856281535
2024-02-01,38.65223759909561
2024-02-02,52.45660817020119
2024-02-03,70.86243559834196
2024-02-04,66.26097874130677
2024-02-05,36.811654856281535
2024-02-06,34.97107211346746
2024-02-07,35.891363484874496
2024-02-08,39.57252897050265
2024-02-09,55.2174822844223
2024-02-10,70.86243559834196
2024-02-11,92.02913714070384
2024-02-12,35.891363484874496
2024-02-13,34.97107211346746
2024-02-14,43.25369445613081
2024-02-15,39.57252897050265
2024-02-16,47.855151313166
2024-02-17,61.65952188427158
2024-02-18,60.73923051286454
2024-02-19,43.25369445613081
2024-02-20,31.289906627839308
2024-02-21,34.050780742060425
2024-02-22,36.811654856281535
2024-02-23,49.695734055980076
2024-02-24,64.4203959984927
2024-02-25,64.4203959984927
2024-02-26,34.97107211346746
2024-02-27,34.97107211346746
2024-02-28,33.130489370653386
2024-02-29,34.97107211346746
2024-03-01,45.09427719894488
2024-03-02,61.65952188427158
2024-03-03,57.97835639864342
2024-03-04,32.21019799924635
2024-03-05,29.44932388502523
2024-03-06,29.44932388502523
2024-03-07,32.21019799924635
2024-03-08,44.17398582753785
2024-03-09,56.13777365582934
2024-03-10,55.2174822844223
2024-03-11,32.21019799924635
2024-03-12,29.44932388502523
2024-03-13,30.36961525643227
2024-03-14,42.33340308472377
2024-03-15,49.695734055980076
2024-03-16,69.02185285552788
2024-03-17,57.97835639864342
2024-03-18,39.57252897050265
2024-03-19,39.57252897050265
2024-03-20,41.41311171331673
2024-03-21,45.09427719894488
2024-03-22,57.97835639864342
2024-03-23,72.70301834115604
2024-03-24,62.579813255678616
2024-03-25,38.65223759909561
2024-03-26,34.97107211346746
2024-03-27,36.811654856281535
2024-03-28,40.49282034190969
2024-03-29,52.45660817020119
2024-03-30,62.579813255678616
2024-03-31,60.73923051286454
2024-04-01,39.57252897050265
2024-04-02,34.050780742060425
2024-04-03,34.050780742060425
2024-04-04,35.891363484874496
2024-04-05,48.775442684573036
2024-04-06,58.89864777005046
2024-04-07,55.2174822844223
2024-04-08,30.36961525643227
2024-04-09,29.44932388502523
2024-04-10,30.36961525643227
2024-04-11,33.130489370653386
2024-04-12,44.17398582753785
2024-04-13,55.2174822844223
2024-04-14,56.13777365582934
2024-04-15,31.289906627839308
2024-04-16,27.60874114221115
2024-04-17,30.36961525643227
2024-04-18,34.050780742060425
2024-04-19,43.25369445613081
2024-04-20,60.73923051286454
2024-04-21,59.8189391414575
2024-04-22,34.050780742060425
2024-04-23,35.891363484874496
2024-04-24,37.731946227688574
2024-04-25,43.25369445613081
2024-04-26,56.13777365582934
2024-04-27,69.94214422693491
2024-04-28,64.4203959984927
2024-04-29,38.65223759909561
2024-04-30,34.97107211346746
2024-05-01,35.891363484874496
2024-05-02,37.731946227688574
2024-05-03,48.775442684573036
2024-05-04,66.26097874130677
2024-05-05,59.8189391414575
2024-05-06,34.97107211346746
2024-05-07,31.289906627839308
2024-05-08,33.130489370653386
2024-05-09,35.891363484874496
2024-05-10,46.93485994175896
2024-05-11,61.65952188427158
2024-05-12,57.97835639864342
2024-05-13,32.21019799924635
2024-05-14,31.289906627839308
2024-05-15,32.21019799924635
2024-05-16,35.891363484874496
2024-05-17,47.855151313166
2024-05-18,59.8189391414575
2024-05-19,56.13777365582934
2024-05-20,34.97107211346746
2024-05-21,32.21019799924635
2024-05-22,33.130489370653386
2024-05-23,37.731946227688574
2024-05-24,48.775442684573036
2024-05-25,58.89864777005046
2024-05-26,57.97835639864342
2024-05-27,57.97835639864342
2024-05-28,34.97107211346746
2024-05-29,34.97107211346746
2024-05-30,37.731946227688574
2024-05-31,47.855151313166
2024-06-01,58.89864777005046
2024-06-02,58.89864777005046
2024-06-03,38.65223759909561
2024-06-04,39.57252897050265
2024-06-05,42.33340308472377
2024-06-06,47.855151313166
2024-06-07,56.13777365582934
2024-06-08,67.1812701127138
2024-06-09,65.34068736989973
2024-06-10,40.49282034190969
2024-06-11,34.97107211346746
2024-06-12,36.811654856281535
2024-06-13,39.57252897050265
2024-06-14,49.695734055980076
2024-06-15,54.297190913015264
2024-06-16,54.297190913015264
2024-06-17,34.97107211346746
2024-06-18,35.891363484874496
2024-06-19,38.65223759909561
2024-06-20,38.65223759909561
2024-06-21,48.775442684573036
2024-06-22,58.89864777005046
2024-06-23,56.13777365582934
2024-06-24,37.731946227688574
2024-06-25,34.050780742060425
2024-06-26,34.97107211346746
2024-06-27,40.49282034190969
2024-06-28,49.695734055980076
2024-06-29,60.73923051286454
2024-06-30,59.8189391414575
2024-07-01,40.49282034190969
2024-07-02,37.731946227688574
2024-07-03,40.49282034190969
2024-07-04,59.8189391414575
2024-07-05,54.297190913015264
2024-07-06,55.2174822844223
2024-07-07,51.536316798794154
2024-07-08,34.97107211346746
2024-07-09,34.97107211346746
2024-07-10,35.891363484874496
2024-07-11,39.57252897050265
2024-07-12,47.855151313166
2024-07-13,56.13777365582934
2024-07-14,53.37689954160823
2024-07-15,35.891363484874496
2024-07-16,31.289906627839308
2024-07-17,35.891363484874496
2024-07-18,36.811654856281535
2024-07-19,51.536316798794154
2024-07-20,57.05806502723638
2024-07-21,51.536316798794154
2024-07-22,34.97107211346746
2024-07-23,33.130489370653386
2024-07-24,34.050780742060425
2024-07-25,38.65223759909561
2024-07-26,46.93485994175896
2024-07-27,56.13777365582934
2024-07-28,53.37689954160823
2024-07-29,34.97107211346746
2024-07-30,32.21019799924635
2024-07-31,35.891363484874496
2024-08-01,38.65223759909561
2024-08-02,49.695734055980076
2024-08-03,58.89864777005046
2024-08-04,52.45660817020119
2024-08-05,34.050780742060425
2024-08-06,32.21019799924635
2024-08-07,34.97107211346746
2024-08-08,36.811654856281535
2024-08-09,45.09427719894488
2024-08-10,55.2174822844223
2024-08-11,53.37689954160823
2024-08-12,32.21019799924635
2024-08-13,33.130489370653386
2024-08-14,37.731946227688574
2024-08-15,40.49282034190969
2024-08-16,49.695734055980076
2024-08-17,64.4203959984927
2024-08-18,58.056562188073826
2024-08-19,34.26302506203437
2024-08-20,30.394485296749217
2024-08-21,30.394485296749217
2024-08-22,33.12689370217383
2024-08-23,43.59638163816875
2024-08-24,56.920430828213284
2024-08-25,51.45561401736406
2024-08-26,31.19262381953125
2024-08-27,29.258353936888675
2024-08-28,30.394485296749217
2024-08-29,35.85930210759844
2024-08-30,43.258388801090234
2024-08-31,56.920430828213284
2024-09-01,56.122292305431245
2024-09-02,49.8593369718
2024-09-03,28.460215414106642
2024-09-04,26.525945531464064
2024-09-05,31.530616656609766
2024-09-06,43.258388801090234
2024-09-07,56.122292305431245
2024-09-08,52.59174537722461
2024-09-09,26.525945531464064
2024-09-10,25.72780700868203
2024-09-11,29.258353936888675
2024-09-12,32.32875517939179
2024-09-13,42.4602502783082
2024-09-14,58.056562188073826
2024-09-15,55.32415378264922
2024-09-16,27.66207689132461
2024-09-17,27.039426966281038
2024-09-18,29.743369662909142
2024-09-19,33.799283707851295
2024-09-20,43.939068820206685
2024-09-21,59.486739325818284
2024-09-22,56.106810955033154
2024-09-23,30.41935533706617
2024-09-24,29.067383988752116
2024-09-25,31.77132668538022
2024-09-26,37.85519775279345
2024-09-27,48.67096853930587
