Time,spiderhead
2023-04-26,24
2023-04-27,29
2023-04-28,35
2023-04-29,61
2023-04-30,73
2023-05-01,0
2023-05-02,0
2023-05-03,57
2023-05-04,0
2023-05-05,44
2023-05-06,36
2023-05-07,46
2023-05-08,53
2023-05-09,0
2023-05-10,29
2023-05-11,0
2023-05-12,0
2023-05-13,57
2023-05-14,71
2023-05-15,29
2023-05-16,32
2023-05-17,46
2023-05-18,24
2023-05-19,32
2023-05-20,68
2023-05-21,85
2023-05-22,27
2023-05-23,30
2023-05-24,46
2023-05-25,44
2023-05-26,42
2023-05-27,58
2023-05-28,64
2023-05-29,51
2023-05-30,42
2023-05-31,32
2023-06-01,40
2023-06-02,38
2023-06-03,32
2023-06-04,45
2023-06-05,44
2023-06-06,0
2023-06-07,30
2023-06-08,51
2023-06-09,0
2023-06-10,0
2023-06-11,54
2023-06-12,0
2023-06-13,0
2023-06-14,31
2023-06-15,0
2023-06-16,28
2023-06-17,49
2023-06-18,78
2023-06-19,45
2023-06-20,52
2023-06-21,42
2023-06-22,28
2023-06-23,0
2023-06-24,51
2023-06-25,57
2023-06-26,34
2023-06-27,40
2023-06-28,30
2023-06-29,0
2023-06-30,35
2023-07-01,39
2023-07-02,63
2023-07-03,69
2023-07-04,50
2023-07-05,38
2023-07-06,56
2023-07-07,39
2023-07-08,49
2023-07-09,75
2023-07-10,81
2023-07-11,67
2023-07-12,39
2023-07-13,61
2023-07-14,37
2023-07-15,43
2023-07-16,49
2023-07-17,59
2023-07-18,48
2023-07-19,53
2023-07-20,41
2023-07-21,52
2023-07-22,64
2023-07-23,57
2023-07-24,38
2023-07-25,0
2023-07-26,0
2023-07-27,36
2023-07-28,0
2023-07-29,55
2023-07-30,0
2023-07-31,0
2023-08-01,0
2023-08-02,0
2023-08-03,37
2023-08-04,0
2023-08-05,35
2023-08-06,35
2023-08-07,0
2023-08-08,35
2023-08-09,29
2023-08-10,0
2023-08-11,0
2023-08-12,31
2023-08-13,33
2023-08-14,29
2023-08-15,0
2023-08-16,0
2023-08-17,0
2023-08-18,0
2023-08-19,42
2023-08-20,55
2023-08-21,34
2023-08-22,0
2023-08-23,26
2023-08-24,0
2023-08-25,0
2023-08-26,38
2023-08-27,50
2023-08-28,25
2023-08-29,0
2023-08-30,56
2023-08-31,0
2023-09-01,0
2023-09-02,0
2023-09-03,78
2023-09-04,100
2023-09-05,34
2023-09-06,30
2023-09-07,33
2023-09-08,0
2023-09-09,0
2023-09-10,56
2023-09-11,0
2023-09-12,0
2023-09-13,0
2023-09-14,0
2023-09-15,26
2023-09-16,48
2023-09-17,44
2023-09-18,37
2023-09-19,0
2023-09-20,0
2023-09-21,29
2023-09-22,31
2023-09-23,63
2023-09-24,31
2023-09-25,29
2023-09-26,0
2023-09-27,40
2023-09-28,26
2023-09-29,0
2023-09-30,56
2023-10-01,0
2023-10-02,0
2023-10-03,29
2023-10-04,0
2023-10-05,0
2023-10-06,29
2023-10-07,33
2023-10-08,32
2023-10-09,26
2023-10-10,0
2023-10-11,0
2023-10-12,0
2023-10-13,0
2023-10-14,39
2023-10-15,54
2023-10-16,35
2023-10-17,27
2023-10-18,0
2023-10-19,27
2023-10-20,0
2023-10-21,0
2023-10-22,0
2023-10-23,45
2023-10-24,30
2023-10-25,0
2023-10-26,0
2023-10-27,32
2023-10-28,0
2023-10-29,40
2023-10-30,33
2023-10-31,29
2023-11-01,33
2023-11-02,30
2023-11-03,26
2023-11-04,41
2023-11-05,35
2023-11-06,30
2023-11-07,0
2023-11-08,0
2023-11-09,0
2023-11-10,34
2023-11-11,0
2023-11-12,43
2023-11-13,0
2023-11-14,45
2023-11-15,0
2023-11-16,25
2023-11-17,29
2023-11-18,36
2023-11-19,33
2023-11-20,0
2023-11-21,39
2023-11-22,54
2023-11-23,63
2023-11-24,39
2023-11-25,40
2023-11-26,65
2023-11-27,25
2023-11-28,31
2023-11-29,0
2023-11-30,41
2023-12-01,26
2023-12-02,0
2023-12-03,0
2023-12-04,0
2023-12-05,26
2023-12-06,0
2023-12-07,0
2023-12-08,0
2023-12-09,0
2023-12-10,0
2023-12-11,29
2023-12-12,0
2023-12-13,0
2023-12-14,0
2023-12-15,0
2023-12-16,0
2023-12-17,36
2023-12-18,29
2023-12-19,0
2023-12-20,0
2023-12-21,0
2023-12-22,0
2023-12-23,0
2023-12-24,0
2023-12-25,0
2023-12-26,0
2023-12-27,47
2023-12-28,0
2023-12-29,0
2023-12-30,48
2023-12-31,0
2024-01-01,30
2024-01-02,37
2024-01-03,34
2024-01-04,0
2024-01-05,0
2024-01-06,52
2024-01-07,0
2024-01-08,0
2024-01-09,25
2024-01-10,0
2024-01-11,36
2024-01-12,0
2024-01-13,41
2024-01-14,51
2024-01-15,0
2024-01-16,42
2024-01-17,38
2024-01-18,42
2024-01-19,44
2024-01-20,44
