Time,drive
2023-12-22,85
2023-12-23,80
2023-12-24,68
2023-12-25,65
2023-12-26,78
2023-12-27,84
2023-12-28,83
2023-12-29,82
2023-12-30,75
2023-12-31,67
2024-01-01,67
2024-01-02,81
2024-01-03,91
2024-01-04,87
2024-01-05,87
2024-01-06,79
2024-01-07,72
2024-01-08,90
2024-01-09,88
2024-01-10,94
2024-01-11,91
2024-01-12,91
2024-01-13,78
2024-01-14,74
2024-01-15,85
2024-01-16,92
2024-01-17,90
2024-01-18,92
2024-01-19,91
2024-01-20,77
2024-01-21,74
2024-01-22,94
2024-01-23,94
2024-01-24,93
2024-01-25,89
2024-01-26,87
2024-01-27,76
2024-01-28,73
2024-01-29,89
2024-01-30,89
2024-01-31,91
2024-02-01,86
2024-02-02,87
2024-02-03,78
2024-02-04,74
2024-02-05,89
2024-02-06,89
2024-02-07,94
2024-02-08,90
2024-02-09,88
2024-02-10,74
2024-02-11,72
2024-02-12,82
2024-02-13,92
2024-02-14,93
2024-02-15,91
2024-02-16,91
2024-02-17,79
2024-02-18,81
2024-02-19,88
2024-02-20,92
2024-02-21,93
2024-02-22,93
2024-02-23,98
2024-02-24,89
2024-02-25,82
2024-02-26,97
2024-02-27,94
2024-02-28,95
2024-02-29,89
2024-03-01,92
2024-03-02,83
2024-03-03,80
2024-03-04,97
2024-03-05,91
2024-03-06,89
2024-03-07,87
2024-03-08,93
2024-03-09,81
2024-03-10,76
2024-03-11,89
2024-03-12,90
2024-03-13,92
2024-03-14,88
2024-03-15,87
2024-03-16,80
2024-03-17,80
2024-03-18,92
2024-03-19,91
2024-03-20,94
2024-03-21,87
2024-03-22,87
2024-03-23,81
2024-03-24,76
2024-03-25,87
2024-03-26,88
2024-03-27,90
2024-03-28,94
2024-03-29,83
2024-03-30,76
2024-03-31,72
2024-04-01,92
2024-04-02,90
2024-04-03,89
2024-04-04,90
2024-04-05,89
2024-04-06,84
2024-04-07,80
2024-04-08,95
2024-04-09,92
2024-04-10,93
2024-04-11,90
2024-04-12,95
2024-04-13,80
2024-04-14,79
2024-04-15,94
2024-04-16,92
2024-04-17,91
2024-04-18,95
2024-04-19,94
2024-04-20,83
2024-04-21,82
2024-04-22,99
2024-04-23,93
2024-04-24,92
2024-04-25,94
2024-04-26,87
2024-04-27,82
2024-04-28,81
2024-04-29,94
2024-04-30,92
2024-05-01,95
2024-05-02,87
2024-05-03,93
2024-05-04,79
2024-05-05,78
2024-05-06,93
2024-05-07,92
2024-05-08,89
2024-05-09,91
2024-05-10,92
2024-05-11,81
2024-05-12,77
2024-05-13,92
2024-05-14,94
2024-05-15,91
2024-05-16,93
2024-05-17,93
2024-05-18,87
2024-05-19,81
2024-05-20,90
2024-05-21,95
2024-05-22,93
2024-05-23,93
2024-05-24,94
2024-05-25,86
2024-05-26,84
2024-05-27,80
2024-05-28,92
2024-05-29,94
2024-05-30,94
2024-05-31,95
2024-06-01,88
2024-06-02,82
2024-06-03,93
2024-06-04,94
2024-06-05,95
2024-06-06,95
2024-06-07,98
2024-06-08,91
2024-06-09,83
2024-06-10,97
2024-06-11,96
2024-06-12,95
2024-06-13,93
2024-06-14,97
2024-06-15,95
2024-06-16,84
2024-06-17,99
2024-06-18,94
2024-06-19,93
2024-06-20,93
2024-06-21,91
2024-06-22,92
2024-06-23,82
2024-06-24,94
2024-06-25,98
2024-06-26,87
2024-06-27,98
2024-06-28,92
2024-06-29,87
2024-06-30,84
2024-07-01,100
2024-07-02,91
2024-07-03,90
2024-07-04,80
2024-07-05,92
2024-07-06,88
2024-07-07,83
2024-07-08,97
2024-07-09,92
2024-07-10,94
2024-07-11,97
2024-07-12,93
2024-07-13,88
2024-07-14,76
2024-07-15,91
2024-07-16,93
2024-07-17,93
2024-07-18,96
2024-07-19,95
2024-07-20,91
2024-07-21,84
2024-07-22,93
2024-07-23,95
2024-07-24,91
2024-07-25,95
2024-07-26,96
2024-07-27,90
2024-07-28,84
2024-07-29,93
2024-07-30,91
2024-07-31,90
2024-08-01,90
2024-08-02,91
2024-08-03,81
2024-08-04,81
2024-08-05,90
2024-08-06,86
2024-08-07,90
2024-08-08,90
2024-08-09,93
2024-08-10,84
2024-08-11,79
2024-08-12,97
2024-08-13,92
2024-08-14,96
2024-08-15,95
2024-08-16,95
2024-08-17,85
2024-08-18,79
2024-08-19,93
2024-08-20,93
2024-08-21,88
2024-08-22,95
2024-08-23,98
2024-08-24,86
2024-08-25,86
2024-08-26,97
2024-08-27,96
2024-08-28,93
2024-08-29,92
2024-08-30,95
2024-08-31,81
2024-09-01,82
2024-09-02,79
2024-09-03,94
2024-09-04,91
2024-09-05,91
2024-09-06,93
2024-09-07,76
2024-09-08,77
2024-09-09,90
2024-09-10,95
2024-09-11,89
2024-09-12,98
2024-09-13,90
2024-09-14,80
2024-09-15,72
2024-09-16,92
