Time,drive
2023-04-26,93
2023-04-27,94
2023-04-28,88
2023-04-29,86
2023-04-30,77
2023-05-01,96
2023-05-02,96
2023-05-03,91
2023-05-04,92
2023-05-05,91
2023-05-06,85
2023-05-07,79
2023-05-08,97
2023-05-09,90
2023-05-10,93
2023-05-11,91
2023-05-12,95
2023-05-13,89
2023-05-14,78
2023-05-15,95
2023-05-16,97
2023-05-17,94
2023-05-18,94
2023-05-19,94
2023-05-20,88
2023-05-21,82
2023-05-22,99
2023-05-23,96
2023-05-24,90
2023-05-25,94
2023-05-26,93
2023-05-27,91
2023-05-28,85
2023-05-29,85
2023-05-30,92
2023-05-31,91
2023-06-01,94
2023-06-02,97
2023-06-03,94
2023-06-04,86
2023-06-05,93
2023-06-06,96
2023-06-07,94
2023-06-08,94
2023-06-09,92
2023-06-10,94
2023-06-11,82
2023-06-12,97
2023-06-13,91
2023-06-14,93
2023-06-15,92
2023-06-16,92
2023-06-17,91
2023-06-18,83
2023-06-19,90
2023-06-20,96
2023-06-21,93
2023-06-22,87
2023-06-23,95
2023-06-24,84
2023-06-25,88
2023-06-26,88
2023-06-27,90
2023-06-28,94
2023-06-29,90
2023-06-30,96
2023-07-01,88
2023-07-02,84
2023-07-03,94
2023-07-04,79
2023-07-05,91
2023-07-06,92
2023-07-07,98
2023-07-08,92
2023-07-09,85
2023-07-10,94
2023-07-11,91
2023-07-12,92
2023-07-13,95
2023-07-14,86
2023-07-15,87
2023-07-16,83
2023-07-17,93
2023-07-18,88
2023-07-19,91
2023-07-20,88
2023-07-21,96
2023-07-22,93
2023-07-23,88
2023-07-24,94
2023-07-25,91
2023-07-26,86
2023-07-27,89
2023-07-28,93
2023-07-29,89
2023-07-30,79
2023-07-31,92
2023-08-01,85
2023-08-02,88
2023-08-03,89
2023-08-04,91
2023-08-05,85
2023-08-06,82
2023-08-07,90
2023-08-08,94
2023-08-09,84
2023-08-10,82
2023-08-11,91
2023-08-12,83
2023-08-13,88
2023-08-14,89
2023-08-15,94
2023-08-16,89
2023-08-17,92
2023-08-18,90
2023-08-19,85
2023-08-20,78
2023-08-21,93
2023-08-22,100
2023-08-23,94
2023-08-24,89
2023-08-25,91
2023-08-26,79
2023-08-27,77
2023-08-28,91
2023-08-29,87
2023-08-30,91
2023-08-31,92
2023-09-01,88
2023-09-02,79
2023-09-03,79
2023-09-04,77
2023-09-05,89
2023-09-06,92
2023-09-07,90
2023-09-08,89
2023-09-09,78
2023-09-10,73
2023-09-11,88
2023-09-12,95
2023-09-13,89
2023-09-14,90
2023-09-15,86
2023-09-16,74
2023-09-17,71
2023-09-18,89
2023-09-19,90
2023-09-20,94
2023-09-21,86
2023-09-22,86
2023-09-23,77
2023-09-24,71
2023-09-25,87
2023-09-26,88
2023-09-27,91
2023-09-28,88
2023-09-29,85
2023-09-30,78
2023-10-01,68
2023-10-02,88
2023-10-03,86
2023-10-04,88
2023-10-05,87
2023-10-06,86
2023-10-07,74
2023-10-08,68
2023-10-09,84
2023-10-10,88
2023-10-11,86
2023-10-12,83
2023-10-13,84
2023-10-14,76
2023-10-15,68
2023-10-16,87
2023-10-17,89
2023-10-18,79
2023-10-19,89
2023-10-20,91
2023-10-21,71
2023-10-22,68
2023-10-23,85
2023-10-24,86
2023-10-25,83
2023-10-26,85
2023-10-27,83
2023-10-28,70
2023-10-29,62
2023-10-30,84
2023-10-31,83
2023-11-01,84
2023-11-02,83
2023-11-03,80
2023-11-04,71
2023-11-05,66
2023-11-06,83
2023-11-07,84
2023-11-08,85
2023-11-09,81
2023-11-10,81
2023-11-11,65
2023-11-12,65
2023-11-13,84
2023-11-14,85
2023-11-15,83
2023-11-16,89
2023-11-17,80
2023-11-18,73
2023-11-19,71
2023-11-20,85
2023-11-21,73
2023-11-22,71
2023-11-23,59
2023-11-24,66
2023-11-25,68
2023-11-26,68
2023-11-27,87
2023-11-28,85
2023-11-29,86
2023-11-30,83
2023-12-01,84
2023-12-02,75
2023-12-03,68
2023-12-04,84
2023-12-05,85
2023-12-06,85
2023-12-07,86
2023-12-08,83
2023-12-09,78
2023-12-10,74
2023-12-11,85
2023-12-12,91
2023-12-13,89
2023-12-14,81
2023-12-15,84
2023-12-16,73
2023-12-17,71
2023-12-18,78
2023-12-19,83
2023-12-20,84
2023-12-21,80
2023-12-22,78
2023-12-23,73
2023-12-24,62
2023-12-25,60
2023-12-26,72
2023-12-27,77
2023-12-28,76
2023-12-29,75
2023-12-30,69
2023-12-31,62
2024-01-01,61
2024-01-02,74
2024-01-03,83
2024-01-04,80
2024-01-05,79
2024-01-06,72
2024-01-07,66
2024-01-08,82
2024-01-09,81
2024-01-10,86
2024-01-11,84
2024-01-12,83
2024-01-13,71
2024-01-14,68
2024-01-15,78
2024-01-16,85
2024-01-17,82
2024-01-18,84
2024-01-19,84
2024-01-20,70
