Time,uvalde
2023-12-22,12
2023-12-23,10
2023-12-24,8
2023-12-25,7
2023-12-26,9
2023-12-27,9
2023-12-28,10
2023-12-29,10
2023-12-30,8
2023-12-31,8
2024-01-01,8
2024-01-02,10
2024-01-03,10
2024-01-04,10
2024-01-05,11
2024-01-06,11
2024-01-07,8
2024-01-08,9
2024-01-09,9
2024-01-10,9
2024-01-11,9
2024-01-12,10
2024-01-13,10
2024-01-14,9
2024-01-15,9
2024-01-16,10
2024-01-17,11
2024-01-18,100
2024-01-19,70
2024-01-20,23
2024-01-21,14
2024-01-22,14
2024-01-23,13
2024-01-24,11
2024-01-25,11
2024-01-26,10
2024-01-27,9
2024-01-28,9
2024-01-29,9
2024-01-30,10
2024-01-31,11
2024-02-01,10
2024-02-02,12
2024-02-03,10
2024-02-04,9
2024-02-05,9
2024-02-06,9
2024-02-07,9
2024-02-08,10
2024-02-09,10
2024-02-10,9
2024-02-11,10
2024-02-12,9
2024-02-13,10
2024-02-14,11
2024-02-15,13
2024-02-16,11
2024-02-17,9
2024-02-18,12
2024-02-19,17
2024-02-20,12
2024-02-21,11
2024-02-22,11
2024-02-23,12
2024-02-24,10
2024-02-25,8
2024-02-26,11
2024-02-27,12
2024-02-28,10
2024-02-29,11
2024-03-01,12
2024-03-02,9
2024-03-03,8
2024-03-04,10
2024-03-05,9
2024-03-06,10
2024-03-07,15
2024-03-08,27
2024-03-09,15
2024-03-10,14
2024-03-11,12
2024-03-12,15
2024-03-13,17
2024-03-14,11
2024-03-15,11
2024-03-16,11
2024-03-17,10
2024-03-18,12
2024-03-19,13
2024-03-20,11
2024-03-21,10
2024-03-22,11
2024-03-23,7
2024-03-24,8
2024-03-25,11
2024-03-26,12
2024-03-27,11
2024-03-28,10
2024-03-29,10
2024-03-30,10
2024-03-31,9
2024-04-01,12
2024-04-02,14
2024-04-03,12
2024-04-04,13
2024-04-05,11
2024-04-06,14
2024-04-07,14
2024-04-08,21
2024-04-09,10
2024-04-10,10
2024-04-11,10
2024-04-12,10
2024-04-13,9
2024-04-14,9
2024-04-15,10
2024-04-16,9
2024-04-17,9
2024-04-18,11
2024-04-19,12
2024-04-20,12
2024-04-21,8
2024-04-22,9
2024-04-23,10
2024-04-24,12
2024-04-25,15
2024-04-26,15
2024-04-27,10
2024-04-28,9
2024-04-29,11
2024-04-30,11
2024-05-01,11
2024-05-02,13
2024-05-03,12
2024-05-04,12
2024-05-05,9
2024-05-06,10
2024-05-07,11
2024-05-08,12
2024-05-09,12
2024-05-10,10
2024-05-11,11
2024-05-12,8
2024-05-13,12
2024-05-14,10
2024-05-15,9
2024-05-16,10
2024-05-17,11
2024-05-18,10
2024-05-19,8
2024-05-20,13
2024-05-21,12
2024-05-22,30
2024-05-23,25
2024-05-24,33
2024-05-25,39
2024-05-26,21
2024-05-27,19
2024-05-28,15
2024-05-29,15
2024-05-30,13
2024-05-31,12
2024-06-01,12
2024-06-02,11
2024-06-03,10
2024-06-04,10
2024-06-05,10
2024-06-06,10
2024-06-07,12
2024-06-08,10
2024-06-09,10
2024-06-10,10
2024-06-11,14
2024-06-12,14
2024-06-13,12
2024-06-14,13
2024-06-15,12
2024-06-16,11
2024-06-17,10
2024-06-18,15
2024-06-19,13
2024-06-20,12
2024-06-21,11
2024-06-22,10
2024-06-23,9
2024-06-24,11
2024-06-25,10
2024-06-26,9
2024-06-27,15
2024-06-28,47
2024-06-29,40
2024-06-30,27
2024-07-01,16
2024-07-02,14
2024-07-03,13
2024-07-04,12
2024-07-05,14
2024-07-06,11
2024-07-07,9
2024-07-08,11
2024-07-09,11
2024-07-10,12
2024-07-11,10
2024-07-12,11
2024-07-13,12
2024-07-14,22
2024-07-15,16
2024-07-16,14
2024-07-17,14
2024-07-18,12
2024-07-19,14
2024-07-20,17
2024-07-21,10
2024-07-22,11
2024-07-23,10
2024-07-24,12
2024-07-25,13
2024-07-26,11
2024-07-27,10
2024-07-28,7
2024-07-29,11
2024-07-30,10
2024-07-31,11
2024-08-01,8
2024-08-02,9
2024-08-03,8
2024-08-04,9
2024-08-05,10
2024-08-06,10
2024-08-07,9
2024-08-08,12
2024-08-09,12
2024-08-10,15
2024-08-11,27
2024-08-12,21
2024-08-13,17
2024-08-14,12
2024-08-15,11
2024-08-16,11
2024-08-17,10
2024-08-18,9
2024-08-19,10
2024-08-20,11
2024-08-21,10
2024-08-22,10
2024-08-23,20
2024-08-24,10
2024-08-25,9
2024-08-26,11
2024-08-27,12
2024-08-28,13
2024-08-29,12
2024-08-30,11
2024-08-31,11
2024-09-01,10
2024-09-02,8
2024-09-03,9
2024-09-04,17
2024-09-05,23
2024-09-06,24
2024-09-07,20
2024-09-08,13
2024-09-09,15
2024-09-10,13
2024-09-11,13
2024-09-12,14
2024-09-13,14
2024-09-14,13
2024-09-15,9
2024-09-16,11
