Time,tampa_bay_lightning
2022-06-24,21.0
2022-06-25,93.0
2022-06-26,36.0
2022-06-27,91.0
2022-06-28,7.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,4.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,3.0
2022-07-16,2.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,2.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,2.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,2.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,1.1666666666666665
2022-09-02,1.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,1.0
2022-09-09,1.0
2022-09-10,1.0
2022-09-11,1.1666666666666665
2022-09-12,1.8333333333333333
2022-09-13,1.0
2022-09-14,2.0
2022-09-15,1.1666666666666665
2022-09-16,1.0
2022-09-17,1.8333333333333333
2022-09-18,1.6666666666666665
2022-09-19,1.8333333333333333
2022-09-20,1.1666666666666665
2022-09-21,1.8333333333333333
2022-09-22,1.1666666666666665
2022-09-23,1.8333333333333333
2022-09-24,1.6666666666666665
2022-09-25,2.0
2022-09-26,1.8333333333333333
2022-09-27,2.6666666666666665
2022-09-28,2.0
2022-09-29,1.3333333333333333
2022-09-30,2.333333333333333
2022-10-01,2.0
2022-10-02,2.333333333333333
2022-10-03,2.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,3.0
2022-10-07,3.333333333333333
2022-10-08,5.0
2022-10-09,3.333333333333333
2022-10-10,3.6666666666666665
2022-10-11,6.0
2022-10-12,9.333333333333332
2022-10-13,3.6666666666666665
2022-10-14,5.0
2022-10-15,8.0
2022-10-16,6.0
2022-10-17,3.0
2022-10-18,6.0
2022-10-19,7.666666666666666
2022-10-20,3.333333333333333
2022-10-21,4.666666666666666
2022-10-22,10.333333333333332
2022-10-23,6.666666666666666
2022-10-24,3.0
2022-10-25,3.333333333333333
2022-10-26,6.0
2022-10-27,6.666666666666666
2022-10-28,3.333333333333333
2022-10-29,6.0
2022-10-30,3.333333333333333
2022-10-31,2.6666666666666665
2022-11-01,4.0
2022-11-02,6.0
2022-11-03,5.333333333333333
2022-11-04,7.666666666666666
2022-11-05,5.333333333333333
2022-11-06,6.666666666666666
2022-11-07,3.0
2022-11-08,3.6666666666666665
2022-11-09,6.333333333333333
2022-11-10,3.0
2022-11-11,3.0
2022-11-12,6.333333333333333
2022-11-13,4.333333333333333
2022-11-14,6.333333333333333
2022-11-15,3.0
2022-11-16,6.333333333333333
2022-11-17,3.6666666666666665
2022-11-18,6.666666666666666
2022-11-19,4.0
2022-11-20,6.666666666666666
2022-11-21,3.6666666666666665
2022-11-22,6.0
2022-11-23,2.6666666666666665
2022-11-24,3.333333333333333
2022-11-25,3.6666666666666665
2022-11-26,8.333333333333332
2022-11-27,3.333333333333333
2022-11-28,3.333333333333333
2022-11-29,7.0
2022-11-30,5.0
2022-12-01,3.333333333333333
2022-12-02,5.0
2022-12-03,4.0
2022-12-04,7.333333333333333
2022-12-05,3.0
2022-12-06,4.333333333333333
2022-12-07,5.666666666666666
2022-12-08,3.6666666666666665
2022-12-09,7.0
2022-12-10,6.333333333333333
2022-12-11,5.666666666666666
2022-12-12,3.333333333333333
2022-12-13,3.6666666666666665
2022-12-14,6.0
2022-12-15,3.6666666666666665
2022-12-16,6.0
2022-12-17,3.6666666666666665
2022-12-18,5.666666666666666
2022-12-19,3.333333333333333
2022-12-20,3.6666666666666665
2022-12-21,5.666666666666666
2022-12-22,5.666666666666666
2022-12-23,2.0
2022-12-24,2.6666666666666665
2022-12-25,2.333333333333333
2022-12-26,3.0
2022-12-27,3.0
2022-12-28,4.0
2022-12-29,7.333333333333333
2022-12-30,7.0
2022-12-31,5.0
2023-01-01,5.666666666666666
2023-01-02,3.0
2023-01-03,3.0
2023-01-04,6.333333333333333
2023-01-05,7.333333333333333
2023-01-06,3.333333333333333
2023-01-07,6.0
2023-01-08,3.0
2023-01-09,2.333333333333333
2023-01-10,3.6666666666666665
2023-01-11,5.666666666666666
2023-01-12,4.0
2023-01-13,6.333333333333333
2023-01-14,3.333333333333333
2023-01-15,6.0
2023-01-16,5.0
2023-01-17,4.333333333333333
2023-01-18,2.6666666666666665
2023-01-19,6.666666666666666
2023-01-20,6.333333333333333
2023-01-21,5.666666666666666
2023-01-22,3.333333333333333
2023-01-23,3.0
2023-01-24,3.333333333333333
2023-01-25,6.333333333333333
2023-01-26,4.0
2023-01-27,8.0
2023-01-28,4.333333333333333
2023-01-29,6.666666666666666
2023-01-30,2.6666666666666665
2023-01-31,2.6666666666666665
2023-02-01,2.0
2023-02-02,2.0
2023-02-03,2.0
2023-02-04,3.0
2023-02-05,2.333333333333333
2023-02-06,2.333333333333333
2023-02-07,6.333333333333333
2023-02-08,5.666666666666666
2023-02-09,3.0
2023-02-10,6.666666666666666
2023-02-11,6.0
2023-02-12,3.0
2023-02-13,2.6666666666666665
2023-02-14,2.6666666666666665
2023-02-15,6.0
2023-02-16,5.0
2023-02-17,2.6666666666666665
2023-02-18,4.0
2023-02-19,6.0
2023-02-20,3.0
2023-02-21,4.0
2023-02-22,6.0
2023-02-23,3.6666666666666665
2023-02-24,6.0
2023-02-25,4.0
2023-02-26,8.666666666666666
2023-02-27,6.666666666666666
2023-02-28,4.666666666666666
2023-03-01,7.0
2023-03-02,4.333333333333333
2023-03-03,7.0
2023-03-04,6.666666666666666
2023-03-05,8.0
2023-03-06,4.333333333333333
2023-03-07,4.0
2023-03-08,6.666666666666666
2023-03-09,3.6666666666666665
2023-03-10,6.333333333333333
2023-03-11,4.666666666666666
2023-03-12,9.0
2023-03-13,5.333333333333333
2023-03-14,3.333333333333333
2023-03-15,4.666666666666666
2023-03-16,3.6666666666666665
2023-03-17,5.333333333333333
2023-03-18,5.0
2023-03-19,9.333333333333332
2023-03-20,5.0
2023-03-21,3.333333333333333
2023-03-22,4.0
2023-03-23,3.0
2023-03-24,4.333333333333333
2023-03-25,6.666666666666666
2023-03-26,3.0
2023-03-27,2.333333333333333
2023-03-28,3.333333333333333
2023-03-29,5.0
2023-03-30,4.0
2023-03-31,5.333333333333333
2023-04-01,4.666666666666666
2023-04-02,6.666666666666666
2023-04-03,3.0
2023-04-04,3.333333333333333
2023-04-05,4.333333333333333
2023-04-06,7.0
2023-04-07,5.666666666666666
2023-04-08,4.666666666666666
2023-04-09,6.333333333333333
2023-04-10,3.333333333333333
2023-04-11,5.0
2023-04-12,6.666666666666666
2023-04-13,5.0
2023-04-14,6.333333333333333
2023-04-15,4.333333333333333
2023-04-16,3.333333333333333
2023-04-17,3.6666666666666665
2023-04-18,7.666666666666666
2023-04-19,23.333333333333332
2023-04-20,10.0
2023-04-21,15.666666666666666
2023-04-22,15.666666666666666
2023-04-23,29.333333333333332
2023-04-24,10.333333333333332
2023-04-25,28.0
2023-04-26,8.666666666666666
2023-04-27,11.666666666666666
2023-04-28,23.333333333333332
2023-04-29,19.333333333333332
2023-04-30,33.33333333333333
2023-05-01,6.0
2023-05-02,3.0
2023-05-03,2.333333333333333
2023-05-04,1.3333333333333333
2023-05-05,1.6666666666666665
2023-05-06,1.6666666666666665
2023-05-07,1.6666666666666665
2023-05-08,1.6666666666666665
2023-05-09,1.3333333333333333
2023-05-10,1.3333333333333333
2023-05-11,1.0
2023-05-12,1.3333333333333333
2023-05-13,1.3333333333333333
2023-05-14,1.0
2023-05-15,1.0
2023-05-16,1.0
2023-05-17,1.0
2023-05-18,1.0
2023-05-19,1.3333333333333333
2023-05-20,1.0
2023-05-21,1.3333333333333333
2023-05-22,0.6666666666666666
2023-05-23,1.0
2023-05-24,1.0
2023-05-25,1.3333333333333333
2023-05-26,1.0
2023-05-27,1.0
2023-05-28,1.0
2023-05-29,1.0
2023-05-30,1.0
2023-05-31,1.0
2023-06-01,1.0
2023-06-02,0.6666666666666666
2023-06-03,1.0
2023-06-04,1.3333333333333333
2023-06-05,1.0
2023-06-06,1.0
2023-06-07,1.0
2023-06-08,1.0
2023-06-09,0.6666666666666666
2023-06-10,1.3333333333333333
2023-06-11,1.0
2023-06-12,0.6666666666666666
2023-06-13,0.6666666666666666
2023-06-14,1.3333333333333333
2023-06-15,1.0
2023-06-16,1.0
2023-06-17,1.0
2023-06-18,0.6666666666666666
2023-06-19,0.6666666666666666
2023-06-20,0.6666666666666666
2023-06-21,0.6666666666666666
2023-06-22,0.6666666666666666
2023-06-23,0.6666666666666666
2023-06-24,0.6666666666666666
2023-06-25,1.0
2023-06-26,0.6666666666666666
2023-06-27,2.0
2023-06-28,2.0
2023-06-29,2.6666666666666665
2023-06-30,1.6666666666666665
2023-07-01,3.0
2023-07-02,2.333333333333333
2023-07-03,2.6666666666666665
2023-07-04,2.0
2023-07-05,1.0
2023-07-06,1.0
2023-07-07,0.6666666666666666
2023-07-08,1.0
2023-07-09,1.3333333333333333
2023-07-10,1.0
2023-07-11,1.0
2023-07-12,1.0
2023-07-13,1.0
2023-07-14,1.0
2023-07-15,1.0
2023-07-16,1.0
2023-07-17,1.0
2023-07-18,1.3333333333333333
2023-07-19,0.6666666666666666
2023-07-20,1.0
2023-07-21,1.0
2023-07-22,1.0
2023-07-23,1.3333333333333333
2023-07-24,0.6666666666666666
2023-07-25,1.0
2023-07-26,1.0
2023-07-27,0.6666666666666666
2023-07-28,1.0
2023-07-29,0.6666666666666666
2023-07-30,0.6666666666666666
2023-07-31,0.6666666666666666
2023-08-01,1.0
2023-08-02,1.0
2023-08-03,1.3333333333333333
2023-08-04,1.0
2023-08-05,0.6666666666666666
2023-08-06,0.6666666666666666
2023-08-07,1.0
2023-08-08,0.6666666666666666
2023-08-09,1.0
2023-08-10,0.6666666666666666
2023-08-11,1.0
2023-08-12,1.0
2023-08-13,1.3333333333333333
2023-08-14,0.6666666666666666
2023-08-15,1.0
2023-08-16,1.0
2023-08-17,1.0
2023-08-18,1.0
2023-08-19,0.6666666666666666
2023-08-20,1.0
2023-08-21,1.0
2023-08-22,1.0
2023-08-23,1.0
2023-08-24,1.3333333333333333
2023-08-25,1.0
2023-08-26,0.6666666666666666
2023-08-27,1.0
2023-08-28,1.0
2023-08-29,1.0
2023-08-30,1.0
2023-08-31,1.0
2023-09-01,1.0
2023-09-02,1.0
2023-09-03,1.0
2023-09-04,0.6666666666666666
2023-09-05,0.6666666666666666
2023-09-06,0.6666666666666666
2023-09-07,1.0
2023-09-08,1.0
2023-09-09,1.3333333333333333
2023-09-10,1.3333333333333333
2023-09-11,1.3333333333333333
2023-09-12,1.3333333333333333
2023-09-13,1.0
2023-09-14,1.0
2023-09-15,1.3333333333333333
2023-09-16,1.3333333333333333
2023-09-17,1.6666666666666665
2023-09-18,1.6666666666666665
2023-09-19,1.3333333333333333
2023-09-20,1.3333333333333333
2023-09-21,1.3333333333333333
2023-09-22,1.3333333333333333
2023-09-23,1.3333333333333333
2023-09-24,1.6666666666666665
2023-09-25,2.0
2023-09-26,4.333333333333333
2023-09-27,3.333333333333333
2023-09-28,3.6666666666666665
2023-09-29,4.0
2023-09-30,5.666666666666666
2023-10-01,3.333333333333333
2023-10-02,2.0
2023-10-03,3.333333333333333
2023-10-04,4.0
2023-10-05,3.6666666666666665
2023-10-06,4.0
2023-10-07,3.333333333333333
2023-10-08,3.0
2023-10-09,3.333333333333333
2023-10-10,12.333333333333332
2023-10-11,9.0
2023-10-12,4.0
2023-10-13,3.0
2023-10-14,5.0
2023-10-15,8.0
2023-10-16,5.0
2023-10-17,4.333333333333333
2023-10-18,6.666666666666666
2023-10-19,4.333333333333333
2023-10-20,6.0
2023-10-21,5.666666666666666
2023-10-22,6.333333333333333
2023-10-23,2.6666666666666665
2023-10-24,4.333333333333333
2023-10-25,5.333333333333333
2023-10-26,4.0
2023-10-27,6.0
2023-10-28,3.0
2023-10-29,2.333333333333333
2023-10-30,4.0
2023-10-31,4.333333333333333
2023-11-01,3.0
2023-11-02,3.6666666666666665
2023-11-03,5.0
2023-11-04,3.6666666666666665
2023-11-05,4.666666666666666
2023-11-06,2.6666666666666665
2023-11-07,6.333333333333333
2023-11-08,7.666666666666666
2023-11-09,4.0
2023-11-10,7.0
2023-11-11,4.333333333333333
2023-11-12,6.0
2023-11-13,2.6666666666666665
2023-11-14,3.0
2023-11-15,5.333333333333333
2023-11-16,3.0
2023-11-17,7.0
2023-11-18,5.0
2023-11-19,3.6666666666666665
2023-11-20,3.0
2023-11-21,6.666666666666666
2023-11-22,4.0
2023-11-23,6.0
2023-11-24,4.0
2023-11-25,7.0
2023-11-26,3.0
2023-11-27,2.6666666666666665
2023-11-28,6.0
2023-11-29,5.0
2023-11-30,3.333333333333333
2023-12-01,5.333333333333333
2023-12-02,5.0
2023-12-03,3.0
2023-12-04,3.333333333333333
2023-12-05,5.333333333333333
2023-12-06,3.6666666666666665
2023-12-07,5.333333333333333
2023-12-08,4.0
2023-12-09,3.0
2023-12-10,5.333333333333333
2023-12-11,2.6666666666666665
2023-12-12,2.6666666666666665
2023-12-13,4.333333333333333
2023-12-14,2.6666666666666665
2023-12-15,5.0
2023-12-16,3.6666666666666665
2023-12-17,5.666666666666666
2023-12-18,2.6666666666666665
2023-12-19,3.6666666666666665
2023-12-20,5.333333333333333
2023-12-21,4.333333333333333
2023-12-22,6.0523957256118575
2023-12-23,3.3236814891416753
2023-12-24,5.711306446053085
2023-12-25,2.3876249569114094
2023-12-26,2.6415029300241297
2023-12-27,3.3236814891416753
2023-12-28,6.734574284729403
2023-12-29,2.9825922095829025
2023-12-30,4.688038607376766
2023-12-31,6.6473629782833505
2024-01-01,5.624095139607032
2024-01-02,2.3876249569114094
2024-01-03,4.346949327817994
2024-01-04,2.9825922095829025
2024-01-05,5.1163391933815925
2024-01-06,3.069803516028956
2024-01-07,5.029127886935539
2024-01-08,2.3876249569114094
2024-01-09,3.3236814891416753
2024-01-10,5.2830058600482594
2024-01-11,3.3236814891416753
2024-01-12,5.711306446053085
2024-01-13,3.5775594622543947
2024-01-14,5.965184419165805
2024-01-15,2.9825922095829025
2024-01-16,3.664770768700448
2024-01-17,3.3236814891416753
2024-01-18,4.688038607376766
2024-01-19,7.670630816959669
2024-01-20,6.0523957256118575
2024-01-21,4.8838331609789725
2024-01-22,5.232678386763185
2024-01-23,5.058255773871079
2024-01-24,5.93036883833161
2024-01-25,3.6628748707342296
2024-01-26,6.104791451223716
2024-01-27,4.360565322302654
2024-01-28,7.151327128576353
2024-01-29,2.4419165804894862
2024-01-30,2.093071354705274
2024-01-31,1.7442261289210617
2024-02-01,2.2674939675973804
2024-02-02,1.5698035160289556
2024-02-03,2.4419165804894862
2024-02-04,2.093071354705274
2024-02-05,1.7442261289210617
2024-02-06,2.4419165804894862
2024-02-07,3.314029644950017
2024-02-08,8.546708031713202
2024-02-09,5.058255773871079
2024-02-10,4.011720096518442
2024-02-11,4.534987935194761
2024-02-12,2.2674939675973804
2024-02-13,2.7907618062736987
2024-02-14,5.407100999655292
2024-02-15,4.360565322302654
2024-02-16,7.8490175801447775
2024-02-17,6.802481902792141
2024-02-18,6.2792140641158225
2024-02-19,4.186142709410548
2024-02-20,7.8490175801447775
2024-02-21,3.1396070320579113
2024-02-22,3.6628748707342296
2024-02-23,6.453636677007928
2024-02-24,5.755946225439503
2024-02-25,6.976904515684247
2024-02-26,3.1396070320579113
2024-02-27,3.1396070320579113
2024-02-28,6.2792140641158225
2024-02-29,3.4884522578421233
2024-03-01,5.407100999655292
2024-03-02,4.186142709410548
2024-03-03,7.674594967252672
2024-03-04,2.6163391933815925
2024-03-05,3.1396070320579113
2024-03-06,3.314029644950017
2024-03-07,4.709410548086867
2024-03-08,6.628059289900034
2024-03-09,5.232678386763185
2024-03-10,8.546708031713202
2024-03-11,2.7907618062736987
2024-03-12,2.2674939675973804
2024-03-13,2.093071354705274
2024-03-14,3.4884522578421233
2024-03-15,5.5815236125473975
2024-03-16,6.802481902792141
2024-03-17,5.755946225439503
2024-03-18,2.7907618062736987
2024-03-19,2.965184419165805
2024-03-20,5.93036883833161
2024-03-21,2.6163391933815925
2024-03-22,5.755946225439503
2024-03-23,3.4884522578421233
2024-03-24,6.104791451223716
2024-03-25,5.407100999655292
2024-03-26,2.4419165804894862
2024-03-27,5.5815236125473975
2024-03-28,7.500172354360565
2024-03-29,3.6628748707342296
2024-03-30,5.058255773871079
2024-03-31,7.674594967252672
2024-04-01,5.407100999655292
2024-04-02,5.93036883833161
2024-04-03,4.011720096518442
2024-04-04,6.453636677007928
2024-04-05,5.5815236125473975
2024-04-06,9.59324370906584
2024-04-07,3.4884522578421233
2024-04-08,2.6163391933815925
2024-04-09,4.534987935194761
2024-04-10,5.93036883833161
2024-04-11,4.360565322302654
2024-04-12,5.407100999655292
2024-04-13,6.453636677007928
2024-04-14,5.058255773871079
2024-04-15,5.232678386763185
2024-04-16,5.755946225439503
2024-04-17,6.628059289900034
2024-04-18,7.674594967252672
2024-04-19,4.360565322302654
2024-04-20,5.058255773871079
2024-04-21,16.570148224750085
2024-04-22,5.058255773871079
2024-04-23,6.976904515684247
2024-04-24,15.52361254739745
2024-04-25,8.19786280592899
2024-04-26,14.302654257152707
2024-04-27,17.442261289210617
2024-04-28,12.384005515339538
2024-04-29,9.59324370906584
2024-04-30,16.570148224750085
2024-05-01,3.314029644950017
2024-05-02,1.5698035160289556
2024-05-03,1.7442261289210617
2024-05-04,1.7442261289210617
2024-05-05,1.918648741813168
2024-05-06,1.3953809031368494
2024-05-07,1.046535677352637
2024-05-08,1.3953809031368494
2024-05-09,1.2209582902447431
2024-05-10,1.2209582902447431
2024-05-11,1.046535677352637
2024-05-12,1.2209582902447431
2024-05-13,0.6976904515684247
2024-05-14,0.8721130644605308
2024-05-15,0.8721130644605308
2024-05-16,0.6976904515684247
2024-05-17,1.2209582902447431
2024-05-18,1.2209582902447431
2024-05-19,1.046535677352637
2024-05-20,0.8721130644605308
2024-05-21,1.5698035160289556
2024-05-22,1.5698035160289556
2024-05-23,1.046535677352637
2024-05-24,0.6976904515684247
2024-05-25,1.046535677352637
2024-05-26,1.046535677352637
2024-05-27,0.6976904515684247
2024-05-28,0.8721130644605308
2024-05-29,1.046535677352637
2024-05-30,0.8721130644605308
2024-05-31,1.2209582902447431
2024-06-01,1.046535677352637
2024-06-02,1.3953809031368494
2024-06-03,1.3953809031368494
2024-06-04,0.8721130644605308
2024-06-05,0.8721130644605308
2024-06-06,1.046535677352637
2024-06-07,0.8721130644605308
2024-06-08,1.2209582902447431
2024-06-09,1.918648741813168
2024-06-10,0.8721130644605308
2024-06-11,1.2209582902447431
2024-06-12,0.8721130644605308
2024-06-13,1.046535677352637
2024-06-14,1.5698035160289556
2024-06-15,1.2209582902447431
2024-06-16,1.7442261289210617
2024-06-17,0.8721130644605308
2024-06-18,1.046535677352637
2024-06-19,1.7442261289210617
2024-06-20,0.8721130644605308
2024-06-21,0.8721130644605308
2024-06-22,1.3953809031368494
2024-06-23,1.2209582902447431
2024-06-24,1.046535677352637
2024-06-25,4.011720096518442
2024-06-26,1.3953809031368494
2024-06-27,1.5698035160289556
2024-06-28,1.3953809031368494
2024-06-29,3.837297483626336
2024-06-30,3.837297483626336
2024-07-01,6.628059289900034
2024-07-02,5.058255773871079
2024-07-03,2.6163391933815925
2024-07-04,2.4419165804894862
2024-07-05,1.918648741813168
2024-07-06,1.3953809031368494
2024-07-07,1.3953809031368494
2024-07-08,1.2209582902447431
2024-07-09,1.2209582902447431
2024-07-10,1.046535677352637
2024-07-11,1.3953809031368494
2024-07-12,1.2209582902447431
2024-07-13,0.6976904515684247
2024-07-14,0.8721130644605308
2024-07-15,1.046535677352637
2024-07-16,1.046535677352637
2024-07-17,0.8721130644605308
2024-07-18,0.8721130644605308
2024-07-19,1.046535677352637
2024-07-20,1.2209582902447431
2024-07-21,0.6976904515684247
2024-07-22,1.046535677352637
2024-07-23,0.34884522578421234
2024-07-24,0.8721130644605308
2024-07-25,0.8721130644605308
2024-07-26,0.6976904515684247
2024-07-27,1.046535677352637
2024-07-28,1.046535677352637
2024-07-29,0.8721130644605308
2024-07-30,0.6976904515684247
2024-07-31,0.6976904515684247
2024-08-01,1.046535677352637
2024-08-02,0.5232678386763185
2024-08-03,0.8721130644605308
2024-08-04,0.8721130644605308
2024-08-05,0.6976904515684247
2024-08-06,0.8721130644605308
2024-08-07,0.6976904515684247
2024-08-08,0.8721130644605308
2024-08-09,0.8721130644605308
2024-08-10,0.8721130644605308
2024-08-11,0.5232678386763185
2024-08-12,0.8721130644605308
2024-08-13,1.3953809031368494
2024-08-14,1.2209582902447431
2024-08-15,1.2209582902447431
2024-08-16,1.046535677352637
2024-08-17,1.2209582902447431
2024-08-18,1.424451338618867
2024-08-19,0.8721130644605308
2024-08-20,1.1046765483166725
2024-08-21,0.7122256693094335
2024-08-22,1.0320004596116283
2024-08-23,1.0320004596116283
2024-08-24,1.351775249913823
2024-08-25,1.0320004596116283
2024-08-26,1.1046765483166725
2024-08-27,0.8721130644605308
2024-08-28,1.1046765483166725
2024-08-29,0.8721130644605308
2024-08-30,0.8721130644605308
2024-08-31,1.1046765483166725
2024-09-01,1.0320004596116283
2024-09-02,0.8721130644605308
2024-09-03,0.8721130644605308
2024-09-04,0.8721130644605308
2024-09-05,0.9447891531655751
2024-09-06,0.8721130644605308
2024-09-07,0.8721130644605308
2024-09-08,1.1918878547627254
2024-09-09,1.0320004596116283
2024-09-10,1.0320004596116283
2024-09-11,0.8721130644605308
2024-09-12,1.1046765483166725
2024-09-13,1.0320004596116283
2024-09-14,1.424451338618867
2024-09-15,0.9447891531655751
2024-09-16,1.1046765483166725
2024-09-17,0.8721130644605309
2024-09-18,1.453521774100885
2024-09-19,1.3081695966907965
2024-09-20,1.453521774100885
2024-09-21,2.1802826611513275
2024-09-22,1.7442261289210619
2024-09-23,1.5988739515109733
2024-09-24,3.779156612662301
2024-09-25,3.924508790072389
2024-09-26,2.90704354820177
2024-09-27,2.325634838561416
2024-09-28,1.5988739515109733
2024-09-29,2.325634838561416
2024-09-30,1.8895783063311504
2024-10-01,2.470987015971504
2024-10-02,2.470987015971504
2024-10-03,3.1977479030219467
2024-10-04,2.616339193381593
2024-10-05,2.325634838561416
2024-10-06,1.8895783063311504
2024-10-07,1.7442261289210619
2024-10-08,2.616339193381593
2024-10-09,2.325634838561416
2024-10-10,2.616339193381593
2024-10-11,4.941974031943008
2024-10-12,6.395495806043893
2024-10-13,3.0523957256118583
2024-10-14,2.470987015971504
2024-10-15,4.651269677122832
2024-10-16,5.5233827415833625
2024-10-17,4.360565322302655
2024-10-18,5.378030564173274
2024-10-19,4.79662185453292
2024-10-20,2.616339193381593
2024-10-21,4.0698609674824775
2024-10-22,5.959439273813628
2024-10-23,4.651269677122832
2024-10-24,3.924508790072389
2024-10-25,4.0698609674824775
2024-10-26,3.924508790072389
2024-10-27,4.941974031943008
2024-10-28,4.360565322302655
