Time,red_sox
2024-11-01,5.379685908704753
2024-11-02,6.455623090445703
2024-11-03,4.303748726963802
2024-11-04,3.7657801360933263
2024-11-05,3.7657801360933263
2024-11-06,2.6898429543523763
2024-11-07,3.2278115452228513
2024-11-08,3.7657801360933263
2024-11-09,3.7657801360933263
2024-11-10,3.7657801360933263
2024-11-11,3.7657801360933263
2024-11-12,4.303748726963802
2024-11-13,4.303748726963802
2024-11-14,4.303748726963802
2024-11-15,4.841717317834277
2024-11-16,4.303748726963802
2024-11-17,4.303748726963802
2024-11-18,4.303748726963802
2024-11-19,4.841717317834277
2024-11-20,4.841717317834277
2024-11-21,4.841717317834277
2024-11-22,4.303748726963802
2024-11-23,4.303748726963802
2024-11-24,4.303748726963802
2024-11-25,4.303748726963802
2024-11-26,4.841717317834277
2024-11-27,6.455623090445703
2024-11-28,6.993591681316178
2024-11-29,8.069528863057128
2024-11-30,6.455623090445703
2024-12-01,6.455623090445703
2024-12-02,6.455623090445703
2024-12-03,8.069528863057128
2024-12-04,7.531560272186653
2024-12-05,6.993591681316178
2024-12-06,6.993591681316178
2024-12-07,6.993591681316178
2024-12-08,9.145466044798079
2024-12-09,10.759371817409505
2024-12-10,8.607497453927603
2024-12-11,16.139057726114256
2024-12-12,12.911246180891405
2024-12-13,10.22140322653903
2024-12-14,9.145466044798079
2024-12-15,9.145466044798079
2024-12-16,7.531560272186653
2024-12-17,7.531560272186653
2024-12-18,8.069528863057128
2024-12-19,7.531560272186653
2024-12-20,7.531560272186653
2024-12-21,6.993591681316178
2024-12-22,7.531560272186653
2024-12-23,9.145466044798079
2024-12-24,8.607497453927603
2024-12-25,8.069528863057128
2024-12-26,7.531560272186653
2024-12-27,7.531560272186653
2024-12-28,8.607497453927603
2024-12-29,6.993591681316178
2024-12-30,6.455623090445703
2024-12-31,6.455623090445703
2025-01-01,5.917654499575227
2025-01-02,6.455623090445703
2025-01-03,6.455623090445703
2025-01-04,5.917654499575227
2025-01-05,5.917654499575227
2025-01-06,6.455623090445703
2025-01-07,6.993591681316178
2025-01-08,6.455623090445703
2025-01-09,6.455623090445703
2025-01-10,6.455623090445703
2025-01-11,6.455623090445703
2025-01-12,5.917654499575227
2025-01-13,5.917654499575227
2025-01-14,5.379685908704753
2025-01-15,5.917654499575227
2025-01-16,5.917654499575227
2025-01-17,5.917654499575227
2025-01-18,5.379685908704753
2025-01-19,5.379685908704753
2025-01-20,5.379685908704753
2025-01-21,5.917654499575227
2025-01-22,6.455623090445703
2025-01-23,6.455623090445703
2025-01-24,6.455623090445703
2025-01-25,5.917654499575227
2025-01-26,5.917654499575227
2025-01-27,5.917654499575227
2025-01-28,5.379685908704753
2025-01-29,5.379685908704753
2025-01-30,5.379685908704753
2025-01-31,5.379685908704753
2025-02-01,5.379685908704753
2025-02-02,5.917654499575227
2025-02-03,6.455623090445703
2025-02-04,5.379685908704753
2025-02-05,5.917654499575227
2025-02-06,6.455623090445703
2025-02-07,5.379685908704753
2025-02-08,5.917654499575227
2025-02-09,5.379685908704753
2025-02-10,5.379685908704753
2025-02-11,6.455623090445703
2025-02-12,7.531560272186653
2025-02-13,18.290932089596158
2025-02-14,8.607497453927603
2025-02-15,8.069528863057128
2025-02-16,7.531560272186653
2025-02-17,8.069528863057128
2025-02-18,8.069528863057128
2025-02-19,8.069528863057128
2025-02-20,6.993591681316178
2025-02-21,9.683434635668554
2025-02-22,11.297340408279979
2025-02-23,13.44921477176188
2025-02-24,9.683434635668554
2025-02-25,8.607497453927603
2025-02-26,8.607497453927603
2025-02-27,8.069528863057128
2025-02-28,8.069528863057128
2025-03-01,8.069528863057128
2025-03-02,9.145466044798079
2025-03-03,7.531560272186653
2025-03-04,7.531560272186653
2025-03-05,6.993591681316178
2025-03-06,6.993591681316178
2025-03-07,7.531560272186653
2025-03-08,9.145466044798079
2025-03-09,9.683434635668554
2025-03-10,6.993591681316178
2025-03-11,7.531560272186653
2025-03-12,7.531560272186653
2025-03-13,8.069528863057128
2025-03-14,8.607497453927603
2025-03-15,9.145466044798079
2025-03-16,9.683434635668554
2025-03-17,8.069528863057128
2025-03-18,8.607497453927603
2025-03-19,9.683434635668554
2025-03-20,8.607497453927603
2025-03-21,8.607497453927603
2025-03-22,9.683434635668554
2025-03-23,10.759371817409505
2025-03-24,10.22140322653903
2025-03-25,11.835308999150454
2025-03-26,11.835308999150454
2025-03-27,43.57545586050849
2025-03-28,24.208586589171386
2025-03-29,35.50592699745136
2025-03-30,42.499518678767544
2025-03-31,27.436398134394235
2025-04-01,16.139057726114256
2025-04-02,17.214994907855207
2025-04-03,37.11983277006279
2025-04-04,47.34123599660182
2025-04-05,46.80326740573135
2025-04-06,53.79685908704752
2025-04-07,47.879204587472294
2025-04-08,28.512335316135186
2025-04-09,25.284523770912337
2025-04-10,34.429989815710414
2025-04-11,19.904837862207582
2025-04-12,33.89202122483994
2025-04-13,27.974366725264712
2025-04-14,17.75296349872568
2025-04-15,23.803472850307184
2025-04-16,22.075891975450954
2025-04-17,20.348311100594724
2025-04-18,21.80690768001572
2025-04-19,42.42420307604568
2025-04-20,40.15865361031897
2025-04-21,31.789733531473054
2025-04-22,18.62073022573849
2025-04-23,28.986215474875877
2025-04-24,33.51731440632929
2025-04-25,14.896584180590793
2025-04-26,29.52418406574635
2025-04-27,32.710361520023575
2025-04-28,14.35861558972032
2025-04-29,14.896584180590793
2025-04-30,18.62073022573849
2025-05-01,21.80690768001572
2025-05-02,21.53792338458048
2025-05-03,44.42076824633715
2025-05-04,36.43450756517127
2025-05-05,12.900019010299326
2025-05-06,16.624165055447026
2025-05-07,20.348311100594724
2025-05-08,29.255199770311116
2025-05-09,18.082761634868017
2025-05-10,29.255199770311116
2025-05-11,34.70692669031504
2025-05-12,16.89314935088226
2025-05-13,20.61729539602996
2025-05-14,25.800038020598652
2025-05-15,20.25381574811139
2025-05-16,22.095071725212424
2025-05-17,40.50763149622278
2025-05-18,49.713911381727954
2025-05-19,18.412559771010354
2025-05-20,27.61883965651553
2025-05-21,29.460095633616564
2025-05-22,23.93632770231346
2025-05-23,40.50763149622278
2025-05-24,57.078935290132094
2025-05-25,46.03139942752588
2025-05-26,25.777583679414494
2025-05-27,16.57130379390932
2025-05-28,27.61883965651553
2025-05-29,12.888791839707247
2025-05-30,16.57130379390932
2025-05-31,34.98386356491967
2025-06-01,23.93632770231346
2025-06-02,18.412559771010354
2025-06-03,25.777583679414494
2025-06-04,34.98386356491967
2025-06-05,14.730047816808282
2025-06-06,20.25381574811139
2025-06-07,40.50763149622278
2025-06-08,49.713911381727954
2025-06-09,47.87265540462692
2025-06-10,36.82511954202071
2025-06-11,27.61883965651553
2025-06-12,22.095071725212424
2025-06-13,22.095071725212424
2025-06-14,58.92019126723313
2025-06-15,90.22154287795072
2025-06-16,40.50763149622278
2025-06-17,34.98386356491967
2025-06-18,38.66637551912174
2025-06-19,18.412559771010354
2025-06-20,16.57130379390932
2025-06-21,51.55516735882899
2025-06-22,33.14260758781864
2025-06-23,18.412559771010354
2025-06-24,23.93632770231346
2025-06-25,31.3013516107176
2025-06-26,14.730047816808282
2025-06-27,16.57130379390932
2025-06-28,34.98386356491967
2025-06-29,29.460095633616564
2025-06-30,16.57130379390932
2025-07-01,27.61883965651553
2025-07-02,40.50763149622278
2025-07-03,23.93632770231346
2025-07-04,29.460095633616564
2025-07-05,27.61883965651553
2025-07-06,36.82511954202071
2025-07-07,20.25381574811139
2025-07-08,31.3013516107176
2025-07-09,33.14260758781864
2025-07-10,31.3013516107176
2025-07-11,33.14260758781864
2025-07-12,60.761447244334164
2025-07-13,55.23767931303106
2025-07-14,20.25381574811139
2025-07-15,14.730047816808282
2025-07-16,14.730047816808282
2025-07-17,12.888791839707247
2025-07-18,36.82511954202071
2025-07-19,25.777583679414494
2025-07-20,53.396423335930024
2025-07-21,23.93632770231346
2025-07-22,31.3013516107176
2025-07-23,27.61883965651553
2025-07-24,36.82511954202071
2025-07-25,27.61883965651553
2025-07-26,49.713911381727954
2025-07-27,73.65023908404142
2025-07-28,23.93632770231346
2025-07-29,38.66637551912174
2025-07-30,42.34888747332381
2025-07-31,40.50763149622278
2025-08-01,31.3013516107176
2025-08-02,75.49149506114244
2025-08-03,64.44395919853623
2025-08-04,27.61883965651553
2025-08-05,44.19014345042485
2025-08-06,46.03139942752588
2025-08-07,33.14260758781864
2025-08-08,16.57130379390932
2025-08-09,44.19014345042485
2025-08-10,60.761447244334164
2025-08-11,20.25381574811139
2025-08-12,33.14260758781864
2025-08-13,38.66637551912174
2025-08-14,23.93632770231346
2025-08-15,18.412559771010354
2025-08-16,49.713911381727954
2025-08-17,46.03139942752588
2025-08-18,22.095071725212424
2025-08-19,29.460095633616564
2025-08-20,33.14260758781864
2025-08-21,22.095071725212424
2025-08-22,55.23767931303106
2025-08-23,82.85651896954658
2025-08-24,46.03139942752588
2025-08-25,49.713911381727954
2025-08-26,36.82511954202071
2025-08-27,34.98386356491967
2025-08-28,46.03139942752588
2025-08-29,33.14260758781864
2025-08-30,68.1264711527383
2025-08-31,47.87265540462692
2025-09-01,46.03139942752588
2025-09-02,23.93632770231346
2025-09-03,44.19014345042485
2025-09-04,27.61883965651553
2025-09-05,16.57130379390932
2025-09-06,38.66637551912174
2025-09-07,42.34888747332381
2025-09-08,18.412559771010354
2025-09-09,23.93632770231346
2025-09-10,42.34888747332381
2025-09-11,16.57130379390932
2025-09-12,31.3013516107176
2025-09-13,84.69777494664763
2025-09-14,38.66637551912174
2025-09-15,38.66637551912174
2025-09-16,20.25381574811139
2025-09-17,33.14260758781864
2025-09-18,47.87265540462692
2025-09-19,18.412559771010354
2025-09-20,44.19014345042485
2025-09-21,42.34888747332381
2025-09-22,27.61883965651553
2025-09-23,18.412559771010354
2025-09-24,38.66637551912174
2025-09-25,46.03139942752588
2025-09-26,57.078935290132094
2025-09-27,99.42782276345591
2025-09-28,58.92019126723313
2025-09-29,29.460095633616564
2025-09-30,82.85651896954658
2025-10-01,169.39554989329525
2025-10-02,158.34801403068903
2025-10-03,184.12559771010353
2025-10-04,14.730047816808282
2025-10-05,11.047535862606212
2025-10-06,7.365023908404141
2025-10-07,5.523767931303106
2025-10-08,7.365023908404141
2025-10-09,7.365023908404141
2025-10-10,5.523767931303106
2025-10-11,5.523767931303106
2025-10-12,5.523767931303106
2025-10-13,5.523767931303106
2025-10-14,5.523767931303106
2025-10-15,5.523767931303106
2025-10-16,3.6825119542020706
2025-10-17,5.523767931303106
2025-10-18,3.6825119542020706
2025-10-19,3.6825119542020706
2025-10-20,3.6825119542020706
2025-10-21,5.523767931303106
2025-10-22,3.6825119542020706
2025-10-23,3.6825119542020706
2025-10-24,3.6825119542020706
2025-10-25,3.6825119542020706
2025-10-26,3.6825119542020706
2025-10-27,3.6825119542020706
2025-10-28,5.523767931303106
2025-10-29,5.523767931303106
2025-10-30,3.6825119542020706
2025-10-31,3.6825119542020706
2025-11-01,5.523767931303106
2025-11-02,9.206279885505177
2025-11-03,5.523767931303106
2025-11-04,3.6825119542020706
2025-11-05,3.6825119542020706
2025-11-06,3.6825119542020706
2025-11-07,3.6825119542020706
2025-11-08,3.6825119542020706
2025-11-09,3.6825119542020706
2025-11-10,3.6825119542020706
2025-11-11,3.6825119542020706
2025-11-12,3.6825119542020706
2025-11-13,3.6825119542020706
2025-11-14,3.6825119542020706
2025-11-15,3.6825119542020706
2025-11-16,3.6825119542020706
2025-11-17,3.6825119542020706
2025-11-18,3.6825119542020706
2025-11-19,5.523767931303106
2025-11-20,5.523767931303106
2025-11-21,3.6825119542020706
2025-11-22,3.6825119542020706
2025-11-23,3.6825119542020706
2025-11-24,3.6825119542020706
2025-11-25,9.206279885505177
2025-11-26,5.523767931303106
2025-11-27,5.523767931303106
2025-11-28,5.523767931303106
2025-11-29,5.523767931303106
2025-11-30,5.523767931303106
2025-12-01,5.523767931303106
2025-12-02,5.523767931303106
2025-12-03,5.523767931303106
2025-12-04,5.523767931303106
2025-12-05,7.365023908404141
2025-12-06,5.523767931303106
2025-12-07,5.523767931303106
2025-12-08,5.523767931303106
2025-12-09,9.206279885505177
2025-12-10,9.206279885505177
2025-12-11,7.671899904587647
2025-12-12,7.36502390840414
2025-12-13,7.36502390840414
2025-12-14,7.058147912220635
2025-12-15,5.830643927486612
2025-12-16,7.058147912220635
2025-12-17,7.058147912220635
2025-12-18,6.75127191603713
2025-12-19,7.058147912220635
2025-12-20,5.523767931303105
2025-12-21,5.830643927486612
2025-12-22,10.740659866422707
2025-12-23,7.058147912220635
2025-12-24,5.830643927486612
2025-12-25,5.830643927486612
2025-12-26,5.830643927486612
2025-12-27,5.830643927486612
2025-12-28,5.523767931303105
2025-12-29,5.2168919351196
2025-12-30,5.523767931303105
2025-12-31,5.2168919351196
2026-01-01,5.523767931303105
2026-01-02,5.830643927486612
2026-01-03,5.830643927486612
2026-01-04,5.523767931303105
2026-01-05,5.523767931303105
2026-01-06,5.523767931303105
2026-01-07,5.523767931303105
2026-01-08,5.830643927486612
2026-01-09,5.830643927486612
2026-01-10,6.1375199236701174
2026-01-11,10.4337838702392
2026-01-12,6.751271916037129
2026-01-13,6.751271916037129
2026-01-14,9.820031877872188
2026-01-15,9.820031877872188
2026-01-16,9.206279885505175
2026-01-17,7.9787759007711525
2026-01-18,6.751271916037129
2026-01-19,6.1375199236701174
2026-01-20,6.1375199236701174
2026-01-21,6.751271916037129
2026-01-22,6.751271916037129
2026-01-23,5.523767931303105
2026-01-24,6.1375199236701174
2026-01-25,6.1375199236701174
2026-01-26,4.910015938936094
2026-01-27,5.523767931303105
2026-01-28,5.523767931303105
2026-01-29,5.523767931303105
2026-01-30,5.523767931303105
2026-01-31,6.1375199236701174
2026-02-01,6.751271916037129
2026-02-02,6.751271916037129
2026-02-03,6.751271916037129
2026-02-04,6.1375199236701174
2026-02-05,7.36502390840414
2026-02-06,6.751271916037129
2026-02-07,6.751271916037129
2026-02-08,7.36502390840414
2026-02-09,8.592527893138165
2026-02-10,8.592527893138165
2026-02-11,6.751271916037129
2026-02-12,6.751271916037129
2026-02-13,7.36502390840414
2026-02-14,6.751271916037129
2026-02-15,6.751271916037129
2026-02-16,6.751271916037129
2026-02-17,6.751271916037129
2026-02-18,6.751271916037129
2026-02-19,6.751271916037129
2026-02-20,8.592527893138165
2026-02-21,9.206279885505175
2026-02-22,8.592527893138165
2026-02-23,7.9787759007711525
2026-02-24,7.36502390840414
2026-02-25,6.751271916037129
2026-02-26,8.592527893138165
2026-02-27,7.9787759007711525
2026-02-28,8.592527893138165
2026-03-01,8.592527893138165
2026-03-02,7.36502390840414
2026-03-03,6.751271916037129
2026-03-04,9.206279885505175
2026-03-05,7.36502390840414
2026-03-06,6.751271916037129
2026-03-07,8.592527893138165
2026-03-08,8.592527893138165
2026-03-09,7.36502390840414
2026-03-10,7.36502390840414
2026-03-11,6.1375199236701174
2026-03-12,6.1375199236701174
2026-03-13,7.36502390840414
2026-03-14,7.36502390840414
2026-03-15,9.206279885505175
2026-03-16,7.36502390840414
2026-03-17,7.36502390840414
2026-03-18,9.206279885505175
2026-03-19,7.9787759007711525
2026-03-20,8.592527893138165
2026-03-21,9.820031877872188
2026-03-22,10.4337838702392
2026-03-23,9.820031877872188
2026-03-24,11.04753586260621
2026-03-25,12.275039847340235
2026-03-26,51.55516735882898
2026-03-27,24.55007969468047
2026-03-28,46.031399427525876
2026-03-29,48.486407396993926
2026-03-30,17.18505578627633
2026-03-31,33.756359580185645
2026-04-01,47.258903412259905
2026-04-02,16.571303793909316
2026-04-03,46.64515141989289
2026-04-04,44.19014345042484
2026-04-05,51.55516735882898
2026-04-06,25.77758367941449
2026-04-07,41.121383488589785
2026-04-08,49.10015938936094
2026-04-09,14.73004781680828
2026-04-10,15.343799809175293
2026-04-11,38.05262352675473
2026-04-12,50.32766337409496
2026-04-13,17.18505578627633
2026-04-14,30.687599618350585
2026-04-15,36.8251195420207
2026-04-16,14.11629582444127
2026-04-17,21.48131973284541
2026-04-18,60.14769525196715
2026-04-19,47.87265540462691
2026-04-20,48.486407396993926
2026-04-21,28.84634364124955
2026-04-22,49.71391138172795
2026-04-23,50.941415366461975
2026-04-24,34.983863564919666
2026-04-25,60.14769525196715
2026-04-26,61.37519923670117
2026-04-27,22.708823717579435
2026-04-28,30.687599618350585
2026-04-29,31.91510360308461
2026-04-30,16.571303793909316
2026-05-01,17.79880777864334
2026-05-02,46.64515141989289
2026-05-03,38.05262352675473
2026-05-04,20.8675677404784
2026-05-05,31.3013516107176
2026-05-06,27.005087664148515
2026-05-07,28.84634364124955
2026-05-08,27.005087664148515
2026-05-09,44.19014345042484
2026-05-10,33.756359580185645
2026-05-11,12.888791839707245
2026-05-12,20.253815748111386
2026-05-13,30.073847625983575
2026-05-14,34.37011157255266
2026-05-15,35.59761555728668
2026-05-16,37.438871534387715
2026-05-17,47.258903412259905
2026-05-18,15.957551801542305
2026-05-19,19.640063755744375
2026-05-20,22.708823717579435
2026-05-21,20.253815748111386
2026-05-22,17.18505578627633
2026-05-23,41.121383488589785
2026-05-24,35.59761555728668
2026-05-25,14.73004781680828
2026-05-26,19.640063755744375
2026-05-27,34.37011157255266
2026-05-28,43.576391458057834
2026-05-29,19.026311763377365
2026-05-30,31.91510360308461
2026-05-31,28.84634364124955
