Time,red_sox
2023-11-30,4.213194608654528
2023-12-01,4.739843934736344
2023-12-02,4.213194608654528
2023-12-03,4.213194608654528
2023-12-04,4.739843934736344
2023-12-05,5.2664932608181605
2023-12-06,9.479687869472688
2023-12-07,8.426389217309056
2023-12-08,7.899739891227241
2023-12-09,7.899739891227241
2023-12-10,6.8464412390636085
2023-12-11,5.793142586899976
2023-12-12,5.793142586899976
2023-12-13,5.793142586899976
2023-12-14,6.319791912981792
2023-12-15,5.793142586899976
2023-12-16,6.319791912981792
2023-12-17,6.8464412390636085
2023-12-18,5.793142586899976
2023-12-19,5.793142586899976
2023-12-20,7.373090565145424
2023-12-21,5.793142586899976
2023-12-22,8.012593318244772
2023-12-23,6.545498767016856
2023-12-24,5.605053541870756
2023-12-25,4.739843934736344
2023-12-26,5.605053541870756
2023-12-27,5.341728878829848
2023-12-28,5.605053541870756
2023-12-29,5.605053541870756
2023-12-30,9.479687869472688
2023-12-31,8.012593318244772
2024-01-01,5.943613822923352
2024-01-02,5.605053541870756
2024-01-03,6.20693848596426
2024-01-04,5.943613822923352
2024-01-05,5.943613822923352
2024-01-06,5.943613822923352
2024-01-07,5.943613822923352
2024-01-08,5.605053541870756
2024-01-09,5.341728878829848
2024-01-10,5.605053541870756
2024-01-11,5.341728878829848
2024-01-12,5.605053541870756
2024-01-13,5.341728878829848
2024-01-14,5.341728878829848
2024-01-15,4.739843934736344
2024-01-16,4.739843934736344
2024-01-17,4.739843934736344
2024-01-18,4.739843934736344
2024-01-19,4.739843934736344
2024-01-20,5.341728878829848
2024-01-21,5.416964496841536
2024-01-22,4.739843934736344
2024-01-23,4.739843934736344
2024-01-24,4.739843934736344
2024-01-25,4.739843934736344
2024-01-26,4.739843934736344
2024-01-27,4.062723372631152
2024-01-28,4.739843934736344
2024-01-29,4.062723372631152
2024-01-30,5.416964496841536
2024-01-31,4.739843934736344
2024-02-01,4.739843934736344
2024-02-02,5.416964496841536
2024-02-03,4.739843934736344
2024-02-04,4.739843934736344
2024-02-05,4.739843934736344
2024-02-06,4.062723372631152
2024-02-07,5.416964496841536
2024-02-08,4.739843934736344
2024-02-09,4.739843934736344
2024-02-10,4.739843934736344
2024-02-11,4.739843934736344
2024-02-12,4.062723372631152
2024-02-13,4.739843934736344
2024-02-14,5.416964496841536
2024-02-15,5.416964496841536
2024-02-16,5.416964496841536
2024-02-17,5.416964496841536
2024-02-18,6.094085058946728
2024-02-19,6.094085058946728
2024-02-20,6.094085058946728
2024-02-21,6.094085058946728
2024-02-22,6.094085058946728
2024-02-23,7.448326183157112
2024-02-24,9.479687869472688
2024-02-25,11.511049555788263
2024-02-26,8.802567307367497
2024-02-27,7.448326183157112
2024-02-28,7.448326183157112
2024-02-29,7.448326183157112
2024-03-01,7.448326183157112
2024-03-02,8.125446745262304
2024-03-03,8.802567307367497
2024-03-04,7.448326183157112
2024-03-05,8.125446745262304
2024-03-06,7.448326183157112
2024-03-07,8.125446745262304
2024-03-08,6.77120562105192
2024-03-09,6.77120562105192
2024-03-10,8.802567307367497
2024-03-11,6.77120562105192
2024-03-12,6.77120562105192
2024-03-13,7.448326183157112
2024-03-14,6.77120562105192
2024-03-15,6.094085058946728
2024-03-16,8.802567307367497
2024-03-17,9.479687869472688
2024-03-18,8.125446745262304
2024-03-19,8.125446745262304
2024-03-20,7.448326183157112
2024-03-21,6.77120562105192
2024-03-22,7.448326183157112
2024-03-23,8.802567307367497
2024-03-24,9.479687869472688
2024-03-25,7.448326183157112
2024-03-26,9.479687869472688
2024-03-27,8.802567307367497
2024-03-28,16.250893490524607
2024-03-29,35.887389791575174
2024-03-30,28.439063608418063
2024-03-31,37.91875147789075
2024-04-01,16.250893490524607
2024-04-02,22.344978549471335
2024-04-03,30.47042529473364
2024-04-04,14.219531804209032
2024-04-05,13.54241124210384
2024-04-06,32.501786981049214
2024-04-07,37.241630915785564
2024-04-08,15.573772928419416
2024-04-09,42.65859541262709
2024-04-10,20.990737425260953
2024-04-11,26.40770192210249
2024-04-12,28.439063608418063
2024-04-13,28.439063608418063
2024-04-14,26.40770192210249
2024-04-15,29.79330473262845
2024-04-16,15.573772928419416
2024-04-17,22.344978549471335
2024-04-18,26.40770192210249
2024-04-19,15.573772928419416
2024-04-20,26.40770192210249
2024-04-21,23.69921967368172
2024-04-22,12.865290679998648
2024-04-23,15.573772928419416
2024-04-24,16.9280140526298
2024-04-25,21.667857987366144
2024-04-26,14.896652366314225
2024-04-27,31.147545856838832
2024-04-28,28.439063608418063
2024-04-29,23.69921967368172
2024-04-30,14.896652366314225
2024-05-01,19.636496301050567
2024-05-02,26.40770192210249
2024-05-03,12.865290679998648
2024-05-04,24.376340235786913
2024-05-05,20.990737425260953
2024-05-06,11.511049555788263
2024-05-07,12.188170117893456
2024-05-08,17.605134614734993
2024-05-09,15.573772928419416
2024-05-10,12.865290679998648
2024-05-11,23.022099111576527
2024-05-12,24.376340235786913
2024-05-13,12.865290679998648
2024-05-14,16.250893490524607
2024-05-15,20.31361686315576
2024-05-16,16.9280140526298
2024-05-17,16.9280140526298
2024-05-18,19.636496301050567
2024-05-19,25.730581359997295
2024-05-20,12.865290679998648
2024-05-21,16.9280140526298
2024-05-22,17.605134614734993
2024-05-23,16.9280140526298
2024-05-24,16.9280140526298
2024-05-25,29.116184170523255
2024-05-26,21.667857987366144
2024-05-27,22.344978549471335
2024-05-28,12.865290679998648
2024-05-29,17.605134614734993
2024-05-30,17.605134614734993
2024-05-31,19.636496301050567
2024-06-01,25.730581359997295
2024-06-02,24.376340235786913
2024-06-03,10.833928993683072
2024-06-04,12.865290679998648
2024-06-05,26.40770192210249
2024-06-06,12.865290679998648
2024-06-07,18.959375738945376
2024-06-08,23.69921967368172
2024-06-09,21.667857987366144
2024-06-10,12.188170117893456
2024-06-11,14.896652366314225
2024-06-12,19.636496301050567
2024-06-13,22.344978549471335
2024-06-14,26.40770192210249
2024-06-15,40.62723372631152
2024-06-16,49.42980103367901
2024-06-17,37.91875147789075
2024-06-18,18.959375738945376
2024-06-19,20.990737425260953
2024-06-20,20.31361686315576
2024-06-21,16.9280140526298
2024-06-22,25.730581359997295
2024-06-23,25.730581359997295
2024-06-24,17.605134614734993
2024-06-25,26.40770192210249
2024-06-26,21.667857987366144
2024-06-27,25.730581359997295
2024-06-28,18.282255176840184
2024-06-29,33.8560281052596
2024-06-30,23.69921967368172
2024-07-01,12.865290679998648
2024-07-02,13.54241124210384
2024-07-03,18.282255176840184
2024-07-04,31.147545856838832
2024-07-05,18.959375738945376
2024-07-06,54.84676553052055
2024-07-07,25.053460797892104
2024-07-08,32.501786981049214
2024-07-09,16.9280140526298
2024-07-10,27.761943046312872
2024-07-11,25.730581359997295
2024-07-12,27.761943046312872
2024-07-13,32.501786981049214
2024-07-14,29.79330473262845
2024-07-15,16.250893490524607
2024-07-16,10.15680843157788
2024-07-17,12.188170117893456
2024-07-18,10.833928993683072
2024-07-19,12.188170117893456
2024-07-20,31.147545856838832
2024-07-21,39.272992602101134
2024-07-22,25.730581359997295
2024-07-23,24.376340235786913
2024-07-24,32.501786981049214
2024-07-25,16.9280140526298
2024-07-26,18.959375738945376
2024-07-27,51.46116271999459
2024-07-28,67.7120562105192
2024-07-29,41.30435428841671
2024-07-30,35.210269229469986
2024-07-31,35.210269229469986
2024-08-01,16.9280140526298
2024-08-02,13.54241124210384
2024-08-03,28.439063608418063
2024-08-04,35.210269229469986
2024-08-05,14.219531804209032
2024-08-06,21.667857987366144
2024-08-07,25.053460797892104
2024-08-08,19.636496301050567
2024-08-09,16.250893490524607
2024-08-10,35.210269229469986
2024-08-11,27.08482248420768
2024-08-12,18.282255176840184
2024-08-13,28.439063608418063
2024-08-14,27.08482248420768
2024-08-15,23.69921967368172
2024-08-16,21.667857987366144
2024-08-17,33.17890754315441
2024-08-18,41.70252817377425
2024-08-19,13.764797302368098
2024-08-20,21.593300811092575
2024-08-21,31.78240664015103
2024-08-22,14.103357583420694
2024-08-23,14.710902159908528
2024-08-24,33.87402466504977
2024-08-25,26.99162601386572
2024-08-26,20.37821165811691
2024-08-27,18.28659363321817
2024-08-28,17.679049056730335
2024-08-29,18.28659363321817
2024-08-30,17.4100647612951
2024-08-31,20.985756234604743
2024-09-01,19.770667081629075
2024-09-02,16.46395990375467
2024-09-03,14.979886455343765
2024-09-04,16.46395990375467
2024-09-05,14.37234187885593
2024-09-06,10.796650405546288
2024-09-07,20.985756234604743
2024-09-08,23.07737425950348
2024-09-09,10.796650405546288
2024-09-10,17.071504480242503
2024-09-11,16.802520184807264
2024-09-12,20.37821165811691
2024-09-13,26.99162601386572
2024-09-14,45.27821964708389
2024-09-15,23.41593454055608
2024-09-16,10.796650405546288
2024-09-17,10.22140322653903
2024-09-18,14.525151953502832
2024-09-19,14.525151953502832
2024-09-20,16.139057726114256
2024-09-21,26.89842954352376
2024-09-22,25.284523770912337
2024-09-23,16.139057726114256
2024-09-24,13.987183362632356
2024-09-25,16.139057726114256
2024-09-26,12.911246180891405
2024-09-27,9.683434635668554
2024-09-28,19.36686927133711
2024-09-29,15.60108913524378
2024-09-30,7.531560272186653
2024-10-01,4.841717317834277
2024-10-02,4.303748726963802
2024-10-03,3.7657801360933263
2024-10-04,3.7657801360933263
2024-10-05,4.303748726963802
2024-10-06,3.7657801360933263
2024-10-07,3.2278115452228513
2024-10-08,3.7657801360933263
2024-10-09,3.7657801360933263
2024-10-10,4.303748726963802
2024-10-11,3.7657801360933263
2024-10-12,4.841717317834277
2024-10-13,3.2278115452228513
2024-10-14,3.2278115452228513
2024-10-15,3.2278115452228513
2024-10-16,3.2278115452228513
2024-10-17,3.7657801360933263
2024-10-18,4.841717317834277
2024-10-19,3.7657801360933263
2024-10-20,4.841717317834277
2024-10-21,3.7657801360933263
2024-10-22,3.2278115452228513
2024-10-23,3.7657801360933263
2024-10-24,4.841717317834277
2024-10-25,5.379685908704753
2024-10-26,8.069528863057128
2024-10-27,7.531560272186653
2024-10-28,4.841717317834277
2024-10-29,8.607497453927603
2024-10-30,8.607497453927603
2024-10-31,10.759371817409505
