Time,usps_tracking
2024-09-28,33.95918367346938
2024-09-29,26.035374149659862
2024-09-30,45.278911564625844
2024-10-01,44.1469387755102
2024-10-02,45.278911564625844
2024-10-03,52.070748299319725
2024-10-04,48.67482993197278
2024-10-05,38.48707482993197
2024-10-06,26.035374149659862
2024-10-07,49.80680272108843
2024-10-08,44.1469387755102
2024-10-09,45.278911564625844
2024-10-10,49.80680272108843
2024-10-11,47.54285714285714
2024-10-12,37.35510204081632
2024-10-13,27.16734693877551
2024-10-14,38.48707482993197
2024-10-15,59.99455782312925
2024-10-16,53.20272108843537
2024-10-17,54.33469387755102
2024-10-18,58.8625850340136
2024-10-19,45.278911564625844
2024-10-20,29.4312925170068
2024-10-21,57.730612244897955
2024-10-22,55.46666666666666
2024-10-23,52.070748299319725
2024-10-24,55.46666666666666
2024-10-25,54.33469387755102
2024-10-26,39.61904761904761
2024-10-27,29.4312925170068
2024-10-28,52.070748299319725
2024-10-29,49.80680272108843
2024-10-30,48.67482993197278
2024-10-31,47.54285714285714
2024-11-01,49.80680272108843
2024-11-02,35.09115646258503
2024-11-03,24.903401360544215
2024-11-04,45.278911564625844
2024-11-05,43.01496598639455
2024-11-06,30.563265306122446
2024-11-07,44.1469387755102
2024-11-08,44.1469387755102
2024-11-09,35.09115646258503
2024-11-10,23.77142857142857
2024-11-11,33.95918367346938
2024-11-12,50.938775510204074
2024-11-13,48.67482993197278
2024-11-14,47.54285714285714
2024-11-15,48.67482993197278
2024-11-16,36.223129251700676
2024-11-17,28.299319727891152
2024-11-18,49.80680272108843
2024-11-19,53.20272108843537
2024-11-20,52.070748299319725
2024-11-21,48.67482993197278
2024-11-22,47.54285714285714
2024-11-23,40.751020408163264
2024-11-24,28.299319727891152
2024-11-25,52.070748299319725
2024-11-26,54.33469387755102
2024-11-27,53.20272108843537
2024-11-28,29.4312925170068
2024-11-29,43.01496598639455
2024-11-30,37.35510204081632
2024-12-01,31.695238095238093
2024-12-02,54.33469387755102
2024-12-03,61.12653061224489
2024-12-04,59.99455782312925
2024-12-05,64.52244897959183
2024-12-06,72.44625850340135
2024-12-07,70.18231292517007
2024-12-08,46.410884353741494
2024-12-09,75.84217687074829
2024-12-10,82.63401360544216
2024-12-11,83.76598639455781
2024-12-12,88.2938775510204
2024-12-13,87.16190476190475
2024-12-14,87.16190476190475
2024-12-15,62.258503401360535
2024-12-16,90.55782312925169
2024-12-17,105.27346938775509
2024-12-18,107.53741496598639
2024-12-19,113.19727891156461
2024-12-20,113.19727891156461
2024-12-21,99.61360544217686
2024-12-22,73.578231292517
2024-12-23,110.93333333333332
2024-12-24,98.48163265306121
2024-12-25,39.61904761904761
2024-12-26,65.65442176870748
2024-12-27,67.91836734693877
2024-12-28,50.938775510204074
2024-12-29,31.695238095238093
2024-12-30,61.12653061224489
2024-12-31,55.46666666666666
2025-01-01,30.563265306122446
2025-01-02,55.46666666666666
2025-01-03,54.33469387755102
2025-01-04,48.67482993197278
2025-01-05,33.95918367346938
2025-01-06,54.33469387755102
2025-01-07,58.8625850340136
2025-01-08,59.99455782312925
2025-01-09,58.8625850340136
2025-01-10,64.52244897959183
2025-01-11,49.80680272108843
2025-01-12,32.82721088435374
2025-01-13,59.99455782312925
2025-01-14,62.258503401360535
2025-01-15,63.390476190476186
2025-01-16,62.258503401360535
2025-01-17,65.65442176870748
2025-01-18,54.33469387755102
2025-01-19,35.09115646258503
2025-01-20,40.751020408163264
2025-01-21,64.52244897959183
2025-01-22,61.12653061224489
2025-01-23,59.99455782312925
2025-01-24,62.258503401360535
2025-01-25,56.598639455782305
2025-01-26,38.48707482993197
2025-01-27,61.12653061224489
2025-01-28,62.258503401360535
2025-01-29,55.46666666666666
2025-01-30,55.46666666666666
2025-01-31,55.46666666666666
2025-02-01,44.1469387755102
2025-02-02,30.563265306122446
2025-02-03,53.20272108843537
2025-02-04,55.46666666666666
2025-02-05,54.33469387755102
2025-02-06,53.20272108843537
2025-02-07,53.20272108843537
2025-02-08,44.1469387755102
2025-02-09,28.299319727891152
2025-02-10,52.070748299319725
2025-02-11,57.730612244897955
2025-02-12,57.730612244897955
2025-02-13,58.8625850340136
2025-02-14,59.99455782312925
2025-02-15,49.80680272108843
2025-02-16,31.695238095238093
2025-02-17,40.751020408163264
2025-02-18,61.12653061224489
2025-02-19,56.598639455782305
2025-02-20,57.730612244897955
2025-02-21,55.46666666666666
2025-02-22,44.1469387755102
2025-02-23,30.563265306122446
2025-02-24,56.598639455782305
2025-02-25,56.598639455782305
2025-02-26,54.33469387755102
2025-02-27,56.598639455782305
2025-02-28,55.46666666666666
2025-03-01,45.278911564625844
2025-03-02,32.82721088435374
2025-03-03,57.730612244897955
2025-03-04,58.8625850340136
2025-03-05,57.730612244897955
2025-03-06,58.8625850340136
2025-03-07,57.730612244897955
2025-03-08,50.938775510204074
2025-03-09,33.95918367346938
2025-03-10,58.8625850340136
2025-03-11,62.258503401360535
2025-03-12,58.8625850340136
2025-03-13,59.99455782312925
2025-03-14,61.12653061224489
2025-03-15,52.070748299319725
2025-03-16,33.95918367346938
2025-03-17,62.258503401360535
2025-03-18,64.52244897959183
2025-03-19,64.52244897959183
2025-03-20,58.8625850340136
2025-03-21,58.8625850340136
2025-03-22,48.67482993197278
2025-03-23,32.82721088435374
2025-03-24,59.99455782312925
2025-03-25,61.12653061224489
2025-03-26,58.8625850340136
2025-03-27,55.46666666666666
2025-03-28,55.46666666666666
2025-03-29,45.278911564625844
2025-03-30,31.695238095238093
2025-03-31,55.46666666666666
2025-04-01,54.33469387755102
2025-04-02,52.070748299319725
2025-04-03,54.33469387755102
2025-04-04,49.80680272108843
2025-04-05,44.1469387755102
2025-04-06,30.563265306122446
2025-04-07,61.12653061224489
2025-04-08,54.33469387755102
2025-04-09,54.33469387755102
2025-04-10,55.46666666666666
2025-04-11,55.46666666666666
2025-04-12,44.1469387755102
2025-04-13,31.695238095238093
2025-04-14,57.730612244897955
2025-04-15,58.02218099360956
2025-04-16,56.598639455782305
2025-04-17,56.598639455782305
2025-04-18,56.598639455782305
2025-04-19,41.95159760874046
2025-04-20,29.722861265718404
2025-04-21,56.16986188414759
2025-04-22,52.19080601937744
2025-04-23,48.77773654916511
2025-04-24,47.782972582972576
2025-04-25,47.782972582972576
2025-04-26,36.120222634508345
2025-04-27,28.299319727891152
2025-04-28,50.767264481550185
2025-04-29,48.3489589775304
2025-04-30,44.369903112760255
2025-05-01,45.364667078952785
2025-05-02,44.369903112760255
2025-05-03,37.54376417233559
2025-05-04,29.29408369408369
2025-05-05,46.35943104514533
2025-05-06,46.35943104514533
2025-05-07,49.77250051535765
2025-05-08,50.20127808699237
2025-05-09,51.1960420531849
2025-05-10,42.94636157493299
2025-05-11,28.299319727891152
2025-05-12,51.1960420531849
2025-05-13,49.77250051535765
2025-05-14,47.354195011337865
2025-05-15,46.307977736549155
2025-05-16,48.023088023088015
2025-05-17,37.732426303854865
2025-05-18,27.441764584621723
2025-05-19,51.453308596165726
2025-05-20,50.595753452896304
2025-05-21,48.023088023088015
2025-05-22,50.595753452896304
2025-05-23,48.880643166357444
2025-05-24,36.87487116058544
2025-05-25,27.441764584621723
2025-05-26,33.444650587507724
2025-05-27,55.741084312512875
2025-05-28,48.880643166357444
2025-05-29,48.023088023088015
2025-05-30,49.738198309626874
2025-05-31,38.589981447124295
2025-06-01,32.587095444238294
2025-06-02,52.310863739435156
2025-06-03,53.168418882704586
2025-06-04,52.310863739435156
2025-06-05,53.168418882704586
2025-06-06,54.025974025974016
2025-06-07,39.447536590393725
2025-06-08,28.299319727891152
2025-06-09,55.741084312512875
2025-06-10,54.025974025974016
2025-06-11,51.453308596165726
2025-06-12,57.456194599051734
2025-06-13,54.883529169243445
2025-06-14,41.162646876932584
2025-06-15,30.871985157699438
2025-06-16,53.168418882704586
2025-06-17,46.307977736549155
2025-06-18,46.307977736549155
2025-06-19,36.01731601731601
2025-06-20,51.453308596165726
2025-06-21,36.87487116058544
2025-06-22,25.726654298082863
2025-06-23,51.453308596165726
2025-06-24,51.453308596165726
2025-06-25,51.453308596165726
2025-06-26,54.025974025974016
2025-06-27,58.313749742321164
2025-06-28,43.73531230674087
2025-06-29,31.729540300968868
2025-06-30,57.456194599051734
2025-07-01,54.883529169243445
2025-07-02,54.025974025974016
2025-07-03,53.168418882704586
2025-07-04,32.587095444238294
2025-07-05,45.450422593279725
2025-07-06,30.01443001443001
2025-07-07,56.598639455782305
2025-07-08,53.168418882704586
2025-07-09,52.310863739435156
2025-07-10,53.168418882704586
2025-07-11,55.741084312512875
2025-07-12,48.880643166357444
2025-07-13,31.729540300968868
2025-07-14,62.601525458668306
2025-07-15,59.17130488559059
2025-07-16,58.313749742321164
2025-07-17,60.02886002886002
2025-07-18,56.598639455782305
2025-07-19,42.87775716347144
2025-07-20,30.871985157699438
2025-07-21,57.456194599051734
2025-07-22,56.598639455782305
2025-07-23,53.168418882704586
2025-07-24,54.883529169243445
2025-07-25,54.025974025974016
2025-07-26,36.87487116058544
2025-07-27,28.299319727891152
2025-07-28,52.310863739435156
2025-07-29,46.307977736549155
2025-07-30,48.023088023088015
2025-07-31,48.880643166357444
2025-08-01,49.738198309626874
2025-08-02,36.01731601731601
2025-08-03,27.441764584621723
2025-08-04,55.741084312512875
2025-08-05,54.025974025974016
2025-08-06,48.023088023088015
2025-08-07,54.025974025974016
2025-08-08,46.307977736549155
2025-08-09,41.162646876932584
2025-08-10,28.299319727891152
2025-08-11,52.310863739435156
2025-08-12,48.880643166357444
2025-08-13,48.880643166357444
2025-08-14,51.453308596165726
2025-08-15,52.310863739435156
2025-08-16,38.589981447124295
2025-08-17,30.871985157699438
2025-08-18,51.453308596165726
2025-08-19,49.738198309626874
2025-08-20,43.73531230674087
2025-08-21,47.165532879818585
2025-08-22,46.307977736549155
2025-08-23,36.87487116058544
2025-08-24,26.584209441352293
2025-08-25,49.738198309626874
2025-08-26,44.5928674500103
2025-08-27,42.87775716347144
2025-08-28,43.73531230674087
2025-08-29,41.162646876932584
2025-08-30,30.871985157699438
2025-08-31,22.29643372500515
2025-09-01,25.726654298082863
2025-09-02,47.165532879818585
2025-09-03,41.162646876932584
2025-09-04,39.447536590393725
2025-09-05,36.87487116058544
2025-09-06,33.444650587507724
2025-09-07,24.869099154813437
2025-09-08,44.5928674500103
2025-09-09,42.87775716347144
2025-09-10,38.589981447124295
2025-09-11,38.589981447124295
2025-09-12,39.447536590393725
2025-09-13,30.871985157699438
2025-09-14,21.43887858173572
2025-09-15,39.447536590393725
2025-09-16,36.87487116058544
2025-09-17,32.587095444238294
2025-09-18,36.01731601731601
2025-09-19,34.30220573077715
2025-09-20,28.299319727891152
2025-09-21,21.43887858173572
2025-09-22,36.01731601731601
2025-09-23,36.01731601731601
2025-09-24,34.30220573077715
2025-09-25,36.01731601731601
2025-09-26,39.447536590393725
2025-09-27,30.871985157699438
2025-09-28,21.43887858173572
2025-09-29,40.305091733663154
2025-09-30,36.01731601731601
2025-10-01,35.15976087404658
2025-10-02,36.01731601731601
2025-10-03,36.87487116058544
2025-10-04,30.871985157699438
2025-10-05,22.29643372500515
2025-10-06,39.447536590393725
2025-10-07,36.01731601731601
2025-10-08,38.589981447124295
2025-10-09,39.447536590393725
2025-10-10,40.305091733663154
2025-10-11,31.729540300968868
2025-10-12,23.153988868274578
2025-10-13,31.729540300968868
2025-10-14,49.738198309626874
2025-10-15,40.305091733663154
2025-10-16,40.305091733663154
2025-10-17,42.87775716347144
2025-10-18,32.587095444238294
2025-10-19,24.011544011544007
2025-10-20,44.5928674500103
2025-10-21,41.162646876932584
2025-10-22,38.589981447124295
2025-10-23,41.162646876932584
2025-10-24,40.305091733663154
2025-10-25,30.871985157699438
2025-10-26,22.29643372500515
2025-10-27,40.305091733663154
2025-10-28,36.87487116058544
2025-10-29,36.87487116058544
2025-10-30,36.01731601731601
2025-10-31,36.01731601731601
2025-11-01,27.441764584621723
2025-11-02,19.723768295196862
2025-11-03,33.444650587507724
2025-11-04,31.729540300968868
2025-11-05,33.444650587507724
2025-11-06,33.444650587507724
2025-11-07,32.587095444238294
2025-11-08,30.01443001443001
2025-11-09,20.581323438466292
2025-11-10,35.15976087404658
2025-11-11,31.729540300968868
2025-11-12,36.87487116058544
2025-11-13,34.30220573077715
2025-11-14,36.01731601731601
2025-11-15,32.587095444238294
2025-11-16,23.153988868274578
2025-11-17,40.305091733663154
2025-11-18,40.305091733663154
2025-11-19,37.732426303854865
2025-11-20,38.589981447124295
2025-11-21,38.589981447124295
2025-11-22,32.587095444238294
2025-11-23,25.726654298082863
2025-11-24,42.87775716347144
2025-11-25,43.73531230674087
2025-11-26,40.305091733663154
2025-11-27,23.153988868274578
2025-11-28,32.587095444238294
2025-11-29,32.587095444238294
2025-11-30,25.726654298082863
2025-12-01,42.87775716347144
2025-12-02,48.023088023088015
2025-12-03,49.738198309626874
2025-12-04,53.168418882704586
2025-12-05,54.025974025974016
2025-12-06,52.310863739435156
2025-12-07,34.30220573077715
2025-12-08,60.02886002886002
2025-12-09,66.03174603174602
2025-12-10,61.743970315398876
2025-12-11,63.459080601937735
2025-12-12,66.88930117501545
2025-12-13,60.886415172129446
2025-12-14,39.447536590393725
2025-12-15,69.46196660482373
2025-12-16,75.46485260770973
2025-12-17,73.74974232117088
2025-12-18,78.03751803751803
2025-12-19,78.03751803751803
2025-12-20,70.31952174809317
2025-12-21,54.883529169243445
2025-12-22,85.75551432694289
2025-12-23,81.46773861059575
2025-12-24,70.31952174809317
2025-12-25,29.156874871160582
2025-12-26,44.5928674500103
2025-12-27,37.732426303854865
2025-12-28,29.156874871160582
2025-12-29,51.453308596165726
2025-12-30,44.5928674500103
2025-12-31,38.589981447124295
2026-01-01,24.011544011544007
2026-01-02,39.447536590393725
2026-01-03,35.15976087404658
2026-01-04,29.156874871160582
2026-01-05,43.73531230674087
2026-01-06,43.73531230674087
2026-01-07,42.020202020202014
2026-01-08,45.450422593279725
2026-01-09,45.450422593279725
2026-01-10,36.01731601731601
2026-01-11,26.584209441352293
2026-01-12,43.73531230674087
2026-01-13,41.162646876932584
2026-01-14,40.305091733663154
2026-01-15,37.732426303854865
2026-01-16,37.732426303854865
2026-01-17,31.729540300968868
2026-01-18,21.43887858173572
2026-01-19,28.299319727891152
2026-01-20,44.5928674500103
2026-01-21,44.5928674500103
2026-01-22,38.589981447124295
2026-01-23,37.732426303854865
2026-01-24,31.729540300968868
2026-01-25,22.29643372500515
2026-01-26,37.732426303854865
2026-01-27,46.307977736549155
2026-01-28,44.5928674500103
2026-01-29,51.453308596165726
2026-01-30,50.595753452896304
2026-01-31,40.305091733663154
2026-02-01,28.299319727891152
2026-02-02,49.738198309626874
2026-02-03,46.307977736549155
2026-02-04,45.450422593279725
2026-02-05,50.595753452896304
2026-02-06,47.165532879818585
2026-02-07,38.589981447124295
2026-02-08,24.869099154813437
2026-02-09,40.305091733663154
2026-02-10,42.87775716347144
2026-02-11,46.307977736549155
2026-02-12,44.5928674500103
2026-02-13,43.73531230674087
2026-02-14,32.587095444238294
2026-02-15,23.153988868274578
2026-02-16,31.729540300968868
2026-02-17,45.450422593279725
2026-02-18,37.732426303854865
2026-02-19,36.01731601731601
2026-02-20,36.01731601731601
2026-02-21,30.871985157699438
2026-02-22,21.43887858173572
2026-02-23,39.447536590393725
2026-02-24,41.162646876932584
2026-02-25,38.589981447124295
2026-02-26,39.447536590393725
2026-02-27,40.305091733663154
2026-02-28,33.444650587507724
2026-03-01,25.726654298082863
2026-03-02,42.020202020202014
2026-03-03,45.450422593279725
2026-03-04,42.87775716347144
2026-03-05,43.73531230674087
2026-03-06,45.450422593279725
2026-03-07,37.732426303854865
2026-03-08,26.584209441352293
2026-03-09,48.023088023088015
2026-03-10,45.450422593279725
2026-03-11,43.73531230674087
2026-03-12,45.450422593279725
2026-03-13,46.307977736549155
2026-03-14,37.732426303854865
2026-03-15,25.726654298082863
2026-03-16,45.450422593279725
2026-03-17,45.450422593279725
2026-03-18,44.5928674500103
2026-03-19,44.5928674500103
2026-03-20,40.305091733663154
2026-03-21,35.15976087404658
2026-03-22,24.869099154813437
2026-03-23,42.87775716347144
2026-03-24,42.020202020202014
2026-03-25,43.73531230674087
2026-03-26,42.87775716347144
2026-03-27,41.162646876932584
2026-03-28,33.444650587507724
2026-03-29,25.726654298082863
2026-03-30,46.307977736549155
2026-03-31,43.73531230674087
2026-04-01,40.305091733663154
2026-04-02,42.87775716347144
2026-04-03,38.589981447124295
2026-04-04,30.871985157699438
2026-04-05,22.29643372500515
2026-04-06,42.87775716347144
2026-04-07,36.01731601731601
2026-04-08,36.87487116058544
2026-04-09,35.15976087404658
2026-04-10,36.01731601731601
2026-04-11,30.871985157699438
2026-04-12,22.29643372500515
2026-04-13,36.01731601731601
2026-04-14,35.15976087404658
2026-04-15,33.444650587507724
2026-04-16,35.15976087404658
2026-04-17,32.587095444238294
2026-04-18,28.299319727891152
2026-04-19,21.43887858173572
2026-04-20,36.01731601731601
2026-04-21,35.15976087404658
2026-04-22,32.587095444238294
2026-04-23,35.15976087404658
2026-04-24,34.30220573077715
2026-04-25,28.299319727891152
2026-04-26,20.581323438466292
2026-04-27,34.30220573077715
2026-04-28,33.444650587507724
2026-04-29,34.30220573077715
2026-04-30,32.587095444238294
2026-05-01,30.871985157699438
2026-05-02,25.726654298082863
2026-05-03,20.581323438466292
2026-05-04,33.444650587507724
2026-05-05,33.444650587507724
2026-05-06,32.587095444238294
2026-05-07,33.444650587507724
2026-05-08,36.87487116058544
2026-05-09,31.729540300968868
2026-05-10,20.581323438466292
2026-05-11,34.30220573077715
2026-05-12,32.587095444238294
2026-05-13,33.444650587507724
2026-05-14,37.732426303854865
2026-05-15,31.729540300968868
2026-05-16,28.299319727891152
2026-05-17,24.011544011544007
2026-05-18,34.30220573077715
2026-05-19,32.587095444238294
2026-05-20,32.587095444238294
2026-05-21,34.30220573077715
2026-05-22,33.444650587507724
2026-05-23,29.156874871160582
2026-05-24,19.723768295196862
2026-05-25,20.581323438466292
2026-05-26,37.732426303854865
2026-05-27,32.587095444238294
2026-05-28,35.15976087404658
2026-05-29,33.444650587507724
2026-05-30,30.871985157699438
2026-05-31,20.581323438466292
