Time,dicks_sporting_good
2025-02-27,40.53333333333333
2025-02-28,44.33333333333333
2025-03-01,73.46666666666667
2025-03-02,70.93333333333334
2025-03-03,44.33333333333333
2025-03-04,39.266666666666666
2025-03-05,40.53333333333333
2025-03-06,40.53333333333333
2025-03-07,45.599999999999994
2025-03-08,69.66666666666666
2025-03-09,73.46666666666667
2025-03-10,46.86666666666667
2025-03-11,41.8
2025-03-12,41.8
2025-03-13,46.86666666666667
2025-03-14,48.13333333333333
2025-03-15,65.86666666666666
2025-03-16,65.86666666666666
2025-03-17,40.53333333333333
2025-03-18,40.53333333333333
2025-03-19,38.0
2025-03-20,39.266666666666666
2025-03-21,43.06666666666666
2025-03-22,67.13333333333333
2025-03-23,70.93333333333334
2025-03-24,41.8
2025-03-25,36.733333333333334
2025-03-26,38.0
2025-03-27,34.199999999999996
2025-03-28,43.06666666666666
2025-03-29,63.33333333333333
2025-03-30,62.06666666666666
2025-03-31,35.46666666666667
2025-04-01,35.46666666666667
2025-04-02,32.93333333333333
2025-04-03,36.733333333333334
2025-04-04,40.53333333333333
2025-04-05,60.8
2025-04-06,58.266666666666666
2025-04-07,36.733333333333334
2025-04-08,34.199999999999996
2025-04-09,31.666666666666664
2025-04-10,38.0
2025-04-11,39.266666666666666
2025-04-12,55.733333333333334
2025-04-13,53.199999999999996
2025-04-14,34.199999999999996
2025-04-15,35.1796875
2025-04-16,36.6640625
2025-04-17,39.6328125
2025-04-18,46.836979166666666
2025-04-19,58.91979166666667
2025-04-20,57.00989583333333
2025-04-21,38.1484375
2025-04-22,36.6640625
2025-04-23,32.63645833333334
2025-04-24,35.60520833333334
2025-04-25,37.72291666666666
2025-04-26,54.46666666666667
2025-04-27,61.0375
2025-04-28,36.6640625
2025-04-29,34.54635416666666
2025-04-30,34.12083333333334
2025-05-01,36.6640625
2025-05-02,41.75052083333333
2025-05-03,54.46666666666667
2025-05-04,58.06875
2025-05-05,37.08958333333334
2025-05-06,34.54635416666666
2025-05-07,35.60520833333334
2025-05-08,38.1484375
2025-05-09,42.17604166666666
2025-05-10,58.49427083333333
2025-05-11,59.97864583333333
2025-05-12,36.6640625
2025-05-13,39.20729166666666
2025-05-14,37.08958333333334
2025-05-15,41.70104166666667
2025-05-16,41.70104166666667
2025-05-17,59.57291666666667
2025-05-18,63.828125
2025-05-19,39.14791666666667
2025-05-20,36.594791666666666
2025-05-21,36.594791666666666
2025-05-22,30.637500000000003
2025-05-23,11.914583333333333
2025-05-24,15.318750000000001
2025-05-25,14.467708333333334
2025-05-26,14.467708333333334
2025-05-27,9.361458333333333
2025-05-28,9.361458333333333
2025-05-29,9.361458333333333
2025-05-30,11.063541666666667
2025-05-31,12.765625
2025-06-01,11.914583333333333
2025-06-02,7.659375000000001
2025-06-03,8.510416666666668
2025-06-04,9.361458333333333
2025-06-05,9.361458333333333
2025-06-06,9.361458333333333
2025-06-07,11.914583333333333
2025-06-08,11.914583333333333
2025-06-09,9.361458333333333
2025-06-10,9.361458333333333
2025-06-11,8.510416666666668
2025-06-12,9.361458333333333
2025-06-13,11.063541666666667
2025-06-14,14.467708333333334
2025-06-15,15.318750000000001
2025-06-16,8.510416666666668
2025-06-17,8.510416666666668
2025-06-18,8.510416666666668
2025-06-19,9.361458333333333
2025-06-20,7.659375000000001
2025-06-21,10.2125
2025-06-22,10.2125
2025-06-23,8.510416666666668
2025-06-24,8.510416666666668
2025-06-25,7.659375000000001
2025-06-26,8.510416666666668
2025-06-27,10.2125
2025-06-28,10.2125
2025-06-29,10.2125
2025-06-30,8.510416666666668
2025-07-01,8.510416666666668
2025-07-02,8.510416666666668
2025-07-03,10.2125
2025-07-04,12.765625
2025-07-05,10.2125
2025-07-06,11.063541666666667
2025-07-07,7.659375000000001
2025-07-08,10.2125
2025-07-09,8.510416666666668
2025-07-10,9.361458333333333
2025-07-11,11.063541666666667
2025-07-12,12.765625
2025-07-13,11.914583333333333
2025-07-14,9.361458333333333
2025-07-15,10.2125
2025-07-16,10.2125
2025-07-17,10.2125
2025-07-18,11.914583333333333
2025-07-19,13.616666666666667
2025-07-20,12.765625
2025-07-21,9.361458333333333
2025-07-22,9.361458333333333
2025-07-23,7.659375000000001
2025-07-24,10.2125
2025-07-25,11.914583333333333
2025-07-26,11.063541666666667
2025-07-27,12.765625
2025-07-28,9.361458333333333
2025-07-29,7.659375000000001
2025-07-30,9.361458333333333
2025-07-31,11.063541666666667
2025-08-01,11.063541666666667
2025-08-02,13.616666666666667
2025-08-03,14.467708333333334
2025-08-04,10.2125
2025-08-05,9.361458333333333
2025-08-06,10.2125
2025-08-07,8.510416666666668
2025-08-08,9.361458333333333
2025-08-09,11.914583333333333
2025-08-10,11.063541666666667
2025-08-11,8.510416666666668
2025-08-12,7.659375000000001
2025-08-13,7.659375000000001
2025-08-14,8.510416666666668
2025-08-15,8.510416666666668
2025-08-16,9.361458333333333
2025-08-17,10.2125
2025-08-18,7.659375000000001
2025-08-19,6.808333333333334
2025-08-20,6.808333333333334
2025-08-21,6.808333333333334
2025-08-22,7.659375000000001
2025-08-23,9.361458333333333
2025-08-24,9.361458333333333
2025-08-25,6.808333333333334
2025-08-26,5.957291666666666
2025-08-27,5.957291666666666
2025-08-28,6.808333333333334
2025-08-29,6.808333333333334
2025-08-30,10.2125
2025-08-31,10.2125
2025-09-01,10.2125
2025-09-02,5.10625
2025-09-03,6.808333333333334
2025-09-04,5.957291666666666
2025-09-05,5.957291666666666
2025-09-06,7.659375000000001
2025-09-07,8.510416666666668
2025-09-08,5.10625
2025-09-09,5.957291666666666
2025-09-10,5.10625
2025-09-11,5.10625
2025-09-12,5.957291666666666
2025-09-13,8.510416666666668
2025-09-14,6.808333333333334
2025-09-15,4.255208333333334
2025-09-16,5.10625
2025-09-17,5.10625
2025-09-18,5.10625
2025-09-19,5.957291666666666
2025-09-20,7.659375000000001
2025-09-21,7.659375000000001
2025-09-22,5.10625
2025-09-23,5.10625
2025-09-24,5.957291666666666
2025-09-25,7.659375000000001
2025-09-26,7.659375000000001
2025-09-27,10.2125
2025-09-28,9.361458333333333
2025-09-29,6.808333333333334
2025-09-30,5.957291666666666
2025-10-01,6.808333333333334
2025-10-02,6.808333333333334
2025-10-03,9.361458333333333
2025-10-04,11.063541666666667
2025-10-05,9.361458333333333
2025-10-06,7.659375000000001
2025-10-07,6.808333333333334
2025-10-08,7.659375000000001
2025-10-09,6.808333333333334
2025-10-10,8.510416666666668
2025-10-11,9.361458333333333
2025-10-12,9.361458333333333
2025-10-13,7.659375000000001
2025-10-14,7.659375000000001
2025-10-15,6.808333333333334
2025-10-16,6.808333333333334
2025-10-17,7.659375000000001
2025-10-18,9.361458333333333
2025-10-19,9.361458333333333
2025-10-20,5.957291666666666
2025-10-21,6.808333333333334
2025-10-22,7.659375000000001
2025-10-23,6.808333333333334
2025-10-24,7.659375000000001
2025-10-25,11.063541666666667
2025-10-26,9.361458333333333
2025-10-27,5.957291666666666
2025-10-28,7.659375000000001
2025-10-29,7.659375000000001
2025-10-30,7.659375000000001
2025-10-31,7.659375000000001
2025-11-01,9.361458333333333
2025-11-02,10.2125
2025-11-03,7.659375000000001
2025-11-04,7.659375000000001
2025-11-05,6.808333333333334
2025-11-06,8.510416666666668
2025-11-07,9.361458333333333
2025-11-08,11.914583333333333
2025-11-09,13.616666666666667
2025-11-10,11.914583333333333
2025-11-11,13.616666666666667
2025-11-12,10.2125
2025-11-13,9.361458333333333
2025-11-14,12.765625
2025-11-15,13.616666666666667
2025-11-16,13.616666666666667
2025-11-17,10.2125
2025-11-18,10.2125
2025-11-19,10.2125
2025-11-20,11.914583333333333
2025-11-21,13.616666666666667
2025-11-22,14.467708333333334
2025-11-23,11.914583333333333
2025-11-24,11.063541666666667
2025-11-25,12.765625
2025-11-26,12.765625
2025-11-27,15.318750000000001
2025-11-28,34.04166666666667
2025-11-29,25.53125
2025-11-30,17.871875
2025-12-01,17.020833333333336
2025-12-02,13.616666666666667
2025-12-03,10.2125
2025-12-04,11.063541666666667
2025-12-05,11.914583333333333
2025-12-06,16.16979166666667
2025-12-07,16.16979166666667
2025-12-08,13.616666666666667
2025-12-09,39.14791666666667
2025-12-10,66.38125000000001
2025-12-11,49.360416666666666
2025-12-12,51.0625
2025-12-13,80.84895833333334
2025-12-14,63.828125
2025-12-15,48.509375
2025-12-16,52.764583333333334
2025-12-17,49.360416666666666
2025-12-18,57.01979166666667
2025-12-19,62.126041666666666
2025-12-20,79.14687500000001
2025-12-21,82.55104166666666
2025-12-22,68.08333333333334
2025-12-23,74.040625
2025-12-24,85.10416666666667
2025-12-25,39.998958333333334
2025-12-26,62.97708333333333
2025-12-27,53.615625
2025-12-28,47.65833333333333
2025-12-29,34.89270833333333
2025-12-30,39.14791666666667
2025-12-31,40.85
2026-01-01,41.70104166666667
2026-01-02,36.594791666666666
2026-01-03,46.80729166666667
2026-01-04,38.296875
2026-01-05,27.233333333333334
2026-01-06,25.53125
2026-01-07,21.276041666666668
2026-01-08,20.425
2026-01-09,21.276041666666668
2026-01-10,28.084375
2026-01-11,28.084375
2026-01-12,17.871875
2026-01-13,19.573958333333334
2026-01-14,17.871875
2026-01-15,19.573958333333334
2026-01-16,21.276041666666668
2026-01-17,24.680208333333333
2026-01-18,24.680208333333333
2026-01-19,25.53125
2026-01-20,22.978125000000002
2026-01-21,23.829166666666666
2026-01-22,26.382291666666667
2026-01-23,28.93541666666667
2026-01-24,33.190625000000004
2026-01-25,22.978125000000002
2026-01-26,25.53125
2026-01-27,23.829166666666666
2026-01-28,23.829166666666666
2026-01-29,24.680208333333333
2026-01-30,27.233333333333334
2026-01-31,32.33958333333334
2026-02-01,34.89270833333333
2026-02-02,22.978125000000002
2026-02-03,22.978125000000002
2026-02-04,23.829166666666666
2026-02-05,25.53125
2026-02-06,24.680208333333333
2026-02-07,35.74375
2026-02-08,32.33958333333334
2026-02-09,19.573958333333334
2026-02-10,22.127083333333335
2026-02-11,26.382291666666667
2026-02-12,25.53125
2026-02-13,28.93541666666667
2026-02-14,34.89270833333333
2026-02-15,34.04166666666667
2026-02-16,28.084375
2026-02-17,20.425
2026-02-18,19.573958333333334
2026-02-19,23.829166666666666
2026-02-20,25.53125
2026-02-21,33.190625000000004
2026-02-22,34.04166666666667
2026-02-23,22.978125000000002
2026-02-24,22.978125000000002
2026-02-25,23.829166666666666
2026-02-26,24.680208333333333
2026-02-27,28.93541666666667
2026-02-28,55.317708333333336
2026-03-01,46.80729166666667
2026-03-02,28.084375
2026-03-03,28.93541666666667
2026-03-04,28.084375
2026-03-05,28.93541666666667
2026-03-06,33.190625000000004
2026-03-07,50.21145833333333
2026-03-08,45.956250000000004
2026-03-09,28.93541666666667
2026-03-10,28.93541666666667
2026-03-11,29.786458333333336
2026-03-12,32.33958333333334
2026-03-13,33.190625000000004
2026-03-14,47.65833333333333
2026-03-15,46.80729166666667
2026-03-16,28.93541666666667
2026-03-17,27.233333333333334
2026-03-18,28.93541666666667
2026-03-19,28.93541666666667
2026-03-20,37.44583333333333
2026-03-21,48.509375
2026-03-22,51.0625
2026-03-23,32.33958333333334
2026-03-24,34.04166666666667
2026-03-25,33.190625000000004
2026-03-26,34.04166666666667
2026-03-27,38.296875
2026-03-28,49.360416666666666
2026-03-29,54.46666666666667
2026-03-30,36.594791666666666
2026-03-31,36.594791666666666
2026-04-01,34.04166666666667
2026-04-02,37.44583333333333
2026-04-03,39.998958333333334
2026-04-04,52.764583333333334
2026-04-05,48.509375
2026-04-06,38.296875
2026-04-07,35.74375
2026-04-08,34.89270833333333
2026-04-09,34.04166666666667
2026-04-10,39.998958333333334
2026-04-11,55.317708333333336
2026-04-12,52.764583333333334
2026-04-13,34.89270833333333
2026-04-14,34.89270833333333
2026-04-15,40.85
2026-04-16,43.403125
2026-04-17,50.21145833333333
2026-04-18,68.08333333333334
2026-04-19,65.53020833333333
2026-04-20,41.70104166666667
2026-04-21,42.552083333333336
2026-04-22,39.14791666666667
2026-04-23,43.403125
2026-04-24,46.80729166666667
2026-04-25,63.828125
2026-04-26,68.934375
2026-04-27,45.10520833333334
2026-04-28,42.552083333333336
2026-04-29,37.44583333333333
2026-04-30,44.25416666666667
2026-05-01,47.65833333333333
2026-05-02,68.08333333333334
2026-05-03,69.78541666666666
2026-05-04,41.70104166666667
2026-05-05,37.44583333333333
2026-05-06,44.25416666666667
2026-05-07,44.25416666666667
2026-05-08,50.21145833333333
2026-05-09,68.08333333333334
2026-05-10,65.53020833333333
2026-05-11,45.10520833333334
2026-05-12,40.85
2026-05-13,42.552083333333336
2026-05-14,39.998958333333334
2026-05-15,46.80729166666667
2026-05-16,62.126041666666666
2026-05-17,64.67916666666667
2026-05-18,42.552083333333336
2026-05-19,42.552083333333336
2026-05-20,43.403125
2026-05-21,48.509375
2026-05-22,49.360416666666666
2026-05-23,64.67916666666667
2026-05-24,73.18958333333333
2026-05-25,73.18958333333333
2026-05-26,42.552083333333336
2026-05-27,39.998958333333334
2026-05-28,41.70104166666667
2026-05-29,44.25416666666667
2026-05-30,65.53020833333333
2026-05-31,72.33854166666667
