Time,ukraine
2022-08-29,50
2022-08-30,53
2022-08-31,51
2022-09-01,47
2022-09-02,45
2022-09-03,39
2022-09-04,45
2022-09-05,47
2022-09-06,50
2022-09-07,51
2022-09-08,50
2022-09-09,57
2022-09-10,77
2022-09-11,88
2022-09-12,88
2022-09-13,83
2022-09-14,76
2022-09-15,72
2022-09-16,67
2022-09-17,64
2022-09-18,64
2022-09-19,63
2022-09-20,67
2022-09-21,77
2022-09-22,72
2022-09-23,69
2022-09-24,64
2022-09-25,64
2022-09-26,65
2022-09-27,71
2022-09-28,69
2022-09-29,69
2022-09-30,92
2022-10-01,92
2022-10-02,83
2022-10-03,97
2022-10-04,100
2022-10-05,89
2022-10-06,82
2022-10-07,77
2022-10-08,85
2022-10-09,78
2022-10-10,94
2022-10-11,86
2022-10-12,77
2022-10-13,73
2022-10-14,71
2022-10-15,71
2022-10-16,67
2022-10-17,69
2022-10-18,64
2022-10-19,65
2022-10-20,63
2022-10-21,59
2022-10-22,58
2022-10-23,63
2022-10-24,65
2022-10-25,68
2022-10-26,61
2022-10-27,58
2022-10-28,53
2022-10-29,51
2022-10-30,55
2022-10-31,55
2022-11-01,55
2022-11-02,56
2022-11-03,52
2022-11-04,50
2022-11-05,46
2022-11-06,46
2022-11-07,50
2022-11-08,48
2022-11-09,46
2022-11-10,54
2022-11-11,60
2022-11-12,59
2022-11-13,58
2022-11-14,58
2022-11-15,76
2022-11-16,74
2022-11-17,62
2022-11-18,55
2022-11-19,46
2022-11-20,47
2022-11-21,46
2022-11-22,44
2022-11-23,48
2022-11-24,43
2022-11-25,42
2022-11-26,42
2022-11-27,46
2022-11-28,44
2022-11-29,43
2022-11-30,41
2022-12-01,42
2022-12-02,43
2022-12-03,39
2022-12-04,39
2022-12-05,44
2022-12-06,47
2022-12-07,49
2022-12-08,50
2022-12-09,44
2022-12-10,39
2022-12-11,48
2022-12-12,46
2022-12-13,46
2022-12-14,46
2022-12-15,45
2022-12-16,48
2022-12-17,42
2022-12-18,41
2022-12-19,46
2022-12-20,45
2022-12-21,57
2022-12-22,89
2022-12-23,55
2022-12-24,47
2022-12-25,46
2022-12-26,49
2022-12-27,48
2022-12-28,48
2022-12-29,49
2022-12-30,43
2022-12-31,42
2023-01-01,53
2023-01-02,46
2023-01-03,44
2023-01-04,46
2023-01-05,45
2023-01-06,43
2023-01-07,39
2023-01-08,41
2023-01-09,40
2023-01-10,42
2023-01-11,48
2023-01-12,48
2023-01-13,47
2023-01-14,46
2023-01-15,43
2023-01-16,46
2023-01-17,44
2023-01-18,48
2023-01-19,46
2023-01-20,46
2023-01-21,43
2023-01-22,44
2023-01-23,46
2023-01-24,50
2023-01-25,61
2023-01-26,60
2023-01-27,51
2023-01-28,46
2023-01-29,48
2023-01-30,44
2023-01-31,46
2023-02-01,45
2023-02-02,45
2023-02-03,46
2023-02-04,42
2023-02-05,42
2023-02-06,44
2023-02-07,46
2023-02-08,47
2023-02-09,45
2023-02-10,48
2023-02-11,46
2023-02-12,42
2023-02-13,44
2023-02-14,47
2023-02-15,49
2023-02-16,48
2023-02-17,46
2023-02-18,48
2023-02-19,55
2023-02-20,73
2023-02-21,80
2023-02-22,65
2023-02-23,61
2023-02-24,82
2023-02-25,69
2023-02-26,64
2023-02-27,60
2023-02-28,54
2023-03-01,53
2023-03-02,50
2023-03-03,46
2023-03-04,48
2023-03-05,47
2023-03-06,48
2023-03-07,48
2023-03-08,46
2023-03-09,50
2023-03-10,47
2023-03-11,46
2023-03-12,43
2023-03-13,46
2023-03-14,48
2023-03-15,49
2023-03-16,49
2023-03-17,45
2023-03-18,42
2023-03-19,43
2023-03-20,43
2023-03-21,46
2023-03-22,44
2023-03-23,45
2023-03-24,43
2023-03-25,41
2023-03-26,65
2023-03-27,46
2023-03-28,42
2023-03-29,41
2023-03-30,44
2023-03-31,40
2023-04-01,38
2023-04-02,41
2023-04-03,36
2023-04-04,39
2023-04-05,38
2023-04-06,40
2023-04-07,40
2023-04-08,34
2023-04-09,36
2023-04-10,40
2023-04-11,39
2023-04-12,44
2023-04-13,47
2023-04-14,45
2023-04-15,38
2023-04-16,41
2023-04-17,39
2023-04-18,36
2023-04-19,38
2023-04-20,39
2023-04-21,36
2023-04-22,31
2023-04-23,35
2023-04-24,39
2023-04-25,39
2023-04-26,41
2023-04-27,38
2023-04-28,36
2023-04-29,32
2023-04-30,36
2023-05-01,42
2023-05-02,42
2023-05-03,45
2023-05-04,43
2023-05-05,42
2023-05-06,39
2023-05-07,38
2023-05-08,41
2023-05-09,43
2023-05-10,44
2023-05-11,47
2023-05-12,49
2023-05-13,51
2023-05-14,52
2023-05-15,52
2023-05-16,50
2023-05-17,48
2023-05-18,48
2023-05-19,47
2023-05-20,45
2023-05-21,46
2023-05-22,48
2023-05-23,48
2023-05-24,43
2023-05-25,45
