Time,ukraine
2023-04-26,42
2023-04-27,39
2023-04-28,37
2023-04-29,33
2023-04-30,38
2023-05-01,43
2023-05-02,43
2023-05-03,47
2023-05-04,44
2023-05-05,43
2023-05-06,40
2023-05-07,39
2023-05-08,42
2023-05-09,44
2023-05-10,46
2023-05-11,48
2023-05-12,51
2023-05-13,53
2023-05-14,54
2023-05-15,53
2023-05-16,51
2023-05-17,49
2023-05-18,49
2023-05-19,49
2023-05-20,47
2023-05-21,48
2023-05-22,49
2023-05-23,49
2023-05-24,44
2023-05-25,47
2023-05-26,41
2023-05-27,40
2023-05-28,39
2023-05-29,45
2023-05-30,48
2023-05-31,45
2023-06-01,43
2023-06-02,43
2023-06-03,40
2023-06-04,43
2023-06-05,54
2023-06-06,74
2023-06-07,70
2023-06-08,61
2023-06-09,62
2023-06-10,59
2023-06-11,59
2023-06-12,64
2023-06-13,59
2023-06-14,53
2023-06-15,52
2023-06-16,53
2023-06-17,48
2023-06-18,50
2023-06-19,54
2023-06-20,48
2023-06-21,48
2023-06-22,45
2023-06-23,53
2023-06-24,100
2023-06-25,72
2023-06-26,59
2023-06-27,57
2023-06-28,51
2023-06-29,49
2023-06-30,49
2023-07-01,46
2023-07-02,52
2023-07-03,47
2023-07-04,47
2023-07-05,55
2023-07-06,48
2023-07-07,46
2023-07-08,48
2023-07-09,48
2023-07-10,46
2023-07-11,47
2023-07-12,49
2023-07-13,46
2023-07-14,44
2023-07-15,41
2023-07-16,40
2023-07-17,49
2023-07-18,45
2023-07-19,45
2023-07-20,42
2023-07-21,41
2023-07-22,35
2023-07-23,39
2023-07-24,40
2023-07-25,39
2023-07-26,43
2023-07-27,46
2023-07-28,45
2023-07-29,43
2023-07-30,45
2023-07-31,46
2023-08-01,38
2023-08-02,37
2023-08-03,38
2023-08-04,38
2023-08-05,37
2023-08-06,43
2023-08-07,41
2023-08-08,39
2023-08-09,36
2023-08-10,37
2023-08-11,36
2023-08-12,34
2023-08-13,41
2023-08-14,39
2023-08-15,38
2023-08-16,41
2023-08-17,37
2023-08-18,40
2023-08-19,37
2023-08-20,37
2023-08-21,40
2023-08-22,42
2023-08-23,46
2023-08-24,50
2023-08-25,44
2023-08-26,41
2023-08-27,39
2023-08-28,41
2023-08-29,42
2023-08-30,42
2023-08-31,43
2023-09-01,37
2023-09-02,33
2023-09-03,40
2023-09-04,40
2023-09-05,41
2023-09-06,40
2023-09-07,39
2023-09-08,41
2023-09-09,58
2023-09-10,42
2023-09-11,42
2023-09-12,43
2023-09-13,39
2023-09-14,37
2023-09-15,36
2023-09-16,34
2023-09-17,32
2023-09-18,40
2023-09-19,41
2023-09-20,42
2023-09-21,47
2023-09-22,48
2023-09-23,43
2023-09-24,46
2023-09-25,49
2023-09-26,45
2023-09-27,42
2023-09-28,40
2023-09-29,36
2023-09-30,35
2023-10-01,41
2023-10-02,43
2023-10-03,37
2023-10-04,39
2023-10-05,37
2023-10-06,35
2023-10-07,29
2023-10-08,40
2023-10-09,46
2023-10-10,45
2023-10-11,43
2023-10-12,37
2023-10-13,35
2023-10-14,36
2023-10-15,33
2023-10-16,32
2023-10-17,37
2023-10-18,36
2023-10-19,34
2023-10-20,38
2023-10-21,31
2023-10-22,30
2023-10-23,31
2023-10-24,31
2023-10-25,31
2023-10-26,31
2023-10-27,31
2023-10-28,26
2023-10-29,27
2023-10-30,29
2023-10-31,28
2023-11-01,28
2023-11-02,28
2023-11-03,27
2023-11-04,29
2023-11-05,28
2023-11-06,28
2023-11-07,27
2023-11-08,27
2023-11-09,27
2023-11-10,24
2023-11-11,23
2023-11-12,25
2023-11-13,26
2023-11-14,26
2023-11-15,25
2023-11-16,27
2023-11-17,26
2023-11-18,23
2023-11-19,27
2023-11-20,31
2023-11-21,25
2023-11-22,23
2023-11-23,23
2023-11-24,25
2023-11-25,22
2023-11-26,23
2023-11-27,25
2023-11-28,27
2023-11-29,25
2023-11-30,24
2023-12-01,24
2023-12-02,23
2023-12-03,21
2023-12-04,24
2023-12-05,26
2023-12-06,25
2023-12-07,30
2023-12-08,25
2023-12-09,24
2023-12-10,26
2023-12-11,26
2023-12-12,33
2023-12-13,35
2023-12-14,29
2023-12-15,32
2023-12-16,27
2023-12-17,25
2023-12-18,24
2023-12-19,23
2023-12-20,24
2023-12-21,23
2023-12-22,23
2023-12-23,26
2023-12-24,24
2023-12-25,26
2023-12-26,29
2023-12-27,25
2023-12-28,24
2023-12-29,28
2023-12-30,25
2023-12-31,26
2024-01-01,24
2024-01-02,24
2024-01-03,24
2024-01-04,25
2024-01-05,22
2024-01-06,27
2024-01-07,22
2024-01-08,23
2024-01-09,21
2024-01-10,22
2024-01-11,23
2024-01-12,22
2024-01-13,21
2024-01-14,21
2024-01-15,22
2024-01-16,24
2024-01-17,24
2024-01-18,24
2024-01-19,24
2024-01-20,25
