Time,ukraine
2025-12-11,65
2025-12-12,68
2025-12-13,69
2025-12-14,61
2025-12-15,63
2025-12-16,60
2025-12-17,67
2025-12-18,69
2025-12-19,65
2025-12-20,64
2025-12-21,59
2025-12-22,58
2025-12-23,59
2025-12-24,58
2025-12-25,57
2025-12-26,59
2025-12-27,75
2025-12-28,73
2025-12-29,73
2025-12-30,67
2025-12-31,62
2026-01-01,56
2026-01-02,57
2026-01-03,73
2026-01-04,63
2026-01-05,55
2026-01-06,55
2026-01-07,60
2026-01-08,58
2026-01-09,60
2026-01-10,60
2026-01-11,61
2026-01-12,53
2026-01-13,55
2026-01-14,59
2026-01-15,57
2026-01-16,56
2026-01-17,58
2026-01-18,52
2026-01-19,62
2026-01-20,61
2026-01-21,57
2026-01-22,63
2026-01-23,56
2026-01-24,60
2026-01-25,58
2026-01-26,54
2026-01-27,57
2026-01-28,56
2026-01-29,64
2026-01-30,65
2026-01-31,64
2026-02-01,71
2026-02-02,62
2026-02-03,57
2026-02-04,69
2026-02-05,81
2026-02-06,61
2026-02-07,69
2026-02-08,63
2026-02-09,58
2026-02-10,62
2026-02-11,57
2026-02-12,61
2026-02-13,64
2026-02-14,62
2026-02-15,61
2026-02-16,64
2026-02-17,62
2026-02-18,61
2026-02-19,59
2026-02-20,55
2026-02-21,60
2026-02-22,65
2026-02-23,70
2026-02-24,79
2026-02-25,69
2026-02-26,77
2026-02-27,68
2026-02-28,65
2026-03-01,66
2026-03-02,99
2026-03-03,100
2026-03-04,84
2026-03-05,84
2026-03-06,76
2026-03-07,73
2026-03-08,68
2026-03-09,70
2026-03-10,67
2026-03-11,67
2026-03-12,64
2026-03-13,64
2026-03-14,60
2026-03-15,67
2026-03-16,68
2026-03-17,69
2026-03-18,64
2026-03-19,79
2026-03-20,72
2026-03-21,66
2026-03-22,67
2026-03-23,64
2026-03-24,60
2026-03-25,62
2026-03-26,80
2026-03-27,64
2026-03-28,62
2026-03-29,66
2026-03-30,63
2026-03-31,64
2026-04-01,60
2026-04-02,52
2026-04-03,56
2026-04-04,67
2026-04-05,56
2026-04-06,65
2026-04-07,82
2026-04-08,64
2026-04-09,62
2026-04-10,58
2026-04-11,50
2026-04-12,56
2026-04-13,53
2026-04-14,58
2026-04-15,59
2026-04-16,61
2026-04-17,87
2026-04-18,64
2026-04-19,54
2026-04-20,55
2026-04-21,57
2026-04-22,59
2026-04-23,57
2026-04-24,54
2026-04-25,53
2026-04-26,61
2026-04-27,57
2026-04-28,51
2026-04-29,56
2026-04-30,59
2026-05-01,54
2026-05-02,56
2026-05-03,58
2026-05-04,57
2026-05-05,62
2026-05-06,59
2026-05-07,55
2026-05-08,57
2026-05-09,55
2026-05-10,68
2026-05-11,69
2026-05-12,62
2026-05-13,65
2026-05-14,62
2026-05-15,55
2026-05-16,55
2026-05-17,64
2026-05-18,62
2026-05-19,62
2026-05-20,63
2026-05-21,58
2026-05-22,61
2026-05-23,87
2026-05-24,74
2026-05-25,69
2026-05-26,63
2026-05-27,65
2026-05-28,66
2026-05-29,61
2026-05-30,67
2026-05-31,94
