Time,paige_bueckers
2024-01-30,22.0
2024-01-31,22.0
2024-02-01,22.0
2024-02-02,22.0
2024-02-03,22.0
2024-02-04,22.0
2024-02-05,22.0
2024-02-06,22.0
2024-02-07,22.0
2024-02-08,0.0
2024-02-09,22.0
2024-02-10,22.0
2024-02-11,22.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,22.0
2024-02-15,22.0
2024-02-16,44.0
2024-02-17,154.0
2024-02-18,44.0
2024-02-19,22.0
2024-02-20,22.0
2024-02-21,0.0
2024-02-22,22.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,22.0
2024-02-26,22.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,22.0
2024-03-01,22.0
2024-03-02,22.0
2024-03-03,22.0
2024-03-04,22.0
2024-03-05,22.0
2024-03-06,22.0
2024-03-07,0.0
2024-03-08,22.0
2024-03-09,22.0
2024-03-10,44.0
2024-03-11,22.0
2024-03-12,44.0
2024-03-13,22.0
2024-03-14,22.0
2024-03-15,22.0
2024-03-16,22.0
2024-03-17,22.0
2024-03-18,22.0
2024-03-19,22.0
2024-03-20,44.0
2024-03-21,44.0
2024-03-22,22.0
2024-03-23,132.0
2024-03-24,88.0
2024-03-25,154.0
2024-03-26,242.0
2024-03-27,88.0
2024-03-28,88.0
2024-03-29,88.0
2024-03-30,132.0
2024-03-31,308.0
2024-04-01,176.0
2024-04-02,1672.0
2024-04-03,440.0
2024-04-04,374.0
2024-04-05,550.0
2024-04-06,2200.0
2024-04-07,572.0
2024-04-08,308.0
2024-04-09,264.0
2024-04-10,220.0
2024-04-11,286.0
2024-04-12,176.0
2024-04-13,154.0
2024-04-14,132.0
2024-04-15,176.0
2024-04-16,946.0
2024-04-17,440.0
2024-04-18,352.0
2024-04-19,198.0
2024-04-20,198.0
2024-04-21,132.0
2024-04-22,462.0
2024-04-23,396.0
2024-04-24,308.0
2024-04-25,506.0
2024-04-26,418.0
2024-04-27,220.0
2024-04-28,176.0
2024-04-29,110.0
2024-04-30,88.0
2024-05-01,66.0
2024-05-02,44.0
2024-05-03,44.0
2024-05-04,66.0
2024-05-05,66.0
2024-05-06,88.0
2024-05-07,66.0
2024-05-08,66.0
2024-05-09,66.0
2024-05-10,44.0
2024-05-11,44.0
2024-05-12,66.0
2024-05-13,44.0
2024-05-14,66.0
2024-05-15,66.0
2024-05-16,44.0
2024-05-17,44.0
2024-05-18,44.0
2024-05-19,44.0
2024-05-20,44.0
2024-05-21,44.0
2024-05-22,44.0
2024-05-23,44.0
2024-05-24,44.0
2024-05-25,44.0
2024-05-26,44.0
2024-05-27,44.0
2024-05-28,22.0
2024-05-29,44.0
2024-05-30,44.0
2024-05-31,66.0
2024-06-01,176.0
2024-06-02,88.0
2024-06-03,44.0
2024-06-04,44.0
2024-06-05,44.0
2024-06-06,66.0
2024-06-07,44.0
2024-06-08,44.0
2024-06-09,44.0
2024-06-10,44.0
2024-06-11,44.0
2024-06-12,44.0
2024-06-13,44.0
2024-06-14,22.0
2024-06-15,44.0
2024-06-16,44.0
2024-06-17,44.0
2024-06-18,22.0
2024-06-19,44.0
2024-06-20,44.0
2024-06-21,44.0
2024-06-22,44.0
2024-06-23,44.0
2024-06-24,88.0
2024-06-25,66.0
2024-06-26,66.0
2024-06-27,44.0
2024-06-28,44.0
2024-06-29,44.0
2024-06-30,44.0
2024-07-01,44.0
2024-07-02,44.0
2024-07-03,44.0
2024-07-04,22.0
2024-07-05,22.0
2024-07-06,66.0
2024-07-07,44.0
2024-07-08,22.0
2024-07-09,22.0
2024-07-10,22.0
2024-07-11,44.0
2024-07-12,88.0
2024-07-13,44.0
2024-07-14,44.0
2024-07-15,22.0
2024-07-16,22.0
2024-07-17,22.0
2024-07-18,22.0
2024-07-19,22.0
2024-07-20,22.0
2024-07-21,88.0
2024-07-22,66.0
2024-07-23,44.0
2024-07-24,44.0
2024-07-25,44.0
2024-07-26,44.0
2024-07-27,44.0
2024-07-28,44.0
2024-07-29,22.0
2024-07-30,22.0
2024-07-31,44.0
2024-08-01,44.0
2024-08-02,22.0
2024-08-03,22.0
2024-08-04,22.0
2024-08-05,22.0
2024-08-06,22.0
2024-08-07,22.0
2024-08-08,22.0
2024-08-09,22.0
2024-08-10,22.0
2024-08-11,22.0
2024-08-12,22.0
2024-08-13,22.0
2024-08-14,22.0
2024-08-15,22.0
2024-08-16,22.0
2024-08-17,44.0
2024-08-18,36.66666666666667
2024-08-19,18.333333333333336
2024-08-20,25.666666666666668
2024-08-21,18.333333333333336
2024-08-22,18.333333333333336
2024-08-23,25.666666666666668
2024-08-24,25.666666666666668
2024-08-25,25.666666666666668
2024-08-26,18.333333333333336
2024-08-27,18.333333333333336
2024-08-28,25.666666666666668
2024-08-29,18.333333333333336
2024-08-30,18.333333333333336
2024-08-31,25.666666666666668
2024-09-01,25.666666666666668
2024-09-02,25.666666666666668
2024-09-03,18.333333333333336
2024-09-04,25.666666666666668
2024-09-05,25.666666666666668
2024-09-06,18.333333333333336
2024-09-07,18.333333333333336
2024-09-08,36.66666666666667
2024-09-09,36.66666666666667
2024-09-10,44.0
2024-09-11,25.666666666666668
2024-09-12,36.66666666666667
2024-09-13,25.666666666666668
2024-09-14,44.0
2024-09-15,25.666666666666668
2024-09-16,44.0
2024-09-17,146.66666666666669
2024-09-18,366.6666666666667
2024-09-19,484.00000000000006
2024-09-20,44.0
2024-09-21,14.666666666666668
2024-09-22,29.333333333333336
2024-09-23,14.666666666666668
2024-09-24,29.333333333333336
2024-09-25,29.333333333333336
2024-09-26,29.333333333333336
2024-09-27,14.666666666666668
2024-09-28,14.666666666666668
2024-09-29,29.333333333333336
2024-09-30,29.333333333333336
2024-10-01,29.333333333333336
2024-10-02,29.333333333333336
2024-10-03,29.333333333333336
2024-10-04,29.333333333333336
2024-10-05,29.333333333333336
2024-10-06,14.666666666666668
2024-10-07,29.333333333333336
2024-10-08,29.333333333333336
2024-10-09,14.666666666666668
2024-10-10,29.333333333333336
2024-10-11,14.666666666666668
2024-10-12,14.666666666666668
2024-10-13,14.666666666666668
2024-10-14,14.666666666666668
2024-10-15,14.666666666666668
2024-10-16,14.666666666666668
2024-10-17,14.666666666666668
2024-10-18,14.666666666666668
2024-10-19,29.333333333333336
2024-10-20,44.0
2024-10-21,29.333333333333336
2024-10-22,29.333333333333336
2024-10-23,44.0
2024-10-24,29.333333333333336
2024-10-25,29.333333333333336
2024-10-26,14.666666666666668
2024-10-27,14.666666666666668
2024-10-28,14.666666666666668
2024-10-29,14.666666666666668
2024-10-30,14.666666666666668
2024-10-31,14.666666666666668
2024-11-01,14.666666666666668
2024-11-02,14.666666666666668
2024-11-03,14.666666666666668
2024-11-04,29.333333333333336
2024-11-05,29.333333333333336
2024-11-06,14.666666666666668
2024-11-07,14.666666666666668
2024-11-08,29.333333333333336
2024-11-09,14.666666666666668
2024-11-10,29.333333333333336
2024-11-11,29.333333333333336
2024-11-12,29.333333333333336
2024-11-13,14.666666666666668
2024-11-14,14.666666666666668
2024-11-15,29.333333333333336
2024-11-16,58.66666666666667
2024-11-17,58.66666666666667
2024-11-18,88.0
2024-11-19,44.0
2024-11-20,44.0
2024-11-21,44.0
2024-11-22,29.333333333333336
2024-11-23,29.333333333333336
2024-11-24,29.333333333333336
2024-11-25,29.333333333333336
2024-11-26,29.333333333333336
2024-11-27,29.333333333333336
2024-11-28,29.333333333333336
2024-11-29,29.333333333333336
2024-11-30,29.333333333333336
2024-12-01,29.333333333333336
2024-12-02,29.333333333333336
2024-12-03,58.66666666666667
2024-12-04,58.66666666666667
2024-12-05,44.0
2024-12-06,44.0
2024-12-07,102.66666666666667
2024-12-08,102.66666666666667
2024-12-09,58.66666666666667
2024-12-10,44.0
2024-12-11,44.0
2024-12-12,44.0
2024-12-13,73.33333333333334
2024-12-14,44.0
2024-12-15,58.66666666666667
2024-12-16,44.0
2024-12-17,29.333333333333336
2024-12-18,73.33333333333334
2024-12-19,58.66666666666667
2024-12-20,44.0
2024-12-21,44.0
2024-12-22,132.0
2024-12-23,44.0
2024-12-24,29.333333333333336
2024-12-25,44.0
2024-12-26,29.333333333333336
2024-12-27,44.0
2024-12-28,29.333333333333336
2024-12-29,44.0
2024-12-30,44.0
2024-12-31,29.333333333333336
2025-01-01,29.333333333333336
2025-01-02,29.333333333333336
2025-01-03,29.333333333333336
2025-01-04,29.333333333333336
2025-01-05,132.0
2025-01-06,190.66666666666669
2025-01-07,117.33333333333334
2025-01-08,58.66666666666667
2025-01-09,58.66666666666667
2025-01-10,44.0
2025-01-11,44.0
2025-01-12,44.0
2025-01-13,44.0
2025-01-14,44.0
2025-01-15,29.333333333333336
2025-01-16,44.0
2025-01-17,29.333333333333336
2025-01-18,29.333333333333336
2025-01-19,44.0
2025-01-20,29.333333333333336
2025-01-21,29.333333333333336
2025-01-22,29.333333333333336
2025-01-23,29.333333333333336
2025-01-24,29.333333333333336
2025-01-25,44.0
2025-01-26,29.333333333333336
2025-01-27,29.333333333333336
2025-01-28,29.333333333333336
2025-01-29,29.333333333333336
2025-01-30,29.333333333333336
2025-01-31,14.666666666666668
2025-02-01,29.333333333333336
2025-02-02,29.333333333333336
2025-02-03,29.333333333333336
2025-02-04,29.333333333333336
2025-02-05,29.333333333333336
2025-02-06,44.0
2025-02-07,58.66666666666667
2025-02-08,29.333333333333336
2025-02-09,44.0
2025-02-10,29.333333333333336
2025-02-11,29.333333333333336
2025-02-12,29.333333333333336
2025-02-13,29.333333333333336
2025-02-14,14.666666666666668
2025-02-15,29.333333333333336
2025-02-16,88.0
2025-02-17,44.0
2025-02-18,29.333333333333336
2025-02-19,29.333333333333336
2025-02-20,58.66666666666667
2025-02-21,29.333333333333336
2025-02-22,44.0
2025-02-23,44.0
2025-02-24,29.333333333333336
2025-02-25,44.0
2025-02-26,44.0
2025-02-27,29.333333333333336
2025-02-28,44.0
2025-03-01,44.0
2025-03-02,73.33333333333334
2025-03-03,58.66666666666667
2025-03-04,44.0
2025-03-05,44.0
2025-03-06,29.333333333333336
2025-03-07,29.333333333333336
2025-03-08,44.0
2025-03-09,73.33333333333334
2025-03-10,44.0
2025-03-11,88.0
2025-03-12,44.0
2025-03-13,29.333333333333336
2025-03-14,29.333333333333336
2025-03-15,29.333333333333336
2025-03-16,44.0
2025-03-17,44.0
2025-03-18,58.66666666666667
2025-03-19,44.0
2025-03-20,58.66666666666667
2025-03-21,73.33333333333334
2025-03-22,132.0
2025-03-23,117.33333333333334
2025-03-24,88.0
2025-03-25,396.00000000000006
2025-03-26,132.0
2025-03-27,73.33333333333334
2025-03-28,117.33333333333334
2025-03-29,396.00000000000006
2025-03-30,352.0
2025-03-31,146.66666666666669
2025-04-01,513.3333333333334
2025-04-02,102.66666666666667
2025-04-03,88.0
2025-04-04,132.0
2025-04-05,630.6666666666667
2025-04-06,1232.0
2025-04-07,748.0000000000001
2025-04-08,337.33333333333337
2025-04-09,190.66666666666669
2025-04-10,146.66666666666669
2025-04-11,117.33333333333334
2025-04-12,102.66666666666667
2025-04-13,117.33333333333334
2025-04-14,352.0
2025-04-15,1466.6666666666667
2025-04-16,469.33333333333337
2025-04-17,205.33333333333334
