Time,yahoo
2022-04-20,75.0
2022-04-21,76.0
2022-04-22,75.0
2022-04-23,59.0
2022-04-24,57.0
2022-04-25,79.0
2022-04-26,80.0
2022-04-27,78.0
2022-04-28,78.0
2022-04-29,73.0
2022-04-30,58.0
2022-05-01,58.0
2022-05-02,76.0
2022-05-03,78.0
2022-05-04,78.0
2022-05-05,81.0
2022-05-06,79.0
2022-05-07,58.0
2022-05-08,55.0
2022-05-09,78.0
2022-05-10,80.0
2022-05-11,76.0
2022-05-12,83.0
2022-05-13,76.0
2022-05-14,61.0
2022-05-15,57.0
2022-05-16,74.0
2022-05-17,88.0
2022-05-18,80.0
2022-05-19,82.0
2022-05-20,77.0
2022-05-21,62.0
2022-05-22,57.0
2022-05-23,77.0
2022-05-24,87.0
2022-05-25,83.0
2022-05-26,83.0
2022-05-27,77.0
2022-05-28,61.0
2022-05-29,56.0
2022-05-30,61.0
2022-05-31,81.0
2022-06-01,83.0
2022-06-02,80.0
2022-06-03,79.0
2022-06-04,58.0
2022-06-05,56.0
2022-06-06,86.0
2022-06-07,80.0
2022-06-08,81.0
2022-06-09,81.0
2022-06-10,80.0
2022-06-11,57.0
2022-06-12,57.0
2022-06-13,83.0
2022-06-14,81.0
2022-06-15,86.0
2022-06-16,83.0
2022-06-17,77.0
2022-06-18,59.0
2022-06-19,54.0
2022-06-20,78.0
2022-06-21,80.0
2022-06-22,82.0
2022-06-23,82.0
2022-06-24,83.0
2022-06-25,59.0
2022-06-26,57.0
2022-06-27,83.0
2022-06-28,84.0
2022-06-29,85.0
2022-06-30,78.0
2022-07-01,77.0
2022-07-02,61.0
2022-07-03,55.0
2022-07-04,57.0
2022-07-05,84.0
2022-07-06,78.0
2022-07-07,79.0
2022-07-08,78.0
2022-07-09,63.0
2022-07-10,57.0
2022-07-11,83.0
2022-07-12,82.0
2022-07-13,82.0
2022-07-14,82.0
2022-07-15,79.0
2022-07-16,59.0
2022-07-17,58.0
2022-07-18,78.0
2022-07-19,85.0
2022-07-20,82.0
2022-07-21,81.0
2022-07-22,78.0
2022-07-23,59.0
2022-07-24,56.0
2022-07-25,85.0
2022-07-26,83.0
2022-07-27,81.0
2022-07-28,83.0
2022-07-29,81.0
2022-07-30,59.0
2022-07-31,58.0
2022-08-01,83.0
2022-08-02,86.0
2022-08-03,82.0
2022-08-04,83.0
2022-08-05,80.0
2022-08-06,60.0
2022-08-07,60.0
2022-08-08,83.0
2022-08-09,90.0
2022-08-10,83.0
2022-08-11,85.0
2022-08-12,80.0
2022-08-13,60.0
2022-08-14,61.0
2022-08-15,83.0
2022-08-16,86.0
2022-08-17,87.0
2022-08-18,86.0
2022-08-19,81.0
2022-08-20,62.0
2022-08-21,59.0
2022-08-22,81.0
2022-08-23,81.0
2022-08-24,85.0
2022-08-25,85.0
2022-08-26,80.0
2022-08-27,67.0
2022-08-28,66.0
2022-08-29,87.12275955360161
2022-08-30,85.73249915454852
2022-08-31,83.84223875549543
2022-09-01,81.0068481569158
2022-09-02,78.67145755833616
2022-09-03,61.213983767331754
2022-09-04,62.1591139668583
2022-09-05,64.99450456543795
2022-09-06,84.78736895502198
2022-09-07,89.01301995265472
2022-09-08,88.06788975312817
2022-09-09,82.89710855596888
2022-09-10,57.933462969225566
2022-09-11,64.99450456543795
2022-09-12,81.0068481569158
2022-09-13,87.12275955360161
2022-09-14,83.84223875549543
2022-09-15,84.78736895502198
2022-09-16,80.06171795738925
2022-09-17,61.213983767331754
2022-09-18,61.213983767331754
2022-09-19,81.0068481569158
2022-09-20,83.84223875549543
2022-09-21,81.95197835644234
2022-09-22,80.06171795738925
2022-09-23,76.28119715928305
2022-09-24,58.87859316875211
2022-09-25,58.87859316875211
2022-09-26,78.67145755833616
2022-09-27,79.1165877578627
2022-09-28,81.90395671288468
2022-09-29,74.78187352045992
2022-09-30,76.5623943185661
2022-10-01,55.196144741291846
2022-10-02,59.64744673655732
2022-10-03,78.3429151166723
2022-10-04,82.79421711193777
2022-10-05,81.01369631383157
2022-10-06,81.90395671288468
2022-10-07,78.3429151166723
2022-10-08,59.64744673655732
2022-10-09,59.64744673655732
2022-10-10,77.4526547176192
2022-10-11,82.79421711193777
2022-10-12,79.23317551572539
2022-10-13,77.4526547176192
2022-10-14,74.78187352045992
2022-10-15,56.976665539398034
2022-10-16,58.75718633750422
2022-10-17,81.90395671288468
2022-10-18,82.79421711193777
2022-10-19,81.01369631383157
2022-10-20,81.01369631383157
2022-10-21,78.3429151166723
2022-10-22,57.86692593845113
2022-10-23,61.42796753466351
2022-10-24,76.5623943185661
2022-10-25,81.90395671288468
2022-10-26,79.23317551572539
2022-10-27,80.12343591477848
2022-10-28,77.4526547176192
2022-10-29,58.75718633750422
2022-10-30,57.86692593845113
2022-10-31,83.68447751099086
2022-11-01,81.01369631383157
2022-11-02,79.23317551572539
2022-11-03,80.12343591477848
2022-11-04,76.5623943185661
2022-11-05,58.75718633750422
2022-11-06,56.976665539398034
2022-11-07,74.78187352045992
2022-11-08,77.4526547176192
2022-11-09,80.12343591477848
2022-11-10,81.90395671288468
2022-11-11,71.22083192424755
2022-11-12,61.42796753466351
2022-11-13,60.53770713561041
2022-11-14,76.5623943185661
2022-11-15,81.01369631383157
2022-11-16,81.01369631383157
2022-11-17,81.90395671288468
2022-11-18,78.3429151166723
2022-11-19,57.86692593845113
2022-11-20,60.53770713561041
2022-11-21,76.5623943185661
2022-11-22,79.23317551572539
2022-11-23,74.78187352045992
2022-11-24,54.30588434223875
2022-11-25,64.98900913087589
2022-11-26,55.196144741291846
2022-11-27,59.64744673655732
2022-11-28,72.11109232330064
2022-11-29,76.5623943185661
2022-11-30,75.67213391951302
2022-12-01,78.3429151166723
2022-12-02,75.67213391951302
2022-12-03,57.86692593845113
2022-12-04,60.53770713561041
2022-12-05,72.11109232330064
2022-12-06,77.4526547176192
2022-12-07,78.3429151166723
2022-12-08,79.23317551572539
2022-12-09,75.67213391951302
2022-12-10,62.3182279337166
2022-12-11,57.86692593845113
2022-12-12,76.5623943185661
2022-12-13,81.90395671288468
2022-12-14,77.4526547176192
2022-12-15,78.3429151166723
2022-12-16,81.01369631383157
2022-12-17,59.64744673655732
2022-12-18,56.976665539398034
2022-12-19,77.4526547176192
2022-12-20,79.23317551572539
2022-12-21,81.01369631383157
2022-12-22,77.4526547176192
2022-12-23,69.44031112614135
2022-12-24,57.86692593845113
2022-12-25,56.08640514034494
2022-12-26,65.87926952992898
2022-12-27,81.01369631383157
2022-12-28,84.57473791004395
2022-12-29,77.4526547176192
2022-12-30,73.89161312140682
2022-12-31,58.75718633750422
2023-01-01,56.08640514034494
2023-01-02,65.87926952992898
2023-01-03,81.01369631383157
2023-01-04,85.46499830909706
2023-01-05,75.67213391951302
2023-01-06,73.89161312140682
2023-01-07,61.42796753466351
2023-01-08,60.53770713561041
2023-01-09,80.12343591477848
2023-01-10,79.23317551572539
2023-01-11,79.23317551572539
2023-01-12,72.11109232330064
2023-01-13,76.5623943185661
2023-01-14,60.53770713561041
2023-01-15,55.196144741291846
2023-01-16,67.65979032803517
2023-01-17,77.4526547176192
2023-01-18,77.4526547176192
2023-01-19,77.4526547176192
2023-01-20,74.78187352045992
2023-01-21,56.976665539398034
2023-01-22,54.30588434223875
2023-01-23,74.78187352045992
2023-01-24,80.12343591477848
2023-01-25,80.12343591477848
2023-01-26,78.3429151166723
2023-01-27,75.67213391951302
2023-01-28,60.53770713561041
2023-01-29,52.52536354413256
2023-01-30,75.67213391951302
2023-01-31,81.90395671288468
2023-02-01,76.5623943185661
2023-02-02,72.11109232330064
2023-02-03,79.23317551572539
2023-02-04,58.75718633750422
2023-02-05,59.64744673655732
2023-02-06,76.5623943185661
2023-02-07,78.3429151166723
2023-02-08,78.3429151166723
2023-02-09,77.4526547176192
2023-02-10,76.5623943185661
2023-02-11,59.64744673655732
2023-02-12,56.976665539398034
2023-02-13,73.00135272235373
2023-02-14,81.01369631383157
2023-02-15,80.12343591477848
2023-02-16,81.01369631383157
2023-02-17,73.89161312140682
2023-02-18,59.64744673655732
2023-02-19,52.52536354413256
2023-02-20,69.44031112614135
2023-02-21,77.4526547176192
2023-02-22,73.00135272235373
2023-02-23,72.11109232330064
2023-02-24,73.00135272235373
2023-02-25,60.53770713561041
2023-02-26,54.30588434223875
2023-02-27,79.23317551572539
2023-02-28,74.78187352045992
2023-03-01,78.3429151166723
2023-03-02,75.67213391951302
2023-03-03,78.3429151166723
2023-03-04,58.75718633750422
2023-03-05,54.30588434223875
2023-03-06,74.78187352045992
2023-03-07,73.89161312140682
2023-03-08,77.4526547176192
2023-03-09,78.3429151166723
2023-03-10,75.67213391951302
2023-03-11,59.64744673655732
2023-03-12,58.75718633750422
2023-03-13,80.12343591477848
2023-03-14,75.67213391951302
2023-03-15,81.01369631383157
2023-03-16,81.90395671288468
2023-03-17,75.67213391951302
2023-03-18,55.196144741291846
2023-03-19,57.86692593845113
2023-03-20,78.3429151166723
2023-03-21,82.79421711193777
2023-03-22,77.4526547176192
2023-03-23,80.12343591477848
2023-03-24,74.78187352045992
2023-03-25,57.86692593845113
2023-03-26,56.08640514034494
2023-03-27,75.67213391951302
2023-03-28,84.57473791004395
2023-03-29,78.3429151166723
2023-03-30,76.5623943185661
2023-03-31,71.22083192424755
2023-04-01,60.53770713561041
2023-04-02,56.08640514034494
2023-04-03,75.67213391951302
2023-04-04,76.5623943185661
2023-04-05,78.3429151166723
2023-04-06,77.4526547176192
2023-04-07,69.44031112614135
2023-04-08,55.196144741291846
2023-04-09,52.52536354413256
2023-04-10,73.89161312140682
2023-04-11,81.90395671288468
2023-04-12,77.4526547176192
2023-04-13,78.3429151166723
2023-04-14,73.00135272235373
2023-04-15,57.86692593845113
2023-04-16,55.196144741291846
2023-04-17,75.67213391951302
2023-04-18,77.4526547176192
2023-04-19,78.3429151166723
2023-04-20,75.67213391951302
2023-04-21,74.78187352045992
2023-04-22,58.75718633750422
2023-04-23,56.08640514034494
2023-04-24,73.89161312140682
2023-04-25,73.89161312140682
2023-04-26,75.43639033308477
2023-04-27,73.71974920055192
2023-04-28,70.28646693548626
2023-04-29,55.28182694221728
2023-04-30,54.86863657547741
2023-05-01,75.43639033308477
2023-05-02,75.84958069982463
2023-05-03,76.29471089935117
2023-05-04,75.84958069982463
2023-05-05,73.71974920055192
2023-05-06,56.14014750848369
2023-05-07,54.86863657547741
2023-05-08,74.57806976681834
2023-05-09,76.70790126609106
2023-05-10,79.28286296489031
2023-05-11,73.71974920055192
2023-05-12,72.86142863428552
2023-05-13,56.14014750848369
2023-05-14,50.99022411088519
2023-05-15,77.56622183235747
2023-05-16,79.28286296489031
2023-05-17,74.57806976681834
2023-05-18,75.84958069982463
2023-05-19,74.99126013355823
2023-05-20,54.42350637595086
2023-05-21,53.56518580968444
2023-05-22,74.57806976681834
2023-05-23,75.43639033308477
2023-05-24,76.29471089935117
2023-05-25,71.55797786849254
2023-05-26,74.37426601317678
2023-05-27,55.36750914314271
2023-05-28,52.888366942703485
2023-05-29,55.36750914314271
2023-05-30,82.6380733479742
2023-05-31,76.853408213616
2023-06-01,77.67978894709574
2023-06-02,76.853408213616
2023-06-03,57.84665134358194
2023-06-04,55.36750914314271
2023-06-05,74.37426601317678
2023-06-06,74.37426601317678
2023-06-07,76.02702748013625
2023-06-08,72.72150454621729
2023-06-09,76.02702748013625
2023-06-10,54.54112840966297
2023-06-11,52.888366942703485
2023-06-12,75.20064674665652
2023-06-13,73.54788527969703
2023-06-14,73.54788527969703
2023-06-15,74.37426601317678
2023-06-16,72.72150454621729
2023-06-17,52.06198620922374
2023-06-18,51.235605475744
2023-06-19,69.41598161229832
2023-06-20,78.50616968057548
2023-06-21,81.81169261449445
2023-06-22,77.67978894709574
2023-06-23,71.06874307925781
2023-06-24,56.19388987662245
2023-06-25,54.54112840966297
2023-06-26,74.37426601317678
2023-06-27,76.853408213616
2023-06-28,73.54788527969703
2023-06-29,73.54788527969703
2023-06-30,72.72150454621729
2023-07-01,55.36750914314271
2023-07-02,53.71474767618323
2023-07-03,71.06874307925781
2023-07-04,57.020270610102195
2023-07-05,74.37426601317678
2023-07-06,79.33255041405522
2023-07-07,75.20064674665652
2023-07-08,57.020270610102195
2023-07-09,53.71474767618323
2023-07-10,76.02702748013625
2023-07-11,74.37426601317678
2023-07-12,76.02702748013625
2023-07-13,77.67978894709574
2023-07-14,73.54788527969703
2023-07-15,55.36750914314271
2023-07-16,52.888366942703485
2023-07-17,76.853408213616
2023-07-18,80.98531188101471
2023-07-19,76.02702748013625
2023-07-20,73.54788527969703
2023-07-21,73.54788527969703
2023-07-22,55.36750914314271
2023-07-23,51.235605475744
2023-07-24,80.15893114753497
2023-07-25,73.54788527969703
2023-07-26,74.37426601317678
2023-07-27,75.20064674665652
2023-07-28,74.37426601317678
2023-07-29,55.36750914314271
2023-07-30,52.888366942703485
2023-07-31,71.89512381273755
2023-08-01,76.853408213616
2023-08-02,77.67978894709574
2023-08-03,78.50616968057548
2023-08-04,75.20064674665652
2023-08-05,61.97855501098065
2023-08-06,60.32579354402116
2023-08-07,76.02702748013625
2023-08-08,78.50616968057548
2023-08-09,76.853408213616
2023-08-10,76.02702748013625
2023-08-11,75.20064674665652
2023-08-12,52.888366942703485
2023-08-13,52.06198620922374
2023-08-14,74.37426601317678
2023-08-15,80.98531188101471
2023-08-16,79.33255041405522
2023-08-17,76.02702748013625
2023-08-18,76.02702748013625
2023-08-19,55.36750914314271
2023-08-20,53.71474767618323
2023-08-21,76.853408213616
2023-08-22,78.50616968057548
2023-08-23,78.50616968057548
2023-08-24,78.50616968057548
2023-08-25,74.37426601317678
2023-08-26,60.32579354402116
2023-08-27,57.020270610102195
2023-08-28,79.33255041405522
2023-08-29,74.37426601317678
2023-08-30,76.853408213616
2023-08-31,76.853408213616
2023-09-01,73.54788527969703
2023-09-02,56.19388987662245
2023-09-03,57.020270610102195
2023-09-04,61.152174277500905
2023-09-05,79.33255041405522
2023-09-06,78.50616968057548
2023-09-07,77.67978894709574
2023-09-08,70.24236234577806
2023-09-09,55.36750914314271
2023-09-10,56.19388987662245
2023-09-11,75.20064674665652
2023-09-12,73.54788527969703
2023-09-13,74.37426601317678
2023-09-14,73.54788527969703
2023-09-15,68.58960087881859
2023-09-16,53.71474767618323
2023-09-17,56.19388987662245
2023-09-18,70.24236234577806
2023-09-19,74.37426601317678
2023-09-20,76.853408213616
2023-09-21,72.72150454621729
2023-09-22,70.24236234577806
2023-09-23,52.888366942703485
2023-09-24,57.020270610102195
2023-09-25,72.72150454621729
2023-09-26,70.24236234577806
2023-09-27,71.89512381273755
2023-09-28,77.67978894709574
2023-09-29,68.58960087881859
2023-09-30,54.54112840966297
2023-10-01,54.54112840966297
2023-10-02,71.06874307925781
2023-10-03,72.72150454621729
2023-10-04,73.54788527969703
2023-10-05,72.72150454621729
2023-10-06,70.24236234577806
2023-10-07,52.888366942703485
2023-10-08,55.36750914314271
2023-10-09,71.89512381273755
2023-10-10,75.20064674665652
2023-10-11,74.37426601317678
2023-10-12,72.72150454621729
2023-10-13,69.41598161229832
2023-10-14,55.36750914314271
2023-10-15,57.020270610102195
2023-10-16,69.41598161229832
2023-10-17,70.24236234577806
2023-10-18,73.54788527969703
2023-10-19,75.20064674665652
2023-10-20,74.37426601317678
2023-10-21,53.71474767618323
2023-10-22,55.36750914314271
2023-10-23,73.54788527969703
2023-10-24,76.853408213616
2023-10-25,72.72150454621729
2023-10-26,76.02702748013625
2023-10-27,68.58960087881859
2023-10-28,53.71474767618323
2023-10-29,54.54112840966297
2023-10-30,71.89512381273755
2023-10-31,74.37426601317678
2023-11-01,75.20064674665652
2023-11-02,72.72150454621729
2023-11-03,65.28407794489961
2023-11-04,52.888366942703485
2023-11-05,54.54112840966297
2023-11-06,71.06874307925781
2023-11-07,71.06874307925781
2023-11-08,71.89512381273755
2023-11-09,68.58960087881859
2023-11-10,66.9368394118591
2023-11-11,51.235605475744
2023-11-12,52.06198620922374
2023-11-13,68.58960087881859
2023-11-14,71.89512381273755
2023-11-15,72.72150454621729
2023-11-16,72.72150454621729
2023-11-17,66.9368394118591
2023-11-18,54.54112840966297
2023-11-19,52.06198620922374
2023-11-20,66.9368394118591
2023-11-21,70.24236234577806
2023-11-22,65.28407794489961
2023-11-23,51.235605475744
2023-11-24,56.19388987662245
2023-11-25,50.40922474226426
2023-11-26,52.06198620922374
2023-11-27,71.89512381273755
2023-11-28,71.89512381273755
2023-11-29,69.41598161229832
2023-11-30,70.24236234577806
2023-12-01,66.9368394118591
2023-12-02,52.06198620922374
2023-12-03,52.06198620922374
2023-12-04,70.24236234577806
2023-12-05,72.72150454621729
2023-12-06,71.06874307925781
2023-12-07,68.58960087881859
2023-12-08,66.9368394118591
2023-12-09,51.235605475744
2023-12-10,53.71474767618323
2023-12-11,70.24236234577806
2023-12-12,68.58960087881859
2023-12-13,71.06874307925781
2023-12-14,73.54788527969703
2023-12-15,68.58960087881859
2023-12-16,57.020270610102195
2023-12-17,52.06198620922374
2023-12-18,71.06874307925781
2023-12-19,71.89512381273755
2023-12-20,72.72150454621729
2023-12-21,71.06874307925781
2023-12-22,68.71259962156762
2023-12-23,53.667027937878096
2023-12-24,50.20280335606817
2023-12-25,52.529252325198044
2023-12-26,66.02385802946765
2023-12-27,67.93711663185765
2023-12-28,66.7993410191776
2023-12-29,66.38615065243773
2023-12-30,51.75376933548809
2023-12-31,50.56509597903826
2024-01-01,52.89154494816813
2024-01-02,71.81453158040745
2024-01-03,72.5900145701174
2024-01-04,68.71259962156762
2024-01-05,68.71259962156762
2024-01-06,52.89154494816813
2024-01-07,47.10087139722834
2024-01-08,66.02385802946765
2024-01-09,70.26356560098753
2024-01-10,71.81453158040745
2024-01-11,69.12578998830747
2024-01-12,67.93711663185765
2024-01-13,51.34057896874822
2024-01-14,48.65183737664826
2024-01-15,60.233184478527846
2024-01-16,62.92192607062781
2024-01-17,67.93711663185765
2024-01-18,66.38615065243773
2024-01-19,66.7993410191776
2024-01-20,52.116061958458175
2024-01-21,48.54721147799174
2024-01-22,68.83559836431664
2024-01-23,65.21267213461576
2024-01-24,71.73393934807734
2024-01-25,69.56018361025681
2024-01-26,61.589745904914885
2024-01-27,44.92428524829086
2024-01-28,42.02594426453016
2024-01-29,58.69140492115419
2024-01-30,63.76350164273541
2024-01-31,57.96681967521401
2024-02-01,62.31433115085506
2024-02-02,59.415990167094364
2024-02-03,42.750529510470336
2024-02-04,40.57677377264981
2024-02-05,58.69140492115419
2024-02-06,60.865160658974716
2024-02-07,61.589745904914885
2024-02-08,59.415990167094364
2024-02-09,58.69140492115419
2024-02-10,44.92428524829086
2024-02-11,39.85218852670963
2024-02-12,57.242234429273836
2024-02-13,57.96681967521401
2024-02-14,58.69140492115419
2024-02-15,63.76350164273541
2024-02-16,57.96681967521401
2024-02-17,42.750529510470336
2024-02-18,42.750529510470336
2024-02-19,53.61930819957296
2024-02-20,60.865160658974716
2024-02-21,59.415990167094364
2024-02-22,59.415990167094364
2024-02-23,57.242234429273836
2024-02-24,42.750529510470336
2024-02-25,39.85218852670963
2024-02-26,59.415990167094364
2024-02-27,60.865160658974716
2024-02-28,57.96681967521401
2024-02-29,60.865160658974716
2024-03-01,57.96681967521401
2024-03-02,42.02594426453016
2024-03-03,39.85218852670963
2024-03-04,57.96681967521401
2024-03-05,65.21267213461576
2024-03-06,61.589745904914885
2024-03-07,57.96681967521401
2024-03-08,60.865160658974716
2024-03-09,42.750529510470336
2024-03-10,39.85218852670963
2024-03-11,61.589745904914885
2024-03-12,57.242234429273836
2024-03-13,60.14057541303454
2024-03-14,59.415990167094364
2024-03-15,58.69140492115419
2024-03-16,43.475114756410505
2024-03-17,39.85218852670963
2024-03-18,63.76350164273541
2024-03-19,60.14057541303454
2024-03-20,61.589745904914885
2024-03-21,64.48808688867558
2024-03-22,58.69140492115419
2024-03-23,44.92428524829086
2024-03-24,41.301359018589984
2024-03-25,60.14057541303454
2024-03-26,61.589745904914885
2024-03-27,60.865160658974716
2024-03-28,60.14057541303454
2024-03-29,53.61930819957296
2024-03-30,41.301359018589984
2024-03-31,39.85218852670963
2024-04-01,60.14057541303454
2024-04-02,57.96681967521401
2024-04-03,58.69140492115419
2024-04-04,57.96681967521401
2024-04-05,55.793063937393484
2024-04-06,40.57677377264981
2024-04-07,39.85218852670963
2024-04-08,55.793063937393484
2024-04-09,58.69140492115419
2024-04-10,60.14057541303454
2024-04-11,55.793063937393484
2024-04-12,56.51764918333366
2024-04-13,42.750529510470336
2024-04-14,42.02594426453016
2024-04-15,58.69140492115419
2024-04-16,60.14057541303454
2024-04-17,60.865160658974716
2024-04-18,56.51764918333366
2024-04-19,55.793063937393484
2024-04-20,41.301359018589984
2024-04-21,41.301359018589984
2024-04-22,57.242234429273836
2024-04-23,56.51764918333366
2024-04-24,54.34389344551314
2024-04-25,56.51764918333366
2024-04-26,55.793063937393484
2024-04-27,39.127603280769456
2024-04-28,40.57677377264981
2024-04-29,59.415990167094364
2024-04-30,59.415990167094364
2024-05-01,58.69140492115419
2024-05-02,57.242234429273836
2024-05-03,55.06847869145331
2024-05-04,40.57677377264981
2024-05-05,38.40301803482928
2024-05-06,55.06847869145331
2024-05-07,57.96681967521401
2024-05-08,56.51764918333366
2024-05-09,57.242234429273836
2024-05-10,54.34389344551314
2024-05-11,39.127603280769456
2024-05-12,37.67843278888911
2024-05-13,55.793063937393484
2024-05-14,58.69140492115419
2024-05-15,57.242234429273836
2024-05-16,54.34389344551314
2024-05-17,55.06847869145331
2024-05-18,40.57677377264981
2024-05-19,38.40301803482928
2024-05-20,58.69140492115419
2024-05-21,59.415990167094364
2024-05-22,60.14057541303454
2024-05-23,58.69140492115419
2024-05-24,54.34389344551314
2024-05-25,39.85218852670963
2024-05-26,39.85218852670963
2024-05-27,41.301359018589984
2024-05-28,57.242234429273836
2024-05-29,56.51764918333366
2024-05-30,57.96681967521401
2024-05-31,60.865160658974716
2024-06-01,39.127603280769456
2024-06-02,40.57677377264981
2024-06-03,53.61930819957296
2024-06-04,58.69140492115419
2024-06-05,58.69140492115419
2024-06-06,59.415990167094364
2024-06-07,58.69140492115419
2024-06-08,39.127603280769456
2024-06-09,38.40301803482928
2024-06-10,62.31433115085506
2024-06-11,57.96681967521401
2024-06-12,58.69140492115419
2024-06-13,55.793063937393484
2024-06-14,54.34389344551314
2024-06-15,40.57677377264981
2024-06-16,36.953847542948935
2024-06-17,57.96681967521401
2024-06-18,56.51764918333366
2024-06-19,52.17013770769261
2024-06-20,56.51764918333366
2024-06-21,54.34389344551314
2024-06-22,38.40301803482928
2024-06-23,37.67843278888911
2024-06-24,57.96681967521401
2024-06-25,56.51764918333366
2024-06-26,57.242234429273836
2024-06-27,55.06847869145331
2024-06-28,56.51764918333366
2024-06-29,39.127603280769456
2024-06-30,37.67843278888911
2024-07-01,58.69140492115419
2024-07-02,57.96681967521401
2024-07-03,53.61930819957296
2024-07-04,42.02594426453016
2024-07-05,49.271796723931914
2024-07-06,38.40301803482928
2024-07-07,36.953847542948935
2024-07-08,57.242234429273836
2024-07-09,53.61930819957296
2024-07-10,57.242234429273836
2024-07-11,52.89472295363279
2024-07-12,55.793063937393484
2024-07-13,41.301359018589984
2024-07-14,42.750529510470336
2024-07-15,58.69140492115419
2024-07-16,56.51764918333366
2024-07-17,57.96681967521401
2024-07-18,58.69140492115419
2024-07-19,57.96681967521401
2024-07-20,42.750529510470336
2024-07-21,40.57677377264981
2024-07-22,60.865160658974716
2024-07-23,60.865160658974716
2024-07-24,60.14057541303454
2024-07-25,58.69140492115419
2024-07-26,55.793063937393484
2024-07-27,39.85218852670963
2024-07-28,38.40301803482928
2024-07-29,55.793063937393484
2024-07-30,59.415990167094364
2024-07-31,56.51764918333366
2024-08-01,60.865160658974716
2024-08-02,57.96681967521401
2024-08-03,41.301359018589984
2024-08-04,39.85218852670963
2024-08-05,63.03891639679524
2024-08-06,60.865160658974716
2024-08-07,60.14057541303454
2024-08-08,60.865160658974716
2024-08-09,57.242234429273836
2024-08-10,40.57677377264981
2024-08-11,39.85218852670963
2024-08-12,59.415990167094364
2024-08-13,58.69140492115419
2024-08-14,60.865160658974716
2024-08-15,61.589745904914885
2024-08-16,57.96681967521401
2024-08-17,42.02594426453016
2024-08-18,42.030773722616175
2024-08-19,58.57358279715909
2024-08-20,62.35546481110494
2024-08-21,60.645670115617065
2024-08-22,56.501495478701116
2024-08-23,59.264278569978416
2024-08-24,45.81265573656203
2024-08-25,46.50335150938135
2024-08-26,63.04616058392426
2024-08-27,62.35546481110494
2024-08-28,63.73685635674359
2024-08-29,62.35546481110494
2024-08-30,59.59268171982765
2024-08-31,43.74056841810406
2024-09-01,44.431264190923386
2024-09-02,49.266134600658646
2024-09-03,65.80894367520156
2024-09-04,65.44665105223147
2024-09-05,62.35546481110494
2024-09-06,58.57358279715909
2024-09-07,42.030773722616175
2024-09-08,43.412165268254824
2024-09-09,58.90198594700833
2024-09-10,57.19219125152044
2024-09-11,57.882887024339766
2024-09-12,58.57358279715909
2024-09-13,55.482396556032555
2024-09-14,38.939587481489646
2024-09-15,42.030773722616175
2024-09-16,57.882887024339766
2024-09-17,58.455760673163994
2024-09-18,62.39659847135482
2024-09-19,61.73979217165635
2024-09-20,51.2308913764808
2024-09-21,40.06518428160678
2024-09-22,39.40837798190831
2024-09-23,55.828535474370106
