Time,retro_bowl
2024-09-24,78.71946381806833
2024-09-25,74.8794899732845
2024-09-26,73.91949651208856
2024-09-27,75.83948343448047
2024-09-28,18.239875762723152
2024-09-29,15.359895379135285
2024-09-30,57.59960767175732
2024-10-01,69.11952920610878
2024-10-02,75.83948343448047
2024-10-03,78.71946381806833
2024-10-04,94.07935919720362
2024-10-05,20.159862685115062
2024-10-06,18.239875762723152
2024-10-07,64.319561900129
2024-10-08,72.95950305089261
2024-10-09,81.5994442016562
2024-10-10,81.5994442016562
2024-10-11,82.55943766285216
2024-10-12,19.199869223919105
2024-10-13,17.279882301527195
2024-10-14,44.159699215013944
2024-10-15,74.8794899732845
2024-10-16,80.63945074046025
2024-10-17,89.27939189122384
2024-10-18,95.99934611959553
2024-10-19,20.159862685115062
2024-10-20,16.31988884033124
2024-10-21,76.79947689567642
2024-10-22,81.5994442016562
2024-10-23,86.39941150763597
2024-10-24,93.11936573600767
2024-10-25,95.99934611959553
2024-10-26,19.199869223919105
2024-10-27,17.279882301527195
2024-10-28,78.71946381806833
2024-10-29,83.51943112404811
2024-10-30,82.55943766285216
2024-10-31,95.03935265839958
2024-11-01,88.31939843002789
2024-11-02,20.159862685115062
2024-11-03,16.31988884033124
2024-11-04,71.99950958969664
2024-11-05,55.679620749365405
2024-11-06,60.47958805534518
2024-11-07,78.71946381806833
2024-11-08,85.43941804644003
2024-11-09,21.119856146311015
2024-11-10,17.279882301527195
2024-11-11,47.03967959860181
2024-11-12,66.23954882252092
2024-11-13,79.67945727926428
2024-11-14,73.91949651208856
2024-11-15,77.75947035687238
2024-11-16,18.239875762723152
2024-11-17,16.31988884033124
2024-11-18,58.559601132953276
2024-11-19,60.47958805534518
2024-11-20,63.35956843893305
2024-11-21,70.07952266730474
2024-11-22,73.91949651208856
2024-11-23,19.199869223919105
2024-11-24,15.359895379135285
2024-11-25,36.479751525446304
2024-11-26,45.1196926762099
2024-11-27,21.119856146311015
2024-11-28,15.359895379135285
2024-11-29,14.39990191793933
2024-11-30,12.47991499554742
2024-12-01,12.47991499554742
2024-12-02,38.39973844783821
2024-12-03,45.1196926762099
2024-12-04,49.91965998218968
2024-12-05,50.87965344338563
2024-12-06,59.519594594149225
2024-12-07,16.31988884033124
2024-12-08,14.39990191793933
2024-12-09,46.07968613740586
2024-12-10,54.719627288169455
2024-12-11,57.59960767175732
2024-12-12,61.43958151654114
2024-12-13,63.35956843893305
2024-12-14,18.239875762723152
2024-12-15,15.359895379135285
2024-12-16,50.87965344338563
2024-12-17,54.719627288169455
2024-12-18,64.319561900129
2024-12-19,70.07952266730474
2024-12-20,52.79964036577754
2024-12-21,15.359895379135285
2024-12-22,12.47991499554742
2024-12-23,12.47991499554742
2024-12-24,12.47991499554742
2024-12-25,11.519921534351464
2024-12-26,10.559928073155508
2024-12-27,9.599934611959553
2024-12-28,8.639941150763597
2024-12-29,8.639941150763597
2024-12-30,8.639941150763597
2024-12-31,8.639941150763597
2025-01-01,9.599934611959553
2025-01-02,11.519921534351464
2025-01-03,15.359895379135285
2025-01-04,7.679947689567642
2025-01-05,8.639941150763597
2025-01-06,20.159862685115062
2025-01-07,30.71979075827057
2025-01-08,34.55976460305439
2025-01-09,35.51975806425035
2025-01-10,34.55976460305439
2025-01-11,11.519921534351464
2025-01-12,10.559928073155508
2025-01-13,35.51975806425035
2025-01-14,38.39973844783821
2025-01-15,38.39973844783821
2025-01-16,40.319725370230124
2025-01-17,45.1196926762099
2025-01-18,13.439908456743375
2025-01-19,10.559928073155508
2025-01-20,10.559928073155508
2025-01-21,25.919823452290792
2025-01-22,25.919823452290792
2025-01-23,33.59977114185843
2025-01-24,43.19970575381799
2025-01-25,10.559928073155508
2025-01-26,9.599934611959553
2025-01-27,31.679784219466526
2025-01-28,37.43974498664225
2025-01-29,37.43974498664225
2025-01-30,37.43974498664225
2025-01-31,46.07968613740586
2025-02-01,10.559928073155508
2025-02-02,10.559928073155508
2025-02-03,27.839810374682703
2025-02-04,32.63977768066248
2025-02-05,34.55976460305439
2025-02-06,33.59977114185843
2025-02-07,40.319725370230124
2025-02-08,13.439908456743375
2025-02-09,12.47991499554742
2025-02-10,30.71979075827057
2025-02-11,39.35973190903417
2025-02-12,32.63977768066248
2025-02-13,37.43974498664225
2025-02-14,32.63977768066248
2025-02-15,11.519921534351464
2025-02-16,9.599934611959553
2025-02-17,11.519921534351464
2025-02-18,23.999836529898882
2025-02-19,23.03984306870293
2025-02-20,23.999836529898882
2025-02-21,26.87981691348675
2025-02-22,8.639941150763597
2025-02-23,8.639941150763597
2025-02-24,23.03984306870293
2025-02-25,24.95982999109484
2025-02-26,25.919823452290792
2025-02-27,28.79980383587866
2025-02-28,30.71979075827057
2025-03-01,8.639941150763597
2025-03-02,6.719954228371687
2025-03-03,20.159862685115062
2025-03-04,23.999836529898882
2025-03-05,23.999836529898882
2025-03-06,26.87981691348675
2025-03-07,25.919823452290792
2025-03-08,8.639941150763597
2025-03-09,5.759960767175732
2025-03-10,17.279882301527195
2025-03-11,19.199869223919105
2025-03-12,20.159862685115062
2025-03-13,20.159862685115062
2025-03-14,21.119856146311015
2025-03-15,7.679947689567642
2025-03-16,5.759960767175732
2025-03-17,14.39990191793933
2025-03-18,16.31988884033124
2025-03-19,16.31988884033124
2025-03-20,18.239875762723152
2025-03-21,18.239875762723152
2025-03-22,5.759960767175732
2025-03-23,4.799967305979776
2025-03-24,15.359895379135285
2025-03-25,14.39990191793933
2025-03-26,15.359895379135285
2025-03-27,14.39990191793933
2025-03-28,18.239875762723152
2025-03-29,4.799967305979776
2025-03-30,4.799967305979776
2025-03-31,10.559928073155508
2025-04-01,15.359895379135285
2025-04-02,15.359895379135285
2025-04-03,15.359895379135285
2025-04-04,16.31988884033124
2025-04-05,4.799967305979776
2025-04-06,4.799967305979776
2025-04-07,12.47991499554742
2025-04-08,13.439908456743375
2025-04-09,13.439908456743375
2025-04-10,14.39990191793933
2025-04-11,18.239875762723152
2025-04-12,4.799967305979776
2025-04-13,3.839973844783821
2025-04-14,10.559928073155508
2025-04-15,13.199910091444387
2025-04-16,12.719913360846409
2025-04-17,12.359915812897924
2025-04-18,6.599955045722194
2025-04-19,3.719974662134327
2025-04-20,3.719974662134327
2025-04-21,7.799946872217137
2025-04-22,11.519921534351464
2025-04-23,11.519921534351464
2025-04-24,11.879919082299947
2025-04-25,12.359915812897924
2025-04-26,4.0799722100828095
2025-04-27,2.879980383587866
2025-04-28,10.679927255805003
2025-04-29,13.559907639392868
2025-04-30,11.519921534351464
2025-05-01,15.239896196485791
2025-05-02,15.239896196485791
2025-05-03,4.559968940680788
2025-05-04,4.0799722100828095
2025-05-05,11.519921534351464
2025-05-06,13.559907639392868
2025-05-07,13.199910091444387
2025-05-08,14.399901917939331
2025-05-09,16.439888022980735
2025-05-10,4.559968940680788
2025-05-11,4.559968940680788
2025-05-12,13.559907639392868
2025-05-13,14.399901917939331
2025-05-14,13.199910091444387
2025-05-15,14.399901917939331
2025-05-16,14.399901917939331
2025-05-17,4.319970575381799
2025-05-18,3.599975479484833
2025-05-19,12.959911726145398
2025-05-20,12.959911726145398
2025-05-21,12.23991663024843
2025-05-22,10.799926438454499
2025-05-23,10.799926438454499
2025-05-24,4.319970575381799
2025-05-25,2.879980383587866
2025-05-26,2.879980383587866
2025-05-27,8.639941150763597
2025-05-28,8.639941150763597
2025-05-29,7.199950958969666
2025-05-30,7.199950958969666
2025-05-31,2.879980383587866
2025-06-01,2.879980383587866
2025-06-02,6.479955863072699
2025-06-03,6.479955863072699
2025-06-04,6.479955863072699
2025-06-05,5.759960767175732
2025-06-06,5.759960767175732
2025-06-07,2.879980383587866
2025-06-08,2.879980383587866
2025-06-09,4.319970575381799
2025-06-10,3.599975479484833
2025-06-11,3.599975479484833
2025-06-12,5.0399656712787655
2025-06-13,4.319970575381799
2025-06-14,2.1599852876908994
2025-06-15,2.1599852876908994
2025-06-16,3.599975479484833
2025-06-17,2.879980383587866
2025-06-18,3.599975479484833
2025-06-19,2.1599852876908994
2025-06-20,2.879980383587866
2025-06-21,1.439990191793933
2025-06-22,2.1599852876908994
2025-06-23,2.1599852876908994
2025-06-24,2.1599852876908994
2025-06-25,2.879980383587866
2025-06-26,2.1599852876908994
2025-06-27,2.1599852876908994
2025-06-28,2.879980383587866
2025-06-29,1.439990191793933
2025-06-30,2.1599852876908994
2025-07-01,2.879980383587866
2025-07-02,2.1599852876908994
2025-07-03,2.879980383587866
2025-07-04,2.1599852876908994
2025-07-05,2.1599852876908994
2025-07-06,2.1599852876908994
2025-07-07,2.1599852876908994
2025-07-08,2.1599852876908994
2025-07-09,2.879980383587866
2025-07-10,1.439990191793933
2025-07-11,2.879980383587866
2025-07-12,2.1599852876908994
2025-07-13,1.439990191793933
2025-07-14,2.879980383587866
2025-07-15,1.439990191793933
2025-07-16,2.1599852876908994
2025-07-17,2.1599852876908994
2025-07-18,2.1599852876908994
2025-07-19,2.1599852876908994
2025-07-20,2.1599852876908994
2025-07-21,2.1599852876908994
2025-07-22,2.1599852876908994
2025-07-23,2.1599852876908994
2025-07-24,2.1599852876908994
2025-07-25,3.599975479484833
2025-07-26,2.1599852876908994
2025-07-27,1.439990191793933
2025-07-28,2.879980383587866
2025-07-29,2.1599852876908994
2025-07-30,2.1599852876908994
2025-07-31,2.1599852876908994
2025-08-01,2.1599852876908994
2025-08-02,2.879980383587866
2025-08-03,2.879980383587866
2025-08-04,2.879980383587866
2025-08-05,3.599975479484833
2025-08-06,2.879980383587866
2025-08-07,5.0399656712787655
2025-08-08,5.759960767175732
2025-08-09,2.879980383587866
2025-08-10,2.879980383587866
2025-08-11,5.0399656712787655
2025-08-12,5.759960767175732
2025-08-13,7.919946054866632
2025-08-14,10.799926438454499
2025-08-15,11.519921534351464
2025-08-16,2.879980383587866
2025-08-17,3.599975479484833
2025-08-18,10.799926438454499
2025-08-19,11.519921534351464
2025-08-20,13.679906822042364
2025-08-21,16.55988720563023
2025-08-22,18.71987249332113
2025-08-23,5.759960767175732
2025-08-24,4.319970575381799
2025-08-25,17.279882301527195
2025-08-26,17.999877397424164
2025-08-27,20.159862685115062
2025-08-28,22.319847972805963
2025-08-29,23.03984306870293
2025-08-30,5.759960767175732
2025-08-31,5.759960767175732
2025-09-01,5.0399656712787655
2025-09-02,20.159862685115062
2025-09-03,23.759838164599895
2025-09-04,26.639818548187762
2025-09-05,32.399779315363496
2025-09-06,8.639941150763597
2025-09-07,7.919946054866632
2025-09-08,26.639818548187762
2025-09-09,31.679784219466526
2025-09-10,32.399779315363496
2025-09-11,35.27975969895136
2025-09-12,43.199705753817994
2025-09-13,10.079931342557531
2025-09-14,10.079931342557531
2025-09-15,38.15974008253922
2025-09-16,43.199705753817994
2025-09-17,46.07968613740586
2025-09-18,51.83964690458159
2025-09-19,61.19958315124215
2025-09-20,12.959911726145398
2025-09-21,11.519921534351464
2025-09-22,45.35969104150889
2025-09-23,49.67966161689069
2025-09-24,61.91957824713912
2025-09-25,62.63957334303609
2025-09-26,62.63957334303609
2025-09-27,15.119897013836297
2025-09-28,12.959911726145398
2025-09-29,48.95966652099372
2025-09-30,57.599607671757326
2025-10-01,57.599607671757326
2025-10-02,58.31960276765429
2025-10-03,66.95954391841789
2025-10-04,15.119897013836297
2025-10-05,13.679906822042364
2025-10-06,48.95966652099372
2025-10-07,55.439622384066425
2025-10-08,56.87961257586036
2025-10-09,62.63957334303609
2025-10-10,59.03959786355126
2025-10-11,14.399901917939331
2025-10-12,12.959911726145398
2025-10-13,34.55976460305439
2025-10-14,52.559642000478554
2025-10-15,50.39965671278766
2025-10-16,51.83964690458159
2025-10-17,56.87961257586036
2025-10-18,17.279882301527195
2025-10-19,13.679906822042364
2025-10-20,46.07968613740586
2025-10-21,53.99963219227249
2025-10-22,60.47958805534519
2025-10-23,63.35956843893305
2025-10-24,71.27951449379968
2025-10-25,15.839892109733263
2025-10-26,12.23991663024843
2025-10-27,51.11965180868462
2025-10-28,61.91957824713912
2025-10-29,61.19958315124215
2025-10-30,71.99950958969666
2025-10-31,65.51955372662395
2025-11-01,15.119897013836297
2025-11-02,15.119897013836297
2025-11-03,46.79968123330283
2025-11-04,45.35969104150889
2025-11-05,53.99963219227249
2025-11-06,58.31960276765429
2025-11-07,63.35956843893305
2025-11-08,15.119897013836297
2025-11-09,12.959911726145398
2025-11-10,43.199705753817994
2025-11-11,37.43974498664226
2025-11-12,48.23967142509676
2025-11-13,53.99963219227249
2025-11-14,61.91957824713912
2025-11-15,17.279882301527195
2025-11-16,13.679906822042364
2025-11-17,42.479710657921025
2025-11-18,51.83964690458159
2025-11-19,46.79968123330283
2025-11-20,55.439622384066425
2025-11-21,58.31960276765429
2025-11-22,17.279882301527195
2025-11-23,13.679906822042364
2025-11-24,27.359813644084728
2025-11-25,38.87973517843619
2025-11-26,17.279882301527195
2025-11-27,13.679906822042364
2025-11-28,12.959911726145398
2025-11-29,10.799926438454499
2025-11-30,10.079931342557531
2025-12-01,30.95978912356956
2025-12-02,33.11977441126046
2025-12-03,38.15974008253922
2025-12-04,41.03972046612709
2025-12-05,45.35969104150889
2025-12-06,15.119897013836297
2025-12-07,12.23991663024843
2025-12-08,35.99975479484833
2025-12-09,38.15974008253922
2025-12-10,40.319725370230124
2025-12-11,40.9197212834776
2025-12-12,46.91968041595233
2025-12-13,15.239896196485793
2025-12-14,11.519921534351464
2025-12-15,34.55976460305439
2025-12-16,39.71972945698266
2025-12-17,42.95970738851901
2025-12-18,48.119672242447265
2025-12-19,39.71972945698266
2025-12-20,14.399901917939331
2025-12-21,10.31992970785652
2025-12-22,15.839892109733265
2025-12-23,14.399901917939331
2025-12-24,10.079931342557533
2025-12-25,9.239937064011071
2025-12-26,8.039945237516127
2025-12-27,8.039945237516127
2025-12-28,7.799946872217138
2025-12-29,7.199950958969666
2025-12-30,8.639941150763597
2025-12-31,7.799946872217138
2026-01-01,7.799946872217138
2026-01-02,6.599955045722194
2026-01-03,6.959952593670677
2026-01-04,7.799946872217138
2026-01-05,14.399901917939331
2026-01-06,20.759858598362534
2026-01-07,22.79984470340394
2026-01-08,23.639838981950405
2026-01-09,30.83978994092007
2026-01-10,9.119937881361578
2026-01-11,9.599934611959554
2026-01-12,23.51983979930091
2026-01-13,25.43982672169282
2026-01-14,27.35981364408473
2026-01-15,28.319807105280688
2026-01-16,30.719790758270577
2026-01-17,10.559928073155511
2026-01-18,9.599934611959554
2026-01-19,8.6399411507636
2026-01-20,23.039843068702933
2026-01-21,27.35981364408473
2026-01-22,25.43982672169282
2026-01-23,29.279800566476645
2026-01-24,11.039924803753488
2026-01-25,9.599934611959554
2026-01-26,13.919905187341355
2026-01-27,18.719872493321134
2026-01-28,21.119856146311022
2026-01-29,23.51983979930091
2026-01-30,28.319807105280688
2026-01-31,10.079931342557533
2026-02-01,8.159944420165623
2026-02-02,19.19986922391911
2026-02-03,21.599852876909
2026-02-04,21.599852876909
2026-02-05,22.559846338104954
2026-02-06,25.43982672169282
2026-02-07,10.079931342557533
2026-02-08,14.87989864853731
2026-02-09,25.9198234522908
2026-02-10,23.99983652989889
2026-02-11,23.51983979930091
2026-02-12,23.51983979930091
2026-02-13,20.639859415713044
2026-02-14,10.079931342557533
2026-02-15,8.6399411507636
2026-02-16,9.599934611959554
2026-02-17,15.839892109733267
2026-02-18,18.239875762723155
2026-02-19,20.159862685115066
2026-02-20,21.599852876909
2026-02-21,8.6399411507636
2026-02-22,7.199950958969667
2026-02-23,14.87989864853731
2026-02-24,16.319888840331245
2026-02-25,18.239875762723155
2026-02-26,18.239875762723155
2026-02-27,19.679865954517087
2026-02-28,6.239957497773711
2026-03-01,5.759960767175733
2026-03-02,14.399901917939333
2026-03-03,14.399901917939333
2026-03-04,14.399901917939333
2026-03-05,16.79988557092922
2026-03-06,19.19986922391911
2026-03-07,5.279964036577756
2026-03-08,5.279964036577756
2026-03-09,12.9599117261454
2026-03-10,13.439908456743378
2026-03-11,15.839892109733267
2026-03-12,16.79988557092922
2026-03-13,14.87989864853731
2026-03-14,5.759960767175733
2026-03-15,4.799967305979777
2026-03-16,9.599934611959554
2026-03-17,11.999918264949445
2026-03-18,10.079931342557533
2026-03-19,12.479914995547421
2026-03-20,11.999918264949445
2026-03-21,5.279964036577756
2026-03-22,3.839973844783822
2026-03-23,10.079931342557533
2026-03-24,11.039924803753488
2026-03-25,11.039924803753488
2026-03-26,11.519921534351466
2026-03-27,13.439908456743378
2026-03-28,6.239957497773711
2026-03-29,4.3199705753818
2026-03-30,11.039924803753488
2026-03-31,11.519921534351466
2026-04-01,11.999918264949445
2026-04-02,11.999918264949445
2026-04-03,7.679947689567644
2026-04-04,6.239957497773711
2026-04-05,5.279964036577756
2026-04-06,8.159944420165623
2026-04-07,9.119937881361578
2026-04-08,10.079931342557533
2026-04-09,10.559928073155511
2026-04-10,12.479914995547421
2026-04-11,7.679947689567644
2026-04-12,8.6399411507636
2026-04-13,10.079931342557533
2026-04-14,12.479914995547421
2026-04-15,12.479914995547421
2026-04-16,13.439908456743378
2026-04-17,14.399901917939333
2026-04-18,7.679947689567644
2026-04-19,5.759960767175733
2026-04-20,10.559928073155511
2026-04-21,11.999918264949445
2026-04-22,13.919905187341355
2026-04-23,11.999918264949445
2026-04-24,12.9599117261454
2026-04-25,5.279964036577756
2026-04-26,5.759960767175733
2026-04-27,11.999918264949445
2026-04-28,11.039924803753488
2026-04-29,11.999918264949445
2026-04-30,12.9599117261454
2026-05-01,12.9599117261454
2026-05-02,5.279964036577756
2026-05-03,5.279964036577756
2026-05-04,10.079931342557533
2026-05-05,10.079931342557533
2026-05-06,12.9599117261454
2026-05-07,12.479914995547421
2026-05-08,12.9599117261454
2026-05-09,4.799967305979777
2026-05-10,4.3199705753818
2026-05-11,10.559928073155511
2026-05-12,11.999918264949445
2026-05-13,12.9599117261454
2026-05-14,15.839892109733267
2026-05-15,13.439908456743378
2026-05-16,7.199950958969667
2026-05-17,6.719954228371689
2026-05-18,11.999918264949445
2026-05-19,11.039924803753488
2026-05-20,11.519921534351466
2026-05-21,11.999918264949445
2026-05-22,10.079931342557533
2026-05-23,3.839973844783822
2026-05-24,4.3199705753818
2026-05-25,2.8799803835878666
2026-05-26,7.199950958969667
2026-05-27,6.239957497773711
2026-05-28,6.719954228371689
2026-05-29,7.199950958969667
2026-05-30,3.839973844783822
2026-05-31,3.839973844783822
