Time,ethereum_price
2022-12-02,12.5
2022-12-03,11.0
2022-12-04,10.5
2022-12-05,12.0
2022-12-06,11.0
2022-12-07,11.5
2022-12-08,12.0
2022-12-09,10.5
2022-12-10,9.0
2022-12-11,9.0
2022-12-12,11.0
2022-12-13,15.5
2022-12-14,14.0
2022-12-15,13.0
2022-12-16,14.0
2022-12-17,11.5
2022-12-18,11.0
2022-12-19,12.0
2022-12-20,12.5
2022-12-21,12.5
2022-12-22,12.0
2022-12-23,11.0
2022-12-24,9.5
2022-12-25,9.0
2022-12-26,10.0
2022-12-27,11.0
2022-12-28,12.0
2022-12-29,11.5
2022-12-30,10.0
2022-12-31,8.0
2023-01-01,8.5
2023-01-02,9.5
2023-01-03,9.0
2023-01-04,10.5
2023-01-05,11.0
2023-01-06,11.0
2023-01-07,8.0
2023-01-08,8.5
2023-01-09,12.0
2023-01-10,12.0
2023-01-11,12.0
2023-01-12,18.0
2023-01-13,15.5
2023-01-14,23.5
2023-01-15,15.5
2023-01-16,17.5
2023-01-17,18.5
2023-01-18,16.5
2023-01-19,16.0
2023-01-20,16.5
2023-01-21,19.0
2023-01-22,16.0
2023-01-23,17.0
2023-01-24,15.5
2023-01-25,14.5
2023-01-26,14.0
2023-01-27,14.0
2023-01-28,10.5
2023-01-29,14.0
2023-01-30,14.5
2023-01-31,14.5
2023-02-01,14.5
2023-02-02,17.5
2023-02-03,14.0
2023-02-04,15.0
2023-02-05,12.5
2023-02-06,13.5
2023-02-07,12.5
2023-02-08,12.5
2023-02-09,12.0
2023-02-10,13.0
2023-02-11,10.0
2023-02-12,10.0
2023-02-13,10.0
2023-02-14,12.5
2023-02-15,14.5
2023-02-16,17.5
2023-02-17,15.5
2023-02-18,13.5
2023-02-19,13.0
2023-02-20,15.0
2023-02-21,14.5
2023-02-22,11.5
2023-02-23,11.5
2023-02-24,11.0
2023-02-25,9.5
2023-02-26,11.0
2023-02-27,12.0
2023-02-28,12.0
2023-03-01,10.5
2023-03-02,10.0
2023-03-03,11.0
2023-03-04,9.5
2023-03-05,9.5
2023-03-06,10.5
2023-03-07,10.0
2023-03-08,9.5
2023-03-09,11.0
2023-03-10,15.0
2023-03-11,12.5
2023-03-12,12.5
2023-03-13,21.0
2023-03-14,23.0
2023-03-15,16.0
2023-03-16,13.5
2023-03-17,18.5
2023-03-18,20.0
2023-03-19,20.0
2023-03-20,21.5
2023-03-21,18.5
2023-03-22,20.5
2023-03-23,20.0
2023-03-24,17.0
2023-03-25,12.5
2023-03-26,12.5
2023-03-27,15.0
2023-03-28,14.0
2023-03-29,17.0
2023-03-30,16.0
2023-03-31,15.5
2023-04-01,15.5
2023-04-02,12.5
2023-04-03,14.0
2023-04-04,17.5
2023-04-05,20.5
2023-04-06,18.0
2023-04-07,15.5
2023-04-08,14.0
2023-04-09,13.5
2023-04-10,17.0
2023-04-11,26.5
2023-04-12,22.5
2023-04-13,29.5
2023-04-14,34.5
2023-04-15,21.0
2023-04-16,21.0
2023-04-17,22.0
2023-04-18,21.5
2023-04-19,20.0
2023-04-20,15.5
2023-04-21,17.0
2023-04-22,14.0
2023-04-23,14.5
2023-04-24,14.5
2023-04-25,14.0
2023-04-26,15.6796875
2023-04-27,14.9765625
2023-04-28,14.5
2023-04-29,12.1171875
2023-04-30,13.0703125
2023-05-01,13.0703125
2023-05-02,12.59375
2023-05-03,13.546875
2023-05-04,13.796875
2023-05-05,14.9765625
2023-05-06,14.0234375
2023-05-07,14.0234375
2023-05-08,14.5
2023-05-09,13.0703125
2023-05-10,12.3671875
2023-05-11,10.9375
2023-05-12,11.1640625
2023-05-13,9.984375
2023-05-14,9.5078125
2023-05-15,11.640625
2023-05-16,10.9375
2023-05-17,11.4140625
2023-05-18,11.4140625
2023-05-19,10.9375
2023-05-20,9.03125
2023-05-21,9.03125
2023-05-22,10.4609375
2023-05-23,11.4140625
2023-05-24,10.4609375
2023-05-25,11.640625
2023-05-26,11.328125
2023-05-27,9.515625
2023-05-28,9.96875
2023-05-29,12.6875
2023-05-30,13.59375
2023-05-31,11.78125
2023-06-01,10.875
2023-06-02,12.234375
2023-06-03,10.421875
2023-06-04,10.421875
2023-06-05,11.328125
2023-06-06,13.140625
2023-06-07,11.78125
2023-06-08,10.875
2023-06-09,10.875
2023-06-10,13.140625
2023-06-11,10.421875
2023-06-12,13.140625
2023-06-13,10.875
2023-06-14,12.234375
2023-06-15,12.6875
2023-06-16,10.875
2023-06-17,11.328125
2023-06-18,9.96875
2023-06-19,10.875
2023-06-20,12.6875
2023-06-21,16.3125
2023-06-22,14.953125
2023-06-23,18.578125
2023-06-24,14.046875
2023-06-25,12.234375
2023-06-26,12.6875
2023-06-27,14.046875
2023-06-28,11.78125
2023-06-29,12.234375
2023-06-30,14.5
2023-07-01,12.234375
2023-07-02,12.6875
2023-07-03,15.40625
2023-07-04,13.59375
2023-07-05,12.6875
2023-07-06,12.234375
2023-07-07,12.234375
2023-07-08,9.96875
2023-07-09,9.515625
2023-07-10,10.875
2023-07-11,11.328125
2023-07-12,12.234375
2023-07-13,17.671875
2023-07-14,19.484375
2023-07-15,13.140625
2023-07-16,11.328125
2023-07-17,13.59375
2023-07-18,12.234375
2023-07-19,14.046875
2023-07-20,11.78125
2023-07-21,10.421875
2023-07-22,9.0625
2023-07-23,9.515625
2023-07-24,11.78125
2023-07-25,11.328125
2023-07-26,10.875
2023-07-27,10.875
2023-07-28,10.875
2023-07-29,9.0625
2023-07-30,8.15625
2023-07-31,9.515625
2023-08-01,9.96875
2023-08-02,9.515625
2023-08-03,9.515625
2023-08-04,9.0625
2023-08-05,8.609375
2023-08-06,7.703125
2023-08-07,9.515625
2023-08-08,10.421875
2023-08-09,9.96875
2023-08-10,7.703125
2023-08-11,8.15625
2023-08-12,6.34375
2023-08-13,8.15625
2023-08-14,8.15625
2023-08-15,8.609375
2023-08-16,9.515625
2023-08-17,12.234375
2023-08-18,14.5
2023-08-19,10.875
2023-08-20,8.15625
2023-08-21,10.421875
2023-08-22,9.96875
2023-08-23,10.421875
2023-08-24,8.15625
2023-08-25,9.0625
2023-08-26,7.25
2023-08-27,7.703125
2023-08-28,7.25
2023-08-29,11.78125
2023-08-30,10.421875
2023-08-31,8.609375
2023-09-01,8.15625
2023-09-02,6.796875
2023-09-03,7.25
2023-09-04,6.796875
2023-09-05,7.703125
2023-09-06,8.15625
2023-09-07,8.609375
2023-09-08,7.25
2023-09-09,5.4375
2023-09-10,6.34375
2023-09-11,9.0625
2023-09-12,8.15625
2023-09-13,8.15625
2023-09-14,8.15625
2023-09-15,6.796875
2023-09-16,7.25
2023-09-17,6.34375
2023-09-18,8.15625
2023-09-19,7.703125
2023-09-20,7.703125
2023-09-21,7.703125
2023-09-22,7.25
2023-09-23,6.34375
2023-09-24,5.890625
2023-09-25,6.796875
2023-09-26,7.703125
2023-09-27,7.25
2023-09-28,8.609375
2023-09-29,8.609375
2023-09-30,7.703125
2023-10-01,7.25
2023-10-02,11.328125
2023-10-03,8.609375
2023-10-04,8.609375
2023-10-05,7.703125
2023-10-06,7.703125
2023-10-07,6.796875
2023-10-08,7.25
2023-10-09,8.609375
2023-10-10,8.15625
2023-10-11,8.609375
2023-10-12,7.25
2023-10-13,6.796875
2023-10-14,6.796875
2023-10-15,5.890625
2023-10-16,9.96875
2023-10-17,8.609375
2023-10-18,9.0625
2023-10-19,7.703125
2023-10-20,9.0625
2023-10-21,9.0625
2023-10-22,8.609375
2023-10-23,16.3125
2023-10-24,24.46875
2023-10-25,16.765625
2023-10-26,15.859375
2023-10-27,12.234375
2023-10-28,10.421875
2023-10-29,10.421875
2023-10-30,11.328125
2023-10-31,11.78125
2023-11-01,13.59375
2023-11-02,13.140625
2023-11-03,11.328125
2023-11-04,10.875
2023-11-05,12.6875
2023-11-06,15.40625
2023-11-07,13.140625
2023-11-08,14.046875
2023-11-09,24.921875
2023-11-10,29.453125
2023-11-11,19.9375
2023-11-12,16.765625
2023-11-13,16.3125
2023-11-14,16.765625
2023-11-15,18.125
2023-11-16,16.3125
2023-11-17,13.59375
2023-11-18,11.328125
2023-11-19,10.875
2023-11-20,14.5
2023-11-21,14.5
2023-11-22,15.859375
2023-11-23,14.046875
2023-11-24,16.765625
2023-11-25,13.140625
2023-11-26,12.234375
2023-11-27,12.234375
2023-11-28,14.5
2023-11-29,14.046875
2023-11-30,12.6875
2023-12-01,15.859375
2023-12-02,16.3125
2023-12-03,17.21875
2023-12-04,29.90625
2023-12-05,29.90625
2023-12-06,26.734375
2023-12-07,23.109375
2023-12-08,24.921875
2023-12-09,19.03125
2023-12-10,19.03125
2023-12-11,20.390625
2023-12-12,17.671875
2023-12-13,17.671875
2023-12-14,19.03125
2023-12-15,16.765625
2023-12-16,14.5
2023-12-17,11.328125
2023-12-18,14.046875
2023-12-19,17.21875
2023-12-20,19.03125
2023-12-21,15.859375
2023-12-22,18.880208333333332
2023-12-23,15.783854166666666
2023-12-24,14.5
2023-12-25,16.3125
2023-12-26,16.3125
2023-12-27,19.9375
2023-12-28,21.5234375
2023-12-29,18.653645833333332
2023-12-30,14.5
2023-12-31,14.5
2024-01-01,16.3125
2024-01-02,24.619791666666664
2024-01-03,20.994791666666664
2024-01-04,18.125
2024-01-05,14.5
2024-01-06,14.5
2024-01-07,13.744791666666666
2024-01-08,17.369791666666664
2024-01-09,19.7109375
2024-01-10,29.528645833333332
2024-01-11,45.61458333333333
2024-01-12,34.96614583333333
2024-01-13,22.278645833333332
2024-01-14,18.880208333333332
2024-01-15,19.408854166666664
2024-01-16,19.408854166666664
2024-01-17,17.596354166666664
2024-01-18,15.255208333333332
2024-01-19,15.028645833333332
2024-01-20,13.744791666666666
2024-01-21,12.083333333333332
2024-01-22,14.5
2024-01-23,15.708333333333332
2024-01-24,13.895833333333332
2024-01-25,11.479166666666666
2024-01-26,12.083333333333332
2024-01-27,10.270833333333332
2024-01-28,9.0625
2024-01-29,11.479166666666666
2024-01-30,12.6875
2024-01-31,11.479166666666666
2024-02-01,9.666666666666666
2024-02-02,9.666666666666666
2024-02-03,9.0625
2024-02-04,8.458333333333332
2024-02-05,9.666666666666666
2024-02-06,11.479166666666666
2024-02-07,12.083333333333332
2024-02-08,13.895833333333332
2024-02-09,16.3125
2024-02-10,14.5
2024-02-11,15.708333333333332
2024-02-12,17.520833333333332
2024-02-13,18.729166666666664
2024-02-14,25.375
2024-02-15,27.1875
2024-02-16,24.166666666666664
2024-02-17,16.3125
2024-02-18,17.520833333333332
2024-02-19,25.979166666666664
2024-02-20,29.0
2024-02-21,25.979166666666664
2024-02-22,24.166666666666664
2024-02-23,20.541666666666664
2024-02-24,18.729166666666664
2024-02-25,22.354166666666664
2024-02-26,30.812499999999996
2024-02-27,41.08333333333333
2024-02-28,52.5625
2024-02-29,49.541666666666664
2024-03-01,36.25
2024-03-02,30.812499999999996
2024-03-03,31.416666666666664
2024-03-04,52.5625
2024-03-05,60.416666666666664
2024-03-06,51.354166666666664
2024-03-07,47.125
2024-03-08,50.75
2024-03-09,36.25
2024-03-10,40.479166666666664
2024-03-11,58.0
2024-03-12,50.75
2024-03-13,46.52083333333333
2024-03-14,39.27083333333333
2024-03-15,36.25
2024-03-16,27.791666666666664
2024-03-17,29.604166666666664
2024-03-18,29.0
2024-03-19,29.604166666666664
2024-03-20,31.416666666666664
2024-03-21,28.395833333333332
2024-03-22,21.75
2024-03-23,18.125
2024-03-24,18.729166666666664
2024-03-25,25.979166666666664
2024-03-26,25.979166666666664
2024-03-27,24.166666666666664
2024-03-28,24.770833333333332
2024-03-29,19.9375
2024-03-30,17.520833333333332
2024-03-31,19.9375
2024-04-01,19.9375
2024-04-02,20.541666666666664
2024-04-03,16.916666666666664
2024-04-04,16.916666666666664
2024-04-05,16.916666666666664
2024-04-06,14.5
2024-04-07,15.104166666666666
2024-04-08,19.333333333333332
2024-04-09,20.541666666666664
2024-04-10,18.729166666666664
2024-04-11,16.916666666666664
2024-04-12,18.125
2024-04-13,19.333333333333332
2024-04-14,19.9375
2024-04-15,18.729166666666664
2024-04-16,18.125
2024-04-17,16.916666666666664
2024-04-18,15.708333333333332
2024-04-19,17.520833333333332
2024-04-20,15.708333333333332
2024-04-21,14.5
2024-04-22,17.520833333333332
2024-04-23,15.104166666666666
2024-04-24,14.5
2024-04-25,12.6875
2024-04-26,13.291666666666666
2024-04-27,12.083333333333332
2024-04-28,13.291666666666666
2024-04-29,14.5
2024-04-30,15.104166666666666
2024-05-01,15.708333333333332
2024-05-02,14.5
2024-05-03,13.895833333333332
2024-05-04,11.479166666666666
2024-05-05,12.083333333333332
2024-05-06,12.6875
2024-05-07,12.083333333333332
2024-05-08,10.875
2024-05-09,12.083333333333332
2024-05-10,12.083333333333332
2024-05-11,10.270833333333332
2024-05-12,9.666666666666666
2024-05-13,12.6875
2024-05-14,11.479166666666666
2024-05-15,13.895833333333332
2024-05-16,12.6875
2024-05-17,13.291666666666666
2024-05-18,12.6875
2024-05-19,11.479166666666666
2024-05-20,21.145833333333332
2024-05-21,41.6875
2024-05-22,32.02083333333333
2024-05-23,39.27083333333333
2024-05-24,35.64583333333333
2024-05-25,21.75
2024-05-26,23.5625
2024-05-27,24.166666666666664
2024-05-28,24.770833333333332
2024-05-29,20.541666666666664
2024-05-30,19.333333333333332
2024-05-31,18.125
2024-06-01,15.708333333333332
2024-06-02,15.104166666666666
2024-06-03,18.125
2024-06-04,21.145833333333332
2024-06-05,22.354166666666664
2024-06-06,22.354166666666664
2024-06-07,19.333333333333332
2024-06-08,15.104166666666666
2024-06-09,14.5
2024-06-10,16.3125
2024-06-11,17.520833333333332
2024-06-12,17.520833333333332
2024-06-13,15.708333333333332
2024-06-14,13.895833333333332
2024-06-15,13.291666666666666
2024-06-16,11.479166666666666
2024-06-17,15.104166666666666
2024-06-18,15.104166666666666
2024-06-19,14.5
2024-06-20,14.5
2024-06-21,12.6875
2024-06-22,10.875
2024-06-23,10.270833333333332
2024-06-24,16.916666666666664
2024-06-25,14.5
2024-06-26,13.291666666666666
2024-06-27,11.479166666666666
2024-06-28,10.875
2024-06-29,9.666666666666666
2024-06-30,9.666666666666666
2024-07-01,12.6875
2024-07-02,12.083333333333332
2024-07-03,13.291666666666666
2024-07-04,13.291666666666666
2024-07-05,18.729166666666664
2024-07-06,12.6875
2024-07-07,11.479166666666666
2024-07-08,14.5
2024-07-09,12.6875
2024-07-10,13.291666666666666
2024-07-11,13.895833333333332
2024-07-12,11.479166666666666
2024-07-13,10.875
2024-07-14,11.479166666666666
2024-07-15,18.729166666666664
2024-07-16,17.520833333333332
2024-07-17,17.520833333333332
2024-07-18,15.708333333333332
2024-07-19,16.3125
2024-07-20,14.5
2024-07-21,15.104166666666666
2024-07-22,15.708333333333332
2024-07-23,21.75
2024-07-24,17.520833333333332
2024-07-25,18.125
2024-07-26,17.520833333333332
2024-07-27,16.3125
2024-07-28,14.5
2024-07-29,18.125
2024-07-30,15.708333333333332
2024-07-31,12.6875
2024-08-01,13.895833333333332
2024-08-02,13.291666666666666
2024-08-03,12.6875
2024-08-04,14.5
2024-08-05,58.604166666666664
2024-08-06,26.583333333333332
2024-08-07,18.729166666666664
2024-08-08,19.9375
2024-08-09,15.708333333333332
2024-08-10,13.291666666666666
2024-08-11,13.895833333333332
2024-08-12,14.5
2024-08-13,14.5
2024-08-14,13.895833333333332
2024-08-15,13.291666666666666
2024-08-16,13.895833333333332
2024-08-17,11.479166666666666
2024-08-18,11.445601851851851
2024-08-19,12.62037037037037
2024-08-20,13.795138888888888
2024-08-21,11.445601851851851
2024-08-22,10.270833333333332
2024-08-23,14.382523148148147
2024-08-24,14.080439814814813
2024-08-25,11.445601851851851
2024-08-26,12.905671296296294
2024-08-27,11.445601851851851
2024-08-28,12.62037037037037
2024-08-29,11.730902777777777
2024-08-30,10.858217592592592
2024-08-31,9.683449074074073
2024-09-01,7.333912037037036
2024-09-02,10.270833333333332
2024-09-03,9.96875
2024-09-04,10.858217592592592
2024-09-05,9.683449074074073
2024-09-06,12.62037037037037
2024-09-07,11.445601851851851
2024-09-08,9.683449074074073
2024-09-09,10.270833333333332
2024-09-10,9.683449074074073
2024-09-11,10.270833333333332
2024-09-12,9.683449074074073
2024-09-13,10.270833333333332
2024-09-14,9.096064814814813
2024-09-15,7.635995370370369
2024-09-16,8.508680555555554
2024-09-17,9.70023148148148
2024-09-18,10.270833333333332
2024-09-19,12.553240740740739
2024-09-20,11.412037037037035
2024-09-21,8.559027777777777
2024-09-22,7.988425925925925
2024-09-23,11.982638888888888
2024-09-24,9.70023148148148
2024-09-25,8.559027777777777
2024-09-26,10.270833333333332
2024-09-27,9.70023148148148
2024-09-28,7.417824074074073
2024-09-29,7.417824074074073
2024-09-30,7.988425925925925
2024-10-01,8.559027777777777
2024-10-02,7.417824074074073
2024-10-03,7.988425925925925
2024-10-04,6.847222222222221
2024-10-05,5.706018518518517
2024-10-06,5.135416666666666
2024-10-07,6.847222222222221
2024-10-08,6.276620370370369
2024-10-09,6.847222222222221
2024-10-10,5.706018518518517
2024-10-11,6.847222222222221
2024-10-12,5.135416666666666
2024-10-13,4.564814814814814
2024-10-14,8.559027777777777
2024-10-15,7.417824074074073
2024-10-16,7.988425925925925
2024-10-17,7.988425925925925
2024-10-18,9.129629629629628
2024-10-19,7.988425925925925
2024-10-20,7.417824074074073
2024-10-21,9.70023148148148
2024-10-22,6.847222222222221
2024-10-23,7.417824074074073
2024-10-24,7.988425925925925
2024-10-25,6.847222222222221
2024-10-26,5.706018518518517
2024-10-27,6.847222222222221
2024-10-28,9.129629629629628
2024-10-29,14.265046296296294
2024-10-30,12.553240740740739
2024-10-31,11.982638888888888
2024-11-01,8.559027777777777
2024-11-02,6.276620370370369
2024-11-03,6.847222222222221
2024-11-04,7.417824074074073
2024-11-05,9.129629629629628
2024-11-06,27.959490740740737
2024-11-07,27.959490740740737
2024-11-08,28.530092592592588
2024-11-09,22.82407407407407
2024-11-10,39.94212962962962
2024-11-11,56.48958333333332
2024-11-12,50.212962962962955
2024-11-13,45.07754629629629
2024-11-14,31.383101851851848
2024-11-15,27.388888888888886
2024-11-16,22.82407407407407
2024-11-17,19.97106481481481
2024-11-18,23.39467592592592
2024-11-19,25.67708333333333
2024-11-20,26.81828703703703
2024-11-21,39.37152777777777
2024-11-22,38.23032407407407
2024-11-23,31.9537037037037
2024-11-24,25.67708333333333
2024-11-25,30.812499999999993
2024-11-26,25.67708333333333
2024-11-27,30.812499999999993
2024-11-28,25.67708333333333
2024-11-29,26.81828703703703
2024-11-30,24.535879629629626
2024-12-01,30.24189814814814
2024-12-02,30.24189814814814
2024-12-03,25.67708333333333
2024-12-04,32.52430555555555
2024-12-05,57.060185185185176
2024-12-06,46.21874999999999
2024-12-07,39.37152777777777
2024-12-08,32.52430555555555
2024-12-09,30.812499999999993
2024-12-10,30.812499999999993
2024-12-11,29.10069444444444
2024-12-12,31.383101851851848
2024-12-13,27.388888888888886
2024-12-14,25.106481481481477
2024-12-15,24.535879629629626
2024-12-16,37.659722222222214
2024-12-17,33.66550925925925
2024-12-18,27.388888888888886
2024-12-19,30.812499999999993
2024-12-20,27.388888888888886
2024-12-21,18.829861111111107
2024-12-22,18.259259259259256
2024-12-23,21.682870370370367
2024-12-24,21.682870370370367
2024-12-25,17.688657407407405
2024-12-26,19.40046296296296
2024-12-27,17.118055555555554
2024-12-28,15.406249999999996
2024-12-29,14.835648148148145
2024-12-30,18.259259259259256
2024-12-31,16.547453703703702
2025-01-01,14.265046296296294
2025-01-02,17.688657407407405
2025-01-03,18.259259259259256
2025-01-04,16.547453703703702
2025-01-05,15.406249999999996
2025-01-06,19.97106481481481
2025-01-07,19.40046296296296
2025-01-08,15.97685185185185
2025-01-09,15.406249999999996
2025-01-10,14.265046296296294
2025-01-11,11.982638888888888
2025-01-12,11.982638888888888
2025-01-13,15.97685185185185
2025-01-14,15.97685185185185
2025-01-15,19.97106481481481
2025-01-16,19.40046296296296
2025-01-17,22.253472222222218
2025-01-18,19.40046296296296
2025-01-19,20.541666666666664
2025-01-20,30.24189814814814
2025-01-21,25.106481481481477
2025-01-22,19.97106481481481
2025-01-23,18.829861111111107
2025-01-24,21.112268518518515
2025-01-25,17.118055555555554
2025-01-26,17.118055555555554
2025-01-27,18.259259259259256
2025-01-28,15.406249999999996
2025-01-29,14.835648148148145
2025-01-30,15.97685185185185
2025-01-31,15.97685185185185
2025-02-01,14.835648148148145
