Time,blooket
2022-08-29,29
2022-08-30,38
2022-08-31,42
2022-09-01,51
2022-09-02,58
2022-09-03,4
2022-09-04,2
2022-09-05,2
2022-09-06,34
2022-09-07,45
2022-09-08,54
2022-09-09,73
2022-09-10,5
2022-09-11,3
2022-09-12,39
2022-09-13,50
2022-09-14,58
2022-09-15,66
2022-09-16,84
2022-09-17,6
2022-09-18,4
2022-09-19,45
2022-09-20,61
2022-09-21,58
2022-09-22,69
2022-09-23,83
2022-09-24,7
2022-09-25,5
2022-09-26,39
2022-09-27,51
2022-09-28,55
2022-09-29,53
2022-09-30,46
2022-10-01,5
2022-10-02,4
2022-10-03,36
2022-10-04,33
2022-10-05,30
2022-10-06,36
2022-10-07,37
2022-10-08,4
2022-10-09,3
2022-10-10,15
2022-10-11,24
2022-10-12,26
2022-10-13,31
2022-10-14,34
2022-10-15,4
2022-10-16,3
2022-10-17,35
2022-10-18,46
2022-10-19,52
2022-10-20,63
2022-10-21,77
2022-10-22,7
2022-10-23,5
2022-10-24,45
2022-10-25,52
2022-10-26,63
2022-10-27,70
2022-10-28,82
2022-10-29,9
2022-10-30,6
2022-10-31,63
2022-11-01,53
2022-11-02,58
2022-11-03,66
2022-11-04,78
2022-11-05,9
2022-11-06,6
2022-11-07,46
2022-11-08,37
2022-11-09,56
2022-11-10,74
2022-11-11,57
2022-11-12,7
2022-11-13,5
2022-11-14,50
2022-11-15,59
2022-11-16,66
2022-11-17,79
2022-11-18,97
2022-11-19,11
2022-11-20,6
2022-11-21,36
2022-11-22,47
2022-11-23,17
2022-11-24,5
2022-11-25,4
2022-11-26,2
2022-11-27,3
2022-11-28,37
2022-11-29,45
2022-11-30,56
2022-12-01,61
2022-12-02,76
2022-12-03,7
2022-12-04,5
2022-12-05,50
2022-12-06,64
2022-12-07,69
2022-12-08,74
2022-12-09,89
2022-12-10,9
2022-12-11,6
2022-12-12,69
2022-12-13,71
2022-12-14,85
2022-12-15,96
2022-12-16,100
2022-12-17,10
2022-12-18,6
2022-12-19,51
2022-12-20,55
2022-12-21,52
2022-12-22,35
2022-12-23,17
2022-12-24,5
2022-12-25,3
2022-12-26,3
2022-12-27,2
2022-12-28,2
2022-12-29,2
2022-12-30,2
2022-12-31,2
2023-01-01,2
2023-01-02,4
2023-01-03,20
2023-01-04,32
2023-01-05,39
2023-01-06,56
2023-01-07,4
2023-01-08,3
2023-01-09,43
2023-01-10,54
2023-01-11,55
2023-01-12,66
2023-01-13,85
2023-01-14,7
2023-01-15,4
2023-01-16,5
2023-01-17,48
2023-01-18,54
2023-01-19,63
2023-01-20,79
2023-01-21,7
2023-01-22,4
2023-01-23,48
2023-01-24,57
2023-01-25,57
2023-01-26,70
2023-01-27,85
2023-01-28,9
2023-01-29,5
2023-01-30,50
2023-01-31,54
2023-02-01,57
2023-02-02,66
2023-02-03,90
2023-02-04,11
2023-02-05,6
2023-02-06,53
2023-02-07,63
2023-02-08,67
2023-02-09,73
2023-02-10,84
2023-02-11,10
2023-02-12,7
2023-02-13,47
2023-02-14,73
2023-02-15,72
2023-02-16,76
2023-02-17,76
2023-02-18,10
2023-02-19,6
2023-02-20,11
2023-02-21,43
2023-02-22,53
2023-02-23,59
2023-02-24,81
2023-02-25,9
2023-02-26,6
2023-02-27,54
2023-02-28,56
2023-03-01,60
2023-03-02,71
2023-03-03,80
2023-03-04,9
2023-03-05,6
2023-03-06,53
2023-03-07,62
2023-03-08,67
2023-03-09,78
2023-03-10,84
2023-03-11,10
2023-03-12,6
2023-03-13,38
2023-03-14,51
2023-03-15,50
2023-03-16,54
2023-03-17,63
2023-03-18,9
2023-03-19,5
2023-03-20,48
2023-03-21,55
2023-03-22,56
2023-03-23,66
2023-03-24,83
2023-03-25,8
2023-03-26,5
2023-03-27,47
2023-03-28,53
2023-03-29,56
2023-03-30,64
2023-03-31,70
2023-04-01,8
2023-04-02,4
2023-04-03,39
2023-04-04,44
2023-04-05,50
2023-04-06,59
2023-04-07,19
2023-04-08,4
2023-04-09,4
2023-04-10,29
2023-04-11,44
2023-04-12,49
2023-04-13,58
2023-04-14,69
2023-04-15,6
2023-04-16,4
2023-04-17,48
2023-04-18,52
2023-04-19,59
2023-04-20,65
2023-04-21,74
2023-04-22,7
2023-04-23,5
2023-04-24,56
2023-04-25,62
2023-04-26,62
2023-04-27,73
2023-04-28,83
2023-04-29,8
2023-04-30,5
2023-05-01,61
2023-05-02,61
2023-05-03,65
2023-05-04,71
2023-05-05,78
2023-05-06,7
2023-05-07,5
2023-05-08,56
2023-05-09,58
2023-05-10,65
2023-05-11,70
2023-05-12,81
2023-05-13,7
2023-05-14,5
2023-05-15,64
2023-05-16,68
2023-05-17,67
2023-05-18,69
2023-05-19,74
2023-05-20,7
2023-05-21,5
2023-05-22,54
2023-05-23,56
2023-05-24,54
2023-05-25,50
