Time,types_of_flooring
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,55.270032619486614
2025-02-04,82.90504892922992
2025-02-05,55.270032619486614
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,55.270032619486614
2025-02-09,0.0
2025-02-10,27.635016309743307
2025-02-11,82.90504892922992
2025-02-12,55.270032619486614
2025-02-13,0.0
2025-02-14,55.270032619486614
2025-02-15,0.0
2025-02-16,55.270032619486614
2025-02-17,55.270032619486614
2025-02-18,55.270032619486614
2025-02-19,55.270032619486614
2025-02-20,55.270032619486614
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,82.90504892922992
2025-02-24,0.0
2025-02-25,55.270032619486614
2025-02-26,55.270032619486614
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,82.90504892922992
2025-03-02,82.90504892922992
2025-03-03,55.270032619486614
2025-03-04,55.270032619486614
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,82.90504892922992
2025-03-09,55.270032619486614
2025-03-10,55.270032619486614
2025-03-11,55.270032619486614
2025-03-12,55.270032619486614
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,55.270032619486614
2025-03-17,27.635016309743307
2025-03-18,0.0
2025-03-19,55.270032619486614
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,110.54006523897323
2025-03-23,55.270032619486614
2025-03-24,82.90504892922992
2025-03-25,0.0
2025-03-26,55.270032619486614
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,55.270032619486614
2025-03-31,55.270032619486614
2025-04-01,55.270032619486614
2025-04-02,82.90504892922992
2025-04-03,55.270032619486614
2025-04-04,2763.5016309743305
2025-04-05,552.7003261948662
2025-04-06,0.0
2025-04-07,82.90504892922992
2025-04-08,0.0
2025-04-09,55.270032619486614
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,55.270032619486614
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,59.334005606213566
2025-04-16,52.01885423010505
2025-04-17,52.83164882745044
2025-04-18,0.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,55.270032619486614
2025-04-22,49.58047043806887
2025-04-23,81.27945973453913
2025-04-24,56.082827216832
2025-04-25,61.77238939824974
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,55.270032619486614
2025-04-29,60.14680020355896
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,55.270032619486614
2025-05-03,58.52121100886818
2025-05-04,78.84107594250295
2025-05-05,54.45723802214122
2025-05-06,50.39326503541426
2025-05-07,56.89562181417739
2025-05-08,51.206059632759654
2025-05-09,50.39326503541426
2025-05-10,60.95959480090435
2025-05-11,0.0
2025-05-12,0.0
2025-05-13,0.0
2025-05-14,52.01885423010505
2025-05-15,63.39797859294052
2025-05-16,47.142086646032695
2025-05-17,0.0
2025-05-18,56.89562181417739
2025-05-19,0.0
2025-05-20,60.14680020355895
2025-05-21,71.52592456639444
2025-05-22,53.644443424795824
2025-05-23,73.15151376108521
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,66.64915698232208
2025-05-28,0.0
2025-05-29,0.0
2025-05-30,60.14680020355895
2025-05-31,0.0
2025-06-01,63.39797859294052
2025-06-02,58.52121100886817
2025-06-03,56.89562181417739
2025-06-04,66.64915698232208
2025-06-05,48.76767584072348
2025-06-06,58.52121100886817
2025-06-07,71.52592456639444
2025-06-08,79.65387053984834
2025-06-09,55.27003261948661
2025-06-10,0.0
2025-06-11,52.01885423010504
2025-06-12,48.76767584072348
2025-06-13,60.14680020355895
2025-06-14,81.27945973453913
2025-06-15,0.0
2025-06-16,61.772389398249736
2025-06-17,48.76767584072348
2025-06-18,53.644443424795824
2025-06-19,0.0
2025-06-20,79.65387053984834
2025-06-21,65.02356778763131
2025-06-22,58.52121100886817
2025-06-23,68.27474617701287
2025-06-24,0.0
2025-06-25,48.76767584072348
2025-06-26,45.51649745134191
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,55.27003261948661
2025-06-30,78.02828134515757
2025-07-01,47.142086646032695
2025-07-02,66.64915698232208
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,58.52121100886817
2025-07-06,95.90976248675616
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,58.52121100886817
2025-07-12,78.02828134515757
2025-07-13,61.772389398249736
2025-07-14,48.76767584072348
2025-07-15,0.0
2025-07-16,60.14680020355895
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,60.14680020355895
2025-07-20,61.772389398249736
2025-07-21,68.27474617701287
2025-07-22,63.39797859294052
2025-07-23,112.165654433664
2025-07-24,0.0
2025-07-25,50.39326503541426
2025-07-26,65.02356778763131
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,52.01885423010504
2025-07-30,52.01885423010504
2025-07-31,55.27003261948661
2025-08-01,61.772389398249736
2025-08-02,63.39797859294052
2025-08-03,94.28417329206539
2025-08-04,52.01885423010504
2025-08-05,82.9050489292299
2025-08-06,0.0
2025-08-07,52.01885423010504
2025-08-08,69.90033537170365
2025-08-09,71.52592456639444
2025-08-10,69.90033537170365
2025-08-11,61.772389398249736
2025-08-12,63.39797859294052
2025-08-13,86.15622731861147
2025-08-14,63.39797859294052
2025-08-15,0.0
2025-08-16,162.55891946907826
2025-08-17,0.0
2025-08-18,68.27474617701287
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,61.772389398249736
2025-08-25,63.39797859294052
2025-08-26,45.51649745134191
2025-08-27,48.76767584072348
2025-08-28,58.52121100886817
2025-08-29,48.76767584072348
2025-08-30,60.14680020355895
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,56.89562181417739
2025-09-04,0.0
2025-09-05,71.52592456639444
2025-09-06,0.0
2025-09-07,50.39326503541426
2025-09-08,45.51649745134191
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,58.52121100886817
2025-09-14,0.0
2025-09-15,100.78653007082852
2025-09-16,69.90033537170365
2025-09-17,61.772389398249736
2025-09-18,63.39797859294052
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,76.40269215046678
2025-09-22,0.0
2025-09-23,55.27003261948661
2025-09-24,60.14680020355895
2025-09-25,0.0
2025-09-26,47.142086646032695
2025-09-27,0.0
2025-09-28,71.52592456639444
2025-09-29,0.0
2025-09-30,53.644443424795824
2025-10-01,56.89562181417739
2025-10-02,50.39326503541426
2025-10-03,61.772389398249736
2025-10-04,0.0
2025-10-05,86.15622731861147
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,50.39326503541426
2025-10-09,76.40269215046678
2025-10-10,63.39797859294052
2025-10-11,55.27003261948661
2025-10-12,0.0
2025-10-13,53.644443424795824
2025-10-14,52.01885423010504
2025-10-15,69.90033537170365
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,65.02356778763131
2025-10-21,48.76767584072348
2025-10-22,0.0
2025-10-23,53.644443424795824
2025-10-24,50.39326503541426
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,61.772389398249736
2025-10-28,0.0
2025-10-29,56.89562181417739
2025-10-30,55.27003261948661
2025-10-31,0.0
2025-11-01,68.27474617701287
2025-11-02,81.27945973453913
2025-11-03,60.14680020355895
2025-11-04,0.0
2025-11-05,53.644443424795824
2025-11-06,0.0
2025-11-07,47.142086646032695
2025-11-08,82.9050489292299
2025-11-09,58.52121100886817
2025-11-10,0.0
2025-11-11,45.51649745134191
2025-11-12,0.0
2025-11-13,71.52592456639444
2025-11-14,60.14680020355895
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,58.52121100886817
2025-11-19,60.14680020355895
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,91.03299490268382
2025-11-23,56.89562181417739
2025-11-24,66.64915698232208
2025-11-25,0.0
2025-11-26,56.89562181417739
2025-11-27,0.0
2025-11-28,87.78181651330226
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,84.5306381239207
2025-12-02,86.15622731861147
2025-12-03,50.39326503541426
2025-12-04,65.02356778763131
2025-12-05,0.0
2025-12-06,52.01885423010504
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,55.27003261948661
2025-12-10,48.76767584072348
2025-12-11,81.28775186468957
2025-12-12,45.57819089966113
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,56.97273862457641
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,51.68186206079147
2025-12-20,63.076409785706744
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,60.024574205141576
2025-12-27,53.20777985107405
2025-12-28,76.70999849384181
2025-12-29,85.05271063819193
2025-12-30,56.25961543163922
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,85.05271063819193
2026-01-03,69.89320413977427
2026-01-04,88.1045462187571
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,52.39498525372866
2026-01-08,0.0
2026-01-09,72.94503972033945
2026-01-10,96.98475423945824
2026-01-11,81.29604399483999
2026-01-12,62.75484097847298
2026-01-13,98.41100062533263
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,62.75484097847298
2026-01-18,65.60733375022176
2026-01-19,82.72229038071438
2026-01-20,59.902348206724206
2026-01-21,69.8860729078449
2026-01-22,0.0
2026-01-23,52.77111627735228
2026-01-24,85.57478315246316
2026-01-25,61.32859459259859
2026-01-26,59.902348206724206
2026-01-27,55.62360904910105
2026-01-28,61.32859459259859
2026-01-29,0.0
2026-01-30,49.918623505603506
2026-01-31,0.0
2026-02-01,115.52595725582526
2026-02-02,81.29604399483999
2026-02-03,41.36114519035719
2026-02-04,55.62360904910105
2026-02-05,54.19736266322666
2026-02-06,59.902348206724206
2026-02-07,47.066130733854735
2026-02-08,0.0
2026-02-09,49.918623505603506
2026-02-10,49.918623505603506
2026-02-11,75.59105845134245
2026-02-12,0.0
2026-02-13,51.34486989147789
2026-02-14,0.0
2026-02-15,65.60733375022176
2026-02-16,89.8535223100863
2026-02-17,71.3123192937193
2026-02-18,51.34486989147789
2026-02-19,77.01730483721684
2026-02-20,0.0
2026-02-21,62.75484097847298
2026-02-22,84.14853676658876
2026-02-23,68.45982652197053
2026-02-24,108.39472532645333
2026-02-25,59.902348206724206
2026-02-26,68.45982652197053
2026-02-27,62.75484097847298
2026-02-28,58.47610182084982
2026-03-01,0.0
2026-03-02,96.98475423945824
2026-03-03,102.68973978295578
2026-03-04,88.42727592421193
2026-03-05,75.59105845134245
2026-03-06,88.42727592421193
2026-03-07,106.96847894057895
2026-03-08,52.77111627735228
2026-03-09,51.34486989147789
2026-03-10,71.3123192937193
2026-03-11,58.47610182084982
2026-03-12,59.902348206724206
2026-03-13,57.049855434975434
2026-03-14,98.41100062533263
2026-03-15,92.70601508183509
2026-03-16,69.8860729078449
2026-03-17,0.0
2026-03-18,58.47610182084982
2026-03-19,55.62360904910105
2026-03-20,0.0
2026-03-21,64.18108736434736
2026-03-22,0.0
2026-03-23,75.59105845134245
2026-03-24,0.0
2026-03-25,102.68973978295578
2026-03-26,48.49237711972912
2026-03-27,0.0
2026-03-28,59.902348206724206
2026-03-29,95.55850785358386
2026-03-30,106.96847894057895
2026-03-31,58.47610182084982
2026-04-01,82.72229038071438
2026-04-02,0.0
2026-04-03,58.47610182084982
2026-04-04,0.0
2026-04-05,0.0
2026-04-06,0.0
2026-04-07,77.01730483721684
2026-04-08,49.918623505603506
2026-04-09,0.0
2026-04-10,72.73856567959368
2026-04-11,0.0
2026-04-12,99.83724701120701
2026-04-13,0.0
2026-04-14,82.72229038071438
2026-04-15,0.0
2026-04-16,58.47610182084982
2026-04-17,77.01730483721684
2026-04-18,61.32859459259859
2026-04-19,0.0
2026-04-20,0.0
2026-04-21,84.14853676658876
2026-04-22,61.32859459259859
2026-04-23,52.77111627735228
2026-04-24,62.75484097847298
2026-04-25,88.42727592421193
2026-04-26,95.55850785358386
2026-04-27,68.45982652197053
2026-04-28,79.86979760896561
2026-04-29,99.83724701120701
2026-04-30,72.73856567959368
2026-05-01,54.19736266322666
2026-05-02,91.2797686959607
2026-05-03,59.902348206724206
2026-05-04,89.8535223100863
2026-05-05,42.78739157623158
2026-05-06,44.21363796210596
2026-05-07,49.918623505603506
2026-05-08,102.68973978295578
2026-05-09,67.03358013609613
2026-05-10,78.44355122309122
2026-05-11,77.01730483721684
2026-05-12,52.77111627735228
2026-05-13,74.16481206546807
2026-05-14,0.0
2026-05-15,52.77111627735228
2026-05-16,0.0
2026-05-17,72.73856567959368
2026-05-18,0.0
2026-05-19,84.14853676658876
2026-05-20,55.62360904910105
2026-05-21,0.0
2026-05-22,54.19736266322666
2026-05-23,57.049855434975434
2026-05-24,0.0
2026-05-25,51.34486989147789
2026-05-26,44.21363796210596
2026-05-27,81.29604399483999
2026-05-28,72.73856567959368
2026-05-29,55.62360904910105
2026-05-30,99.83724701120701
2026-05-31,142.6246385874386
