Time,msnbc
2022-11-02,34.666666666666664
2022-11-03,34.666666666666664
2022-11-04,48.0
2022-11-05,61.33333333333333
2022-11-06,48.0
2022-11-07,50.666666666666664
2022-11-08,74.66666666666666
2022-11-09,266.66666666666663
2022-11-10,106.66666666666666
2022-11-11,82.66666666666666
2022-11-12,90.66666666666666
2022-11-13,101.33333333333333
2022-11-14,72.0
2022-11-15,72.0
2022-11-16,66.66666666666666
2022-11-17,50.666666666666664
2022-11-18,45.33333333333333
2022-11-19,34.666666666666664
2022-11-20,29.333333333333332
2022-11-21,34.666666666666664
2022-11-22,37.33333333333333
2022-11-23,37.33333333333333
2022-11-24,29.333333333333332
2022-11-25,26.666666666666664
2022-11-26,32.0
2022-11-27,29.333333333333332
2022-11-28,29.333333333333332
2022-11-29,32.0
2022-11-30,34.666666666666664
2022-12-01,32.0
2022-12-02,32.0
2022-12-03,32.0
2022-12-04,32.0
2022-12-05,32.0
2022-12-06,45.33333333333333
2022-12-07,88.0
2022-12-08,40.0
2022-12-09,40.0
2022-12-10,32.0
2022-12-11,26.666666666666664
2022-12-12,32.0
2022-12-13,34.666666666666664
2022-12-14,34.666666666666664
2022-12-15,34.666666666666664
2022-12-16,34.666666666666664
2022-12-17,26.666666666666664
2022-12-18,24.0
2022-12-19,45.33333333333333
2022-12-20,40.0
2022-12-21,40.0
2022-12-22,40.0
2022-12-23,37.33333333333333
2022-12-24,29.333333333333332
2022-12-25,24.0
2022-12-26,29.333333333333332
2022-12-27,34.666666666666664
2022-12-28,32.0
2022-12-29,37.33333333333333
2022-12-30,37.33333333333333
2022-12-31,32.0
2023-01-01,26.666666666666664
2023-01-02,26.666666666666664
2023-01-03,50.666666666666664
2023-01-04,58.666666666666664
2023-01-05,64.0
2023-01-06,58.666666666666664
2023-01-07,45.33333333333333
2023-01-08,26.666666666666664
2023-01-09,32.0
2023-01-10,34.666666666666664
2023-01-11,34.666666666666664
2023-01-12,40.0
2023-01-13,37.33333333333333
2023-01-14,45.33333333333333
2023-01-15,21.333333333333332
2023-01-16,26.666666666666664
2023-01-17,29.333333333333332
2023-01-18,29.333333333333332
2023-01-19,29.333333333333332
2023-01-20,32.0
2023-01-21,24.0
2023-01-22,24.0
2023-01-23,29.333333333333332
2023-01-24,32.0
2023-01-25,29.333333333333332
2023-01-26,32.0
2023-01-27,32.0
2023-01-28,37.33333333333333
2023-01-29,21.333333333333332
2023-01-30,26.666666666666664
2023-01-31,32.0
2023-02-01,32.0
2023-02-02,32.0
2023-02-03,32.0
2023-02-04,34.666666666666664
2023-02-05,32.0
2023-02-06,29.333333333333332
2023-02-07,29.333333333333332
2023-02-08,48.0
2023-02-09,37.33333333333333
2023-02-10,34.666666666666664
2023-02-11,32.0
2023-02-12,29.333333333333332
2023-02-13,32.0
2023-02-14,37.33333333333333
2023-02-15,32.0
2023-02-16,32.0
2023-02-17,32.0
2023-02-18,26.666666666666664
2023-02-19,26.666666666666664
2023-02-20,32.0
2023-02-21,34.666666666666664
2023-02-22,40.0
2023-02-23,42.666666666666664
2023-02-24,37.33333333333333
2023-02-25,24.0
2023-02-26,34.666666666666664
2023-02-27,29.333333333333332
2023-02-28,34.666666666666664
2023-03-01,32.0
2023-03-02,29.333333333333332
2023-03-03,32.0
2023-03-04,26.666666666666664
2023-03-05,24.0
2023-03-06,32.0
2023-03-07,34.666666666666664
2023-03-08,32.0
2023-03-09,37.33333333333333
2023-03-10,32.0
2023-03-11,58.666666666666664
2023-03-12,26.666666666666664
2023-03-13,32.0
2023-03-14,34.666666666666664
2023-03-15,34.666666666666664
2023-03-16,32.0
2023-03-17,32.0
2023-03-18,32.0
2023-03-19,29.333333333333332
2023-03-20,40.0
2023-03-21,50.666666666666664
2023-03-22,48.0
2023-03-23,40.0
2023-03-24,37.33333333333333
2023-03-25,29.333333333333332
2023-03-26,29.333333333333332
2023-03-27,45.33333333333333
2023-03-28,48.0
2023-03-29,37.33333333333333
2023-03-30,48.0
2023-03-31,58.666666666666664
2023-04-01,34.666666666666664
2023-04-02,29.333333333333332
2023-04-03,42.666666666666664
2023-04-04,90.66666666666666
2023-04-05,61.33333333333333
2023-04-06,42.666666666666664
2023-04-07,45.33333333333333
2023-04-08,32.0
2023-04-09,26.666666666666664
2023-04-10,40.0
2023-04-11,40.0
2023-04-12,37.33333333333333
2023-04-13,40.0
2023-04-14,37.33333333333333
2023-04-15,29.333333333333332
2023-04-16,26.666666666666664
2023-04-17,34.666666666666664
2023-04-18,40.0
2023-04-19,42.666666666666664
2023-04-20,34.666666666666664
2023-04-21,34.666666666666664
2023-04-22,26.666666666666664
2023-04-23,26.666666666666664
2023-04-24,48.0
2023-04-25,50.666666666666664
2023-04-26,40.114285714285714
2023-04-27,36.68571428571428
2023-04-28,31.923809523809524
2023-04-29,28.495238095238093
2023-04-30,26.323809523809523
2023-05-01,32.34285714285714
2023-05-02,34.93333333333334
2023-05-03,39.695238095238096
2023-05-04,37.52380952380952
2023-05-05,32.34285714285714
2023-05-06,29.333333333333336
2023-05-07,29.333333333333336
2023-05-08,34.095238095238095
2023-05-09,48.304761904761904
2023-05-10,47.04761904761905
2023-05-11,45.71428571428571
2023-05-12,40.114285714285714
2023-05-13,29.752380952380953
2023-05-14,27.16190476190476
2023-05-15,37.1047619047619
2023-05-16,45.29523809523809
2023-05-17,37.52380952380952
2023-05-18,37.1047619047619
2023-05-19,34.93333333333334
2023-05-20,26.74285714285714
2023-05-21,23.733333333333334
2023-05-22,34.095238095238095
2023-05-23,36.68571428571428
2023-05-24,34.93333333333334
2023-05-25,39.27619047619048
2023-05-26,35.2
2023-05-27,30.17142857142857
2023-05-28,30.17142857142857
2023-05-29,27.65714285714286
2023-05-30,35.2
2023-05-31,35.2
2023-06-01,36.03809523809524
2023-06-02,35.2
2023-06-03,26.81904761904762
2023-06-04,27.65714285714286
2023-06-05,34.36190476190476
2023-06-06,39.39047619047619
2023-06-07,39.39047619047619
2023-06-08,46.095238095238095
2023-06-09,80.45714285714286
2023-06-10,48.60952380952381
2023-06-11,38.55238095238095
2023-06-12,44.41904761904762
2023-06-13,79.61904761904762
2023-06-14,53.63809523809524
2023-06-15,50.285714285714285
2023-06-16,42.74285714285715
2023-06-17,32.68571428571428
2023-06-18,26.81904761904762
2023-06-19,37.714285714285715
2023-06-20,49.44761904761905
2023-06-21,46.93333333333334
2023-06-22,56.990476190476194
2023-06-23,41.904761904761905
2023-06-24,47.77142857142857
2023-06-25,36.03809523809524
2023-06-26,38.55238095238095
2023-06-27,42.74285714285715
2023-06-28,40.22857142857143
2023-06-29,47.77142857142857
2023-06-30,50.285714285714285
2023-07-01,32.68571428571428
2023-07-02,31.00952380952381
2023-07-03,37.714285714285715
2023-07-04,34.36190476190476
2023-07-05,36.03809523809524
2023-07-06,38.55238095238095
2023-07-07,36.03809523809524
2023-07-08,30.17142857142857
2023-07-09,25.98095238095238
2023-07-10,38.55238095238095
2023-07-11,43.58095238095238
2023-07-12,39.39047619047619
2023-07-13,37.714285714285715
2023-07-14,36.03809523809524
2023-07-15,28.495238095238097
2023-07-16,29.333333333333336
2023-07-17,36.03809523809524
2023-07-18,43.58095238095238
2023-07-19,44.41904761904762
2023-07-20,45.25714285714286
2023-07-21,45.25714285714286
2023-07-22,33.523809523809526
2023-07-23,29.333333333333336
2023-07-24,39.39047619047619
2023-07-25,41.904761904761905
2023-07-26,46.93333333333334
2023-07-27,46.93333333333334
2023-07-28,46.095238095238095
2023-07-29,36.03809523809524
2023-07-30,29.333333333333336
2023-07-31,41.904761904761905
2023-08-01,59.50476190476191
2023-08-02,62.85714285714286
2023-08-03,62.01904761904762
2023-08-04,51.96190476190476
2023-08-05,36.87619047619048
2023-08-06,35.2
2023-08-07,50.285714285714285
2023-08-08,50.285714285714285
2023-08-09,50.285714285714285
2023-08-10,48.60952380952381
2023-08-11,46.93333333333334
2023-08-12,32.68571428571428
2023-08-13,33.523809523809526
2023-08-14,44.41904761904762
2023-08-15,83.80952380952381
2023-08-16,51.96190476190476
2023-08-17,47.77142857142857
2023-08-18,45.25714285714286
2023-08-19,36.87619047619048
2023-08-20,36.03809523809524
2023-08-21,44.41904761904762
2023-08-22,45.25714285714286
2023-08-23,55.31428571428572
2023-08-24,71.23809523809524
2023-08-25,62.85714285714286
2023-08-26,37.714285714285715
2023-08-27,33.523809523809526
2023-08-28,47.77142857142857
2023-08-29,47.77142857142857
2023-08-30,45.25714285714286
2023-08-31,44.41904761904762
2023-09-01,40.22857142857143
2023-09-02,30.17142857142857
2023-09-03,27.65714285714286
2023-09-04,31.00952380952381
2023-09-05,39.39047619047619
2023-09-06,40.22857142857143
2023-09-07,42.74285714285715
2023-09-08,38.55238095238095
2023-09-09,27.65714285714286
2023-09-10,27.65714285714286
2023-09-11,36.03809523809524
2023-09-12,40.22857142857143
2023-09-13,40.22857142857143
2023-09-14,36.03809523809524
2023-09-15,39.39047619047619
2023-09-16,30.17142857142857
2023-09-17,27.65714285714286
2023-09-18,35.2
2023-09-19,38.55238095238095
2023-09-20,39.39047619047619
2023-09-21,41.06666666666667
2023-09-22,41.06666666666667
2023-09-23,30.17142857142857
2023-09-24,29.333333333333336
2023-09-25,41.06666666666667
2023-09-26,56.990476190476194
2023-09-27,45.25714285714286
2023-09-28,46.095238095238095
2023-09-29,43.58095238095238
2023-09-30,41.06666666666667
2023-10-01,35.2
2023-10-02,43.58095238095238
2023-10-03,61.180952380952384
2023-10-04,54.476190476190474
2023-10-05,45.25714285714286
2023-10-06,42.74285714285715
2023-10-07,47.77142857142857
2023-10-08,47.77142857142857
2023-10-09,57.82857142857143
2023-10-10,61.180952380952384
2023-10-11,56.15238095238095
2023-10-12,55.31428571428572
2023-10-13,56.990476190476194
2023-10-14,55.31428571428572
2023-10-15,51.12380952380953
2023-10-16,53.63809523809524
2023-10-17,60.34285714285714
2023-10-18,61.180952380952384
2023-10-19,56.990476190476194
2023-10-20,57.82857142857143
2023-10-21,38.55238095238095
2023-10-22,36.03809523809524
2023-10-23,42.74285714285715
2023-10-24,52.800000000000004
2023-10-25,51.96190476190476
2023-10-26,62.01904761904762
2023-10-27,49.44761904761905
2023-10-28,35.2
2023-10-29,31.00952380952381
2023-10-30,42.74285714285715
2023-10-31,46.93333333333334
2023-11-01,45.25714285714286
2023-11-02,42.74285714285715
2023-11-03,38.55238095238095
2023-11-04,30.17142857142857
2023-11-05,30.17142857142857
2023-11-06,51.12380952380953
2023-11-07,45.25714285714286
2023-11-08,63.695238095238096
2023-11-09,48.60952380952381
2023-11-10,36.87619047619048
2023-11-11,29.333333333333336
2023-11-12,25.98095238095238
2023-11-13,36.03809523809524
2023-11-14,40.22857142857143
2023-11-15,39.39047619047619
2023-11-16,37.714285714285715
2023-11-17,36.03809523809524
2023-11-18,29.333333333333336
2023-11-19,29.333333333333336
2023-11-20,41.06666666666667
2023-11-21,44.41904761904762
2023-11-22,41.904761904761905
2023-11-23,30.17142857142857
2023-11-24,31.00952380952381
2023-11-25,29.333333333333336
2023-11-26,26.81904761904762
2023-11-27,32.68571428571428
2023-11-28,35.2
2023-11-29,36.87619047619048
2023-11-30,42.74285714285715
2023-12-01,46.93333333333334
2023-12-02,32.68571428571428
2023-12-03,26.81904761904762
2023-12-04,35.2
2023-12-05,46.095238095238095
2023-12-06,40.22857142857143
2023-12-07,38.55238095238095
2023-12-08,36.03809523809524
2023-12-09,28.495238095238097
2023-12-10,24.304761904761904
2023-12-11,31.00952380952381
2023-12-12,40.22857142857143
2023-12-13,38.55238095238095
2023-12-14,34.36190476190476
2023-12-15,33.523809523809526
2023-12-16,26.81904761904762
2023-12-17,20.952380952380953
2023-12-18,32.68571428571428
2023-12-19,36.03809523809524
2023-12-20,43.58095238095238
2023-12-21,40.22857142857143
2023-12-22,39.25079365079365
2023-12-23,30.730158730158728
2023-12-24,23.885714285714286
2023-12-25,23.46666666666667
2023-12-26,34.78095238095238
2023-12-27,35.61904761904762
2023-12-28,35.61904761904762
2023-12-29,37.01587301587301
2023-12-30,27.51746031746032
2023-12-31,26.679365079365077
2024-01-01,29.333333333333336
2024-01-02,35.61904761904762
2024-01-03,37.43492063492063
2024-01-04,42.88253968253969
2024-01-05,35.2
2024-01-06,31.14920634920635
2024-01-07,31.14920634920635
2024-01-08,41.48571428571428
2024-01-09,46.93333333333334
2024-01-10,46.93333333333334
2024-01-11,46.51428571428571
2024-01-12,39.25079365079365
2024-01-13,31.14920634920635
2024-01-14,27.936507936507937
2024-01-15,33.38412698412698
2024-01-16,55.03492063492064
2024-01-17,45.11746031746031
2024-01-18,39.25079365079365
2024-01-19,38.83174603174603
2024-01-20,31.14920634920635
2024-01-21,31.288888888888888
2024-01-22,39.11111111111111
2024-01-23,43.02222222222222
2024-01-24,54.75555555555555
2024-01-25,41.06666666666666
2024-01-26,43.02222222222222
2024-01-27,35.199999999999996
2024-01-28,27.377777777777776
2024-01-29,35.199999999999996
2024-01-30,41.06666666666666
2024-01-31,41.06666666666666
2024-02-01,35.199999999999996
2024-02-02,33.24444444444444
2024-02-03,29.333333333333332
2024-02-04,27.377777777777776
2024-02-05,33.24444444444444
2024-02-06,43.02222222222222
2024-02-07,44.977777777777774
2024-02-08,54.75555555555555
2024-02-09,50.84444444444444
2024-02-10,29.333333333333332
2024-02-11,27.377777777777776
2024-02-12,33.24444444444444
2024-02-13,39.11111111111111
2024-02-14,48.888888888888886
2024-02-15,46.93333333333333
2024-02-16,56.71111111111111
2024-02-17,37.15555555555555
2024-02-18,31.288888888888888
2024-02-19,35.199999999999996
2024-02-20,41.06666666666666
2024-02-21,41.06666666666666
2024-02-22,43.02222222222222
2024-02-23,41.06666666666666
2024-02-24,35.199999999999996
2024-02-25,37.15555555555555
2024-02-26,39.11111111111111
2024-02-27,41.06666666666666
2024-02-28,41.06666666666666
2024-02-29,37.15555555555555
2024-03-01,37.15555555555555
2024-03-02,31.288888888888888
2024-03-03,27.377777777777776
2024-03-04,43.02222222222222
2024-03-05,41.06666666666666
2024-03-06,52.8
2024-03-07,41.06666666666666
2024-03-08,62.577777777777776
2024-03-09,31.288888888888888
2024-03-10,27.377777777777776
2024-03-11,35.199999999999996
2024-03-12,35.199999999999996
2024-03-13,37.15555555555555
2024-03-14,35.199999999999996
2024-03-15,37.15555555555555
2024-03-16,27.377777777777776
2024-03-17,27.377777777777776
2024-03-18,37.15555555555555
2024-03-19,39.11111111111111
2024-03-20,37.15555555555555
2024-03-21,35.199999999999996
2024-03-22,41.06666666666666
2024-03-23,37.15555555555555
2024-03-24,41.06666666666666
2024-03-25,58.666666666666664
2024-03-26,64.53333333333333
2024-03-27,54.75555555555555
2024-03-28,46.93333333333333
2024-03-29,37.15555555555555
2024-03-30,33.24444444444444
2024-03-31,29.333333333333332
2024-04-01,39.11111111111111
2024-04-02,39.11111111111111
2024-04-03,39.11111111111111
2024-04-04,35.199999999999996
2024-04-05,41.06666666666666
2024-04-06,29.333333333333332
2024-04-07,23.466666666666665
2024-04-08,35.199999999999996
2024-04-09,35.199999999999996
2024-04-10,37.15555555555555
2024-04-11,37.15555555555555
2024-04-12,37.15555555555555
2024-04-13,33.24444444444444
2024-04-14,39.11111111111111
2024-04-15,48.888888888888886
2024-04-16,43.02222222222222
2024-04-17,37.15555555555555
2024-04-18,43.02222222222222
2024-04-19,50.84444444444444
2024-04-20,33.24444444444444
2024-04-21,29.333333333333332
2024-04-22,46.93333333333333
2024-04-23,56.71111111111111
2024-04-24,46.93333333333333
2024-04-25,54.75555555555555
2024-04-26,44.977777777777774
2024-04-27,31.288888888888888
2024-04-28,29.333333333333332
2024-04-29,37.15555555555555
2024-04-30,41.06666666666666
2024-05-01,43.02222222222222
2024-05-02,39.11111111111111
2024-05-03,39.11111111111111
2024-05-04,31.288888888888888
2024-05-05,27.377777777777776
2024-05-06,37.15555555555555
2024-05-07,44.977777777777774
2024-05-08,41.06666666666666
2024-05-09,41.06666666666666
2024-05-10,37.15555555555555
2024-05-11,27.377777777777776
2024-05-12,23.466666666666665
2024-05-13,43.02222222222222
2024-05-14,46.93333333333333
2024-05-15,39.11111111111111
2024-05-16,44.977777777777774
2024-05-17,39.11111111111111
2024-05-18,27.377777777777776
2024-05-19,27.377777777777776
2024-05-20,39.11111111111111
2024-05-21,43.02222222222222
2024-05-22,39.11111111111111
2024-05-23,35.199999999999996
2024-05-24,35.199999999999996
2024-05-25,23.466666666666665
2024-05-26,27.377777777777776
2024-05-27,29.333333333333332
2024-05-28,44.977777777777774
2024-05-29,54.75555555555555
2024-05-30,107.55555555555556
2024-05-31,82.13333333333333
2024-06-01,39.11111111111111
2024-06-02,31.288888888888888
2024-06-03,39.11111111111111
2024-06-04,41.06666666666666
2024-06-05,41.06666666666666
2024-06-06,37.15555555555555
2024-06-07,33.24444444444444
2024-06-08,29.333333333333332
2024-06-09,25.42222222222222
2024-06-10,37.15555555555555
2024-06-11,43.02222222222222
2024-06-12,37.15555555555555
2024-06-13,35.199999999999996
2024-06-14,31.288888888888888
2024-06-15,27.377777777777776
2024-06-16,23.466666666666665
2024-06-17,31.288888888888888
2024-06-18,35.199999999999996
2024-06-19,33.24444444444444
2024-06-20,33.24444444444444
2024-06-21,35.199999999999996
2024-06-22,27.377777777777776
2024-06-23,25.42222222222222
2024-06-24,35.199999999999996
2024-06-25,39.11111111111111
2024-06-26,39.11111111111111
2024-06-27,43.02222222222222
2024-06-28,195.55555555555554
2024-06-29,44.977777777777774
2024-06-30,37.15555555555555
2024-07-01,66.48888888888888
2024-07-02,52.8
2024-07-03,50.84444444444444
2024-07-04,43.02222222222222
2024-07-05,44.977777777777774
2024-07-06,44.977777777777774
2024-07-07,37.15555555555555
2024-07-08,48.888888888888886
2024-07-09,44.977777777777774
2024-07-10,43.02222222222222
2024-07-11,54.75555555555555
2024-07-12,66.48888888888888
2024-07-13,88.0
2024-07-14,166.22222222222223
2024-07-15,99.73333333333333
2024-07-16,74.3111111111111
2024-07-17,72.35555555555555
2024-07-18,193.6
2024-07-19,140.79999999999998
2024-07-20,56.71111111111111
2024-07-21,103.64444444444445
2024-07-22,95.82222222222222
2024-07-23,76.26666666666667
2024-07-24,70.39999999999999
2024-07-25,66.48888888888888
2024-07-26,56.71111111111111
2024-07-27,46.93333333333333
2024-07-28,48.888888888888886
2024-07-29,52.8
2024-07-30,50.84444444444444
2024-07-31,54.75555555555555
2024-08-01,56.71111111111111
2024-08-02,50.84444444444444
2024-08-03,41.06666666666666
2024-08-04,43.02222222222222
2024-08-05,62.577777777777776
2024-08-06,74.3111111111111
2024-08-07,62.577777777777776
2024-08-08,60.62222222222222
2024-08-09,60.62222222222222
2024-08-10,50.84444444444444
2024-08-11,44.977777777777774
2024-08-12,54.75555555555555
2024-08-13,56.71111111111111
2024-08-14,54.75555555555555
2024-08-15,52.8
2024-08-16,54.75555555555555
2024-08-17,43.02222222222222
2024-08-18,37.48148148148148
2024-08-19,58.01481481481481
2024-08-20,72.02962962962962
2024-08-21,77.57037037037037
2024-08-22,64.53333333333333
2024-08-23,78.54814814814814
2024-08-24,44.977777777777774
2024-08-25,43.02222222222222
2024-08-26,48.562962962962956
2024-08-27,51.49629629629629
2024-08-28,49.54074074074074
2024-08-29,51.49629629629629
2024-08-30,56.05925925925926
2024-08-31,41.06666666666666
2024-09-01,36.5037037037037
2024-09-02,37.48148148148148
2024-09-03,43.02222222222222
2024-09-04,50.51851851851852
2024-09-05,44.0
2024-09-06,44.0
2024-09-07,36.5037037037037
2024-09-08,34.548148148148144
2024-09-09,43.02222222222222
2024-09-10,56.05925925925926
2024-09-11,143.0814814814815
2024-09-12,57.03703703703704
2024-09-13,49.54074074074074
2024-09-14,41.06666666666666
2024-09-15,50.51851851851852
2024-09-16,57.03703703703704
2024-09-17,57.36296296296296
2024-09-18,50.19259259259259
2024-09-19,50.19259259259259
2024-09-20,50.19259259259259
2024-09-21,43.02222222222222
2024-09-22,35.85185185185185
2024-09-23,43.02222222222222
2024-09-24,43.02222222222222
2024-09-25,50.19259259259259
2024-09-26,57.36296296296296
2024-09-27,50.19259259259259
2024-09-28,35.85185185185185
2024-09-29,28.68148148148148
2024-09-30,43.02222222222222
2024-10-01,57.36296296296296
2024-10-02,93.21481481481482
2024-10-03,57.36296296296296
2024-10-04,50.19259259259259
2024-10-05,43.02222222222222
2024-10-06,35.85185185185185
2024-10-07,43.02222222222222
2024-10-08,43.02222222222222
2024-10-09,50.19259259259259
2024-10-10,50.19259259259259
2024-10-11,43.02222222222222
2024-10-12,35.85185185185185
2024-10-13,28.68148148148148
2024-10-14,43.02222222222222
2024-10-15,43.02222222222222
2024-10-16,43.02222222222222
2024-10-17,57.36296296296296
2024-10-18,43.02222222222222
2024-10-19,35.85185185185185
2024-10-20,35.85185185185185
2024-10-21,50.19259259259259
2024-10-22,50.19259259259259
2024-10-23,50.19259259259259
