Time,tiempo
2023-12-22,59
2023-12-23,59
2023-12-24,54
2023-12-25,54
2023-12-26,58
2023-12-27,60
2023-12-28,57
2023-12-29,54
2023-12-30,54
2023-12-31,42
2024-01-01,41
2024-01-02,49
2024-01-03,59
2024-01-04,54
2024-01-05,57
2024-01-06,85
2024-01-07,63
2024-01-08,69
2024-01-09,85
2024-01-10,61
2024-01-11,60
2024-01-12,82
2024-01-13,75
2024-01-14,83
2024-01-15,99
2024-01-16,100
2024-01-17,78
2024-01-18,71
2024-01-19,83
2024-01-20,75
2024-01-21,77
2024-01-22,89
2024-01-23,84
2024-01-24,83
2024-01-25,71
2024-01-26,49
2024-01-27,46
2024-01-28,42
2024-01-29,40
2024-01-30,39
2024-01-31,44
2024-02-01,49
2024-02-02,45
2024-02-03,50
2024-02-04,58
2024-02-05,53
2024-02-06,45
2024-02-07,47
2024-02-08,45
2024-02-09,42
2024-02-10,54
2024-02-11,50
2024-02-12,47
2024-02-13,48
2024-02-14,38
2024-02-15,39
2024-02-16,50
2024-02-17,56
2024-02-18,54
2024-02-19,48
2024-02-20,45
2024-02-21,40
2024-02-22,43
2024-02-23,46
2024-02-24,40
2024-02-25,36
2024-02-26,43
2024-02-27,53
2024-02-28,53
2024-02-29,49
2024-03-01,54
2024-03-02,61
2024-03-03,53
2024-03-04,48
2024-03-05,54
2024-03-06,66
2024-03-07,52
2024-03-08,53
2024-03-09,51
2024-03-10,43
2024-03-11,39
2024-03-12,37
2024-03-13,36
2024-03-14,47
2024-03-15,56
2024-03-16,47
2024-03-17,42
2024-03-18,42
2024-03-19,36
2024-03-20,42
2024-03-21,46
2024-03-22,57
2024-03-23,65
2024-03-24,51
2024-03-25,51
2024-03-26,47
2024-03-27,52
2024-03-28,49
2024-03-29,42
2024-03-30,50
2024-03-31,50
2024-04-01,55
2024-04-02,53
2024-04-03,54
2024-04-04,51
2024-04-05,47
2024-04-06,40
2024-04-07,40
2024-04-08,43
2024-04-09,49
2024-04-10,50
2024-04-11,55
2024-04-12,44
2024-04-13,45
2024-04-14,43
2024-04-15,35
2024-04-16,36
2024-04-17,41
2024-04-18,39
2024-04-19,38
2024-04-20,52
2024-04-21,41
2024-04-22,34
2024-04-23,32
2024-04-24,34
2024-04-25,34
2024-04-26,41
2024-04-27,41
2024-04-28,42
2024-04-29,38
2024-04-30,39
2024-05-01,37
2024-05-02,40
2024-05-03,41
2024-05-04,52
2024-05-05,51
2024-05-06,45
2024-05-07,38
2024-05-08,41
2024-05-09,50
2024-05-10,42
2024-05-11,36
2024-05-12,44
2024-05-13,47
2024-05-14,44
2024-05-15,47
2024-05-16,49
2024-05-17,46
2024-05-18,45
2024-05-19,36
2024-05-20,33
2024-05-21,33
2024-05-22,36
2024-05-23,44
2024-05-24,40
2024-05-25,38
2024-05-26,41
2024-05-27,47
2024-05-28,42
2024-05-29,44
2024-05-30,40
2024-05-31,38
2024-06-01,41
2024-06-02,40
2024-06-03,38
2024-06-04,38
2024-06-05,47
2024-06-06,43
2024-06-07,28
2024-06-08,31
2024-06-09,36
2024-06-10,36
2024-06-11,36
2024-06-12,34
2024-06-13,33
2024-06-14,36
2024-06-15,31
2024-06-16,30
2024-06-17,36
2024-06-18,27
2024-06-19,33
2024-06-20,29
2024-06-21,28
2024-06-22,31
2024-06-23,31
2024-06-24,27
2024-06-25,28
2024-06-26,28
2024-06-27,23
2024-06-28,20
2024-06-29,21
2024-06-30,26
2024-07-01,20
2024-07-02,19
2024-07-03,18
2024-07-04,22
2024-07-05,28
2024-07-06,25
2024-07-07,24
2024-07-08,28
2024-07-09,23
2024-07-10,22
2024-07-11,22
2024-07-12,26
2024-07-13,23
2024-07-14,17
2024-07-15,21
2024-07-16,20
2024-07-17,26
2024-07-18,24
2024-07-19,19
2024-07-20,24
2024-07-21,25
2024-07-22,30
2024-07-23,29
2024-07-24,31
2024-07-25,26
2024-07-26,20
2024-07-27,18
2024-07-28,20
2024-07-29,24
2024-07-30,19
2024-07-31,20
2024-08-01,17
2024-08-02,23
2024-08-03,23
2024-08-04,24
2024-08-05,20
2024-08-06,22
2024-08-07,22
2024-08-08,22
2024-08-09,21
2024-08-10,16
2024-08-11,14
2024-08-12,17
2024-08-13,16
2024-08-14,15
2024-08-15,16
2024-08-16,15
2024-08-17,21
2024-08-18,22
2024-08-19,17
2024-08-20,15
2024-08-21,13
2024-08-22,15
2024-08-23,16
2024-08-24,14
2024-08-25,13
2024-08-26,18
2024-08-27,19
2024-08-28,19
2024-08-29,20
2024-08-30,23
2024-08-31,19
2024-09-01,22
2024-09-02,18
2024-09-03,18
2024-09-04,19
2024-09-05,19
2024-09-06,19
2024-09-07,21
2024-09-08,15
2024-09-09,17
2024-09-10,17
2024-09-11,18
2024-09-12,18
2024-09-13,17
2024-09-14,15
2024-09-15,16
2024-09-16,17
