Time,robert_blake
2025-01-31,10.276041595682335
2025-02-01,10.276041595682335
2025-02-02,15.414062393523501
2025-02-03,10.276041595682335
2025-02-04,10.276041595682335
2025-02-05,10.276041595682335
2025-02-06,10.276041595682335
2025-02-07,10.276041595682335
2025-02-08,10.276041595682335
2025-02-09,10.276041595682335
2025-02-10,10.276041595682335
2025-02-11,10.276041595682335
2025-02-12,0.0
2025-02-13,10.276041595682335
2025-02-14,10.276041595682335
2025-02-15,10.276041595682335
2025-02-16,15.414062393523501
2025-02-17,513.8020797841167
2025-02-18,174.6927071265997
2025-02-19,71.93229116977635
2025-02-20,35.966145584888174
2025-02-21,25.690103989205838
2025-02-22,25.690103989205838
2025-02-23,30.828124787047003
2025-02-24,25.690103989205838
2025-02-25,20.55208319136467
2025-02-26,15.414062393523501
2025-02-27,10.276041595682335
2025-02-28,10.276041595682335
2025-03-01,15.414062393523501
2025-03-02,20.55208319136467
2025-03-03,20.55208319136467
2025-03-04,15.414062393523501
2025-03-05,15.414062393523501
2025-03-06,10.276041595682335
2025-03-07,15.414062393523501
2025-03-08,20.55208319136467
2025-03-09,30.828124787047003
2025-03-10,15.414062393523501
2025-03-11,15.414062393523501
2025-03-12,25.690103989205838
2025-03-13,10.276041595682335
2025-03-14,10.276041595682335
2025-03-15,10.276041595682335
2025-03-16,15.414062393523501
2025-03-17,15.414062393523501
2025-03-18,15.414062393523501
2025-03-19,10.276041595682335
2025-03-20,15.414062393523501
2025-03-21,0.0
2025-03-22,10.276041595682335
2025-03-23,10.276041595682335
2025-03-24,10.276041595682335
2025-03-25,15.414062393523501
2025-03-26,15.414062393523501
2025-03-27,15.414062393523501
2025-03-28,15.414062393523501
2025-03-29,10.276041595682335
2025-03-30,15.414062393523501
2025-03-31,10.276041595682335
2025-04-01,10.276041595682335
2025-04-02,15.414062393523501
2025-04-03,10.276041595682335
2025-04-04,10.276041595682335
2025-04-05,0.0
2025-04-06,10.276041595682335
2025-04-07,0.0
2025-04-08,10.276041595682335
2025-04-09,15.414062393523501
2025-04-10,5.138020797841167
2025-04-11,5.138020797841167
2025-04-12,10.276041595682335
2025-04-13,10.276041595682335
2025-04-14,10.276041595682335
2025-04-15,0.0
2025-04-16,9.194353006663142
2025-04-17,9.194353006663142
2025-04-18,11.087308037446729
2025-04-19,8.923930859408344
2025-04-20,11.087308037446729
2025-04-21,10.276041595682335
2025-04-22,10.816885890191932
2025-04-23,0.0
2025-04-24,10.276041595682335
2025-04-25,9.464775153917941
2025-04-26,11.357730184701527
2025-04-27,10.816885890191932
2025-04-28,10.816885890191932
2025-04-29,0.0
2025-04-30,19.47039460234548
2025-05-01,9.194353006663142
2025-05-02,9.194353006663142
2025-05-03,10.816885890191932
2025-05-04,10.816885890191932
2025-05-05,15.278851319896102
2025-05-06,14.19716273087691
2025-05-07,9.464775153917941
2025-05-08,11.357730184701527
2025-05-09,10.546463742937133
2025-05-10,0.0
2025-05-11,15.008429172641303
2025-05-12,14.467584878131708
2025-05-13,26.366159357342834
2025-05-14,16.090117761660498
2025-05-15,21.092927485874267
2025-05-16,18.388706013326285
2025-05-17,11.357730184701529
2025-05-18,7.571820123134352
2025-05-19,14.602795951759107
2025-05-20,7.030975828624756
2025-05-21,10.276041595682335
2025-05-22,10.276041595682335
2025-05-23,9.73519730117274
2025-05-24,14.602795951759107
2025-05-25,11.898574479211124
2025-05-26,0.0
2025-05-27,9.194353006663142
2025-05-28,10.276041595682335
2025-05-29,9.194353006663142
2025-05-30,0.0
2025-05-31,15.684484540778302
2025-06-01,12.980263068230318
2025-06-02,10.276041595682335
2025-06-03,19.47039460234548
2025-06-04,12.439418773720721
2025-06-05,0.0
2025-06-06,10.276041595682335
2025-06-07,12.439418773720721
2025-06-08,16.225328835287897
2025-06-09,15.684484540778302
2025-06-10,12.439418773720721
2025-06-11,9.73519730117274
2025-06-12,10.276041595682335
2025-06-13,12.980263068230318
2025-06-14,33.53234625959499
2025-06-15,25.41968184195104
2025-06-16,37.859100615671764
2025-06-17,14.602795951759107
2025-06-18,10.276041595682335
2025-06-19,24.337993252931845
2025-06-20,0.0
2025-06-21,17.30701742430709
2025-06-22,9.194353006663142
2025-06-23,10.816885890191932
2025-06-24,15.684484540778302
2025-06-25,17.847861718816688
2025-06-26,29.205591903518215
2025-06-27,25.41968184195104
2025-06-28,23.256304663912655
2025-06-29,14.602795951759107
2025-06-30,12.980263068230318
2025-07-01,18.388706013326285
2025-07-02,14.602795951759107
2025-07-03,9.73519730117274
2025-07-04,10.816885890191932
2025-07-05,15.143640246268705
2025-07-06,24.337993252931845
2025-07-07,11.898574479211124
2025-07-08,14.602795951759107
2025-07-09,13.521107362739915
2025-07-10,14.602795951759107
2025-07-11,16.225328835287897
2025-07-12,20.011238896855073
2025-07-13,13.521107362739915
2025-07-14,24.337993252931845
2025-07-15,34.073190554104585
2025-07-16,17.30701742430709
2025-07-17,34.073190554104585
2025-07-18,14.061951657249512
2025-07-19,17.847861718816688
2025-07-20,27.583059019989427
2025-07-21,16.766173129797494
2025-07-22,7.030975828624756
2025-07-23,17.30701742430709
2025-07-24,11.357730184701529
2025-07-25,10.276041595682335
2025-07-26,13.521107362739915
2025-07-27,10.276041595682335
2025-07-28,8.112664417643948
2025-07-29,6.490131534115159
2025-07-30,8.653508712153545
2025-07-31,8.112664417643948
2025-08-01,12.980263068230318
2025-08-02,9.194353006663142
2025-08-03,10.816885890191932
2025-08-04,13.521107362739915
2025-08-05,0.0
2025-08-06,9.73519730117274
2025-08-07,8.112664417643948
2025-08-08,12.439418773720721
2025-08-09,10.816885890191932
2025-08-10,0.0
2025-08-11,9.194353006663142
2025-08-12,10.276041595682335
2025-08-13,10.816885890191932
2025-08-14,11.898574479211124
2025-08-15,11.357730184701529
2025-08-16,30.28728049253741
2025-08-17,54.08442945095966
2025-08-18,18.388706013326285
2025-08-19,13.521107362739915
2025-08-20,14.061951657249512
2025-08-21,10.276041595682335
2025-08-22,14.602795951759107
2025-08-23,8.653508712153545
2025-08-24,20.55208319136467
2025-08-25,12.439418773720721
2025-08-26,10.276041595682335
2025-08-27,12.439418773720721
2025-08-28,18.929550307835882
2025-08-29,8.112664417643948
2025-08-30,15.143640246268705
2025-08-31,11.898574479211124
2025-09-01,0.0
2025-09-02,11.898574479211124
2025-09-03,10.276041595682335
2025-09-04,9.194353006663142
2025-09-05,8.112664417643948
2025-09-06,16.766173129797494
2025-09-07,9.73519730117274
2025-09-08,10.816885890191932
2025-09-09,8.112664417643948
2025-09-10,10.276041595682335
2025-09-11,9.73519730117274
2025-09-12,9.194353006663142
2025-09-13,8.653508712153545
2025-09-14,10.276041595682335
2025-09-15,22.715460369403058
2025-09-16,24.337993252931845
2025-09-17,14.061951657249512
2025-09-18,12.439418773720721
2025-09-19,0.0
2025-09-20,15.143640246268705
2025-09-21,0.0
2025-09-22,11.357730184701529
2025-09-23,0.0
2025-09-24,10.276041595682335
2025-09-25,32.99150196508539
2025-09-26,23.797148958422248
2025-09-27,16.766173129797494
2025-09-28,10.276041595682335
2025-09-29,7.571820123134352
2025-09-30,7.030975828624756
2025-10-01,10.276041595682335
2025-10-02,6.490131534115159
2025-10-03,24.337993252931845
2025-10-04,36.77741202665257
2025-10-05,12.439418773720721
2025-10-06,10.276041595682335
2025-10-07,24.878837547441442
2025-10-08,25.41968184195104
2025-10-09,19.47039460234548
2025-10-10,10.816885890191932
2025-10-11,15.684484540778302
2025-10-12,17.847861718816688
2025-10-13,24.337993252931845
2025-10-14,26.501370430970233
2025-10-15,13.521107362739915
2025-10-16,14.061951657249512
2025-10-17,8.112664417643948
2025-10-18,10.816885890191932
2025-10-19,25.960526136460636
2025-10-20,11.898574479211124
2025-10-21,12.439418773720721
2025-10-22,17.847861718816688
2025-10-23,8.112664417643948
2025-10-24,12.980263068230318
2025-10-25,20.55208319136467
2025-10-26,17.30701742430709
2025-10-27,9.73519730117274
2025-10-28,10.816885890191932
2025-10-29,6.490131534115159
2025-10-30,19.47039460234548
2025-10-31,21.633771780383864
2025-11-01,34.073190554104585
2025-11-02,8.653508712153545
2025-11-03,13.521107362739915
2025-11-04,22.715460369403058
2025-11-05,11.898574479211124
2025-11-06,9.73519730117274
2025-11-07,7.571820123134352
2025-11-08,13.521107362739915
2025-11-09,17.30701742430709
2025-11-10,10.816885890191932
2025-11-11,15.143640246268705
2025-11-12,12.439418773720721
2025-11-13,7.030975828624756
2025-11-14,12.439418773720721
2025-11-15,19.47039460234548
2025-11-16,11.357730184701529
2025-11-17,11.357730184701529
2025-11-18,12.439418773720721
2025-11-19,15.143640246268705
2025-11-20,15.143640246268705
2025-11-21,24.878837547441442
2025-11-22,12.980263068230318
2025-11-23,14.602795951759107
2025-11-24,11.898574479211124
2025-11-25,17.30701742430709
2025-11-26,11.898574479211124
2025-11-27,22.715460369403058
2025-11-28,11.898574479211124
2025-11-29,0.0
2025-11-30,36.77741202665257
2025-12-01,32.99150196508539
2025-12-02,7.571820123134352
2025-12-03,12.980263068230318
2025-12-04,16.225328835287897
2025-12-05,13.521107362739915
2025-12-06,10.276041595682335
2025-12-07,11.357730184701529
2025-12-08,9.73519730117274
2025-12-09,8.653508712153545
2025-12-10,9.73519730117274
2025-12-11,11.357730184701527
2025-12-12,0.0
2025-12-13,15.143640246268703
2025-12-14,10.343647132496034
2025-12-15,9.59998622754534
2025-12-16,0.0
2025-12-17,15.8873011512194
2025-12-18,10.073224985241236
2025-12-19,9.59998622754534
2025-12-20,0.0
2025-12-21,9.329564080290542
2025-12-22,10.343647132496034
2025-12-23,6.828159218183657
2025-12-24,15.8873011512194
2025-12-25,15.143640246268703
2025-12-26,8.585903175339846
2025-12-27,30.016858345282607
2025-12-28,12.101391089652223
2025-12-29,13.385896289112516
2025-12-30,17.915467255630386
2025-12-31,13.859135046808412
2026-01-01,15.143640246268703
2026-01-02,13.385896289112516
2026-01-03,19.943633360041375
2026-01-04,18.185889402885184
2026-01-05,14.12955719406321
2026-01-06,10.343647132496034
2026-01-07,12.371813236907022
2026-01-08,10.614069279750833
2026-01-09,7.301397975879554
2026-01-10,11.357730184701527
2026-01-11,13.250685215485115
2026-01-12,11.357730184701527
2026-01-13,16.090117761660498
2026-01-14,23.66193788479485
2026-01-15,14.197162730876908
2026-01-16,9.46477515391794
2026-01-17,13.250685215485115
2026-01-18,22.715460369403054
2026-01-19,17.983072792444084
2026-01-20,10.411252669309732
2026-01-21,11.357730184701527
2026-01-22,9.46477515391794
2026-01-23,10.411252669309732
2026-01-24,11.357730184701527
2026-01-25,12.304207700093322
2026-01-26,12.304207700093322
2026-01-27,9.46477515391794
2026-01-28,14.197162730876908
2026-01-29,21.76898285401126
2026-01-30,12.304207700093322
2026-01-31,6.6253426077425575
2026-02-01,9.46477515391794
2026-02-02,14.197162730876908
2026-02-03,11.357730184701527
2026-02-04,17.983072792444084
2026-02-05,11.357730184701527
2026-02-06,16.090117761660498
2026-02-07,15.143640246268703
2026-02-08,15.143640246268703
2026-02-09,8.518297638526146
2026-02-10,7.571820123134351
2026-02-11,10.411252669309732
2026-02-12,17.983072792444084
2026-02-13,21.76898285401126
2026-02-14,12.304207700093322
2026-02-15,12.304207700093322
2026-02-16,28.394325461753816
2026-02-17,17.983072792444084
2026-02-18,29.34080297714561
2026-02-19,24.608415400186644
2026-02-20,17.983072792444084
2026-02-21,13.250685215485115
2026-02-22,18.92955030783588
2026-02-23,10.411252669309732
2026-02-24,17.983072792444084
2026-02-25,12.304207700093322
2026-02-26,19.876027823227673
2026-02-27,13.250685215485115
2026-02-28,10.411252669309732
2026-03-01,0.0
2026-03-02,21.76898285401126
2026-03-03,9.46477515391794
2026-03-04,11.357730184701527
2026-03-05,11.357730184701527
2026-03-06,9.46477515391794
2026-03-07,0.0
2026-03-08,8.518297638526146
2026-03-09,13.250685215485115
2026-03-10,16.090117761660498
2026-03-11,14.197162730876908
2026-03-12,14.197162730876908
2026-03-13,12.304207700093322
2026-03-14,11.357730184701527
2026-03-15,24.608415400186644
2026-03-16,9.46477515391794
2026-03-17,8.518297638526146
2026-03-18,11.357730184701527
2026-03-19,6.6253426077425575
2026-03-20,12.304207700093322
2026-03-21,12.304207700093322
2026-03-22,15.143640246268703
2026-03-23,21.76898285401126
2026-03-24,10.411252669309732
2026-03-25,16.090117761660498
2026-03-26,15.143640246268703
2026-03-27,14.197162730876908
2026-03-28,8.518297638526146
2026-03-29,19.876027823227673
2026-03-30,18.92955030783588
2026-03-31,23.66193788479485
2026-04-01,22.715460369403054
2026-04-02,12.304207700093322
2026-04-03,13.250685215485115
2026-04-04,23.66193788479485
2026-04-05,17.983072792444084
2026-04-06,13.250685215485115
2026-04-07,13.250685215485115
2026-04-08,12.304207700093322
2026-04-09,11.357730184701527
2026-04-10,6.6253426077425575
2026-04-11,13.250685215485115
2026-04-12,13.250685215485115
2026-04-13,11.357730184701527
2026-04-14,10.411252669309732
2026-04-15,18.92955030783588
2026-04-16,21.76898285401126
2026-04-17,10.411252669309732
2026-04-18,17.983072792444084
2026-04-19,17.983072792444084
2026-04-20,12.304207700093322
2026-04-21,14.197162730876908
2026-04-22,11.357730184701527
2026-04-23,14.197162730876908
2026-04-24,44.48444322341432
2026-04-25,30.287280492537406
2026-04-26,23.66193788479485
2026-04-27,15.143640246268703
2026-04-28,16.090117761660498
2026-04-29,17.036595277052292
2026-04-30,17.036595277052292
2026-05-01,18.92955030783588
2026-05-02,18.92955030783588
2026-05-03,25.554892915578435
2026-05-04,94.6477515391794
2026-05-05,91.80831899300401
2026-05-06,20.822505338619465
2026-05-07,12.304207700093322
2026-05-08,28.394325461753816
2026-05-09,15.143640246268703
2026-05-10,26.50137043097023
2026-05-11,18.92955030783588
2026-05-12,17.036595277052292
2026-05-13,12.304207700093322
2026-05-14,13.250685215485115
2026-05-15,16.090117761660498
2026-05-16,19.876027823227673
2026-05-17,22.715460369403054
2026-05-18,14.197162730876908
2026-05-19,15.143640246268703
2026-05-20,12.304207700093322
2026-05-21,8.518297638526146
2026-05-22,34.073190554104585
2026-05-23,19.876027823227673
2026-05-24,18.92955030783588
2026-05-25,13.250685215485115
2026-05-26,15.143640246268703
2026-05-27,8.518297638526146
2026-05-28,10.411252669309732
2026-05-29,12.304207700093322
2026-05-30,17.036595277052292
2026-05-31,17.036595277052292
