Time,carhartt
2023-12-22,100
2023-12-23,99
2023-12-24,86
2023-12-25,92
2023-12-26,98
2023-12-27,82
2023-12-28,80
2023-12-29,77
2023-12-30,77
2023-12-31,83
2024-01-01,74
2024-01-02,67
2024-01-03,70
2024-01-04,71
2024-01-05,72
2024-01-06,82
2024-01-07,86
2024-01-08,74
2024-01-09,74
2024-01-10,72
2024-01-11,71
2024-01-12,78
2024-01-13,96
2024-01-14,95
2024-01-15,88
2024-01-16,84
2024-01-17,84
2024-01-18,79
2024-01-19,75
2024-01-20,93
2024-01-21,95
2024-01-22,69
2024-01-23,64
2024-01-24,59
2024-01-25,55
2024-01-26,48
2024-01-27,62
2024-01-28,60
2024-01-29,52
2024-01-30,50
2024-01-31,45
2024-02-01,46
2024-02-02,49
2024-02-03,58
2024-02-04,56
2024-02-05,47
2024-02-06,44
2024-02-07,42
2024-02-08,42
2024-02-09,39
2024-02-10,51
2024-02-11,47
2024-02-12,37
2024-02-13,42
2024-02-14,39
2024-02-15,39
2024-02-16,46
2024-02-17,56
2024-02-18,61
2024-02-19,48
2024-02-20,44
2024-02-21,39
2024-02-22,40
2024-02-23,41
2024-02-24,50
2024-02-25,52
2024-02-26,39
2024-02-27,35
2024-02-28,35
2024-02-29,37
2024-03-01,38
2024-03-02,46
2024-03-03,46
2024-03-04,36
2024-03-05,34
2024-03-06,34
2024-03-07,36
2024-03-08,34
2024-03-09,46
2024-03-10,43
2024-03-11,36
2024-03-12,33
2024-03-13,33
2024-03-14,32
2024-03-15,32
2024-03-16,39
2024-03-17,42
2024-03-18,35
2024-03-19,33
2024-03-20,33
2024-03-21,34
2024-03-22,31
2024-03-23,40
2024-03-24,46
2024-03-25,35
2024-03-26,32
2024-03-27,34
2024-03-28,35
2024-03-29,36
2024-03-30,42
2024-03-31,38
2024-04-01,35
2024-04-02,32
2024-04-03,35
2024-04-04,36
2024-04-05,33
2024-04-06,39
2024-04-07,41
2024-04-08,29
2024-04-09,29
2024-04-10,30
2024-04-11,31
2024-04-12,33
2024-04-13,37
2024-04-14,37
2024-04-15,28
2024-04-16,30
2024-04-17,28
2024-04-18,28
2024-04-19,26
2024-04-20,34
2024-04-21,37
2024-04-22,29
2024-04-23,28
2024-04-24,28
2024-04-25,30
2024-04-26,29
2024-04-27,34
2024-04-28,35
2024-04-29,30
2024-04-30,28
2024-05-01,23
2024-05-02,26
2024-05-03,28
2024-05-04,32
2024-05-05,34
2024-05-06,28
2024-05-07,27
2024-05-08,26
2024-05-09,24
2024-05-10,24
2024-05-11,27
2024-05-12,29
2024-05-13,27
2024-05-14,28
2024-05-15,26
2024-05-16,24
2024-05-17,25
2024-05-18,31
2024-05-19,30
2024-05-20,27
2024-05-21,24
2024-05-22,22
2024-05-23,23
2024-05-24,29
2024-05-25,30
2024-05-26,30
2024-05-27,28
2024-05-28,25
2024-05-29,25
2024-05-30,24
2024-05-31,24
2024-06-01,28
2024-06-02,29
2024-06-03,25
2024-06-04,24
2024-06-05,28
2024-06-06,28
2024-06-07,26
2024-06-08,30
2024-06-09,30
2024-06-10,26
2024-06-11,25
2024-06-12,25
2024-06-13,25
2024-06-14,28
2024-06-15,31
2024-06-16,30
2024-06-17,26
2024-06-18,24
2024-06-19,23
2024-06-20,24
2024-06-21,24
2024-06-22,27
2024-06-23,31
2024-06-24,24
2024-06-25,25
2024-06-26,27
2024-06-27,23
2024-06-28,24
2024-06-29,31
2024-06-30,27
2024-07-01,24
2024-07-02,24
2024-07-03,22
2024-07-04,24
2024-07-05,22
2024-07-06,25
2024-07-07,32
2024-07-08,24
2024-07-09,23
2024-07-10,25
2024-07-11,24
2024-07-12,25
2024-07-13,28
2024-07-14,25
2024-07-15,23
2024-07-16,27
2024-07-17,28
2024-07-18,25
2024-07-19,24
2024-07-20,28
2024-07-21,33
2024-07-22,27
2024-07-23,27
2024-07-24,28
2024-07-25,26
2024-07-26,26
2024-07-27,26
2024-07-28,31
2024-07-29,25
2024-07-30,28
2024-07-31,27
2024-08-01,28
2024-08-02,29
2024-08-03,34
2024-08-04,35
2024-08-05,29
2024-08-06,28
2024-08-07,39
2024-08-08,32
2024-08-09,33
2024-08-10,36
2024-08-11,40
2024-08-12,33
2024-08-13,34
2024-08-14,32
2024-08-15,33
2024-08-16,33
2024-08-17,36
2024-08-18,40
2024-08-19,32
2024-08-20,35
2024-08-21,36
2024-08-22,36
2024-08-23,36
2024-08-24,37
2024-08-25,42
2024-08-26,35
2024-08-27,34
2024-08-28,36
2024-08-29,37
2024-08-30,36
2024-08-31,38
2024-09-01,41
2024-09-02,45
2024-09-03,38
2024-09-04,36
2024-09-05,32
2024-09-06,33
2024-09-07,46
2024-09-08,47
2024-09-09,41
2024-09-10,38
2024-09-11,37
2024-09-12,39
2024-09-13,36
2024-09-14,42
2024-09-15,43
2024-09-16,40
