Time,avatar_2
2022-12-29,357.64630225080384
2022-12-30,326.5466237942122
2022-12-31,342.09646302250803
2023-01-01,334.3215434083601
2023-01-02,349.87138263665594
2023-01-03,241.02250803858522
2023-01-04,186.59807073954983
2023-01-05,147.7234726688103
2023-01-06,171.04823151125402
2023-01-07,264.34726688102893
2023-01-08,287.67202572347264
2023-01-09,163.2733118971061
2023-01-10,116.62379421221866
2023-01-11,108.84887459807074
2023-01-12,93.29903536977491
2023-01-13,93.29903536977491
2023-01-14,178.82315112540192
2023-01-15,194.37299035369776
2023-01-16,163.2733118971061
2023-01-17,93.29903536977491
2023-01-18,77.7491961414791
2023-01-19,69.97427652733118
2023-01-20,77.7491961414791
2023-01-21,124.39871382636656
2023-01-22,139.94855305466237
2023-01-23,85.52411575562701
2023-01-24,62.19935691318328
2023-01-25,69.97427652733118
2023-01-26,62.19935691318328
2023-01-27,69.97427652733118
2023-01-28,101.07395498392283
2023-01-29,116.62379421221866
2023-01-30,69.97427652733118
2023-01-31,54.42443729903537
2023-02-01,54.42443729903537
2023-02-02,54.42443729903537
2023-02-03,62.19935691318328
2023-02-04,93.29903536977491
2023-02-05,93.29903536977491
2023-02-06,54.42443729903537
2023-02-07,38.87459807073955
2023-02-08,38.87459807073955
2023-02-09,38.87459807073955
2023-02-10,38.87459807073955
2023-02-11,69.97427652733118
2023-02-12,77.7491961414791
2023-02-13,46.649517684887456
2023-02-14,38.87459807073955
2023-02-15,38.87459807073955
2023-02-16,38.87459807073955
2023-02-17,38.87459807073955
2023-02-18,77.7491961414791
2023-02-19,77.7491961414791
2023-02-20,62.19935691318328
2023-02-21,38.87459807073955
2023-02-22,31.09967845659164
2023-02-23,31.09967845659164
2023-02-24,31.09967845659164
2023-02-25,62.19935691318328
2023-02-26,62.19935691318328
2023-02-27,31.09967845659164
2023-02-28,23.324758842443728
2023-03-01,23.324758842443728
2023-03-02,23.324758842443728
2023-03-03,31.09967845659164
2023-03-04,54.42443729903537
2023-03-05,54.42443729903537
2023-03-06,31.09967845659164
2023-03-07,31.09967845659164
2023-03-08,23.324758842443728
2023-03-09,23.324758842443728
2023-03-10,31.09967845659164
2023-03-11,46.649517684887456
2023-03-12,54.42443729903537
2023-03-13,54.42443729903537
2023-03-14,31.09967845659164
2023-03-15,31.09967845659164
2023-03-16,23.324758842443728
2023-03-17,31.09967845659164
2023-03-18,46.649517684887456
2023-03-19,46.649517684887456
2023-03-20,31.09967845659164
2023-03-21,23.324758842443728
2023-03-22,23.324758842443728
2023-03-23,31.09967845659164
2023-03-24,38.87459807073955
2023-03-25,54.42443729903537
2023-03-26,54.42443729903537
2023-03-27,38.87459807073955
2023-03-28,77.7491961414791
2023-03-29,85.52411575562701
2023-03-30,69.97427652733118
2023-03-31,77.7491961414791
2023-04-01,101.07395498392283
2023-04-02,101.07395498392283
2023-04-03,54.42443729903537
2023-04-04,46.649517684887456
2023-04-05,38.87459807073955
2023-04-06,38.87459807073955
2023-04-07,54.42443729903537
2023-04-08,69.97427652733118
2023-04-09,69.97427652733118
2023-04-10,46.649517684887456
2023-04-11,31.09967845659164
2023-04-12,23.324758842443728
2023-04-13,23.324758842443728
2023-04-14,23.324758842443728
2023-04-15,38.87459807073955
2023-04-16,46.649517684887456
2023-04-17,23.324758842443728
2023-04-18,15.54983922829582
2023-04-19,15.54983922829582
2023-04-20,23.324758842443728
2023-04-21,23.324758842443728
2023-04-22,46.649517684887456
2023-04-23,46.649517684887456
2023-04-24,23.324758842443728
2023-04-25,15.54983922829582
2023-04-26,15.54983922829582
2023-04-27,16.19774919614148
2023-04-28,16.84565916398714
2023-04-29,30.451768488745984
2023-04-30,36.930868167202576
2023-05-01,16.84565916398714
2023-05-02,15.54983922829582
2023-05-03,14.901929260450162
2023-05-04,15.54983922829582
2023-05-05,16.19774919614148
2023-05-06,29.803858520900324
2023-05-07,31.09967845659164
2023-05-08,16.84565916398714
2023-05-09,15.54983922829582
2023-05-10,15.54983922829582
2023-05-11,14.901929260450162
2023-05-12,14.901929260450162
2023-05-13,22.676848874598072
2023-05-14,31.09967845659164
2023-05-15,21.381028938906752
2023-05-16,15.54983922829582
2023-05-17,14.254019292604502
2023-05-18,13.606109324758844
2023-05-19,14.901929260450162
2023-05-20,16.84565916398714
2023-05-21,22.028938906752412
2023-05-22,14.254019292604502
2023-05-23,13.606109324758844
2023-05-24,8.42282958199357
2023-05-25,13.606109324758844
2023-05-26,14.254019292604504
2023-05-27,18.14147909967846
2023-05-28,22.028938906752416
2023-05-29,20.733118971061096
2023-05-30,14.254019292604504
2023-05-31,11.662379421221866
2023-06-01,11.662379421221866
2023-06-02,12.958199356913184
2023-06-03,18.14147909967846
2023-06-04,22.028938906752416
2023-06-05,16.84565916398714
2023-06-06,16.84565916398714
2023-06-07,54.424437299035375
2023-06-08,79.04501607717043
2023-06-09,68.67845659163989
2023-06-10,99.77813504823152
2023-06-11,129.58199356913184
2023-06-12,80.34083601286174
2023-06-13,51.832797427652736
2023-06-14,45.353697749196144
2023-06-15,36.28295819935692
2023-06-16,33.69131832797428
2023-06-17,41.46623794212219
2023-06-18,51.832797427652736
2023-06-19,40.17041800643087
2023-06-20,32.39549839228296
2023-06-21,29.803858520900324
2023-06-22,25.916398713826368
2023-06-23,25.916398713826368
2023-06-24,42.76205787781351
2023-06-25,53.128617363344055
2023-06-26,31.099678456591644
2023-06-27,23.32475884244373
2023-06-28,16.84565916398714
2023-06-29,15.549839228295822
2023-06-30,15.549839228295822
2023-07-01,23.32475884244373
2023-07-02,28.508038585209007
2023-07-03,19.437299035369776
2023-07-04,24.62057877813505
2023-07-05,15.549839228295822
2023-07-06,14.254019292604504
2023-07-07,12.958199356913184
2023-07-08,18.14147909967846
2023-07-09,24.62057877813505
2023-07-10,14.254019292604504
2023-07-11,11.662379421221866
2023-07-12,11.662379421221866
2023-07-13,10.366559485530548
2023-07-14,11.662379421221866
2023-07-15,16.84565916398714
2023-07-16,22.028938906752416
2023-07-17,12.958199356913184
2023-07-18,10.366559485530548
2023-07-19,9.07073954983923
2023-07-20,10.366559485530548
2023-07-21,11.662379421221866
2023-07-22,14.254019292604504
2023-07-23,16.84565916398714
2023-07-24,11.662379421221866
2023-07-25,10.366559485530548
2023-07-26,9.07073954983923
2023-07-27,10.366559485530548
2023-07-28,10.366559485530548
2023-07-29,12.958199356913184
2023-07-30,14.254019292604504
2023-07-31,10.366559485530548
2023-08-01,6.479099678456592
2023-08-02,6.479099678456592
2023-08-03,7.774919614147911
2023-08-04,7.774919614147911
2023-08-05,10.366559485530548
2023-08-06,11.662379421221866
2023-08-07,9.07073954983923
2023-08-08,6.479099678456592
2023-08-09,6.479099678456592
2023-08-10,7.774919614147911
2023-08-11,6.479099678456592
2023-08-12,10.366559485530548
2023-08-13,10.366559485530548
2023-08-14,7.774919614147911
2023-08-15,6.479099678456592
2023-08-16,5.183279742765274
2023-08-17,6.479099678456592
2023-08-18,5.183279742765274
2023-08-19,9.07073954983923
2023-08-20,11.662379421221866
2023-08-21,7.774919614147911
2023-08-22,6.479099678456592
2023-08-23,5.183279742765274
2023-08-24,5.183279742765274
2023-08-25,6.479099678456592
2023-08-26,7.774919614147911
2023-08-27,10.366559485530548
2023-08-28,6.479099678456592
2023-08-29,6.479099678456592
2023-08-30,5.183279742765274
2023-08-31,5.183279742765274
2023-09-01,5.183279742765274
2023-09-02,6.479099678456592
2023-09-03,7.774919614147911
2023-09-04,9.07073954983923
2023-09-05,5.183279742765274
2023-09-06,5.183279742765274
2023-09-07,3.8874598070739554
2023-09-08,3.8874598070739554
2023-09-09,6.479099678456592
2023-09-10,6.479099678456592
2023-09-11,5.183279742765274
2023-09-12,5.183279742765274
2023-09-13,5.183279742765274
2023-09-14,3.8874598070739554
2023-09-15,3.8874598070739554
2023-09-16,5.183279742765274
2023-09-17,9.07073954983923
2023-09-18,5.183279742765274
2023-09-19,3.8874598070739554
2023-09-20,3.8874598070739554
2023-09-21,3.8874598070739554
2023-09-22,3.8874598070739554
2023-09-23,5.183279742765274
2023-09-24,6.479099678456592
2023-09-25,5.183279742765274
2023-09-26,3.8874598070739554
2023-09-27,3.8874598070739554
2023-09-28,3.8874598070739554
2023-09-29,3.8874598070739554
2023-09-30,5.183279742765274
2023-10-01,5.183279742765274
2023-10-02,3.8874598070739554
2023-10-03,3.8874598070739554
2023-10-04,3.8874598070739554
2023-10-05,3.8874598070739554
2023-10-06,3.8874598070739554
2023-10-07,5.183279742765274
2023-10-08,5.183279742765274
2023-10-09,5.183279742765274
2023-10-10,3.8874598070739554
2023-10-11,3.8874598070739554
2023-10-12,3.8874598070739554
2023-10-13,3.8874598070739554
2023-10-14,5.183279742765274
2023-10-15,6.479099678456592
2023-10-16,3.8874598070739554
2023-10-17,3.8874598070739554
2023-10-18,3.8874598070739554
2023-10-19,3.8874598070739554
2023-10-20,3.8874598070739554
2023-10-21,5.183279742765274
2023-10-22,5.183279742765274
2023-10-23,3.8874598070739554
2023-10-24,3.8874598070739554
2023-10-25,3.8874598070739554
2023-10-26,3.8874598070739554
2023-10-27,3.8874598070739554
2023-10-28,5.183279742765274
2023-10-29,5.183279742765274
2023-10-30,3.8874598070739554
2023-10-31,3.8874598070739554
2023-11-01,3.8874598070739554
2023-11-02,3.8874598070739554
2023-11-03,3.8874598070739554
2023-11-04,5.183279742765274
2023-11-05,5.183279742765274
2023-11-06,3.8874598070739554
2023-11-07,3.8874598070739554
2023-11-08,3.8874598070739554
2023-11-09,3.8874598070739554
2023-11-10,5.183279742765274
2023-11-11,6.479099678456592
2023-11-12,5.183279742765274
2023-11-13,3.8874598070739554
2023-11-14,3.8874598070739554
2023-11-15,3.8874598070739554
2023-11-16,3.8874598070739554
2023-11-17,3.8874598070739554
2023-11-18,6.479099678456592
2023-11-19,5.183279742765274
2023-11-20,5.183279742765274
2023-11-21,5.183279742765274
2023-11-22,5.183279742765274
2023-11-23,7.774919614147911
2023-11-24,6.479099678456592
2023-11-25,6.479099678456592
2023-11-26,6.479099678456592
2023-11-27,5.183279742765274
2023-11-28,3.8874598070739554
2023-11-29,3.8874598070739554
2023-11-30,3.8874598070739554
2023-12-01,5.183279742765274
2023-12-02,5.183279742765274
2023-12-03,6.479099678456592
2023-12-04,5.183279742765274
2023-12-05,5.183279742765274
2023-12-06,3.8874598070739554
2023-12-07,5.183279742765274
2023-12-08,5.183279742765274
2023-12-09,7.774919614147911
2023-12-10,7.774919614147911
2023-12-11,6.479099678456592
2023-12-12,5.183279742765274
2023-12-13,6.479099678456592
2023-12-14,5.183279742765274
2023-12-15,5.183279742765274
2023-12-16,7.774919614147911
2023-12-17,7.774919614147911
2023-12-18,5.183279742765274
2023-12-19,5.183279742765274
2023-12-20,5.183279742765274
2023-12-21,5.183279742765274
2023-12-22,6.5005536509018125
2023-12-23,6.328921871340048
2023-12-24,6.5005536509018125
2023-12-25,8.006622516556293
2023-12-26,7.663358957432765
2023-12-27,6.5005536509018125
2023-12-28,6.672185430463577
2023-12-29,6.672185430463577
2023-12-30,7.491727177871001
2023-12-31,7.834990736994529
2024-01-01,10.160601350056432
2024-01-02,6.672185430463577
2024-01-03,5.509380123932626
2024-01-04,5.166116564809098
2024-01-05,4.994484785247334
2024-01-06,6.328921871340048
2024-01-07,6.672185430463577
2024-01-08,5.337748344370862
2024-01-09,4.994484785247334
2024-01-10,5.166116564809098
2024-01-11,4.994484785247334
2024-01-12,4.994484785247334
2024-01-13,5.509380123932626
2024-01-14,7.491727177871001
2024-01-15,4.994484785247334
2024-01-16,4.0033112582781465
2024-01-17,4.174943037839911
2024-01-18,4.174943037839911
2024-01-19,5.166116564809098
2024-01-20,7.491727177871001
2024-01-21,6.522007623347033
2024-01-22,4.462426268605865
2024-01-23,5.148953386852921
2024-01-24,4.462426268605865
2024-01-25,4.119162709482337
2024-01-26,3.775899150358809
2024-01-27,5.835480505099977
2024-01-28,5.835480505099977
2024-01-29,3.775899150358809
2024-01-30,4.119162709482337
2024-01-31,4.119162709482337
2024-02-01,3.775899150358809
2024-02-02,4.119162709482337
2024-02-03,4.462426268605865
2024-02-04,6.522007623347033
2024-02-05,4.462426268605865
2024-02-06,3.775899150358809
2024-02-07,3.775899150358809
2024-02-08,4.119162709482337
2024-02-09,3.4326355912352806
2024-02-10,5.492216945976449
2024-02-11,6.522007623347033
2024-02-12,3.775899150358809
2024-02-13,3.4326355912352806
2024-02-14,3.089372032111753
2024-02-15,3.775899150358809
2024-02-16,4.119162709482337
2024-02-17,6.178744064223506
2024-02-18,5.835480505099977
2024-02-19,6.865271182470561
2024-02-20,4.462426268605865
2024-02-21,4.462426268605865
2024-02-22,10.297906773705842
2024-02-23,20.939077106535212
2024-02-24,28.1476118481293
2024-02-25,34.32635591235281
2024-02-26,26.43129405251166
2024-02-27,18.879495751794042
2024-02-28,17.506441515299933
2024-02-29,16.13338727880582
2024-03-01,15.446860160558764
2024-03-02,20.252549988288155
2024-03-03,21.968867783905797
2024-03-04,15.790123719682292
2024-03-05,12.70075168757054
2024-03-06,14.07380592406465
2024-03-07,11.327697451076427
2024-03-08,10.297906773705842
2024-03-09,12.014224569323483
2024-03-10,13.730542364941122
2024-03-11,9.954643214582314
2024-03-12,8.581588978088202
2024-03-13,8.238325418964674
2024-03-14,7.2085347415940895
2024-03-15,7.895061859841146
2024-03-16,7.895061859841146
2024-03-17,10.984433891952898
2024-03-18,7.551798300717618
2024-03-19,6.178744064223506
2024-03-20,6.178744064223506
2024-03-21,4.805689827729393
2024-03-22,6.178744064223506
2024-03-23,7.895061859841146
2024-03-24,8.92485253721173
2024-03-25,6.178744064223506
2024-03-26,5.148953386852921
2024-03-27,4.805689827729393
2024-03-28,5.492216945976449
2024-03-29,5.835480505099977
2024-03-30,6.178744064223506
2024-03-31,7.895061859841146
2024-04-01,6.865271182470561
2024-04-02,4.462426268605865
2024-04-03,5.492216945976449
2024-04-04,5.148953386852921
2024-04-05,5.148953386852921
2024-04-06,5.492216945976449
2024-04-07,6.865271182470561
2024-04-08,4.805689827729393
2024-04-09,4.119162709482337
2024-04-10,4.805689827729393
2024-04-11,4.462426268605865
2024-04-12,5.148953386852921
2024-04-13,5.835480505099977
2024-04-14,8.238325418964674
2024-04-15,6.522007623347033
2024-04-16,4.805689827729393
2024-04-17,4.462426268605865
2024-04-18,5.148953386852921
2024-04-19,4.462426268605865
2024-04-20,5.835480505099977
2024-04-21,5.835480505099977
2024-04-22,5.492216945976449
2024-04-23,5.148953386852921
2024-04-24,5.148953386852921
2024-04-25,4.119162709482337
2024-04-26,3.775899150358809
2024-04-27,5.148953386852921
2024-04-28,5.835480505099977
2024-04-29,4.462426268605865
2024-04-30,3.775899150358809
2024-05-01,3.4326355912352806
2024-05-02,3.775899150358809
2024-05-03,4.462426268605865
2024-05-04,5.148953386852921
2024-05-05,4.805689827729393
2024-05-06,3.775899150358809
2024-05-07,3.4326355912352806
2024-05-08,3.089372032111753
2024-05-09,3.4326355912352806
2024-05-10,3.089372032111753
2024-05-11,5.148953386852921
2024-05-12,5.148953386852921
2024-05-13,4.119162709482337
2024-05-14,3.089372032111753
2024-05-15,3.775899150358809
2024-05-16,3.4326355912352806
2024-05-17,4.119162709482337
2024-05-18,4.119162709482337
2024-05-19,5.492216945976449
2024-05-20,3.775899150358809
2024-05-21,3.775899150358809
2024-05-22,3.4326355912352806
2024-05-23,2.7461084729882246
2024-05-24,3.089372032111753
2024-05-25,4.119162709482337
2024-05-26,5.148953386852921
2024-05-27,4.805689827729393
2024-05-28,3.4326355912352806
2024-05-29,3.089372032111753
2024-05-30,3.775899150358809
2024-05-31,3.4326355912352806
2024-06-01,3.775899150358809
2024-06-02,4.462426268605865
2024-06-03,4.119162709482337
2024-06-04,3.775899150358809
2024-06-05,3.4326355912352806
2024-06-06,3.775899150358809
2024-06-07,2.7461084729882246
2024-06-08,3.4326355912352806
2024-06-09,4.805689827729393
2024-06-10,3.089372032111753
2024-06-11,3.4326355912352806
2024-06-12,3.775899150358809
2024-06-13,3.775899150358809
2024-06-14,3.775899150358809
2024-06-15,3.775899150358809
2024-06-16,4.805689827729393
2024-06-17,3.775899150358809
2024-06-18,2.7461084729882246
2024-06-19,4.119162709482337
2024-06-20,3.089372032111753
2024-06-21,3.775899150358809
2024-06-22,3.775899150358809
2024-06-23,3.775899150358809
2024-06-24,3.775899150358809
2024-06-25,3.775899150358809
2024-06-26,3.4326355912352806
2024-06-27,3.089372032111753
2024-06-28,3.4326355912352806
2024-06-29,3.775899150358809
2024-06-30,3.4326355912352806
2024-07-01,3.4326355912352806
2024-07-02,2.7461084729882246
2024-07-03,3.089372032111753
2024-07-04,4.462426268605865
2024-07-05,4.462426268605865
2024-07-06,4.462426268605865
2024-07-07,5.148953386852921
2024-07-08,3.775899150358809
2024-07-09,3.089372032111753
2024-07-10,3.775899150358809
2024-07-11,3.4326355912352806
2024-07-12,3.4326355912352806
2024-07-13,3.4326355912352806
2024-07-14,4.462426268605865
2024-07-15,2.4028449138646963
2024-07-16,3.089372032111753
2024-07-17,2.4028449138646963
2024-07-18,2.4028449138646963
2024-07-19,3.089372032111753
2024-07-20,3.775899150358809
2024-07-21,4.119162709482337
2024-07-22,3.089372032111753
2024-07-23,3.4326355912352806
2024-07-24,3.4326355912352806
2024-07-25,3.089372032111753
2024-07-26,2.0595813547411685
2024-07-27,4.119162709482337
2024-07-28,3.4326355912352806
2024-07-29,3.775899150358809
2024-07-30,3.089372032111753
2024-07-31,2.4028449138646963
2024-08-01,2.0595813547411685
2024-08-02,2.7461084729882246
2024-08-03,3.4326355912352806
2024-08-04,3.4326355912352806
2024-08-05,3.089372032111753
2024-08-06,3.089372032111753
2024-08-07,3.4326355912352806
2024-08-08,3.089372032111753
2024-08-09,3.089372032111753
2024-08-10,7.2085347415940895
2024-08-11,6.522007623347033
2024-08-12,4.805689827729393
2024-08-13,4.119162709482337
2024-08-14,3.775899150358809
2024-08-15,4.119162709482337
2024-08-16,3.089372032111753
2024-08-17,4.462426268605865
2024-08-18,5.43610910130861
2024-08-19,3.0818292322389533
2024-08-20,3.809378595408251
2024-08-21,3.0119590860488135
2024-08-22,3.0119590860488135
2024-08-23,3.669638303027971
2024-08-24,3.809378595408251
2024-08-25,5.124737029366566
2024-08-26,3.1167643053340237
2024-08-27,2.7704571602969095
2024-08-28,2.4590850883548656
2024-08-29,3.774443522313181
2024-08-30,3.151699378429093
2024-08-31,4.050880521160154
2024-09-01,3.739508449218111
2024-09-02,4.120750667350295
2024-09-03,3.151699378429093
2024-09-04,2.4590850883548656
2024-09-05,2.4590850883548656
2024-09-06,2.3542798690696563
2024-09-07,2.7704571602969095
2024-09-08,4.085815594255225
2024-09-09,2.6656519410117
2024-09-10,2.7704571602969095
2024-09-11,2.147713016412822
2024-09-12,2.424150015259796
2024-09-13,1.6966006520904986
2024-09-14,3.0119590860488135
2024-09-15,2.6307168679166297
