Time,liverpool
2022-04-21,4.0
2022-04-22,4.0
2022-04-23,5.0
2022-04-24,15.0
2022-04-25,5.0
2022-04-26,5.0
2022-04-27,25.0
2022-04-28,7.0
2022-04-29,4.0
2022-04-30,11.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,31.0
2022-05-04,11.0
2022-05-05,7.0
2022-05-06,6.0
2022-05-07,21.0
2022-05-08,7.0
2022-05-09,5.0
2022-05-10,14.0
2022-05-11,6.0
2022-05-12,5.0
2022-05-13,5.0
2022-05-14,39.0
2022-05-15,11.0
2022-05-16,6.0
2022-05-17,17.0
2022-05-18,6.0
2022-05-19,5.0
2022-05-20,4.0
2022-05-21,7.0
2022-05-22,27.0
2022-05-23,6.0
2022-05-24,5.0
2022-05-25,5.0
2022-05-26,5.0
2022-05-27,8.0
2022-05-28,100.0
2022-05-29,18.0
2022-05-30,7.0
2022-05-31,4.0
2022-06-01,4.0
2022-06-02,3.0
2022-06-03,3.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,3.0
2022-06-07,3.0
2022-06-08,3.0
2022-06-09,3.0
2022-06-10,3.0
2022-06-11,3.0
2022-06-12,3.0
2022-06-13,3.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,3.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,3.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,3.0
2022-06-28,2.0
2022-06-29,3.0
2022-06-30,2.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,3.0
2022-07-06,2.0
2022-07-07,3.0
2022-07-08,3.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,16.0
2022-07-13,5.0
2022-07-14,3.0
2022-07-15,6.0
2022-07-16,3.0
2022-07-17,4.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,9.0
2022-07-22,5.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,6.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,23.0
2022-07-31,9.0
2022-08-01,4.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,4.0
2022-08-06,16.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,18.0
2022-08-16,6.0
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,4.0
2022-08-20,5.0
2022-08-21,5.0
2022-08-22,32.0
2022-08-23,7.0
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-27,18.0
2022-08-28,6.0
2022-08-29,3.875
2022-08-30,3.875
2022-08-31,12.1875
2022-09-01,5.8125
2022-09-02,3.875
2022-09-03,10.0625
2022-09-04,4.0625
2022-09-05,3.1875
2022-09-06,3.1875
2022-09-07,14.8125
2022-09-08,4.9375
2022-09-09,3.0
2022-09-10,3.1875
2022-09-11,3.0
2022-09-12,3.0
2022-09-13,11.125
2022-09-14,4.9375
2022-09-15,3.0
2022-09-16,2.8125
2022-09-17,3.875
2022-09-18,3.875
2022-09-19,2.8125
2022-09-20,2.8125
2022-09-21,2.8125
2022-09-22,2.8125
2022-09-23,2.125
2022-09-24,3.0
2022-09-25,2.3125
2022-09-26,2.125
2022-09-27,2.125
2022-09-28,2.25
2022-09-29,2.25
2022-09-30,2.625
2022-10-01,10.125
2022-10-02,3.75
2022-10-03,3.0
2022-10-04,7.125
2022-10-05,3.75
2022-10-06,2.625
2022-10-07,2.625
2022-10-08,4.125
2022-10-09,21.75
2022-10-10,4.875
2022-10-11,3.375
2022-10-12,8.625
2022-10-13,4.5
2022-10-14,3.375
2022-10-15,4.875
2022-10-16,27.75
2022-10-17,5.25
2022-10-18,3.375
2022-10-19,8.25
2022-10-20,3.75
2022-10-21,3.0
2022-10-22,9.75
2022-10-23,3.375
2022-10-24,2.625
2022-10-25,3.0
2022-10-26,7.125
2022-10-27,3.75
2022-10-28,2.625
2022-10-29,12.0
2022-10-30,4.875
2022-10-31,3.375
2022-11-01,8.625
2022-11-02,4.125
2022-11-03,2.25
2022-11-04,3.0
2022-11-05,3.75
2022-11-06,13.125
2022-11-07,6.0
2022-11-08,3.75
2022-11-09,5.25
2022-11-10,3.75
2022-11-11,3.0
2022-11-12,7.125
2022-11-13,3.375
2022-11-14,2.625
2022-11-15,2.25
2022-11-16,1.875
2022-11-17,2.25
2022-11-18,2.25
2022-11-19,2.25
2022-11-20,2.25
2022-11-21,1.875
2022-11-22,2.25
2022-11-23,2.25
2022-11-24,2.25
2022-11-25,2.625
2022-11-26,2.25
2022-11-27,2.25
2022-11-28,2.25
2022-11-29,1.875
2022-11-30,1.875
2022-12-01,1.875
2022-12-02,1.875
2022-12-03,1.875
2022-12-04,2.25
2022-12-05,1.875
2022-12-06,1.875
2022-12-07,1.875
2022-12-08,2.25
2022-12-09,2.25
2022-12-10,2.25
2022-12-11,4.875
2022-12-12,2.25
2022-12-13,2.25
2022-12-14,2.25
2022-12-15,2.25
2022-12-16,5.25
2022-12-17,2.625
2022-12-18,2.25
2022-12-19,2.625
2022-12-20,2.625
2022-12-21,3.0
2022-12-22,16.125
2022-12-23,5.25
2022-12-24,2.625
2022-12-25,2.625
2022-12-26,12.375
2022-12-27,5.625
2022-12-28,3.75
2022-12-29,3.375
2022-12-30,10.5
2022-12-31,6.0
2023-01-01,3.375
2023-01-02,12.75
2023-01-03,4.125
2023-01-04,3.0
2023-01-05,2.625
2023-01-06,3.0
2023-01-07,12.75
2023-01-08,5.25
2023-01-09,3.0
2023-01-10,3.0
2023-01-11,2.625
2023-01-12,2.625
2023-01-13,2.625
2023-01-14,9.75
2023-01-15,3.75
2023-01-16,3.0
2023-01-17,9.75
2023-01-18,4.125
2023-01-19,3.0
2023-01-20,3.0
2023-01-21,10.5
2023-01-22,3.75
2023-01-23,2.625
2023-01-24,2.625
2023-01-25,2.625
2023-01-26,2.625
2023-01-27,3.0
2023-01-28,3.375
2023-01-29,9.375
2023-01-30,3.0
2023-01-31,3.0
2023-02-01,2.625
2023-02-02,2.25
2023-02-03,2.625
2023-02-04,9.75
2023-02-05,3.75
2023-02-06,2.625
2023-02-07,2.625
2023-02-08,2.625
2023-02-09,2.625
2023-02-10,2.625
2023-02-11,3.375
2023-02-12,3.0
2023-02-13,10.125
2023-02-14,6.375
2023-02-15,3.0
2023-02-16,3.0
2023-02-17,3.0
2023-02-18,10.5
2023-02-19,4.125
2023-02-20,3.75
2023-02-21,35.25
2023-02-22,8.25
2023-02-23,3.375
2023-02-24,3.0
2023-02-25,9.75
2023-02-26,4.5
2023-02-27,2.625
2023-02-28,3.0
2023-03-01,7.875
2023-03-02,5.625
2023-03-03,3.375
2023-03-04,4.5
2023-03-05,37.5
2023-03-06,10.125
2023-03-07,4.875
2023-03-08,4.5
2023-03-09,4.125
2023-03-10,3.75
2023-03-11,11.625
2023-03-12,3.75
2023-03-13,3.375
2023-03-14,4.5
2023-03-15,24.75
2023-03-16,6.375
2023-03-17,3.0
2023-03-18,4.125
2023-03-19,3.375
2023-03-20,2.625
2023-03-21,2.25
2023-03-22,2.25
2023-03-23,2.25
2023-03-24,2.25
2023-03-25,2.625
2023-03-26,2.25
2023-03-27,2.25
2023-03-28,2.25
2023-03-29,2.25
2023-03-30,2.25
2023-03-31,3.0
2023-04-01,16.125
2023-04-02,3.375
2023-04-03,3.0
2023-04-04,11.625
2023-04-05,4.125
2023-04-06,2.625
2023-04-07,3.0
2023-04-08,4.125
2023-04-09,24.75
2023-04-10,4.5
2023-04-11,3.0
2023-04-12,2.625
2023-04-13,2.625
2023-04-14,2.625
2023-04-15,3.375
2023-04-16,3.0
2023-04-17,12.0
2023-04-18,4.875
2023-04-19,3.0
2023-04-20,2.625
2023-04-21,2.625
2023-04-22,9.0
2023-04-23,3.375
2023-04-24,2.625
2023-04-25,2.625
2023-04-26,7.261363636363637
2023-04-27,3.3579545454545454
2023-04-28,2.7443181818181817
2023-04-29,3.3579545454545454
2023-04-30,16.909090909090907
2023-05-01,4.3977272727272725
2023-05-02,2.9318181818181817
2023-05-03,7.142045454545454
2023-05-04,4.090909090909091
2023-05-05,3.3579545454545454
2023-05-06,9.647727272727273
2023-05-07,4.943181818181818
2023-05-08,4.090909090909091
2023-05-09,3.0511363636363633
2023-05-10,2.7443181818181817
2023-05-11,2.625
2023-05-12,2.9318181818181817
2023-05-13,4.090909090909091
2023-05-14,3.664772727272727
2023-05-15,10.5
2023-05-16,4.636363636363637
2023-05-17,3.3579545454545454
2023-05-18,3.0511363636363633
2023-05-19,3.0511363636363633
2023-05-20,10.619318181818182
2023-05-21,4.823863636363637
2023-05-22,3.0511363636363633
2023-05-23,2.7443181818181817
2023-05-24,2.7443181818181817
2023-05-25,3.3579545454545454
2023-05-26,2.8636363636363633
2023-05-27,3.340909090909091
2023-05-28,7.3977272727272725
2023-05-29,3.579545454545454
2023-05-30,2.8636363636363633
2023-05-31,2.625
2023-06-01,2.625
2023-06-02,2.3863636363636362
2023-06-03,2.8636363636363633
2023-06-04,2.625
2023-06-05,2.625
2023-06-06,2.8636363636363633
2023-06-07,2.8636363636363633
2023-06-08,3.102272727272727
2023-06-09,2.8636363636363633
2023-06-10,3.579545454545454
2023-06-11,2.625
2023-06-12,2.8636363636363633
2023-06-13,2.625
2023-06-14,2.625
2023-06-15,2.8636363636363633
2023-06-16,2.8636363636363633
2023-06-17,2.625
2023-06-18,2.625
2023-06-19,2.8636363636363633
2023-06-20,2.625
2023-06-21,2.625
2023-06-22,2.625
2023-06-23,2.3863636363636362
2023-06-24,2.3863636363636362
2023-06-25,2.3863636363636362
2023-06-26,2.625
2023-06-27,2.8636363636363633
2023-06-28,2.8636363636363633
2023-06-29,3.102272727272727
2023-06-30,3.579545454545454
2023-07-01,3.340909090909091
2023-07-02,3.579545454545454
2023-07-03,3.340909090909091
2023-07-04,3.102272727272727
2023-07-05,3.102272727272727
2023-07-06,3.102272727272727
2023-07-07,2.8636363636363633
2023-07-08,3.102272727272727
2023-07-09,2.8636363636363633
2023-07-10,2.8636363636363633
2023-07-11,2.8636363636363633
2023-07-12,2.8636363636363633
2023-07-13,3.340909090909091
2023-07-14,3.102272727272727
2023-07-15,3.340909090909091
2023-07-16,3.340909090909091
2023-07-17,4.056818181818182
2023-07-18,4.7727272727272725
2023-07-19,8.59090909090909
2023-07-20,6.920454545454545
2023-07-21,6.204545454545454
2023-07-22,7.159090909090908
2023-07-23,6.920454545454545
2023-07-24,5.965909090909091
2023-07-25,3.340909090909091
2023-07-26,3.579545454545454
2023-07-27,3.579545454545454
2023-07-28,3.102272727272727
2023-07-29,3.579545454545454
2023-07-30,6.4431818181818175
2023-07-31,3.818181818181818
2023-08-01,3.579545454545454
2023-08-02,7.3977272727272725
2023-08-03,3.818181818181818
2023-08-04,3.340909090909091
2023-08-05,3.340909090909091
2023-08-06,3.579545454545454
2023-08-07,6.920454545454545
2023-08-08,4.295454545454545
2023-08-09,3.579545454545454
2023-08-10,4.056818181818182
2023-08-11,6.681818181818182
2023-08-12,5.727272727272727
2023-08-13,23.863636363636363
2023-08-14,6.920454545454545
2023-08-15,6.204545454545454
2023-08-16,5.488636363636363
2023-08-17,5.011363636363636
2023-08-18,5.011363636363636
2023-08-19,14.318181818181817
2023-08-20,4.7727272727272725
2023-08-21,4.056818181818182
2023-08-22,4.295454545454545
2023-08-23,3.579545454545454
2023-08-24,3.579545454545454
2023-08-25,3.579545454545454
2023-08-26,4.534090909090909
2023-08-27,19.329545454545453
2023-08-28,5.488636363636363
2023-08-29,3.818181818181818
2023-08-30,4.295454545454545
2023-08-31,4.534090909090909
2023-09-01,4.7727272727272725
2023-09-02,4.7727272727272725
2023-09-03,11.931818181818182
2023-09-04,3.579545454545454
2023-09-05,3.102272727272727
2023-09-06,3.102272727272727
2023-09-07,2.8636363636363633
2023-09-08,2.625
2023-09-09,3.102272727272727
2023-09-10,2.3863636363636362
2023-09-11,2.3863636363636362
2023-09-12,2.3863636363636362
2023-09-13,2.3863636363636362
2023-09-14,2.3863636363636362
2023-09-15,2.8636363636363633
2023-09-16,10.261363636363635
2023-09-17,3.340909090909091
2023-09-18,2.8636363636363633
2023-09-19,2.8636363636363633
2023-09-20,3.102272727272727
2023-09-21,11.693181818181817
2023-09-22,3.818181818181818
2023-09-23,3.818181818181818
2023-09-24,9.068181818181818
2023-09-25,3.340909090909091
2023-09-26,3.102272727272727
2023-09-27,8.113636363636363
2023-09-28,4.056818181818182
2023-09-29,3.340909090909091
2023-09-30,18.613636363636363
2023-10-01,5.727272727272727
2023-10-02,4.056818181818182
2023-10-03,3.818181818181818
2023-10-04,4.056818181818182
2023-10-05,8.829545454545453
2023-10-06,4.534090909090909
2023-10-07,4.295454545454545
2023-10-08,9.545454545454545
2023-10-09,2.8636363636363633
2023-10-10,2.625
2023-10-11,2.3863636363636362
2023-10-12,2.3863636363636362
2023-10-13,2.3863636363636362
2023-10-14,2.625
2023-10-15,2.625
2023-10-16,2.1477272727272725
2023-10-17,2.1477272727272725
2023-10-18,2.3863636363636362
2023-10-19,2.3863636363636362
2023-10-20,2.625
2023-10-21,9.306818181818182
2023-10-22,3.340909090909091
2023-10-23,2.625
2023-10-24,2.625
2023-10-25,2.625
2023-10-26,8.829545454545453
2023-10-27,4.295454545454545
2023-10-28,3.818181818181818
2023-10-29,8.59090909090909
2023-10-30,3.340909090909091
2023-10-31,2.8636363636363633
2023-11-01,7.874999999999999
2023-11-02,3.818181818181818
2023-11-03,2.8636363636363633
2023-11-04,4.056818181818182
2023-11-05,13.363636363636363
2023-11-06,3.579545454545454
2023-11-07,3.102272727272727
2023-11-08,2.8636363636363633
2023-11-09,9.784090909090908
2023-11-10,3.818181818181818
2023-11-11,4.056818181818182
2023-11-12,7.874999999999999
2023-11-13,3.102272727272727
2023-11-14,2.625
2023-11-15,2.625
2023-11-16,2.625
2023-11-17,2.625
2023-11-18,3.102272727272727
2023-11-19,2.8636363636363633
2023-11-20,2.625
2023-11-21,2.3863636363636362
2023-11-22,2.625
2023-11-23,2.625
2023-11-24,4.056818181818182
2023-11-25,20.284090909090907
2023-11-26,4.534090909090909
2023-11-27,3.102272727272727
2023-11-28,2.8636363636363633
2023-11-29,2.8636363636363633
2023-11-30,6.920454545454545
2023-12-01,4.056818181818182
2023-12-02,4.056818181818182
2023-12-03,11.693181818181817
2023-12-04,3.818181818181818
2023-12-05,3.340909090909091
2023-12-06,7.874999999999999
2023-12-07,4.534090909090909
2023-12-08,3.102272727272727
2023-12-09,11.21590909090909
2023-12-10,4.7727272727272725
2023-12-11,3.102272727272727
2023-12-12,3.340909090909091
2023-12-13,3.340909090909091
2023-12-14,8.352272727272727
2023-12-15,4.295454545454545
2023-12-16,5.25
2023-12-17,20.761363636363633
2023-12-18,4.295454545454545
2023-12-19,3.579545454545454
2023-12-20,10.738636363636363
2023-12-21,5.488636363636363
2023-12-22,4.1433380008616965
2023-12-23,20.743833476949586
2023-12-24,4.593467255493321
2023-12-25,3.3623976734166305
2023-12-26,11.887710038776387
2023-12-27,4.262656182679878
2023-12-28,3.481715855234812
2023-12-29,3.481715855234812
2023-12-30,3.8125269280482543
2023-12-31,4.1433380008616965
2024-01-01,18.162376130978025
2024-01-02,6.844113528651443
2024-01-03,3.481715855234812
2024-01-04,3.3623976734166305
2024-01-05,3.8125269280482543
2024-01-06,4.712785437311503
2024-01-07,20.293704222317963
2024-01-08,4.593467255493321
2024-01-09,4.262656182679878
2024-01-10,13.11877962085308
2024-01-11,5.613043946574751
2024-01-12,3.6932087462300727
2024-01-13,4.593467255493321
2024-01-14,4.1433380008616965
2024-01-15,2.912268418785006
2024-01-16,2.912268418785006
2024-01-17,3.0315866006031875
2024-01-18,2.912268418785006
2024-01-19,2.912268418785006
2024-01-20,3.8125269280482543
2024-01-21,11.843601895734594
2024-01-22,3.806872037914691
2024-01-23,3.806872037914691
2024-01-24,12.266587677725116
2024-01-25,5.075829383886255
2024-01-26,7.190758293838861
2024-01-27,6.344786729857819
2024-01-28,12.266587677725116
2024-01-29,4.229857819905212
2024-01-30,4.229857819905212
2024-01-31,15.227488151658765
2024-02-01,5.921800947867297
2024-02-02,3.806872037914691
2024-02-03,4.652843601895733
2024-02-04,24.11018957345971
2024-02-05,4.229857819905212
2024-02-06,3.38388625592417
2024-02-07,2.9609004739336484
2024-02-08,2.9609004739336484
2024-02-09,2.9609004739336484
2024-02-10,9.728672985781989
2024-02-11,3.806872037914691
2024-02-12,2.5379146919431275
2024-02-13,2.9609004739336484
2024-02-14,2.9609004739336484
2024-02-15,3.38388625592417
2024-02-16,3.806872037914691
2024-02-17,11.843601895734594
2024-02-18,4.652843601895733
2024-02-19,3.38388625592417
2024-02-20,3.806872037914691
2024-02-21,14.381516587677721
2024-02-22,5.498815165876776
2024-02-23,5.498815165876776
2024-02-24,7.190758293838861
2024-02-25,34.68483412322274
2024-02-26,7.613744075829382
2024-02-27,5.075829383886255
2024-02-28,10.997630331753552
2024-02-29,5.498815165876776
2024-03-01,4.229857819905212
2024-03-02,13.112559241706158
2024-03-03,5.921800947867297
2024-03-04,4.229857819905212
2024-03-05,3.806872037914691
2024-03-06,4.229857819905212
2024-03-07,12.266587677725116
2024-03-08,5.921800947867297
2024-03-09,8.459715639810424
2024-03-10,42.29857819905212
2024-03-11,5.921800947867297
2024-03-12,4.229857819905212
2024-03-13,3.806872037914691
2024-03-14,13.112559241706158
2024-03-15,5.498815165876776
2024-03-16,5.921800947867297
2024-03-17,38.49170616113743
2024-03-18,5.498815165876776
2024-03-19,3.38388625592417
2024-03-20,2.9609004739336484
2024-03-21,2.9609004739336484
2024-03-22,2.5379146919431275
2024-03-23,4.229857819905212
2024-03-24,2.9609004739336484
2024-03-25,2.5379146919431275
2024-03-26,2.5379146919431275
2024-03-27,2.5379146919431275
2024-03-28,2.5379146919431275
2024-03-29,2.9609004739336484
2024-03-30,4.229857819905212
2024-03-31,16.073459715639807
2024-04-01,4.229857819905212
2024-04-02,3.38388625592417
2024-04-03,3.806872037914691
2024-04-04,15.650473933649286
2024-04-05,5.498815165876776
2024-04-06,5.921800947867297
2024-04-07,27.9170616113744
2024-04-08,4.652843601895733
2024-04-09,3.806872037914691
2024-04-10,3.806872037914691
2024-04-11,16.073459715639807
2024-04-12,5.921800947867297
2024-04-13,4.652843601895733
2024-04-14,18.188388625592413
2024-04-15,5.921800947867297
2024-04-16,3.38388625592417
2024-04-17,3.806872037914691
2024-04-18,18.611374407582932
2024-04-19,4.652843601895733
2024-04-20,4.652843601895733
2024-04-21,14.381516587677721
2024-04-22,3.806872037914691
2024-04-23,3.806872037914691
2024-04-24,16.073459715639807
2024-04-25,5.075829383886255
2024-04-26,3.38388625592417
2024-04-27,11.420616113744073
2024-04-28,4.229857819905212
2024-04-29,2.9609004739336484
2024-04-30,2.9609004739336484
2024-05-01,2.9609004739336484
2024-05-02,2.9609004739336484
2024-05-03,2.9609004739336484
2024-05-04,3.806872037914691
2024-05-05,14.381516587677721
2024-05-06,3.806872037914691
2024-05-07,2.9609004739336484
2024-05-08,2.5379146919431275
2024-05-09,2.9609004739336484
2024-05-10,2.9609004739336484
2024-05-11,3.806872037914691
2024-05-12,3.806872037914691
2024-05-13,14.381516587677721
2024-05-14,4.652843601895733
2024-05-15,2.9609004739336484
2024-05-16,2.5379146919431275
2024-05-17,2.9609004739336484
2024-05-18,3.806872037914691
2024-05-19,10.997630331753552
2024-05-20,4.229857819905212
2024-05-21,2.9609004739336484
2024-05-22,2.9609004739336484
2024-05-23,2.5379146919431275
2024-05-24,2.5379146919431275
2024-05-25,2.5379146919431275
2024-05-26,2.5379146919431275
2024-05-27,2.5379146919431275
2024-05-28,2.114928909952606
2024-05-29,2.5379146919431275
2024-05-30,2.5379146919431275
2024-05-31,2.5379146919431275
2024-06-01,2.5379146919431275
2024-06-02,2.5379146919431275
2024-06-03,2.5379146919431275
2024-06-04,2.5379146919431275
2024-06-05,2.5379146919431275
2024-06-06,2.5379146919431275
2024-06-07,2.5379146919431275
2024-06-08,2.5379146919431275
2024-06-09,2.5379146919431275
2024-06-10,2.5379146919431275
2024-06-11,2.5379146919431275
2024-06-12,2.5379146919431275
2024-06-13,5.498815165876776
2024-06-14,3.38388625592417
2024-06-15,2.9609004739336484
2024-06-16,2.5379146919431275
2024-06-17,2.114928909952606
2024-06-18,2.5379146919431275
2024-06-19,2.5379146919431275
2024-06-20,2.114928909952606
2024-06-21,2.5379146919431275
2024-06-22,2.114928909952606
2024-06-23,2.114928909952606
2024-06-24,2.5379146919431275
2024-06-25,2.114928909952606
2024-06-26,2.5379146919431275
2024-06-27,2.114928909952606
2024-06-28,2.114928909952606
2024-06-29,2.114928909952606
2024-06-30,2.114928909952606
2024-07-01,2.114928909952606
2024-07-02,2.5379146919431275
2024-07-03,2.5379146919431275
2024-07-04,2.5379146919431275
2024-07-05,2.5379146919431275
2024-07-06,2.5379146919431275
2024-07-07,2.5379146919431275
2024-07-08,2.5379146919431275
2024-07-09,2.114928909952606
2024-07-10,2.5379146919431275
2024-07-11,2.9609004739336484
2024-07-12,2.5379146919431275
2024-07-13,2.114928909952606
2024-07-14,2.5379146919431275
2024-07-15,2.9609004739336484
2024-07-16,2.5379146919431275
2024-07-17,2.5379146919431275
2024-07-18,2.5379146919431275
2024-07-19,2.9609004739336484
2024-07-20,2.9609004739336484
2024-07-21,2.5379146919431275
2024-07-22,2.9609004739336484
2024-07-23,2.9609004739336484
2024-07-24,3.38388625592417
2024-07-25,3.38388625592417
2024-07-26,5.498815165876776
2024-07-27,7.613744075829382
2024-07-28,3.38388625592417
2024-07-29,3.38388625592417
2024-07-30,3.806872037914691
2024-07-31,7.613744075829382
2024-08-01,10.15165876777251
2024-08-02,3.806872037914691
2024-08-03,8.036729857819903
2024-08-04,11.420616113744073
2024-08-05,3.38388625592417
2024-08-06,2.5379146919431275
2024-08-07,2.9609004739336484
2024-08-08,2.9609004739336484
2024-08-09,3.38388625592417
2024-08-10,3.38388625592417
2024-08-11,8.459715639810424
2024-08-12,3.806872037914691
2024-08-13,3.38388625592417
2024-08-14,3.38388625592417
2024-08-15,3.38388625592417
2024-08-16,3.806872037914691
2024-08-17,14.804502369668242
2024-08-18,4.176984597156396
2024-08-19,3.2957642180094777
2024-08-20,3.084271327014217
2024-08-21,3.084271327014217
2024-08-22,3.084271327014217
2024-08-23,3.2957642180094777
2024-08-24,4.617594786729857
2024-08-25,14.522511848341228
2024-08-26,4.176984597156396
2024-08-27,3.7363744075829377
2024-08-28,4.176984597156396
2024-08-29,4.176984597156396
2024-08-30,4.176984597156396
2024-08-31,5.498815165876776
2024-09-01,27.282582938388618
2024-09-02,5.498815165876776
2024-09-03,3.524881516587677
2024-09-04,2.855154028436018
2024-09-05,2.855154028436018
2024-09-06,2.855154028436018
2024-09-07,3.084271327014217
2024-09-08,2.6436611374407577
2024-09-09,2.6436611374407577
2024-09-10,2.2030509478672977
2024-09-11,2.4145438388625586
2024-09-12,2.6436611374407577
2024-09-13,3.084271327014217
2024-09-14,12.76007109004739
2024-09-15,3.524881516587677
2024-09-16,2.855154028436018
2024-09-17,16.038210900473928
2024-09-18,5.040580568720378
2024-09-19,3.2076421800947856
2024-09-20,2.749407582938388
2024-09-21,11.914099526066348
2024-09-22,4.1241113744075815
2024-09-23,3.6658767772511838
2024-09-24,3.2076421800947856
2024-09-25,11.914099526066348
2024-09-26,4.1241113744075815
2024-09-27,3.2076421800947856
2024-09-28,14.205272511848337
2024-09-29,4.58234597156398
2024-09-30,3.2076421800947856
2024-10-01,3.2076421800947856
2024-10-02,8.706457345971561
2024-10-03,3.6658767772511838
2024-10-04,3.2076421800947856
2024-10-05,11.45586492890995
2024-10-06,3.6658767772511838
2024-10-07,2.749407582938388
2024-10-08,2.29117298578199
2024-10-09,2.29117298578199
2024-10-10,2.29117298578199
2024-10-11,2.29117298578199
2024-10-12,2.749407582938388
2024-10-13,2.749407582938388
2024-10-14,2.29117298578199
2024-10-15,2.29117298578199
2024-10-16,2.29117298578199
2024-10-17,2.29117298578199
2024-10-18,2.749407582938388
2024-10-19,4.1241113744075815
2024-10-20,20.16232227488151
2024-10-21,4.1241113744075815
2024-10-22,3.6658767772511838
2024-10-23,8.248222748815163
2024-10-24,3.6658767772511838
2024-10-25,2.749407582938388
2024-10-26,4.1241113744075815
2024-10-27,22.9117298578199
2024-10-28,4.1241113744075815
2024-10-29,2.749407582938388
2024-10-30,7.789988151658766
2024-10-31,3.6658767772511838
2024-11-01,2.749407582938388
2024-11-02,11.914099526066348
2024-11-03,3.6658767772511838
2024-11-04,3.2076421800947856
2024-11-05,10.539395734597154
2024-11-06,3.6658767772511838
2024-11-07,3.2076421800947856
2024-11-08,3.2076421800947856
2024-11-09,16.496445497630326
2024-11-10,5.957049763033174
2024-11-11,3.2076421800947856
2024-11-12,3.2076421800947856
2024-11-13,2.749407582938388
2024-11-14,2.749407582938388
2024-11-15,2.29117298578199
2024-11-16,2.749407582938388
2024-11-17,2.749407582938388
2024-11-18,2.29117298578199
2024-11-19,2.749407582938388
