Time,food_near_me
2022-04-27,49.0
2022-04-28,55.0
2022-04-29,62.0
2022-04-30,95.0
2022-05-01,92.0
2022-05-02,55.0
2022-05-03,52.0
2022-05-04,52.0
2022-05-05,58.0
2022-05-06,66.0
2022-05-07,94.0
2022-05-08,92.0
2022-05-09,56.0
2022-05-10,53.0
2022-05-11,54.0
2022-05-12,57.0
2022-05-13,66.0
2022-05-14,89.0
2022-05-15,87.0
2022-05-16,59.0
2022-05-17,54.0
2022-05-18,55.0
2022-05-19,54.0
2022-05-20,69.0
2022-05-21,95.0
2022-05-22,90.0
2022-05-23,59.0
2022-05-24,57.0
2022-05-25,56.0
2022-05-26,58.0
2022-05-27,72.0
2022-05-28,96.0
2022-05-29,98.0
2022-05-30,92.0
2022-05-31,59.0
2022-06-01,62.0
2022-06-02,60.0
2022-06-03,68.0
2022-06-04,92.0
2022-06-05,94.0
2022-06-06,62.0
2022-06-07,60.0
2022-06-08,58.0
2022-06-09,63.0
2022-06-10,74.0
2022-06-11,90.0
2022-06-12,92.0
2022-06-13,70.0
2022-06-14,64.0
2022-06-15,62.0
2022-06-16,65.0
2022-06-17,72.0
2022-06-18,97.0
2022-06-19,94.0
2022-06-20,72.0
2022-06-21,65.0
2022-06-22,65.0
2022-06-23,66.0
2022-06-24,72.0
2022-06-25,95.0
2022-06-26,96.0
2022-06-27,73.0
2022-06-28,64.0
2022-06-29,66.0
2022-06-30,66.0
2022-07-01,78.0
2022-07-02,95.0
2022-07-03,96.0
2022-07-04,100.0
2022-07-05,73.0
2022-07-06,63.0
2022-07-07,67.0
2022-07-08,76.0
2022-07-09,95.0
2022-07-10,94.0
2022-07-11,69.0
2022-07-12,64.0
2022-07-13,61.0
2022-07-14,70.0
2022-07-15,77.0
2022-07-16,98.0
2022-07-17,94.0
2022-07-18,70.0
2022-07-19,63.0
2022-07-20,64.0
2022-07-21,66.0
2022-07-22,74.0
2022-07-23,98.0
2022-07-24,98.0
2022-07-25,71.0
2022-07-26,65.0
2022-07-27,64.0
2022-07-28,70.0
2022-07-29,79.0
2022-07-30,91.0
2022-07-31,96.0
2022-08-01,69.0
2022-08-02,66.0
2022-08-03,61.0
2022-08-04,65.0
2022-08-05,76.0
2022-08-06,92.0
2022-08-07,94.0
2022-08-08,65.0
2022-08-09,61.0
2022-08-10,61.0
2022-08-11,64.0
2022-08-12,71.0
2022-08-13,90.0
2022-08-14,95.0
2022-08-15,66.0
2022-08-16,59.0
2022-08-17,60.0
2022-08-18,64.0
2022-08-19,71.0
2022-08-20,93.0
2022-08-21,94.0
2022-08-22,61.0
2022-08-23,58.0
2022-08-24,56.0
2022-08-25,59.0
2022-08-26,68.0
2022-08-27,89.0
2022-08-28,90.0
2022-08-29,58.875
2022-08-30,52.75
2022-08-31,53.375
2022-09-01,58.375
2022-09-02,66.125
2022-09-03,85.0
2022-09-04,91.625
2022-09-05,88.875
2022-09-06,52.75
2022-09-07,52.75
2022-09-08,51.125
2022-09-09,60.0
2022-09-10,88.875
2022-09-11,76.125
2022-09-12,53.875
2022-09-13,52.25
2022-09-14,55.0
2022-09-15,55.0
2022-09-16,63.875
2022-09-17,90.0
2022-09-18,83.875
2022-09-19,56.125
2022-09-20,52.25
2022-09-21,51.625
2022-09-22,55.0
2022-09-23,62.25
2022-09-24,91.125
2022-09-25,83.875
2022-09-26,55.0
2022-09-27,51.125
2022-09-28,51.25
2022-09-29,60.0
2022-09-30,66.25
2022-10-01,83.75
2022-10-02,80.0
2022-10-03,53.75
2022-10-04,52.5
2022-10-05,52.5
2022-10-06,52.5
2022-10-07,66.25
2022-10-08,92.5
2022-10-09,87.5
2022-10-10,61.25
2022-10-11,52.5
2022-10-12,51.25
2022-10-13,55.0
2022-10-14,65.0
2022-10-15,87.5
2022-10-16,80.0
2022-10-17,53.75
2022-10-18,53.75
2022-10-19,50.0
2022-10-20,53.75
2022-10-21,63.75
2022-10-22,87.5
2022-10-23,83.75
2022-10-24,51.25
2022-10-25,50.0
2022-10-26,51.25
2022-10-27,52.5
2022-10-28,58.75
2022-10-29,82.5
2022-10-30,88.75
2022-10-31,48.75
2022-11-01,52.5
2022-11-02,50.0
2022-11-03,52.5
2022-11-04,62.5
2022-11-05,80.0
2022-11-06,72.5
2022-11-07,48.75
2022-11-08,48.75
2022-11-09,46.25
2022-11-10,50.0
2022-11-11,62.5
2022-11-12,82.5
2022-11-13,77.5
2022-11-14,50.0
2022-11-15,48.75
2022-11-16,47.5
2022-11-17,51.25
2022-11-18,58.75
2022-11-19,80.0
2022-11-20,77.5
2022-11-21,53.75
2022-11-22,53.75
2022-11-23,60.0
2022-11-24,73.75
2022-11-25,57.5
2022-11-26,60.0
2022-11-27,61.25
2022-11-28,45.0
2022-11-29,43.75
2022-11-30,43.75
2022-12-01,46.25
2022-12-02,56.25
2022-12-03,72.5
2022-12-04,73.75
2022-12-05,48.75
2022-12-06,46.25
2022-12-07,47.5
2022-12-08,50.0
2022-12-09,55.0
2022-12-10,78.75
2022-12-11,75.0
2022-12-12,50.0
2022-12-13,50.0
2022-12-14,47.5
2022-12-15,48.75
2022-12-16,58.75
2022-12-17,76.25
2022-12-18,75.0
2022-12-19,58.75
2022-12-20,55.0
2022-12-21,58.75
2022-12-22,56.25
2022-12-23,62.5
2022-12-24,71.25
2022-12-25,125.0
2022-12-26,87.5
2022-12-27,62.5
2022-12-28,65.0
2022-12-29,63.75
2022-12-30,71.25
2022-12-31,77.5
2023-01-01,97.5
2023-01-02,70.0
2023-01-03,50.0
2023-01-04,50.0
2023-01-05,48.75
2023-01-06,56.25
2023-01-07,76.25
2023-01-08,72.5
2023-01-09,47.5
2023-01-10,46.25
2023-01-11,45.0
2023-01-12,48.75
2023-01-13,56.25
2023-01-14,78.75
2023-01-15,75.0
2023-01-16,61.25
2023-01-17,45.0
2023-01-18,45.0
2023-01-19,48.75
2023-01-20,53.75
2023-01-21,78.75
2023-01-22,72.5
2023-01-23,48.75
2023-01-24,46.25
2023-01-25,43.75
2023-01-26,48.75
2023-01-27,56.25
2023-01-28,81.25
2023-01-29,70.0
2023-01-30,46.25
2023-01-31,46.25
2023-02-01,46.25
2023-02-02,48.75
2023-02-03,56.25
2023-02-04,80.0
2023-02-05,77.5
2023-02-06,48.75
2023-02-07,47.5
2023-02-08,45.0
2023-02-09,47.5
2023-02-10,56.25
2023-02-11,83.75
2023-02-12,68.75
2023-02-13,43.75
2023-02-14,52.5
2023-02-15,55.0
2023-02-16,50.0
2023-02-17,62.5
2023-02-18,83.75
2023-02-19,87.5
2023-02-20,62.5
2023-02-21,51.25
2023-02-22,50.0
2023-02-23,51.25
2023-02-24,61.25
2023-02-25,85.0
2023-02-26,83.75
2023-02-27,53.75
2023-02-28,48.75
2023-03-01,50.0
2023-03-02,51.25
2023-03-03,58.75
2023-03-04,83.75
2023-03-05,85.0
2023-03-06,53.75
2023-03-07,51.25
2023-03-08,48.75
2023-03-09,52.5
2023-03-10,58.75
2023-03-11,83.75
2023-03-12,85.0
2023-03-13,57.5
2023-03-14,53.75
2023-03-15,53.75
2023-03-16,60.0
2023-03-17,65.0
2023-03-18,88.75
2023-03-19,83.75
2023-03-20,53.75
2023-03-21,55.0
2023-03-22,52.5
2023-03-23,57.5
2023-03-24,68.75
2023-03-25,86.25
2023-03-26,85.0
2023-03-27,56.25
2023-03-28,52.5
2023-03-29,52.5
2023-03-30,53.75
2023-03-31,63.75
2023-04-01,88.75
2023-04-02,88.75
2023-04-03,55.0
2023-04-04,53.75
2023-04-05,52.5
2023-04-06,58.75
2023-04-07,68.75
2023-04-08,82.5
2023-04-09,81.25
2023-04-10,57.5
2023-04-11,51.25
2023-04-12,53.75
2023-04-13,55.0
2023-04-14,65.0
2023-04-15,93.75
2023-04-16,85.0
2023-04-17,52.5
2023-04-18,50.0
2023-04-19,51.25
2023-04-20,56.25
2023-04-21,65.0
2023-04-22,91.25
2023-04-23,86.25
2023-04-24,53.75
2023-04-25,51.25
2023-04-26,51.15268456375839
2023-04-27,53.537248322147654
2023-04-28,61.25822147651007
2023-04-29,87.43070469798658
2023-04-30,81.46929530201342
2023-05-01,54.104530201342286
2023-05-02,50.52768456375839
2023-05-03,53.537248322147654
2023-05-04,54.104530201342286
2023-05-05,62.4505033557047
2023-05-06,87.43070469798658
2023-05-07,80.2770134228188
2023-05-08,54.104530201342286
2023-05-09,48.76812080536913
2023-05-10,55.29681208053691
2023-05-11,54.729530201342286
2023-05-12,61.25822147651007
2023-05-13,87.43070469798658
2023-05-14,87.43070469798658
2023-05-15,55.29681208053691
2023-05-16,54.729530201342286
2023-05-17,53.537248322147654
2023-05-18,57.68137583892617
2023-05-19,65.4023489932886
2023-05-20,86.23842281879195
2023-05-21,87.43070469798658
2023-05-22,58.30637583892617
2023-05-23,53.537248322147654
2023-05-24,57.68137583892617
2023-05-25,61.25822147651007
2023-05-26,69.20838926174497
2023-05-27,91.8996644295302
2023-05-28,95.30335570469799
2023-05-29,87.36140939597315
2023-05-30,56.72818791946309
2023-05-31,56.72818791946309
2023-06-01,61.26644295302014
2023-06-02,70.34295302013423
2023-06-03,93.03422818791947
2023-06-04,89.63053691275168
2023-06-05,62.4010067114094
2023-06-06,57.86275167785235
2023-06-07,57.86275167785235
2023-06-08,60.131879194630876
2023-06-09,66.93926174496644
2023-06-10,93.03422818791947
2023-06-11,91.8996644295302
2023-06-12,64.67013422818792
2023-06-13,61.26644295302014
2023-06-14,62.4010067114094
2023-06-15,65.80469798657718
2023-06-16,73.74664429530202
2023-06-17,95.30335570469799
2023-06-18,91.8996644295302
2023-06-19,70.34295302013423
2023-06-20,63.535570469798664
2023-06-21,63.535570469798664
2023-06-22,62.4010067114094
2023-06-23,74.88120805369128
2023-06-24,90.76510067114094
2023-06-25,96.43791946308725
2023-06-26,70.34295302013423
2023-06-27,64.67013422818792
2023-06-28,62.4010067114094
2023-06-29,65.80469798657718
2023-06-30,79.41946308724833
2023-07-01,94.16879194630873
2023-07-02,96.43791946308725
2023-07-03,81.68859060402686
2023-07-04,87.36140939597315
2023-07-05,70.34295302013423
2023-07-06,65.80469798657718
2023-07-07,73.74664429530202
2023-07-08,95.30335570469799
2023-07-09,87.36140939597315
2023-07-10,63.535570469798664
2023-07-11,60.131879194630876
2023-07-12,55.593624161073826
2023-07-13,63.535570469798664
2023-07-14,71.4775167785235
2023-07-15,89.63053691275168
2023-07-16,88.49597315436242
2023-07-17,61.26644295302014
2023-07-18,60.131879194630876
2023-07-19,61.26644295302014
2023-07-20,63.535570469798664
2023-07-21,71.4775167785235
2023-07-22,87.36140939597315
2023-07-23,90.76510067114094
2023-07-24,66.93926174496644
2023-07-25,62.4010067114094
2023-07-26,60.131879194630876
2023-07-27,63.535570469798664
2023-07-28,72.61208053691276
2023-07-29,91.8996644295302
2023-07-30,86.22684563758389
2023-07-31,61.26644295302014
2023-08-01,60.131879194630876
2023-08-02,58.997315436241614
2023-08-03,62.4010067114094
2023-08-04,69.20838926174497
2023-08-05,87.36140939597315
2023-08-06,90.76510067114094
2023-08-07,62.4010067114094
2023-08-08,57.86275167785235
2023-08-09,56.72818791946309
2023-08-10,57.86275167785235
2023-08-11,66.93926174496644
2023-08-12,87.36140939597315
2023-08-13,86.22684563758389
2023-08-14,60.131879194630876
2023-08-15,55.593624161073826
2023-08-16,55.593624161073826
2023-08-17,56.72818791946309
2023-08-18,66.93926174496644
2023-08-19,86.22684563758389
2023-08-20,83.95771812080538
2023-08-21,56.72818791946309
2023-08-22,55.593624161073826
2023-08-23,52.189932885906046
2023-08-24,56.72818791946309
2023-08-25,61.26644295302014
2023-08-26,81.68859060402686
2023-08-27,79.41946308724833
2023-08-28,54.45906040268457
2023-08-29,51.055369127516784
2023-08-30,51.055369127516784
2023-08-31,53.32449664429531
2023-09-01,65.80469798657718
2023-09-02,82.82315436241612
2023-09-03,83.95771812080538
2023-09-04,78.28489932885907
2023-09-05,51.055369127516784
2023-09-06,46.517114093959734
2023-09-07,48.78624161073826
2023-09-08,56.72818791946309
2023-09-09,76.01577181208054
2023-09-10,71.4775167785235
2023-09-11,51.055369127516784
2023-09-12,46.517114093959734
2023-09-13,46.517114093959734
2023-09-14,49.92080536912752
2023-09-15,58.997315436241614
2023-09-16,80.5540268456376
2023-09-17,78.28489932885907
2023-09-18,48.78624161073826
2023-09-19,47.651677852348996
2023-09-20,48.78624161073826
2023-09-21,52.189932885906046
2023-09-22,58.997315436241614
2023-09-23,82.82315436241612
2023-09-24,74.88120805369128
2023-09-25,52.189932885906046
2023-09-26,46.517114093959734
2023-09-27,46.517114093959734
2023-09-28,53.32449664429531
2023-09-29,58.997315436241614
2023-09-30,80.5540268456376
2023-10-01,81.68859060402686
2023-10-02,49.92080536912752
2023-10-03,48.78624161073826
2023-10-04,48.78624161073826
2023-10-05,51.055369127516784
2023-10-06,56.72818791946309
2023-10-07,81.68859060402686
2023-10-08,73.74664429530202
2023-10-09,54.45906040268457
2023-10-10,47.651677852348996
2023-10-11,47.651677852348996
2023-10-12,49.92080536912752
2023-10-13,57.86275167785235
2023-10-14,78.28489932885907
2023-10-15,78.28489932885907
2023-10-16,52.189932885906046
2023-10-17,47.651677852348996
2023-10-18,46.517114093959734
2023-10-19,51.055369127516784
2023-10-20,61.26644295302014
2023-10-21,78.28489932885907
2023-10-22,77.1503355704698
2023-10-23,49.92080536912752
2023-10-24,46.517114093959734
2023-10-25,47.651677852348996
2023-10-26,51.055369127516784
2023-10-27,55.593624161073826
2023-10-28,73.74664429530202
2023-10-29,74.88120805369128
2023-10-30,49.92080536912752
2023-10-31,44.24798657718121
2023-11-01,48.78624161073826
2023-11-02,48.78624161073826
2023-11-03,56.72818791946309
2023-11-04,73.74664429530202
2023-11-05,68.0738255033557
2023-11-06,46.517114093959734
2023-11-07,47.651677852348996
2023-11-08,44.24798657718121
2023-11-09,47.651677852348996
2023-11-10,58.997315436241614
2023-11-11,80.5540268456376
2023-11-12,74.88120805369128
2023-11-13,47.651677852348996
2023-11-14,45.38255033557047
2023-11-15,46.517114093959734
2023-11-16,47.651677852348996
2023-11-17,55.593624161073826
2023-11-18,77.1503355704698
2023-11-19,72.61208053691276
2023-11-20,51.055369127516784
2023-11-21,49.92080536912752
2023-11-22,56.72818791946309
2023-11-23,68.0738255033557
2023-11-24,53.32449664429531
2023-11-25,58.997315436241614
2023-11-26,63.535570469798664
2023-11-27,41.97885906040269
2023-11-28,41.97885906040269
2023-11-29,43.113422818791946
2023-11-30,44.24798657718121
2023-12-01,49.92080536912752
2023-12-02,72.61208053691276
2023-12-03,68.0738255033557
2023-12-04,46.517114093959734
2023-12-05,44.24798657718121
2023-12-06,43.113422818791946
2023-12-07,45.38255033557047
2023-12-08,54.45906040268457
2023-12-09,74.88120805369128
2023-12-10,72.61208053691276
2023-12-11,46.517114093959734
2023-12-12,46.517114093959734
2023-12-13,45.38255033557047
2023-12-14,46.517114093959734
2023-12-15,49.92080536912752
2023-12-16,74.88120805369128
2023-12-17,65.80469798657718
2023-12-18,48.78624161073826
2023-12-19,47.651677852348996
2023-12-20,51.055369127516784
2023-12-21,52.189932885906046
2023-12-22,57.86275167785235
2023-12-23,73.74664429530202
2023-12-24,70.34295302013423
2023-12-25,113.45637583892618
2023-12-26,74.88120805369128
2023-12-27,56.72818791946309
2023-12-28,60.131879194630876
2023-12-29,64.67013422818792
2023-12-30,71.4775167785235
2023-12-31,68.0738255033557
2024-01-01,89.63053691275168
2024-01-02,53.32449664429531
2024-01-03,45.38255033557047
2024-01-04,46.517114093959734
2024-01-05,49.92080536912752
2024-01-06,65.80469798657718
2024-01-07,60.131879194630876
2024-01-08,44.24798657718121
2024-01-09,39.709731543624166
2024-01-10,39.709731543624166
2024-01-11,45.38255033557047
2024-01-12,49.92080536912752
2024-01-13,63.535570469798664
2024-01-14,63.535570469798664
2024-01-15,49.92080536912752
2024-01-16,39.709731543624166
2024-01-17,38.5751677852349
2024-01-18,38.5751677852349
2024-01-19,43.113422818791946
2024-01-20,62.4010067114094
2024-01-21,55.593624161073826
2024-01-22,38.5751677852349
2024-01-23,36.30604026845638
2024-01-24,38.5751677852349
2024-01-25,40.84429530201343
2024-01-26,44.24798657718121
2024-01-27,65.80469798657718
2024-01-28,57.86275167785235
2024-01-29,39.709731543624166
2024-01-30,36.30604026845638
2024-01-31,37.44060402684564
2024-02-01,40.84429530201343
2024-02-02,45.38255033557047
2024-02-03,69.20838926174497
2024-02-04,63.535570469798664
2024-02-05,37.44060402684564
2024-02-06,35.171476510067116
2024-02-07,38.5751677852349
2024-02-08,39.709731543624166
2024-02-09,46.517114093959734
2024-02-10,69.20838926174497
2024-02-11,55.593624161073826
2024-02-12,32.90234899328859
2024-02-13,36.30604026845638
2024-02-14,44.24798657718121
2024-02-15,46.517114093959734
2024-02-16,47.651677852348996
2024-02-17,69.20838926174497
2024-02-18,70.34295302013423
2024-02-19,51.055369127516784
2024-02-20,39.709731543624166
2024-02-21,38.5751677852349
2024-02-22,40.84429530201343
2024-02-23,48.78624161073826
2024-02-24,72.61208053691276
2024-02-25,69.20838926174497
2024-02-26,43.113422818791946
2024-02-27,37.44060402684564
2024-02-28,39.709731543624166
2024-02-29,41.97885906040269
2024-03-01,52.189932885906046
2024-03-02,73.74664429530202
2024-03-03,70.34295302013423
2024-03-04,44.24798657718121
2024-03-05,39.709731543624166
2024-03-06,41.97885906040269
2024-03-07,43.113422818791946
2024-03-08,47.651677852348996
2024-03-09,70.34295302013423
2024-03-10,71.4775167785235
2024-03-11,44.24798657718121
2024-03-12,44.24798657718121
2024-03-13,44.24798657718121
2024-03-14,45.38255033557047
2024-03-15,54.45906040268457
2024-03-16,78.28489932885907
2024-03-17,70.34295302013423
2024-03-18,44.24798657718121
2024-03-19,41.97885906040269
2024-03-20,45.38255033557047
2024-03-21,44.24798657718121
2024-03-22,49.92080536912752
2024-03-23,73.74664429530202
2024-03-24,72.61208053691276
2024-03-25,45.38255033557047
2024-03-26,44.24798657718121
2024-03-27,43.113422818791946
2024-03-28,47.651677852348996
2024-03-29,58.997315436241614
2024-03-30,72.61208053691276
2024-03-31,72.61208053691276
2024-04-01,46.517114093959734
2024-04-02,40.84429530201343
2024-04-03,43.113422818791946
2024-04-04,45.38255033557047
2024-04-05,51.055369127516784
2024-04-06,76.01577181208054
2024-04-07,69.20838926174497
2024-04-08,44.24798657718121
2024-04-09,40.84429530201343
2024-04-10,43.113422818791946
2024-04-11,41.97885906040269
2024-04-12,52.189932885906046
2024-04-13,73.74664429530202
2024-04-14,68.0738255033557
2024-04-15,43.113422818791946
2024-04-16,40.84429530201343
2024-04-17,41.97885906040269
2024-04-18,45.38255033557047
2024-04-19,53.32449664429531
2024-04-20,74.88120805369128
2024-04-21,73.74664429530202
2024-04-22,46.517114093959734
2024-04-23,44.24798657718121
2024-04-24,43.113422818791946
2024-04-25,45.38255033557047
2024-04-26,49.92080536912752
2024-04-27,73.74664429530202
2024-04-28,71.4775167785235
2024-04-29,45.38255033557047
2024-04-30,40.84429530201343
2024-05-01,41.97885906040269
2024-05-02,44.24798657718121
2024-05-03,53.32449664429531
2024-05-04,71.4775167785235
2024-05-05,70.34295302013423
2024-05-06,45.38255033557047
2024-05-07,40.84429530201343
2024-05-08,41.97885906040269
2024-05-09,51.055369127516784
2024-05-10,51.055369127516784
2024-05-11,70.34295302013423
2024-05-12,74.88120805369128
2024-05-13,45.38255033557047
2024-05-14,41.97885906040269
2024-05-15,41.97885906040269
2024-05-16,45.38255033557047
2024-05-17,52.189932885906046
2024-05-18,71.4775167785235
2024-05-19,70.34295302013423
2024-05-20,49.92080536912752
2024-05-21,44.24798657718121
2024-05-22,43.113422818791946
2024-05-23,47.651677852348996
2024-05-24,56.72818791946309
2024-05-25,77.1503355704698
2024-05-26,73.74664429530202
2024-05-27,68.0738255033557
2024-05-28,44.24798657718121
2024-05-29,43.113422818791946
2024-05-30,51.055369127516784
2024-05-31,55.593624161073826
2024-06-01,72.61208053691276
2024-06-02,72.61208053691276
2024-06-03,48.78624161073826
2024-06-04,44.24798657718121
2024-06-05,45.38255033557047
2024-06-06,48.78624161073826
2024-06-07,54.45906040268457
2024-06-08,73.74664429530202
2024-06-09,73.74664429530202
2024-06-10,52.189932885906046
2024-06-11,47.651677852348996
2024-06-12,47.651677852348996
2024-06-13,49.92080536912752
2024-06-14,57.86275167785235
2024-06-15,71.4775167785235
2024-06-16,74.88120805369128
2024-06-17,48.78624161073826
2024-06-18,47.651677852348996
2024-06-19,53.32449664429531
2024-06-20,51.055369127516784
2024-06-21,60.131879194630876
2024-06-22,74.88120805369128
2024-06-23,81.68859060402686
2024-06-24,52.189932885906046
2024-06-25,48.78624161073826
2024-06-26,46.517114093959734
2024-06-27,53.32449664429531
2024-06-28,57.86275167785235
2024-06-29,72.61208053691276
2024-06-30,72.61208053691276
2024-07-01,53.32449664429531
2024-07-02,48.78624161073826
2024-07-03,52.189932885906046
2024-07-04,70.34295302013423
2024-07-05,65.80469798657718
2024-07-06,66.93926174496644
2024-07-07,68.0738255033557
2024-07-08,49.92080536912752
2024-07-09,48.78624161073826
2024-07-10,47.651677852348996
2024-07-11,53.32449664429531
2024-07-12,55.593624161073826
2024-07-13,71.4775167785235
2024-07-14,66.93926174496644
2024-07-15,49.92080536912752
2024-07-16,45.38255033557047
2024-07-17,48.78624161073826
2024-07-18,52.189932885906046
2024-07-19,55.593624161073826
2024-07-20,72.61208053691276
2024-07-21,70.34295302013423
2024-07-22,49.92080536912752
2024-07-23,48.78624161073826
2024-07-24,47.651677852348996
2024-07-25,52.189932885906046
2024-07-26,58.997315436241614
2024-07-27,71.4775167785235
2024-07-28,72.61208053691276
2024-07-29,48.78624161073826
2024-07-30,48.78624161073826
2024-07-31,47.651677852348996
2024-08-01,49.92080536912752
2024-08-02,57.86275167785235
2024-08-03,71.4775167785235
2024-08-04,71.4775167785235
2024-08-05,49.92080536912752
2024-08-06,46.517114093959734
2024-08-07,46.517114093959734
2024-08-08,47.651677852348996
2024-08-09,51.055369127516784
2024-08-10,69.20838926174497
2024-08-11,69.20838926174497
2024-08-12,47.651677852348996
2024-08-13,43.113422818791946
2024-08-14,46.517114093959734
2024-08-15,48.78624161073826
2024-08-16,53.32449664429531
2024-08-17,71.4775167785235
2024-08-18,71.58271065362702
2024-08-19,46.45170262980446
2024-08-20,44.83018686048143
2024-08-21,43.16850615702798
2024-08-22,47.546101454063276
2024-08-23,54.63961134468043
2024-08-24,65.01631770807407
2024-08-25,71.05559370856282
2024-08-26,46.45170262980446
2024-08-27,42.07410733276915
2024-08-28,40.452591563446134
2024-08-29,44.2629049812868
2024-08-30,55.206893223875056
2024-08-31,69.96119488430399
2024-09-01,74.3387901813393
2024-09-02,68.86679606004517
2024-09-03,39.885309684251496
2024-09-04,38.79091085999267
2024-09-05,38.79091085999267
2024-09-06,44.2629049812868
2024-09-07,64.48920076300986
2024-09-08,60.11160546597456
2024-09-09,40.452591563446134
2024-09-10,37.696512035733846
2024-09-11,37.16939509066965
2024-09-12,42.07410733276915
2024-09-13,49.1676172233863
2024-09-14,66.67799841152751
2024-09-15,56.82840899319808
2024-09-16,40.97970850851033
2024-09-17,37.95242004462205
2024-09-18,40.06088782487883
2024-09-19,40.06088782487883
2024-09-20,47.44052505577756
2024-09-21,67.47096896821698
2024-09-22,60.09133173731825
2024-09-23,40.06088782487883
2024-09-24,37.95242004462205
2024-09-25,37.95242004462205
2024-09-26,41.11512171500722
2024-09-27,47.44052505577756
2024-09-28,69.57943674847375
2024-09-29,61.145565627446636
2024-09-30,39.00665393475044
2024-10-01,37.95242004462205
2024-10-02,36.89818615449366
2024-10-03,45.33205727552078
2024-10-04,49.548992836034344
2024-10-05,68.52520285834537
2024-10-06,62.19979951757503
2024-10-07,39.00665393475044
2024-10-08,36.89818615449366
2024-10-09,39.00665393475044
2024-10-10,45.33205727552078
2024-10-11,47.44052505577756
2024-10-12,69.57943674847375
2024-10-13,66.41673507808859
2024-10-14,44.277823385392395
2024-10-15,37.95242004462205
2024-10-16,37.95242004462205
2024-10-17,42.169355605135614
2024-10-18,49.548992836034344
2024-10-19,67.47096896821698
2024-10-20,64.3082672978318
2024-10-21,41.11512171500722
2024-10-22,36.89818615449366
2024-10-23,39.00665393475044
2024-10-24,41.11512171500722
2024-10-25,48.49475894590596
2024-10-26,68.52520285834537
2024-10-27,65.3625011879602
2024-10-28,41.11512171500722
2024-10-29,36.89818615449366
2024-10-30,37.95242004462205
2024-10-31,37.95242004462205
2024-11-01,52.71169450641951
2024-11-02,68.52520285834537
2024-11-03,56.928630066933074
2024-11-04,36.89818615449366
2024-11-05,34.78971837423688
2024-11-06,26.355847253209756
2024-11-07,36.89818615449366
2024-11-08,45.33205727552078
2024-11-09,65.3625011879602
2024-11-10,63.25403340770342
2024-11-11,43.223589495264
2024-11-12,36.89818615449366
2024-11-13,36.89818615449366
2024-11-14,37.95242004462205
2024-11-15,43.223589495264
2024-11-16,60.09133173731825
2024-11-17,61.145565627446636
2024-11-18,36.89818615449366
2024-11-19,35.84395226436527
2024-11-20,36.89818615449366
2024-11-21,35.84395226436527
2024-11-22,43.223589495264
2024-11-23,63.25403340770342
2024-11-24,60.09133173731825
2024-11-25,42.169355605135614
