Time,productive
2024-12-01,60.94395974153588
2024-12-02,94.40338861924185
2024-12-03,71.6987761665128
2024-12-04,88.42849060536578
2024-12-05,76.47869457761365
2024-12-06,83.64857219426493
2024-12-07,59.748980138760665
2024-12-08,56.164041330435026
2024-12-09,96.79334782479228
2024-12-10,101.57326623589313
2024-12-11,93.20840901646663
2024-12-12,82.45359259148972
2024-12-13,66.91885775541195
2024-12-14,51.384122919334175
2024-12-15,50.18914331655896
2024-12-16,81.2586129887145
2024-12-17,75.28371497483843
2024-12-18,82.45359259148972
2024-12-19,70.50379656373758
2024-12-20,56.164041330435026
2024-12-21,44.21424530268289
2024-12-22,38.239347288806826
2024-12-23,46.604204508233316
2024-12-24,41.824286097132465
2024-12-25,29.874490069380332
2024-12-26,50.18914331655896
2024-12-27,47.79918411100853
2024-12-28,47.79918411100853
2024-12-29,45.4092249054581
2024-12-30,59.748980138760665
2024-12-31,57.35902093321024
2025-01-01,47.79918411100853
2025-01-02,62.13893934431109
2025-01-03,57.35902093321024
2025-01-04,52.57910252210939
2025-01-05,48.99416371378375
2025-01-06,71.6987761665128
2025-01-07,83.64857219426493
2025-01-08,77.67367418038887
2025-01-09,72.893755769288
2025-01-10,70.50379656373758
2025-01-11,46.604204508233316
2025-01-12,48.99416371378375
2025-01-13,86.03853139981535
2025-01-14,89.623470208141
2025-01-15,86.03853139981535
2025-01-16,81.2586129887145
2025-01-17,82.45359259148972
2025-01-18,59.748980138760665
2025-01-19,56.164041330435026
2025-01-20,64.52889854986152
2025-01-21,82.45359259148972
2025-01-22,90.8184498109162
2025-01-23,100.37828663311792
2025-01-24,78.86865378316408
2025-01-25,63.3339189470863
2025-01-26,65.72387815263673
2025-01-27,94.40338861924185
2025-01-28,99.1833070303427
2025-01-29,94.40338861924185
2025-01-30,88.42849060536578
2025-01-31,95.59836822201706
2025-02-01,57.35902093321024
2025-02-02,75.28371497483843
2025-02-03,95.59836822201706
2025-02-04,95.59836822201706
2025-02-05,96.79334782479228
2025-02-06,96.79334782479228
2025-02-07,88.42849060536578
2025-02-08,66.91885775541195
2025-02-09,64.52889854986152
2025-02-10,93.20840901646663
2025-02-11,88.42849060536578
2025-02-12,87.23351100259057
2025-02-13,92.01342941369143
2025-02-14,71.6987761665128
2025-02-15,81.2586129887145
2025-02-16,93.20840901646663
2025-02-17,95.59836822201706
2025-02-18,118.30298067474612
2025-02-19,119.49796027752133
2025-02-20,89.623470208141
2025-02-21,89.623470208141
2025-02-22,70.50379656373758
2025-02-23,68.11383735818715
2025-02-24,92.01342941369143
2025-02-25,90.8184498109162
2025-02-26,90.8184498109162
2025-02-27,93.20840901646663
2025-02-28,84.84355179704015
2025-03-01,69.30881696096237
2025-03-02,78.86865378316408
2025-03-03,86.03853139981535
2025-03-04,93.20840901646663
2025-03-05,87.23351100259057
2025-03-06,82.45359259148972
2025-03-07,77.67367418038887
2025-03-08,46.604204508233316
2025-03-09,64.52889854986152
2025-03-10,83.64857219426493
2025-03-11,82.45359259148972
2025-03-12,78.86865378316408
2025-03-13,78.86865378316408
2025-03-14,59.748980138760665
2025-03-15,56.164041330435026
2025-03-16,68.11383735818715
2025-03-17,77.67367418038887
2025-03-18,82.45359259148972
2025-03-19,76.47869457761365
2025-03-20,76.47869457761365
2025-03-21,75.28371497483843
2025-03-22,51.384122919334175
2025-03-23,65.72387815263673
2025-03-24,82.45359259148972
2025-03-25,76.47869457761365
2025-03-26,78.86865378316408
2025-03-27,76.47869457761365
2025-03-28,76.47869457761365
2025-03-29,53.7740821248846
2025-03-30,60.94395974153588
2025-03-31,83.64857219426493
2025-04-01,76.47869457761365
2025-04-02,74.08873537206323
2025-04-03,83.64857219426493
2025-04-04,72.893755769288
2025-04-05,47.79918411100853
2025-04-06,57.35902093321024
2025-04-07,89.623470208141
2025-04-08,82.45359259148972
2025-04-09,86.03853139981535
2025-04-10,71.6987761665128
2025-04-11,71.6987761665128
2025-04-12,51.384122919334175
2025-04-13,59.748980138760665
2025-04-14,89.623470208141
2025-04-15,87.63183753684898
2025-04-16,75.44304558854179
2025-04-17,77.67367418038887
2025-04-18,51.58328618646337
2025-04-19,44.37357591638625
2025-04-20,47.71951880415685
2025-04-21,73.80990679808234
2025-04-22,89.86246612869604
2025-04-23,83.76807015454244
2025-04-24,76.55835988446533
2025-04-25,71.57927820623527
2025-04-26,51.58328618646337
2025-04-27,62.13893934431108
2025-04-28,85.99869874638952
2025-04-29,82.65275585861892
2025-04-30,74.92522109400588
2025-05-01,73.80990679808234
2025-05-02,77.67367418038887
2025-05-03,54.92922907423397
2025-05-04,66.00270672661762
2025-05-05,93.20840901646663
2025-05-06,77.67367418038887
2025-05-07,69.9461394157758
2025-05-08,66.60019652800523
2025-05-09,68.23333531846467
2025-05-10,48.23734329869278
2025-05-11,45.488890212309784
2025-05-12,70.46396391031175
2025-05-13,73.80990679808234
2025-05-14,69.38848226781404
2025-05-15,57.99634338802368
2025-05-16,53.853747431736274
2025-05-17,45.568555519161464
2025-05-18,42.46160855194591
2025-05-19,67.31718428967034
2025-05-20,64.21023732245479
2025-05-21,63.174588333382935
2025-05-22,64.21023732245479
2025-05-23,53.853747431736274
2025-05-24,37.283363606586654
2025-05-25,45.568555519161464
2025-05-26,39.35466158473035
2025-05-27,64.21023732245479
2025-05-28,65.24588631152665
2025-05-29,61.10329035523923
2025-05-30,53.853747431736274
2025-05-31,49.71115147544887
2025-06-01,50.74680046452072
2025-06-02,61.10329035523923
2025-06-03,61.10329035523923
2025-06-04,67.31718428967034
2025-06-05,57.99634338802368
2025-06-06,59.031992377095534
2025-06-07,45.568555519161464
2025-06-08,48.67550248637702
2025-06-09,59.031992377095534
2025-06-10,66.28153530059849
2025-06-11,55.92504540987998
2025-06-12,55.92504540987998
2025-06-13,54.889396420808126
2025-06-14,44.53290653008961
2025-06-15,43.49725754101776
2025-06-16,59.031992377095534
2025-06-17,65.24588631152665
2025-06-18,53.853747431736274
2025-06-19,50.74680046452072
2025-06-20,52.81809844266442
2025-06-21,41.425959562874056
2025-06-22,52.81809844266442
2025-06-23,60.067641366167386
2025-06-24,53.853747431736274
2025-06-25,56.96069439895183
2025-06-26,64.21023732245479
2025-06-27,49.71115147544887
2025-06-28,47.63985349730517
2025-06-29,56.96069439895183
2025-06-30,66.28153530059849
2025-07-01,52.81809844266442
2025-07-02,49.71115147544887
2025-07-03,53.853747431736274
2025-07-04,44.53290653008961
2025-07-05,36.2477146175148
2025-07-06,49.71115147544887
2025-07-07,67.31718428967034
2025-07-08,57.99634338802368
2025-07-09,57.99634338802368
2025-07-10,51.78244945359257
2025-07-11,52.81809844266442
2025-07-12,44.53290653008961
2025-07-13,42.46160855194591
2025-07-14,60.067641366167386
2025-07-15,56.96069439895183
2025-07-16,61.10329035523923
2025-07-17,67.31718428967034
2025-07-18,52.81809844266442
2025-07-19,55.92504540987998
2025-07-20,53.853747431736274
2025-07-21,71.45978024595775
2025-07-22,60.067641366167386
2025-07-23,55.92504540987998
2025-07-24,56.96069439895183
2025-07-25,47.63985349730517
2025-07-26,52.81809844266442
2025-07-27,48.67550248637702
2025-07-28,61.10329035523923
2025-07-29,65.24588631152665
2025-07-30,66.28153530059849
2025-07-31,72.4954292350296
2025-08-01,53.853747431736274
2025-08-02,38.319012595658506
2025-08-03,42.46160855194591
2025-08-04,56.96069439895183
2025-08-05,64.21023732245479
2025-08-06,65.24588631152665
2025-08-07,56.96069439895183
2025-08-08,47.63985349730517
2025-08-09,42.46160855194591
2025-08-10,48.67550248637702
2025-08-11,54.889396420808126
2025-08-12,52.81809844266442
2025-08-13,62.13893934431108
2025-08-14,68.3528332787422
2025-08-15,57.99634338802368
2025-08-16,36.2477146175148
2025-08-17,37.283363606586654
2025-08-18,67.31718428967034
2025-08-19,69.38848226781404
2025-08-20,68.3528332787422
2025-08-21,63.174588333382935
2025-08-22,56.96069439895183
2025-08-23,35.21206562844295
2025-08-24,49.71115147544887
2025-08-25,66.28153530059849
2025-08-26,80.7806211476044
2025-08-27,81.81627013667627
2025-08-28,79.74497215853256
2025-08-29,55.92504540987998
2025-08-30,50.74680046452072
2025-08-31,57.99634338802368
2025-09-01,55.92504540987998
2025-09-02,84.92321710389182
2025-09-03,88.03016407110738
2025-09-04,88.03016407110738
2025-09-05,77.67367418038886
2025-09-06,53.853747431736274
2025-09-07,53.853747431736274
2025-09-08,95.27970699461034
2025-09-09,85.95886609296367
2025-09-10,86.99451508203552
2025-09-11,76.63802519131701
2025-09-12,74.56672721317331
2025-09-13,38.319012595658506
2025-09-14,53.853747431736274
2025-09-15,77.67367418038886
2025-09-16,89.06581306017922
2025-09-17,92.17276002739477
2025-09-18,82.85191912574811
2025-09-19,78.7093231694607
2025-09-20,55.92504540987998
2025-09-21,62.13893934431108
2025-09-22,89.06581306017922
2025-09-23,84.92321710389182
2025-09-24,86.99451508203552
2025-09-25,89.06581306017922
2025-09-26,63.174588333382935
2025-09-27,59.031992377095534
2025-09-28,59.031992377095534
2025-09-29,84.92321710389182
2025-09-30,89.06581306017922
2025-10-01,90.10146204925107
2025-10-02,79.74497215853256
2025-10-03,65.24588631152665
2025-10-04,45.568555519161464
2025-10-05,57.99634338802368
2025-10-06,81.81627013667627
2025-10-07,85.95886609296367
2025-10-08,84.92321710389182
2025-10-09,82.85191912574811
2025-10-10,68.3528332787422
2025-10-11,45.568555519161464
2025-10-12,53.853747431736274
2025-10-13,84.92321710389182
2025-10-14,81.81627013667627
2025-10-15,82.85191912574811
2025-10-16,78.7093231694607
2025-10-17,65.24588631152665
2025-10-18,53.853747431736274
2025-10-19,59.031992377095534
2025-10-20,76.63802519131701
2025-10-21,83.88756811481997
2025-10-22,83.88756811481997
2025-10-23,85.95886609296367
2025-10-24,73.53107822410145
2025-10-25,47.63985349730517
2025-10-26,55.92504540987998
2025-10-27,97.35100497275404
2025-10-28,92.17276002739477
2025-10-29,79.74497215853256
2025-10-30,95.27970699461034
2025-10-31,70.4241312568859
2025-11-01,52.81809844266442
2025-11-02,54.889396420808126
2025-11-03,99.42230295089774
2025-11-04,89.06581306017922
2025-11-05,91.13711103832293
2025-11-06,90.10146204925107
2025-11-07,78.7093231694607
2025-11-08,46.604204508233316
2025-11-09,65.24588631152665
2025-11-10,97.35100497275404
2025-11-11,73.53107822410145
2025-11-12,86.99451508203552
2025-11-13,90.10146204925107
2025-11-14,78.7093231694607
2025-11-15,65.24588631152665
2025-11-16,69.38848226781404
2025-11-17,100.45795193996959
2025-11-18,85.95886609296367
2025-11-19,91.13711103832293
2025-11-20,88.03016407110738
2025-11-21,73.53107822410145
2025-11-22,52.81809844266442
2025-11-23,62.13893934431108
2025-11-24,83.88756811481997
2025-11-25,56.96069439895183
2025-11-26,64.21023732245479
2025-11-27,43.49725754101776
2025-11-28,40.3903105738022
2025-11-29,56.96069439895183
2025-11-30,62.13893934431108
2025-12-01,92.17276002739477
2025-12-02,84.92321710389182
2025-12-03,84.92321710389182
2025-12-04,84.92321710389182
2025-12-05,81.81627013667627
2025-12-06,56.96069439895183
2025-12-07,64.21023732245479
2025-12-08,103.56489890718514
2025-12-09,83.88756811481997
2025-12-10,93.20840901646663
2025-12-11,93.24676638643226
2025-12-12,75.69826962715922
2025-12-13,52.645490277819114
2025-12-14,62.92526542860638
2025-12-15,82.966991235645
2025-12-16,78.7093231694607
2025-12-17,78.7093231694607
2025-12-18,82.966991235645
2025-12-19,62.40744093407045
2025-12-20,49.634436735517625
2025-12-21,50.88105125940041
2025-12-22,62.92526542860638
2025-12-23,61.6786509047236
2025-12-24,50.88105125940041
2025-12-25,46.62338319321613
2025-12-26,59.91421188630489
2025-12-27,47.86999771709891
2025-12-28,61.16082641018767
2025-12-29,65.41849447637196
2025-12-30,64.17187995248916
2025-12-31,68.42954801867344
2026-01-01,59.91421188630489
2026-01-02,72.68721608485772
2026-01-03,58.14977286788618
2026-01-04,58.6675973624221
2026-01-05,80.47376218787942
2026-01-06,95.01120540485097
2026-01-07,92.00015186254947
2026-01-08,84.7314302540637
2026-01-09,91.82754369770416
2026-01-10,68.50626275860469
2026-01-11,56.84562228905496
2026-01-12,91.82754369770416
2026-01-13,84.53964340423558
2026-01-14,87.454803521623
2026-01-15,85.9972234629293
2026-01-16,88.91238358031673
2026-01-17,51.01530205428009
2026-01-18,58.30320234774867
2026-01-19,71.42142287599212
2026-01-20,91.82754369770416
2026-01-21,106.40334428464134
2026-01-22,96.20028387378531
2026-01-23,88.91238358031673
2026-01-24,77.251743110767
2026-01-25,77.251743110767
2026-01-26,96.20028387378531
2026-01-27,90.36996363901045
2026-01-28,93.28512375639788
2026-01-29,100.57302404986646
2026-01-30,102.03060410856018
2026-01-31,71.42142287599212
2026-02-01,88.91238358031673
2026-02-02,110.77608446072249
2026-02-03,106.40334428464134
2026-02-04,109.31850440202876
2026-02-05,113.69124457810992
2026-02-06,96.20028387378531
2026-02-07,71.42142287599212
2026-02-08,72.87900293468584
2026-02-09,100.57302404986646
2026-02-10,100.57302404986646
2026-02-11,96.20028387378531
2026-02-12,94.7427038150916
2026-02-13,93.28512375639788
2026-02-14,78.70932316946072
2026-02-15,75.79416305207327
2026-02-16,109.31850440202876
2026-02-17,107.86092434333504
2026-02-18,107.86092434333504
2026-02-19,103.48818416725389
2026-02-20,96.20028387378531
2026-02-21,84.53964340423558
2026-02-22,74.33658299337957
2026-02-23,110.77608446072249
2026-02-24,102.03060410856018
2026-02-25,106.40334428464134
2026-02-26,103.48818416725389
2026-02-27,113.69124457810992
2026-02-28,67.04868269991097
2026-03-01,62.675942523829825
2026-03-02,106.40334428464134
2026-03-03,115.14882463680364
2026-03-04,112.2336645194162
2026-03-05,99.11544399117275
2026-03-06,87.454803521623
2026-03-07,68.50626275860469
2026-03-08,74.33658299337957
2026-03-09,109.31850440202876
2026-03-10,87.454803521623
2026-03-11,93.28512375639788
2026-03-12,94.7427038150916
2026-03-13,78.70932316946072
2026-03-14,64.13352258252354
2026-03-15,65.59110264121726
2026-03-16,93.28512375639788
2026-03-17,102.03060410856018
2026-03-18,93.28512375639788
2026-03-19,96.20028387378531
2026-03-20,87.454803521623
2026-03-21,75.79416305207327
2026-03-22,74.33658299337957
2026-03-23,145.7580058693717
2026-03-24,100.57302404986646
2026-03-25,100.57302404986646
2026-03-26,100.57302404986646
2026-03-27,90.36996363901045
2026-03-28,67.04868269991097
2026-03-29,80.16690322815442
2026-03-30,100.57302404986646
2026-03-31,99.11544399117275
2026-04-01,97.65786393247903
2026-04-02,91.82754369770416
2026-04-03,69.96384281729841
2026-04-04,62.675942523829825
2026-04-05,74.33658299337957
2026-04-06,91.82754369770416
2026-04-07,97.65786393247903
2026-04-08,99.11544399117275
2026-04-09,96.20028387378531
2026-04-10,91.82754369770416
2026-04-11,58.30320234774867
2026-04-12,62.675942523829825
2026-04-13,93.28512375639788
2026-04-14,85.9972234629293
2026-04-15,94.7427038150916
2026-04-16,91.82754369770416
2026-04-17,96.20028387378531
2026-04-18,68.50626275860469
2026-04-19,74.33658299337957
2026-04-20,93.28512375639788
2026-04-21,90.36996363901045
2026-04-22,104.94576422594761
2026-04-23,94.7427038150916
2026-04-24,90.36996363901045
2026-04-25,65.59110264121726
2026-04-26,87.454803521623
2026-04-27,104.94576422594761
2026-04-28,100.57302404986646
2026-04-29,93.28512375639788
2026-04-30,99.11544399117275
2026-05-01,88.91238358031673
2026-05-02,78.70932316946072
2026-05-03,87.454803521623
2026-05-04,102.03060410856018
2026-05-05,99.11544399117275
2026-05-06,99.11544399117275
2026-05-07,93.28512375639788
2026-05-08,90.36996363901045
2026-05-09,62.675942523829825
2026-05-10,67.04868269991097
2026-05-11,90.36996363901045
2026-05-12,87.454803521623
2026-05-13,88.91238358031673
2026-05-14,87.454803521623
2026-05-15,81.62448328684815
2026-05-16,67.04868269991097
2026-05-17,71.42142287599212
2026-05-18,81.62448328684815
2026-05-19,85.9972234629293
2026-05-20,84.53964340423558
2026-05-21,84.53964340423558
2026-05-22,67.04868269991097
2026-05-23,71.42142287599212
2026-05-24,74.33658299337957
2026-05-25,81.62448328684815
2026-05-26,97.65786393247903
2026-05-27,80.16690322815442
2026-05-28,87.454803521623
2026-05-29,93.28512375639788
2026-05-30,83.08206334554187
2026-05-31,96.20028387378531
