Time,tesla_stock
2022-09-21,42.66129032258064
2022-09-22,41.0
2022-09-23,39.83870967741935
2022-09-24,15.435483870967742
2022-09-25,10.79032258064516
2022-09-26,38.677419354838705
2022-09-27,37.016129032258064
2022-09-28,38.354838709677416
2022-09-29,38.354838709677416
2022-09-30,37.03225806451613
2022-10-01,15.870967741935484
2022-10-02,10.580645161290322
2022-10-03,51.58064516129032
2022-10-04,46.29032258064516
2022-10-05,47.61290322580645
2022-10-06,39.677419354838705
2022-10-07,44.96774193548387
2022-10-08,14.548387096774192
2022-10-09,9.258064516129032
2022-10-10,41.0
2022-10-11,44.96774193548387
2022-10-12,39.677419354838705
2022-10-13,39.677419354838705
2022-10-14,43.64516129032258
2022-10-15,17.193548387096772
2022-10-16,10.580645161290322
2022-10-17,41.0
2022-10-18,42.32258064516129
2022-10-19,58.19354838709677
2022-10-20,60.83870967741935
2022-10-21,42.32258064516129
2022-10-22,13.225806451612902
2022-10-23,9.258064516129032
2022-10-24,44.96774193548387
2022-10-25,43.64516129032258
2022-10-26,41.0
2022-10-27,42.32258064516129
2022-10-28,47.61290322580645
2022-10-29,14.548387096774192
2022-10-30,9.258064516129032
2022-10-31,37.03225806451613
2022-11-01,37.03225806451613
2022-11-02,35.70967741935484
2022-11-03,34.387096774193544
2022-11-04,39.677419354838705
2022-11-05,17.193548387096772
2022-11-06,9.258064516129032
2022-11-07,43.64516129032258
2022-11-08,50.25806451612903
2022-11-09,51.58064516129032
2022-11-10,54.225806451612904
2022-11-11,47.61290322580645
2022-11-12,18.516129032258064
2022-11-13,11.903225806451612
2022-11-14,38.354838709677416
2022-11-15,41.0
2022-11-16,35.70967741935484
2022-11-17,38.354838709677416
2022-11-18,43.64516129032258
2022-11-19,17.193548387096772
2022-11-20,13.225806451612902
2022-11-21,41.0
2022-11-22,47.61290322580645
2022-11-23,51.58064516129032
2022-11-24,21.161290322580644
2022-11-25,29.096774193548384
2022-11-26,11.903225806451612
2022-11-27,9.258064516129032
2022-11-28,33.064516129032256
2022-11-29,34.387096774193544
2022-11-30,34.387096774193544
2022-12-01,37.03225806451613
2022-12-02,38.354838709677416
2022-12-03,17.193548387096772
2022-12-04,14.548387096774192
2022-12-05,37.03225806451613
2022-12-06,37.03225806451613
2022-12-07,38.354838709677416
2022-12-08,39.677419354838705
2022-12-09,34.387096774193544
2022-12-10,15.870967741935484
2022-12-11,13.225806451612902
2022-12-12,42.32258064516129
2022-12-13,56.87096774193548
2022-12-14,59.516129032258064
2022-12-15,67.45161290322581
2022-12-16,60.83870967741935
2022-12-17,30.419354838709676
2022-12-18,18.516129032258064
2022-12-19,59.516129032258064
2022-12-20,75.38709677419355
2022-12-21,76.70967741935483
2022-12-22,85.96774193548387
2022-12-23,76.70967741935483
2022-12-24,35.70967741935484
2022-12-25,22.483870967741936
2022-12-26,30.419354838709676
2022-12-27,101.83870967741935
2022-12-28,132.25806451612902
2022-12-29,96.54838709677419
2022-12-30,75.38709677419355
2022-12-31,35.70967741935484
2023-01-01,25.129032258064516
2023-01-02,37.03225806451613
2023-01-03,97.87096774193547
2023-01-04,89.93548387096774
2023-01-05,68.77419354838709
2023-01-06,68.77419354838709
2023-01-07,27.774193548387096
2023-01-08,15.870967741935484
2023-01-09,52.90322580645161
2023-01-10,50.25806451612903
2023-01-11,50.25806451612903
2023-01-12,48.93548387096774
2023-01-13,56.87096774193548
2023-01-14,25.129032258064516
2023-01-15,14.548387096774192
2023-01-16,23.806451612903224
2023-01-17,51.58064516129032
2023-01-18,56.87096774193548
2023-01-19,50.25806451612903
2023-01-20,43.64516129032258
2023-01-21,21.161290322580644
2023-01-22,11.903225806451612
2023-01-23,47.61290322580645
2023-01-24,58.19354838709677
2023-01-25,72.74193548387096
2023-01-26,99.19354838709677
2023-01-27,88.61290322580645
2023-01-28,33.064516129032256
2023-01-29,18.516129032258064
2023-01-30,62.16129032258064
2023-01-31,60.83870967741935
2023-02-01,59.516129032258064
2023-02-02,74.06451612903226
2023-02-03,71.41935483870968
2023-02-04,26.451612903225804
2023-02-05,15.870967741935484
2023-02-06,59.516129032258064
2023-02-07,54.225806451612904
2023-02-08,56.87096774193548
2023-02-09,68.77419354838709
2023-02-10,64.80645161290322
2023-02-11,22.483870967741936
2023-02-12,11.903225806451612
2023-02-13,51.58064516129032
2023-02-14,48.93548387096774
2023-02-15,62.16129032258064
2023-02-16,67.45161290322581
2023-02-17,56.87096774193548
2023-02-18,19.838709677419352
2023-02-19,13.225806451612902
2023-02-20,25.129032258064516
2023-02-21,48.93548387096774
2023-02-22,48.93548387096774
2023-02-23,48.93548387096774
2023-02-24,44.96774193548387
2023-02-25,15.870967741935484
2023-02-26,10.580645161290322
2023-02-27,47.61290322580645
2023-02-28,52.90322580645161
2023-03-01,58.19354838709677
2023-03-02,67.45161290322581
2023-03-03,52.90322580645161
2023-03-04,17.193548387096772
2023-03-05,11.903225806451612
2023-03-06,48.93548387096774
2023-03-07,46.29032258064516
2023-03-08,44.96774193548387
2023-03-09,48.93548387096774
2023-03-10,48.93548387096774
2023-03-11,15.870967741935484
2023-03-12,10.580645161290322
2023-03-13,42.32258064516129
2023-03-14,44.96774193548387
2023-03-15,42.32258064516129
2023-03-16,41.0
2023-03-17,38.354838709677416
2023-03-18,11.903225806451612
2023-03-19,10.580645161290322
2023-03-20,41.0
2023-03-21,44.96774193548387
2023-03-22,44.96774193548387
2023-03-23,44.96774193548387
2023-03-24,39.677419354838705
2023-03-25,10.580645161290322
2023-03-26,7.935483870967742
2023-03-27,37.03225806451613
2023-03-28,34.387096774193544
2023-03-29,38.354838709677416
2023-03-30,37.03225806451613
2023-03-31,43.64516129032258
2023-04-01,14.548387096774192
2023-04-02,11.903225806451612
2023-04-03,43.64516129032258
2023-04-04,41.0
2023-04-05,41.0
2023-04-06,39.677419354838705
2023-04-07,25.129032258064516
2023-04-08,9.258064516129032
2023-04-09,7.935483870967742
2023-04-10,42.32258064516129
2023-04-11,39.677419354838705
2023-04-12,41.0
2023-04-13,37.03225806451613
2023-04-14,35.70967741935484
2023-04-15,11.903225806451612
2023-04-16,7.935483870967742
2023-04-17,35.70967741935484
2023-04-18,37.03225806451613
2023-04-19,50.25806451612903
2023-04-20,76.70967741935483
2023-04-21,58.19354838709677
2023-04-22,17.193548387096772
2023-04-23,10.580645161290322
2023-04-24,47.61290322580645
2023-04-25,44.96774193548387
2023-04-26,48.99699924981245
2023-04-27,44.783195798949734
2023-04-28,38.80082520630157
2023-04-29,11.749437359339835
2023-04-30,9.088897224306077
2023-05-01,35.24831207801951
2023-05-02,38.354838709677416
2023-05-03,35.69429857464366
2023-05-04,33.479744936234056
2023-05-05,35.69429857464366
2023-05-06,12.195423855963991
2023-05-07,9.088897224306077
2023-05-08,35.69429857464366
2023-05-09,33.479744936234056
2023-05-10,35.24831207801951
2023-05-11,33.0337584396099
2023-05-12,39.90810202550637
2023-05-13,10.642160540135034
2023-05-14,7.981620405101276
2023-05-15,35.24831207801951
2023-05-16,37.24756189047262
2023-05-17,42.568642160540136
2023-05-18,38.354838709677416
2023-05-19,38.354838709677416
2023-05-20,12.195423855963991
2023-05-21,9.534883720930232
2023-05-22,39.462115528882215
2023-05-23,41.01537884471118
2023-05-24,39.462115528882215
2023-05-25,39.90810202550637
2023-05-26,51.7344336084021
2023-05-27,16.05551387846962
2023-05-28,10.703675918979744
2023-05-29,11.595648912228057
2023-05-30,47.27456864216054
2023-05-31,44.5986496624156
2023-06-01,48.16654163540885
2023-06-02,53.51837959489872
2023-06-03,16.947486871717928
2023-06-04,11.595648912228057
2023-06-05,49.058514628657164
2023-06-06,49.058514628657164
2023-06-07,49.950487621905474
2023-06-08,57.97824456114028
2023-06-09,83.84546136534134
2023-06-10,24.083270817704424
2023-06-11,15.163540885221305
2023-06-12,57.08627156789197
2023-06-13,62.43810952738184
2023-06-14,66.89797449362341
2023-06-15,57.97824456114028
2023-06-16,53.51837959489872
2023-06-17,18.731432858214554
2023-06-18,12.487621905476368
2023-06-19,27.651162790697672
2023-06-20,59.762190547636905
2023-06-21,67.78994748687171
2023-06-22,56.19429857464366
2023-06-23,52.62640660165041
2023-06-24,16.05551387846962
2023-06-25,12.487621905476368
2023-06-26,49.950487621905474
2023-06-27,49.950487621905474
2023-06-28,49.950487621905474
2023-06-29,50.84246061515378
2023-06-30,49.058514628657164
2023-07-01,16.947486871717928
2023-07-02,16.947486871717928
2023-07-03,65.11402850712678
2023-07-04,23.191297824456115
2023-07-05,54.410352588147035
2023-07-06,49.950487621905474
2023-07-07,51.7344336084021
2023-07-08,16.05551387846962
2023-07-09,11.595648912228057
2023-07-10,45.49062265566391
2023-07-11,43.70667666916729
2023-07-12,45.49062265566391
2023-07-13,51.7344336084021
2023-07-14,49.058514628657164
2023-07-15,14.271567891972992
2023-07-16,10.703675918979744
2023-07-17,53.51837959489872
2023-07-18,57.08627156789197
2023-07-19,77.60165041260315
2023-07-20,89.1972993248312
2023-07-21,64.22205551387847
2023-07-22,16.947486871717928
2023-07-23,11.595648912228057
2023-07-24,55.302325581395344
2023-07-25,50.84246061515378
2023-07-26,45.49062265566391
2023-07-27,47.27456864216054
2023-07-28,43.70667666916729
2023-07-29,13.37959489872468
2023-07-30,10.703675918979744
2023-07-31,43.70667666916729
2023-08-01,41.92273068267067
2023-08-02,40.13878469617404
2023-08-03,42.81470367591898
2023-08-04,41.03075768942235
2023-08-05,11.595648912228057
2023-08-06,8.91972993248312
2023-08-07,43.70667666916729
2023-08-08,40.13878469617404
2023-08-09,43.70667666916729
2023-08-10,36.57089272318079
2023-08-11,35.67891972993248
2023-08-12,9.811702925731431
2023-08-13,7.135783945986496
2023-08-14,40.13878469617404
2023-08-15,38.354838709677416
2023-08-16,41.03075768942235
2023-08-17,41.03075768942235
2023-08-18,41.03075768942235
2023-08-19,12.487621905476368
2023-08-20,9.811702925731431
2023-08-21,49.950487621905474
2023-08-22,45.49062265566391
2023-08-23,42.81470367591898
2023-08-24,40.13878469617404
2023-08-25,36.57089272318079
2023-08-26,10.703675918979744
2023-08-27,8.02775693923481
2023-08-28,35.67891972993248
2023-08-29,41.03075768942235
2023-08-30,56.19429857464366
2023-08-31,38.354838709677416
2023-09-01,42.81470367591898
2023-09-02,11.595648912228057
2023-09-03,8.02775693923481
2023-09-04,10.703675918979744
2023-09-05,40.13878469617404
2023-09-06,38.354838709677416
2023-09-07,36.57089272318079
2023-09-08,33.003000750187546
2023-09-09,9.811702925731431
2023-09-10,7.135783945986496
2023-09-11,52.62640660165041
2023-09-12,49.058514628657164
2023-09-13,42.81470367591898
2023-09-14,40.13878469617404
2023-09-15,41.92273068267067
2023-09-16,12.487621905476368
2023-09-17,8.02775693923481
2023-09-18,39.246811702925726
2023-09-19,36.57089272318079
2023-09-20,38.354838709677416
2023-09-21,36.57089272318079
2023-09-22,37.46286571642911
2023-09-23,10.703675918979744
2023-09-24,8.02775693923481
2023-09-25,36.57089272318079
2023-09-26,34.78694673668417
2023-09-27,34.78694673668417
2023-09-28,33.003000750187546
2023-09-29,34.78694673668417
2023-09-30,10.703675918979744
2023-10-01,7.135783945986496
2023-10-02,39.246811702925726
2023-10-03,34.78694673668417
2023-10-04,37.46286571642911
2023-10-05,35.67891972993248
2023-10-06,37.46286571642911
2023-10-07,10.703675918979744
2023-10-08,7.135783945986496
2023-10-09,33.003000750187546
2023-10-10,34.78694673668417
2023-10-11,34.78694673668417
2023-10-12,33.894973743435855
2023-10-13,29.435108777194298
2023-10-14,8.91972993248312
2023-10-15,6.243810952738184
2023-10-16,32.11102775693924
2023-10-17,33.894973743435855
2023-10-18,44.5986496624156
2023-10-19,60.65416354088522
2023-10-20,55.302325581395344
2023-10-21,15.163540885221305
2023-10-22,9.811702925731431
2023-10-23,44.5986496624156
2023-10-24,43.70667666916729
2023-10-25,38.354838709677416
2023-10-26,41.03075768942235
2023-10-27,40.13878469617404
2023-10-28,11.595648912228057
2023-10-29,8.02775693923481
2023-10-30,42.81470367591898
2023-10-31,44.5986496624156
2023-11-01,42.81470367591898
2023-11-02,42.81470367591898
2023-11-03,38.354838709677416
2023-11-04,11.595648912228057
2023-11-05,8.02775693923481
2023-11-06,35.67891972993248
2023-11-07,35.67891972993248
2023-11-08,33.894973743435855
2023-11-09,40.13878469617404
2023-11-10,37.46286571642911
2023-11-11,10.703675918979744
2023-11-12,8.02775693923481
2023-11-13,35.67891972993248
2023-11-14,45.49062265566391
2023-11-15,41.03075768942235
2023-11-16,40.13878469617404
2023-11-17,40.13878469617404
2023-11-18,16.05551387846962
2023-11-19,8.02775693923481
2023-11-20,36.57089272318079
2023-11-21,36.57089272318079
2023-11-22,36.57089272318079
2023-11-23,12.487621905476368
2023-11-24,23.191297824456115
2023-11-25,8.91972993248312
2023-11-26,8.02775693923481
2023-11-27,31.21905476369092
2023-11-28,36.57089272318079
2023-11-29,41.92273068267067
2023-11-30,42.81470367591898
2023-12-01,41.92273068267067
2023-12-02,14.271567891972992
2023-12-03,8.91972993248312
2023-12-04,31.21905476369092
2023-12-05,35.67891972993248
2023-12-06,34.78694673668417
2023-12-07,33.003000750187546
2023-12-08,33.894973743435855
2023-12-09,10.703675918979744
2023-12-10,8.02775693923481
2023-12-11,30.32708177044261
2023-12-12,31.21905476369092
2023-12-13,47.27456864216054
2023-12-14,45.49062265566391
2023-12-15,40.13878469617404
2023-12-16,12.487621905476368
2023-12-17,8.02775693923481
2023-12-18,33.894973743435855
2023-12-19,37.46286571642911
2023-12-20,38.354838709677416
2023-12-21,36.57089272318079
2023-12-22,34.646108895644964
2023-12-23,10.774094839499348
2023-12-24,7.957338018715205
2023-12-25,7.018419078453824
2023-12-26,33.261203458759425
2023-12-27,37.46286571642911
2023-12-28,37.46286571642911
2023-12-29,33.261203458759425
2023-12-30,10.774094839499348
2023-12-31,7.018419078453824
2024-01-01,7.957338018715205
2024-01-02,37.46286571642911
2024-01-03,37.46286571642911
2024-01-04,33.261203458759425
2024-01-05,30.444446637975282
2024-01-06,9.835175899237967
2024-01-07,7.018419078453824
2024-01-08,29.951514194338056
2024-01-09,30.444446637975282
2024-01-10,31.383365578236663
2024-01-11,34.200122399020806
2024-01-12,36.07796027954357
2024-01-13,11.713013779760729
2024-01-14,8.896256958976586
2024-01-15,14.529770600544872
2024-01-16,35.585027835906345
2024-01-17,35.585027835906345
2024-01-18,37.46286571642911
2024-01-19,36.52394677616772
2024-01-20,12.65193272002211
2024-01-21,8.87278398547005
2024-01-22,36.477000829154655
2024-01-23,39.434595490978005
2024-01-24,53.2367039128203
2024-01-25,98.58648872744502
2024-01-26,61.12362301101591
2024-01-27,19.717297745489002
2024-01-28,11.8303786472934
2024-01-29,40.42046037825246
2024-01-30,43.37805504007581
2024-01-31,43.37805504007581
2024-02-01,39.434595490978005
2024-02-02,41.4063252655269
2024-02-03,13.802108421842302
2024-02-04,10.844513760018952
2024-02-05,39.434595490978005
2024-02-06,42.392190152801355
2024-02-07,36.477000829154655
2024-02-08,37.46286571642911
2024-02-09,32.53354128005685
2024-02-10,11.8303786472934
2024-02-11,8.87278398547005
2024-02-12,29.575946618233502
2024-02-13,34.50527105460576
2024-02-14,31.547676392782403
2024-02-15,36.477000829154655
2024-02-16,37.46286571642911
2024-02-17,11.8303786472934
2024-02-18,7.886919098195601
2024-02-19,12.816243534567851
2024-02-20,30.561811505507954
2024-02-21,30.561811505507954
2024-02-22,34.50527105460576
2024-02-23,30.561811505507954
2024-02-24,10.844513760018952
2024-02-25,7.886919098195601
2024-02-26,30.561811505507954
2024-02-27,32.53354128005685
2024-02-28,31.547676392782403
2024-02-29,30.561811505507954
2024-03-01,31.547676392782403
2024-03-02,9.858648872744501
2024-03-03,7.886919098195601
2024-03-04,36.477000829154655
2024-03-05,42.392190152801355
2024-03-06,39.434595490978005
2024-03-07,36.477000829154655
2024-03-08,34.50527105460576
2024-03-09,12.816243534567851
2024-03-10,8.87278398547005
2024-03-11,32.53354128005685
2024-03-12,32.53354128005685
2024-03-13,38.44873060370355
2024-03-14,47.3215145891736
2024-03-15,39.434595490978005
2024-03-16,13.802108421842302
2024-03-17,9.858648872744501
2024-03-18,40.42046037825246
2024-03-19,36.477000829154655
2024-03-20,34.50527105460576
2024-03-21,34.50527105460576
2024-03-22,31.547676392782403
2024-03-23,10.844513760018952
2024-03-24,8.87278398547005
2024-03-25,28.590081730959053
2024-03-26,35.4911359418802
2024-03-27,32.53354128005685
2024-03-28,29.575946618233502
2024-03-29,17.7455679709401
2024-03-30,7.886919098195601
2024-03-31,7.886919098195601
2024-04-01,29.575946618233502
2024-04-02,44.36391992735025
2024-04-03,41.4063252655269
2024-04-04,37.46286571642911
2024-04-05,37.46286571642911
2024-04-06,14.787973309116751
2024-04-07,9.858648872744501
2024-04-08,33.519406167331304
2024-04-09,34.50527105460576
2024-04-10,33.519406167331304
2024-04-11,28.590081730959053
2024-04-12,28.590081730959053
2024-04-13,9.858648872744501
2024-04-14,6.901054210921151
2024-04-15,40.42046037825246
2024-04-16,46.33564970189916
2024-04-17,43.37805504007581
2024-04-18,44.36391992735025
2024-04-19,47.3215145891736
2024-04-20,17.7455679709401
2024-04-21,13.802108421842302
2024-04-22,51.264974138271405
2024-04-23,75.91159632013266
2024-04-24,81.82678564377936
2024-04-25,52.25083902554586
2024-04-26,44.36391992735025
2024-04-27,13.802108421842302
2024-04-28,10.844513760018952
2024-04-29,64.08121767283926
2024-04-30,56.19429857464365
2024-05-01,45.349784814624705
2024-05-02,40.42046037825246
2024-05-03,36.477000829154655
2024-05-04,11.8303786472934
2024-05-05,8.87278398547005
2024-05-06,35.4911359418802
2024-05-07,34.50527105460576
2024-05-08,32.53354128005685
2024-05-09,31.547676392782403
2024-05-10,31.547676392782403
2024-05-11,10.844513760018952
2024-05-12,7.886919098195601
2024-05-13,31.547676392782403
2024-05-14,32.53354128005685
2024-05-15,32.53354128005685
2024-05-16,30.561811505507954
2024-05-17,27.604216843684604
2024-05-18,9.858648872744501
2024-05-19,6.901054210921151
2024-05-20,28.590081730959053
2024-05-21,32.53354128005685
2024-05-22,33.519406167331304
2024-05-23,32.53354128005685
2024-05-24,27.604216843684604
2024-05-25,9.858648872744501
2024-05-26,6.901054210921151
2024-05-27,7.886919098195601
2024-05-28,28.590081730959053
2024-05-29,26.61835195641015
2024-05-30,29.575946618233502
2024-05-31,24.646622181861254
2024-06-01,8.87278398547005
2024-06-02,6.901054210921151
2024-06-03,26.61835195641015
2024-06-04,27.604216843684604
2024-06-05,28.590081730959053
2024-06-06,28.590081730959053
2024-06-07,25.632487069135703
2024-06-08,8.87278398547005
2024-06-09,6.901054210921151
2024-06-10,27.604216843684604
2024-06-11,30.561811505507954
2024-06-12,34.50527105460576
2024-06-13,53.2367039128203
2024-06-14,42.392190152801355
2024-06-15,10.844513760018952
2024-06-16,7.886919098195601
2024-06-17,38.44873060370355
2024-06-18,35.4911359418802
2024-06-19,19.717297745489002
2024-06-20,29.575946618233502
2024-06-21,26.61835195641015
2024-06-22,9.858648872744501
2024-06-23,6.901054210921151
2024-06-24,26.61835195641015
2024-06-25,29.575946618233502
2024-06-26,36.477000829154655
2024-06-27,36.477000829154655
2024-06-28,36.477000829154655
2024-06-29,9.858648872744501
2024-06-30,6.901054210921151
2024-07-01,47.3215145891736
2024-07-02,62.109487898290354
2024-07-03,66.05294744738816
2024-07-04,23.6607572945868
2024-07-05,58.16602834919256
2024-07-06,17.7455679709401
2024-07-07,11.8303786472934
2024-07-08,50.27910925099695
2024-07-09,53.2367039128203
2024-07-10,53.2367039128203
2024-07-11,57.180163461918106
2024-07-12,49.29324436372251
2024-07-13,12.816243534567851
2024-07-14,8.87278398547005
2024-07-15,50.27910925099695
2024-07-16,47.3215145891736
2024-07-17,45.349784814624705
2024-07-18,40.42046037825246
2024-07-19,39.434595490978005
2024-07-20,10.844513760018952
2024-07-21,8.87278398547005
2024-07-22,42.392190152801355
2024-07-23,57.180163461918106
2024-07-24,84.78438030560271
2024-07-25,62.109487898290354
2024-07-26,47.3215145891736
2024-07-27,11.8303786472934
2024-07-28,7.886919098195601
2024-07-29,39.434595490978005
2024-07-30,38.44873060370355
2024-07-31,36.477000829154655
2024-08-01,35.4911359418802
2024-08-02,38.44873060370355
2024-08-03,12.816243534567851
2024-08-04,8.87278398547005
2024-08-05,57.180163461918106
2024-08-06,42.392190152801355
2024-08-07,36.477000829154655
2024-08-08,36.477000829154655
2024-08-09,30.561811505507954
2024-08-10,8.87278398547005
2024-08-11,7.886919098195601
2024-08-12,30.561811505507954
2024-08-13,34.50527105460576
2024-08-14,32.53354128005685
2024-08-15,33.519406167331304
2024-08-16,30.561811505507954
2024-08-17,8.87278398547005
2024-08-18,6.804020265323272
2024-08-19,30.37162497213611
2024-08-20,30.37162497213611
2024-08-21,29.38576008486166
2024-08-22,29.878692528498885
2024-08-23,29.878692528498885
2024-08-24,9.46663173252907
2024-08-25,6.804020265323272
2024-08-26,29.878692528498885
2024-08-27,27.21608106129309
2024-08-28,29.38576008486166
2024-08-29,27.21608106129309
2024-08-30,23.567604706812837
2024-08-31,7.296952708960497
2024-09-01,6.311087821686046
2024-09-02,6.804020265323272
2024-09-03,26.72314861765586
2024-09-04,29.38576008486166
2024-09-05,30.37162497213611
2024-09-06,29.878692528498885
2024-09-07,7.296952708960497
2024-09-08,6.311087821686046
2024-09-09,26.72314861765586
2024-09-10,27.21608106129309
2024-09-11,28.892827641224436
2024-09-12,27.21608106129309
2024-09-13,26.72314861765586
2024-09-14,7.296952708960497
2024-09-15,6.311087821686046
2024-09-16,23.567604706812837
2024-09-17,26.82794527890157
2024-09-18,30.181438438764268
2024-09-19,33.53493159862696
2024-09-20,33.53493159862696
2024-09-21,10.06047947958809
2024-09-22,6.7069863197253925
2024-09-23,30.181438438764268
2024-09-24,33.53493159862696
2024-09-25,33.53493159862696
