Time,green_bay_packers
2022-10-05,2.7182962245885767
2022-10-06,2.7182962245885767
2022-10-07,3.6243949661181025
2022-10-08,4.0774443368828654
2022-10-09,31.260406582768635
2022-10-10,4.530493707647628
2022-10-11,2.7182962245885767
2022-10-12,2.265246853823814
2022-10-13,2.265246853823814
2022-10-14,2.265246853823814
2022-10-15,3.1713455953533396
2022-10-16,24.011616650532428
2022-10-17,5.436592449177153
2022-10-18,2.7182962245885767
2022-10-19,2.7182962245885767
2022-10-20,2.7182962245885767
2022-10-21,2.7182962245885767
2022-10-22,2.7182962245885767
2022-10-23,25.370764762826717
2022-10-24,6.342691190706679
2022-10-25,2.7182962245885767
2022-10-26,3.1713455953533396
2022-10-27,2.265246853823814
2022-10-28,2.7182962245885767
2022-10-29,3.1713455953533396
2022-10-30,10.873184898354307
2022-10-31,22.199419167473376
2022-11-01,4.983543078412391
2022-11-02,2.7182962245885767
2022-11-03,2.265246853823814
2022-11-04,2.265246853823814
2022-11-05,2.7182962245885767
2022-11-06,23.558567279767665
2022-11-07,6.795740561471442
2022-11-08,2.7182962245885767
2022-11-09,1.8121974830590513
2022-11-10,2.265246853823814
2022-11-11,2.265246853823814
2022-11-12,2.7182962245885767
2022-11-13,18.121974830590514
2022-11-14,17.66892545982575
2022-11-15,4.0774443368828654
2022-11-16,2.7182962245885767
2022-11-17,5.436592449177153
2022-11-18,27.18296224588577
2022-11-19,3.1713455953533396
2022-11-20,5.436592449177153
2022-11-21,3.6243949661181025
2022-11-22,2.265246853823814
2022-11-23,1.8121974830590513
2022-11-24,2.7182962245885767
2022-11-25,2.7182962245885767
2022-11-26,2.265246853823814
2022-11-27,6.795740561471442
2022-11-28,24.917715392061954
2022-11-29,2.7182962245885767
2022-11-30,2.265246853823814
2022-12-01,2.265246853823814
2022-12-02,1.8121974830590513
2022-12-03,2.265246853823814
2022-12-04,16.309777347531462
2022-12-05,4.983543078412391
2022-12-06,2.265246853823814
2022-12-07,1.8121974830590513
2022-12-08,1.8121974830590513
2022-12-09,1.8121974830590513
2022-12-10,1.8121974830590513
2022-12-11,7.248789932236205
2022-12-12,4.0774443368828654
2022-12-13,2.265246853823814
2022-12-14,1.8121974830590513
2022-12-15,1.8121974830590513
2022-12-16,2.265246853823814
2022-12-17,2.7182962245885767
2022-12-18,5.436592449177153
2022-12-19,5.889641819941916
2022-12-20,23.105517909002902
2022-12-21,2.7182962245885767
2022-12-22,2.265246853823814
2022-12-23,2.265246853823814
2022-12-24,4.0774443368828654
2022-12-25,24.011616650532428
2022-12-26,7.701839303000968
2022-12-27,3.1713455953533396
2022-12-28,2.265246853823814
2022-12-29,2.7182962245885767
2022-12-30,2.7182962245885767
2022-12-31,3.1713455953533396
2023-01-01,19.934172313649565
2023-01-02,15.856727976766699
2023-01-03,3.1713455953533396
2023-01-04,2.265246853823814
2023-01-05,2.265246853823814
2023-01-06,3.1713455953533396
2023-01-07,3.1713455953533396
2023-01-08,11.32623426911907
2023-01-09,45.30493707647628
2023-01-10,4.530493707647628
2023-01-11,1.8121974830590513
2023-01-12,1.8121974830590513
2023-01-13,1.8121974830590513
2023-01-14,1.8121974830590513
2023-01-15,2.265246853823814
2023-01-16,1.8121974830590513
2023-01-17,1.8121974830590513
2023-01-18,1.3591481122942883
2023-01-19,1.3591481122942883
2023-01-20,1.3591481122942883
2023-01-21,1.3591481122942883
2023-01-22,1.3591481122942883
2023-01-23,1.3591481122942883
2023-01-24,1.3591481122942883
2023-01-25,0.9060987415295256
2023-01-26,1.3591481122942883
2023-01-27,0.9060987415295256
2023-01-28,0.9060987415295256
2023-01-29,1.3591481122942883
2023-01-30,1.8121974830590513
2023-01-31,1.3591481122942883
2023-02-01,0.9060987415295256
2023-02-02,1.3591481122942883
2023-02-03,0.9060987415295256
2023-02-04,0.9060987415295256
2023-02-05,1.3591481122942883
2023-02-06,0.9060987415295256
2023-02-07,0.9060987415295256
2023-02-08,1.3591481122942883
2023-02-09,1.3591481122942883
2023-02-10,1.3591481122942883
2023-02-11,0.9060987415295256
2023-02-12,1.3591481122942883
2023-02-13,1.8121974830590513
2023-02-14,0.9060987415295256
2023-02-15,0.9060987415295256
2023-02-16,0.9060987415295256
2023-02-17,1.3591481122942883
2023-02-18,1.3591481122942883
2023-02-19,0.9060987415295256
2023-02-20,1.3591481122942883
2023-02-21,1.3591481122942883
2023-02-22,1.3591481122942883
2023-02-23,2.7182962245885767
2023-02-24,1.8121974830590513
2023-02-25,3.1713455953533396
2023-02-26,2.7182962245885767
2023-02-27,2.265246853823814
2023-02-28,1.3591481122942883
2023-03-01,1.8121974830590513
2023-03-02,1.8121974830590513
2023-03-03,2.265246853823814
2023-03-04,1.3591481122942883
2023-03-05,3.1713455953533396
2023-03-06,4.530493707647628
2023-03-07,2.265246853823814
2023-03-08,1.8121974830590513
2023-03-09,2.265246853823814
2023-03-10,2.265246853823814
2023-03-11,2.7182962245885767
2023-03-12,2.265246853823814
2023-03-13,3.1713455953533396
2023-03-14,3.6243949661181025
2023-03-15,4.0774443368828654
2023-03-16,3.1713455953533396
2023-03-17,3.1713455953533396
2023-03-18,3.1713455953533396
2023-03-19,2.265246853823814
2023-03-20,1.8121974830590513
2023-03-21,1.8121974830590513
2023-03-22,1.8121974830590513
2023-03-23,1.8121974830590513
2023-03-24,1.3591481122942883
2023-03-25,1.3591481122942883
2023-03-26,1.3591481122942883
2023-03-27,1.3591481122942883
2023-03-28,1.3591481122942883
2023-03-29,1.3591481122942883
2023-03-30,1.3591481122942883
2023-03-31,1.3591481122942883
2023-04-01,1.3591481122942883
2023-04-02,1.3591481122942883
2023-04-03,1.8121974830590513
2023-04-04,2.265246853823814
2023-04-05,1.3591481122942883
2023-04-06,1.3591481122942883
2023-04-07,1.3591481122942883
2023-04-08,1.3591481122942883
2023-04-09,1.3591481122942883
2023-04-10,1.3591481122942883
2023-04-11,1.3591481122942883
2023-04-12,0.9060987415295256
2023-04-13,1.3591481122942883
2023-04-14,1.3591481122942883
2023-04-15,1.3591481122942883
2023-04-16,1.3591481122942883
2023-04-17,1.3591481122942883
2023-04-18,1.3591481122942883
2023-04-19,1.3591481122942883
2023-04-20,1.3591481122942883
2023-04-21,0.9060987415295256
2023-04-22,0.9060987415295256
2023-04-23,0.9060987415295256
2023-04-24,2.265246853823814
2023-04-25,2.7182962245885767
2023-04-26,1.7215876089060986
2023-04-27,1.8575024201355275
2023-04-28,4.077444336882865
2023-04-29,7.022265246853824
2023-04-30,2.7182962245885767
2023-05-01,1.7215876089060986
2023-05-02,1.3591481122942883
2023-05-03,1.8575024201355275
2023-05-04,1.7215876089060986
2023-05-05,1.3591481122942883
2023-05-06,1.2232333010648595
2023-05-07,0.9967086156824781
2023-05-08,1.7215876089060986
2023-05-09,1.3591481122942883
2023-05-10,1.3591481122942883
2023-05-11,1.8575024201355275
2023-05-12,2.7182962245885767
2023-05-13,1.3591481122942883
2023-05-14,1.2232333010648595
2023-05-15,1.2232333010648595
2023-05-16,1.2232333010648595
2023-05-17,0.9967086156824781
2023-05-18,0.9967086156824781
2023-05-19,0.9967086156824781
2023-05-20,0.8607938044530493
2023-05-21,0.9967086156824781
2023-05-22,1.3591481122942883
2023-05-23,2.5823814133591476
2023-05-24,0.9967086156824781
2023-05-25,0.9967086156824781
2023-05-26,0.815488867376573
2023-05-27,0.815488867376573
2023-05-28,0.815488867376573
2023-05-29,0.815488867376573
2023-05-30,1.0873184898354307
2023-05-31,0.815488867376573
2023-06-01,0.815488867376573
2023-06-02,1.0873184898354307
2023-06-03,1.0873184898354307
2023-06-04,0.815488867376573
2023-06-05,1.0873184898354307
2023-06-06,0.815488867376573
2023-06-07,0.815488867376573
2023-06-08,0.815488867376573
2023-06-09,0.815488867376573
2023-06-10,0.815488867376573
2023-06-11,0.815488867376573
2023-06-12,0.815488867376573
2023-06-13,0.815488867376573
2023-06-14,0.815488867376573
2023-06-15,0.815488867376573
2023-06-16,0.815488867376573
2023-06-17,0.815488867376573
2023-06-18,0.815488867376573
2023-06-19,0.815488867376573
2023-06-20,0.815488867376573
2023-06-21,0.815488867376573
2023-06-22,0.815488867376573
2023-06-23,0.815488867376573
2023-06-24,0.815488867376573
2023-06-25,0.815488867376573
2023-06-26,0.815488867376573
2023-06-27,0.815488867376573
2023-06-28,0.815488867376573
2023-06-29,0.815488867376573
2023-06-30,0.815488867376573
2023-07-01,0.815488867376573
2023-07-02,0.815488867376573
2023-07-03,0.815488867376573
2023-07-04,0.815488867376573
2023-07-05,0.815488867376573
2023-07-06,0.815488867376573
2023-07-07,0.815488867376573
2023-07-08,0.815488867376573
2023-07-09,0.815488867376573
2023-07-10,0.815488867376573
2023-07-11,0.815488867376573
2023-07-12,0.815488867376573
2023-07-13,1.0873184898354307
2023-07-14,0.815488867376573
2023-07-15,0.815488867376573
2023-07-16,1.0873184898354307
2023-07-17,1.0873184898354307
2023-07-18,1.0873184898354307
2023-07-19,1.3591481122942883
2023-07-20,1.0873184898354307
2023-07-21,1.0873184898354307
2023-07-22,1.0873184898354307
2023-07-23,1.0873184898354307
2023-07-24,1.0873184898354307
2023-07-25,1.630977734753146
2023-07-26,1.9028073572120037
2023-07-27,1.3591481122942883
2023-07-28,1.3591481122942883
2023-07-29,1.0873184898354307
2023-07-30,1.0873184898354307
2023-07-31,1.630977734753146
2023-08-01,1.9028073572120037
2023-08-02,2.1746369796708613
2023-08-03,2.1746369796708613
2023-08-04,1.9028073572120037
2023-08-05,1.630977734753146
2023-08-06,2.1746369796708613
2023-08-07,1.9028073572120037
2023-08-08,1.630977734753146
2023-08-09,1.3591481122942883
2023-08-10,1.630977734753146
2023-08-11,3.5337850919651497
2023-08-12,6.795740561471442
2023-08-13,2.446466602129719
2023-08-14,2.446466602129719
2023-08-15,1.9028073572120037
2023-08-16,1.9028073572120037
2023-08-17,1.9028073572120037
2023-08-18,1.9028073572120037
2023-08-19,3.5337850919651497
2023-08-20,7.611229428848015
2023-08-21,2.7182962245885767
2023-08-22,2.1746369796708613
2023-08-23,1.9028073572120037
2023-08-24,1.9028073572120037
2023-08-25,1.9028073572120037
2023-08-26,6.795740561471442
2023-08-27,3.5337850919651497
2023-08-28,2.7182962245885767
2023-08-29,2.9901258470474343
2023-08-30,2.1746369796708613
2023-08-31,1.9028073572120037
2023-09-01,1.9028073572120037
2023-09-02,1.9028073572120037
2023-09-03,2.7182962245885767
2023-09-04,2.1746369796708613
2023-09-05,1.9028073572120037
2023-09-06,1.9028073572120037
2023-09-07,2.1746369796708613
2023-09-08,3.5337850919651497
2023-09-09,2.446466602129719
2023-09-10,17.668925459825747
2023-09-11,7.339399806389157
2023-09-12,4.349273959341723
2023-09-13,2.446466602129719
2023-09-14,2.1746369796708613
2023-09-15,2.446466602129719
2023-09-16,2.9901258470474343
2023-09-17,20.387221684414325
2023-09-18,4.077444336882865
2023-09-19,2.7182962245885767
2023-09-20,2.1746369796708613
2023-09-21,2.446466602129719
2023-09-22,2.446466602129719
2023-09-23,2.7182962245885767
2023-09-24,20.93088092933204
2023-09-25,5.436592449177153
2023-09-26,3.261955469506292
2023-09-27,2.9901258470474343
2023-09-28,7.883059051306873
2023-09-29,22.833688286544046
2023-09-30,2.446466602129719
2023-10-01,4.077444336882865
2023-10-02,2.446466602129719
2023-10-03,2.1746369796708613
2023-10-04,1.630977734753146
2023-10-05,1.9028073572120037
2023-10-06,1.9028073572120037
2023-10-07,1.9028073572120037
2023-10-08,5.436592449177153
2023-10-09,7.611229428848015
2023-10-10,19.571732817037752
2023-10-11,1.9028073572120037
2023-10-12,1.3591481122942883
2023-10-13,2.1746369796708613
2023-10-14,2.1746369796708613
2023-10-15,6.252081316553726
2023-10-16,2.446466602129719
2023-10-17,1.9028073572120037
2023-10-18,1.630977734753146
2023-10-19,1.9028073572120037
2023-10-20,1.9028073572120037
2023-10-21,2.1746369796708613
2023-10-22,16.30977734753146
2023-10-23,4.892933204259438
2023-10-24,2.1746369796708613
2023-10-25,1.3591481122942883
2023-10-26,1.630977734753146
2023-10-27,1.9028073572120037
2023-10-28,1.9028073572120037
2023-10-29,12.232333010648595
2023-10-30,2.9901258470474343
2023-10-31,2.7182962245885767
2023-11-01,1.630977734753146
2023-11-02,1.9028073572120037
2023-11-03,2.1746369796708613
2023-11-04,2.1746369796708613
2023-11-05,15.22245885769603
2023-11-06,3.8056147144240073
2023-11-07,1.9028073572120037
2023-11-08,1.3591481122942883
2023-11-09,1.3591481122942883
2023-11-10,1.630977734753146
2023-11-11,1.9028073572120037
2023-11-12,13.047821878025168
2023-11-13,2.9901258470474343
2023-11-14,1.630977734753146
2023-11-15,1.0873184898354307
2023-11-16,1.9028073572120037
2023-11-17,1.630977734753146
2023-11-18,1.9028073572120037
2023-11-19,13.319651500484026
2023-11-20,4.077444336882865
2023-11-21,2.1746369796708613
2023-11-22,2.1746369796708613
2023-11-23,18.484414327202323
2023-11-24,4.621103581800581
2023-11-25,2.446466602129719
2023-11-26,3.261955469506292
2023-11-27,2.446466602129719
2023-11-28,2.446466602129719
2023-11-29,2.446466602129719
2023-11-30,1.9028073572120037
2023-12-01,2.1746369796708613
2023-12-02,2.446466602129719
2023-12-03,6.795740561471442
2023-12-04,25.55198451113262
2023-12-05,3.5337850919651497
2023-12-06,2.1746369796708613
2023-12-07,2.1746369796708613
2023-12-08,1.9028073572120037
2023-12-09,2.446466602129719
2023-12-10,5.980251694094869
2023-12-11,6.523910939012584
2023-12-12,17.940755082284607
2023-12-13,2.1746369796708613
2023-12-14,2.1746369796708613
2023-12-15,1.9028073572120037
2023-12-16,2.7182962245885767
2023-12-17,14.950629235237171
2023-12-18,3.8056147144240073
2023-12-19,2.1746369796708613
2023-12-20,1.9028073572120037
2023-12-21,1.630977734753146
2023-12-22,1.8641716748320647
2023-12-23,2.3043424848035143
2023-12-24,13.353457722566473
2023-12-25,4.880514592065886
2023-12-26,2.440257296032943
2023-12-27,2.3043424848035143
2023-12-28,2.3043424848035143
2023-12-29,1.8641716748320647
2023-12-30,2.0000864860614933
2023-12-31,6.168600645697072
2024-01-01,18.369887125861787
2024-01-02,3.016342917233822
2024-01-03,2.576172107262372
2024-01-04,2.3043424848035143
2024-01-05,2.3043424848035143
2024-01-06,3.1522577284632507
2024-01-07,19.386143557034117
2024-01-08,12.913286912595023
2024-01-09,3.1522577284632507
2024-01-10,2.440257296032943
2024-01-11,2.440257296032943
2024-01-12,2.880428106004393
2024-01-13,4.304428970865008
2024-01-14,27.283001066333824
2024-01-15,25.114573392759738
2024-01-16,5.320685402037336
2024-01-17,3.5924285384347003
2024-01-18,3.4565137272052713
2024-01-19,4.168514159635579
2024-01-20,11.48928604773441
2024-01-21,54.76607977356377
2024-01-22,3.651071984904251
2024-01-23,1.8255359924521255
2024-01-24,1.8255359924521255
2024-01-25,1.8255359924521255
2024-01-26,1.8255359924521255
2024-01-27,1.8255359924521255
2024-01-28,2.4340479899361673
2024-01-29,1.8255359924521255
2024-01-30,1.2170239949680837
2024-01-31,1.2170239949680837
2024-02-01,1.8255359924521255
2024-02-02,1.2170239949680837
2024-02-03,1.2170239949680837
2024-02-04,1.2170239949680837
2024-02-05,1.2170239949680837
2024-02-06,1.2170239949680837
2024-02-07,1.2170239949680837
2024-02-08,1.2170239949680837
2024-02-09,1.2170239949680837
2024-02-10,1.2170239949680837
2024-02-11,1.2170239949680837
2024-02-12,1.8255359924521255
2024-02-13,1.2170239949680837
2024-02-14,1.2170239949680837
2024-02-15,1.2170239949680837
2024-02-16,0.6085119974840418
2024-02-17,1.2170239949680837
2024-02-18,1.2170239949680837
2024-02-19,1.2170239949680837
2024-02-20,1.2170239949680837
2024-02-21,1.2170239949680837
2024-02-22,0.6085119974840418
2024-02-23,0.6085119974840418
2024-02-24,0.6085119974840418
2024-02-25,1.2170239949680837
2024-02-26,0.6085119974840418
2024-02-27,0.6085119974840418
2024-02-28,1.2170239949680837
2024-02-29,1.2170239949680837
2024-03-01,1.2170239949680837
2024-03-02,1.2170239949680837
2024-03-03,1.2170239949680837
2024-03-04,1.2170239949680837
2024-03-05,1.2170239949680837
2024-03-06,1.2170239949680837
2024-03-07,1.2170239949680837
2024-03-08,1.2170239949680837
2024-03-09,1.2170239949680837
2024-03-10,1.2170239949680837
2024-03-11,3.0425599874202094
2024-03-12,3.0425599874202094
2024-03-13,2.4340479899361673
2024-03-14,1.8255359924521255
2024-03-15,1.8255359924521255
2024-03-16,1.2170239949680837
2024-03-17,1.2170239949680837
2024-03-18,1.2170239949680837
2024-03-19,1.2170239949680837
2024-03-20,1.2170239949680837
2024-03-21,1.2170239949680837
2024-03-22,1.2170239949680837
2024-03-23,1.2170239949680837
2024-03-24,1.2170239949680837
2024-03-25,1.2170239949680837
2024-03-26,1.2170239949680837
2024-03-27,1.2170239949680837
2024-03-28,1.2170239949680837
2024-03-29,1.2170239949680837
2024-03-30,1.2170239949680837
2024-03-31,1.2170239949680837
2024-04-01,1.2170239949680837
2024-04-02,0.6085119974840418
2024-04-03,1.2170239949680837
2024-04-04,1.2170239949680837
2024-04-05,1.2170239949680837
2024-04-06,0.6085119974840418
2024-04-07,0.6085119974840418
2024-04-08,0.6085119974840418
2024-04-09,1.2170239949680837
2024-04-10,1.2170239949680837
2024-04-11,1.2170239949680837
2024-04-12,1.2170239949680837
2024-04-13,0.6085119974840418
2024-04-14,0.6085119974840418
2024-04-15,1.2170239949680837
2024-04-16,1.2170239949680837
2024-04-17,1.2170239949680837
2024-04-18,1.2170239949680837
2024-04-19,1.2170239949680837
2024-04-20,0.6085119974840418
2024-04-21,1.2170239949680837
2024-04-22,0.6085119974840418
2024-04-23,1.2170239949680837
2024-04-24,1.2170239949680837
2024-04-25,1.2170239949680837
2024-04-26,3.651071984904251
2024-04-27,6.085119974840419
2024-04-28,2.4340479899361673
2024-04-29,1.2170239949680837
2024-04-30,1.2170239949680837
2024-05-01,1.2170239949680837
2024-05-02,1.2170239949680837
2024-05-03,1.2170239949680837
2024-05-04,0.6085119974840418
2024-05-05,1.2170239949680837
2024-05-06,1.2170239949680837
2024-05-07,1.2170239949680837
2024-05-08,0.6085119974840418
2024-05-09,1.2170239949680837
2024-05-10,1.2170239949680837
2024-05-11,1.2170239949680837
2024-05-12,1.2170239949680837
2024-05-13,1.2170239949680837
2024-05-14,1.2170239949680837
2024-05-15,1.2170239949680837
2024-05-16,3.0425599874202094
2024-05-17,1.2170239949680837
2024-05-18,1.2170239949680837
2024-05-19,1.2170239949680837
2024-05-20,1.2170239949680837
2024-05-21,1.2170239949680837
2024-05-22,1.2170239949680837
2024-05-23,1.2170239949680837
2024-05-24,0.6085119974840418
2024-05-25,0.6085119974840418
2024-05-26,0.6085119974840418
2024-05-27,0.6085119974840418
2024-05-28,1.2170239949680837
2024-05-29,0.6085119974840418
2024-05-30,0.6085119974840418
2024-05-31,0.6085119974840418
2024-06-01,0.6085119974840418
2024-06-02,0.6085119974840418
2024-06-03,0.6085119974840418
2024-06-04,0.6085119974840418
2024-06-05,0.6085119974840418
2024-06-06,0.6085119974840418
2024-06-07,0.6085119974840418
2024-06-08,0.6085119974840418
2024-06-09,0.6085119974840418
2024-06-10,0.6085119974840418
2024-06-11,0.6085119974840418
2024-06-12,1.2170239949680837
2024-06-13,1.2170239949680837
2024-06-14,0.6085119974840418
2024-06-15,0.6085119974840418
2024-06-16,1.8255359924521255
2024-06-17,1.2170239949680837
2024-06-18,0.6085119974840418
2024-06-19,0.6085119974840418
2024-06-20,0.6085119974840418
2024-06-21,0.6085119974840418
2024-06-22,0.6085119974840418
2024-06-23,0.6085119974840418
2024-06-24,1.2170239949680837
2024-06-25,0.6085119974840418
2024-06-26,0.6085119974840418
2024-06-27,0.6085119974840418
2024-06-28,0.6085119974840418
2024-06-29,0.6085119974840418
2024-06-30,0.6085119974840418
2024-07-01,0.6085119974840418
2024-07-02,0.6085119974840418
2024-07-03,1.2170239949680837
2024-07-04,1.8255359924521255
2024-07-05,0.6085119974840418
2024-07-06,0.6085119974840418
2024-07-07,1.8255359924521255
2024-07-08,0.6085119974840418
2024-07-09,0.6085119974840418
2024-07-10,0.6085119974840418
2024-07-11,0.6085119974840418
2024-07-12,0.6085119974840418
2024-07-13,0.6085119974840418
2024-07-14,0.6085119974840418
2024-07-15,0.6085119974840418
2024-07-16,0.6085119974840418
2024-07-17,1.2170239949680837
2024-07-18,1.2170239949680837
2024-07-19,1.2170239949680837
2024-07-20,0.6085119974840418
2024-07-21,2.4340479899361673
2024-07-22,2.4340479899361673
2024-07-23,1.8255359924521255
2024-07-24,1.2170239949680837
2024-07-25,1.2170239949680837
2024-07-26,1.2170239949680837
2024-07-27,1.8255359924521255
2024-07-28,1.2170239949680837
2024-07-29,1.8255359924521255
2024-07-30,1.8255359924521255
2024-07-31,1.2170239949680837
2024-08-01,1.2170239949680837
2024-08-02,1.2170239949680837
2024-08-03,1.8255359924521255
2024-08-04,1.8255359924521255
2024-08-05,1.2170239949680837
2024-08-06,1.2170239949680837
2024-08-07,1.2170239949680837
2024-08-08,1.2170239949680837
2024-08-09,1.8255359924521255
2024-08-10,6.69363197232446
2024-08-11,4.259583982388293
2024-08-12,1.8255359924521255
2024-08-13,1.8255359924521255
2024-08-14,1.8255359924521255
2024-08-15,1.8255359924521255
2024-08-16,1.8255359924521255
2024-08-17,2.4340479899361673
2024-08-18,4.259583982388293
2024-08-19,6.085119974840419
