Time,irs
2023-09-17,5.6628056628056616
2023-09-18,11.325611325611323
2023-09-19,12.684684684684683
2023-09-20,11.325611325611323
2023-09-21,10.646074646074643
2023-09-22,11.099099099099098
2023-09-23,6.115830115830114
2023-09-24,5.6628056628056616
2023-09-25,12.005148005148003
2023-09-26,12.005148005148003
2023-09-27,11.55212355212355
2023-09-28,11.099099099099098
2023-09-29,11.325611325611323
2023-09-30,6.795366795366794
2023-10-01,6.3423423423423415
2023-10-02,12.458172458172456
2023-10-03,12.458172458172456
2023-10-04,12.005148005148003
2023-10-05,12.005148005148003
2023-10-06,11.325611325611323
2023-10-07,7.248391248391247
2023-10-08,6.568854568854568
2023-10-09,11.55212355212355
2023-10-10,13.590733590733588
2023-10-11,13.364221364221361
2023-10-12,14.043758043758041
2023-10-13,14.949806949806947
2023-10-14,8.607464607464605
2023-10-15,8.833976833976832
2023-10-16,21.065637065637063
2023-10-17,15.855855855855852
2023-10-18,12.458172458172456
2023-10-19,12.005148005148003
2023-10-20,10.646074646074643
2023-10-21,6.115830115830114
2023-10-22,5.209781209781209
2023-10-23,12.005148005148003
2023-10-24,12.911196911196908
2023-10-25,12.458172458172456
2023-10-26,11.778635778635776
2023-10-27,9.740025740025738
2023-10-28,5.889317889317888
2023-10-29,4.756756756756756
2023-10-30,11.099099099099098
2023-10-31,12.684684684684683
2023-11-01,12.684684684684683
2023-11-02,12.231660231660229
2023-11-03,11.325611325611323
2023-11-04,6.568854568854568
2023-11-05,5.6628056628056616
2023-11-06,12.005148005148003
2023-11-07,12.005148005148003
2023-11-08,11.778635778635776
2023-11-09,11.778635778635776
2023-11-10,13.817245817245814
2023-11-11,7.7014157014157
2023-11-12,6.795366795366794
2023-11-13,13.817245817245814
2023-11-14,13.590733590733588
2023-11-15,14.043758043758041
2023-11-16,13.364221364221361
2023-11-17,11.778635778635776
2023-11-18,7.248391248391247
2023-11-19,5.889317889317888
2023-11-20,11.778635778635776
2023-11-21,11.099099099099098
2023-11-22,8.833976833976832
2023-11-23,4.756756756756756
2023-11-24,6.3423423423423415
2023-11-25,6.568854568854568
2023-11-26,6.3423423423423415
2023-11-27,14.043758043758041
2023-11-28,13.817245817245814
2023-11-29,12.911196911196908
2023-11-30,13.364221364221361
2023-12-01,12.005148005148003
2023-12-02,7.474903474903473
2023-12-03,6.795366795366794
2023-12-04,13.137709137709136
2023-12-05,13.817245817245814
2023-12-06,13.364221364221361
2023-12-07,12.231660231660229
2023-12-08,12.684684684684683
2023-12-09,6.795366795366794
2023-12-10,5.6628056628056616
2023-12-11,13.590733590733588
2023-12-12,13.590733590733588
2023-12-13,13.137709137709136
2023-12-14,12.911196911196908
2023-12-15,11.099099099099098
2023-12-16,7.021879021879021
2023-12-17,5.889317889317888
2023-12-18,13.364221364221361
2023-12-19,13.364221364221361
2023-12-20,14.270270270270267
2023-12-21,13.137709137709136
2023-12-22,10.803124968060825
2023-12-23,7.039452053502144
2023-12-24,4.931103369710577
2023-12-25,4.10344125432702
2023-12-26,10.689868854804711
2023-12-27,13.625879653979833
2023-12-28,14.340285656107277
2023-12-29,12.91147365185239
2023-12-30,7.8671141688857
2023-12-31,6.92619594024603
2024-01-01,7.753858055629587
2024-01-02,18.55698302369041
2024-01-03,19.611157365586195
2024-01-04,19.384645139073967
2024-01-05,17.61606479505074
2024-01-06,11.630787083444382
2024-01-07,9.74895062616504
2024-01-08,19.611157365586195
2024-01-09,19.49790125233008
2024-01-10,19.271389025817854
2024-01-11,20.55207559422586
2024-01-12,19.384645139073967
2024-01-13,12.798217538596276
2024-01-14,9.74895062616504
2024-01-15,16.675146566411073
2024-01-16,22.207399824992976
2024-01-17,22.547168164761317
2024-01-18,21.379737709609422
2024-01-19,22.094143711736862
2024-01-20,16.33537822664273
2024-01-21,12.685238165995646
2024-01-22,24.394688780760855
2024-01-23,28.297838985682592
2024-01-24,28.297838985682592
2024-01-25,26.346263883221724
2024-01-26,26.346263883221724
2024-01-27,21.467326127069555
2024-01-28,19.515751024608686
2024-01-29,39.03150204921737
2024-01-30,43.91043980536954
2024-01-31,41.95886470290867
2024-02-01,38.05571449798693
2024-02-02,39.03150204921737
2024-02-03,31.225201639373896
2024-02-04,27.32205143445216
2024-02-05,41.95886470290867
2024-02-06,43.91043980536954
2024-02-07,43.91043980536954
2024-02-08,45.86201490783041
2024-02-09,45.86201490783041
2024-02-10,39.03150204921737
2024-02-11,29.273626536913028
2024-02-12,46.837802459060846
2024-02-13,50.74095266398258
2024-02-14,52.69252776644345
2024-02-15,66.35355348366953
2024-02-16,73.18406634228256
2024-02-17,52.69252776644345
2024-02-18,38.05571449798693
2024-02-19,45.86201490783041
2024-02-20,55.61989042013475
2024-02-21,53.66831531767389
2024-02-22,49.76516511275215
2024-02-23,45.86201490783041
2024-02-24,33.176776741834765
2024-02-25,25.37047633199129
2024-02-26,41.95886470290867
2024-02-27,40.98307715167824
2024-02-28,39.03150204921737
2024-02-29,37.0799269467565
2024-03-01,39.03150204921737
2024-03-02,29.273626536913028
2024-03-03,23.418901229530423
2024-03-04,39.03150204921737
2024-03-05,37.0799269467565
2024-03-06,33.176776741834765
2024-03-07,33.176776741834765
2024-03-08,33.176776741834765
2024-03-09,25.37047633199129
2024-03-10,21.467326127069555
2024-03-11,34.1525642930652
2024-03-12,36.10413939552607
2024-03-13,35.128351844295636
2024-03-14,33.176776741834765
2024-03-15,32.20098919060433
2024-03-16,24.394688780760855
2024-03-17,21.467326127069555
2024-03-18,34.1525642930652
2024-03-19,33.176776741834765
2024-03-20,32.20098919060433
2024-03-21,30.24941408814346
2024-03-22,30.24941408814346
2024-03-23,23.418901229530423
2024-03-24,20.49153857583912
2024-03-25,33.176776741834765
2024-03-26,32.20098919060433
2024-03-27,30.24941408814346
2024-03-28,31.225201639373896
2024-03-29,29.273626536913028
2024-03-30,21.467326127069555
2024-03-31,17.564175922147818
2024-04-01,39.03150204921737
2024-04-02,38.05571449798693
2024-04-03,35.128351844295636
2024-04-04,33.176776741834765
2024-04-05,33.176776741834765
2024-04-06,25.37047633199129
2024-04-07,23.418901229530423
2024-04-08,38.05571449798693
2024-04-09,39.03150204921737
2024-04-10,41.95886470290867
2024-04-11,43.91043980536954
2024-04-12,51.716740215213015
2024-04-13,42.93465225413911
2024-04-14,44.886227356599974
2024-04-15,97.57875512304342
2024-04-16,60.49882817628692
2024-04-17,31.225201639373896
2024-04-18,29.273626536913028
2024-04-19,24.394688780760855
2024-04-20,15.612600819686948
2024-04-21,10.733663063534777
2024-04-22,24.394688780760855
2024-04-23,23.418901229530423
2024-04-24,22.443113678299987
2024-04-25,21.467326127069555
2024-04-26,19.515751024608686
2024-04-27,11.709450614765212
2024-04-28,9.757875512304343
2024-04-29,21.467326127069555
2024-04-30,21.467326127069555
2024-05-01,20.49153857583912
2024-05-02,17.564175922147818
2024-05-03,18.53996347337825
2024-05-04,9.757875512304343
2024-05-05,8.782087961073909
2024-05-06,19.515751024608686
2024-05-07,19.515751024608686
2024-05-08,17.564175922147818
2024-05-09,17.564175922147818
2024-05-10,16.588388370917382
2024-05-11,8.782087961073909
2024-05-12,6.83051285861304
2024-05-13,18.53996347337825
2024-05-14,19.515751024608686
2024-05-15,17.564175922147818
2024-05-16,16.588388370917382
2024-05-17,15.612600819686948
2024-05-18,8.782087961073909
2024-05-19,7.806300409843474
2024-05-20,19.515751024608686
2024-05-21,17.564175922147818
2024-05-22,16.588388370917382
2024-05-23,14.636813268456514
2024-05-24,14.636813268456514
2024-05-25,7.806300409843474
2024-05-26,6.83051285861304
2024-05-27,7.806300409843474
2024-05-28,16.588388370917382
2024-05-29,16.588388370917382
2024-05-30,15.612600819686948
2024-05-31,16.588388370917382
2024-06-01,8.782087961073909
2024-06-02,7.806300409843474
2024-06-03,17.564175922147818
2024-06-04,18.53996347337825
2024-06-05,16.588388370917382
2024-06-06,16.588388370917382
2024-06-07,16.588388370917382
2024-06-08,10.733663063534777
2024-06-09,11.709450614765212
2024-06-10,21.467326127069555
2024-06-11,25.37047633199129
2024-06-12,22.443113678299987
2024-06-13,18.53996347337825
2024-06-14,17.564175922147818
2024-06-15,9.757875512304343
2024-06-16,8.782087961073909
2024-06-17,20.49153857583912
2024-06-18,18.53996347337825
2024-06-19,14.636813268456514
2024-06-20,15.612600819686948
2024-06-21,14.636813268456514
2024-06-22,7.806300409843474
2024-06-23,6.83051285861304
2024-06-24,17.564175922147818
2024-06-25,16.588388370917382
2024-06-26,15.612600819686948
2024-06-27,14.636813268456514
2024-06-28,13.66102571722608
2024-06-29,7.806300409843474
2024-06-30,6.83051285861304
2024-07-01,15.612600819686948
2024-07-02,14.636813268456514
2024-07-03,12.685238165995646
2024-07-04,6.83051285861304
2024-07-05,9.757875512304343
2024-07-06,6.83051285861304
2024-07-07,6.83051285861304
2024-07-08,15.612600819686948
2024-07-09,14.636813268456514
2024-07-10,15.612600819686948
2024-07-11,15.612600819686948
2024-07-12,13.66102571722608
2024-07-13,8.782087961073909
2024-07-14,6.83051285861304
2024-07-15,18.53996347337825
2024-07-16,14.636813268456514
2024-07-17,14.636813268456514
2024-07-18,13.66102571722608
2024-07-19,12.685238165995646
2024-07-20,7.806300409843474
2024-07-21,6.83051285861304
2024-07-22,13.66102571722608
2024-07-23,12.685238165995646
2024-07-24,13.66102571722608
2024-07-25,12.685238165995646
2024-07-26,10.733663063534777
2024-07-27,6.83051285861304
2024-07-28,5.854725307382606
2024-07-29,13.66102571722608
2024-07-30,13.66102571722608
2024-07-31,13.66102571722608
2024-08-01,11.709450614765212
2024-08-02,11.709450614765212
2024-08-03,6.83051285861304
2024-08-04,5.854725307382606
2024-08-05,12.685238165995646
2024-08-06,12.685238165995646
2024-08-07,11.709450614765212
2024-08-08,10.733663063534777
2024-08-09,10.733663063534777
2024-08-10,6.83051285861304
2024-08-11,5.854725307382606
2024-08-12,12.685238165995646
2024-08-13,14.636813268456514
2024-08-14,11.709450614765212
2024-08-15,14.636813268456514
2024-08-16,11.709450614765212
2024-08-17,6.83051285861304
2024-08-18,6.342619082997823
2024-08-19,13.173131941610862
2024-08-20,13.66102571722608
2024-08-21,12.19734439038043
2024-08-22,11.709450614765212
2024-08-23,10.733663063534777
2024-08-24,6.83051285861304
2024-08-25,5.854725307382606
2024-08-26,12.685238165995646
2024-08-27,13.66102571722608
2024-08-28,12.19734439038043
2024-08-29,11.709450614765212
2024-08-30,10.733663063534777
2024-08-31,5.854725307382606
2024-09-01,5.854725307382606
2024-09-02,6.342619082997823
2024-09-03,13.173131941610862
2024-09-04,13.173131941610862
2024-09-05,11.709450614765212
2024-09-06,11.221556839149994
2024-09-07,5.854725307382606
2024-09-08,5.854725307382606
2024-09-09,13.66102571722608
2024-09-10,13.173131941610862
2024-09-11,12.19734439038043
2024-09-12,12.685238165995646
2024-09-13,13.66102571722608
2024-09-14,7.806300409843474
2024-09-15,6.83051285861304
2024-09-16,14.636813268456514
2024-09-17,13.66102571722608
2024-09-18,12.685238165995646
2024-09-19,11.709450614765212
2024-09-20,10.733663063534777
2024-09-21,6.83051285861304
2024-09-22,6.83051285861304
2024-09-23,12.685238165995646
