Time,irs
2024-09-24,12.685238165995646
2024-09-25,11.709450614765212
2024-09-26,11.709450614765212
2024-09-27,9.757875512304343
2024-09-28,6.83051285861304
2024-09-29,5.854725307382606
2024-09-30,13.66102571722608
2024-10-01,13.66102571722608
2024-10-02,12.685238165995646
2024-10-03,11.709450614765212
2024-10-04,11.709450614765212
2024-10-05,6.83051285861304
2024-10-06,5.854725307382606
2024-10-07,13.66102571722608
2024-10-08,12.685238165995646
2024-10-09,11.709450614765212
2024-10-10,12.685238165995646
2024-10-11,13.66102571722608
2024-10-12,7.806300409843474
2024-10-13,7.806300409843474
2024-10-14,15.612600819686948
2024-10-15,20.49153857583912
2024-10-16,15.612600819686948
2024-10-17,12.685238165995646
2024-10-18,10.733663063534777
2024-10-19,6.83051285861304
2024-10-20,5.854725307382606
2024-10-21,12.685238165995646
2024-10-22,15.612600819686948
2024-10-23,14.636813268456514
2024-10-24,12.685238165995646
2024-10-25,10.733663063534777
2024-10-26,5.854725307382606
2024-10-27,5.854725307382606
2024-10-28,12.685238165995646
2024-10-29,12.685238165995646
2024-10-30,12.685238165995646
2024-10-31,10.733663063534777
2024-11-01,11.709450614765212
2024-11-02,6.83051285861304
2024-11-03,5.854725307382606
2024-11-04,11.709450614765212
2024-11-05,11.709450614765212
2024-11-06,8.782087961073909
2024-11-07,10.733663063534777
2024-11-08,10.733663063534777
2024-11-09,6.83051285861304
2024-11-10,5.854725307382606
2024-11-11,9.757875512304343
2024-11-12,12.685238165995646
2024-11-13,14.636813268456514
2024-11-14,12.685238165995646
2024-11-15,11.709450614765212
2024-11-16,6.83051285861304
2024-11-17,5.854725307382606
2024-11-18,13.66102571722608
2024-11-19,13.66102571722608
2024-11-20,12.685238165995646
2024-11-21,11.709450614765212
2024-11-22,9.757875512304343
2024-11-23,6.83051285861304
2024-11-24,5.854725307382606
2024-11-25,11.709450614765212
2024-11-26,12.685238165995646
2024-11-27,9.757875512304343
2024-11-28,5.854725307382606
2024-11-29,8.782087961073909
2024-11-30,6.83051285861304
2024-12-01,6.83051285861304
2024-12-02,12.685238165995646
2024-12-03,12.685238165995646
2024-12-04,13.66102571722608
2024-12-05,13.66102571722608
2024-12-06,11.709450614765212
2024-12-07,6.83051285861304
2024-12-08,6.83051285861304
2024-12-09,12.685238165995646
2024-12-10,14.636813268456514
2024-12-11,13.66102571722608
2024-12-12,12.685238165995646
2024-12-13,11.709450614765212
2024-12-14,7.806300409843474
2024-12-15,6.83051285861304
2024-12-16,13.66102571722608
2024-12-17,14.636813268456514
2024-12-18,13.66102571722608
2024-12-19,13.66102571722608
2024-12-20,12.685238165995646
2024-12-21,7.806300409843474
2024-12-22,6.83051285861304
2024-12-23,22.443113678299987
2024-12-24,15.612600819686948
2024-12-25,9.757875512304343
2024-12-26,17.564175922147818
2024-12-27,20.49153857583912
2024-12-28,11.709450614765212
2024-12-29,9.757875512304343
2024-12-30,19.515751024608686
2024-12-31,16.588388370917382
2025-01-01,8.782087961073909
2025-01-02,20.49153857583912
2025-01-03,20.49153857583912
2025-01-04,12.685238165995646
2025-01-05,9.757875512304343
2025-01-06,21.467326127069555
2025-01-07,21.467326127069555
2025-01-08,20.49153857583912
2025-01-09,18.53996347337825
2025-01-10,18.53996347337825
2025-01-11,15.612600819686948
2025-01-12,16.588388370917382
2025-01-13,26.346263883221724
2025-01-14,29.273626536913028
2025-01-15,29.273626536913028
2025-01-16,24.394688780760855
2025-01-17,23.418901229530423
2025-01-18,16.588388370917382
2025-01-19,12.685238165995646
2025-01-20,21.467326127069555
2025-01-21,28.297838985682592
2025-01-22,29.273626536913028
2025-01-23,28.297838985682592
2025-01-24,28.297838985682592
2025-01-25,22.443113678299987
2025-01-26,22.443113678299987
2025-01-27,39.03150204921737
2025-01-28,41.95886470290867
2025-01-29,40.98307715167824
2025-01-30,39.03150204921737
2025-01-31,42.93465225413911
2025-02-01,34.1525642930652
2025-02-02,30.24941408814346
2025-02-03,40.98307715167824
2025-02-04,47.81359001029128
2025-02-05,45.86201490783041
2025-02-06,43.91043980536954
2025-02-07,43.91043980536954
2025-02-08,35.128351844295636
2025-02-09,30.24941408814346
2025-02-10,40.98307715167824
2025-02-11,47.81359001029128
2025-02-12,47.81359001029128
2025-02-13,45.86201490783041
2025-02-14,56.595677971365184
2025-02-15,51.716740215213015
2025-02-16,49.76516511275215
2025-02-17,60.49882817628692
2025-02-18,74.159853893513
2025-02-19,96.602967571813
2025-02-20,81.96615430335648
2025-02-21,69.28091613736083
2025-02-22,47.81359001029128
2025-02-23,34.1525642930652
2025-02-24,49.76516511275215
2025-02-25,46.837802459060846
2025-02-26,43.91043980536954
2025-02-27,37.0799269467565
2025-02-28,37.0799269467565
2025-03-01,26.346263883221724
2025-03-02,22.443113678299987
2025-03-03,36.10413939552607
2025-03-04,35.128351844295636
2025-03-05,35.128351844295636
2025-03-06,33.176776741834765
2025-03-07,31.225201639373896
2025-03-08,26.346263883221724
2025-03-09,21.467326127069555
2025-03-10,34.1525642930652
2025-03-11,32.20098919060433
2025-03-12,32.20098919060433
2025-03-13,31.225201639373896
2025-03-14,31.225201639373896
2025-03-15,25.37047633199129
2025-03-16,20.49153857583912
2025-03-17,31.225201639373896
2025-03-18,32.20098919060433
2025-03-19,32.20098919060433
2025-03-20,33.176776741834765
2025-03-21,30.24941408814346
2025-03-22,23.418901229530423
2025-03-23,20.49153857583912
2025-03-24,32.20098919060433
2025-03-25,31.225201639373896
2025-03-26,29.273626536913028
2025-03-27,29.273626536913028
2025-03-28,27.32205143445216
2025-03-29,23.418901229530423
2025-03-30,20.49153857583912
2025-03-31,32.20098919060433
2025-04-01,32.20098919060433
2025-04-02,30.24941408814346
2025-04-03,30.24941408814346
2025-04-04,32.20098919060433
2025-04-05,26.346263883221724
2025-04-06,24.394688780760855
2025-04-07,37.0799269467565
2025-04-08,39.03150204921737
2025-04-09,40.007289600447805
2025-04-10,40.98307715167824
2025-04-11,42.93465225413911
2025-04-12,36.10413939552607
2025-04-13,37.0799269467565
2025-04-14,74.159853893513
2025-04-15,97.57875512304342
2025-04-16,56.595677971365184
2025-04-17,27.32205143445216
2025-04-18,25.37047633199129
2025-04-19,14.636813268456514
2025-04-20,10.733663063534777
2025-04-21,24.394688780760855
2025-04-22,24.394688780760855
2025-04-23,22.443113678299987
2025-04-24,20.49153857583912
2025-04-25,20.49153857583912
2025-04-26,11.709450614765212
2025-04-27,9.757875512304343
2025-04-28,22.443113678299987
2025-04-29,21.467326127069555
2025-04-30,19.515751024608686
2025-05-01,17.564175922147818
2025-05-02,18.53996347337825
2025-05-03,9.757875512304343
2025-05-04,8.782087961073909
2025-05-05,18.53996347337825
2025-05-06,17.564175922147818
2025-05-07,16.588388370917382
2025-05-08,16.588388370917382
2025-05-09,15.612600819686948
2025-05-10,8.782087961073909
2025-05-11,7.806300409843474
2025-05-12,18.53996347337825
2025-05-13,17.564175922147818
2025-05-14,17.564175922147818
2025-05-15,15.612600819686948
2025-05-16,15.612600819686948
2025-05-17,8.782087961073909
2025-05-18,7.806300409843474
2025-05-19,17.564175922147818
2025-05-20,17.564175922147818
2025-05-21,15.612600819686948
2025-05-22,14.636813268456514
2025-05-23,15.612600819686948
2025-05-24,8.782087961073909
2025-05-25,6.83051285861304
2025-05-26,7.806300409843474
2025-05-27,17.564175922147818
2025-05-28,18.53996347337825
2025-05-29,16.588388370917382
2025-05-30,16.588388370917382
2025-05-31,12.685238165995646
2025-06-01,12.685238165995646
2025-06-02,21.467326127069555
2025-06-03,21.467326127069555
2025-06-04,17.564175922147818
2025-06-05,16.588388370917382
2025-06-06,16.588388370917382
2025-06-07,8.782087961073909
2025-06-08,7.806300409843474
2025-06-09,18.53996347337825
2025-06-10,21.467326127069555
2025-06-11,17.564175922147818
2025-06-12,18.53996347337825
2025-06-13,16.588388370917382
2025-06-14,8.782087961073909
2025-06-15,7.806300409843474
2025-06-16,19.515751024608686
2025-06-17,16.588388370917382
2025-06-18,16.588388370917382
2025-06-19,12.685238165995646
2025-06-20,14.636813268456514
2025-06-21,7.806300409843474
2025-06-22,6.83051285861304
2025-06-23,15.612600819686948
2025-06-24,15.612600819686948
2025-06-25,13.66102571722608
2025-06-26,14.636813268456514
2025-06-27,13.66102571722608
2025-06-28,7.806300409843474
2025-06-29,6.83051285861304
2025-06-30,15.612600819686948
2025-07-01,15.612600819686948
2025-07-02,15.612600819686948
2025-07-03,12.685238165995646
2025-07-04,10.733663063534777
2025-07-05,6.83051285861304
2025-07-06,7.806300409843474
2025-07-07,15.612600819686948
2025-07-08,15.612600819686948
2025-07-09,14.636813268456514
2025-07-10,14.636813268456514
2025-07-11,14.636813268456514
2025-07-12,7.806300409843474
2025-07-13,6.83051285861304
2025-07-14,15.612600819686948
2025-07-15,16.588388370917382
2025-07-16,16.588388370917382
2025-07-17,15.612600819686948
2025-07-18,13.66102571722608
2025-07-19,8.782087961073909
2025-07-20,7.806300409843474
2025-07-21,16.588388370917382
2025-07-22,16.588388370917382
2025-07-23,15.612600819686948
2025-07-24,14.636813268456514
2025-07-25,13.66102571722608
2025-07-26,7.806300409843474
2025-07-27,8.782087961073909
2025-07-28,16.588388370917382
2025-07-29,15.612600819686948
2025-07-30,16.588388370917382
2025-07-31,17.564175922147818
2025-08-01,13.66102571722608
2025-08-02,7.806300409843474
2025-08-03,6.83051285861304
2025-08-04,14.636813268456514
2025-08-05,14.636813268456514
2025-08-06,13.66102571722608
2025-08-07,14.636813268456514
2025-08-08,15.612600819686948
2025-08-09,9.757875512304343
2025-08-10,9.757875512304343
2025-08-11,15.612600819686948
2025-08-12,14.636813268456514
2025-08-13,14.636813268456514
2025-08-14,14.636813268456514
2025-08-15,18.53996347337825
2025-08-16,12.685238165995646
2025-08-17,9.757875512304343
2025-08-18,16.588388370917382
2025-08-19,15.612600819686948
2025-08-20,14.636813268456514
2025-08-21,14.636813268456514
2025-08-22,15.612600819686948
2025-08-23,8.782087961073909
2025-08-24,8.782087961073909
2025-08-25,16.588388370917382
2025-08-26,14.636813268456514
2025-08-27,14.636813268456514
2025-08-28,13.66102571722608
2025-08-29,11.709450614765212
2025-08-30,6.83051285861304
2025-08-31,5.854725307382606
2025-09-01,7.806300409843474
2025-09-02,14.636813268456514
2025-09-03,14.636813268456514
2025-09-04,13.66102571722608
2025-09-05,12.685238165995646
2025-09-06,7.806300409843474
2025-09-07,6.83051285861304
2025-09-08,14.636813268456514
2025-09-09,14.636813268456514
2025-09-10,13.66102571722608
2025-09-11,11.709450614765212
2025-09-12,12.685238165995646
2025-09-13,7.806300409843474
2025-09-14,6.83051285861304
2025-09-15,16.588388370917382
2025-09-16,14.636813268456514
2025-09-17,13.66102571722608
2025-09-18,12.685238165995646
2025-09-19,11.709450614765212
2025-09-20,6.83051285861304
2025-09-21,6.83051285861304
2025-09-22,13.66102571722608
2025-09-23,14.636813268456514
2025-09-24,13.66102571722608
2025-09-25,14.636813268456514
2025-09-26,13.66102571722608
2025-09-27,7.806300409843474
2025-09-28,6.83051285861304
2025-09-29,14.636813268456514
2025-09-30,16.588388370917382
2025-10-01,17.564175922147818
2025-10-02,14.636813268456514
2025-10-03,13.66102571722608
2025-10-04,7.806300409843474
2025-10-05,6.83051285861304
2025-10-06,14.636813268456514
2025-10-07,15.612600819686948
2025-10-08,16.588388370917382
2025-10-09,20.49153857583912
2025-10-10,17.564175922147818
2025-10-11,8.782087961073909
2025-10-12,9.757875512304343
2025-10-13,19.515751024608686
2025-10-14,21.467326127069555
2025-10-15,24.394688780760855
2025-10-16,18.53996347337825
2025-10-17,13.66102571722608
2025-10-18,6.83051285861304
2025-10-19,6.83051285861304
2025-10-20,14.636813268456514
2025-10-21,14.636813268456514
2025-10-22,14.636813268456514
2025-10-23,12.685238165995646
2025-10-24,11.709450614765212
2025-10-25,6.83051285861304
2025-10-26,6.83051285861304
2025-10-27,13.66102571722608
2025-10-28,15.612600819686948
2025-10-29,14.636813268456514
2025-10-30,15.612600819686948
2025-10-31,14.636813268456514
2025-11-01,8.782087961073909
2025-11-02,7.806300409843474
2025-11-03,16.588388370917382
2025-11-04,15.612600819686948
2025-11-05,17.564175922147818
2025-11-06,16.588388370917382
2025-11-07,14.636813268456514
2025-11-08,8.782087961073909
2025-11-09,9.757875512304343
2025-11-10,21.467326127069555
2025-11-11,21.467326127069555
2025-11-12,18.53996347337825
2025-11-13,19.515751024608686
2025-11-14,20.49153857583912
2025-11-15,12.685238165995646
2025-11-16,9.757875512304343
2025-11-17,19.515751024608686
2025-11-18,21.467326127069555
2025-11-19,19.515751024608686
2025-11-20,16.588388370917382
2025-11-21,14.636813268456514
2025-11-22,9.757875512304343
2025-11-23,8.782087961073909
2025-11-24,15.612600819686948
2025-11-25,14.636813268456514
2025-11-26,11.709450614765212
2025-11-27,6.83051285861304
2025-11-28,8.782087961073909
2025-11-29,8.782087961073909
2025-11-30,8.782087961073909
2025-12-01,17.564175922147818
2025-12-02,18.53996347337825
2025-12-03,18.53996347337825
2025-12-04,16.588388370917382
2025-12-05,14.636813268456514
2025-12-06,9.757875512304343
2025-12-07,8.782087961073909
2025-12-08,16.588388370917382
2025-12-09,16.588388370917382
2025-12-10,16.588388370917382
2025-12-11,16.660755390267006
2025-12-12,15.649951539351271
2025-12-13,11.606736135688323
2025-12-14,9.58512843385685
2025-12-15,18.682363092098484
2025-12-16,17.671559241182745
2025-12-17,20.703970793929955
2025-12-18,20.703970793929955
2025-12-19,17.671559241182745
2025-12-20,11.606736135688323
2025-12-21,10.595932284772587
2025-12-22,18.682363092098484
2025-12-23,16.660755390267006
2025-12-24,11.606736135688323
2025-12-25,8.574324582941113
2025-12-26,15.649951539351271
2025-12-27,13.628343837519797
2025-12-28,10.595932284772587
2025-12-29,23.736382346677168
2025-12-30,22.72557849576143
2025-12-31,19.69316694301422
2026-01-01,12.617539986604061
2026-01-02,21.714774644845694
2026-01-03,17.671559241182745
2026-01-04,12.617539986604061
2026-01-05,26.245883824123858
2026-01-06,26.245883824123858
2026-01-07,24.224276122292384
2026-01-08,24.224276122292384
2026-01-09,23.213472271376645
2026-01-10,16.733122409616634
2026-01-11,14.641482108414554
2026-01-12,25.09968361442495
2026-01-13,27.19132391562703
2026-01-14,26.14550376502599
2026-01-15,28.23714406622807
2026-01-16,28.23714406622807
2026-01-17,20.916403012020794
2026-01-18,17.778942560217672
2026-01-19,23.00804331322287
2026-01-20,30.32878436743015
2026-01-21,33.46624481923327
2026-01-22,31.374604518031187
2026-01-23,28.23714406622807
2026-01-24,23.00804331322287
2026-01-25,19.870582861419752
2026-01-26,39.741165722839504
2026-01-27,39.741165722839504
2026-01-28,42.878626174642626
2026-01-29,43.924446325243665
2026-01-30,49.15354707824886
2026-01-31,40.78698587344054
2026-02-01,35.557885120435344
2026-02-02,46.01608662644574
2026-02-03,48.107726927647825
2026-02-04,49.15354707824886
2026-02-05,48.107726927647825
2026-02-06,51.24518737945094
2026-02-07,42.878626174642626
2026-02-08,33.46624481923327
2026-02-09,44.9702664758447
2026-02-10,51.24518737945094
2026-02-11,52.29100753005198
2026-02-12,50.1993672288499
2026-02-13,54.38264783125406
2026-02-14,44.9702664758447
2026-02-15,41.83280602404159
2026-02-16,59.61174858425926
2026-02-17,71.11577024087069
2026-02-18,92.03217325289148
2026-02-19,75.29905084327486
2026-02-20,69.02412993966861
2026-02-21,49.15354707824886
2026-02-22,34.512064969834306
2026-02-23,51.24518737945094
2026-02-24,53.33682768065302
2026-02-25,51.24518737945094
2026-02-26,42.878626174642626
2026-02-27,43.924446325243665
2026-02-28,35.557885120435344
2026-03-01,28.23714406622807
2026-03-02,44.9702664758447
2026-03-03,46.01608662644574
2026-03-04,42.878626174642626
2026-03-05,40.78698587344054
2026-03-06,42.878626174642626
2026-03-07,35.557885120435344
2026-03-08,29.282964216829107
2026-03-09,46.01608662644574
2026-03-10,46.01608662644574
2026-03-11,41.83280602404159
2026-03-12,38.695345572238466
2026-03-13,40.78698587344054
2026-03-14,34.512064969834306
2026-03-15,29.282964216829107
2026-03-16,44.9702664758447
2026-03-17,46.01608662644574
2026-03-18,42.878626174642626
2026-03-19,44.9702664758447
2026-03-20,41.83280602404159
2026-03-21,37.64952542163743
2026-03-22,30.32878436743015
2026-03-23,46.01608662644574
2026-03-24,46.01608662644574
2026-03-25,42.878626174642626
2026-03-26,38.695345572238466
2026-03-27,43.924446325243665
2026-03-28,35.557885120435344
2026-03-29,39.741165722839504
2026-03-30,49.15354707824886
2026-03-31,50.1993672288499
2026-04-01,47.06190677704678
2026-04-02,46.01608662644574
2026-04-03,47.06190677704678
2026-04-04,35.557885120435344
2026-04-05,35.557885120435344
2026-04-06,53.33682768065302
2026-04-07,56.47428813245614
2026-04-08,58.565928433658215
2026-04-09,58.565928433658215
2026-04-10,51.24518737945094
2026-04-11,49.15354707824886
2026-04-12,48.107726927647825
2026-04-13,71.11577024087069
2026-04-14,92.03217325289148
2026-04-15,104.58201506010396
2026-04-16,65.88666948786549
2026-04-17,37.64952542163743
2026-04-18,27.19132391562703
2026-04-19,21.962223162621832
2026-04-20,34.512064969834306
2026-04-21,36.60370527103639
2026-04-22,35.557885120435344
2026-04-23,32.42042466863223
2026-04-24,29.282964216829107
2026-04-25,23.00804331322287
2026-04-26,21.962223162621832
2026-04-27,32.42042466863223
2026-04-28,31.374604518031187
2026-04-29,28.23714406622807
2026-04-30,29.282964216829107
2026-05-01,28.23714406622807
2026-05-02,18.824762710818714
2026-05-03,19.870582861419752
2026-05-04,28.23714406622807
2026-05-05,31.374604518031187
2026-05-06,29.282964216829107
2026-05-07,26.14550376502599
2026-05-08,25.09968361442495
2026-05-09,18.824762710818714
2026-05-10,14.641482108414554
2026-05-11,27.19132391562703
2026-05-12,27.19132391562703
2026-05-13,26.14550376502599
2026-05-14,27.19132391562703
2026-05-15,26.14550376502599
2026-05-16,18.824762710818714
2026-05-17,16.733122409616634
2026-05-18,28.23714406622807
2026-05-19,30.32878436743015
2026-05-20,32.42042466863223
2026-05-21,30.32878436743015
2026-05-22,28.23714406622807
2026-05-23,23.00804331322287
2026-05-24,19.870582861419752
2026-05-25,19.870582861419752
2026-05-26,29.282964216829107
2026-05-27,28.23714406622807
2026-05-28,30.32878436743015
2026-05-29,28.23714406622807
2026-05-30,23.00804331322287
2026-05-31,23.00804331322287
