Time,dow
2023-01-26,43.22412060301507
2023-01-27,42.548743718592966
2023-01-28,9.455276381909547
2023-01-29,4.727638190954774
2023-01-30,37.14572864321608
2023-01-31,43.89949748743718
2023-02-01,45.2502512562814
2023-02-02,47.27638190954774
2023-02-03,45.2502512562814
2023-02-04,8.104522613065326
2023-02-05,5.403015075376884
2023-02-06,37.14572864321608
2023-02-07,40.52261306532663
2023-02-08,39.847236180904524
2023-02-09,39.17185929648241
2023-02-10,39.17185929648241
2023-02-11,8.779899497487436
2023-02-12,4.727638190954774
2023-02-13,35.119597989949746
2023-02-14,42.548743718592966
2023-02-15,39.847236180904524
2023-02-16,39.847236180904524
2023-02-17,38.4964824120603
2023-02-18,8.104522613065326
2023-02-19,4.052261306532663
2023-02-20,18.910552763819094
2023-02-21,40.52261306532663
2023-02-22,43.89949748743718
2023-02-23,41.197989949748745
2023-02-24,42.548743718592966
2023-02-25,8.779899497487436
2023-02-26,5.403015075376884
2023-02-27,37.14572864321608
2023-02-28,37.14572864321608
2023-03-01,37.14572864321608
2023-03-02,36.47035175879397
2023-03-03,35.79497487437186
2023-03-04,8.779899497487436
2023-03-05,4.727638190954774
2023-03-06,37.14572864321608
2023-03-07,37.82110552763819
2023-03-08,40.52261306532663
2023-03-09,38.4964824120603
2023-03-10,47.951758793969844
2023-03-11,10.130653266331658
2023-03-12,7.429145728643216
2023-03-13,60.78391959798995
2023-03-14,52.00402010050251
2023-03-15,59.43316582914573
2023-03-16,50.65326633165829
2023-03-17,46.60100502512562
2023-03-18,8.779899497487436
2023-03-19,6.7537688442211055
2023-03-20,47.27638190954774
2023-03-21,45.925628140703516
2023-03-22,50.65326633165829
2023-03-23,45.925628140703516
2023-03-24,42.548743718592966
2023-03-25,8.779899497487436
2023-03-26,5.403015075376884
2023-03-27,40.52261306532663
2023-03-28,39.847236180904524
2023-03-29,38.4964824120603
2023-03-30,41.197989949748745
2023-03-31,41.197989949748745
2023-04-01,8.104522613065326
2023-04-02,5.403015075376884
2023-04-03,41.87336683417085
2023-04-04,41.197989949748745
2023-04-05,41.87336683417085
2023-04-06,41.197989949748745
2023-04-07,27.015075376884422
2023-04-08,6.7537688442211055
2023-04-09,4.727638190954774
2023-04-10,38.4964824120603
2023-04-11,39.17185929648241
2023-04-12,41.197989949748745
2023-04-13,40.52261306532663
2023-04-14,40.52261306532663
2023-04-15,8.104522613065326
2023-04-16,4.727638190954774
2023-04-17,36.47035175879397
2023-04-18,37.14572864321608
2023-04-19,35.79497487437186
2023-04-20,37.82110552763819
2023-04-21,35.79497487437186
2023-04-22,7.429145728643216
2023-04-23,4.727638190954774
2023-04-24,33.768844221105525
2023-04-25,35.79497487437186
2023-04-26,36.47035175879397
2023-04-27,35.1278342934183
2023-04-28,37.812869224169624
2023-04-29,8.055104792253953
2023-04-30,4.810001225640397
2023-05-01,35.68790292928055
2023-05-02,37.59048903051844
2023-05-03,39.93783551905871
2023-05-04,39.715455325407525
2023-05-05,38.37293786003187
2023-05-06,7.4950361563917145
2023-05-07,4.810001225640397
2023-05-08,36.47035175879397
2023-05-09,35.1278342934183
2023-05-10,36.247971565142784
2023-05-11,35.91028312293173
2023-05-12,34.34538546390489
2023-05-13,6.934967520529476
2023-05-14,4.249932589778158
2023-05-15,35.1278342934183
2023-05-16,34.90545409976713
2023-05-17,35.68790292928055
2023-05-18,37.812869224169624
2023-05-19,35.91028312293173
2023-05-20,7.4950361563917145
2023-05-21,4.810001225640397
2023-05-22,33.56293663439146
2023-05-23,35.91028312293173
2023-05-24,35.68790292928055
2023-05-25,35.68790292928055
2023-05-26,35.580830984189234
2023-05-27,7.560926584140213
2023-05-28,4.89236426032602
2023-05-29,8.005686971442579
2023-05-30,36.47035175879397
2023-05-31,36.915112146096334
2023-06-01,38.24939330800343
2023-06-02,44.476038730236546
2023-06-03,8.450447358744944
2023-06-04,5.781885034930751
2023-06-05,37.80463292070106
2023-06-06,39.13891408260816
2023-06-07,36.915112146096334
2023-06-08,36.47035175879397
2023-06-09,34.24654982228214
2023-06-10,8.005686971442579
2023-06-11,4.447603873023654
2023-06-12,33.35702904767741
2023-06-13,40.02843485721289
2023-06-14,38.69415369530579
2023-06-15,40.02843485721289
2023-06-16,37.3598725333987
2023-06-17,7.560926584140213
2023-06-18,4.447603873023654
2023-06-19,21.793258977815906
2023-06-20,36.915112146096334
2023-06-21,34.69131020958451
2023-06-22,32.91226866037504
2023-06-23,32.91226866037504
2023-06-24,6.671405809535481
2023-06-25,4.89236426032602
2023-06-26,33.801789434979774
2023-06-27,32.91226866037504
2023-06-28,32.467508273072674
2023-06-29,33.801789434979774
2023-06-30,34.69131020958451
2023-07-01,7.116166196837847
2023-07-02,4.89236426032602
2023-07-03,28.909425174653755
2023-07-04,8.895207746047308
2023-07-05,32.91226866037504
2023-07-06,35.13607059688687
2023-07-07,34.24654982228214
2023-07-08,7.116166196837847
2023-07-09,4.447603873023654
2023-07-10,33.35702904767741
2023-07-11,35.13607059688687
2023-07-12,39.13891408260816
2023-07-13,36.47035175879397
2023-07-14,38.24939330800343
2023-07-15,10.674249295256772
2023-07-16,7.116166196837847
2023-07-17,35.13607059688687
2023-07-18,37.80463292070106
2023-07-19,40.47319524451525
2023-07-20,41.362716019119986
2023-07-21,37.3598725333987
2023-07-22,8.005686971442579
2023-07-23,4.89236426032602
2023-07-24,37.80463292070106
2023-07-25,38.69415369530579
2023-07-26,40.47319524451525
2023-07-27,41.80747640642235
2023-07-28,39.13891408260816
2023-07-29,7.560926584140213
2023-07-30,4.89236426032602
2023-07-31,35.13607059688687
2023-08-01,36.47035175879397
2023-08-02,36.915112146096334
2023-08-03,37.3598725333987
2023-08-04,36.915112146096334
2023-08-05,7.560926584140213
2023-08-06,4.447603873023654
2023-08-07,36.0255913714916
2023-08-08,37.80463292070106
2023-08-09,35.580830984189234
2023-08-10,36.915112146096334
2023-08-11,35.580830984189234
2023-08-12,7.116166196837847
2023-08-13,4.447603873023654
2023-08-14,32.91226866037504
2023-08-15,32.467508273072674
2023-08-16,35.580830984189234
2023-08-17,34.24654982228214
2023-08-18,32.91226866037504
2023-08-19,7.116166196837847
2023-08-20,4.002843485721289
2023-08-21,32.467508273072674
2023-08-22,33.35702904767741
2023-08-23,32.91226866037504
2023-08-24,32.022747885770315
2023-08-25,32.022747885770315
2023-08-26,6.671405809535481
2023-08-27,4.447603873023654
2023-08-28,30.24370633656085
2023-08-29,33.35702904767741
2023-08-30,33.801789434979774
2023-08-31,32.467508273072674
2023-09-01,32.91226866037504
2023-09-02,6.2266454222331165
2023-09-03,4.002843485721289
2023-09-04,6.2266454222331165
2023-09-05,28.46466478735139
2023-09-06,27.130383625444292
2023-09-07,28.46466478735139
2023-09-08,28.46466478735139
2023-09-09,5.781885034930751
2023-09-10,3.5580830984189236
2023-09-11,27.57514401274666
2023-09-12,27.57514401274666
2023-09-13,27.57514401274666
2023-09-14,28.909425174653755
2023-09-15,28.909425174653755
2023-09-16,6.2266454222331165
2023-09-17,3.5580830984189236
2023-09-18,27.57514401274666
2023-09-19,28.46466478735139
2023-09-20,30.24370633656085
2023-09-21,29.798945949258485
2023-09-22,29.35418556195612
2023-09-23,6.2266454222331165
2023-09-24,3.5580830984189236
2023-09-25,27.130383625444292
2023-09-26,30.688466723863215
2023-09-27,31.577987498467948
2023-09-28,30.24370633656085
2023-09-29,29.798945949258485
2023-09-30,6.671405809535481
2023-10-01,4.447603873023654
2023-10-02,28.909425174653755
2023-10-03,33.801789434979774
2023-10-04,36.0255913714916
2023-10-05,32.91226866037504
2023-10-06,34.69131020958451
2023-10-07,7.116166196837847
2023-10-08,4.89236426032602
2023-10-09,30.688466723863215
2023-10-10,32.022747885770315
2023-10-11,30.24370633656085
2023-10-12,32.467508273072674
2023-10-13,30.24370633656085
2023-10-14,6.2266454222331165
2023-10-15,4.002843485721289
2023-10-16,28.909425174653755
2023-10-17,32.467508273072674
2023-10-18,29.798945949258485
2023-10-19,31.577987498467948
2023-10-20,30.24370633656085
2023-10-21,6.671405809535481
2023-10-22,4.447603873023654
2023-10-23,30.688466723863215
2023-10-24,32.467508273072674
2023-10-25,29.798945949258485
2023-10-26,30.688466723863215
2023-10-27,30.688466723863215
2023-10-28,6.671405809535481
2023-10-29,4.002843485721289
2023-10-30,31.13322711116558
2023-10-31,33.801789434979774
2023-11-01,31.577987498467948
2023-11-02,33.35702904767741
2023-11-03,34.69131020958451
2023-11-04,7.116166196837847
2023-11-05,4.447603873023654
2023-11-06,32.022747885770315
2023-11-07,33.801789434979774
2023-11-08,32.022747885770315
2023-11-09,30.24370633656085
2023-11-10,30.688466723863215
2023-11-11,7.560926584140213
2023-11-12,4.447603873023654
2023-11-13,31.577987498467948
2023-11-14,36.0255913714916
2023-11-15,38.24939330800343
2023-11-16,34.69131020958451
2023-11-17,31.577987498467948
2023-11-18,7.116166196837847
2023-11-19,4.447603873023654
2023-11-20,30.688466723863215
2023-11-21,33.35702904767741
2023-11-22,32.022747885770315
2023-11-23,8.895207746047308
2023-11-24,24.017060914327732
2023-11-25,6.671405809535481
2023-11-26,4.002843485721289
2023-11-27,27.57514401274666
2023-11-28,30.688466723863215
2023-11-29,31.577987498467948
2023-11-30,32.91226866037504
2023-12-01,36.915112146096334
2023-12-02,8.450447358744944
2023-12-03,4.447603873023654
2023-12-04,30.24370633656085
2023-12-05,32.467508273072674
2023-12-06,31.13322711116558
2023-12-07,30.24370633656085
2023-12-08,32.91226866037504
2023-12-09,7.560926584140213
2023-12-10,4.002843485721289
2023-12-11,29.798945949258485
2023-12-12,32.91226866037504
2023-12-13,38.24939330800343
2023-12-14,41.80747640642235
2023-12-15,40.47319524451525
2023-12-16,8.895207746047308
2023-12-17,4.447603873023654
2023-12-18,32.91226866037504
2023-12-19,36.915112146096334
2023-12-20,41.362716019119986
2023-12-21,41.362716019119986
2023-12-22,38.62861439819636
2023-12-23,9.38324880125213
2023-12-24,4.143814804032141
2023-12-25,4.366194997683324
2023-12-26,31.86508259555423
2023-12-27,36.65975620547185
2023-12-28,36.008897399586374
2023-12-29,36.008897399586374
2023-12-30,7.859150995829983
2023-12-31,4.143814804032141
2024-01-01,5.890292803105471
2024-01-02,32.29356120778853
2024-01-03,34.26241940051304
2024-01-04,33.61156059462756
2024-01-05,33.38918040097637
2024-01-06,7.6367708021788
2024-01-07,3.492955998146659
2024-01-08,29.022985403293053
2024-01-09,31.642702401903048
2024-01-10,30.1186045964809
2024-01-11,32.51594140143971
2024-01-12,30.991843596017567
2024-01-13,6.7635318026421345
2024-01-14,3.492955998146659
2024-01-15,11.35210699397664
2024-01-16,28.14974640375639
2024-01-17,29.245365596944232
2024-01-18,29.896224402829716
2024-01-19,30.991843596017567
2024-01-20,7.859150995829983
2024-01-21,4.284786122342993
2024-01-22,31.707417305338147
2024-01-23,31.707417305338147
2024-01-24,33.42133175427534
2024-01-25,35.99220342768114
2024-01-26,24.851759509589357
2024-01-27,6.8556577957487885
2024-01-28,4.284786122342993
2024-01-29,23.13784506065216
2024-01-30,25.70871673405796
2024-01-31,24.851759509589357
2024-02-01,25.70871673405796
2024-02-02,25.70871673405796
2024-02-03,6.8556577957487885
2024-02-04,4.284786122342993
2024-02-05,23.13784506065216
2024-02-06,22.280887836183563
2024-02-07,23.99480228512076
2024-02-08,23.13784506065216
2024-02-09,23.99480228512076
2024-02-10,5.99870057128019
2024-02-11,3.4278288978743943
2024-02-12,21.423930611714965
2024-02-13,29.13654563193235
2024-02-14,29.13654563193235
2024-02-15,26.565673958526556
2024-02-16,26.565673958526556
2024-02-17,5.99870057128019
2024-02-18,3.4278288978743943
2024-02-19,11.99740114256038
2024-02-20,23.99480228512076
2024-02-21,24.851759509589357
2024-02-22,26.565673958526556
2024-02-23,26.565673958526556
2024-02-24,6.8556577957487885
2024-02-25,4.284786122342993
2024-02-26,23.99480228512076
2024-02-27,24.851759509589357
2024-02-28,23.13784506065216
2024-02-29,23.99480228512076
2024-03-01,23.13784506065216
2024-03-02,5.99870057128019
2024-03-03,3.4278288978743943
2024-03-04,21.423930611714965
2024-03-05,23.99480228512076
2024-03-06,23.99480228512076
2024-03-07,24.851759509589357
2024-03-08,24.851759509589357
2024-03-09,5.99870057128019
2024-03-10,3.4278288978743943
2024-03-11,22.280887836183563
2024-03-12,23.99480228512076
2024-03-13,24.851759509589357
2024-03-14,22.280887836183563
2024-03-15,22.280887836183563
2024-03-16,5.141743346811591
2024-03-17,3.4278288978743943
2024-03-18,22.280887836183563
2024-03-19,23.99480228512076
2024-03-20,26.565673958526556
2024-03-21,29.13654563193235
2024-03-22,24.851759509589357
2024-03-23,5.99870057128019
2024-03-24,3.4278288978743943
2024-03-25,22.280887836183563
2024-03-26,23.13784506065216
2024-03-27,24.851759509589357
2024-03-28,25.70871673405796
2024-03-29,15.425230040434775
2024-03-30,4.284786122342993
2024-03-31,3.4278288978743943
2024-04-01,22.280887836183563
2024-04-02,23.99480228512076
2024-04-03,23.13784506065216
2024-04-04,23.13784506065216
2024-04-05,26.565673958526556
2024-04-06,5.99870057128019
2024-04-07,3.4278288978743943
2024-04-08,21.423930611714965
2024-04-09,22.280887836183563
2024-04-10,27.422631182995154
2024-04-11,25.70871673405796
2024-04-12,25.70871673405796
2024-04-13,6.8556577957487885
2024-04-14,5.141743346811591
2024-04-15,24.851759509589357
2024-04-16,26.565673958526556
2024-04-17,24.851759509589357
2024-04-18,23.99480228512076
2024-04-19,25.70871673405796
2024-04-20,5.99870057128019
2024-04-21,4.284786122342993
2024-04-22,23.99480228512076
2024-04-23,23.99480228512076
2024-04-24,23.99480228512076
2024-04-25,27.422631182995154
2024-04-26,23.13784506065216
2024-04-27,5.141743346811591
2024-04-28,4.284786122342993
2024-04-29,23.99480228512076
2024-04-30,24.851759509589357
2024-05-01,25.70871673405796
2024-05-02,23.99480228512076
2024-05-03,25.70871673405796
2024-05-04,5.141743346811591
2024-05-05,4.284786122342993
2024-05-06,23.99480228512076
2024-05-07,23.99480228512076
2024-05-08,23.13784506065216
2024-05-09,23.13784506065216
2024-05-10,23.99480228512076
2024-05-11,5.99870057128019
2024-05-12,3.4278288978743943
2024-05-13,22.280887836183563
2024-05-14,23.99480228512076
2024-05-15,27.422631182995154
2024-05-16,29.99350285640095
2024-05-17,27.422631182995154
2024-05-18,7.712615020217387
2024-05-19,4.284786122342993
2024-05-20,24.851759509589357
2024-05-21,23.99480228512076
2024-05-22,23.99480228512076
2024-05-23,25.70871673405796
2024-05-24,23.99480228512076
2024-05-25,5.99870057128019
2024-05-26,3.4278288978743943
2024-05-27,5.141743346811591
2024-05-28,20.566973387246364
2024-05-29,23.99480228512076
2024-05-30,25.70871673405796
2024-05-31,25.70871673405796
2024-06-01,6.8556577957487885
2024-06-02,4.284786122342993
2024-06-03,22.280887836183563
2024-06-04,23.99480228512076
2024-06-05,24.851759509589357
2024-06-06,23.99480228512076
2024-06-07,23.13784506065216
2024-06-08,5.99870057128019
2024-06-09,3.4278288978743943
2024-06-10,23.13784506065216
2024-06-11,24.851759509589357
2024-06-12,26.565673958526556
2024-06-13,24.851759509589357
2024-06-14,22.280887836183563
2024-06-15,5.141743346811591
2024-06-16,3.4278288978743943
2024-06-17,23.99480228512076
2024-06-18,23.13784506065216
2024-06-19,15.425230040434775
2024-06-20,23.99480228512076
2024-06-21,23.13784506065216
2024-06-22,5.141743346811591
2024-06-23,3.4278288978743943
2024-06-24,23.13784506065216
2024-06-25,23.13784506065216
2024-06-26,21.423930611714965
2024-06-27,22.280887836183563
2024-06-28,22.280887836183563
2024-06-29,5.99870057128019
2024-06-30,4.284786122342993
2024-07-01,21.423930611714965
2024-07-02,21.423930611714965
2024-07-03,20.566973387246364
2024-07-04,5.99870057128019
2024-07-05,19.710016162777766
2024-07-06,5.141743346811591
2024-07-07,3.4278288978743943
2024-07-08,20.566973387246364
2024-07-09,21.423930611714965
2024-07-10,23.99480228512076
2024-07-11,25.70871673405796
2024-07-12,25.70871673405796
2024-07-13,5.99870057128019
2024-07-14,4.284786122342993
2024-07-15,25.70871673405796
2024-07-16,30.85046008086955
2024-07-17,30.85046008086955
2024-07-18,27.422631182995154
2024-07-19,27.422631182995154
2024-07-20,5.99870057128019
2024-07-21,5.141743346811591
2024-07-22,25.70871673405796
2024-07-23,24.851759509589357
2024-07-24,24.851759509589357
2024-07-25,29.13654563193235
2024-07-26,26.565673958526556
2024-07-27,5.99870057128019
2024-07-28,3.4278288978743943
2024-07-29,24.851759509589357
2024-07-30,23.99480228512076
2024-07-31,25.70871673405796
2024-08-01,26.565673958526556
2024-08-02,35.99220342768114
2024-08-03,8.569572244685986
2024-08-04,5.141743346811591
2024-08-05,85.69572244685986
2024-08-06,64.2717918351449
2024-08-07,45.41873289683572
2024-08-08,39.42003232555553
2024-08-09,34.278288978743944
2024-08-10,7.712615020217387
2024-08-11,5.141743346811591
2024-08-12,30.85046008086955
2024-08-13,29.13654563193235
2024-08-14,31.707417305338147
2024-08-15,30.85046008086955
2024-08-16,29.13654563193235
2024-08-17,6.8556577957487885
2024-08-18,3.9638224386398093
2024-08-19,27.372035922509923
2024-08-20,28.711229223478377
2024-08-21,30.90737974891543
2024-08-22,26.943557310275622
2024-08-23,30.90737974891543
2024-08-24,7.07068765281102
2024-08-25,5.303015739608265
2024-08-26,28.711229223478377
2024-08-27,26.943557310275622
2024-08-28,25.60436400930717
2024-08-29,25.60436400930717
2024-08-30,25.175885397072868
2024-08-31,5.731494351842564
2024-09-01,3.53534382640551
2024-09-02,5.303015739608265
2024-09-03,26.943557310275622
2024-09-04,29.568186447946978
2024-09-05,25.60436400930717
2024-09-06,25.60436400930717
2024-09-07,5.731494351842564
2024-09-08,3.9638224386398093
2024-09-09,25.175885397072868
2024-09-10,25.175885397072868
2024-09-11,27.372035922509923
2024-09-12,26.03284262154147
2024-09-13,25.175885397072868
2024-09-14,5.731494351842564
2024-09-15,3.9638224386398093
2024-09-16,23.836692096104414
2024-09-17,25.50001128455638
2024-09-18,32.78572879442963
2024-09-19,30.964299416961317
