Time,clima
2022-05-14,34.0
2022-05-15,31.0
2022-05-16,39.0
2022-05-17,22.0
2022-05-18,29.0
2022-05-19,36.0
2022-05-20,45.0
2022-05-21,51.0
2022-05-22,49.0
2022-05-23,52.0
2022-05-24,66.0
2022-05-25,55.0
2022-05-26,48.0
2022-05-27,48.0
2022-05-28,36.0
2022-05-29,26.0
2022-05-30,29.0
2022-05-31,30.0
2022-06-01,39.0
2022-06-02,51.0
2022-06-03,40.0
2022-06-04,34.0
2022-06-05,28.0
2022-06-06,33.0
2022-06-07,40.0
2022-06-08,47.0
2022-06-09,43.0
2022-06-10,37.0
2022-06-11,40.0
2022-06-12,41.0
2022-06-13,41.0
2022-06-14,37.0
2022-06-15,30.0
2022-06-16,41.0
2022-06-17,33.0
2022-06-18,26.0
2022-06-19,27.0
2022-06-20,27.0
2022-06-21,35.0
2022-06-22,48.0
2022-06-23,39.0
2022-06-24,29.0
2022-06-25,30.0
2022-06-26,33.0
2022-06-27,54.0
2022-06-28,32.0
2022-06-29,34.0
2022-06-30,32.0
2022-07-01,42.0
2022-07-02,38.0
2022-07-03,32.0
2022-07-04,29.0
2022-07-05,38.0
2022-07-06,39.0
2022-07-07,34.0
2022-07-08,35.0
2022-07-09,35.0
2022-07-10,27.0
2022-07-11,32.0
2022-07-12,31.0
2022-07-13,33.0
2022-07-14,33.0
2022-07-15,31.0
2022-07-16,32.0
2022-07-17,28.0
2022-07-18,42.0
2022-07-19,28.0
2022-07-20,29.0
2022-07-21,37.0
2022-07-22,26.0
2022-07-23,27.0
2022-07-24,27.0
2022-07-25,42.0
2022-07-26,37.0
2022-07-27,35.0
2022-07-28,37.0
2022-07-29,36.0
2022-07-30,26.0
2022-07-31,29.0
2022-08-01,40.0
2022-08-02,24.0
2022-08-03,28.0
2022-08-04,34.0
2022-08-05,37.0
2022-08-06,28.0
2022-08-07,28.0
2022-08-08,34.0
2022-08-09,40.0
2022-08-10,39.0
2022-08-11,39.0
2022-08-12,30.0
2022-08-13,26.0
2022-08-14,30.0
2022-08-15,40.0
2022-08-16,33.0
2022-08-17,36.0
2022-08-18,42.0
2022-08-19,43.0
2022-08-20,45.0
2022-08-21,46.0
2022-08-22,53.0
2022-08-23,41.0
2022-08-24,30.0
2022-08-25,33.0
2022-08-26,32.0
2022-08-27,23.0
2022-08-28,25.0
2022-08-29,37.869565217391305
2022-08-30,40.08695652173913
2022-08-31,32.434782608695656
2022-09-01,34.04347826086956
2022-09-02,36.76086956521739
2022-09-03,43.913043478260875
2022-09-04,43.913043478260875
2022-09-05,52.673913043478265
2022-09-06,56.0
2022-09-07,45.02173913043478
2022-09-08,37.869565217391305
2022-09-09,41.19565217391305
2022-09-10,47.73913043478261
2022-09-11,40.08695652173913
2022-09-12,41.19565217391305
2022-09-13,30.217391304347828
2022-09-14,23.065217391304348
2022-09-15,21.956521739130437
2022-09-16,22.456521739130437
2022-09-17,24.17391304347826
2022-09-18,28.0
2022-09-19,38.97826086956522
2022-09-20,26.391304347826086
2022-09-21,26.891304347826086
2022-09-22,39.47826086956522
2022-09-23,24.17391304347826
2022-09-24,25.282608695652176
2022-09-25,31.826086956521742
2022-09-26,32.934782608695656
2022-09-27,31.326086956521742
2022-09-28,36.52173913043478
2022-09-29,34.08695652173913
2022-09-30,36.52173913043478
2022-10-01,31.65217391304348
2022-10-02,26.782608695652176
2022-10-03,31.65217391304348
2022-10-04,32.869565217391305
2022-10-05,31.65217391304348
2022-10-06,23.130434782608695
2022-10-07,25.56521739130435
2022-10-08,24.347826086956523
2022-10-09,24.347826086956523
2022-10-10,24.347826086956523
2022-10-11,25.56521739130435
2022-10-12,42.608695652173914
2022-10-13,45.04347826086957
2022-10-14,29.217391304347828
2022-10-15,29.217391304347828
2022-10-16,32.869565217391305
2022-10-17,51.1304347826087
2022-10-18,46.26086956521739
2022-10-19,41.39130434782609
2022-10-20,30.434782608695656
2022-10-21,28.0
2022-10-22,29.217391304347828
2022-10-23,38.95652173913044
2022-10-24,54.78260869565218
2022-10-25,48.69565217391305
2022-10-26,36.52173913043478
2022-10-27,31.65217391304348
2022-10-28,41.39130434782609
2022-10-29,30.434782608695656
2022-10-30,28.0
2022-10-31,45.04347826086957
2022-11-01,47.47826086956522
2022-11-02,41.39130434782609
2022-11-03,41.39130434782609
2022-11-04,49.913043478260875
2022-11-05,42.608695652173914
2022-11-06,37.73913043478261
2022-11-07,56.0
2022-11-08,53.56521739130435
2022-11-09,46.26086956521739
2022-11-10,48.69565217391305
2022-11-11,60.86956521739131
2022-11-12,53.56521739130435
2022-11-13,43.82608695652174
2022-11-14,57.21739130434783
2022-11-15,60.86956521739131
2022-11-16,49.913043478260875
2022-11-17,48.69565217391305
2022-11-18,48.69565217391305
2022-11-19,57.21739130434783
2022-11-20,51.1304347826087
2022-11-21,48.69565217391305
2022-11-22,46.26086956521739
2022-11-23,46.26086956521739
2022-11-24,47.47826086956522
2022-11-25,53.56521739130435
2022-11-26,36.52173913043478
2022-11-27,38.95652173913044
2022-11-28,40.173913043478265
2022-11-29,47.47826086956522
2022-11-30,56.0
2022-12-01,53.56521739130435
2022-12-02,51.1304347826087
2022-12-03,56.0
2022-12-04,42.608695652173914
2022-12-05,51.1304347826087
2022-12-06,49.913043478260875
2022-12-07,49.913043478260875
2022-12-08,42.608695652173914
2022-12-09,43.82608695652174
2022-12-10,48.69565217391305
2022-12-11,60.86956521739131
2022-12-12,62.08695652173913
2022-12-13,53.56521739130435
2022-12-14,54.78260869565218
2022-12-15,56.0
2022-12-16,47.47826086956522
2022-12-17,48.69565217391305
2022-12-18,43.82608695652174
2022-12-19,58.434782608695656
2022-12-20,56.0
2022-12-21,60.86956521739131
2022-12-22,93.73913043478261
2022-12-23,121.73913043478262
2022-12-24,84.0
2022-12-25,65.73913043478261
2022-12-26,74.26086956521739
2022-12-27,70.60869565217392
2022-12-28,59.652173913043484
2022-12-29,59.652173913043484
2022-12-30,53.56521739130435
2022-12-31,49.913043478260875
2023-01-01,45.04347826086957
2023-01-02,63.30434782608696
2023-01-03,60.86956521739131
2023-01-04,59.652173913043484
2023-01-05,56.0
2023-01-06,43.82608695652174
2023-01-07,41.39130434782609
2023-01-08,46.26086956521739
2023-01-09,49.913043478260875
2023-01-10,52.34782608695652
2023-01-11,47.47826086956522
2023-01-12,54.78260869565218
2023-01-13,60.86956521739131
2023-01-14,60.86956521739131
2023-01-15,56.0
2023-01-16,68.17391304347827
2023-01-17,52.34782608695652
2023-01-18,46.26086956521739
2023-01-19,49.913043478260875
2023-01-20,41.39130434782609
2023-01-21,42.608695652173914
2023-01-22,42.608695652173914
2023-01-23,52.34782608695652
2023-01-24,60.86956521739131
2023-01-25,63.30434782608696
2023-01-26,45.04347826086957
2023-01-27,43.82608695652174
2023-01-28,42.608695652173914
2023-01-29,57.21739130434783
2023-01-30,73.04347826086956
2023-01-31,81.56521739130436
2023-02-01,74.26086956521739
2023-02-02,60.86956521739131
2023-02-03,57.21739130434783
2023-02-04,49.913043478260875
2023-02-05,43.82608695652174
2023-02-06,37.73913043478261
2023-02-07,42.608695652173914
2023-02-08,48.69565217391305
2023-02-09,45.04347826086957
2023-02-10,42.608695652173914
2023-02-11,47.47826086956522
2023-02-12,37.73913043478261
2023-02-13,38.95652173913044
2023-02-14,51.1304347826087
2023-02-15,49.913043478260875
2023-02-16,58.434782608695656
2023-02-17,57.21739130434783
2023-02-18,36.52173913043478
2023-02-19,30.434782608695656
2023-02-20,40.173913043478265
2023-02-21,49.913043478260875
2023-02-22,68.17391304347827
2023-02-23,60.86956521739131
2023-02-24,59.652173913043484
2023-02-25,64.52173913043478
2023-02-26,52.34782608695652
2023-02-27,70.60869565217392
2023-02-28,59.652173913043484
2023-03-01,59.652173913043484
2023-03-02,60.86956521739131
2023-03-03,59.652173913043484
2023-03-04,43.82608695652174
2023-03-05,37.73913043478261
2023-03-06,37.73913043478261
2023-03-07,36.52173913043478
2023-03-08,43.82608695652174
2023-03-09,53.56521739130435
2023-03-10,62.08695652173913
2023-03-11,52.34782608695652
2023-03-12,47.47826086956522
2023-03-13,59.652173913043484
2023-03-14,69.3913043478261
2023-03-15,60.86956521739131
2023-03-16,59.652173913043484
2023-03-17,54.78260869565218
2023-03-18,48.69565217391305
2023-03-19,56.0
2023-03-20,54.78260869565218
2023-03-21,63.30434782608696
2023-03-22,64.52173913043478
2023-03-23,58.434782608695656
2023-03-24,51.1304347826087
2023-03-25,43.82608695652174
2023-03-26,38.95652173913044
2023-03-27,49.913043478260875
2023-03-28,53.56521739130435
2023-03-29,57.21739130434783
2023-03-30,54.78260869565218
2023-03-31,47.47826086956522
2023-04-01,46.26086956521739
2023-04-02,34.08695652173913
2023-04-03,45.04347826086957
2023-04-04,45.04347826086957
2023-04-05,56.0
2023-04-06,58.434782608695656
2023-04-07,58.434782608695656
2023-04-08,43.82608695652174
2023-04-09,34.08695652173913
2023-04-10,40.173913043478265
2023-04-11,31.65217391304348
2023-04-12,35.30434782608696
2023-04-13,41.39130434782609
2023-04-14,45.04347826086957
2023-04-15,40.173913043478265
2023-04-16,37.73913043478261
2023-04-17,37.73913043478261
2023-04-18,35.30434782608696
2023-04-19,30.434782608695656
2023-04-20,36.52173913043478
2023-04-21,42.608695652173914
2023-04-22,43.82608695652174
2023-04-23,48.69565217391305
2023-04-24,40.173913043478265
2023-04-25,42.608695652173914
2023-04-26,53.913043478260875
2023-04-27,62.1304347826087
2023-04-28,54.52173913043479
2023-04-29,54.52173913043479
2023-04-30,48.652173913043484
2023-05-01,40.434782608695656
2023-05-02,39.86956521739131
2023-05-03,41.04347826086957
2023-05-04,49.82608695652175
2023-05-05,47.47826086956522
2023-05-06,40.434782608695656
2023-05-07,37.52173913043478
2023-05-08,47.47826086956522
2023-05-09,48.04347826086957
2023-05-10,39.26086956521739
2023-05-11,38.08695652173913
2023-05-12,45.73913043478261
2023-05-13,56.86956521739131
2023-05-14,42.78260869565217
2023-05-15,43.95652173913044
2023-05-16,39.26086956521739
2023-05-17,31.652173913043484
2023-05-18,35.173913043478265
2023-05-19,41.60869565217392
2023-05-20,46.913043478260875
2023-05-21,28.130434782608695
2023-05-22,26.39130434782609
2023-05-23,29.30434782608696
2023-05-24,28.130434782608695
2023-05-25,24.04347826086957
2023-05-26,23.739130434782613
2023-05-27,26.000000000000004
2023-05-28,29.39130434782609
2023-05-29,28.260869565217394
2023-05-30,28.260869565217394
2023-05-31,23.739130434782613
2023-06-01,23.739130434782613
2023-06-02,27.1304347826087
2023-06-03,30.521739130434785
2023-06-04,35.04347826086957
2023-06-05,35.04347826086957
2023-06-06,35.04347826086957
2023-06-07,30.521739130434785
2023-06-08,31.652173913043484
2023-06-09,27.1304347826087
2023-06-10,29.39130434782609
2023-06-11,38.434782608695656
2023-06-12,49.739130434782616
2023-06-13,39.56521739130435
2023-06-14,45.21739130434783
2023-06-15,39.56521739130435
2023-06-16,45.21739130434783
2023-06-17,36.173913043478265
2023-06-18,33.913043478260875
2023-06-19,47.478260869565226
2023-06-20,52.00000000000001
2023-06-21,53.1304347826087
2023-06-22,54.2608695652174
2023-06-23,48.60869565217392
2023-06-24,38.434782608695656
2023-06-25,36.173913043478265
2023-06-26,44.08695652173913
2023-06-27,40.69565217391305
2023-06-28,30.521739130434785
2023-06-29,31.652173913043484
2023-06-30,36.173913043478265
2023-07-01,38.434782608695656
2023-07-02,41.82608695652174
2023-07-03,37.30434782608696
2023-07-04,41.82608695652174
2023-07-05,40.69565217391305
2023-07-06,40.69565217391305
2023-07-07,35.04347826086957
2023-07-08,38.434782608695656
2023-07-09,33.913043478260875
2023-07-10,32.78260869565218
2023-07-11,24.869565217391308
2023-07-12,29.39130434782609
2023-07-13,29.39130434782609
2023-07-14,46.34782608695653
2023-07-15,40.69565217391305
2023-07-16,40.69565217391305
2023-07-17,29.39130434782609
2023-07-18,30.521739130434785
2023-07-19,36.173913043478265
2023-07-20,31.652173913043484
2023-07-21,35.04347826086957
2023-07-22,26.000000000000004
2023-07-23,26.000000000000004
2023-07-24,29.39130434782609
2023-07-25,30.521739130434785
2023-07-26,22.608695652173914
2023-07-27,29.39130434782609
2023-07-28,33.913043478260875
2023-07-29,35.04347826086957
2023-07-30,23.739130434782613
2023-07-31,24.869565217391308
2023-08-01,21.47826086956522
2023-08-02,23.739130434782613
2023-08-03,30.521739130434785
2023-08-04,33.913043478260875
2023-08-05,26.000000000000004
2023-08-06,29.39130434782609
2023-08-07,48.60869565217392
2023-08-08,32.78260869565218
2023-08-09,29.39130434782609
2023-08-10,44.08695652173913
2023-08-11,29.39130434782609
2023-08-12,28.260869565217394
2023-08-13,28.260869565217394
2023-08-14,37.30434782608696
2023-08-15,39.56521739130435
2023-08-16,28.260869565217394
2023-08-17,33.913043478260875
2023-08-18,35.04347826086957
2023-08-19,35.04347826086957
2023-08-20,50.86956521739131
2023-08-21,48.60869565217392
2023-08-22,40.69565217391305
2023-08-23,31.652173913043484
2023-08-24,39.56521739130435
2023-08-25,38.434782608695656
2023-08-26,28.260869565217394
2023-08-27,29.39130434782609
2023-08-28,46.34782608695653
2023-08-29,46.34782608695653
2023-08-30,47.478260869565226
2023-08-31,27.1304347826087
2023-09-01,27.1304347826087
2023-09-02,27.1304347826087
2023-09-03,21.47826086956522
2023-09-04,24.869565217391308
2023-09-05,21.47826086956522
2023-09-06,24.869565217391308
2023-09-07,23.739130434782613
2023-09-08,32.78260869565218
2023-09-09,37.30434782608696
2023-09-10,33.913043478260875
2023-09-11,42.95652173913044
2023-09-12,38.434782608695656
2023-09-13,40.69565217391305
2023-09-14,30.521739130434785
2023-09-15,30.521739130434785
2023-09-16,35.04347826086957
2023-09-17,36.173913043478265
2023-09-18,31.652173913043484
2023-09-19,23.739130434782613
2023-09-20,24.869565217391308
2023-09-21,27.1304347826087
2023-09-22,30.521739130434785
2023-09-23,35.04347826086957
2023-09-24,33.913043478260875
2023-09-25,45.21739130434783
2023-09-26,42.95652173913044
2023-09-27,35.04347826086957
2023-09-28,36.173913043478265
2023-09-29,38.434782608695656
2023-09-30,36.173913043478265
2023-10-01,23.739130434782613
2023-10-02,26.000000000000004
2023-10-03,28.260869565217394
2023-10-04,35.04347826086957
2023-10-05,48.60869565217392
2023-10-06,45.21739130434783
2023-10-07,40.69565217391305
2023-10-08,30.521739130434785
2023-10-09,37.30434782608696
2023-10-10,37.30434782608696
2023-10-11,50.86956521739131
2023-10-12,40.69565217391305
2023-10-13,37.30434782608696
2023-10-14,44.08695652173913
2023-10-15,29.39130434782609
2023-10-16,31.652173913043484
2023-10-17,26.000000000000004
2023-10-18,23.739130434782613
2023-10-19,33.913043478260875
2023-10-20,41.82608695652174
2023-10-21,28.260869565217394
2023-10-22,28.260869565217394
2023-10-23,40.69565217391305
2023-10-24,38.434782608695656
2023-10-25,44.08695652173913
2023-10-26,47.478260869565226
2023-10-27,42.95652173913044
2023-10-28,41.82608695652174
2023-10-29,50.86956521739131
2023-10-30,68.95652173913044
2023-10-31,54.2608695652174
2023-11-01,50.86956521739131
2023-11-02,37.30434782608696
2023-11-03,27.1304347826087
2023-11-04,27.1304347826087
2023-11-05,23.739130434782613
2023-11-06,36.173913043478265
2023-11-07,31.652173913043484
2023-11-08,35.04347826086957
2023-11-09,50.86956521739131
2023-11-10,56.52173913043479
2023-11-11,38.434782608695656
2023-11-12,39.56521739130435
2023-11-13,45.21739130434783
2023-11-14,42.95652173913044
2023-11-15,55.39130434782609
2023-11-16,50.86956521739131
2023-11-17,44.08695652173913
2023-11-18,48.60869565217392
2023-11-19,37.30434782608696
2023-11-20,49.739130434782616
2023-11-21,61.04347826086957
2023-11-22,52.00000000000001
2023-11-23,39.56521739130435
2023-11-24,40.69565217391305
2023-11-25,41.82608695652174
2023-11-26,52.00000000000001
2023-11-27,45.21739130434783
2023-11-28,48.60869565217392
2023-11-29,52.00000000000001
2023-11-30,59.913043478260875
2023-12-01,57.652173913043484
2023-12-02,42.95652173913044
2023-12-03,39.56521739130435
2023-12-04,37.30434782608696
2023-12-05,31.652173913043484
2023-12-06,38.434782608695656
2023-12-07,37.30434782608696
2023-12-08,31.652173913043484
2023-12-09,44.08695652173913
2023-12-10,49.739130434782616
2023-12-11,49.739130434782616
2023-12-12,35.04347826086957
2023-12-13,37.30434782608696
2023-12-14,35.04347826086957
2023-12-15,41.82608695652174
2023-12-16,38.434782608695656
2023-12-17,47.478260869565226
2023-12-18,48.60869565217392
2023-12-19,45.21739130434783
2023-12-20,47.478260869565226
2023-12-21,50.86956521739131
2023-12-22,47.478260869565226
2023-12-23,38.434782608695656
2023-12-24,31.652173913043484
2023-12-25,30.521739130434785
2023-12-26,45.21739130434783
2023-12-27,46.34782608695653
2023-12-28,42.95652173913044
2023-12-29,41.82608695652174
2023-12-30,41.82608695652174
2023-12-31,27.1304347826087
2024-01-01,27.1304347826087
2024-01-02,40.69565217391305
2024-01-03,52.00000000000001
2024-01-04,45.21739130434783
2024-01-05,48.60869565217392
2024-01-06,61.04347826086957
2024-01-07,50.86956521739131
2024-01-08,62.173913043478265
2024-01-09,79.1304347826087
2024-01-10,58.78260869565218
2024-01-11,56.52173913043479
2024-01-12,73.47826086956523
2024-01-13,65.56521739130436
2024-01-14,75.73913043478262
2024-01-15,113.04347826086958
2024-01-16,111.91304347826089
2024-01-17,81.3913043478261
2024-01-18,66.69565217391305
2024-01-19,70.08695652173914
2024-01-20,71.21739130434783
2024-01-21,71.21739130434783
2024-01-22,83.65217391304348
2024-01-23,67.82608695652175
2024-01-24,67.82608695652175
2024-01-25,55.39130434782609
2024-01-26,31.652173913043484
2024-01-27,23.739130434782613
2024-01-28,22.608695652173914
2024-01-29,21.47826086956522
2024-01-30,19.217391304347828
2024-01-31,23.739130434782613
2024-02-01,23.739130434782613
2024-02-02,24.869565217391308
2024-02-03,24.869565217391308
2024-02-04,27.1304347826087
2024-02-05,28.260869565217394
2024-02-06,24.869565217391308
2024-02-07,21.47826086956522
2024-02-08,21.47826086956522
2024-02-09,20.347826086956523
2024-02-10,22.608695652173914
2024-02-11,20.347826086956523
2024-02-12,22.608695652173914
2024-02-13,21.47826086956522
2024-02-14,19.217391304347828
2024-02-15,20.347826086956523
2024-02-16,23.739130434782613
2024-02-17,32.78260869565218
2024-02-18,26.000000000000004
2024-02-19,24.869565217391308
2024-02-20,20.347826086956523
2024-02-21,20.347826086956523
2024-02-22,18.086956521739133
2024-02-23,19.217391304347828
2024-02-24,15.826086956521742
2024-02-25,14.695652173913045
2024-02-26,20.347826086956523
2024-02-27,21.47826086956522
2024-02-28,24.869565217391308
2024-02-29,24.869565217391308
2024-03-01,27.1304347826087
2024-03-02,27.1304347826087
2024-03-03,23.739130434782613
2024-03-04,22.608695652173914
2024-03-05,23.739130434782613
2024-03-06,28.260869565217394
2024-03-07,24.869565217391308
2024-03-08,23.739130434782613
2024-03-09,21.47826086956522
2024-03-10,20.347826086956523
2024-03-11,16.956521739130437
2024-03-12,16.956521739130437
2024-03-13,18.086956521739133
2024-03-14,24.869565217391308
2024-03-15,24.869565217391308
2024-03-16,21.47826086956522
2024-03-17,19.217391304347828
2024-03-18,19.217391304347828
2024-03-19,18.086956521739133
2024-03-20,22.608695652173914
2024-03-21,24.869565217391308
2024-03-22,26.000000000000004
2024-03-23,28.260869565217394
2024-03-24,24.869565217391308
2024-03-25,22.608695652173914
2024-03-26,21.47826086956522
2024-03-27,21.47826086956522
2024-03-28,20.347826086956523
2024-03-29,19.217391304347828
2024-03-30,22.608695652173914
2024-03-31,22.608695652173914
2024-04-01,23.739130434782613
2024-04-02,23.739130434782613
2024-04-03,26.000000000000004
2024-04-04,24.869565217391308
2024-04-05,23.739130434782613
2024-04-06,18.086956521739133
2024-04-07,16.956521739130437
2024-04-08,19.217391304347828
2024-04-09,21.47826086956522
2024-04-10,23.739130434782613
2024-04-11,24.869565217391308
2024-04-12,21.47826086956522
2024-04-13,20.347826086956523
2024-04-14,21.47826086956522
2024-04-15,16.956521739130437
2024-04-16,18.086956521739133
2024-04-17,20.347826086956523
2024-04-18,20.347826086956523
2024-04-19,19.217391304347828
2024-04-20,22.608695652173914
2024-04-21,20.347826086956523
2024-04-22,20.347826086956523
2024-04-23,18.086956521739133
2024-04-24,16.956521739130437
2024-04-25,18.086956521739133
2024-04-26,21.47826086956522
2024-04-27,23.739130434782613
2024-04-28,20.347826086956523
2024-04-29,19.217391304347828
2024-04-30,19.217391304347828
2024-05-01,16.956521739130437
2024-05-02,20.347826086956523
2024-05-03,20.347826086956523
2024-05-04,24.869565217391308
2024-05-05,24.869565217391308
2024-05-06,21.47826086956522
2024-05-07,19.217391304347828
2024-05-08,21.47826086956522
2024-05-09,24.869565217391308
2024-05-10,21.47826086956522
2024-05-11,18.086956521739133
2024-05-12,21.47826086956522
2024-05-13,24.869565217391308
2024-05-14,24.869565217391308
2024-05-15,22.608695652173914
2024-05-16,23.739130434782613
2024-05-17,24.869565217391308
2024-05-18,22.608695652173914
2024-05-19,16.956521739130437
2024-05-20,15.826086956521742
2024-05-21,16.956521739130437
2024-05-22,19.217391304347828
2024-05-23,22.608695652173914
2024-05-24,20.347826086956523
2024-05-25,19.217391304347828
2024-05-26,20.347826086956523
2024-05-27,23.739130434782613
2024-05-28,22.608695652173914
2024-05-29,22.608695652173914
2024-05-30,21.47826086956522
2024-05-31,20.347826086956523
2024-06-01,19.217391304347828
2024-06-02,19.217391304347828
2024-06-03,20.347826086956523
2024-06-04,18.086956521739133
2024-06-05,23.739130434782613
2024-06-06,22.608695652173914
2024-06-07,18.086956521739133
2024-06-08,19.217391304347828
2024-06-09,20.347826086956523
2024-06-10,20.347826086956523
2024-06-11,21.47826086956522
2024-06-12,20.347826086956523
2024-06-13,20.347826086956523
2024-06-14,21.47826086956522
2024-06-15,18.086956521739133
2024-06-16,16.956521739130437
2024-06-17,23.739130434782613
2024-06-18,37.30434782608696
2024-06-19,50.86956521739131
2024-06-20,44.08695652173913
2024-06-21,37.30434782608696
2024-06-22,41.82608695652174
2024-06-23,37.30434782608696
2024-06-24,33.913043478260875
2024-06-25,35.04347826086957
2024-06-26,45.21739130434783
2024-06-27,57.652173913043484
2024-06-28,54.2608695652174
2024-06-29,56.52173913043479
2024-06-30,66.69565217391305
2024-07-01,52.00000000000001
2024-07-02,47.478260869565226
2024-07-03,50.86956521739131
2024-07-04,61.04347826086957
2024-07-05,72.34782608695653
2024-07-06,63.30434782608697
2024-07-07,62.173913043478265
2024-07-08,73.47826086956523
2024-07-09,58.78260869565218
2024-07-10,59.913043478260875
2024-07-11,58.78260869565218
2024-07-12,64.43478260869566
2024-07-13,61.04347826086957
2024-07-14,46.34782608695653
2024-07-15,50.86956521739131
2024-07-16,52.00000000000001
2024-07-17,71.21739130434783
2024-07-18,62.173913043478265
2024-07-19,50.86956521739131
2024-07-20,50.86956521739131
2024-07-21,56.52173913043479
2024-07-22,73.47826086956523
2024-07-23,74.60869565217392
2024-07-24,71.21739130434783
2024-07-25,66.69565217391305
2024-07-26,52.00000000000001
2024-07-27,47.478260869565226
2024-07-28,48.60869565217392
2024-07-29,64.43478260869566
2024-07-30,53.1304347826087
2024-07-31,48.60869565217392
2024-08-01,47.478260869565226
2024-08-02,57.652173913043484
2024-08-03,63.30434782608697
2024-08-04,57.652173913043484
2024-08-05,53.1304347826087
2024-08-06,65.56521739130436
2024-08-07,61.04347826086957
2024-08-08,57.652173913043484
2024-08-09,61.04347826086957
2024-08-10,39.56521739130435
2024-08-11,35.04347826086957
2024-08-12,40.69565217391305
2024-08-13,40.69565217391305
2024-08-14,35.04347826086957
2024-08-15,41.82608695652174
2024-08-16,41.82608695652174
2024-08-17,50.86956521739131
2024-08-18,53.08590073343592
2024-08-19,46.37951096784339
2024-08-20,38.0028753383577
2024-08-21,35.76741208316018
2024-08-22,39.12060696595645
2024-08-23,39.673121202250854
2024-08-24,34.08446306425708
2024-08-25,31.848999809059567
2024-08-26,46.37951096784339
2024-08-27,43.59153347635147
2024-08-28,48.06245998674649
2024-08-29,54.76884975233902
2024-08-30,59.792290499028454
2024-08-31,48.6149742230409
2024-09-01,50.85043747823841
2024-09-02,46.37951096784339
2024-09-03,47.497242595442145
2024-09-04,47.497242595442145
2024-09-05,51.96816910583717
2024-09-06,49.73270585063966
2024-09-07,54.20363236103468
2024-09-08,36.88514371075894
2024-09-09,43.59153347635147
2024-09-10,46.37951096784339
2024-09-11,46.94472835914774
2024-09-12,47.497242595442145
2024-09-13,46.37951096784339
2024-09-14,39.673121202250854
2024-09-15,38.5553895746521
2024-09-16,45.26177934024463
2024-09-17,45.30616737614144
2024-09-18,49.7262812664967
2024-09-19,40.88605348578618
2024-09-20,36.46593959543091
2024-09-21,35.3609111228421
2024-09-22,41.99108195837499
2024-09-23,51.93633821167433
2024-09-24,57.461480574618406
2024-09-25,72.93187919086182
2024-09-26,66.30170835532893
