Time,tiktok
2022-09-14,67.00471631704914
2022-09-15,94.96501478248628
2022-09-16,71.0987610868647
2022-09-17,78.08883570322399
2022-09-18,80.9848655497677
2022-09-19,67.00471631704914
2022-09-20,72.79677601013657
2022-09-21,76.39082077995214
2022-09-22,71.0987610868647
2022-09-23,71.5987610868647
2022-09-24,78.08883570322399
2022-09-25,76.39082077995214
2022-09-26,73.99479093340841
2022-09-27,75.19280585668028
2022-09-28,73.98958186681683
2022-09-29,99.1181191046037
2022-09-30,101.91017879769112
2022-10-01,117.26650710967198
2022-10-02,115.87047726312827
2022-10-03,101.91017879769112
2022-10-04,107.49429818386598
2022-10-05,106.09826833732227
2022-10-06,101.91017879769112
2022-10-07,76.78164155990427
2022-10-08,82.36576094607912
2022-10-09,79.5737012529917
2022-10-10,68.40546248064199
2022-10-11,73.98958186681683
2022-10-12,71.19752217372941
2022-10-13,71.19752217372941
2022-10-14,72.59355202027312
2022-10-15,76.78164155990427
2022-10-16,78.17767140644798
2022-10-17,71.19752217372941
2022-10-18,76.78164155990427
2022-10-19,78.17767140644798
2022-10-20,71.19752217372941
2022-10-21,73.98958186681683
2022-10-22,78.17767140644798
2022-10-23,76.78164155990427
2022-10-24,73.98958186681683
2022-10-25,72.59355202027312
2022-10-26,75.38561171336056
2022-10-27,83.76179079262283
2022-10-28,78.17767140644798
2022-10-29,82.36576094607912
2022-10-30,80.96973109953541
2022-10-31,73.98958186681683
2022-11-01,69.8014923271857
2022-11-02,76.78164155990427
2022-11-03,73.98958186681683
2022-11-04,92.13796987188512
2022-11-05,78.17767140644798
2022-11-06,76.78164155990427
2022-11-07,76.78164155990427
2022-11-08,76.78164155990427
2022-11-09,69.8014923271857
2022-11-10,72.59355202027312
2022-11-11,75.38561171336056
2022-11-12,80.96973109953541
2022-11-13,85.15782063916656
2022-11-14,68.40546248064199
2022-11-15,75.38561171336056
2022-11-16,78.17767140644798
2022-11-17,73.98958186681683
2022-11-18,72.59355202027312
2022-11-19,85.15782063916656
2022-11-20,83.76179079262283
2022-11-21,76.78164155990427
2022-11-22,79.5737012529917
2022-11-23,80.96973109953541
2022-11-24,86.55385048571027
2022-11-25,79.5737012529917
2022-11-26,71.19752217372941
2022-11-27,76.78164155990427
2022-11-28,67.00943263409827
2022-11-29,72.59355202027312
2022-11-30,72.59355202027312
2022-12-01,73.98958186681683
2022-12-02,71.19752217372941
2022-12-03,73.98958186681683
2022-12-04,78.17767140644798
2022-12-05,68.40546248064199
2022-12-06,69.8014923271857
2022-12-07,75.38561171336056
2022-12-08,86.55385048571027
2022-12-09,76.78164155990427
2022-12-10,82.36576094607912
2022-12-11,83.76179079262283
2022-12-12,78.17767140644798
2022-12-13,80.96973109953541
2022-12-14,80.96973109953541
2022-12-15,86.55385048571027
2022-12-16,85.15782063916656
2022-12-17,83.76179079262283
2022-12-18,82.36576094607912
2022-12-19,82.36576094607912
2022-12-20,86.55385048571027
2022-12-21,85.15782063916656
2022-12-22,79.5737012529917
2022-12-23,82.36576094607912
2022-12-24,80.96973109953541
2022-12-25,79.5737012529917
2022-12-26,80.96973109953541
2022-12-27,82.36576094607912
2022-12-28,92.13796987188512
2022-12-29,87.94988033225398
2022-12-30,85.15782063916656
2022-12-31,85.15782063916656
2023-01-01,82.36576094607912
2023-01-02,82.36576094607912
2023-01-03,69.8014923271857
2023-01-04,76.78164155990427
2023-01-05,76.78164155990427
2023-01-06,78.17767140644798
2023-01-07,83.76179079262283
2023-01-08,82.36576094607912
2023-01-09,73.98958186681683
2023-01-10,75.38561171336056
2023-01-11,72.59355202027312
2023-01-12,76.78164155990427
2023-01-13,75.38561171336056
2023-01-14,78.17767140644798
2023-01-15,76.78164155990427
2023-01-16,79.5737012529917
2023-01-17,71.19752217372941
2023-01-18,79.5737012529917
2023-01-19,73.98958186681683
2023-01-20,73.98958186681683
2023-01-21,78.17767140644798
2023-01-22,78.17767140644798
2023-01-23,72.59355202027312
2023-01-24,72.59355202027312
2023-01-25,85.15782063916656
2023-01-26,80.96973109953541
2023-01-27,76.78164155990427
2023-01-28,79.5737012529917
2023-01-29,80.96973109953541
2023-01-30,71.19752217372941
2023-01-31,76.78164155990427
2023-02-01,75.38561171336056
2023-02-02,78.17767140644798
2023-02-03,78.17767140644798
2023-02-04,80.96973109953541
2023-02-05,83.76179079262283
2023-02-06,72.59355202027312
2023-02-07,75.38561171336056
2023-02-08,72.59355202027312
2023-02-09,72.59355202027312
2023-02-10,76.78164155990427
2023-02-11,80.96973109953541
2023-02-12,78.17767140644798
2023-02-13,67.00943263409827
2023-02-14,67.00943263409827
2023-02-15,73.98958186681683
2023-02-16,75.38561171336056
2023-02-17,79.5737012529917
2023-02-18,82.36576094607912
2023-02-19,86.55385048571027
2023-02-20,78.17767140644798
2023-02-21,71.19752217372941
2023-02-22,75.38561171336056
2023-02-23,73.98958186681683
2023-02-24,78.17767140644798
2023-02-25,79.5737012529917
2023-02-26,82.36576094607912
2023-02-27,72.59355202027312
2023-02-28,80.96973109953541
2023-03-01,93.53399971842883
2023-03-02,80.96973109953541
2023-03-03,78.17767140644798
2023-03-04,82.36576094607912
2023-03-05,85.15782063916656
2023-03-06,73.98958186681683
2023-03-07,78.17767140644798
2023-03-08,79.5737012529917
2023-03-09,75.38561171336056
2023-03-10,72.59355202027312
2023-03-11,79.5737012529917
2023-03-12,78.17767140644798
2023-03-13,69.8014923271857
2023-03-14,71.19752217372941
2023-03-15,69.8014923271857
2023-03-16,83.76179079262283
2023-03-17,82.36576094607912
2023-03-18,85.15782063916656
2023-03-19,85.15782063916656
2023-03-20,76.78164155990427
2023-03-21,73.98958186681683
2023-03-22,80.96973109953541
2023-03-23,117.26650710967198
2023-03-24,139.6029846543714
2023-03-25,115.87047726312827
2023-03-26,108.89032803040969
2023-03-27,93.53399971842883
2023-03-28,87.94988033225398
2023-03-29,96.32605941151627
2023-03-30,86.55385048571027
2023-03-31,82.36576094607912
2023-04-01,85.15782063916656
2023-04-02,86.55385048571027
2023-04-03,76.78164155990427
2023-04-04,71.19752217372941
2023-04-05,72.59355202027312
2023-04-06,75.38561171336056
2023-04-07,79.5737012529917
2023-04-08,80.96973109953541
2023-04-09,82.36576094607912
2023-04-10,73.98958186681683
2023-04-11,73.98958186681683
2023-04-12,72.59355202027312
2023-04-13,71.19752217372941
2023-04-14,72.59355202027312
2023-04-15,89.3459101787977
2023-04-16,82.36576094607912
2023-04-17,73.98958186681683
2023-04-18,75.38561171336056
2023-04-19,76.78164155990427
2023-04-20,75.38561171336056
2023-04-21,68.40546248064199
2023-04-22,75.38561171336056
2023-04-23,80.96973109953541
2023-04-24,71.19752217372941
2023-04-25,69.8014923271857
2023-04-26,68.36522334209826
2023-04-27,69.92811148313663
2023-04-28,66.10432027778803
2023-04-29,73.75190268848522
2023-04-30,76.87767897056196
2023-05-01,71.490999624175
2023-05-02,65.23944706002152
2023-05-03,67.23477180994314
2023-05-04,67.23477180994314
2023-05-05,71.05856301529174
2023-05-06,75.31479082952359
2023-05-07,73.75190268848522
2023-05-08,69.92811148313663
2023-05-09,68.36522334209826
2023-05-10,68.36522334209826
2023-05-11,69.49567487425338
2023-05-12,68.79765995098151
2023-05-13,75.31479082952359
2023-05-14,75.31479082952359
2023-05-15,69.92811148313663
2023-05-16,71.490999624175
2023-05-17,73.75190268848522
2023-05-18,86.52058613118078
2023-05-19,82.26435831694893
2023-05-20,76.87767897056196
2023-05-21,78.44056711160033
2023-05-22,74.18433929736848
2023-05-23,74.18433929736848
2023-05-24,72.62145115633011
2023-05-25,73.75190268848522
2023-05-26,70.91960385685407
2023-05-27,77.83858959898618
2023-05-28,82.16295568781874
2023-05-29,79.5683360345192
2023-05-30,74.37909672792013
2023-05-31,71.78447707462058
2023-06-01,75.24396994568663
2023-06-02,74.37909672792013
2023-06-03,81.29808247005222
2023-06-04,78.70346281675269
2023-06-05,71.78447707462058
2023-06-06,74.37909672792013
2023-06-07,72.6493502923871
2023-06-08,73.51422351015361
2023-06-09,72.6493502923871
2023-06-10,71.78447707462058
2023-06-11,75.24396994568663
2023-06-12,70.91960385685407
2023-06-13,70.91960385685407
2023-06-14,75.24396994568663
2023-06-15,75.24396994568663
2023-06-16,72.6493502923871
2023-06-17,76.10884316345314
2023-06-18,76.10884316345314
2023-06-19,75.24396994568663
2023-06-20,71.78447707462058
2023-06-21,73.51422351015361
2023-06-22,72.6493502923871
2023-06-23,76.97371638121966
2023-06-24,76.97371638121966
2023-06-25,78.70346281675269
2023-06-26,75.24396994568663
2023-06-27,76.97371638121966
2023-06-28,77.83858959898618
2023-06-29,77.83858959898618
2023-06-30,75.24396994568663
2023-07-01,78.70346281675269
2023-07-02,80.4332092522857
2023-07-03,75.24396994568663
2023-07-04,82.16295568781874
2023-07-05,76.97371638121966
2023-07-06,76.97371638121966
2023-07-07,79.5683360345192
2023-07-08,80.4332092522857
2023-07-09,76.10884316345314
2023-07-10,73.51422351015361
2023-07-11,79.5683360345192
2023-07-12,79.5683360345192
2023-07-13,79.5683360345192
2023-07-14,82.16295568781874
2023-07-15,83.02782890558525
2023-07-16,85.6224485588848
2023-07-17,79.5683360345192
2023-07-18,79.5683360345192
2023-07-19,78.70346281675269
2023-07-20,78.70346281675269
2023-07-21,78.70346281675269
2023-07-22,76.10884316345314
2023-07-23,78.70346281675269
2023-07-24,78.70346281675269
2023-07-25,76.97371638121966
2023-07-26,78.70346281675269
2023-07-27,73.51422351015361
2023-07-28,77.83858959898618
2023-07-29,79.5683360345192
2023-07-30,76.97371638121966
2023-07-31,73.51422351015361
2023-08-01,73.51422351015361
2023-08-02,71.78447707462058
2023-08-03,75.24396994568663
2023-08-04,74.37909672792013
2023-08-05,76.97371638121966
2023-08-06,78.70346281675269
2023-08-07,76.97371638121966
2023-08-08,75.24396994568663
2023-08-09,77.83858959898618
2023-08-10,71.78447707462058
2023-08-11,76.97371638121966
2023-08-12,75.24396994568663
2023-08-13,80.4332092522857
2023-08-14,68.32498420355454
2023-08-15,73.51422351015361
2023-08-16,76.97371638121966
2023-08-17,76.10884316345314
2023-08-18,76.10884316345314
2023-08-19,81.29808247005222
2023-08-20,83.02782890558525
2023-08-21,74.37909672792013
2023-08-22,76.10884316345314
2023-08-23,76.10884316345314
2023-08-24,74.37909672792013
2023-08-25,79.5683360345192
2023-08-26,79.5683360345192
2023-08-27,82.16295568781874
2023-08-28,70.91960385685407
2023-08-29,70.91960385685407
2023-08-30,70.05473063908755
2023-08-31,70.91960385685407
2023-09-01,67.46011098578802
2023-09-02,72.6493502923871
2023-09-03,76.10884316345314
2023-09-04,80.4332092522857
2023-09-05,68.32498420355454
2023-09-06,68.32498420355454
2023-09-07,70.05473063908755
2023-09-08,67.46011098578802
2023-09-09,74.37909672792013
2023-09-10,75.24396994568663
2023-09-11,70.91960385685407
2023-09-12,67.46011098578802
2023-09-13,69.18985742132105
2023-09-14,68.32498420355454
2023-09-15,67.46011098578802
2023-09-16,79.5683360345192
2023-09-17,75.24396994568663
2023-09-18,67.46011098578802
2023-09-19,69.18985742132105
2023-09-20,68.32498420355454
2023-09-21,70.05473063908755
2023-09-22,69.18985742132105
2023-09-23,69.18985742132105
2023-09-24,76.97371638121966
2023-09-25,70.05473063908755
2023-09-26,68.32498420355454
2023-09-27,70.05473063908755
2023-09-28,69.18985742132105
2023-09-29,64.86549133248847
2023-09-30,70.05473063908755
2023-10-01,71.78447707462058
2023-10-02,64.86549133248847
2023-10-03,65.73036455025499
2023-10-04,70.05473063908755
2023-10-05,68.32498420355454
2023-10-06,65.73036455025499
2023-10-07,70.05473063908755
2023-10-08,75.24396994568663
2023-10-09,66.5952377680215
2023-10-10,70.91960385685407
2023-10-11,73.51422351015361
2023-10-12,80.4332092522857
2023-10-13,67.46011098578802
2023-10-14,70.91960385685407
2023-10-15,76.10884316345314
2023-10-16,70.05473063908755
2023-10-17,68.32498420355454
2023-10-18,69.18985742132105
2023-10-19,72.6493502923871
2023-10-20,70.91960385685407
2023-10-21,76.10884316345314
2023-10-22,79.5683360345192
2023-10-23,70.91960385685407
2023-10-24,70.91960385685407
2023-10-25,70.91960385685407
2023-10-26,69.18985742132105
2023-10-27,70.05473063908755
2023-10-28,71.78447707462058
2023-10-29,70.05473063908755
2023-10-30,70.05473063908755
2023-10-31,64.00061811472196
2023-11-01,66.5952377680215
2023-11-02,69.18985742132105
2023-11-03,67.46011098578802
2023-11-04,69.18985742132105
2023-11-05,71.78447707462058
2023-11-06,68.32498420355454
2023-11-07,72.6493502923871
2023-11-08,70.05473063908755
2023-11-09,71.78447707462058
2023-11-10,71.78447707462058
2023-11-11,74.37909672792013
2023-11-12,75.24396994568663
2023-11-13,69.18985742132105
2023-11-14,67.46011098578802
2023-11-15,69.18985742132105
2023-11-16,70.91960385685407
2023-11-17,70.05473063908755
2023-11-18,73.51422351015361
2023-11-19,72.6493502923871
2023-11-20,70.91960385685407
2023-11-21,72.6493502923871
2023-11-22,71.78447707462058
2023-11-23,75.24396994568663
2023-11-24,70.91960385685407
2023-11-25,74.37909672792013
2023-11-26,74.37909672792013
2023-11-27,67.46011098578802
2023-11-28,69.18985742132105
2023-11-29,70.05473063908755
2023-11-30,67.46011098578802
2023-12-01,71.78447707462058
2023-12-02,73.51422351015361
2023-12-03,75.24396994568663
2023-12-04,67.46011098578802
2023-12-05,68.32498420355454
2023-12-06,70.91960385685407
2023-12-07,67.46011098578802
2023-12-08,66.5952377680215
2023-12-09,72.6493502923871
2023-12-10,78.70346281675269
2023-12-11,68.32498420355454
2023-12-12,65.73036455025499
2023-12-13,66.5952377680215
2023-12-14,65.73036455025499
2023-12-15,64.86549133248847
2023-12-16,68.32498420355454
2023-12-17,68.32498420355454
2023-12-18,65.73036455025499
2023-12-19,70.05473063908755
2023-12-20,73.51422351015361
2023-12-21,71.78447707462058
2023-12-22,67.2438926813464
2023-12-23,73.51422351015361
2023-12-24,71.13582216129569
2023-12-25,71.13582216129569
2023-12-26,71.56825877017896
2023-12-27,73.08178690127036
2023-12-28,69.18985742132105
2023-12-29,73.08178690127036
2023-12-30,73.51422351015361
2023-12-31,73.08178690127036
2024-01-01,73.08178690127036
2024-01-02,71.56825877017896
2024-01-03,73.51422351015361
2024-01-04,71.56825877017896
2024-01-05,73.08178690127036
2024-01-06,75.46018825012825
2024-01-07,75.89262485901152
2024-01-08,73.51422351015361
2024-01-09,69.18985742132105
2024-01-10,71.56825877017896
2024-01-11,68.7574208124378
2024-01-12,69.6222940302043
2024-01-13,77.83858959898618
2024-01-14,73.51422351015361
2024-01-15,77.83858959898618
2024-01-16,66.37901946357988
2024-01-17,75.89262485901152
2024-01-18,69.6222940302043
2024-01-19,71.56825877017896
2024-01-20,80.2169909478441
2024-01-21,77.83858959898618
2024-01-22,69.18985742132105
2024-01-23,71.35204046573733
2024-01-24,75.6764065545699
2024-01-25,71.35204046573733
2024-01-26,69.18985742132105
2024-01-27,84.32513873223503
2024-01-28,80.00077264340247
2024-01-29,67.02767437690477
2024-01-30,71.35204046573733
2024-01-31,75.6764065545699
2024-02-01,77.83858959898618
2024-02-02,77.83858959898618
2024-02-03,80.00077264340247
2024-02-04,80.00077264340247
2024-02-05,69.18985742132105
2024-02-06,67.02767437690477
2024-02-07,69.18985742132105
2024-02-08,69.18985742132105
2024-02-09,71.35204046573733
2024-02-10,75.6764065545699
2024-02-11,67.02767437690477
2024-02-12,60.54112524365592
2024-02-13,67.02767437690477
2024-02-14,62.7033082880722
2024-02-15,64.86549133248849
2024-02-16,69.18985742132105
2024-02-17,71.35204046573733
2024-02-18,73.51422351015361
2024-02-19,73.51422351015361
2024-02-20,75.6764065545699
2024-02-21,71.35204046573733
2024-02-22,71.35204046573733
2024-02-23,73.51422351015361
2024-02-24,73.51422351015361
2024-02-25,71.35204046573733
2024-02-26,69.18985742132105
2024-02-27,67.02767437690477
2024-02-28,69.18985742132105
2024-02-29,67.02767437690477
2024-03-01,67.02767437690477
2024-03-02,71.35204046573733
2024-03-03,73.51422351015361
2024-03-04,69.18985742132105
2024-03-05,69.18985742132105
2024-03-06,69.18985742132105
2024-03-07,77.83858959898618
2024-03-08,82.16295568781875
2024-03-09,84.32513873223503
2024-03-10,77.83858959898618
2024-03-11,73.51422351015361
2024-03-12,88.6495048210676
2024-03-13,216.21830444162828
2024-03-14,172.97464355330263
2024-03-15,123.24443353172812
2024-03-16,101.6226030875653
2024-03-17,95.13605395431645
2024-03-18,86.48732177665131
2024-03-19,77.83858959898618
2024-03-20,77.83858959898618
2024-03-21,73.51422351015361
2024-03-22,73.51422351015361
2024-03-23,75.6764065545699
2024-03-24,77.83858959898618
2024-03-25,73.51422351015361
2024-03-26,71.35204046573733
2024-03-27,71.35204046573733
2024-03-28,69.18985742132105
2024-03-29,69.18985742132105
2024-03-30,73.51422351015361
2024-03-31,75.6764065545699
2024-04-01,67.02767437690477
2024-04-02,69.18985742132105
2024-04-03,69.18985742132105
2024-04-04,67.02767437690477
2024-04-05,73.51422351015361
2024-04-06,71.35204046573733
2024-04-07,73.51422351015361
2024-04-08,69.18985742132105
2024-04-09,75.6764065545699
2024-04-10,75.6764065545699
2024-04-11,69.18985742132105
2024-04-12,73.51422351015361
2024-04-13,69.18985742132105
2024-04-14,73.51422351015361
2024-04-15,69.18985742132105
2024-04-16,67.02767437690477
2024-04-17,69.18985742132105
2024-04-18,69.18985742132105
2024-04-19,71.35204046573733
2024-04-20,82.16295568781875
2024-04-21,90.81168786548388
2024-04-22,75.6764065545699
2024-04-23,75.6764065545699
2024-04-24,127.56879962056068
2024-04-25,105.94696917639786
2024-04-26,80.00077264340247
2024-04-27,77.83858959898618
2024-04-28,77.83858959898618
2024-04-29,73.51422351015361
2024-04-30,69.18985742132105
2024-05-01,69.18985742132105
2024-05-02,67.02767437690477
2024-05-03,67.02767437690477
2024-05-04,69.18985742132105
2024-05-05,73.51422351015361
2024-05-06,71.35204046573733
2024-05-07,69.18985742132105
2024-05-08,69.18985742132105
2024-05-09,73.51422351015361
2024-05-10,73.51422351015361
2024-05-11,73.51422351015361
2024-05-12,73.51422351015361
2024-05-13,71.35204046573733
2024-05-14,67.02767437690477
2024-05-15,67.02767437690477
2024-05-16,69.18985742132105
2024-05-17,67.02767437690477
2024-05-18,71.35204046573733
2024-05-19,77.83858959898618
2024-05-20,71.35204046573733
2024-05-21,71.35204046573733
2024-05-22,71.35204046573733
2024-05-23,69.18985742132105
2024-05-24,69.18985742132105
2024-05-25,75.6764065545699
2024-05-26,73.51422351015361
2024-05-27,73.51422351015361
2024-05-28,71.35204046573733
2024-05-29,73.51422351015361
2024-05-30,77.83858959898618
2024-05-31,75.6764065545699
2024-06-01,75.6764065545699
2024-06-02,80.00077264340247
2024-06-03,80.00077264340247
2024-06-04,77.83858959898618
2024-06-05,73.51422351015361
2024-06-06,75.6764065545699
2024-06-07,75.6764065545699
2024-06-08,75.6764065545699
2024-06-09,77.83858959898618
2024-06-10,71.35204046573733
2024-06-11,75.6764065545699
2024-06-12,75.6764065545699
2024-06-13,75.6764065545699
2024-06-14,71.35204046573733
2024-06-15,71.35204046573733
2024-06-16,75.6764065545699
2024-06-17,71.35204046573733
2024-06-18,75.6764065545699
2024-06-19,82.16295568781875
2024-06-20,71.35204046573733
2024-06-21,75.6764065545699
2024-06-22,75.6764065545699
2024-06-23,75.6764065545699
2024-06-24,75.6764065545699
2024-06-25,73.51422351015361
2024-06-26,75.6764065545699
2024-06-27,77.83858959898618
2024-06-28,123.24443353172812
2024-06-29,75.6764065545699
2024-06-30,75.6764065545699
2024-07-01,71.35204046573733
2024-07-02,71.35204046573733
2024-07-03,77.83858959898618
2024-07-04,77.83858959898618
2024-07-05,71.35204046573733
2024-07-06,77.83858959898618
2024-07-07,75.6764065545699
2024-07-08,75.6764065545699
2024-07-09,80.00077264340247
2024-07-10,80.00077264340247
2024-07-11,82.16295568781875
2024-07-12,77.83858959898618
2024-07-13,71.35204046573733
2024-07-14,75.6764065545699
2024-07-15,77.83858959898618
2024-07-16,77.83858959898618
2024-07-17,82.16295568781875
2024-07-18,82.16295568781875
2024-07-19,77.83858959898618
2024-07-20,75.6764065545699
2024-07-21,71.35204046573733
2024-07-22,75.6764065545699
2024-07-23,75.6764065545699
2024-07-24,77.83858959898618
2024-07-25,77.83858959898618
2024-07-26,77.83858959898618
2024-07-27,77.83858959898618
2024-07-28,73.51422351015361
2024-07-29,73.51422351015361
2024-07-30,73.51422351015361
2024-07-31,75.6764065545699
2024-08-01,71.35204046573733
2024-08-02,73.51422351015361
2024-08-03,75.6764065545699
2024-08-04,75.6764065545699
2024-08-05,71.35204046573733
2024-08-06,71.35204046573733
2024-08-07,73.51422351015361
2024-08-08,77.83858959898618
2024-08-09,71.35204046573733
2024-08-10,73.51422351015361
2024-08-11,75.6764065545699
2024-08-12,71.35204046573733
2024-08-13,73.51422351015361
2024-08-14,75.6764065545699
2024-08-15,73.51422351015361
2024-08-16,73.51422351015361
2024-08-17,75.6764065545699
2024-08-18,76.75749807677803
2024-08-19,73.51422351015361
2024-08-20,74.59531503236175
2024-08-21,74.59531503236175
2024-08-22,74.59531503236175
2024-08-23,64.86549133248849
2024-08-24,75.6764065545699
2024-08-25,76.75749807677803
2024-08-26,65.94658285469663
2024-08-27,73.51422351015361
2024-08-28,75.6764065545699
2024-08-29,74.59531503236175
2024-08-30,65.94658285469663
2024-08-31,75.6764065545699
2024-09-01,77.83858959898618
2024-09-02,75.6764065545699
2024-09-03,73.51422351015361
2024-09-04,65.94658285469663
2024-09-05,65.94658285469663
2024-09-06,75.6764065545699
2024-09-07,75.6764065545699
2024-09-08,76.75749807677803
2024-09-09,64.86549133248849
2024-09-10,63.78439981028035
2024-09-11,63.78439981028035
2024-09-12,75.6764065545699
2024-09-13,64.86549133248849
2024-09-14,76.75749807677803
2024-09-15,75.6764065545699
2024-09-16,74.59531503236175
2024-09-17,60.54112524365592
2024-09-18,75.6764065545699
2024-09-19,75.6764065545699
2024-09-20,75.6764065545699
2024-09-21,75.6764065545699
2024-09-22,75.6764065545699
