Time,severe_thunderstorm_warning
2025-03-13,7.758620689655173
2025-03-14,21.982758620689655
2025-03-15,106.0344827586207
2025-03-16,94.39655172413794
2025-03-17,10.344827586206897
2025-03-18,3.8793103448275863
2025-03-19,27.155172413793103
2025-03-20,19.396551724137932
2025-03-21,2.586206896551724
2025-03-22,2.586206896551724
2025-03-23,7.758620689655173
2025-03-24,20.689655172413794
2025-03-25,6.4655172413793105
2025-03-26,11.637931034482758
2025-03-27,5.172413793103448
2025-03-28,2.586206896551724
2025-03-29,2.586206896551724
2025-03-30,129.31034482758622
2025-03-31,100.86206896551724
2025-04-01,16.810344827586206
2025-04-02,49.13793103448276
2025-04-03,75.0
2025-04-04,10.344827586206897
2025-04-05,10.344827586206897
2025-04-06,19.396551724137932
2025-04-07,9.051724137931036
2025-04-08,1.293103448275862
2025-04-09,1.293103448275862
2025-04-10,20.689655172413794
2025-04-11,16.810344827586206
2025-04-12,1.293103448275862
2025-04-13,1.293103448275862
2025-04-14,6.4655172413793105
2025-04-15,17.899274047186935
2025-04-16,1.3271324863883849
2025-04-17,2.6542649727767698
2025-04-18,17.899274047186935
2025-04-19,27.189201451905625
2025-04-20,25.862068965517242
2025-04-21,13.91787658802178
2025-04-22,10.617059891107079
2025-04-23,12.590744101633394
2025-04-24,6.635662431941924
2025-04-25,5.95508166969147
2025-04-26,7.282214156079855
2025-04-27,2.6542649727767698
2025-04-28,5.95508166969147
2025-04-29,64.31488203266788
2025-04-30,25.862068965517242
2025-05-01,15.245009074410163
2025-05-02,39.77994555353902
2025-05-03,55.024954627949185
2025-05-04,23.207803992740473
2025-05-05,27.189201451905625
2025-05-06,23.207803992740473
2025-05-07,3.981397459165154
2025-05-08,19.226406533575318
2025-05-09,15.925589836660617
2025-05-10,7.962794918330308
2025-05-11,11.944192377495462
2025-05-12,3.981397459165154
2025-05-13,3.981397459165154
2025-05-14,5.3085299455535395
2025-05-15,34.029038112522684
2025-05-16,136.11615245009074
2025-05-17,87.11433756805808
2025-05-18,28.584392014519057
2025-05-19,31.306715063520873
2025-05-20,43.55716878402904
2025-05-21,20.41742286751361
2025-05-22,6.805807622504537
2025-05-23,13.611615245009075
2025-05-24,14.972776769509982
2025-05-25,17.695099818511796
2025-05-26,25.862068965517242
2025-05-27,29.945553539019965
2025-05-28,6.805807622504537
2025-05-29,13.611615245009075
2025-05-30,24.500907441016334
2025-05-31,16.33393829401089
2025-06-01,17.695099818511796
2025-06-02,19.056261343012704
2025-06-03,34.029038112522684
2025-06-04,14.972776769509982
2025-06-05,9.528130671506352
2025-06-06,21.77858439201452
2025-06-07,40.83484573502722
2025-06-08,42.19600725952813
2025-06-09,44.918330308529946
2025-06-10,16.33393829401089
2025-06-11,12.250453720508167
2025-06-12,8.166969147005444
2025-06-13,12.250453720508167
2025-06-14,17.695099818511796
2025-06-15,12.250453720508167
2025-06-16,12.250453720508167
2025-06-17,23.139745916515427
2025-06-18,76.22504537205081
2025-06-19,112.97640653357531
2025-06-20,20.41742286751361
2025-06-21,13.611615245009075
2025-06-22,9.528130671506352
2025-06-23,13.611615245009075
2025-06-24,21.77858439201452
2025-06-25,46.27949183303085
2025-06-26,62.613430127041745
2025-06-27,29.945553539019965
2025-06-28,20.41742286751361
2025-06-29,24.500907441016334
2025-06-30,16.33393829401089
2025-07-01,42.19600725952813
2025-07-02,12.250453720508167
2025-07-03,28.584392014519057
2025-07-04,10.88929219600726
2025-07-05,5.44464609800363
2025-07-06,12.250453720508167
2025-07-07,12.250453720508167
2025-07-08,50.362976406533576
2025-07-09,24.500907441016334
2025-07-10,24.500907441016334
2025-07-11,20.41742286751361
2025-07-12,43.55716878402904
2025-07-13,14.972776769509982
2025-07-14,21.77858439201452
2025-07-15,6.805807622504537
2025-07-16,42.19600725952813
2025-07-17,16.33393829401089
2025-07-18,9.528130671506352
2025-07-19,12.250453720508167
2025-07-20,21.77858439201452
2025-07-21,12.250453720508167
2025-07-22,9.528130671506352
2025-07-23,8.166969147005444
2025-07-24,24.500907441016334
2025-07-25,62.613430127041745
2025-07-26,13.611615245009075
2025-07-27,28.584392014519057
2025-07-28,27.22323049001815
2025-07-29,20.41742286751361
2025-07-30,13.611615245009075
2025-07-31,23.139745916515427
2025-08-01,20.41742286751361
2025-08-02,4.083484573502722
2025-08-03,10.88929219600726
2025-08-04,9.528130671506352
2025-08-05,5.44464609800363
2025-08-06,4.083484573502722
2025-08-07,2.722323049001815
2025-08-08,4.083484573502722
2025-08-09,14.972776769509982
2025-08-10,5.44464609800363
2025-08-11,5.44464609800363
2025-08-12,8.166969147005444
2025-08-13,21.77858439201452
2025-08-14,12.250453720508167
2025-08-15,12.250453720508167
2025-08-16,32.66787658802178
2025-08-17,23.139745916515427
2025-08-18,9.528130671506352
2025-08-19,19.056261343012704
2025-08-20,6.805807622504537
2025-08-21,8.166969147005444
2025-08-22,6.805807622504537
2025-08-23,2.722323049001815
2025-08-24,12.250453720508167
2025-08-25,5.44464609800363
2025-08-26,4.083484573502722
2025-08-27,2.722323049001815
2025-08-28,2.722323049001815
2025-08-29,2.722323049001815
2025-08-30,1.3611615245009074
2025-08-31,1.3611615245009074
2025-09-01,2.722323049001815
2025-09-02,4.083484573502722
2025-09-03,1.3611615245009074
2025-09-04,17.695099818511796
2025-09-05,5.44464609800363
2025-09-06,54.4464609800363
2025-09-07,4.083484573502722
2025-09-08,1.3611615245009074
2025-09-09,1.3611615245009074
2025-09-10,1.3611615245009074
2025-09-11,1.3611615245009074
2025-09-12,1.3611615245009074
2025-09-13,2.722323049001815
2025-09-14,2.722323049001815
2025-09-15,2.722323049001815
2025-09-16,5.44464609800363
2025-09-17,2.722323049001815
2025-09-18,4.083484573502722
2025-09-19,1.3611615245009074
2025-09-20,1.3611615245009074
2025-09-21,14.972776769509982
2025-09-22,9.528130671506352
2025-09-23,8.166969147005444
2025-09-24,2.722323049001815
2025-09-25,5.44464609800363
2025-09-26,16.33393829401089
2025-09-27,1.3611615245009074
2025-09-28,1.3611615245009074
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,1.3611615245009074
2025-10-07,1.3611615245009074
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,1.3611615245009074
2025-10-11,1.3611615245009074
2025-10-12,1.3611615245009074
2025-10-13,2.722323049001815
2025-10-14,6.805807622504537
2025-10-15,0.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,8.166969147005444
2025-10-19,6.805807622504537
2025-10-20,0.0
2025-10-21,2.722323049001815
2025-10-22,1.3611615245009074
2025-10-23,0.0
2025-10-24,4.083484573502722
2025-10-25,31.306715063520873
2025-10-26,2.722323049001815
2025-10-27,6.805807622504537
2025-10-28,1.3611615245009074
2025-10-29,1.3611615245009074
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,1.3611615245009074
2025-11-02,1.3611615245009074
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,20.41742286751361
2025-11-07,4.083484573502722
2025-11-08,5.44464609800363
2025-11-09,1.3611615245009074
2025-11-10,1.3611615245009074
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,1.3611615245009074
2025-11-17,0.0
2025-11-18,8.166969147005444
2025-11-19,2.722323049001815
2025-11-20,5.44464609800363
2025-11-21,1.3611615245009074
2025-11-22,0.0
2025-11-23,1.3611615245009074
2025-11-24,1.3611615245009074
2025-11-25,13.611615245009075
2025-11-26,1.3611615245009074
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,1.3611615245009074
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,2.411766778848695
2025-12-18,2.761968530297958
2025-12-19,71.09095554420031
2025-12-20,4.142952795446936
2025-12-21,1.7311860165982416
2025-12-22,1.380984265148979
2025-12-23,1.0307825136997164
2025-12-24,5.173735309146653
2025-12-25,3.792751043997674
2025-12-26,1.380984265148979
2025-12-27,0.0
2025-12-28,8.966486353144326
2025-12-29,22.776329004634114
2025-12-30,1.0307825136997164
2025-12-31,0.3502017514492626
2026-01-01,0.3502017514492626
2026-01-02,0.0
2026-01-03,1.380984265148979
2026-01-04,0.3502017514492626
2026-01-05,0.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,9.666889856042852
2026-01-09,5.523937060595916
2026-01-10,4.902824520289676
2026-01-11,0.7004035028985252
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.7004035028985252
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,2.1012105086955755
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,2.1012105086955755
2026-02-19,0.7004035028985252
2026-02-20,0.7004035028985252
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,0.0
2026-02-24,0.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,0.0
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.7004035028985252
2026-03-07,3.5020175144926258
2026-03-08,0.7004035028985252
2026-03-09,0.7004035028985252
2026-03-10,1.4008070057970503
2026-03-11,7.0040350289852515
2026-03-12,2.8016140115941006
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,2.1012105086955755
2026-03-16,13.307666555071979
2026-03-17,4.202421017391151
2026-03-18,0.7004035028985252
2026-03-19,0.0
2026-03-20,0.0
2026-03-21,0.0
2026-03-22,0.7004035028985252
2026-03-23,2.1012105086955755
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,0.7004035028985252
2026-03-27,0.0
2026-03-28,0.0
2026-03-29,0.0
2026-03-30,0.0
2026-03-31,2.8016140115941006
2026-04-01,1.4008070057970503
2026-04-02,0.0
2026-04-03,0.7004035028985252
2026-04-04,0.7004035028985252
2026-04-05,0.0
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,0.0
2026-04-09,0.0
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,0.0
2026-04-13,0.7004035028985252
2026-04-14,3.5020175144926258
2026-04-15,2.1012105086955755
2026-04-16,2.1012105086955755
2026-04-17,1.4008070057970503
2026-04-18,0.7004035028985252
2026-04-19,0.0
2026-04-20,0.0
2026-04-21,0.0
2026-04-22,0.7004035028985252
2026-04-23,0.0
2026-04-24,2.1012105086955755
2026-04-25,0.7004035028985252
2026-04-26,1.4008070057970503
2026-04-27,2.8016140115941006
2026-04-28,2.8016140115941006
2026-04-29,0.7004035028985252
2026-04-30,0.7004035028985252
2026-05-01,0.7004035028985252
2026-05-02,0.0
2026-05-03,0.0
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,0.0
2026-05-08,0.7004035028985252
2026-05-09,1.4008070057970503
2026-05-10,0.7004035028985252
2026-05-11,0.7004035028985252
2026-05-12,0.0
2026-05-13,1.4008070057970503
2026-05-14,0.7004035028985252
2026-05-15,0.0
2026-05-16,0.7004035028985252
2026-05-17,1.4008070057970503
2026-05-18,4.902824520289676
2026-05-19,2.8016140115941006
2026-05-20,4.202421017391151
2026-05-21,0.7004035028985252
2026-05-22,0.7004035028985252
2026-05-23,1.4008070057970503
2026-05-24,0.7004035028985252
2026-05-25,0.7004035028985252
2026-05-26,0.0
2026-05-27,0.7004035028985252
2026-05-28,0.7004035028985252
2026-05-29,0.7004035028985252
2026-05-30,0.7004035028985252
2026-05-31,0.7004035028985252
