Time,old_navy
2022-07-06,59.0
2022-07-07,57.0
2022-07-08,57.0
2022-07-09,68.0
2022-07-10,82.0
2022-07-11,73.0
2022-07-12,68.0
2022-07-13,61.0
2022-07-14,58.0
2022-07-15,59.0
2022-07-16,73.0
2022-07-17,79.0
2022-07-18,62.0
2022-07-19,59.0
2022-07-20,60.0
2022-07-21,61.0
2022-07-22,64.0
2022-07-23,71.0
2022-07-24,81.0
2022-07-25,66.0
2022-07-26,61.0
2022-07-27,56.0
2022-07-28,59.0
2022-07-29,63.0
2022-07-30,73.0
2022-07-31,77.0
2022-08-01,72.0
2022-08-02,63.0
2022-08-03,61.0
2022-08-04,61.0
2022-08-05,70.0
2022-08-06,83.0
2022-08-07,90.0
2022-08-08,69.0
2022-08-09,63.0
2022-08-10,60.0
2022-08-11,63.0
2022-08-12,59.0
2022-08-13,72.0
2022-08-14,75.0
2022-08-15,62.0
2022-08-16,57.0
2022-08-17,57.0
2022-08-18,58.0
2022-08-19,59.0
2022-08-20,73.0
2022-08-21,82.0
2022-08-22,60.0
2022-08-23,51.0
2022-08-24,51.0
2022-08-25,48.0
2022-08-26,52.0
2022-08-27,69.0
2022-08-28,70.0
2022-08-29,47.61895161290323
2022-08-30,49.431115591397855
2022-08-31,47.61895161290323
2022-09-01,54.5554435483871
2022-09-02,55.5554435483871
2022-09-03,67.61626344086022
2022-09-04,73.74059139784947
2022-09-05,83.48924731182797
2022-09-06,50.431115591397855
2022-09-07,45.30678763440861
2022-09-08,42.49462365591398
2022-09-09,46.61895161290323
2022-09-10,70.92842741935485
2022-09-11,71.42842741935485
2022-09-12,50.431115591397855
2022-09-13,52.24327956989248
2022-09-14,52.74327956989248
2022-09-15,55.0554435483871
2022-09-16,55.0554435483871
2022-09-17,67.61626344086022
2022-09-18,80.67708333333334
2022-09-19,55.5554435483871
2022-09-20,49.431115591397855
2022-09-21,47.11895161290323
2022-09-22,52.24327956989248
2022-09-23,60.67977150537635
2022-09-24,75.5527553763441
2022-09-25,73.74059139784947
2022-09-26,55.5554435483871
2022-09-27,52.24327956989248
2022-09-28,55.1108870967742
2022-09-29,57.73521505376345
2022-09-30,57.73521505376345
2022-10-01,70.85685483870968
2022-10-02,78.72983870967742
2022-10-03,60.359543010752695
2022-10-04,57.73521505376345
2022-10-05,57.73521505376345
2022-10-06,60.359543010752695
2022-10-07,60.359543010752695
2022-10-08,70.85685483870968
2022-10-09,70.85685483870968
2022-10-10,60.359543010752695
2022-10-11,49.8622311827957
2022-10-12,57.73521505376345
2022-10-13,60.359543010752695
2022-10-14,60.359543010752695
2022-10-15,76.10551075268818
2022-10-16,104.9731182795699
2022-10-17,94.47580645161291
2022-10-18,97.10013440860216
2022-10-19,81.35416666666667
2022-10-20,65.60819892473118
2022-10-21,62.983870967741936
2022-10-22,76.10551075268818
2022-10-23,76.10551075268818
2022-10-24,60.359543010752695
2022-10-25,60.359543010752695
2022-10-26,60.359543010752695
2022-10-27,60.359543010752695
2022-10-28,62.983870967741936
2022-10-29,70.85685483870968
2022-10-30,78.72983870967742
2022-10-31,52.48655913978495
2022-11-01,47.237903225806456
2022-11-02,57.73521505376345
2022-11-03,62.983870967741936
2022-11-04,65.60819892473118
2022-11-05,89.22715053763442
2022-11-06,102.34879032258065
2022-11-07,78.72983870967742
2022-11-08,65.60819892473118
2022-11-09,55.1108870967742
2022-11-10,60.359543010752695
2022-11-11,81.35416666666667
2022-11-12,94.47580645161291
2022-11-13,97.10013440860216
2022-11-14,81.35416666666667
2022-11-15,81.35416666666667
2022-11-16,73.48118279569893
2022-11-17,78.72983870967742
2022-11-18,83.97849462365592
2022-11-19,102.34879032258065
2022-11-20,107.59744623655915
2022-11-21,86.60282258064517
2022-11-22,78.72983870967742
2022-11-23,83.97849462365592
2022-11-24,110.2217741935484
2022-11-25,262.43279569892474
2022-11-26,175.82997311827958
2022-11-27,128.59206989247312
2022-11-28,118.09475806451614
2022-11-29,91.85147849462366
2022-11-30,70.85685483870968
2022-12-01,68.23252688172043
2022-12-02,70.85685483870968
2022-12-03,91.85147849462366
2022-12-04,97.10013440860216
2022-12-05,76.10551075268818
2022-12-06,73.48118279569893
2022-12-07,76.10551075268818
2022-12-08,73.48118279569893
2022-12-09,73.48118279569893
2022-12-10,94.47580645161291
2022-12-11,104.9731182795699
2022-12-12,86.60282258064517
2022-12-13,81.35416666666667
2022-12-14,73.48118279569893
2022-12-15,76.10551075268818
2022-12-16,81.35416666666667
2022-12-17,94.47580645161291
2022-12-18,94.47580645161291
2022-12-19,81.35416666666667
2022-12-20,78.72983870967742
2022-12-21,73.48118279569893
2022-12-22,73.48118279569893
2022-12-23,73.48118279569893
2022-12-24,70.85685483870968
2022-12-25,41.98924731182796
2022-12-26,73.48118279569893
2022-12-27,70.85685483870968
2022-12-28,57.73521505376345
2022-12-29,52.48655913978495
2022-12-30,60.359543010752695
2022-12-31,57.73521505376345
2023-01-01,47.237903225806456
2023-01-02,47.237903225806456
2023-01-03,36.740591397849464
2023-01-04,36.740591397849464
2023-01-05,36.740591397849464
2023-01-06,39.36491935483871
2023-01-07,49.8622311827957
2023-01-08,49.8622311827957
2023-01-09,34.116263440860216
2023-01-10,36.740591397849464
2023-01-11,36.740591397849464
2023-01-12,39.36491935483871
2023-01-13,36.740591397849464
2023-01-14,47.237903225806456
2023-01-15,49.8622311827957
2023-01-16,49.8622311827957
2023-01-17,39.36491935483871
2023-01-18,39.36491935483871
2023-01-19,36.740591397849464
2023-01-20,36.740591397849464
2023-01-21,47.237903225806456
2023-01-22,49.8622311827957
2023-01-23,41.98924731182796
2023-01-24,36.740591397849464
2023-01-25,34.116263440860216
2023-01-26,36.740591397849464
2023-01-27,41.98924731182796
2023-01-28,47.237903225806456
2023-01-29,52.48655913978495
2023-01-30,36.740591397849464
2023-01-31,36.740591397849464
2023-02-01,34.116263440860216
2023-02-02,34.116263440860216
2023-02-03,39.36491935483871
2023-02-04,47.237903225806456
2023-02-05,52.48655913978495
2023-02-06,41.98924731182796
2023-02-07,36.740591397849464
2023-02-08,36.740591397849464
2023-02-09,36.740591397849464
2023-02-10,39.36491935483871
2023-02-11,47.237903225806456
2023-02-12,47.237903225806456
2023-02-13,36.740591397849464
2023-02-14,31.491935483870968
2023-02-15,36.740591397849464
2023-02-16,39.36491935483871
2023-02-17,44.61357526881721
2023-02-18,62.983870967741936
2023-02-19,62.983870967741936
2023-02-20,57.73521505376345
2023-02-21,44.61357526881721
2023-02-22,41.98924731182796
2023-02-23,44.61357526881721
2023-02-24,41.98924731182796
2023-02-25,60.359543010752695
2023-02-26,70.85685483870968
2023-02-27,52.48655913978495
2023-02-28,41.98924731182796
2023-03-01,44.61357526881721
2023-03-02,41.98924731182796
2023-03-03,41.98924731182796
2023-03-04,52.48655913978495
2023-03-05,65.60819892473118
2023-03-06,47.237903225806456
2023-03-07,44.61357526881721
2023-03-08,41.98924731182796
2023-03-09,47.237903225806456
2023-03-10,44.61357526881721
2023-03-11,60.359543010752695
2023-03-12,62.983870967741936
2023-03-13,47.237903225806456
2023-03-14,44.61357526881721
2023-03-15,41.98924731182796
2023-03-16,44.61357526881721
2023-03-17,47.237903225806456
2023-03-18,55.1108870967742
2023-03-19,60.359543010752695
2023-03-20,47.237903225806456
2023-03-21,41.98924731182796
2023-03-22,41.98924731182796
2023-03-23,44.61357526881721
2023-03-24,47.237903225806456
2023-03-25,55.1108870967742
2023-03-26,70.85685483870968
2023-03-27,52.48655913978495
2023-03-28,49.8622311827957
2023-03-29,47.237903225806456
2023-03-30,47.237903225806456
2023-03-31,47.237903225806456
2023-04-01,57.73521505376345
2023-04-02,68.23252688172043
2023-04-03,49.8622311827957
2023-04-04,49.8622311827957
2023-04-05,49.8622311827957
2023-04-06,47.237903225806456
2023-04-07,62.983870967741936
2023-04-08,73.48118279569893
2023-04-09,70.85685483870968
2023-04-10,52.48655913978495
2023-04-11,52.48655913978495
2023-04-12,60.359543010752695
2023-04-13,57.73521505376345
2023-04-14,62.983870967741936
2023-04-15,83.97849462365592
2023-04-16,89.22715053763442
2023-04-17,55.1108870967742
2023-04-18,44.61357526881721
2023-04-19,55.1108870967742
2023-04-20,52.48655913978495
2023-04-21,57.73521505376345
2023-04-22,73.48118279569893
2023-04-23,81.35416666666667
2023-04-24,49.8622311827957
2023-04-25,44.61357526881721
2023-04-26,41.98924731182796
2023-04-27,41.98924731182796
2023-04-28,47.237903225806456
2023-04-29,52.48655913978495
2023-04-30,61.67170698924731
2023-05-01,47.237903225806456
2023-05-02,41.98924731182796
2023-05-03,44.61357526881721
2023-05-04,44.61357526881721
2023-05-05,41.98924731182796
2023-05-06,52.48655913978495
2023-05-07,62.983870967741936
2023-05-08,47.237903225806456
2023-05-09,47.237903225806456
2023-05-10,47.237903225806456
2023-05-11,49.8622311827957
2023-05-12,49.8622311827957
2023-05-13,76.10551075268818
2023-05-14,64.29603494623656
2023-05-15,62.983870967741936
2023-05-16,55.1108870967742
2023-05-17,60.359543010752695
2023-05-18,57.73521505376345
2023-05-19,57.73521505376345
2023-05-20,70.85685483870968
2023-05-21,81.35416666666667
2023-05-22,60.359543010752695
2023-05-23,52.48655913978495
2023-05-24,55.1108870967742
2023-05-25,52.48655913978495
2023-05-26,70.85685483870968
2023-05-27,89.22715053763442
2023-05-28,94.47580645161291
2023-05-29,99.7244623655914
2023-05-30,65.60819892473118
2023-05-31,57.73521505376345
2023-06-01,57.73521505376345
2023-06-02,62.983870967741936
2023-06-03,76.10551075268818
2023-06-04,91.85147849462366
2023-06-05,62.983870967741936
2023-06-06,57.73521505376345
2023-06-07,60.359543010752695
2023-06-08,57.73521505376345
2023-06-09,57.73521505376345
2023-06-10,70.85685483870968
2023-06-11,78.72983870967742
2023-06-12,55.1108870967742
2023-06-13,52.48655913978495
2023-06-14,52.48655913978495
2023-06-15,52.48655913978495
2023-06-16,57.73521505376345
2023-06-17,60.359543010752695
2023-06-18,60.359543010752695
2023-06-19,60.359543010752695
2023-06-20,55.1108870967742
2023-06-21,60.359543010752695
2023-06-22,55.1108870967742
2023-06-23,60.359543010752695
2023-06-24,68.23252688172043
2023-06-25,70.85685483870968
2023-06-26,55.1108870967742
2023-06-27,55.1108870967742
2023-06-28,52.48655913978495
2023-06-29,57.73521505376345
2023-06-30,55.1108870967742
2023-07-01,76.10551075268818
2023-07-02,73.48118279569893
2023-07-03,62.983870967741936
2023-07-04,76.10551075268818
2023-07-05,52.48655913978495
2023-07-06,49.8622311827957
2023-07-07,55.1108870967742
2023-07-08,70.85685483870968
2023-07-09,86.60282258064517
2023-07-10,65.60819892473118
2023-07-11,57.73521505376345
2023-07-12,52.48655913978495
2023-07-13,44.61357526881721
2023-07-14,47.237903225806456
2023-07-15,60.359543010752695
2023-07-16,62.983870967741936
2023-07-17,47.237903225806456
2023-07-18,47.237903225806456
2023-07-19,49.8622311827957
2023-07-20,47.237903225806456
2023-07-21,47.237903225806456
2023-07-22,60.359543010752695
2023-07-23,65.60819892473118
2023-07-24,49.8622311827957
2023-07-25,44.61357526881721
2023-07-26,41.98924731182796
2023-07-27,44.61357526881721
2023-07-28,52.48655913978495
2023-07-29,62.983870967741936
2023-07-30,62.983870967741936
2023-07-31,47.237903225806456
2023-08-01,47.237903225806456
2023-08-02,47.237903225806456
2023-08-03,52.48655913978495
2023-08-04,55.1108870967742
2023-08-05,68.23252688172043
2023-08-06,76.10551075268818
2023-08-07,57.73521505376345
2023-08-08,52.48655913978495
2023-08-09,47.237903225806456
2023-08-10,49.8622311827957
2023-08-11,55.1108870967742
2023-08-12,62.983870967741936
2023-08-13,76.10551075268818
2023-08-14,49.8622311827957
2023-08-15,49.8622311827957
2023-08-16,47.237903225806456
2023-08-17,49.8622311827957
2023-08-18,49.8622311827957
2023-08-19,62.983870967741936
2023-08-20,68.23252688172043
2023-08-21,52.48655913978495
2023-08-22,41.98924731182796
2023-08-23,44.61357526881721
2023-08-24,44.61357526881721
2023-08-25,49.8622311827957
2023-08-26,60.359543010752695
2023-08-27,65.60819892473118
2023-08-28,44.61357526881721
2023-08-29,44.61357526881721
2023-08-30,41.98924731182796
2023-08-31,41.98924731182796
2023-09-01,49.8622311827957
2023-09-02,57.73521505376345
2023-09-03,60.359543010752695
2023-09-04,70.85685483870968
2023-09-05,41.98924731182796
2023-09-06,36.740591397849464
2023-09-07,39.36491935483871
2023-09-08,41.98924731182796
2023-09-09,60.359543010752695
2023-09-10,57.73521505376345
2023-09-11,41.98924731182796
2023-09-12,41.98924731182796
2023-09-13,41.98924731182796
2023-09-14,44.61357526881721
2023-09-15,44.61357526881721
2023-09-16,62.983870967741936
2023-09-17,70.85685483870968
2023-09-18,47.237903225806456
2023-09-19,41.98924731182796
2023-09-20,41.98924731182796
2023-09-21,41.98924731182796
2023-09-22,44.61357526881721
2023-09-23,57.73521505376345
2023-09-24,60.359543010752695
2023-09-25,52.48655913978495
2023-09-26,47.237903225806456
2023-09-27,44.61357526881721
2023-09-28,47.237903225806456
2023-09-29,44.61357526881721
2023-09-30,55.1108870967742
2023-10-01,57.73521505376345
2023-10-02,49.8622311827957
2023-10-03,49.8622311827957
2023-10-04,47.237903225806456
2023-10-05,47.237903225806456
2023-10-06,49.8622311827957
2023-10-07,68.23252688172043
2023-10-08,81.35416666666667
2023-10-09,62.983870967741936
2023-10-10,52.48655913978495
2023-10-11,47.237903225806456
2023-10-12,52.48655913978495
2023-10-13,49.8622311827957
2023-10-14,70.85685483870968
2023-10-15,86.60282258064517
2023-10-16,65.60819892473118
2023-10-17,60.359543010752695
2023-10-18,52.48655913978495
2023-10-19,49.8622311827957
2023-10-20,57.73521505376345
2023-10-21,73.48118279569893
2023-10-22,99.7244623655914
2023-10-23,78.72983870967742
2023-10-24,81.35416666666667
2023-10-25,62.983870967741936
2023-10-26,44.61357526881721
2023-10-27,47.237903225806456
2023-10-28,60.359543010752695
2023-10-29,62.983870967741936
2023-10-30,57.73521505376345
2023-10-31,52.48655913978495
2023-11-01,57.73521505376345
2023-11-02,65.60819892473118
2023-11-03,68.23252688172043
2023-11-04,89.22715053763442
2023-11-05,91.85147849462366
2023-11-06,65.60819892473118
2023-11-07,62.983870967741936
2023-11-08,60.359543010752695
2023-11-09,68.23252688172043
2023-11-10,76.10551075268818
2023-11-11,89.22715053763442
2023-11-12,91.85147849462366
2023-11-13,68.23252688172043
2023-11-14,68.23252688172043
2023-11-15,62.983870967741936
2023-11-16,65.60819892473118
2023-11-17,65.60819892473118
2023-11-18,81.35416666666667
2023-11-19,91.85147849462366
2023-11-20,81.35416666666667
2023-11-21,78.72983870967742
2023-11-22,86.60282258064517
2023-11-23,112.84610215053765
2023-11-24,262.43279569892474
2023-11-25,167.95698924731184
2023-11-26,139.0893817204301
2023-11-27,120.71908602150539
2023-11-28,94.47580645161291
2023-11-29,73.48118279569893
2023-11-30,68.23252688172043
2023-12-01,70.85685483870968
2023-12-02,91.85147849462366
2023-12-03,91.85147849462366
2023-12-04,76.10551075268818
2023-12-05,70.85685483870968
2023-12-06,68.23252688172043
2023-12-07,76.10551075268818
2023-12-08,73.48118279569893
2023-12-09,89.22715053763442
2023-12-10,99.7244623655914
2023-12-11,76.10551075268818
2023-12-12,65.60819892473118
2023-12-13,65.60819892473118
2023-12-14,62.983870967741936
2023-12-15,68.23252688172043
2023-12-16,83.97849462365592
2023-12-17,89.22715053763442
2023-12-18,68.23252688172043
2023-12-19,65.60819892473118
2023-12-20,65.60819892473118
2023-12-21,65.60819892473118
2023-12-22,70.52671907400541
2023-12-23,72.75052699158186
2023-12-24,60.71984346461775
2023-12-25,38.82698239813785
2023-12-26,55.36058369038301
2023-12-27,53.13677577280655
2023-12-28,47.7775159985718
2023-12-29,49.545501946607345
2023-12-30,52.68095380326564
2023-12-31,52.68095380326564
2024-01-01,45.09788611145443
2024-01-02,36.60317448056139
2024-01-03,39.738626337219685
2024-01-04,37.51481841964323
2024-01-05,38.82698239813785
2024-01-06,44.1862421723726
2024-01-07,44.642064141913515
2024-01-08,32.155558645408476
2024-01-09,33.92354459344402
2024-01-10,34.379366562984934
2024-01-11,36.60317448056139
2024-01-12,39.282804367678764
2024-01-13,46.86587205948997
2024-01-14,44.1862421723726
2024-01-15,41.962434254796136
2024-01-16,33.92354459344402
2024-01-17,32.155558645408476
2024-01-18,32.155558645408476
2024-01-19,36.14735251102047
2024-01-20,42.41825622433706
2024-01-21,41.023977258682486
2024-01-22,30.995893928782323
2024-01-23,30.995893928782323
2024-01-24,31.907537867864157
2024-01-25,33.730825746027826
2024-01-26,34.64246968510965
2024-01-27,41.93562119776432
2024-01-28,43.75890907592799
2024-01-29,35.55411362419149
2024-01-30,31.907537867864157
2024-01-31,33.730825746027826
2024-02-01,34.64246968510965
2024-02-02,36.46575756327332
2024-02-03,49.22877271041899
2024-02-04,43.75890907592799
2024-02-05,34.64246968510965
2024-02-06,32.81918180694599
2024-02-07,36.46575756327332
2024-02-08,34.64246968510965
2024-02-09,36.46575756327332
2024-02-10,45.58219695409165
2024-02-11,41.93562119776432
2024-02-12,28.260962111536823
2024-02-13,35.55411362419149
2024-02-14,30.995893928782323
2024-02-15,33.730825746027826
2024-02-16,37.377401502355156
2024-02-17,45.58219695409165
2024-02-18,51.96370452766448
2024-02-19,44.67055301500982
2024-02-20,36.46575756327332
2024-02-21,34.64246968510965
2024-02-22,36.46575756327332
2024-02-23,35.55411362419149
2024-02-24,50.14041664950082
2024-02-25,54.698636344909985
2024-02-26,39.200689380518824
2024-02-27,36.46575756327332
2024-02-28,34.64246968510965
2024-02-29,36.46575756327332
2024-03-01,41.023977258682486
2024-03-02,70.19658330930115
2024-03-03,78.40137876103765
2024-03-04,52.87534846674632
2024-03-05,41.93562119776432
2024-03-06,44.67055301500982
2024-03-07,43.75890907592799
2024-03-08,42.847265136846154
2024-03-09,63.815075735728314
2024-03-10,73.84315906562848
2024-03-11,46.493840893173484
2024-03-12,41.023977258682486
2024-03-13,41.93562119776432
2024-03-14,42.847265136846154
2024-03-15,47.40548483225532
2024-03-16,65.63836361389198
2024-03-17,86.60617421277414
2024-03-18,56.52192422307365
2024-03-19,52.87534846674632
2024-03-20,56.52192422307365
2024-03-21,44.67055301500982
2024-03-22,41.93562119776432
2024-03-23,55.61028028399182
2024-03-24,58.345212101237315
2024-03-25,41.93562119776432
2024-03-26,37.377401502355156
2024-03-27,40.11233331960065
2024-03-28,40.11233331960065
2024-03-29,50.14041664950082
2024-03-30,60.168499979400984
2024-03-31,53.78699240582815
2024-04-01,41.023977258682486
2024-04-02,35.55411362419149
2024-04-03,34.64246968510965
2024-04-04,37.377401502355156
2024-04-05,39.200689380518824
2024-04-06,52.87534846674632
2024-04-07,57.43356816215548
2024-04-08,39.200689380518824
2024-04-09,38.28904544143699
2024-04-10,39.200689380518824
2024-04-11,36.46575756327332
2024-04-12,41.023977258682486
2024-04-13,56.52192422307365
2024-04-14,62.90343179664648
2024-04-15,41.93562119776432
2024-04-16,40.11233331960065
2024-04-17,37.377401502355156
2024-04-18,42.847265136846154
2024-04-19,40.11233331960065
2024-04-20,49.22877271041899
2024-04-21,56.52192422307365
2024-04-22,40.11233331960065
2024-04-23,38.28904544143699
2024-04-24,38.28904544143699
2024-04-25,39.200689380518824
2024-04-26,37.377401502355156
2024-04-27,51.05206058858265
2024-04-28,58.345212101237315
2024-04-29,45.58219695409165
2024-04-30,40.11233331960065
2024-05-01,39.200689380518824
2024-05-02,41.93562119776432
2024-05-03,41.023977258682486
2024-05-04,51.96370452766448
2024-05-05,56.52192422307365
2024-05-06,41.93562119776432
2024-05-07,40.11233331960065
2024-05-08,44.67055301500982
2024-05-09,43.75890907592799
2024-05-10,42.847265136846154
2024-05-11,51.96370452766448
2024-05-12,52.87534846674632
2024-05-13,45.58219695409165
2024-05-14,41.93562119776432
2024-05-15,42.847265136846154
2024-05-16,46.493840893173484
2024-05-17,46.493840893173484
2024-05-18,62.90343179664648
2024-05-19,67.46165149205565
2024-05-20,51.96370452766448
2024-05-21,46.493840893173484
2024-05-22,49.22877271041899
2024-05-23,48.31712877133715
2024-05-24,61.08014391848281
2024-05-25,72.01987118746482
2024-05-26,79.31302270011948
2024-05-27,91.1643939081833
2024-05-28,55.61028028399182
2024-05-29,46.493840893173484
2024-05-30,47.40548483225532
2024-05-31,51.96370452766448
2024-06-01,68.37329543113748
2024-06-02,72.93151512654664
2024-06-03,52.87534846674632
2024-06-04,51.05206058858265
2024-06-05,52.87534846674632
2024-06-06,51.96370452766448
2024-06-07,56.52192422307365
2024-06-08,67.46165149205565
2024-06-09,82.04795451736497
2024-06-10,53.78699240582815
2024-06-11,49.22877271041899
2024-06-12,46.493840893173484
2024-06-13,44.67055301500982
2024-06-14,49.22877271041899
2024-06-15,56.52192422307365
2024-06-16,60.168499979400984
2024-06-17,46.493840893173484
2024-06-18,48.31712877133715
2024-06-19,51.96370452766448
2024-06-20,45.58219695409165
2024-06-21,54.698636344909985
2024-06-22,60.168499979400984
2024-06-23,65.63836361389198
2024-06-24,48.31712877133715
2024-06-25,45.58219695409165
2024-06-26,45.58219695409165
2024-06-27,47.40548483225532
2024-06-28,49.22877271041899
2024-06-29,55.61028028399182
2024-06-30,62.90343179664648
2024-07-01,49.22877271041899
2024-07-02,51.05206058858265
2024-07-03,59.25685604031915
2024-07-04,74.75480300471031
2024-07-05,42.847265136846154
2024-07-06,55.61028028399182
2024-07-07,51.96370452766448
2024-07-08,42.847265136846154
2024-07-09,46.493840893173484
2024-07-10,39.200689380518824
2024-07-11,42.847265136846154
2024-07-12,51.05206058858265
2024-07-13,55.61028028399182
2024-07-14,51.96370452766448
2024-07-15,50.14041664950082
2024-07-16,51.05206058858265
2024-07-17,49.22877271041899
2024-07-18,60.168499979400984
2024-07-19,48.31712877133715
2024-07-20,55.61028028399182
2024-07-21,55.61028028399182
2024-07-22,43.75890907592799
2024-07-23,41.93562119776432
2024-07-24,40.11233331960065
2024-07-25,44.67055301500982
2024-07-26,51.96370452766448
2024-07-27,65.63836361389198
2024-07-28,78.40137876103765
2024-07-29,62.90343179664648
2024-07-30,52.87534846674632
2024-07-31,44.67055301500982
2024-08-01,45.58219695409165
2024-08-02,53.78699240582815
2024-08-03,75.66644694379214
2024-08-04,76.57809088287398
2024-08-05,54.698636344909985
2024-08-06,49.22877271041899
2024-08-07,51.05206058858265
2024-08-08,51.05206058858265
2024-08-09,49.22877271041899
2024-08-10,62.90343179664648
2024-08-11,73.84315906562848
2024-08-12,45.58219695409165
2024-08-13,41.023977258682486
2024-08-14,37.377401502355156
2024-08-15,38.28904544143699
2024-08-16,43.75890907592799
2024-08-17,53.78699240582815
2024-08-18,59.08892163048829
2024-08-19,41.14393040856167
2024-08-20,41.14393040856167
2024-08-21,39.200689380518824
2024-08-22,36.801626382935055
2024-08-23,39.200689380518824
2024-08-24,47.885297431772074
2024-08-25,51.315957518316864
2024-08-26,37.25744835247597
2024-08-27,35.31420732443311
2024-08-28,33.370966296390264
2024-08-29,34.85838535489219
2024-08-30,39.200689380518824
2024-08-31,45.486234434188304
2024-09-01,51.771779487857785
2024-09-02,51.771779487857785
2024-09-03,39.65651135005974
2024-09-04,36.801626382935055
2024-09-05,32.45932235730842
2024-09-06,33.370966296390264
2024-09-07,43.087171436604535
2024-09-08,48.916894520733095
2024-09-09,35.31420732443311
2024-09-10,35.31420732443311
2024-09-11,37.25744835247597
2024-09-12,32.915144326849344
2024-09-13,35.31420732443311
2024-09-14,43.542993406145456
2024-09-15,43.087171436604535
2024-09-16,34.85838535489219
2024-09-17,33.011106846752696
2024-09-18,35.07430102467474
2024-09-19,35.07430102467474
2024-09-20,35.07430102467474
2024-09-21,45.39027191428496
2024-09-22,45.39027191428496
