Time,thrifty
2024-09-26,61.49360341151386
2024-09-27,65.73454157782515
2024-09-28,72.0959488272921
2024-09-29,57.25266524520256
2024-09-30,59.373134328358205
2024-10-01,69.97547974413646
2024-10-02,72.0959488272921
2024-10-03,74.21641791044776
2024-10-04,74.21641791044776
2024-10-05,74.21641791044776
2024-10-06,69.97547974413646
2024-10-07,61.49360341151386
2024-10-08,61.49360341151386
2024-10-09,63.61407249466951
2024-10-10,67.85501066098081
2024-10-11,69.97547974413646
2024-10-12,69.97547974413646
2024-10-13,61.49360341151386
2024-10-14,69.97547974413646
2024-10-15,63.61407249466951
2024-10-16,65.73454157782515
2024-10-17,61.49360341151386
2024-10-18,69.97547974413646
2024-10-19,59.373134328358205
2024-10-20,55.13219616204691
2024-10-21,65.73454157782515
2024-10-22,67.85501066098081
2024-10-23,63.61407249466951
2024-10-24,57.25266524520256
2024-10-25,65.73454157782515
2024-10-26,63.61407249466951
2024-10-27,57.25266524520256
2024-10-28,63.61407249466951
2024-10-29,57.25266524520256
2024-10-30,59.373134328358205
2024-10-31,59.373134328358205
2024-11-01,57.25266524520256
2024-11-02,72.0959488272921
2024-11-03,55.13219616204691
2024-11-04,57.25266524520256
2024-11-05,59.373134328358205
2024-11-06,40.288912579957355
2024-11-07,55.13219616204691
2024-11-08,63.61407249466951
2024-11-09,59.373134328358205
2024-11-10,48.77078891257996
2024-11-11,63.61407249466951
2024-11-12,59.373134328358205
2024-11-13,61.49360341151386
2024-11-14,61.49360341151386
2024-11-15,57.25266524520256
2024-11-16,59.373134328358205
2024-11-17,53.011727078891255
2024-11-18,57.25266524520256
2024-11-19,55.13219616204691
2024-11-20,61.49360341151386
2024-11-21,65.73454157782515
2024-11-22,61.49360341151386
2024-11-23,55.13219616204691
2024-11-24,48.77078891257996
2024-11-25,55.13219616204691
2024-11-26,57.25266524520256
2024-11-27,61.49360341151386
2024-11-28,59.373134328358205
2024-11-29,61.49360341151386
2024-11-30,61.49360341151386
2024-12-01,55.13219616204691
2024-12-02,55.13219616204691
2024-12-03,57.25266524520256
2024-12-04,59.373134328358205
2024-12-05,53.011727078891255
2024-12-06,55.13219616204691
2024-12-07,65.73454157782515
2024-12-08,46.650319829424305
2024-12-09,53.011727078891255
2024-12-10,55.13219616204691
2024-12-11,53.011727078891255
2024-12-12,50.89125799573561
2024-12-13,55.13219616204691
2024-12-14,59.373134328358205
2024-12-15,48.77078891257996
2024-12-16,55.13219616204691
2024-12-17,53.011727078891255
2024-12-18,50.89125799573561
2024-12-19,59.373134328358205
2024-12-20,69.97547974413646
2024-12-21,67.85501066098081
2024-12-22,59.373134328358205
2024-12-23,65.73454157782515
2024-12-24,74.21641791044776
2024-12-25,61.49360341151386
2024-12-26,72.0959488272921
2024-12-27,69.97547974413646
2024-12-28,63.61407249466951
2024-12-29,63.61407249466951
2024-12-30,74.21641791044776
2024-12-31,67.85501066098081
2025-01-01,53.011727078891255
2025-01-02,67.85501066098081
2025-01-03,63.61407249466951
2025-01-04,65.73454157782515
2025-01-05,59.373134328358205
2025-01-06,57.25266524520256
2025-01-07,63.61407249466951
2025-01-08,57.25266524520256
2025-01-09,61.49360341151386
2025-01-10,55.13219616204691
2025-01-11,55.13219616204691
2025-01-12,55.13219616204691
2025-01-13,59.373134328358205
2025-01-14,55.13219616204691
2025-01-15,59.373134328358205
2025-01-16,67.85501066098081
2025-01-17,69.97547974413646
2025-01-18,78.45735607675905
2025-01-19,61.49360341151386
2025-01-20,63.61407249466951
2025-01-21,53.011727078891255
2025-01-22,55.13219616204691
2025-01-23,50.89125799573561
2025-01-24,53.011727078891255
2025-01-25,59.373134328358205
2025-01-26,48.77078891257996
2025-01-27,61.49360341151386
2025-01-28,55.13219616204691
2025-01-29,57.25266524520256
2025-01-30,55.13219616204691
2025-01-31,59.373134328358205
2025-02-01,55.13219616204691
2025-02-02,55.13219616204691
2025-02-03,59.373134328358205
2025-02-04,53.011727078891255
2025-02-05,53.011727078891255
2025-02-06,57.25266524520256
2025-02-07,61.49360341151386
2025-02-08,65.73454157782515
2025-02-09,55.13219616204691
2025-02-10,61.49360341151386
2025-02-11,61.49360341151386
2025-02-12,65.73454157782515
2025-02-13,65.73454157782515
2025-02-14,67.85501066098081
2025-02-15,72.0959488272921
2025-02-16,53.011727078891255
2025-02-17,65.73454157782515
2025-02-18,63.61407249466951
2025-02-19,61.49360341151386
2025-02-20,63.61407249466951
2025-02-21,67.85501066098081
2025-02-22,76.33688699360341
2025-02-23,61.49360341151386
2025-02-24,63.61407249466951
2025-02-25,67.85501066098081
2025-02-26,72.0959488272921
2025-02-27,67.85501066098081
2025-02-28,72.0959488272921
2025-03-01,76.33688699360341
2025-03-02,72.0959488272921
2025-03-03,59.373134328358205
2025-03-04,61.49360341151386
2025-03-05,57.25266524520256
2025-03-06,63.61407249466951
2025-03-07,67.85501066098081
2025-03-08,76.33688699360341
2025-03-09,74.21641791044776
2025-03-10,69.97547974413646
2025-03-11,63.61407249466951
2025-03-12,57.25266524520256
2025-03-13,59.373134328358205
2025-03-14,59.373134328358205
2025-03-15,72.0959488272921
2025-03-16,59.373134328358205
2025-03-17,67.85501066098081
2025-03-18,65.73454157782515
2025-03-19,59.373134328358205
2025-03-20,57.25266524520256
2025-03-21,72.0959488272921
2025-03-22,63.61407249466951
2025-03-23,63.61407249466951
2025-03-24,55.13219616204691
2025-03-25,55.13219616204691
2025-03-26,61.49360341151386
2025-03-27,65.73454157782515
2025-03-28,59.373134328358205
2025-03-29,67.85501066098081
2025-03-30,61.49360341151386
2025-03-31,61.49360341151386
2025-04-01,61.49360341151386
2025-04-02,61.49360341151386
2025-04-03,59.373134328358205
2025-04-04,53.011727078891255
2025-04-05,72.0959488272921
2025-04-06,61.49360341151386
2025-04-07,61.49360341151386
2025-04-08,53.011727078891255
2025-04-09,55.13219616204691
2025-04-10,63.61407249466951
2025-04-11,65.73454157782515
2025-04-12,67.85501066098081
2025-04-13,67.85501066098081
2025-04-14,59.373134328358205
2025-04-15,58.92289774220872
2025-04-16,57.38337909279434
2025-04-17,65.9378742296346
2025-04-18,63.43978736454713
2025-04-19,70.45476385197301
2025-04-20,59.40218185004527
2025-04-21,63.43978736454713
2025-04-22,64.39835558022023
2025-04-23,55.84386044337997
2025-04-24,57.38337909279434
2025-04-25,54.88529222770687
2025-04-26,65.45859012179805
2025-04-27,50.84768671320501
2025-04-28,63.91907147238368
2025-04-29,61.4209846072962
2025-04-30,57.86266320063089
2025-05-01,61.4209846072962
2025-05-02,63.43978736454713
2025-05-03,63.43978736454713
2025-05-04,61.4209846072962
2025-05-05,63.91907147238368
2025-05-06,67.95667698688553
2025-05-07,62.3795528229693
2025-05-08,67.95667698688553
2025-05-09,69.49619563629992
2025-05-10,69.97547974413646
2025-05-11,74.49236936647486
2025-05-12,69.49619563629992
2025-05-13,69.49619563629992
2025-05-14,67.09977509711715
2025-05-15,68.05834331279026
2025-05-16,65.18263866577095
2025-05-17,72.85118439115575
2025-05-18,60.38979758740543
2025-05-19,68.05834331279026
2025-05-20,70.93404795980956
2025-05-21,70.93404795980956
2025-05-22,66.14120688144405
2025-05-23,74.76832082250196
2025-05-24,74.76832082250196
2025-05-25,63.265502234424744
2025-05-26,72.85118439115575
2025-05-27,77.64402546952127
2025-05-28,77.64402546952127
2025-05-29,69.97547974413645
2025-05-30,82.43686654788678
2025-05-31,77.64402546952127
2025-06-01,69.01691152846335
2025-06-02,73.80975260682887
2025-06-03,78.60259368519438
2025-06-04,69.97547974413645
2025-06-05,71.89261617548266
2025-06-06,69.97547974413645
2025-06-07,85.31257119490608
2025-06-08,69.97547974413645
2025-06-09,71.89261617548266
2025-06-10,69.97547974413645
2025-06-11,70.93404795980956
2025-06-12,74.76832082250196
2025-06-13,69.97547974413645
2025-06-14,80.51973011654059
2025-06-15,77.64402546952127
2025-06-16,76.68545725384817
2025-06-17,65.18263866577095
2025-06-18,74.76832082250196
2025-06-19,79.56116190086748
2025-06-20,69.97547974413645
2025-06-21,76.68545725384817
2025-06-22,67.09977509711715
2025-06-23,66.14120688144405
2025-06-24,76.68545725384817
2025-06-25,64.22407045009784
2025-06-26,70.93404795980956
2025-06-27,78.60259368519438
2025-06-28,77.64402546952127
2025-06-29,76.68545725384817
2025-06-30,83.39543476355989
2025-07-01,76.68545725384817
2025-07-02,95.85682156731022
2025-07-03,86.2711394105792
2025-07-04,78.60259368519438
2025-07-05,83.39543476355989
2025-07-06,76.68545725384817
2025-07-07,77.64402546952127
2025-07-08,74.76832082250196
2025-07-09,76.68545725384817
2025-07-10,76.68545725384817
2025-07-11,76.68545725384817
2025-07-12,69.97547974413645
2025-07-13,71.89261617548266
2025-07-14,78.60259368519438
2025-07-15,73.80975260682887
2025-07-16,75.72688903817507
2025-07-17,72.85118439115575
2025-07-18,81.47829833221368
2025-07-19,76.68545725384817
2025-07-20,71.89261617548266
2025-07-21,82.43686654788678
2025-07-22,75.72688903817507
2025-07-23,77.64402546952127
2025-07-24,74.76832082250196
2025-07-25,81.47829833221368
2025-07-26,65.18263866577095
2025-07-27,67.09977509711715
2025-07-28,74.76832082250196
2025-07-29,65.18263866577095
2025-07-30,69.97547974413645
2025-07-31,69.01691152846335
2025-08-01,75.72688903817507
2025-08-02,76.68545725384817
2025-08-03,67.09977509711715
2025-08-04,76.68545725384817
2025-08-05,67.09977509711715
2025-08-06,69.97547974413645
2025-08-07,61.348365803078536
2025-08-08,64.22407045009784
2025-08-09,72.85118439115575
2025-08-10,62.30693401875164
2025-08-11,68.05834331279026
2025-08-12,65.18263866577095
2025-08-13,62.30693401875164
2025-08-14,66.14120688144405
2025-08-15,70.93404795980956
2025-08-16,72.85118439115575
2025-08-17,63.265502234424744
2025-08-18,61.348365803078536
2025-08-19,59.43122937173233
2025-08-20,59.43122937173233
2025-08-21,67.09977509711715
2025-08-22,60.38979758740543
2025-08-23,72.85118439115575
2025-08-24,62.30693401875164
2025-08-25,66.14120688144405
2025-08-26,57.51409294038613
2025-08-27,60.38979758740543
2025-08-28,63.265502234424744
2025-08-29,72.85118439115575
2025-08-30,67.09977509711715
2025-08-31,74.76832082250196
2025-09-01,66.14120688144405
2025-09-02,58.47266115605923
2025-09-03,61.348365803078536
2025-09-04,66.14120688144405
2025-09-05,59.43122937173233
2025-09-06,56.555524724713024
2025-09-07,51.76268364634751
2025-09-08,53.67982007769372
2025-09-09,58.47266115605923
2025-09-10,55.59695650903993
2025-09-11,52.721251862020615
2025-09-12,55.59695650903993
2025-09-13,58.47266115605923
2025-09-14,57.51409294038613
2025-09-15,54.63838829336682
2025-09-16,52.721251862020615
2025-09-17,57.51409294038613
2025-09-18,54.63838829336682
2025-09-19,58.47266115605923
2025-09-20,68.05834331279026
2025-09-21,53.67982007769372
2025-09-22,54.63838829336682
2025-09-23,52.721251862020615
2025-09-24,53.67982007769372
2025-09-25,51.76268364634751
2025-09-26,55.59695650903993
2025-09-27,53.67982007769372
2025-09-28,52.721251862020615
2025-09-29,61.348365803078536
2025-09-30,50.804115430674415
2025-10-01,49.84554721500131
2025-10-02,54.63838829336682
2025-10-03,55.59695650903993
2025-10-04,69.97547974413645
2025-10-05,63.265502234424744
2025-10-06,61.348365803078536
2025-10-07,51.76268364634751
2025-10-08,54.63838829336682
2025-10-09,69.01691152846335
2025-10-10,60.38979758740543
2025-10-11,65.18263866577095
2025-10-12,52.721251862020615
2025-10-13,57.51409294038613
2025-10-14,55.59695650903993
2025-10-15,49.84554721500131
2025-10-16,55.59695650903993
2025-10-17,50.804115430674415
2025-10-18,54.63838829336682
2025-10-19,49.84554721500131
2025-10-20,50.804115430674415
2025-10-21,54.63838829336682
2025-10-22,53.67982007769372
2025-10-23,55.59695650903993
2025-10-24,55.59695650903993
2025-10-25,48.88697899932821
2025-10-26,53.67982007769372
2025-10-27,54.63838829336682
2025-10-28,48.88697899932821
2025-10-29,52.721251862020615
2025-10-30,54.63838829336682
2025-10-31,56.555524724713024
2025-11-01,53.67982007769372
2025-11-02,50.804115430674415
2025-11-03,59.43122937173233
2025-11-04,48.88697899932821
2025-11-05,51.76268364634751
2025-11-06,55.59695650903993
2025-11-07,57.51409294038613
2025-11-08,50.804115430674415
2025-11-09,56.555524724713024
2025-11-10,57.51409294038613
2025-11-11,60.38979758740543
2025-11-12,45.0527061366358
2025-11-13,50.804115430674415
2025-11-14,56.555524724713024
2025-11-15,54.63838829336682
2025-11-16,52.721251862020615
2025-11-17,62.30693401875164
2025-11-18,56.555524724713024
2025-11-19,58.47266115605923
2025-11-20,60.38979758740543
2025-11-21,62.30693401875164
2025-11-22,67.09977509711715
2025-11-23,59.43122937173233
2025-11-24,56.555524724713024
2025-11-25,57.51409294038613
2025-11-26,65.18263866577095
2025-11-27,53.67982007769372
2025-11-28,60.38979758740543
2025-11-29,51.76268364634751
2025-11-30,54.63838829336682
2025-12-01,59.43122937173233
2025-12-02,50.804115430674415
2025-12-03,65.18263866577095
2025-12-04,57.51409294038613
2025-12-05,53.67982007769372
2025-12-06,57.51409294038613
2025-12-07,57.51409294038613
2025-12-08,56.555524724713024
2025-12-09,58.47266115605923
2025-12-10,67.09977509711715
2025-12-11,64.39835558022023
2025-12-12,50.73440137862546
2025-12-13,62.9256462306861
2025-12-14,52.68639483599614
2025-12-15,57.56637847942284
2025-12-16,50.73440137862546
2025-12-17,51.710398107310795
2025-12-18,50.73440137862546
2025-12-19,61.470365394164205
2025-12-20,55.61438502205216
2025-12-21,61.94964950200075
2025-12-22,61.470365394164205
2025-12-23,55.61438502205216
2025-12-24,59.51837193679352
2025-12-25,50.73440137862546
2025-12-26,69.27833922364692
2025-12-27,63.90164295937143
2025-12-28,52.68639483599614
2025-12-29,54.638388293366816
2025-12-30,62.44636212284954
2025-12-31,64.87763968805677
2026-01-01,58.54237520810818
2026-01-02,70.73362006016882
2026-01-03,65.37435230890557
2026-01-04,57.56637847942284
2026-01-05,58.04566258725939
2026-01-06,57.56637847942284
2026-01-07,59.51837193679352
2026-01-08,51.710398107310795
2026-01-09,62.585790226947445
2026-01-10,69.5397669188305
2026-01-11,53.64496305166924
2026-01-12,62.585790226947445
2026-01-13,52.651537809971664
2026-01-14,57.618664018459555
2026-01-15,58.612089260157134
2026-01-16,60.598939743552286
2026-01-17,62.585790226947445
2026-01-18,55.631813535064396
2026-01-19,65.56606595204018
2026-01-20,58.612089260157134
2026-01-21,60.598939743552286
2026-01-22,62.585790226947445
2026-01-23,61.592364985249866
2026-01-24,63.579215468645025
2026-01-25,51.658112568274085
2026-01-26,57.618664018459555
2026-01-27,64.5726407103426
2026-01-28,59.605514501854714
2026-01-29,64.5726407103426
2026-01-30,65.56606595204018
2026-01-31,68.54634167713292
2026-02-01,59.605514501854714
2026-02-02,62.585790226947445
2026-02-03,67.55291643543534
2026-02-04,68.54634167713292
2026-02-05,62.585790226947445
2026-02-06,67.55291643543534
2026-02-07,69.5397669188305
2026-02-08,63.579215468645025
2026-02-09,57.618664018459555
2026-02-10,63.579215468645025
2026-02-11,76.49374361071355
2026-02-12,73.51346788562081
2026-02-13,83.4477203025966
2026-02-14,85.43457078599175
2026-02-15,89.40827175278207
2026-02-16,81.46086981920143
2026-02-17,74.50689312731839
2026-02-18,72.52004264392323
2026-02-19,76.49374361071355
2026-02-20,75.50031836901597
2026-02-21,82.45429506089901
2026-02-22,80.46744457750385
2026-02-23,86.42799602768933
2026-02-24,83.4477203025966
2026-02-25,79.47401933580628
2026-02-26,76.49374361071355
2026-02-27,85.43457078599175
2026-02-28,92.3885474778748
2026-03-01,89.40827175278207
2026-03-02,99.34252416975785
2026-03-03,82.45429506089901
2026-03-04,83.4477203025966
2026-03-05,84.44114554429417
2026-03-06,74.50689312731839
2026-03-07,93.38197271957237
2026-03-08,82.45429506089901
2026-03-09,77.48716885241113
2026-03-10,76.49374361071355
2026-03-11,73.51346788562081
2026-03-12,79.47401933580628
2026-03-13,83.4477203025966
2026-03-14,84.44114554429417
2026-03-15,74.50689312731839
2026-03-16,82.45429506089901
2026-03-17,74.50689312731839
2026-03-18,70.53319216052807
2026-03-19,72.52004264392323
2026-03-20,76.49374361071355
2026-03-21,76.49374361071355
2026-03-22,70.53319216052807
2026-03-23,70.53319216052807
2026-03-24,66.55949119373776
2026-03-25,68.54634167713292
2026-03-26,69.5397669188305
2026-03-27,65.56606595204018
2026-03-28,64.5726407103426
2026-03-29,64.5726407103426
2026-03-30,62.585790226947445
2026-03-31,67.55291643543534
2026-04-01,68.54634167713292
2026-04-02,67.55291643543534
2026-04-03,76.49374361071355
2026-04-04,70.53319216052807
2026-04-05,61.592364985249866
2026-04-06,74.50689312731839
2026-04-07,57.618664018459555
2026-04-08,77.48716885241113
2026-04-09,64.5726407103426
2026-04-10,69.5397669188305
2026-04-11,70.53319216052807
2026-04-12,63.579215468645025
2026-04-13,63.579215468645025
2026-04-14,62.585790226947445
2026-04-15,69.5397669188305
2026-04-16,64.5726407103426
2026-04-17,68.54634167713292
2026-04-18,70.53319216052807
2026-04-19,67.55291643543534
2026-04-20,72.52004264392323
2026-04-21,64.5726407103426
2026-04-22,72.52004264392323
2026-04-23,69.5397669188305
2026-04-24,63.579215468645025
2026-04-25,66.55949119373776
2026-04-26,68.54634167713292
2026-04-27,66.55949119373776
2026-04-28,60.598939743552286
2026-04-29,69.5397669188305
2026-04-30,61.592364985249866
2026-05-01,75.50031836901597
2026-05-02,72.52004264392323
2026-05-03,80.46744457750385
2026-05-04,73.51346788562081
2026-05-05,66.55949119373776
2026-05-06,73.51346788562081
2026-05-07,68.54634167713292
2026-05-08,69.5397669188305
2026-05-09,74.50689312731839
2026-05-10,60.598939743552286
2026-05-11,72.52004264392323
2026-05-12,69.5397669188305
2026-05-13,68.54634167713292
2026-05-14,77.48716885241113
2026-05-15,74.50689312731839
2026-05-16,80.46744457750385
2026-05-17,64.5726407103426
2026-05-18,75.50031836901597
2026-05-19,64.5726407103426
2026-05-20,78.4805940941087
2026-05-21,79.47401933580628
2026-05-22,80.46744457750385
2026-05-23,83.4477203025966
2026-05-24,76.49374361071355
2026-05-25,74.50689312731839
2026-05-26,72.52004264392323
2026-05-27,70.53319216052807
2026-05-28,73.51346788562081
2026-05-29,70.53319216052807
2026-05-30,75.50031836901597
2026-05-31,69.5397669188305
