Time,electoral_votes
2022-09-30,28.284228769497403
2022-10-01,13.199306759098787
2022-10-02,15.084922010398614
2022-10-03,37.712305025996535
2022-10-04,32.05545927209705
2022-10-05,37.712305025996535
2022-10-06,35.82668977469671
2022-10-07,24.512998266897746
2022-10-08,11.31369150779896
2022-10-09,15.084922010398614
2022-10-10,26.398613518197575
2022-10-11,32.05545927209705
2022-10-12,37.712305025996535
2022-10-13,39.59792027729636
2022-10-14,47.14038128249567
2022-10-15,15.084922010398614
2022-10-16,16.97053726169844
2022-10-17,52.79722703639515
2022-10-18,47.14038128249567
2022-10-19,58.45407279029463
2022-10-20,52.79722703639515
2022-10-21,37.712305025996535
2022-10-22,11.31369150779896
2022-10-23,20.741767764298096
2022-10-24,50.911611785095324
2022-10-25,56.56845753899481
2022-10-26,58.45407279029463
2022-10-27,56.56845753899481
2022-10-28,47.14038128249567
2022-10-29,16.97053726169844
2022-10-30,16.97053726169844
2022-10-31,60.33968804159446
2022-11-01,56.56845753899481
2022-11-02,64.1109185441941
2022-11-03,64.1109185441941
2022-11-04,58.45407279029463
2022-11-05,20.741767764298096
2022-11-06,32.05545927209705
2022-11-07,67.88214904679376
2022-11-08,86.73830155979203
2022-11-09,188.56152512998267
2022-11-10,101.82322357019065
2022-11-11,56.56845753899481
2022-11-12,39.59792027729636
2022-11-13,33.94107452339688
2022-11-14,65.99653379549393
2022-11-15,73.53899480069325
2022-11-16,81.08145580589255
2022-11-17,71.65337954939342
2022-11-18,60.33968804159446
2022-11-19,18.856152512998268
2022-11-20,16.97053726169844
2022-11-21,41.48353552859619
2022-11-22,33.94107452339688
2022-11-23,18.856152512998268
2022-11-24,11.31369150779896
2022-11-25,9.428076256499134
2022-11-26,11.31369150779896
2022-11-27,13.199306759098787
2022-11-28,41.48353552859619
2022-11-29,45.25476603119584
2022-11-30,45.25476603119584
2022-12-01,62.22530329289428
2022-12-02,49.02599653379549
2022-12-03,16.97053726169844
2022-12-04,13.199306759098787
2022-12-05,50.911611785095324
2022-12-06,60.33968804159446
2022-12-07,58.45407279029463
2022-12-08,62.22530329289428
2022-12-09,50.911611785095324
2022-12-10,13.199306759098787
2022-12-11,15.084922010398614
2022-12-12,64.1109185441941
2022-12-13,58.45407279029463
2022-12-14,56.56845753899481
2022-12-15,52.79722703639515
2022-12-16,43.36915077989602
2022-12-17,11.31369150779896
2022-12-18,13.199306759098787
2022-12-19,32.05545927209705
2022-12-20,28.284228769497403
2022-12-21,24.512998266897746
2022-12-22,13.199306759098787
2022-12-23,11.31369150779896
2022-12-24,0.0
2022-12-25,5.65684575389948
2022-12-26,7.542461005199307
2022-12-27,11.31369150779896
2022-12-28,5.65684575389948
2022-12-29,9.428076256499134
2022-12-30,5.65684575389948
2022-12-31,7.542461005199307
2023-01-01,7.542461005199307
2023-01-02,9.428076256499134
2023-01-03,16.97053726169844
2023-01-04,18.856152512998268
2023-01-05,26.398613518197575
2023-01-06,32.05545927209705
2023-01-07,7.542461005199307
2023-01-08,7.542461005199307
2023-01-09,28.284228769497403
2023-01-10,32.05545927209705
2023-01-11,30.16984402079723
2023-01-12,39.59792027729636
2023-01-13,30.16984402079723
2023-01-14,7.542461005199307
2023-01-15,7.542461005199307
2023-01-16,11.31369150779896
2023-01-17,33.94107452339688
2023-01-18,37.712305025996535
2023-01-19,30.16984402079723
2023-01-20,28.284228769497403
2023-01-21,9.428076256499134
2023-01-22,9.428076256499134
2023-01-23,30.16984402079723
2023-01-24,37.712305025996535
2023-01-25,30.16984402079723
2023-01-26,28.284228769497403
2023-01-27,26.398613518197575
2023-01-28,5.65684575389948
2023-01-29,11.31369150779896
2023-01-30,28.284228769497403
2023-01-31,30.16984402079723
2023-02-01,30.16984402079723
2023-02-02,26.398613518197575
2023-02-03,28.284228769497403
2023-02-04,7.542461005199307
2023-02-05,13.199306759098787
2023-02-06,35.82668977469671
2023-02-07,35.82668977469671
2023-02-08,30.16984402079723
2023-02-09,37.712305025996535
2023-02-10,32.05545927209705
2023-02-11,11.31369150779896
2023-02-12,5.65684575389948
2023-02-13,24.512998266897746
2023-02-14,35.82668977469671
2023-02-15,39.59792027729636
2023-02-16,45.25476603119584
2023-02-17,26.398613518197575
2023-02-18,13.199306759098787
2023-02-19,9.428076256499134
2023-02-20,11.31369150779896
2023-02-21,33.94107452339688
2023-02-22,30.16984402079723
2023-02-23,35.82668977469671
2023-02-24,30.16984402079723
2023-02-25,9.428076256499134
2023-02-26,13.199306759098787
2023-02-27,41.48353552859619
2023-02-28,35.82668977469671
2023-03-01,33.94107452339688
2023-03-02,43.36915077989602
2023-03-03,39.59792027729636
2023-03-04,11.31369150779896
2023-03-05,16.97053726169844
2023-03-06,35.82668977469671
2023-03-07,37.712305025996535
2023-03-08,41.48353552859619
2023-03-09,39.59792027729636
2023-03-10,30.16984402079723
2023-03-11,13.199306759098787
2023-03-12,18.856152512998268
2023-03-13,37.712305025996535
2023-03-14,33.94107452339688
2023-03-15,35.82668977469671
2023-03-16,24.512998266897746
2023-03-17,28.284228769497403
2023-03-18,11.31369150779896
2023-03-19,15.084922010398614
2023-03-20,33.94107452339688
2023-03-21,41.48353552859619
2023-03-22,37.712305025996535
2023-03-23,39.59792027729636
2023-03-24,37.712305025996535
2023-03-25,9.428076256499134
2023-03-26,13.199306759098787
2023-03-27,35.82668977469671
2023-03-28,50.911611785095324
2023-03-29,43.36915077989602
2023-03-30,43.36915077989602
2023-03-31,30.16984402079723
2023-04-01,13.199306759098787
2023-04-02,13.199306759098787
2023-04-03,33.94107452339688
2023-04-04,32.05545927209705
2023-04-05,39.59792027729636
2023-04-06,32.05545927209705
2023-04-07,15.084922010398614
2023-04-08,15.084922010398614
2023-04-09,13.199306759098787
2023-04-10,35.82668977469671
2023-04-11,35.82668977469671
2023-04-12,33.94107452339688
2023-04-13,39.59792027729636
2023-04-14,35.82668977469671
2023-04-15,11.31369150779896
2023-04-16,15.084922010398614
2023-04-17,41.48353552859619
2023-04-18,41.48353552859619
2023-04-19,43.36915077989602
2023-04-20,39.59792027729636
2023-04-21,35.82668977469671
2023-04-22,9.428076256499134
2023-04-23,11.31369150779896
2023-04-24,45.25476603119584
2023-04-25,43.36915077989602
2023-04-26,48.756622926466946
2023-04-27,40.00198068828918
2023-04-28,40.9447883139391
2023-04-29,12.660559544441693
2023-04-30,19.529586531319634
2023-05-01,41.887595939589005
2023-05-02,36.09606338202525
2023-05-03,37.03887100767517
2023-05-04,40.00198068828918
2023-05-05,33.13295370141124
2023-05-06,12.660559544441693
2023-05-07,11.71775191879178
2023-05-08,40.00198068828918
2023-05-09,36.09606338202525
2023-05-10,37.981678633325075
2023-05-11,40.9447883139391
2023-05-12,32.19014607576133
2023-05-13,11.71775191879178
2023-05-14,8.754642238177766
2023-05-15,41.887595939589005
2023-05-16,40.00198068828918
2023-05-17,32.19014607576133
2023-05-18,36.09606338202525
2023-05-19,28.284228769497403
2023-05-20,11.71775191879178
2023-05-21,12.660559544441693
2023-05-22,28.284228769497403
2023-05-23,28.284228769497403
2023-05-24,25.321119088883385
2023-05-25,20.47239415696955
2023-05-26,20.203020549641
2023-05-27,8.0812082198564
2023-05-28,8.0812082198564
2023-05-29,8.0812082198564
2023-05-30,20.203020549641
2023-05-31,20.203020549641
2023-06-01,16.1624164397128
2023-06-02,12.1218123297846
2023-06-03,8.0812082198564
2023-06-04,8.0812082198564
2023-06-05,20.203020549641
2023-06-06,16.1624164397128
2023-06-07,16.1624164397128
2023-06-08,16.1624164397128
2023-06-09,24.2436246595692
2023-06-10,12.1218123297846
2023-06-11,8.0812082198564
2023-06-12,16.1624164397128
2023-06-13,16.1624164397128
2023-06-14,12.1218123297846
2023-06-15,12.1218123297846
2023-06-16,12.1218123297846
2023-06-17,8.0812082198564
2023-06-18,0.0
2023-06-19,8.0812082198564
2023-06-20,12.1218123297846
2023-06-21,12.1218123297846
2023-06-22,12.1218123297846
2023-06-23,8.0812082198564
2023-06-24,8.0812082198564
2023-06-25,12.1218123297846
2023-06-26,16.1624164397128
2023-06-27,12.1218123297846
2023-06-28,12.1218123297846
2023-06-29,12.1218123297846
2023-06-30,12.1218123297846
2023-07-01,12.1218123297846
2023-07-02,12.1218123297846
2023-07-03,8.0812082198564
2023-07-04,8.0812082198564
2023-07-05,8.0812082198564
2023-07-06,12.1218123297846
2023-07-07,12.1218123297846
2023-07-08,8.0812082198564
2023-07-09,8.0812082198564
2023-07-10,12.1218123297846
2023-07-11,12.1218123297846
2023-07-12,12.1218123297846
2023-07-13,12.1218123297846
2023-07-14,12.1218123297846
2023-07-15,12.1218123297846
2023-07-16,8.0812082198564
2023-07-17,12.1218123297846
2023-07-18,16.1624164397128
2023-07-19,16.1624164397128
2023-07-20,12.1218123297846
2023-07-21,12.1218123297846
2023-07-22,8.0812082198564
2023-07-23,12.1218123297846
2023-07-24,8.0812082198564
2023-07-25,4.0406041099282
2023-07-26,8.0812082198564
2023-07-27,12.1218123297846
2023-07-28,12.1218123297846
2023-07-29,8.0812082198564
2023-07-30,8.0812082198564
2023-07-31,8.0812082198564
2023-08-01,8.0812082198564
2023-08-02,16.1624164397128
2023-08-03,12.1218123297846
2023-08-04,12.1218123297846
2023-08-05,8.0812082198564
2023-08-06,12.1218123297846
2023-08-07,12.1218123297846
2023-08-08,12.1218123297846
2023-08-09,12.1218123297846
2023-08-10,12.1218123297846
2023-08-11,12.1218123297846
2023-08-12,8.0812082198564
2023-08-13,16.1624164397128
2023-08-14,12.1218123297846
2023-08-15,20.203020549641
2023-08-16,16.1624164397128
2023-08-17,12.1218123297846
2023-08-18,12.1218123297846
2023-08-19,8.0812082198564
2023-08-20,12.1218123297846
2023-08-21,20.203020549641
2023-08-22,20.203020549641
2023-08-23,20.203020549641
2023-08-24,28.2842287694974
2023-08-25,24.2436246595692
2023-08-26,12.1218123297846
2023-08-27,16.1624164397128
2023-08-28,20.203020549641
2023-08-29,24.2436246595692
2023-08-30,16.1624164397128
2023-08-31,20.203020549641
2023-09-01,16.1624164397128
2023-09-02,8.0812082198564
2023-09-03,8.0812082198564
2023-09-04,16.1624164397128
2023-09-05,20.203020549641
2023-09-06,28.2842287694974
2023-09-07,24.2436246595692
2023-09-08,24.2436246595692
2023-09-09,16.1624164397128
2023-09-10,16.1624164397128
2023-09-11,24.2436246595692
2023-09-12,32.3248328794256
2023-09-13,28.2842287694974
2023-09-14,28.2842287694974
2023-09-15,24.2436246595692
2023-09-16,12.1218123297846
2023-09-17,12.1218123297846
2023-09-18,32.3248328794256
2023-09-19,32.3248328794256
2023-09-20,40.406041099282
2023-09-21,36.365436989353796
2023-09-22,32.3248328794256
2023-09-23,12.1218123297846
2023-09-24,12.1218123297846
2023-09-25,28.2842287694974
2023-09-26,32.3248328794256
2023-09-27,36.365436989353796
2023-09-28,40.406041099282
2023-09-29,28.2842287694974
2023-09-30,16.1624164397128
2023-10-01,16.1624164397128
2023-10-02,40.406041099282
2023-10-03,40.406041099282
2023-10-04,36.365436989353796
2023-10-05,36.365436989353796
2023-10-06,32.3248328794256
2023-10-07,12.1218123297846
2023-10-08,12.1218123297846
2023-10-09,28.2842287694974
2023-10-10,40.406041099282
2023-10-11,44.4466452092102
2023-10-12,36.365436989353796
2023-10-13,32.3248328794256
2023-10-14,12.1218123297846
2023-10-15,16.1624164397128
2023-10-16,44.4466452092102
2023-10-17,48.4872493191384
2023-10-18,48.4872493191384
2023-10-19,48.4872493191384
2023-10-20,40.406041099282
2023-10-21,16.1624164397128
2023-10-22,20.203020549641
2023-10-23,56.5684575389948
2023-10-24,52.527853429066596
2023-10-25,56.5684575389948
2023-10-26,56.5684575389948
2023-10-27,44.4466452092102
2023-10-28,20.203020549641
2023-10-29,20.203020549641
2023-10-30,56.5684575389948
2023-10-31,52.527853429066596
2023-11-01,52.527853429066596
2023-11-02,60.609061648923
2023-11-03,52.527853429066596
2023-11-04,20.203020549641
2023-11-05,20.203020549641
2023-11-06,64.6496657588512
2023-11-07,64.6496657588512
2023-11-08,60.609061648923
2023-11-09,56.5684575389948
2023-11-10,44.4466452092102
2023-11-11,12.1218123297846
2023-11-12,20.203020549641
2023-11-13,64.6496657588512
2023-11-14,60.609061648923
2023-11-15,64.6496657588512
2023-11-16,64.6496657588512
2023-11-17,52.527853429066596
2023-11-18,16.1624164397128
2023-11-19,16.1624164397128
2023-11-20,44.4466452092102
2023-11-21,36.365436989353796
2023-11-22,20.203020549641
2023-11-23,12.1218123297846
2023-11-24,8.0812082198564
2023-11-25,8.0812082198564
2023-11-26,12.1218123297846
2023-11-27,44.4466452092102
2023-11-28,52.527853429066596
2023-11-29,56.5684575389948
2023-11-30,60.609061648923
2023-12-01,52.527853429066596
2023-12-02,16.1624164397128
2023-12-03,20.203020549641
2023-12-04,60.609061648923
2023-12-05,60.609061648923
2023-12-06,64.6496657588512
2023-12-07,64.6496657588512
2023-12-08,64.6496657588512
2023-12-09,16.1624164397128
2023-12-10,16.1624164397128
2023-12-11,60.609061648923
2023-12-12,64.6496657588512
2023-12-13,52.527853429066596
2023-12-14,60.609061648923
2023-12-15,52.527853429066596
2023-12-16,16.1624164397128
2023-12-17,12.1218123297846
2023-12-18,44.4466452092102
2023-12-19,117.1775191879178
2023-12-20,404.06041099282
2023-12-21,84.8526863084922
2023-12-22,40.40604109928201
2023-12-23,19.529586531319634
2023-12-24,11.448378311463234
2023-12-25,16.1624164397128
2023-12-26,12.795246348105968
2023-12-27,24.2436246595692
2023-12-28,17.509284476355532
2023-12-29,153.5429561772716
2023-12-30,45.12007922753157
2023-12-31,20.87645456796237
2024-01-01,17.509284476355532
2024-01-02,24.2436246595692
2024-01-03,33.67170091606833
2024-01-04,35.69200297103244
2024-01-05,45.12007922753157
2024-01-06,24.2436246595692
2024-01-07,24.2436246595692
2024-01-08,40.40604109928201
2024-01-09,32.3248328794256
2024-01-10,53.20128744738797
2024-01-11,45.12007922753157
2024-01-12,43.77321119088884
2024-01-13,19.529586531319634
2024-01-14,20.87645456796237
2024-01-15,33.67170091606833
2024-01-16,92.26046051002723
2024-01-17,56.56845753899481
2024-01-18,45.12007922753157
2024-01-19,41.75290913592474
2024-01-20,28.95766278781877
2024-01-21,37.712305025996535
2024-01-22,48.48724931913841
2024-01-23,64.6496657588512
2024-01-24,99.66823471156228
2024-01-25,53.87472146570934
2024-01-26,51.18098539242387
2024-01-27,18.856152512998268
2024-01-28,21.549888586283735
2024-01-29,48.48724931913841
2024-01-30,48.48724931913841
2024-01-31,45.793513245852935
2024-02-01,45.793513245852935
2024-02-02,48.48724931913841
2024-02-03,18.856152512998268
2024-02-04,24.243624659569203
2024-02-05,45.793513245852935
2024-02-06,48.48724931913841
2024-02-07,48.48724931913841
2024-02-08,53.87472146570934
2024-02-09,56.56845753899481
2024-02-10,26.93736073285467
2024-02-11,24.243624659569203
2024-02-12,45.793513245852935
2024-02-13,40.40604109928201
2024-02-14,48.48724931913841
2024-02-15,51.18098539242387
2024-02-16,32.3248328794256
2024-02-17,18.856152512998268
2024-02-18,16.1624164397128
2024-02-19,29.631096806140135
2024-02-20,43.09977717256747
2024-02-21,43.09977717256747
2024-02-22,45.793513245852935
2024-02-23,43.09977717256747
2024-02-24,24.243624659569203
2024-02-25,35.01856895271107
2024-02-26,61.95592968556574
2024-02-27,53.87472146570934
2024-02-28,59.26219361228027
2024-02-29,53.87472146570934
2024-03-01,59.26219361228027
2024-03-02,26.93736073285467
2024-03-03,32.3248328794256
2024-03-04,94.28076256499135
2024-03-05,80.81208219856401
2024-03-06,131.9930675909879
2024-03-07,75.42461005199307
2024-03-08,56.56845753899481
2024-03-09,26.93736073285467
2024-03-10,32.3248328794256
2024-03-11,51.18098539242387
2024-03-12,61.95592968556574
2024-03-13,61.95592968556574
2024-03-14,56.56845753899481
2024-03-15,43.09977717256747
2024-03-16,18.856152512998268
2024-03-17,21.549888586283735
2024-03-18,53.87472146570934
2024-03-19,64.6496657588512
2024-03-20,56.56845753899481
2024-03-21,56.56845753899481
2024-03-22,48.48724931913841
2024-03-23,24.243624659569203
2024-03-24,26.93736073285467
2024-03-25,40.40604109928201
2024-03-26,51.18098539242387
2024-03-27,56.56845753899481
2024-03-28,48.48724931913841
2024-03-29,18.856152512998268
2024-03-30,16.1624164397128
2024-03-31,24.243624659569203
2024-04-01,35.01856895271107
2024-04-02,45.793513245852935
2024-04-03,61.95592968556574
2024-04-04,61.95592968556574
2024-04-05,45.793513245852935
2024-04-06,21.549888586283735
2024-04-07,26.93736073285467
2024-04-08,48.48724931913841
2024-04-09,45.793513245852935
2024-04-10,53.87472146570934
2024-04-11,59.26219361228027
2024-04-12,56.56845753899481
2024-04-13,21.549888586283735
2024-04-14,18.856152512998268
2024-04-15,53.87472146570934
2024-04-16,53.87472146570934
2024-04-17,45.793513245852935
2024-04-18,56.56845753899481
2024-04-19,48.48724931913841
2024-04-20,18.856152512998268
2024-04-21,18.856152512998268
2024-04-22,48.48724931913841
2024-04-23,51.18098539242387
2024-04-24,56.56845753899481
2024-04-25,59.26219361228027
2024-04-26,56.56845753899481
2024-04-27,18.856152512998268
2024-04-28,26.93736073285467
2024-04-29,51.18098539242387
2024-04-30,56.56845753899481
2024-05-01,48.48724931913841
2024-05-02,51.18098539242387
2024-05-03,43.09977717256747
2024-05-04,24.243624659569203
2024-05-05,26.93736073285467
2024-05-06,45.793513245852935
2024-05-07,48.48724931913841
2024-05-08,51.18098539242387
2024-05-09,48.48724931913841
2024-05-10,40.40604109928201
2024-05-11,18.856152512998268
2024-05-12,21.549888586283735
2024-05-13,53.87472146570934
2024-05-14,51.18098539242387
2024-05-15,43.09977717256747
2024-05-16,40.40604109928201
2024-05-17,35.01856895271107
2024-05-18,18.856152512998268
2024-05-19,16.1624164397128
2024-05-20,29.631096806140135
2024-05-21,37.712305025996535
2024-05-22,40.40604109928201
2024-05-23,43.09977717256747
2024-05-24,32.3248328794256
2024-05-25,21.549888586283735
2024-05-26,16.1624164397128
2024-05-27,24.243624659569203
2024-05-28,29.631096806140135
2024-05-29,26.93736073285467
2024-05-30,32.3248328794256
2024-05-31,35.01856895271107
2024-06-01,21.549888586283735
2024-06-02,24.243624659569203
2024-06-03,32.3248328794256
2024-06-04,29.631096806140135
2024-06-05,29.631096806140135
2024-06-06,24.243624659569203
2024-06-07,21.549888586283735
2024-06-08,16.1624164397128
2024-06-09,24.243624659569203
2024-06-10,24.243624659569203
2024-06-11,24.243624659569203
2024-06-12,21.549888586283735
2024-06-13,21.549888586283735
2024-06-14,18.856152512998268
2024-06-15,16.1624164397128
2024-06-16,26.93736073285467
2024-06-17,21.549888586283735
2024-06-18,24.243624659569203
2024-06-19,21.549888586283735
2024-06-20,18.856152512998268
2024-06-21,21.549888586283735
2024-06-22,18.856152512998268
2024-06-23,26.93736073285467
2024-06-24,24.243624659569203
2024-06-25,21.549888586283735
2024-06-26,29.631096806140135
2024-06-27,26.93736073285467
2024-06-28,78.11834612527853
2024-06-29,40.40604109928201
2024-06-30,35.01856895271107
2024-07-01,40.40604109928201
2024-07-02,37.712305025996535
2024-07-03,37.712305025996535
2024-07-04,40.40604109928201
2024-07-05,32.3248328794256
2024-07-06,32.3248328794256
2024-07-07,29.631096806140135
2024-07-08,35.01856895271107
2024-07-09,37.712305025996535
2024-07-10,26.93736073285467
2024-07-11,32.3248328794256
2024-07-12,40.40604109928201
2024-07-13,40.40604109928201
2024-07-14,59.26219361228027
2024-07-15,129.2993315177024
2024-07-16,80.81208219856401
2024-07-17,86.19955434513494
2024-07-18,75.42461005199307
2024-07-19,64.6496657588512
2024-07-20,51.18098539242387
2024-07-21,145.4617479574152
2024-07-22,237.04877444912108
2024-07-23,196.6427333498391
2024-07-24,158.93042832384256
2024-07-25,140.07427581084428
2024-07-26,107.74944293141868
2024-07-27,110.44317900470415
2024-07-28,107.74944293141868
2024-07-29,99.66823471156228
2024-07-30,153.5429561772716
2024-07-31,126.60559544441695
2024-08-01,78.11834612527853
2024-08-02,96.97449863827681
2024-08-03,107.74944293141868
2024-08-04,88.8932904184204
2024-08-05,102.36197078484774
2024-08-06,269.3736073285467
2024-08-07,107.74944293141868
2024-08-08,83.50581827184948
2024-08-09,70.03713790542214
2024-08-10,70.03713790542214
2024-08-11,61.95592968556574
2024-08-12,53.87472146570934
2024-08-13,61.95592968556574
2024-08-14,72.7308739787076
2024-08-15,61.95592968556574
2024-08-16,53.87472146570934
2024-08-17,67.34340183213668
2024-08-18,39.05917306263927
2024-08-19,41.75290913592474
2024-08-20,43.09977717256747
2024-08-21,108.24944293141868
2024-08-22,51.18098539242387
2024-08-23,64.6496657588512
2024-08-24,45.793513245852935
2024-08-25,40.40604109928201
2024-08-26,39.05917306263927
2024-08-27,35.01856895271107
2024-08-28,40.40604109928201
2024-08-29,36.3654369893538
2024-08-30,36.3654369893538
2024-08-31,26.93736073285467
2024-09-01,26.93736073285467
2024-09-02,29.631096806140135
2024-09-03,40.40604109928201
2024-09-04,47.140381282495674
2024-09-05,45.793513245852935
2024-09-06,43.09977717256747
2024-09-07,28.284228769497403
2024-09-08,24.243624659569203
2024-09-09,40.40604109928201
2024-09-10,47.140381282495674
2024-09-11,88.8932904184204
2024-09-12,61.95592968556574
2024-09-13,65.99653379549395
2024-09-14,44.4466452092102
2024-09-15,44.4466452092102
2024-09-16,47.140381282495674
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
