Time,target
2022-04-04,56.0
2022-04-05,54.0
2022-04-06,51.0
2022-04-07,53.0
2022-04-08,55.0
2022-04-09,67.0
2022-04-10,68.0
2022-04-11,53.0
2022-04-12,51.0
2022-04-13,51.0
2022-04-14,56.0
2022-04-15,63.0
2022-04-16,70.0
2022-04-17,100.0
2022-04-18,58.0
2022-04-19,50.0
2022-04-20,50.0
2022-04-21,51.0
2022-04-22,54.0
2022-04-23,65.0
2022-04-24,67.0
2022-04-25,53.0
2022-04-26,51.0
2022-04-27,49.0
2022-04-28,52.0
2022-04-29,52.0
2022-04-30,66.0
2022-05-01,70.0
2022-05-02,52.0
2022-05-03,51.0
2022-05-04,54.0
2022-05-05,53.0
2022-05-06,56.0
2022-05-07,70.0
2022-05-08,69.0
2022-05-09,53.0
2022-05-10,54.0
2022-05-11,52.0
2022-05-12,54.0
2022-05-13,59.0
2022-05-14,69.0
2022-05-15,66.0
2022-05-16,54.0
2022-05-17,54.0
2022-05-18,59.0
2022-05-19,59.0
2022-05-20,59.0
2022-05-21,69.0
2022-05-22,71.0
2022-05-23,56.0
2022-05-24,57.0
2022-05-25,53.0
2022-05-26,53.0
2022-05-27,57.0
2022-05-28,66.0
2022-05-29,74.0
2022-05-30,77.0
2022-05-31,57.0
2022-06-01,54.0
2022-06-02,54.0
2022-06-03,59.0
2022-06-04,66.0
2022-06-05,68.0
2022-06-06,56.0
2022-06-07,57.0
2022-06-08,66.0
2022-06-09,62.0
2022-06-10,66.0
2022-06-11,72.0
2022-06-12,75.0
2022-06-13,63.0
2022-06-14,60.0
2022-06-15,60.0
2022-06-16,59.0
2022-06-17,61.0
2022-06-18,73.0
2022-06-19,69.0
2022-06-20,62.0
2022-06-21,58.0
2022-06-22,57.0
2022-06-23,61.0
2022-06-24,60.0
2022-06-25,66.0
2022-06-26,70.0
2022-06-27,56.0
2022-06-28,58.0
2022-06-29,60.0
2022-06-30,58.0
2022-07-01,64.0
2022-07-02,65.0
2022-07-03,75.0
2022-07-04,89.0
2022-07-05,58.0
2022-07-06,58.0
2022-07-07,56.0
2022-07-08,61.0
2022-07-09,69.0
2022-07-10,73.0
2022-07-11,73.0
2022-07-12,74.0
2022-07-13,67.0
2022-07-14,65.0
2022-07-15,65.0
2022-07-16,68.0
2022-07-17,72.0
2022-07-18,60.0
2022-07-19,58.0
2022-07-20,63.0
2022-07-21,58.0
2022-07-22,61.0
2022-07-23,70.0
2022-07-24,72.0
2022-07-25,61.0
2022-07-26,59.0
2022-07-27,55.0
2022-07-28,59.0
2022-07-29,62.0
2022-07-30,61.0
2022-07-31,72.0
2022-08-01,63.0
2022-08-02,60.0
2022-08-03,58.0
2022-08-04,60.0
2022-08-05,65.0
2022-08-06,72.0
2022-08-07,74.0
2022-08-08,63.0
2022-08-09,61.0
2022-08-10,60.0
2022-08-11,59.0
2022-08-12,60.0
2022-08-13,69.0
2022-08-14,77.0
2022-08-15,65.0
2022-08-16,61.0
2022-08-17,62.0
2022-08-18,63.0
2022-08-19,62.0
2022-08-20,76.0
2022-08-21,73.0
2022-08-22,58.0
2022-08-23,56.0
2022-08-24,55.0
2022-08-25,55.0
2022-08-26,58.0
2022-08-27,68.0
2022-08-28,71.0
2022-08-29,54.803030303030305
2022-08-30,54.303030303030305
2022-08-31,53.0
2022-09-01,51.6969696969697
2022-09-02,59.21212121212122
2022-09-03,66.42424242424244
2022-09-04,69.53030303030303
2022-09-05,80.15151515151516
2022-09-06,53.0
2022-09-07,51.6969696969697
2022-09-08,49.39393939393939
2022-09-09,51.1969696969697
2022-09-10,64.12121212121212
2022-09-11,63.31818181818182
2022-09-12,53.0
2022-09-13,51.6969696969697
2022-09-14,51.1969696969697
2022-09-15,51.6969696969697
2022-09-16,56.10606060606061
2022-09-17,65.92424242424244
2022-09-18,64.62121212121212
2022-09-19,51.1969696969697
2022-09-20,51.1969696969697
2022-09-21,49.39393939393939
2022-09-22,51.1969696969697
2022-09-23,56.60606060606061
2022-09-24,61.515151515151516
2022-09-25,65.92424242424244
2022-09-26,51.1969696969697
2022-09-27,51.6969696969697
2022-09-28,49.78787878787879
2022-09-29,53.00000000000001
2022-09-30,56.21212121212122
2022-10-01,62.63636363636364
2022-10-02,64.24242424242425
2022-10-03,51.3939393939394
2022-10-04,53.00000000000001
2022-10-05,53.00000000000001
2022-10-06,61.03030303030304
2022-10-07,65.84848484848486
2022-10-08,73.87878787878789
2022-10-09,69.06060606060606
2022-10-10,59.42424242424243
2022-10-11,51.3939393939394
2022-10-12,53.00000000000001
2022-10-13,54.60606060606061
2022-10-14,54.60606060606061
2022-10-15,67.45454545454545
2022-10-16,64.24242424242425
2022-10-17,53.00000000000001
2022-10-18,53.00000000000001
2022-10-19,53.00000000000001
2022-10-20,54.60606060606061
2022-10-21,57.81818181818182
2022-10-22,62.63636363636364
2022-10-23,64.24242424242425
2022-10-24,53.00000000000001
2022-10-25,51.3939393939394
2022-10-26,53.00000000000001
2022-10-27,59.42424242424243
2022-10-28,59.42424242424243
2022-10-29,67.45454545454545
2022-10-30,67.45454545454545
2022-10-31,54.60606060606061
2022-11-01,46.57575757575758
2022-11-02,53.00000000000001
2022-11-03,53.00000000000001
2022-11-04,54.60606060606061
2022-11-05,69.06060606060606
2022-11-06,67.45454545454545
2022-11-07,54.60606060606061
2022-11-08,54.60606060606061
2022-11-09,53.00000000000001
2022-11-10,57.81818181818182
2022-11-11,62.63636363636364
2022-11-12,73.87878787878789
2022-11-13,78.6969696969697
2022-11-14,61.03030303030304
2022-11-15,59.42424242424243
2022-11-16,62.63636363636364
2022-11-17,67.45454545454545
2022-11-18,69.06060606060606
2022-11-19,81.90909090909092
2022-11-20,88.33333333333334
2022-11-21,73.87878787878789
2022-11-22,75.48484848484848
2022-11-23,83.51515151515152
2022-11-24,134.9090909090909
2022-11-25,160.60606060606062
2022-11-26,101.18181818181819
2022-11-27,91.54545454545455
2022-11-28,83.51515151515152
2022-11-29,69.06060606060606
2022-11-30,64.24242424242425
2022-12-01,64.24242424242425
2022-12-02,65.84848484848486
2022-12-03,77.0909090909091
2022-12-04,83.51515151515152
2022-12-05,67.45454545454545
2022-12-06,64.24242424242425
2022-12-07,64.24242424242425
2022-12-08,67.45454545454545
2022-12-09,69.06060606060606
2022-12-10,85.12121212121212
2022-12-11,86.72727272727273
2022-12-12,72.27272727272728
2022-12-13,70.66666666666667
2022-12-14,73.87878787878789
2022-12-15,75.48484848484848
2022-12-16,81.90909090909092
2022-12-17,94.75757575757576
2022-12-18,94.75757575757576
2022-12-19,86.72727272727273
2022-12-20,93.15151515151516
2022-12-21,96.36363636363637
2022-12-22,94.75757575757576
2022-12-23,107.60606060606061
2022-12-24,149.36363636363637
2022-12-25,112.42424242424244
2022-12-26,93.15151515151516
2022-12-27,75.48484848484848
2022-12-28,69.06060606060606
2022-12-29,67.45454545454545
2022-12-30,70.66666666666667
2022-12-31,80.30303030303031
2023-01-01,83.51515151515152
2023-01-02,70.66666666666667
2023-01-03,53.00000000000001
2023-01-04,54.60606060606061
2023-01-05,53.00000000000001
2023-01-06,54.60606060606061
2023-01-07,65.84848484848486
2023-01-08,67.45454545454545
2023-01-09,48.18181818181819
2023-01-10,49.78787878787879
2023-01-11,51.3939393939394
2023-01-12,48.18181818181819
2023-01-13,51.3939393939394
2023-01-14,61.03030303030304
2023-01-15,62.63636363636364
2023-01-16,57.81818181818182
2023-01-17,48.18181818181819
2023-01-18,44.969696969696976
2023-01-19,46.57575757575758
2023-01-20,48.18181818181819
2023-01-21,61.03030303030304
2023-01-22,61.03030303030304
2023-01-23,48.18181818181819
2023-01-24,46.57575757575758
2023-01-25,44.969696969696976
2023-01-26,46.57575757575758
2023-01-27,49.78787878787879
2023-01-28,59.42424242424243
2023-01-29,57.81818181818182
2023-01-30,44.969696969696976
2023-01-31,48.18181818181819
2023-02-01,51.3939393939394
2023-02-02,48.18181818181819
2023-02-03,53.00000000000001
2023-02-04,59.42424242424243
2023-02-05,65.84848484848486
2023-02-06,51.3939393939394
2023-02-07,49.78787878787879
2023-02-08,46.57575757575758
2023-02-09,48.18181818181819
2023-02-10,53.00000000000001
2023-02-11,65.84848484848486
2023-02-12,62.63636363636364
2023-02-13,48.18181818181819
2023-02-14,53.00000000000001
2023-02-15,46.57575757575758
2023-02-16,46.57575757575758
2023-02-17,48.18181818181819
2023-02-18,61.03030303030304
2023-02-19,61.03030303030304
2023-02-20,56.21212121212122
2023-02-21,46.57575757575758
2023-02-22,46.57575757575758
2023-02-23,46.57575757575758
2023-02-24,51.3939393939394
2023-02-25,65.84848484848486
2023-02-26,64.24242424242425
2023-02-27,49.78787878787879
2023-02-28,46.57575757575758
2023-03-01,44.969696969696976
2023-03-02,48.18181818181819
2023-03-03,48.18181818181819
2023-03-04,57.81818181818182
2023-03-05,61.03030303030304
2023-03-06,49.78787878787879
2023-03-07,48.18181818181819
2023-03-08,46.57575757575758
2023-03-09,48.18181818181819
2023-03-10,49.78787878787879
2023-03-11,59.42424242424243
2023-03-12,61.03030303030304
2023-03-13,48.18181818181819
2023-03-14,48.18181818181819
2023-03-15,46.57575757575758
2023-03-16,48.18181818181819
2023-03-17,49.78787878787879
2023-03-18,56.21212121212122
2023-03-19,61.03030303030304
2023-03-20,49.78787878787879
2023-03-21,46.57575757575758
2023-03-22,44.969696969696976
2023-03-23,46.57575757575758
2023-03-24,49.78787878787879
2023-03-25,57.81818181818182
2023-03-26,61.03030303030304
2023-03-27,49.78787878787879
2023-03-28,48.18181818181819
2023-03-29,46.57575757575758
2023-03-30,48.18181818181819
2023-03-31,48.18181818181819
2023-04-01,57.81818181818182
2023-04-02,64.24242424242425
2023-04-03,51.3939393939394
2023-04-04,48.18181818181819
2023-04-05,44.969696969696976
2023-04-06,48.18181818181819
2023-04-07,59.42424242424243
2023-04-08,70.66666666666667
2023-04-09,88.33333333333334
2023-04-10,51.3939393939394
2023-04-11,49.78787878787879
2023-04-12,51.3939393939394
2023-04-13,48.18181818181819
2023-04-14,51.3939393939394
2023-04-15,59.42424242424243
2023-04-16,62.63636363636364
2023-04-17,46.57575757575758
2023-04-18,44.969696969696976
2023-04-19,44.969696969696976
2023-04-20,44.969696969696976
2023-04-21,51.3939393939394
2023-04-22,61.03030303030304
2023-04-23,61.03030303030304
2023-04-24,48.18181818181819
2023-04-25,46.57575757575758
2023-04-26,45.798631476050836
2023-04-27,43.44134897360704
2023-04-28,48.18181818181819
2023-04-29,58.43988269794722
2023-04-30,57.66275659824048
2023-05-01,49.76197458455523
2023-05-02,47.37878787878788
2023-05-03,46.60166177908114
2023-05-04,48.18181818181819
2023-05-05,48.18181818181819
2023-05-06,57.66275659824048
2023-05-07,60.02003910068427
2023-05-08,51.34213098729228
2023-05-09,47.37878787878788
2023-05-10,49.76197458455523
2023-05-11,50.53910068426198
2023-05-12,56.85972629521017
2023-05-13,63.98338220918867
2023-05-14,65.56353861192571
2023-05-15,51.34213098729228
2023-05-16,51.34213098729228
2023-05-17,49.76197458455523
2023-05-18,49.76197458455523
2023-05-19,52.11925708699903
2023-05-20,63.180351906158364
2023-05-21,63.180351906158364
2023-05-22,51.34213098729228
2023-05-23,57.66275659824048
2023-05-24,80.56207233626589
2023-05-25,78.98191593352885
2023-05-26,88.59237536656893
2023-05-27,85.48387096774195
2023-05-28,85.48387096774195
2023-05-29,87.03812316715543
2023-05-30,63.72434017595309
2023-05-31,63.72434017595309
2023-06-01,65.27859237536657
2023-06-02,63.72434017595309
2023-06-03,66.83284457478007
2023-06-04,68.38709677419355
2023-06-05,57.50733137829913
2023-06-06,55.95307917888564
2023-06-07,52.84457478005866
2023-06-08,52.84457478005866
2023-06-09,55.95307917888564
2023-06-10,60.61583577712611
2023-06-11,62.1700879765396
2023-06-12,54.39882697947215
2023-06-13,54.39882697947215
2023-06-14,52.84457478005866
2023-06-15,52.84457478005866
2023-06-16,55.95307917888564
2023-06-17,62.1700879765396
2023-06-18,62.1700879765396
2023-06-19,52.84457478005866
2023-06-20,51.29032258064517
2023-06-21,49.73607038123168
2023-06-22,48.18181818181819
2023-06-23,55.95307917888564
2023-06-24,55.95307917888564
2023-06-25,62.1700879765396
2023-06-26,52.84457478005866
2023-06-27,49.73607038123168
2023-06-28,52.84457478005866
2023-06-29,51.29032258064517
2023-06-30,54.39882697947215
2023-07-01,60.61583577712611
2023-07-02,62.1700879765396
2023-07-03,62.1700879765396
2023-07-04,77.71260997067449
2023-07-05,52.84457478005866
2023-07-06,54.39882697947215
2023-07-07,57.50733137829913
2023-07-08,62.1700879765396
2023-07-09,66.83284457478007
2023-07-10,60.61583577712611
2023-07-11,60.61583577712611
2023-07-12,55.95307917888564
2023-07-13,55.95307917888564
2023-07-14,57.50733137829913
2023-07-15,60.61583577712611
2023-07-16,63.72434017595309
2023-07-17,52.84457478005866
2023-07-18,52.84457478005866
2023-07-19,52.84457478005866
2023-07-20,51.29032258064517
2023-07-21,55.95307917888564
2023-07-22,62.1700879765396
2023-07-23,63.72434017595309
2023-07-24,52.84457478005866
2023-07-25,52.84457478005866
2023-07-26,51.29032258064517
2023-07-27,49.73607038123168
2023-07-28,52.84457478005866
2023-07-29,60.61583577712611
2023-07-30,62.1700879765396
2023-07-31,52.84457478005866
2023-08-01,51.29032258064517
2023-08-02,51.29032258064517
2023-08-03,54.39882697947215
2023-08-04,57.50733137829913
2023-08-05,62.1700879765396
2023-08-06,66.83284457478007
2023-08-07,55.95307917888564
2023-08-08,54.39882697947215
2023-08-09,52.84457478005866
2023-08-10,52.84457478005866
2023-08-11,57.50733137829913
2023-08-12,62.1700879765396
2023-08-13,65.27859237536657
2023-08-14,54.39882697947215
2023-08-15,52.84457478005866
2023-08-16,55.95307917888564
2023-08-17,55.95307917888564
2023-08-18,55.95307917888564
2023-08-19,62.1700879765396
2023-08-20,65.27859237536657
2023-08-21,52.84457478005866
2023-08-22,51.29032258064517
2023-08-23,49.73607038123168
2023-08-24,49.73607038123168
2023-08-25,51.29032258064517
2023-08-26,59.06158357771262
2023-08-27,59.06158357771262
2023-08-28,48.18181818181819
2023-08-29,49.73607038123168
2023-08-30,46.6275659824047
2023-08-31,46.6275659824047
2023-09-01,52.84457478005866
2023-09-02,55.95307917888564
2023-09-03,63.72434017595309
2023-09-04,66.83284457478007
2023-09-05,48.18181818181819
2023-09-06,45.07331378299121
2023-09-07,45.07331378299121
2023-09-08,48.18181818181819
2023-09-09,57.50733137829913
2023-09-10,57.50733137829913
2023-09-11,48.18181818181819
2023-09-12,46.6275659824047
2023-09-13,48.18181818181819
2023-09-14,45.07331378299121
2023-09-15,48.18181818181819
2023-09-16,55.95307917888564
2023-09-17,59.06158357771262
2023-09-18,48.18181818181819
2023-09-19,48.18181818181819
2023-09-20,46.6275659824047
2023-09-21,46.6275659824047
2023-09-22,49.73607038123168
2023-09-23,60.61583577712611
2023-09-24,59.06158357771262
2023-09-25,48.18181818181819
2023-09-26,48.18181818181819
2023-09-27,54.39882697947215
2023-09-28,51.29032258064517
2023-09-29,49.73607038123168
2023-09-30,59.06158357771262
2023-10-01,63.72434017595309
2023-10-02,49.73607038123168
2023-10-03,49.73607038123168
2023-10-04,48.18181818181819
2023-10-05,49.73607038123168
2023-10-06,54.39882697947215
2023-10-07,59.06158357771262
2023-10-08,60.61583577712611
2023-10-09,52.84457478005866
2023-10-10,48.18181818181819
2023-10-11,48.18181818181819
2023-10-12,48.18181818181819
2023-10-13,49.73607038123168
2023-10-14,55.95307917888564
2023-10-15,60.61583577712611
2023-10-16,51.29032258064517
2023-10-17,48.18181818181819
2023-10-18,46.6275659824047
2023-10-19,48.18181818181819
2023-10-20,51.29032258064517
2023-10-21,60.61583577712611
2023-10-22,60.61583577712611
2023-10-23,51.29032258064517
2023-10-24,51.29032258064517
2023-10-25,51.29032258064517
2023-10-26,51.29032258064517
2023-10-27,55.95307917888564
2023-10-28,59.06158357771262
2023-10-29,54.39882697947215
2023-10-30,57.50733137829913
2023-10-31,54.39882697947215
2023-11-01,48.18181818181819
2023-11-02,52.84457478005866
2023-11-03,55.95307917888564
2023-11-04,65.27859237536657
2023-11-05,62.1700879765396
2023-11-06,54.39882697947215
2023-11-07,54.39882697947215
2023-11-08,51.29032258064517
2023-11-09,54.39882697947215
2023-11-10,62.1700879765396
2023-11-11,71.49560117302053
2023-11-12,66.83284457478007
2023-11-13,55.95307917888564
2023-11-14,54.39882697947215
2023-11-15,59.06158357771262
2023-11-16,57.50733137829913
2023-11-17,62.1700879765396
2023-11-18,73.04985337243403
2023-11-19,82.37536656891497
2023-11-20,68.38709677419355
2023-11-21,71.49560117302053
2023-11-22,79.26686217008799
2023-11-23,122.7859237536657
2023-11-24,149.20821114369502
2023-11-25,102.58064516129033
2023-11-26,83.92961876832845
2023-11-27,77.71260997067449
2023-11-28,66.83284457478007
2023-11-29,59.06158357771262
2023-11-30,55.95307917888564
2023-12-01,62.1700879765396
2023-12-02,76.15835777126101
2023-12-03,74.60410557184751
2023-12-04,63.72434017595309
2023-12-05,62.1700879765396
2023-12-06,60.61583577712611
2023-12-07,60.61583577712611
2023-12-08,65.27859237536657
2023-12-09,77.71260997067449
2023-12-10,80.82111436950147
2023-12-11,63.72434017595309
2023-12-12,63.72434017595309
2023-12-13,68.38709677419355
2023-12-14,65.27859237536657
2023-12-15,69.94134897360705
2023-12-16,87.03812316715543
2023-12-17,88.59237536656893
2023-12-18,73.04985337243403
2023-12-19,77.71260997067449
2023-12-20,83.92961876832845
2023-12-21,90.14662756598241
2023-12-22,104.13489736070382
2023-12-23,122.7859237536657
2023-12-24,155.42521994134898
2023-12-25,97.91788856304987
2023-12-26,76.15835777126101
2023-12-27,66.83284457478007
2023-12-28,66.83284457478007
2023-12-29,68.38709677419355
2023-12-30,71.49560117302053
2023-12-31,87.03812316715543
2024-01-01,87.03812316715543
2024-01-02,62.1700879765396
2024-01-03,63.72434017595309
2024-01-04,59.06158357771262
2024-01-05,57.50733137829913
2024-01-06,65.27859237536657
2024-01-07,62.1700879765396
2024-01-08,49.73607038123168
2024-01-09,45.07331378299121
2024-01-10,45.07331378299121
2024-01-11,48.18181818181819
2024-01-12,48.18181818181819
2024-01-13,55.95307917888564
2024-01-14,54.39882697947215
2024-01-15,49.73607038123168
2024-01-16,41.96480938416423
2024-01-17,43.51906158357772
2024-01-18,43.51906158357772
2024-01-19,45.07331378299121
2024-01-20,55.95307917888564
2024-01-21,52.84457478005866
2024-01-22,46.6275659824047
2024-01-23,38.856304985337246
2024-01-24,41.96480938416423
2024-01-25,45.07331378299121
2024-01-26,45.07331378299121
2024-01-27,55.95307917888564
2024-01-28,54.39882697947215
2024-01-29,41.96480938416423
2024-01-30,43.51906158357772
2024-01-31,41.96480938416423
2024-02-01,45.07331378299121
2024-02-02,46.6275659824047
2024-02-03,55.95307917888564
2024-02-04,57.50733137829913
2024-02-05,45.07331378299121
2024-02-06,45.07331378299121
2024-02-07,43.51906158357772
2024-02-08,45.07331378299121
2024-02-09,46.6275659824047
2024-02-10,60.61583577712611
2024-02-11,54.39882697947215
2024-02-12,40.410557184750736
2024-02-13,48.18181818181819
2024-02-14,48.18181818181819
2024-02-15,41.96480938416423
2024-02-16,46.6275659824047
2024-02-17,54.39882697947215
2024-02-18,54.39882697947215
2024-02-19,51.29032258064517
2024-02-20,45.07331378299121
2024-02-21,41.96480938416423
2024-02-22,41.96480938416423
2024-02-23,45.07331378299121
2024-02-24,57.50733137829913
2024-02-25,54.39882697947215
2024-02-26,43.51906158357772
2024-02-27,40.410557184750736
2024-02-28,45.07331378299121
2024-02-29,41.96480938416423
2024-03-01,45.07331378299121
2024-03-02,54.39882697947215
2024-03-03,55.95307917888564
2024-03-04,46.6275659824047
2024-03-05,45.07331378299121
2024-03-06,41.96480938416423
2024-03-07,43.51906158357772
2024-03-08,45.07331378299121
2024-03-09,54.39882697947215
2024-03-10,55.95307917888564
2024-03-11,46.6275659824047
2024-03-12,43.51906158357772
2024-03-13,45.07331378299121
2024-03-14,46.6275659824047
2024-03-15,45.07331378299121
2024-03-16,59.06158357771262
2024-03-17,60.61583577712611
2024-03-18,48.18181818181819
2024-03-19,45.07331378299121
2024-03-20,43.51906158357772
2024-03-21,45.07331378299121
2024-03-22,43.51906158357772
2024-03-23,55.95307917888564
2024-03-24,60.61583577712611
2024-03-25,46.6275659824047
2024-03-26,43.51906158357772
2024-03-27,46.6275659824047
2024-03-28,46.6275659824047
2024-03-29,51.29032258064517
2024-03-30,62.1700879765396
2024-03-31,88.59237536656893
2024-04-01,48.18181818181819
2024-04-02,45.07331378299121
2024-04-03,45.07331378299121
2024-04-04,46.6275659824047
2024-04-05,46.6275659824047
2024-04-06,54.39882697947215
2024-04-07,62.1700879765396
2024-04-08,51.29032258064517
2024-04-09,46.6275659824047
2024-04-10,48.18181818181819
2024-04-11,46.6275659824047
2024-04-12,49.73607038123168
2024-04-13,59.06158357771262
2024-04-14,60.61583577712611
2024-04-15,46.6275659824047
2024-04-16,45.07331378299121
2024-04-17,45.07331378299121
2024-04-18,48.18181818181819
2024-04-19,48.18181818181819
2024-04-20,57.50733137829913
2024-04-21,59.06158357771262
2024-04-22,46.6275659824047
2024-04-23,45.07331378299121
2024-04-24,43.51906158357772
2024-04-25,41.96480938416423
2024-04-26,48.18181818181819
2024-04-27,55.95307917888564
2024-04-28,54.39882697947215
2024-04-29,46.6275659824047
2024-04-30,43.51906158357772
2024-05-01,43.51906158357772
2024-05-02,45.07331378299121
2024-05-03,49.73607038123168
2024-05-04,57.50733137829913
2024-05-05,55.95307917888564
2024-05-06,46.6275659824047
2024-05-07,45.07331378299121
2024-05-08,46.6275659824047
2024-05-09,48.18181818181819
2024-05-10,49.73607038123168
2024-05-11,60.61583577712611
2024-05-12,59.06158357771262
2024-05-13,46.6275659824047
2024-05-14,45.07331378299121
2024-05-15,43.51906158357772
2024-05-16,46.6275659824047
2024-05-17,46.6275659824047
2024-05-18,54.39882697947215
2024-05-19,60.61583577712611
2024-05-20,52.84457478005866
2024-05-21,49.73607038123168
2024-05-22,48.18181818181819
2024-05-23,49.73607038123168
2024-05-24,52.84457478005866
2024-05-25,63.72434017595309
2024-05-26,62.1700879765396
2024-05-27,69.94134897360705
2024-05-28,45.07331378299121
2024-05-29,46.6275659824047
2024-05-30,48.18181818181819
2024-05-31,49.73607038123168
2024-06-01,57.50733137829913
2024-06-02,60.61583577712611
2024-06-03,49.73607038123168
2024-06-04,49.73607038123168
2024-06-05,46.6275659824047
2024-06-06,51.29032258064517
2024-06-07,52.84457478005866
2024-06-08,59.06158357771262
2024-06-09,59.06158357771262
2024-06-10,52.84457478005866
2024-06-11,49.73607038123168
2024-06-12,49.73607038123168
2024-06-13,51.29032258064517
2024-06-14,52.84457478005866
2024-06-15,60.61583577712611
2024-06-16,60.61583577712611
2024-06-17,51.29032258064517
2024-06-18,49.73607038123168
2024-06-19,54.39882697947215
2024-06-20,49.73607038123168
2024-06-21,54.39882697947215
2024-06-22,57.50733137829913
2024-06-23,60.61583577712611
2024-06-24,52.84457478005866
2024-06-25,48.18181818181819
2024-06-26,48.18181818181819
2024-06-27,51.29032258064517
2024-06-28,51.29032258064517
2024-06-29,59.06158357771262
2024-06-30,57.50733137829913
2024-07-01,52.84457478005866
2024-07-02,52.84457478005866
2024-07-03,59.06158357771262
2024-07-04,80.82111436950147
2024-07-05,54.39882697947215
2024-07-06,59.06158357771262
2024-07-07,62.1700879765396
2024-07-08,57.50733137829913
2024-07-09,54.39882697947215
2024-07-10,54.39882697947215
2024-07-11,54.39882697947215
2024-07-12,57.50733137829913
2024-07-13,62.1700879765396
2024-07-14,60.61583577712611
2024-07-15,52.84457478005866
2024-07-16,49.73607038123168
2024-07-17,54.39882697947215
2024-07-18,54.39882697947215
2024-07-19,52.84457478005866
2024-07-20,60.61583577712611
2024-07-21,59.06158357771262
2024-07-22,51.29032258064517
2024-07-23,49.73607038123168
2024-07-24,49.73607038123168
2024-07-25,49.73607038123168
2024-07-26,51.29032258064517
2024-07-27,60.61583577712611
2024-07-28,59.06158357771262
2024-07-29,49.73607038123168
2024-07-30,51.29032258064517
2024-07-31,51.29032258064517
2024-08-01,48.18181818181819
2024-08-02,57.50733137829913
2024-08-03,60.61583577712611
2024-08-04,60.61583577712611
2024-08-05,51.29032258064517
2024-08-06,51.29032258064517
2024-08-07,51.29032258064517
2024-08-08,51.29032258064517
2024-08-09,52.84457478005866
2024-08-10,59.06158357771262
2024-08-11,63.72434017595309
2024-08-12,54.39882697947215
2024-08-13,49.73607038123168
2024-08-14,52.84457478005866
2024-08-15,52.84457478005866
2024-08-16,54.39882697947215
2024-08-17,65.27859237536657
2024-08-18,65.03741530994034
2024-08-19,53.00535949034281
2024-08-20,51.397512387501266
2024-08-21,48.18181818181819
2024-08-22,49.789665284659726
2024-08-23,53.00535949034281
2024-08-24,61.044595004550516
2024-08-25,65.03741530994034
2024-08-26,49.789665284659726
2024-08-27,46.57397107897664
2024-08-28,48.18181818181819
2024-08-29,48.18181818181819
2024-08-30,49.789665284659726
2024-08-31,57.82890079886744
2024-09-01,62.652442107392055
2024-09-02,68.25310951562342
2024-09-03,46.57397107897664
2024-09-04,46.57397107897664
2024-09-05,44.9661239761351
2024-09-06,44.9661239761351
2024-09-07,54.61320659318435
2024-09-08,56.22105369602589
2024-09-09,46.57397107897664
2024-09-10,43.35827687329356
2024-09-11,43.35827687329356
2024-09-12,45.7968449792699
2024-09-13,48.18181818181819
2024-09-14,57.82890079886744
2024-09-15,54.61320659318435
2024-09-16,46.57397107897664
2024-09-17,48.18181818181818
2024-09-18,49.843260188087775
2024-09-19,48.18181818181818
2024-09-20,51.504702194357364
2024-09-21,59.81191222570533
2024-09-22,58.15047021943574
2024-09-23,46.52037617554859
