Time,priceless
2022-05-12,52.0
2022-05-13,52.0
2022-05-14,58.0
2022-05-15,49.0
2022-05-16,55.0
2022-05-17,56.0
2022-05-18,63.0
2022-05-19,56.0
2022-05-20,49.0
2022-05-21,53.0
2022-05-22,58.0
2022-05-23,61.0
2022-05-24,45.0
2022-05-25,48.0
2022-05-26,59.0
2022-05-27,81.0
2022-05-28,62.0
2022-05-29,43.0
2022-05-30,57.0
2022-05-31,44.0
2022-06-01,45.0
2022-06-02,58.0
2022-06-03,55.0
2022-06-04,70.0
2022-06-05,60.0
2022-06-06,38.0
2022-06-07,60.0
2022-06-08,56.0
2022-06-09,52.0
2022-06-10,49.0
2022-06-11,54.0
2022-06-12,56.0
2022-06-13,50.0
2022-06-14,55.0
2022-06-15,59.0
2022-06-16,59.0
2022-06-17,59.0
2022-06-18,61.0
2022-06-19,82.0
2022-06-20,60.0
2022-06-21,55.0
2022-06-22,66.0
2022-06-23,62.0
2022-06-24,64.0
2022-06-25,64.0
2022-06-26,69.0
2022-06-27,58.0
2022-06-28,57.0
2022-06-29,56.0
2022-06-30,62.0
2022-07-01,53.0
2022-07-02,70.0
2022-07-03,58.0
2022-07-04,53.0
2022-07-05,41.0
2022-07-06,54.0
2022-07-07,48.0
2022-07-08,58.0
2022-07-09,51.0
2022-07-10,68.0
2022-07-11,54.0
2022-07-12,55.0
2022-07-13,59.0
2022-07-14,61.0
2022-07-15,64.0
2022-07-16,65.0
2022-07-17,59.0
2022-07-18,55.0
2022-07-19,51.0
2022-07-20,56.0
2022-07-21,54.0
2022-07-22,49.0
2022-07-23,69.0
2022-07-24,76.0
2022-07-25,75.0
2022-07-26,100.0
2022-07-27,93.0
2022-07-28,84.0
2022-07-29,84.0
2022-07-30,80.0
2022-07-31,58.0
2022-08-01,54.0
2022-08-02,58.0
2022-08-03,67.0
2022-08-04,62.0
2022-08-05,61.0
2022-08-06,56.0
2022-08-07,65.0
2022-08-08,61.0
2022-08-09,74.0
2022-08-10,59.0
2022-08-11,52.0
2022-08-12,44.0
2022-08-13,51.0
2022-08-14,53.0
2022-08-15,61.0
2022-08-16,45.0
2022-08-17,54.0
2022-08-18,50.0
2022-08-19,57.0
2022-08-20,56.0
2022-08-21,62.0
2022-08-22,62.0
2022-08-23,50.0
2022-08-24,53.0
2022-08-25,59.0
2022-08-26,56.0
2022-08-27,54.0
2022-08-28,58.0
2022-08-29,49.43150684931507
2022-08-30,47.00684931506849
2022-08-31,50.78767123287672
2022-09-01,54.06849315068493
2022-09-02,55.280821917808225
2022-09-03,62.84246575342466
2022-09-04,59.06164383561644
2022-09-05,48.71917808219178
2022-09-06,49.93150684931507
2022-09-07,55.780821917808225
2022-09-08,52.0
2022-09-09,56.136986301369866
2022-09-10,52.0
2022-09-11,64.91095890410959
2022-09-12,52.0
2022-09-13,48.71917808219178
2022-09-14,60.77397260273973
2022-09-15,42.013698630136986
2022-09-16,58.205479452054796
2022-09-17,49.93150684931507
2022-09-18,47.00684931506849
2022-09-19,52.0
2022-09-20,52.85616438356165
2022-09-21,51.14383561643836
2022-09-22,44.93835616438356
2022-09-23,54.92465753424658
2022-09-24,50.78767123287672
2022-09-25,52.35616438356165
2022-09-26,48.21917808219178
2022-09-27,47.01369863013699
2022-09-28,46.301369863013704
2022-09-29,52.712328767123296
2022-09-30,52.00000000000001
2022-10-01,51.28767123287672
2022-10-02,46.301369863013704
2022-10-03,48.43835616438356
2022-10-04,44.16438356164384
2022-10-05,64.82191780821918
2022-10-06,47.72602739726028
2022-10-07,61.972602739726035
2022-10-08,48.43835616438356
2022-10-09,49.86301369863014
2022-10-10,45.589041095890416
2022-10-11,53.42465753424658
2022-10-12,41.31506849315069
2022-10-13,47.01369863013699
2022-10-14,54.136986301369866
2022-10-15,42.73972602739727
2022-10-16,50.57534246575343
2022-10-17,47.01369863013699
2022-10-18,57.69863013698631
2022-10-19,54.136986301369866
2022-10-20,50.57534246575343
2022-10-21,45.589041095890416
2022-10-22,49.86301369863014
2022-10-23,71.23287671232877
2022-10-24,49.15068493150685
2022-10-25,54.136986301369866
2022-10-26,43.45205479452055
2022-10-27,49.86301369863014
2022-10-28,42.73972602739727
2022-10-29,59.12328767123288
2022-10-30,52.712328767123296
2022-10-31,44.87671232876713
2022-11-01,58.41095890410959
2022-11-02,48.43835616438356
2022-11-03,44.87671232876713
2022-11-04,43.45205479452055
2022-11-05,36.328767123287676
2022-11-06,44.87671232876713
2022-11-07,34.19178082191781
2022-11-08,43.45205479452055
2022-11-09,48.43835616438356
2022-11-10,50.57534246575343
2022-11-11,51.28767123287672
2022-11-12,49.15068493150685
2022-11-13,39.89041095890411
2022-11-14,47.72602739726028
2022-11-15,43.45205479452055
2022-11-16,45.589041095890416
2022-11-17,43.45205479452055
2022-11-18,49.86301369863014
2022-11-19,58.41095890410959
2022-11-20,39.178082191780824
2022-11-21,46.301369863013704
2022-11-22,54.136986301369866
2022-11-23,57.69863013698631
2022-11-24,66.95890410958904
2022-11-25,52.712328767123296
2022-11-26,44.87671232876713
2022-11-27,59.83561643835617
2022-11-28,54.136986301369866
2022-11-29,59.12328767123288
2022-11-30,41.31506849315069
2022-12-01,46.301369863013704
2022-12-02,42.73972602739727
2022-12-03,49.15068493150685
2022-12-04,52.712328767123296
2022-12-05,35.61643835616439
2022-12-06,37.753424657534254
2022-12-07,47.01369863013699
2022-12-08,45.589041095890416
2022-12-09,35.61643835616439
2022-12-10,47.72602739726028
2022-12-11,57.69863013698631
2022-12-12,44.16438356164384
2022-12-13,47.01369863013699
2022-12-14,54.849315068493155
2022-12-15,54.849315068493155
2022-12-16,50.57534246575343
2022-12-17,56.98630136986302
2022-12-18,42.73972602739727
2022-12-19,53.42465753424658
2022-12-20,49.86301369863014
2022-12-21,65.53424657534248
2022-12-22,44.16438356164384
2022-12-23,48.43835616438356
2022-12-24,53.42465753424658
2022-12-25,66.95890410958904
2022-12-26,45.589041095890416
2022-12-27,42.73972602739727
2022-12-28,46.301369863013704
2022-12-29,44.87671232876713
2022-12-30,47.72602739726028
2022-12-31,49.15068493150685
2023-01-01,42.02739726027398
2023-01-02,38.465753424657535
2023-01-03,34.9041095890411
2023-01-04,44.87671232876713
2023-01-05,39.89041095890411
2023-01-06,45.589041095890416
2023-01-07,31.342465753424662
2023-01-08,40.6027397260274
2023-01-09,39.89041095890411
2023-01-10,45.589041095890416
2023-01-11,47.01369863013699
2023-01-12,46.301369863013704
2023-01-13,39.89041095890411
2023-01-14,44.87671232876713
2023-01-15,42.02739726027398
2023-01-16,47.01369863013699
2023-01-17,55.561643835616444
2023-01-18,42.02739726027398
2023-01-19,47.72602739726028
2023-01-20,37.041095890410965
2023-01-21,37.041095890410965
2023-01-22,45.589041095890416
2023-01-23,41.31506849315069
2023-01-24,40.6027397260274
2023-01-25,48.43835616438356
2023-01-26,47.01369863013699
2023-01-27,43.45205479452055
2023-01-28,42.02739726027398
2023-01-29,49.86301369863014
2023-01-30,44.87671232876713
2023-01-31,47.72602739726028
2023-02-01,60.54794520547946
2023-02-02,49.15068493150685
2023-02-03,50.57534246575343
2023-02-04,47.72602739726028
2023-02-05,61.972602739726035
2023-02-06,47.01369863013699
2023-02-07,49.15068493150685
2023-02-08,51.28767123287672
2023-02-09,52.00000000000001
2023-02-10,61.26027397260275
2023-02-11,62.684931506849324
2023-02-12,66.24657534246576
2023-02-13,45.589041095890416
2023-02-14,52.00000000000001
2023-02-15,50.57534246575343
2023-02-16,61.972602739726035
2023-02-17,43.45205479452055
2023-02-18,56.98630136986302
2023-02-19,46.301369863013704
2023-02-20,49.15068493150685
2023-02-21,54.136986301369866
2023-02-22,46.301369863013704
2023-02-23,43.45205479452055
2023-02-24,45.589041095890416
2023-02-25,46.301369863013704
2023-02-26,47.72602739726028
2023-02-27,47.01369863013699
2023-02-28,49.86301369863014
2023-03-01,54.849315068493155
2023-03-02,52.712328767123296
2023-03-03,48.43835616438356
2023-03-04,47.72602739726028
2023-03-05,53.42465753424658
2023-03-06,49.15068493150685
2023-03-07,52.712328767123296
2023-03-08,50.57534246575343
2023-03-09,49.15068493150685
2023-03-10,52.00000000000001
2023-03-11,37.041095890410965
2023-03-12,48.43835616438356
2023-03-13,43.45205479452055
2023-03-14,47.01369863013699
2023-03-15,49.86301369863014
2023-03-16,44.16438356164384
2023-03-17,51.28767123287672
2023-03-18,43.45205479452055
2023-03-19,44.87671232876713
2023-03-20,47.01369863013699
2023-03-21,37.041095890410965
2023-03-22,55.561643835616444
2023-03-23,49.15068493150685
2023-03-24,49.15068493150685
2023-03-25,44.87671232876713
2023-03-26,50.57534246575343
2023-03-27,36.328767123287676
2023-03-28,50.57534246575343
2023-03-29,49.86301369863014
2023-03-30,52.712328767123296
2023-03-31,54.849315068493155
2023-04-01,56.98630136986302
2023-04-02,47.72602739726028
2023-04-03,39.178082191780824
2023-04-04,51.28767123287672
2023-04-05,50.57534246575343
2023-04-06,51.28767123287672
2023-04-07,56.98630136986302
2023-04-08,54.136986301369866
2023-04-09,46.301369863013704
2023-04-10,48.43835616438356
2023-04-11,42.73972602739727
2023-04-12,54.849315068493155
2023-04-13,43.45205479452055
2023-04-14,52.712328767123296
2023-04-15,44.16438356164384
2023-04-16,50.57534246575343
2023-04-17,47.72602739726028
2023-04-18,46.301369863013704
2023-04-19,49.86301369863014
2023-04-20,37.041095890410965
2023-04-21,54.849315068493155
2023-04-22,56.27397260273973
2023-04-23,47.01369863013699
2023-04-24,36.328767123287676
2023-04-25,36.328767123287676
2023-04-26,50.66906993511176
2023-04-27,44.726748377793804
2023-04-28,45.963950973323726
2023-04-29,57.47368421052632
2023-04-30,52.86229271809662
2023-05-01,45.101658255227115
2023-05-02,45.8139870223504
2023-05-03,48.32588320115357
2023-05-04,44.726748377793804
2023-05-05,42.02739726027398
2023-05-06,55.1492429704398
2023-05-07,54.605623648161504
2023-05-08,49.73179524152849
2023-05-09,52.599855803893306
2023-05-10,64.50324441240087
2023-05-11,48.51333813987023
2023-05-12,51.90627253064168
2023-05-13,54.268204758471526
2023-05-14,61.972602739726035
2023-05-15,49.58183129055516
2023-05-16,52.093727469358335
2023-05-17,47.95097332372026
2023-05-18,50.46286950252344
2023-05-19,41.127613554434035
2023-05-20,53.537130497476575
2023-05-21,38.63446286950253
2023-05-22,42.75847152126893
2023-05-23,50.650324441240095
2023-05-24,53.34967555875992
2023-05-25,52.18745493871666
2023-05-26,46.75126171593368
2023-05-27,51.10021629416006
2023-05-28,48.92573900504687
2023-05-29,47.83850036049027
2023-05-30,48.92573900504687
2023-05-31,50.01297764960347
2023-06-01,42.40230713770729
2023-06-02,44.57678442682048
2023-06-03,44.57678442682048
2023-06-04,43.48954578226389
2023-06-05,45.66402307137708
2023-06-06,52.18745493871666
2023-06-07,61.972602739726035
2023-06-08,50.01297764960347
2023-06-09,57.623648161499645
2023-06-10,61.972602739726035
2023-06-11,54.361932227829854
2023-06-12,52.18745493871666
2023-06-13,50.01297764960347
2023-06-14,52.18745493871666
2023-06-15,47.83850036049027
2023-06-16,55.44917087238645
2023-06-17,55.44917087238645
2023-06-18,48.92573900504687
2023-06-19,46.75126171593368
2023-06-20,44.57678442682048
2023-06-21,53.27469358327326
2023-06-22,51.10021629416006
2023-06-23,55.44917087238645
2023-06-24,36.9661139149243
2023-06-25,48.92573900504687
2023-06-26,44.57678442682048
2023-06-27,47.83850036049027
2023-06-28,44.57678442682048
2023-06-29,50.01297764960347
2023-06-30,54.361932227829854
2023-07-01,46.75126171593368
2023-07-02,48.92573900504687
2023-07-03,56.53640951694305
2023-07-04,54.361932227829854
2023-07-05,46.75126171593368
2023-07-06,55.44917087238645
2023-07-07,50.01297764960347
2023-07-08,59.798125450612844
2023-07-09,65.23431867339583
2023-07-10,63.059841384282635
2023-07-11,51.10021629416006
2023-07-12,61.972602739726035
2023-07-13,35.87887527036771
2023-07-14,59.798125450612844
2023-07-15,57.623648161499645
2023-07-16,45.66402307137708
2023-07-17,53.27469358327326
2023-07-18,38.0533525594809
2023-07-19,63.059841384282635
2023-07-20,47.83850036049027
2023-07-21,59.798125450612844
2023-07-22,58.710886806056244
2023-07-23,61.972602739726035
2023-07-24,56.53640951694305
2023-07-25,50.01297764960347
2023-07-26,60.885364095169436
2023-07-27,46.75126171593368
2023-07-28,44.57678442682048
2023-07-29,48.92573900504687
2023-07-30,54.361932227829854
2023-07-31,47.83850036049027
2023-08-01,47.83850036049027
2023-08-02,50.01297764960347
2023-08-03,59.798125450612844
2023-08-04,48.92573900504687
2023-08-05,45.66402307137708
2023-08-06,54.361932227829854
2023-08-07,42.40230713770729
2023-08-08,48.92573900504687
2023-08-09,58.710886806056244
2023-08-10,54.361932227829854
2023-08-11,45.66402307137708
2023-08-12,39.1405912040375
2023-08-13,38.0533525594809
2023-08-14,42.40230713770729
2023-08-15,45.66402307137708
2023-08-16,51.10021629416006
2023-08-17,44.57678442682048
2023-08-18,52.18745493871666
2023-08-19,45.66402307137708
2023-08-20,44.57678442682048
2023-08-21,40.22782984859409
2023-08-22,35.87887527036771
2023-08-23,54.361932227829854
2023-08-24,41.31506849315069
2023-08-25,34.79163662581111
2023-08-26,36.9661139149243
2023-08-27,41.31506849315069
2023-08-28,43.48954578226389
2023-08-29,45.66402307137708
2023-08-30,43.48954578226389
2023-08-31,63.059841384282635
2023-09-01,55.44917087238645
2023-09-02,51.10021629416006
2023-09-03,55.44917087238645
2023-09-04,57.623648161499645
2023-09-05,46.75126171593368
2023-09-06,55.44917087238645
2023-09-07,44.57678442682048
2023-09-08,48.92573900504687
2023-09-09,35.87887527036771
2023-09-10,45.66402307137708
2023-09-11,42.40230713770729
2023-09-12,44.57678442682048
2023-09-13,51.10021629416006
2023-09-14,36.9661139149243
2023-09-15,63.059841384282635
2023-09-16,55.44917087238645
2023-09-17,44.57678442682048
2023-09-18,40.22782984859409
2023-09-19,43.48954578226389
2023-09-20,41.31506849315069
2023-09-21,46.75126171593368
2023-09-22,59.798125450612844
2023-09-23,44.57678442682048
2023-09-24,40.22782984859409
2023-09-25,53.27469358327326
2023-09-26,47.83850036049027
2023-09-27,51.10021629416006
2023-09-28,43.48954578226389
2023-09-29,47.83850036049027
2023-09-30,48.92573900504687
2023-10-01,47.83850036049027
2023-10-02,53.27469358327326
2023-10-03,44.57678442682048
2023-10-04,47.83850036049027
2023-10-05,40.22782984859409
2023-10-06,46.75126171593368
2023-10-07,46.75126171593368
2023-10-08,44.57678442682048
2023-10-09,50.01297764960347
2023-10-10,43.48954578226389
2023-10-11,47.83850036049027
2023-10-12,43.48954578226389
2023-10-13,48.92573900504687
2023-10-14,51.10021629416006
2023-10-15,51.10021629416006
2023-10-16,46.75126171593368
2023-10-17,51.10021629416006
2023-10-18,56.53640951694305
2023-10-19,46.75126171593368
2023-10-20,39.1405912040375
2023-10-21,51.10021629416006
2023-10-22,45.66402307137708
2023-10-23,43.48954578226389
2023-10-24,41.31506849315069
2023-10-25,53.27469358327326
2023-10-26,43.48954578226389
2023-10-27,44.57678442682048
2023-10-28,44.57678442682048
2023-10-29,46.75126171593368
2023-10-30,47.83850036049027
2023-10-31,41.31506849315069
2023-11-01,47.83850036049027
2023-11-02,43.48954578226389
2023-11-03,45.66402307137708
2023-11-04,36.9661139149243
2023-11-05,46.75126171593368
2023-11-06,48.92573900504687
2023-11-07,53.27469358327326
2023-11-08,46.75126171593368
2023-11-09,51.10021629416006
2023-11-10,36.9661139149243
2023-11-11,50.01297764960347
2023-11-12,41.31506849315069
2023-11-13,44.57678442682048
2023-11-14,41.31506849315069
2023-11-15,60.885364095169436
2023-11-16,57.623648161499645
2023-11-17,69.58327325162222
2023-11-18,51.10021629416006
2023-11-19,51.10021629416006
2023-11-20,64.14708002883923
2023-11-21,52.18745493871666
2023-11-22,59.798125450612844
2023-11-23,78.281182408075
2023-11-24,45.66402307137708
2023-11-25,63.059841384282635
2023-11-26,57.623648161499645
2023-11-27,67.40879596250902
2023-11-28,48.92573900504687
2023-11-29,57.623648161499645
2023-11-30,46.75126171593368
2023-12-01,53.27469358327326
2023-12-02,68.49603460706562
2023-12-03,55.44917087238645
2023-12-04,60.885364095169436
2023-12-05,59.798125450612844
2023-12-06,73.9322278298486
2023-12-07,51.10021629416006
2023-12-08,58.710886806056244
2023-12-09,61.972602739726035
2023-12-10,61.972602739726035
2023-12-11,59.798125450612844
2023-12-12,60.885364095169436
2023-12-13,70.67051189617881
2023-12-14,73.9322278298486
2023-12-15,68.49603460706562
2023-12-16,83.71737563085797
2023-12-17,67.40879596250902
2023-12-18,75.0194664744052
2023-12-19,57.623648161499645
2023-12-20,57.623648161499645
2023-12-21,82.63013698630138
2023-12-22,79.36842105263159
2023-12-23,68.49603460706562
2023-12-24,84.80461427541458
2023-12-25,86.97909156452778
2023-12-26,65.23431867339583
2023-12-27,67.40879596250902
2023-12-28,47.83850036049027
2023-12-29,66.32155731795243
2023-12-30,59.798125450612844
2023-12-31,55.44917087238645
2024-01-01,58.710886806056244
2024-01-02,65.23431867339583
2024-01-03,76.1067051189618
2024-01-04,96.76423936553715
2024-01-05,95.67700072098054
2024-01-06,108.72386445565971
2024-01-07,98.93871665465034
2024-01-08,75.0194664744052
2024-01-09,77.19394376351839
2024-01-10,88.06633020908437
2024-01-11,70.67051189617881
2024-01-12,67.40879596250902
2024-01-13,56.53640951694305
2024-01-14,55.44917087238645
2024-01-15,68.49603460706562
2024-01-16,69.58327325162222
2024-01-17,54.361932227829854
2024-01-18,58.710886806056244
2024-01-19,68.49603460706562
2024-01-20,65.23431867339583
2024-01-21,47.83850036049027
2024-01-22,54.361932227829854
2024-01-23,53.27469358327326
2024-01-24,57.623648161499645
2024-01-25,58.710886806056244
2024-01-26,61.972602739726035
2024-01-27,57.623648161499645
2024-01-28,51.10021629416006
2024-01-29,47.83850036049027
2024-01-30,63.059841384282635
2024-01-31,61.972602739726035
2024-02-01,55.44917087238645
2024-02-02,57.623648161499645
2024-02-03,59.798125450612844
2024-02-04,66.32155731795243
2024-02-05,60.885364095169436
2024-02-06,43.48954578226389
2024-02-07,44.57678442682048
2024-02-08,42.40230713770729
2024-02-09,44.57678442682048
2024-02-10,63.059841384282635
2024-02-11,46.75126171593368
2024-02-12,51.10021629416006
2024-02-13,63.059841384282635
2024-02-14,63.059841384282635
2024-02-15,59.798125450612844
2024-02-16,60.885364095169436
2024-02-17,69.58327325162222
2024-02-18,50.01297764960347
2024-02-19,52.18745493871666
2024-02-20,52.18745493871666
2024-02-21,67.40879596250902
2024-02-22,47.83850036049027
2024-02-23,55.44917087238645
2024-02-24,47.83850036049027
2024-02-25,61.972602739726035
2024-02-26,48.92573900504687
2024-02-27,56.53640951694305
2024-02-28,57.623648161499645
2024-02-29,54.361932227829854
2024-03-01,59.798125450612844
2024-03-02,51.10021629416006
2024-03-03,48.92573900504687
2024-03-04,48.92573900504687
2024-03-05,54.361932227829854
2024-03-06,50.01297764960347
2024-03-07,50.01297764960347
2024-03-08,53.27469358327326
2024-03-09,44.57678442682048
2024-03-10,48.92573900504687
2024-03-11,42.40230713770729
2024-03-12,51.10021629416006
2024-03-13,56.53640951694305
2024-03-14,51.10021629416006
2024-03-15,45.66402307137708
2024-03-16,50.01297764960347
2024-03-17,46.75126171593368
2024-03-18,41.31506849315069
2024-03-19,45.66402307137708
2024-03-20,54.361932227829854
2024-03-21,45.66402307137708
2024-03-22,52.18745493871666
2024-03-23,38.0533525594809
2024-03-24,34.79163662581111
2024-03-25,41.31506849315069
2024-03-26,42.40230713770729
2024-03-27,47.83850036049027
2024-03-28,44.57678442682048
2024-03-29,59.798125450612844
2024-03-30,50.01297764960347
2024-03-31,53.27469358327326
2024-04-01,45.66402307137708
2024-04-02,51.10021629416006
2024-04-03,45.66402307137708
2024-04-04,53.27469358327326
2024-04-05,38.0533525594809
2024-04-06,51.10021629416006
2024-04-07,57.623648161499645
2024-04-08,48.92573900504687
2024-04-09,53.27469358327326
2024-04-10,51.10021629416006
2024-04-11,54.361932227829854
2024-04-12,50.01297764960347
2024-04-13,58.710886806056244
2024-04-14,42.40230713770729
2024-04-15,32.61715933669792
2024-04-16,47.83850036049027
2024-04-17,54.361932227829854
2024-04-18,53.27469358327326
2024-04-19,46.75126171593368
2024-04-20,56.53640951694305
2024-04-21,48.92573900504687
2024-04-22,46.75126171593368
2024-04-23,48.92573900504687
2024-04-24,56.53640951694305
2024-04-25,50.01297764960347
2024-04-26,51.10021629416006
2024-04-27,59.798125450612844
2024-04-28,61.972602739726035
2024-04-29,54.361932227829854
2024-04-30,50.01297764960347
2024-05-01,64.14708002883923
2024-05-02,46.75126171593368
2024-05-03,50.01297764960347
2024-05-04,60.885364095169436
2024-05-05,56.53640951694305
2024-05-06,43.48954578226389
2024-05-07,40.22782984859409
2024-05-08,53.27469358327326
2024-05-09,51.10021629416006
2024-05-10,66.32155731795243
2024-05-11,63.059841384282635
2024-05-12,67.40879596250902
2024-05-13,72.84498918529201
2024-05-14,48.92573900504687
2024-05-15,57.623648161499645
2024-05-16,53.27469358327326
2024-05-17,61.972602739726035
2024-05-18,47.83850036049027
2024-05-19,44.57678442682048
2024-05-20,45.66402307137708
2024-05-21,61.972602739726035
2024-05-22,55.44917087238645
2024-05-23,60.885364095169436
2024-05-24,72.84498918529201
2024-05-25,50.01297764960347
2024-05-26,66.32155731795243
2024-05-27,66.32155731795243
2024-05-28,53.27469358327326
2024-05-29,63.059841384282635
2024-05-30,50.01297764960347
2024-05-31,38.0533525594809
2024-06-01,44.57678442682048
2024-06-02,55.44917087238645
2024-06-03,69.58327325162222
2024-06-04,50.01297764960347
2024-06-05,54.361932227829854
2024-06-06,55.44917087238645
2024-06-07,56.53640951694305
2024-06-08,52.18745493871666
2024-06-09,60.885364095169436
2024-06-10,45.66402307137708
2024-06-11,57.623648161499645
2024-06-12,60.885364095169436
2024-06-13,47.83850036049027
2024-06-14,69.58327325162222
2024-06-15,63.059841384282635
2024-06-16,60.885364095169436
2024-06-17,51.10021629416006
2024-06-18,58.710886806056244
2024-06-19,59.798125450612844
2024-06-20,52.18745493871666
2024-06-21,51.10021629416006
2024-06-22,52.18745493871666
2024-06-23,58.710886806056244
2024-06-24,46.75126171593368
2024-06-25,46.75126171593368
2024-06-26,47.83850036049027
2024-06-27,54.361932227829854
2024-06-28,41.31506849315069
2024-06-29,45.66402307137708
2024-06-30,46.75126171593368
2024-07-01,55.44917087238645
2024-07-02,51.10021629416006
2024-07-03,58.710886806056244
2024-07-04,51.10021629416006
2024-07-05,55.44917087238645
2024-07-06,45.66402307137708
2024-07-07,39.1405912040375
2024-07-08,39.1405912040375
2024-07-09,47.83850036049027
2024-07-10,42.40230713770729
2024-07-11,59.798125450612844
2024-07-12,50.01297764960347
2024-07-13,40.22782984859409
2024-07-14,46.75126171593368
2024-07-15,43.48954578226389
2024-07-16,44.57678442682048
2024-07-17,65.23431867339583
2024-07-18,45.66402307137708
2024-07-19,55.44917087238645
2024-07-20,53.27469358327326
2024-07-21,44.57678442682048
2024-07-22,43.48954578226389
2024-07-23,45.66402307137708
2024-07-24,34.79163662581111
2024-07-25,42.40230713770729
2024-07-26,45.66402307137708
2024-07-27,45.66402307137708
2024-07-28,46.75126171593368
2024-07-29,51.10021629416006
2024-07-30,52.18745493871666
2024-07-31,53.27469358327326
2024-08-01,46.75126171593368
2024-08-02,42.40230713770729
2024-08-03,42.40230713770729
2024-08-04,46.75126171593368
2024-08-05,41.31506849315069
2024-08-06,43.48954578226389
2024-08-07,44.57678442682048
2024-08-08,39.1405912040375
2024-08-09,45.66402307137708
2024-08-10,35.87887527036771
2024-08-11,46.75126171593368
2024-08-12,44.57678442682048
2024-08-13,42.40230713770729
2024-08-14,50.01297764960347
2024-08-15,31.529920692141317
2024-08-16,54.361932227829854
2024-08-17,43.48954578226389
2024-08-18,53.12643376810645
2024-08-19,47.640820606934525
2024-08-20,48.97515894343581
2024-08-21,54.065412597496234
2024-08-22,42.5505669528741
2024-08-23,37.06495379170217
2024-08-24,71.4612309104018
2024-08-25,48.03618011404602
2024-08-26,47.640820606934525
2024-08-27,43.094186275152396
2024-08-28,46.70184177754474
2024-08-29,54.46077210460773
2024-08-30,40.27724978698303
2024-08-31,38.399292128203456
2024-09-01,45.762862948154954
2024-09-02,41.61158812348431
2024-09-03,41.21622861637282
2024-09-04,48.97515894343581
2024-09-05,38.94291145048175
2024-09-06,39.33827095759324
2024-09-07,39.33827095759324
2024-09-08,45.36750344104347
2024-09-09,38.399292128203456
2024-09-10,46.70184177754474
2024-09-11,38.00393262109196
2024-09-12,41.21622861637282
2024-09-13,43.48954578226389
2024-09-14,47.640820606934525
2024-09-15,45.762862948154954
2024-09-16,36.37307465425707
2024-09-17,49.815297896047724
2024-09-18,49.024578881824745
2024-09-19,34.00091761158813
2024-09-20,58.5132070525005
2024-09-21,37.954512682703026
2024-09-22,49.024578881824745
2024-09-23,48.233859867601765
