Time,jurassic_world_dominion
2022-07-10,16.0
2022-07-11,9.0
2022-07-12,9.0
2022-07-13,9.0
2022-07-14,11.0
2022-07-15,17.0
2022-07-16,25.0
2022-07-17,25.0
2022-07-18,14.0
2022-07-19,11.0
2022-07-20,9.0
2022-07-21,8.0
2022-07-22,10.0
2022-07-23,15.0
2022-07-24,17.0
2022-07-25,10.0
2022-07-26,8.0
2022-07-27,6.0
2022-07-28,6.0
2022-07-29,6.0
2022-07-30,10.0
2022-07-31,12.0
2022-08-01,7.0
2022-08-02,6.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,5.0
2022-08-06,8.0
2022-08-07,8.0
2022-08-08,5.0
2022-08-09,5.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,4.0
2022-08-13,7.0
2022-08-14,7.0
2022-08-15,5.0
2022-08-16,8.0
2022-08-17,7.0
2022-08-18,6.0
2022-08-19,7.0
2022-08-20,11.0
2022-08-21,12.0
2022-08-22,6.0
2022-08-23,5.0
2022-08-24,4.0
2022-08-25,4.0
2022-08-26,5.0
2022-08-27,8.0
2022-08-28,9.0
2022-08-29,4.16
2022-08-30,4.0
2022-08-31,3.92
2022-09-01,3.26
2022-09-02,8.0
2022-09-03,16.0
2022-09-04,15.02
2022-09-05,13.379999999999999
2022-09-06,7.26
2022-09-07,5.220000000000001
2022-09-08,4.82
2022-09-09,4.98
2022-09-10,8.9
2022-09-11,9.06
2022-09-12,4.9
2022-09-13,3.26
2022-09-14,3.92
2022-09-15,3.1799999999999997
2022-09-16,3.84
2022-09-17,6.2
2022-09-18,8.0
2022-09-19,4.0
2022-09-20,2.94
2022-09-21,2.94
2022-09-22,3.02
2022-09-23,3.1
2022-09-24,5.96
2022-09-25,6.04
2022-09-26,3.76
2022-09-27,2.2
2022-09-28,2.56
2022-09-29,2.24
2022-09-30,2.88
2022-10-01,4.0
2022-10-02,4.32
2022-10-03,2.4
2022-10-04,1.76
2022-10-05,1.6
2022-10-06,1.92
2022-10-07,2.24
2022-10-08,3.68
2022-10-09,4.16
2022-10-10,2.56
2022-10-11,1.92
2022-10-12,2.08
2022-10-13,1.76
2022-10-14,2.24
2022-10-15,2.88
2022-10-16,3.2
2022-10-17,2.08
2022-10-18,1.6
2022-10-19,1.76
2022-10-20,1.44
2022-10-21,1.92
2022-10-22,2.88
2022-10-23,3.04
2022-10-24,1.6
2022-10-25,1.6
2022-10-26,1.44
2022-10-27,1.6
2022-10-28,1.6
2022-10-29,2.24
2022-10-30,2.72
2022-10-31,2.08
2022-11-01,1.92
2022-11-02,1.44
2022-11-03,1.76
2022-11-04,1.92
2022-11-05,2.56
2022-11-06,2.88
2022-11-07,2.08
2022-11-08,1.44
2022-11-09,1.44
2022-11-10,1.44
2022-11-11,1.76
2022-11-12,2.72
2022-11-13,3.04
2022-11-14,2.08
2022-11-15,1.44
2022-11-16,1.44
2022-11-17,1.6
2022-11-18,1.76
2022-11-19,2.56
2022-11-20,2.72
2022-11-21,2.24
2022-11-22,1.44
2022-11-23,2.08
2022-11-24,2.88
2022-11-25,3.04
2022-11-26,3.2
2022-11-27,3.2
2022-11-28,1.92
2022-11-29,1.76
2022-11-30,1.6
2022-12-01,1.28
2022-12-02,1.92
2022-12-03,2.4
2022-12-04,2.56
2022-12-05,1.92
2022-12-06,1.44
2022-12-07,1.6
2022-12-08,1.44
2022-12-09,1.44
2022-12-10,2.4
2022-12-11,2.88
2022-12-12,1.44
2022-12-13,1.6
2022-12-14,1.44
2022-12-15,1.44
2022-12-16,1.76
2022-12-17,2.08
2022-12-18,2.24
2022-12-19,1.92
2022-12-20,1.76
2022-12-21,1.76
2022-12-22,1.92
2022-12-23,2.08
2022-12-24,2.56
2022-12-25,3.2
2022-12-26,3.2
2022-12-27,2.88
2022-12-28,2.4
2022-12-29,2.72
2022-12-30,2.56
2022-12-31,2.72
2023-01-01,3.04
2023-01-02,3.36
2023-01-03,2.24
2023-01-04,1.44
2023-01-05,2.24
2023-01-06,4.0
2023-01-07,12.16
2023-01-08,12.16
2023-01-09,5.6000000000000005
2023-01-10,4.32
2023-01-11,4.0
2023-01-12,3.2
2023-01-13,3.2
2023-01-14,5.92
2023-01-15,5.92
2023-01-16,4.8
2023-01-17,2.56
2023-01-18,2.24
2023-01-19,2.24
2023-01-20,2.08
2023-01-21,4.32
2023-01-22,4.16
2023-01-23,2.56
2023-01-24,2.08
2023-01-25,1.92
2023-01-26,2.08
2023-01-27,1.6
2023-01-28,3.04
2023-01-29,3.52
2023-01-30,2.08
2023-01-31,1.6
2023-02-01,1.6
2023-02-02,1.28
2023-02-03,1.6
2023-02-04,2.4
2023-02-05,2.72
2023-02-06,1.28
2023-02-07,0.96
2023-02-08,0.96
2023-02-09,0.96
2023-02-10,1.28
2023-02-11,2.56
2023-02-12,2.08
2023-02-13,0.8
2023-02-14,1.12
2023-02-15,0.96
2023-02-16,1.12
2023-02-17,1.28
2023-02-18,1.92
2023-02-19,2.4
2023-02-20,1.92
2023-02-21,1.12
2023-02-22,1.28
2023-02-23,0.96
2023-02-24,1.12
2023-02-25,1.92
2023-02-26,2.24
2023-02-27,1.12
2023-02-28,1.12
2023-03-01,0.96
2023-03-02,0.8
2023-03-03,0.96
2023-03-04,1.76
2023-03-05,2.4
2023-03-06,1.44
2023-03-07,0.96
2023-03-08,0.96
2023-03-09,0.96
2023-03-10,1.12
2023-03-11,1.44
2023-03-12,1.92
2023-03-13,0.96
2023-03-14,0.96
2023-03-15,1.12
2023-03-16,1.12
2023-03-17,0.96
2023-03-18,1.44
2023-03-19,2.08
2023-03-20,1.12
2023-03-21,0.8
2023-03-22,0.64
2023-03-23,0.8
2023-03-24,1.12
2023-03-25,1.76
2023-03-26,2.4
2023-03-27,1.12
2023-03-28,0.96
2023-03-29,0.8
2023-03-30,0.64
2023-03-31,0.8
2023-04-01,1.28
2023-04-02,1.28
2023-04-03,0.8
2023-04-04,0.96
2023-04-05,0.64
2023-04-06,0.8
2023-04-07,1.12
2023-04-08,1.6
2023-04-09,2.08
2023-04-10,1.6
2023-04-11,0.8
2023-04-12,0.96
2023-04-13,0.8
2023-04-14,1.12
2023-04-15,0.96
2023-04-16,1.76
2023-04-17,0.96
2023-04-18,0.64
2023-04-19,0.8
2023-04-20,0.8
2023-04-21,1.12
2023-04-22,1.12
2023-04-23,1.6
2023-04-24,1.12
2023-04-25,0.8
2023-04-26,0.8308702791461413
2023-04-27,0.8098522167487685
2023-04-28,0.7888341543513957
2023-04-29,1.1064696223316912
2023-04-30,1.4346141215106734
2023-05-01,0.8308702791461413
2023-05-02,0.6457799671592775
2023-05-03,0.6457799671592775
2023-05-04,0.6247619047619049
2023-05-05,0.6773070607553366
2023-05-06,1.1064696223316912
2023-05-07,1.291559934318555
2023-05-08,0.7993431855500821
2023-05-09,0.6247619047619049
2023-05-10,0.7783251231527094
2023-05-11,0.8098522167487685
2023-05-12,0.7993431855500821
2023-05-13,1.1379967159277506
2023-05-14,1.3020689655172415
2023-05-15,1.2705418719211823
2023-05-16,0.767816091954023
2023-05-17,0.7888341543513957
2023-05-18,0.7783251231527094
2023-05-19,0.6773070607553366
2023-05-20,1.1485057471264368
2023-05-21,1.2810509031198687
2023-05-22,0.7888341543513957
2023-05-23,0.6457799671592775
2023-05-24,0.7783251231527094
2023-05-25,0.8098522167487685
2023-05-26,0.6305418719211823
2023-05-27,1.155993431855501
2023-05-28,1.5343185550082101
2023-05-29,1.4502463054187194
2023-05-30,0.8407224958949098
2023-05-31,0.7566502463054188
2023-06-01,0.8617405582922825
2023-06-02,0.7566502463054188
2023-06-03,1.1349753694581282
2023-06-04,1.3661740558292284
2023-06-05,0.8407224958949098
2023-06-06,0.7776683087027915
2023-06-07,0.8827586206896552
2023-06-08,0.8407224958949098
2023-06-09,0.9247947454844007
2023-06-10,1.2190476190476192
2023-06-11,1.6183908045977011
2023-06-12,1.1349753694581282
2023-06-13,0.9247947454844007
2023-06-14,0.9247947454844007
2023-06-15,0.8617405582922825
2023-06-16,0.903776683087028
2023-06-17,1.3031198686371102
2023-06-18,1.639408866995074
2023-06-19,1.4082101806239737
2023-06-20,0.9668308702791462
2023-06-21,0.8407224958949098
2023-06-22,0.8827586206896552
2023-06-23,0.987848932676519
2023-06-24,1.2190476190476192
2023-06-25,1.471264367816092
2023-06-26,1.4292282430213465
2023-06-27,1.0298850574712644
2023-06-28,0.9458128078817735
2023-06-29,0.7566502463054188
2023-06-30,0.7146141215106733
2023-07-01,1.155993431855501
2023-07-02,1.387192118226601
2023-07-03,1.2190476190476192
2023-07-04,1.6183908045977011
2023-07-05,0.903776683087028
2023-07-06,0.7986863711001643
2023-07-07,1.1139573070607554
2023-07-08,1.4922824302134647
2023-07-09,2.1018062397372743
2023-07-10,1.3241379310344827
2023-07-11,1.1139573070607554
2023-07-12,0.8827586206896552
2023-07-13,1.0088669950738915
2023-07-14,1.0509031198686372
2023-07-15,1.2821018062397374
2023-07-16,1.4502463054187194
2023-07-17,1.2190476190476192
2023-07-18,1.0088669950738915
2023-07-19,0.903776683087028
2023-07-20,0.7146141215106733
2023-07-21,0.8407224958949098
2023-07-22,1.4502463054187194
2023-07-23,1.4922824302134647
2023-07-24,0.903776683087028
2023-07-25,0.819704433497537
2023-07-26,0.6515599343185551
2023-07-27,0.7146141215106733
2023-07-28,0.8407224958949098
2023-07-29,1.07192118226601
2023-07-30,1.3451559934318555
2023-07-31,1.0929392446633825
2023-08-01,0.4834154351395731
2023-08-02,0.7146141215106733
2023-08-03,0.6725779967159278
2023-08-04,0.9247947454844007
2023-08-05,1.1139573070607554
2023-08-06,1.0298850574712644
2023-08-07,1.4502463054187194
2023-08-08,1.2400656814449917
2023-08-09,0.7986863711001643
2023-08-10,0.7776683087027915
2023-08-11,0.7986863711001643
2023-08-12,1.0298850574712644
2023-08-13,1.3031198686371102
2023-08-14,1.1139573070607554
2023-08-15,0.7566502463054188
2023-08-16,0.8617405582922825
2023-08-17,0.819704433497537
2023-08-18,1.0509031198686372
2023-08-19,1.0929392446633825
2023-08-20,1.1980295566502464
2023-08-21,1.07192118226601
2023-08-22,0.7146141215106733
2023-08-23,0.6305418719211823
2023-08-24,0.6515599343185551
2023-08-25,0.7776683087027915
2023-08-26,1.3451559934318555
2023-08-27,1.07192118226601
2023-08-28,1.155993431855501
2023-08-29,0.6305418719211823
2023-08-30,0.6935960591133005
2023-08-31,0.735632183908046
2023-09-01,0.7776683087027915
2023-09-02,1.0509031198686372
2023-09-03,0.987848932676519
2023-09-04,1.0088669950738915
2023-09-05,0.8407224958949098
2023-09-06,0.4834154351395731
2023-09-07,0.6095238095238096
2023-09-08,0.4834154351395731
2023-09-09,0.7776683087027915
2023-09-10,0.7986863711001643
2023-09-11,0.7776683087027915
2023-09-12,0.4834154351395731
2023-09-13,0.735632183908046
2023-09-14,0.46239737274220033
2023-09-15,0.6305418719211823
2023-09-16,0.819704433497537
2023-09-17,0.903776683087028
2023-09-18,0.5674876847290641
2023-09-19,0.6095238095238096
2023-09-20,0.4203612479474549
2023-09-21,0.5885057471264368
2023-09-22,0.6095238095238096
2023-09-23,0.6095238095238096
2023-09-24,0.819704433497537
2023-09-25,0.6095238095238096
2023-09-26,0.4203612479474549
2023-09-27,0.3362889983579639
2023-09-28,0.35730706075533664
2023-09-29,0.4203612479474549
2023-09-30,0.6935960591133005
2023-10-01,0.6935960591133005
2023-10-02,0.5254515599343186
2023-10-03,0.5044334975369458
2023-10-04,0.4413793103448276
2023-10-05,0.4203612479474549
2023-10-06,0.5044334975369458
2023-10-07,0.5674876847290641
2023-10-08,0.6935960591133005
2023-10-09,0.5464696223316913
2023-10-10,0.39934318555008214
2023-10-11,0.35730706075533664
2023-10-12,0.5254515599343186
2023-10-13,0.5254515599343186
2023-10-14,0.5464696223316913
2023-10-15,0.735632183908046
2023-10-16,0.4413793103448276
2023-10-17,0.3362889983579639
2023-10-18,0.4413793103448276
2023-10-19,0.5044334975369458
2023-10-20,0.46239737274220033
2023-10-21,0.6725779967159278
2023-10-22,0.8827586206896552
2023-10-23,0.6095238095238096
2023-10-24,0.5044334975369458
2023-10-25,0.4413793103448276
2023-10-26,0.5044334975369458
2023-10-27,0.5044334975369458
2023-10-28,0.6515599343185551
2023-10-29,0.4834154351395731
2023-10-30,0.5674876847290641
2023-10-31,0.39934318555008214
2023-11-01,0.5674876847290641
2023-11-02,0.4203612479474549
2023-11-03,0.5674876847290641
2023-11-04,0.735632183908046
2023-11-05,0.8827586206896552
2023-11-06,0.5464696223316913
2023-11-07,0.35730706075533664
2023-11-08,0.3362889983579639
2023-11-09,0.5464696223316913
2023-11-10,0.5674876847290641
2023-11-11,0.7566502463054188
2023-11-12,0.735632183908046
2023-11-13,0.5044334975369458
2023-11-14,0.4834154351395731
2023-11-15,0.5044334975369458
2023-11-16,0.6095238095238096
2023-11-17,0.4413793103448276
2023-11-18,0.6095238095238096
2023-11-19,0.7146141215106733
2023-11-20,0.6935960591133005
2023-11-21,0.5464696223316913
2023-11-22,0.5674876847290641
2023-11-23,1.0929392446633825
2023-11-24,0.9458128078817735
2023-11-25,0.987848932676519
2023-11-26,0.9458128078817735
2023-11-27,0.6095238095238096
2023-11-28,0.4413793103448276
2023-11-29,0.39934318555008214
2023-11-30,0.4203612479474549
2023-12-01,0.5044334975369458
2023-12-02,0.5885057471264368
2023-12-03,0.987848932676519
2023-12-04,0.5885057471264368
2023-12-05,0.4413793103448276
2023-12-06,0.5885057471264368
2023-12-07,0.5464696223316913
2023-12-08,0.4834154351395731
2023-12-09,0.8617405582922825
2023-12-10,1.1139573070607554
2023-12-11,0.6725779967159278
2023-12-12,0.4413793103448276
2023-12-13,0.5885057471264368
2023-12-14,0.5674876847290641
2023-12-15,0.5464696223316913
2023-12-16,1.0509031198686372
2023-12-17,0.7986863711001643
2023-12-18,0.7146141215106733
2023-12-19,0.6725779967159278
2023-12-20,0.6515599343185551
2023-12-21,0.7566502463054188
2023-12-22,0.7352698035218843
2023-12-23,0.7845535360398619
2023-12-24,0.7352698035218843
2023-12-25,1.048366457165506
2023-12-26,0.8689881660155144
2023-12-27,0.8443462997565258
2023-12-28,1.048366457165506
2023-12-29,0.9392899609308647
2023-12-30,1.048366457165506
2023-12-31,0.9885736934488422
2024-01-01,1.2523866145744862
2024-01-02,0.953422795991167
2024-01-03,0.6508351735462319
2024-01-04,0.724760772323198
2024-01-05,0.8794971972142007
2024-01-06,1.1925938508578224
2024-01-07,1.6886925995130515
2024-01-08,0.9885736934488422
2024-01-09,0.9041390634731896
2024-01-10,0.819704433497537
2024-01-11,0.7106279372628956
2024-01-12,0.819704433497537
2024-01-13,1.0976501896834834
2024-01-14,1.2665194496347887
2024-01-15,1.37559594586943
2024-01-16,0.8794971972142007
2024-01-17,0.819704433497537
2024-01-18,0.8794971972142007
2024-01-19,0.6156842760885568
2024-01-20,1.1328010871411585
2024-01-21,1.2436894853066078
2024-01-22,0.8762357737387464
2024-01-23,0.9610327841005606
2024-01-24,0.9892984542211654
2024-01-25,0.7349074231357228
2024-01-26,1.1023611347035842
2024-01-27,1.441549176150841
2024-01-28,1.2719551554272126
2024-01-29,0.8479701036181417
2024-01-30,0.5935790725326991
2024-01-31,0.5653134024120945
2024-02-01,0.4805163920502803
2024-02-02,0.4522507219296756
2024-02-03,0.9045014438593512
2024-02-04,0.9610327841005606
2024-02-05,0.6218447426533039
2024-02-06,0.5370477322914897
2024-02-07,0.5653134024120945
2024-02-08,0.5653134024120945
2024-02-09,0.7914387633769323
2024-02-10,0.9327671139799559
2024-02-11,0.9892984542211654
2024-02-12,0.5935790725326991
2024-02-13,0.4805163920502803
2024-02-14,0.42398505180907087
2024-02-15,0.5935790725326991
2024-02-16,0.6218447426533039
2024-02-17,1.0740954645829794
2024-02-18,1.0175641243417701
2024-02-19,1.0458297944623747
2024-02-20,0.5653134024120945
2024-02-21,0.6501104127739087
2024-02-22,0.5087820621708851
2024-02-23,0.5935790725326991
2024-02-24,0.9045014438593512
2024-02-25,1.0458297944623747
2024-02-26,0.5935790725326991
2024-02-27,0.5087820621708851
2024-02-28,0.5087820621708851
2024-02-29,0.4522507219296756
2024-03-01,0.5935790725326991
2024-03-02,1.2436894853066078
2024-03-03,2.8265670120604725
2024-03-04,0.9892984542211654
2024-03-05,0.9892984542211654
2024-03-06,1.2719551554272126
2024-03-07,0.7349074231357228
2024-03-08,0.7349074231357228
2024-03-09,1.2719551554272126
2024-03-10,1.7242058773568882
2024-03-11,0.7914387633769323
2024-03-12,0.7914387633769323
2024-03-13,0.5653134024120945
2024-03-14,0.6783760828945133
2024-03-15,0.6783760828945133
2024-03-16,1.4698148462714455
2024-03-17,1.3850178359096315
2024-03-18,0.9610327841005606
2024-03-19,0.5935790725326991
2024-03-20,0.5653134024120945
2024-03-21,0.7914387633769323
2024-03-22,0.6218447426533039
2024-03-23,0.8762357737387464
2024-03-24,1.328486495668422
2024-03-25,1.1023611347035842
2024-03-26,1.0740954645829794
2024-03-27,0.6783760828945133
2024-03-28,0.7066417530151181
2024-03-29,0.9045014438593512
2024-03-30,0.9045014438593512
2024-03-31,1.5546118566332598
2024-04-01,0.7914387633769323
2024-04-02,0.6218447426533039
2024-04-03,0.7066417530151181
2024-04-04,0.5935790725326991
2024-04-05,0.8479701036181417
2024-04-06,0.819704433497537
2024-04-07,1.0740954645829794
2024-04-08,0.5370477322914897
2024-04-09,0.42398505180907087
2024-04-10,0.5935790725326991
2024-04-11,0.7631730932563275
2024-04-12,0.5935790725326991
2024-04-13,0.9610327841005606
2024-04-14,1.1871581450653983
2024-04-15,0.7066417530151181
2024-04-16,0.39571938168846615
2024-04-17,0.6218447426533039
2024-04-18,0.5653134024120945
2024-04-19,0.7631730932563275
2024-04-20,0.8762357737387464
2024-04-21,0.9610327841005606
2024-04-22,0.6783760828945133
2024-04-23,0.5087820621708851
2024-04-24,0.3674537115678614
2024-04-25,0.5087820621708851
2024-04-26,0.6501104127739087
2024-04-27,0.7631730932563275
2024-04-28,0.8762357737387464
2024-04-29,0.5087820621708851
2024-04-30,0.4522507219296756
2024-05-01,0.5370477322914897
2024-05-02,0.42398505180907087
2024-05-03,0.5370477322914897
2024-05-04,0.8479701036181417
2024-05-05,0.6218447426533039
2024-05-06,0.39571938168846615
2024-05-07,0.39571938168846615
2024-05-08,0.5087820621708851
2024-05-09,0.42398505180907087
2024-05-10,0.5653134024120945
2024-05-11,0.819704433497537
2024-05-12,0.7631730932563275
2024-05-13,0.7066417530151181
2024-05-14,0.6783760828945133
2024-05-15,0.5370477322914897
2024-05-16,0.42398505180907087
2024-05-17,0.5370477322914897
2024-05-18,0.8479701036181417
2024-05-19,0.9892984542211654
2024-05-20,0.6501104127739087
2024-05-21,0.5653134024120945
2024-05-22,0.7631730932563275
2024-05-23,0.5935790725326991
2024-05-24,0.7066417530151181
2024-05-25,1.130626804824189
2024-05-26,1.1588924749447937
2024-05-27,1.4980805163920503
2024-05-28,0.6783760828945133
2024-05-29,0.7349074231357228
2024-05-30,0.6501104127739087
2024-05-31,0.7066417530151181
2024-06-01,0.9610327841005606
2024-06-02,1.215423815186003
2024-06-03,0.7914387633769323
2024-06-04,0.5653134024120945
2024-06-05,0.7349074231357228
2024-06-06,0.4805163920502803
2024-06-07,0.7631730932563275
2024-06-08,0.7631730932563275
2024-06-09,0.9892984542211654
2024-06-10,0.8762357737387464
2024-06-11,0.5653134024120945
2024-06-12,0.5935790725326991
2024-06-13,0.7914387633769323
2024-06-14,0.5935790725326991
2024-06-15,0.6501104127739087
2024-06-16,1.0175641243417701
2024-06-17,0.6218447426533039
2024-06-18,0.7631730932563275
2024-06-19,0.7631730932563275
2024-06-20,0.6218447426533039
2024-06-21,0.6218447426533039
2024-06-22,0.6783760828945133
2024-06-23,1.0175641243417701
2024-06-24,0.5653134024120945
2024-06-25,0.9327671139799559
2024-06-26,0.4805163920502803
2024-06-27,0.6501104127739087
2024-06-28,0.7914387633769323
2024-06-29,0.9045014438593512
2024-06-30,0.819704433497537
2024-07-01,0.6501104127739087
2024-07-02,0.5370477322914897
2024-07-03,0.5370477322914897
2024-07-04,1.1871581450653983
2024-07-05,1.215423815186003
2024-07-06,0.9892984542211654
2024-07-07,1.1871581450653983
2024-07-08,0.7914387633769323
2024-07-09,0.7066417530151181
2024-07-10,0.9327671139799559
2024-07-11,0.7914387633769323
2024-07-12,0.8762357737387464
2024-07-13,0.819704433497537
2024-07-14,1.0458297944623747
2024-07-15,0.6218447426533039
2024-07-16,0.5370477322914897
2024-07-17,0.5087820621708851
2024-07-18,0.6501104127739087
2024-07-19,0.7349074231357228
2024-07-20,0.6501104127739087
2024-07-21,1.0740954645829794
2024-07-22,0.6501104127739087
2024-07-23,0.5370477322914897
2024-07-24,0.42398505180907087
2024-07-25,0.5653134024120945
2024-07-26,0.4805163920502803
2024-07-27,0.7349074231357228
2024-07-28,0.8479701036181417
2024-07-29,0.5653134024120945
2024-07-30,0.39571938168846615
2024-07-31,0.4805163920502803
2024-08-01,0.4805163920502803
2024-08-02,0.3674537115678614
2024-08-03,0.5653134024120945
2024-08-04,0.8479701036181417
2024-08-05,0.6783760828945133
2024-08-06,0.5653134024120945
2024-08-07,0.4805163920502803
2024-08-08,0.42398505180907087
2024-08-09,0.6783760828945133
2024-08-10,0.6218447426533039
2024-08-11,0.7349074231357228
2024-08-12,0.3674537115678614
2024-08-13,0.4522507219296756
2024-08-14,0.25439103108544253
2024-08-15,0.39571938168846615
2024-08-16,0.5370477322914897
2024-08-17,0.7066417530151181
2024-08-18,0.9186342789196535
2024-08-19,0.5511805673517921
2024-08-20,0.4663835569899779
2024-08-21,0.3674537115678614
2024-08-22,0.38158654662816377
2024-08-23,0.42398505180907087
2024-08-24,0.6359775777136063
2024-08-25,0.8903686087990488
2024-08-26,0.4098522167487685
2024-08-27,0.19785969084423308
2024-08-28,0.39571938168846615
2024-08-29,0.6359775777136063
2024-08-30,0.7631730932563275
2024-08-31,0.6077119075930015
2024-09-01,0.7490402581960252
2024-09-02,0.5653134024120945
2024-09-03,0.31092237132665196
2024-09-04,0.4522507219296756
2024-09-05,0.4663835569899779
2024-09-06,0.4522507219296756
2024-09-07,0.4522507219296756
2024-09-08,0.5653134024120945
2024-09-09,0.39571938168846615
2024-09-10,0.25439103108544253
2024-09-11,0.28265670120604725
2024-09-12,0.4663835569899779
2024-09-13,0.28265670120604725
2024-09-14,0.33918804144725667
2024-09-15,0.33918804144725667
2024-09-16,0.29678953626634963
2024-09-17,0.33918804144725667
2024-09-18,0.31092237132665196
2024-09-19,0.14132835060302362
2024-09-20,0.33918804144725667
2024-09-21,0.42398505180907087
2024-09-22,0.31092237132665196
2024-09-23,0.19785969084423308
2024-09-24,0.33918804144725667
2024-09-25,0.19785969084423308
2024-09-26,0.28265670120604725
2024-09-27,0.31092237132665196
2024-09-28,0.4805163920502803
2024-09-29,0.31092237132665196
2024-09-30,0.28265670120604725
2024-10-01,0.16959402072362834
2024-10-02,0.19785969084423308
2024-10-03,0.25439103108544253
2024-10-04,0.28265670120604725
2024-10-05,0.39571938168846615
2024-10-06,0.6218447426533039
2024-10-07,0.3674537115678614
2024-10-08,0.2261253609648378
2024-10-09,0.2261253609648378
2024-10-10,0.3674537115678614
2024-10-11,0.33918804144725667
2024-10-12,0.4805163920502803
2024-10-13,0.4805163920502803
2024-10-14,0.33918804144725667
2024-10-15,0.3674537115678614
2024-10-16,0.2261253609648378
2024-10-17,0.33918804144725667
2024-10-18,0.4805163920502803
2024-10-19,0.5087820621708851
2024-10-20,0.5087820621708851
2024-10-21,0.3674537115678614
