Time,jurassic_world_dominion
2024-10-22,0.31092237132665196
2024-10-23,0.3674537115678614
2024-10-24,0.33918804144725667
2024-10-25,0.42398505180907087
2024-10-26,0.28265670120604725
2024-10-27,0.39571938168846615
2024-10-28,0.33918804144725667
2024-10-29,0.28265670120604725
2024-10-30,0.33918804144725667
2024-10-31,0.2261253609648378
2024-11-01,0.25439103108544253
2024-11-02,0.4805163920502803
2024-11-03,0.7914387633769323
2024-11-04,0.3674537115678614
2024-11-05,0.33918804144725667
2024-11-06,0.25439103108544253
2024-11-07,0.31092237132665196
2024-11-08,0.28265670120604725
2024-11-09,0.6218447426533039
2024-11-10,0.7349074231357228
2024-11-11,0.5370477322914897
2024-11-12,0.33918804144725667
2024-11-13,0.39571938168846615
2024-11-14,0.3674537115678614
2024-11-15,0.39571938168846615
2024-11-16,0.6218447426533039
2024-11-17,0.6783760828945133
2024-11-18,0.5370477322914897
2024-11-19,0.42398505180907087
2024-11-20,0.39571938168846615
2024-11-21,0.4522507219296756
2024-11-22,0.42398505180907087
2024-11-23,0.7631730932563275
2024-11-24,0.6783760828945133
2024-11-25,0.4805163920502803
2024-11-26,0.33918804144725667
2024-11-27,0.5653134024120945
2024-11-28,0.6501104127739087
2024-11-29,0.8479701036181417
2024-11-30,0.7914387633769323
2024-12-01,0.8762357737387464
2024-12-02,0.5370477322914897
2024-12-03,0.4805163920502803
2024-12-04,0.4522507219296756
2024-12-05,0.4522507219296756
2024-12-06,0.3674537115678614
2024-12-07,0.7066417530151181
2024-12-08,0.7066417530151181
2024-12-09,0.5653134024120945
2024-12-10,0.5087820621708851
2024-12-11,0.4805163920502803
2024-12-12,0.33918804144725667
2024-12-13,0.5087820621708851
2024-12-14,0.5087820621708851
2024-12-15,0.5087820621708851
2024-12-16,0.4805163920502803
2024-12-17,0.42398505180907087
2024-12-18,0.4522507219296756
2024-12-19,0.42398505180907087
2024-12-20,0.5087820621708851
2024-12-21,0.4522507219296756
2024-12-22,0.4522507219296756
2024-12-23,0.5653134024120945
2024-12-24,0.7914387633769323
2024-12-25,0.5653134024120945
2024-12-26,0.5653134024120945
2024-12-27,0.6501104127739087
2024-12-28,0.6783760828945133
2024-12-29,0.6218447426533039
2024-12-30,0.5370477322914897
2024-12-31,0.5935790725326991
2025-01-01,1.0740954645829794
2025-01-02,0.9045014438593512
2025-01-03,0.5370477322914897
2025-01-04,0.6501104127739087
2025-01-05,0.6783760828945133
2025-01-06,0.4522507219296756
2025-01-07,0.28265670120604725
2025-01-08,0.39571938168846615
2025-01-09,0.39571938168846615
2025-01-10,0.33918804144725667
2025-01-11,0.5087820621708851
2025-01-12,0.5935790725326991
2025-01-13,0.42398505180907087
2025-01-14,0.39571938168846615
2025-01-15,0.39571938168846615
2025-01-16,0.4805163920502803
2025-01-17,0.25439103108544253
2025-01-18,0.4805163920502803
2025-01-19,0.7349074231357228
2025-01-20,0.5087820621708851
2025-01-21,0.3674537115678614
2025-01-22,0.4522507219296756
2025-01-23,0.25439103108544253
2025-01-24,0.25439103108544253
2025-01-25,0.5087820621708851
2025-01-26,0.7066417530151181
2025-01-27,0.5653134024120945
2025-01-28,0.31092237132665196
2025-01-29,0.31092237132665196
2025-01-30,0.3674537115678614
2025-01-31,0.5370477322914897
2025-02-01,0.5653134024120945
2025-02-02,0.8762357737387464
2025-02-03,0.39571938168846615
2025-02-04,0.4805163920502803
2025-02-05,1.4698148462714455
2025-02-06,1.5828775267538646
2025-02-07,1.5828775267538646
2025-02-08,2.0916595889247493
2025-02-09,2.8265670120604725
2025-02-10,1.4980805163920503
2025-02-11,1.215423815186003
2025-02-12,0.9892984542211654
2025-02-13,0.9610327841005606
2025-02-14,0.9327671139799559
2025-02-15,1.6676745371156787
2025-02-16,1.8655342279599119
2025-02-17,1.0175641243417701
2025-02-18,1.130626804824189
2025-02-19,1.0458297944623747
2025-02-20,0.7914387633769323
2025-02-21,0.7631730932563275
2025-02-22,1.1871581450653983
2025-02-23,1.3567521657890267
2025-02-24,0.819704433497537
2025-02-25,0.4522507219296756
2025-02-26,0.5087820621708851
2025-02-27,0.5653134024120945
2025-02-28,0.39571938168846615
2025-03-01,0.7631730932563275
2025-03-02,1.2436894853066078
2025-03-03,0.7914387633769323
2025-03-04,0.6218447426533039
2025-03-05,0.7349074231357228
2025-03-06,0.5935790725326991
2025-03-07,0.6501104127739087
2025-03-08,2.3177849498895875
2025-03-09,1.328486495668422
2025-03-10,0.9327671139799559
2025-03-11,0.4522507219296756
2025-03-12,0.5370477322914897
2025-03-13,0.5370477322914897
2025-03-14,0.5653134024120945
2025-03-15,0.9610327841005606
2025-03-16,2.2895192797689825
2025-03-17,0.6218447426533039
2025-03-18,0.5087820621708851
2025-03-19,0.42398505180907087
2025-03-20,0.4522507219296756
2025-03-21,0.5370477322914897
2025-03-22,1.4980805163920503
2025-03-23,1.4132835060302362
2025-03-24,0.5087820621708851
2025-03-25,0.6501104127739087
2025-03-26,0.3674537115678614
2025-03-27,0.5087820621708851
2025-03-28,0.5935790725326991
2025-03-29,1.3850178359096315
2025-03-30,1.0458297944623747
2025-03-31,0.5370477322914897
2025-04-01,0.5935790725326991
2025-04-02,0.5370477322914897
2025-04-03,0.4805163920502803
2025-04-04,0.7631730932563275
2025-04-05,1.0458297944623747
2025-04-06,1.1588924749447937
2025-04-07,0.9045014438593512
2025-04-08,0.7914387633769323
2025-04-09,0.8479701036181417
2025-04-10,1.0175641243417701
2025-04-11,0.7349074231357228
2025-04-12,1.4980805163920503
2025-04-13,1.3567521657890267
2025-04-14,0.7631730932563275
2025-04-15,0.819704433497537
2025-04-16,0.5653134024120945
2025-04-17,0.4663835569899779
2025-04-18,0.5794462374723968
2025-04-19,0.8762357737387465
2025-04-20,1.6959402072362835
2025-04-21,1.130626804824189
2025-04-22,0.4663835569899779
2025-04-23,0.5653134024120945
2025-04-24,0.4663835569899779
2025-04-25,0.5653134024120945
2025-04-26,1.597010361814167
2025-04-27,1.0316969594020724
2025-04-28,0.5653134024120945
2025-04-29,0.5511805673517921
2025-04-30,0.42398505180907087
2025-05-01,0.8055715984372347
2025-05-02,0.7631730932563275
2025-05-03,0.7773059283166299
2025-05-04,0.9186342789196535
2025-05-05,0.5511805673517921
2025-05-06,0.36745371156786144
2025-05-07,0.4663835569899779
2025-05-08,0.5653134024120945
2025-05-09,0.6783760828945133
2025-05-10,0.5935790725326993
2025-05-11,0.7914387633769323
2025-05-12,0.5794462374723968
2025-05-13,0.33918804144725667
2025-05-14,0.43811788686937325
2025-05-15,0.2261253609648378
2025-05-16,0.33918804144725667
2025-05-17,0.5653134024120945
2025-05-18,0.6783760828945133
2025-05-19,0.4522507219296756
2025-05-20,0.7914387633769323
2025-05-21,1.0175641243417701
2025-05-22,0.5653134024120945
2025-05-23,0.5653134024120945
2025-05-24,0.7914387633769323
2025-05-25,0.9045014438593512
2025-05-26,1.3567521657890267
2025-05-27,0.6783760828945133
2025-05-28,0.5653134024120945
2025-05-29,0.4522507219296756
2025-05-30,0.5653134024120945
2025-05-31,0.7914387633769323
2025-06-01,0.9045014438593512
2025-06-02,0.6783760828945133
2025-06-03,0.6783760828945133
2025-06-04,0.5653134024120945
2025-06-05,0.6783760828945133
2025-06-06,0.7914387633769323
2025-06-07,1.0175641243417701
2025-06-08,1.130626804824189
2025-06-09,0.6783760828945133
2025-06-10,0.9045014438593512
2025-06-11,0.6783760828945133
2025-06-12,1.0175641243417701
2025-06-13,1.130626804824189
2025-06-14,1.4698148462714455
2025-06-15,1.2436894853066078
2025-06-16,1.130626804824189
2025-06-17,1.130626804824189
2025-06-18,1.2436894853066078
2025-06-19,1.4698148462714455
2025-06-20,1.130626804824189
2025-06-21,1.4698148462714455
2025-06-22,1.8090028877187023
2025-06-23,1.4698148462714455
2025-06-24,1.5828775267538646
2025-06-25,1.3567521657890267
2025-06-26,1.4698148462714455
2025-06-27,1.4698148462714455
2025-06-28,3.1657550535077292
2025-06-29,3.391880414472567
2025-06-30,2.4873789706132157
2025-07-01,3.05269237302531
2025-07-02,5.08782062170885
2025-07-03,6.896823509427553
2025-07-04,8.705826397146256
2025-07-05,7.801324953286904
2025-07-06,11.30626804824189
2025-07-07,7.009886189909971
2025-07-08,4.861695260744012
2025-07-09,4.183319177849499
2025-07-10,3.5049430949549856
2025-07-11,4.635569899779175
2025-07-12,5.08782062170885
2025-07-13,5.313945982673688
2025-07-14,3.7310684559198237
2025-07-15,2.7135043315780534
2025-07-16,2.7135043315780534
2025-07-17,2.4873789706132157
2025-07-18,2.3743162901307966
2025-07-19,3.7310684559198237
2025-07-20,4.0702564973670805
2025-07-21,2.6004416510956347
2025-07-22,2.0351282486835403
2025-07-23,1.9220655682011212
2025-07-24,1.6959402072362835
2025-07-25,2.0351282486835403
2025-07-26,2.148190929165959
2025-07-27,2.3743162901307966
2025-07-28,1.3567521657890267
2025-07-29,1.4698148462714455
2025-07-30,1.8090028877187023
2025-07-31,1.4698148462714455
2025-08-01,1.4698148462714455
2025-08-02,1.6959402072362835
2025-08-03,2.0351282486835403
2025-08-04,1.130626804824189
2025-08-05,1.3567521657890267
2025-08-06,1.4698148462714455
2025-08-07,1.3567521657890267
2025-08-08,1.4698148462714455
2025-08-09,1.9220655682011212
2025-08-10,2.3743162901307966
2025-08-11,1.5828775267538646
2025-08-12,1.3567521657890267
2025-08-13,1.2436894853066078
2025-08-14,1.130626804824189
2025-08-15,1.4698148462714455
2025-08-16,1.9220655682011212
2025-08-17,1.5828775267538646
2025-08-18,1.0175641243417701
2025-08-19,0.7914387633769323
2025-08-20,0.6783760828945133
2025-08-21,0.6783760828945133
2025-08-22,0.6783760828945133
2025-08-23,1.0175641243417701
2025-08-24,1.3567521657890267
2025-08-25,0.6783760828945133
2025-08-26,0.6783760828945133
2025-08-27,0.5653134024120945
2025-08-28,1.130626804824189
2025-08-29,0.6783760828945133
2025-08-30,1.130626804824189
2025-08-31,1.0175641243417701
2025-09-01,1.0175641243417701
2025-09-02,0.7914387633769323
2025-09-03,0.5653134024120945
2025-09-04,0.4522507219296756
2025-09-05,0.4522507219296756
2025-09-06,0.9045014438593512
2025-09-07,0.7914387633769323
2025-09-08,0.5653134024120945
2025-09-09,0.4522507219296756
2025-09-10,0.33918804144725667
2025-09-11,0.33918804144725667
2025-09-12,0.4522507219296756
2025-09-13,0.6783760828945133
2025-09-14,0.6783760828945133
2025-09-15,0.4522507219296756
2025-09-16,0.4522507219296756
2025-09-17,0.33918804144725667
2025-09-18,0.33918804144725667
2025-09-19,0.33918804144725667
2025-09-20,0.4522507219296756
2025-09-21,0.5653134024120945
2025-09-22,0.4522507219296756
2025-09-23,0.33918804144725667
2025-09-24,0.33918804144725667
2025-09-25,0.2261253609648378
2025-09-26,0.5653134024120945
2025-09-27,0.4522507219296756
2025-09-28,0.5653134024120945
2025-09-29,0.4522507219296756
2025-09-30,0.33918804144725667
2025-10-01,0.33918804144725667
2025-10-02,0.33918804144725667
2025-10-03,0.33918804144725667
2025-10-04,0.4522507219296756
2025-10-05,0.2261253609648378
2025-10-06,0.33918804144725667
2025-10-07,0.5653134024120945
2025-10-08,0.5653134024120945
2025-10-09,0.2261253609648378
2025-10-10,0.33918804144725667
2025-10-11,0.33918804144725667
2025-10-12,0.6783760828945133
2025-10-13,0.4522507219296756
2025-10-14,0.33918804144725667
2025-10-15,0.33918804144725667
2025-10-16,0.33918804144725667
2025-10-17,0.5653134024120945
2025-10-18,0.4522507219296756
2025-10-19,0.4522507219296756
2025-10-20,0.4522507219296756
2025-10-21,0.33918804144725667
2025-10-22,0.33918804144725667
2025-10-23,0.33918804144725667
2025-10-24,0.33918804144725667
2025-10-25,0.4522507219296756
2025-10-26,0.5653134024120945
2025-10-27,0.4522507219296756
2025-10-28,0.4522507219296756
2025-10-29,0.4522507219296756
2025-10-30,0.4522507219296756
2025-10-31,0.7914387633769323
2025-11-01,1.0175641243417701
2025-11-02,1.130626804824189
2025-11-03,0.7914387633769323
2025-11-04,0.5653134024120945
2025-11-05,0.5653134024120945
2025-11-06,0.4522507219296756
2025-11-07,0.4522507219296756
2025-11-08,0.9045014438593512
2025-11-09,1.0175641243417701
2025-11-10,0.5653134024120945
2025-11-11,0.4522507219296756
2025-11-12,0.33918804144725667
2025-11-13,0.4522507219296756
2025-11-14,0.4522507219296756
2025-11-15,0.6783760828945133
2025-11-16,0.5653134024120945
2025-11-17,0.4522507219296756
2025-11-18,0.4522507219296756
2025-11-19,0.4522507219296756
2025-11-20,0.5653134024120945
2025-11-21,0.5653134024120945
2025-11-22,0.6783760828945133
2025-11-23,1.0175641243417701
2025-11-24,0.7914387633769323
2025-11-25,0.5653134024120945
2025-11-26,0.6783760828945133
2025-11-27,0.7914387633769323
2025-11-28,1.0175641243417701
2025-11-29,1.2436894853066078
2025-11-30,1.2436894853066078
2025-12-01,0.5653134024120945
2025-12-02,0.4522507219296756
2025-12-03,0.4522507219296756
2025-12-04,0.4522507219296756
2025-12-05,0.4522507219296756
2025-12-06,0.5653134024120945
2025-12-07,0.5653134024120945
2025-12-08,0.4522507219296756
2025-12-09,0.33918804144725667
2025-12-10,0.4522507219296756
2025-12-11,0.4465975879055546
2025-12-12,0.3731068455919823
2025-12-13,0.6614166808221504
2025-12-14,0.4465975879055546
2025-12-15,0.3222286393748938
2025-12-16,0.4465975879055546
2025-12-17,0.3731068455919823
2025-12-18,0.35614744351961947
2025-12-19,0.33918804144725667
2025-12-20,0.33918804144725667
2025-12-21,0.9271139799558349
2025-12-22,1.0006047222694072
2025-12-23,0.35614744351961947
2025-12-24,0.46355698997791744
2025-12-25,0.5370477322914897
2025-12-26,0.46355698997791744
2025-12-27,0.5370477322914897
2025-12-28,0.6783760828945133
2025-12-29,0.46355698997791744
2025-12-30,0.4296381858331918
2025-12-31,0.4296381858331918
2026-01-01,0.5879259385085782
2026-01-02,0.46355698997791744
2026-01-03,1.6789808051639206
2026-01-04,1.0006047222694072
2026-01-05,0.46355698997791744
2026-01-06,0.33918804144725667
2026-01-07,0.3731068455919823
2026-01-08,0.3222286393748938
2026-01-09,0.3222286393748938
2026-01-10,0.40702564973670796
2026-01-11,0.508782062170885
2026-01-12,0.40702564973670796
2026-01-13,0.30526923730253097
2026-01-14,0.30526923730253097
2026-01-15,0.3731068455919823
2026-01-16,0.33918804144725667
2026-01-17,0.4748632580261593
2026-01-18,0.6783760828945133
2026-01-19,0.508782062170885
2026-01-20,0.30526923730253097
2026-01-21,0.20351282486835398
2026-01-22,0.23743162901307965
2026-01-23,0.44094445388143366
2026-01-24,0.6444572787497876
2026-01-25,0.508782062170885
2026-01-26,0.33918804144725667
2026-01-27,0.40702564973670796
2026-01-28,0.3731068455919823
2026-01-29,0.33918804144725667
2026-01-30,0.9836453201970443
2026-01-31,0.33918804144725667
2026-02-01,0.508782062170885
2026-02-02,0.3731068455919823
2026-02-03,0.3731068455919823
2026-02-04,0.508782062170885
2026-02-05,0.33918804144725667
2026-02-06,0.5427008663156107
2026-02-07,0.3731068455919823
2026-02-08,0.8479701036181416
2026-02-09,0.33918804144725667
2026-02-10,0.44094445388143366
2026-02-11,0.33918804144725667
2026-02-12,0.40702564973670796
2026-02-13,0.3731068455919823
2026-02-14,0.4748632580261593
2026-02-15,0.7462136911839646
2026-02-16,0.9836453201970443
2026-02-17,1.0514829284864957
2026-02-18,0.5766196704603364
2026-02-19,0.5766196704603364
2026-02-20,0.508782062170885
2026-02-21,0.5766196704603364
2026-02-22,1.0854017326312213
2026-02-23,1.1532393409206727
2026-02-24,0.5427008663156107
2026-02-25,0.44094445388143366
2026-02-26,0.4748632580261593
2026-02-27,0.4748632580261593
2026-02-28,1.1532393409206727
2026-03-01,2.6117479191438764
2026-03-02,2.5439103108544248
2026-03-03,2.4421538984202478
2026-03-04,2.4082350942755224
2026-03-05,2.5778291149991506
2026-03-06,2.2047222694071684
2026-03-07,2.6456667232886018
2026-03-08,3.3918804144725665
2026-03-09,2.136884661117717
2026-03-10,1.4924273823679293
2026-03-11,1.3906709699337523
2026-03-12,1.2889145574995753
2026-03-13,1.2549957533548497
2026-03-14,1.1871581450653983
2026-03-15,1.4924273823679293
2026-03-16,1.1532393409206727
2026-03-17,0.8479701036181416
2026-03-18,0.6105384746050619
2026-03-19,0.7122948870392389
2026-03-20,0.6444572787497876
2026-03-21,0.7801324953286903
2026-03-22,1.1871581450653983
2026-03-23,0.7801324953286903
2026-03-24,0.3731068455919823
2026-03-25,0.5427008663156107
2026-03-26,0.6783760828945133
2026-03-27,0.40702564973670796
2026-03-28,0.7801324953286903
2026-03-29,0.915807711907593
2026-03-30,0.7122948870392389
2026-03-31,0.4748632580261593
2026-04-01,0.5427008663156107
2026-04-02,0.30526923730253097
2026-04-03,0.40702564973670796
2026-04-04,0.8818889077628673
2026-04-05,0.9836453201970443
2026-04-06,0.6444572787497876
2026-04-07,0.4748632580261593
2026-04-08,0.508782062170885
2026-04-09,0.6105384746050619
2026-04-10,0.6105384746050619
2026-04-11,0.6783760828945133
2026-04-12,0.7122948870392389
2026-04-13,0.508782062170885
2026-04-14,0.4748632580261593
2026-04-15,0.2713504331578053
2026-04-16,0.30526923730253097
2026-04-17,0.30526923730253097
2026-04-18,0.5766196704603364
2026-04-19,0.508782062170885
2026-04-20,0.40702564973670796
2026-04-21,0.40702564973670796
2026-04-22,0.3731068455919823
2026-04-23,0.508782062170885
2026-04-24,0.3731068455919823
2026-04-25,0.5766196704603364
2026-04-26,0.6783760828945133
2026-04-27,0.6105384746050619
2026-04-28,0.40702564973670796
2026-04-29,0.44094445388143366
2026-04-30,0.33918804144725667
2026-05-01,0.30526923730253097
2026-05-02,0.5766196704603364
2026-05-03,0.508782062170885
2026-05-04,0.40702564973670796
2026-05-05,0.30526923730253097
2026-05-06,0.2713504331578053
2026-05-07,0.44094445388143366
2026-05-08,0.30526923730253097
2026-05-09,0.44094445388143366
2026-05-10,0.3731068455919823
2026-05-11,0.30526923730253097
2026-05-12,0.30526923730253097
2026-05-13,0.2713504331578053
2026-05-14,0.40702564973670796
2026-05-15,0.4748632580261593
2026-05-16,0.4748632580261593
2026-05-17,0.508782062170885
2026-05-18,0.30526923730253097
2026-05-19,0.4748632580261593
2026-05-20,0.30526923730253097
2026-05-21,0.33918804144725667
2026-05-22,0.4748632580261593
2026-05-23,0.44094445388143366
2026-05-24,0.6105384746050619
2026-05-25,0.5427008663156107
2026-05-26,0.33918804144725667
2026-05-27,0.5766196704603364
2026-05-28,0.33918804144725667
2026-05-29,0.33918804144725667
2026-05-30,0.5427008663156107
2026-05-31,0.915807711907593
