Time,accuweather
2022-04-22,37.0
2022-04-23,37.0
2022-04-24,43.0
2022-04-25,40.0
2022-04-26,34.0
2022-04-27,31.0
2022-04-28,33.0
2022-04-29,34.0
2022-04-30,50.0
2022-05-01,47.0
2022-05-02,40.0
2022-05-03,47.0
2022-05-04,40.0
2022-05-05,46.0
2022-05-06,53.0
2022-05-07,38.0
2022-05-08,38.0
2022-05-09,32.0
2022-05-10,31.0
2022-05-11,35.0
2022-05-12,43.0
2022-05-13,47.0
2022-05-14,54.0
2022-05-15,52.0
2022-05-16,64.0
2022-05-17,36.0
2022-05-18,46.0
2022-05-19,46.0
2022-05-20,67.0
2022-05-21,72.0
2022-05-22,67.0
2022-05-23,44.0
2022-05-24,49.0
2022-05-25,57.0
2022-05-26,56.0
2022-05-27,64.0
2022-05-28,45.0
2022-05-29,39.0
2022-05-30,42.0
2022-05-31,44.0
2022-06-01,55.0
2022-06-02,54.0
2022-06-03,41.0
2022-06-04,43.0
2022-06-05,40.0
2022-06-06,46.0
2022-06-07,47.0
2022-06-08,58.0
2022-06-09,45.0
2022-06-10,45.0
2022-06-11,51.0
2022-06-12,58.0
2022-06-13,57.0
2022-06-14,50.0
2022-06-15,46.0
2022-06-16,57.0
2022-06-17,41.0
2022-06-18,41.0
2022-06-19,36.0
2022-06-20,37.0
2022-06-21,39.0
2022-06-22,49.0
2022-06-23,37.0
2022-06-24,37.0
2022-06-25,49.0
2022-06-26,52.0
2022-06-27,49.0
2022-06-28,37.0
2022-06-29,40.0
2022-06-30,39.0
2022-07-01,52.0
2022-07-02,62.0
2022-07-03,47.0
2022-07-04,49.0
2022-07-05,63.0
2022-07-06,52.0
2022-07-07,44.0
2022-07-08,50.0
2022-07-09,44.0
2022-07-10,40.0
2022-07-11,39.0
2022-07-12,50.0
2022-07-13,41.0
2022-07-14,41.0
2022-07-15,45.0
2022-07-16,50.0
2022-07-17,56.0
2022-07-18,55.0
2022-07-19,40.0
2022-07-20,42.0
2022-07-21,49.0
2022-07-22,40.0
2022-07-23,60.0
2022-07-24,63.0
2022-07-25,60.0
2022-07-26,44.0
2022-07-27,45.0
2022-07-28,50.0
2022-07-29,44.0
2022-07-30,38.0
2022-07-31,44.0
2022-08-01,45.0
2022-08-02,44.0
2022-08-03,50.0
2022-08-04,53.0
2022-08-05,56.0
2022-08-06,52.0
2022-08-07,59.0
2022-08-08,51.0
2022-08-09,47.0
2022-08-10,46.0
2022-08-11,39.0
2022-08-12,36.0
2022-08-13,36.0
2022-08-14,40.0
2022-08-15,39.0
2022-08-16,37.0
2022-08-17,42.0
2022-08-18,43.0
2022-08-19,44.0
2022-08-20,53.0
2022-08-21,58.0
2022-08-22,48.0
2022-08-23,37.0
2022-08-24,32.0
2022-08-25,35.0
2022-08-26,40.0
2022-08-27,37.0
2022-08-28,45.0
2022-08-29,50.90909090909091
2022-08-30,49.31818181818182
2022-08-31,31.954545454545453
2022-09-01,31.954545454545453
2022-09-02,34.63636363636364
2022-09-03,43.36363636363636
2022-09-04,55.27272727272727
2022-09-05,52.0
2022-09-06,41.18181818181819
2022-09-07,34.13636363636364
2022-09-08,30.863636363636367
2022-09-09,36.81818181818182
2022-09-10,46.04545454545455
2022-09-11,46.54545454545455
2022-09-12,39.0
2022-09-13,31.954545454545453
2022-09-14,27.090909090909093
2022-09-15,27.090909090909093
2022-09-16,30.863636363636367
2022-09-17,35.72727272727273
2022-09-18,37.90909090909091
2022-09-19,40.59090909090909
2022-09-20,35.22727272727273
2022-09-21,40.09090909090909
2022-09-22,40.09090909090909
2022-09-23,37.90909090909091
2022-09-24,38.5
2022-09-25,49.31818181818182
2022-09-26,48.227272727272734
2022-09-27,52.0
2022-09-28,74.45454545454545
2022-09-29,52.0
2022-09-30,48.45454545454546
2022-10-01,41.36363636363637
2022-10-02,33.09090909090909
2022-10-03,33.09090909090909
2022-10-04,31.90909090909091
2022-10-05,29.545454545454547
2022-10-06,29.545454545454547
2022-10-07,31.90909090909091
2022-10-08,26.0
2022-10-09,27.181818181818183
2022-10-10,27.181818181818183
2022-10-11,30.72727272727273
2022-10-12,44.909090909090914
2022-10-13,42.54545454545455
2022-10-14,29.545454545454547
2022-10-15,33.09090909090909
2022-10-16,36.63636363636364
2022-10-17,39.0
2022-10-18,33.09090909090909
2022-10-19,30.72727272727273
2022-10-20,27.181818181818183
2022-10-21,26.0
2022-10-22,27.181818181818183
2022-10-23,37.81818181818182
2022-10-24,40.18181818181819
2022-10-25,39.0
2022-10-26,30.72727272727273
2022-10-27,27.181818181818183
2022-10-28,31.90909090909091
2022-10-29,29.545454545454547
2022-10-30,33.09090909090909
2022-10-31,33.09090909090909
2022-11-01,29.545454545454547
2022-11-02,29.545454545454547
2022-11-03,30.72727272727273
2022-11-04,43.72727272727273
2022-11-05,46.09090909090909
2022-11-06,35.45454545454545
2022-11-07,35.45454545454545
2022-11-08,36.63636363636364
2022-11-09,40.18181818181819
2022-11-10,47.27272727272727
2022-11-11,50.81818181818182
2022-11-12,39.0
2022-11-13,34.27272727272727
2022-11-14,39.0
2022-11-15,44.909090909090914
2022-11-16,35.45454545454545
2022-11-17,34.27272727272727
2022-11-18,37.81818181818182
2022-11-19,35.45454545454545
2022-11-20,33.09090909090909
2022-11-21,27.181818181818183
2022-11-22,26.0
2022-11-23,24.81818181818182
2022-11-24,28.363636363636367
2022-11-25,33.09090909090909
2022-11-26,31.90909090909091
2022-11-27,36.63636363636364
2022-11-28,29.545454545454547
2022-11-29,39.0
2022-11-30,40.18181818181819
2022-12-01,31.90909090909091
2022-12-02,29.545454545454547
2022-12-03,35.45454545454545
2022-12-04,28.363636363636367
2022-12-05,29.545454545454547
2022-12-06,30.72727272727273
2022-12-07,30.72727272727273
2022-12-08,35.45454545454545
2022-12-09,35.45454545454545
2022-12-10,35.45454545454545
2022-12-11,42.54545454545455
2022-12-12,43.72727272727273
2022-12-13,52.0
2022-12-14,63.81818181818182
2022-12-15,73.27272727272728
2022-12-16,46.09090909090909
2022-12-17,37.81818181818182
2022-12-18,44.909090909090914
2022-12-19,62.63636363636364
2022-12-20,82.72727272727273
2022-12-21,93.36363636363637
2022-12-22,118.18181818181819
2022-12-23,106.36363636363637
2022-12-24,55.54545454545455
2022-12-25,42.54545454545455
2022-12-26,43.72727272727273
2022-12-27,39.0
2022-12-28,34.27272727272727
2022-12-29,36.63636363636364
2022-12-30,35.45454545454545
2022-12-31,37.81818181818182
2023-01-01,35.45454545454545
2023-01-02,42.54545454545455
2023-01-03,48.45454545454546
2023-01-04,43.72727272727273
2023-01-05,41.36363636363637
2023-01-06,31.90909090909091
2023-01-07,28.363636363636367
2023-01-08,35.45454545454545
2023-01-09,31.90909090909091
2023-01-10,33.09090909090909
2023-01-11,34.27272727272727
2023-01-12,44.909090909090914
2023-01-13,37.81818181818182
2023-01-14,31.90909090909091
2023-01-15,33.09090909090909
2023-01-16,39.0
2023-01-17,37.81818181818182
2023-01-18,41.36363636363637
2023-01-19,46.09090909090909
2023-01-20,36.63636363636364
2023-01-21,34.27272727272727
2023-01-22,47.27272727272727
2023-01-23,46.09090909090909
2023-01-24,67.36363636363637
2023-01-25,75.63636363636364
2023-01-26,39.0
2023-01-27,33.09090909090909
2023-01-28,36.63636363636364
2023-01-29,42.54545454545455
2023-01-30,46.09090909090909
2023-01-31,47.27272727272727
2023-02-01,37.81818181818182
2023-02-02,35.45454545454545
2023-02-03,36.63636363636364
2023-02-04,34.27272727272727
2023-02-05,30.72727272727273
2023-02-06,28.363636363636367
2023-02-07,31.90909090909091
2023-02-08,33.09090909090909
2023-02-09,35.45454545454545
2023-02-10,33.09090909090909
2023-02-11,34.27272727272727
2023-02-12,31.90909090909091
2023-02-13,34.27272727272727
2023-02-14,37.81818181818182
2023-02-15,42.54545454545455
2023-02-16,53.18181818181819
2023-02-17,37.81818181818182
2023-02-18,29.545454545454547
2023-02-19,33.09090909090909
2023-02-20,41.36363636363637
2023-02-21,50.81818181818182
2023-02-22,73.27272727272728
2023-02-23,48.45454545454546
2023-02-24,40.18181818181819
2023-02-25,43.72727272727273
2023-02-26,43.72727272727273
2023-02-27,76.81818181818183
2023-02-28,46.09090909090909
2023-03-01,47.27272727272727
2023-03-02,63.81818181818182
2023-03-03,75.63636363636364
2023-03-04,44.909090909090914
2023-03-05,37.81818181818182
2023-03-06,36.63636363636364
2023-03-07,34.27272727272727
2023-03-08,37.81818181818182
2023-03-09,50.81818181818182
2023-03-10,52.0
2023-03-11,43.72727272727273
2023-03-12,49.63636363636364
2023-03-13,60.27272727272727
2023-03-14,53.18181818181819
2023-03-15,39.0
2023-03-16,41.36363636363637
2023-03-17,41.36363636363637
2023-03-18,34.27272727272727
2023-03-19,35.45454545454545
2023-03-20,33.09090909090909
2023-03-21,39.0
2023-03-22,39.0
2023-03-23,43.72727272727273
2023-03-24,39.0
2023-03-25,42.54545454545455
2023-03-26,41.36363636363637
2023-03-27,40.18181818181819
2023-03-28,35.45454545454545
2023-03-29,36.63636363636364
2023-03-30,43.72727272727273
2023-03-31,72.0909090909091
2023-04-01,72.0909090909091
2023-04-02,41.36363636363637
2023-04-03,41.36363636363637
2023-04-04,54.36363636363637
2023-04-05,79.18181818181819
2023-04-06,47.27272727272727
2023-04-07,39.0
2023-04-08,35.45454545454545
2023-04-09,30.72727272727273
2023-04-10,34.27272727272727
2023-04-11,29.545454545454547
2023-04-12,31.90909090909091
2023-04-13,36.63636363636364
2023-04-14,39.0
2023-04-15,59.09090909090909
2023-04-16,53.18181818181819
2023-04-17,37.81818181818182
2023-04-18,35.45454545454545
2023-04-19,35.45454545454545
2023-04-20,48.45454545454546
2023-04-21,43.72727272727273
2023-04-22,50.81818181818182
2023-04-23,47.27272727272727
2023-04-24,35.45454545454545
2023-04-25,40.18181818181819
2023-04-26,41.33674193167042
2023-04-27,42.96039721007212
2023-04-28,49.604090318004495
2023-04-29,50.7113725026599
2023-04-30,48.496808133349106
2023-05-01,38.01489537770422
2023-05-02,33.585766639082635
2023-05-03,33.06939354533633
2023-05-04,35.80033100839343
2023-05-05,39.122177562359624
2023-05-06,44.658588485636606
2023-05-07,56.76415651968318
2023-05-08,47.980435039602796
2023-05-09,42.44402411632581
2023-05-10,34.69304882373804
2023-05-11,38.605804468613314
2023-05-12,51.2277455964062
2023-05-13,60.602376167395676
2023-05-14,42.96039721007212
2023-05-15,37.49852228395792
2023-05-16,40.22945974701502
2023-05-17,34.69304882373804
2023-05-18,37.49852228395792
2023-05-19,44.658588485636606
2023-05-20,47.3895259486937
2023-05-21,33.06939354533633
2023-05-22,29.231173897623837
2023-05-23,31.962111360680936
2023-05-24,36.39124009930252
2023-05-25,35.283957914647125
2023-05-26,28.916893249793127
2023-05-27,33.04787799976357
2023-05-28,35.1133703747488
2023-05-29,36.1461165622414
2023-05-30,32.01513181227096
2023-05-31,35.1133703747488
2023-06-01,40.277101312211855
2023-06-02,42.34259368719707
2023-06-03,48.539070812152744
2023-06-04,42.34259368719707
2023-06-05,37.178862749734016
2023-06-06,41.30984749970446
2023-06-07,38.21160893722663
2023-06-08,39.24435512471924
2023-06-09,39.24435512471924
2023-06-10,50.60456318713797
2023-06-11,58.86653268707886
2023-06-12,49.57181699964536
2023-06-13,43.375339874689686
2023-06-14,50.60456318713797
2023-06-15,51.63730937463058
2023-06-16,62.99751743704931
2023-06-17,46.473578437167525
2023-06-18,49.57181699964536
2023-06-19,46.473578437167525
2023-06-20,46.473578437167525
2023-06-21,47.50632462466013
2023-06-22,49.57181699964536
2023-06-23,61.9647712495567
2023-06-24,60.932025062064085
2023-06-25,79.52145643693109
2023-06-26,71.2594869369902
2023-06-27,54.735547937108414
2023-06-28,45.44083224967491
2023-06-29,56.80104031209364
2023-06-30,50.60456318713797
2023-07-01,74.35772549946803
2023-07-02,82.61969499940892
2023-07-03,62.99751743704931
2023-07-04,68.16124837451237
2023-07-05,54.735547937108414
2023-07-06,49.57181699964536
2023-07-07,48.539070812152744
2023-07-08,61.9647712495567
2023-07-09,58.86653268707886
2023-07-10,40.277101312211855
2023-07-11,41.30984749970446
2023-07-12,48.539070812152744
2023-07-13,50.60456318713797
2023-07-14,71.2594869369902
2023-07-15,73.32497931197543
2023-07-16,61.9647712495567
2023-07-17,43.375339874689686
2023-07-18,45.44083224967491
2023-07-19,50.60456318713797
2023-07-20,51.63730937463058
2023-07-21,46.473578437167525
2023-07-22,42.34259368719707
2023-07-23,49.57181699964536
2023-07-24,43.375339874689686
2023-07-25,45.44083224967491
2023-07-26,51.63730937463058
2023-07-27,53.7028017496158
2023-07-28,55.76829412460103
2023-07-29,72.2922331244828
2023-07-30,40.277101312211855
2023-07-31,37.178862749734016
2023-08-01,32.01513181227096
2023-08-02,34.080624187256184
2023-08-03,38.21160893722663
2023-08-04,45.44083224967491
2023-08-05,47.50632462466013
2023-08-06,55.76829412460103
2023-08-07,80.55420262442371
2023-08-08,42.34259368719707
2023-08-09,44.4080860621823
2023-08-10,49.57181699964536
2023-08-11,45.44083224967491
2023-08-12,58.86653268707886
2023-08-13,50.60456318713797
2023-08-14,55.76829412460103
2023-08-15,48.539070812152744
2023-08-16,37.178862749734016
2023-08-17,45.44083224967491
2023-08-18,40.277101312211855
2023-08-19,43.375339874689686
2023-08-20,48.539070812152744
2023-08-21,39.24435512471924
2023-08-22,38.21160893722663
2023-08-23,42.34259368719707
2023-08-24,47.50632462466013
2023-08-25,51.63730937463058
2023-08-26,44.4080860621823
2023-08-27,43.375339874689686
2023-08-28,45.44083224967491
2023-08-29,52.67005556212319
2023-08-30,51.63730937463058
2023-08-31,29.949639437285736
2023-09-01,27.884147062300514
2023-09-02,29.949639437285736
2023-09-03,28.916893249793127
2023-09-04,32.01513181227096
2023-09-05,33.04787799976357
2023-09-06,40.277101312211855
2023-09-07,39.24435512471924
2023-09-08,49.57181699964536
2023-09-09,57.83378649958625
2023-09-10,45.44083224967491
2023-09-11,41.30984749970446
2023-09-12,38.21160893722663
2023-09-13,38.21160893722663
2023-09-14,30.98238562477835
2023-09-15,33.04787799976357
2023-09-16,42.34259368719707
2023-09-17,40.277101312211855
2023-09-18,30.98238562477835
2023-09-19,29.949639437285736
2023-09-20,33.04787799976357
2023-09-21,39.24435512471924
2023-09-22,43.375339874689686
2023-09-23,51.63730937463058
2023-09-24,45.44083224967491
2023-09-25,41.30984749970446
2023-09-26,38.21160893722663
2023-09-27,36.1461165622414
2023-09-28,33.04787799976357
2023-09-29,37.178862749734016
2023-09-30,35.1133703747488
2023-10-01,25.81865468731529
2023-10-02,26.8514008748079
2023-10-03,30.98238562477835
2023-10-04,38.21160893722663
2023-10-05,42.34259368719707
2023-10-06,41.30984749970446
2023-10-07,40.277101312211855
2023-10-08,29.949639437285736
2023-10-09,28.916893249793127
2023-10-10,29.949639437285736
2023-10-11,37.178862749734016
2023-10-12,38.21160893722663
2023-10-13,39.24435512471924
2023-10-14,41.30984749970446
2023-10-15,30.98238562477835
2023-10-16,29.949639437285736
2023-10-17,25.81865468731529
2023-10-18,26.8514008748079
2023-10-19,33.04787799976357
2023-10-20,36.1461165622414
2023-10-21,32.01513181227096
2023-10-22,27.884147062300514
2023-10-23,34.080624187256184
2023-10-24,37.178862749734016
2023-10-25,36.1461165622414
2023-10-26,35.1133703747488
2023-10-27,36.1461165622414
2023-10-28,39.24435512471924
2023-10-29,41.30984749970446
2023-10-30,36.1461165622414
2023-10-31,33.04787799976357
2023-11-01,32.01513181227096
2023-11-02,24.78590849982268
2023-11-03,23.753162312330065
2023-11-04,25.81865468731529
2023-11-05,24.78590849982268
2023-11-06,26.8514008748079
2023-11-07,25.81865468731529
2023-11-08,27.884147062300514
2023-11-09,35.1133703747488
2023-11-10,29.949639437285736
2023-11-11,26.8514008748079
2023-11-12,25.81865468731529
2023-11-13,29.949639437285736
2023-11-14,25.81865468731529
2023-11-15,29.949639437285736
2023-11-16,32.01513181227096
2023-11-17,33.04787799976357
2023-11-18,27.884147062300514
2023-11-19,26.8514008748079
2023-11-20,34.080624187256184
2023-11-21,39.24435512471924
2023-11-22,29.949639437285736
2023-11-23,20.65492374985223
2023-11-24,25.81865468731529
2023-11-25,28.916893249793127
2023-11-26,38.21160893722663
2023-11-27,30.98238562477835
2023-11-28,30.98238562477835
2023-11-29,27.884147062300514
2023-11-30,30.98238562477835
2023-12-01,36.1461165622414
2023-12-02,33.04787799976357
2023-12-03,34.080624187256184
2023-12-04,26.8514008748079
2023-12-05,26.8514008748079
2023-12-06,25.81865468731529
2023-12-07,26.8514008748079
2023-12-08,28.916893249793127
2023-12-09,37.178862749734016
2023-12-10,47.50632462466013
2023-12-11,33.04787799976357
2023-12-12,21.687669937344843
2023-12-13,23.753162312330065
2023-12-14,23.753162312330065
2023-12-15,28.916893249793127
2023-12-16,38.21160893722663
2023-12-17,42.34259368719707
2023-12-18,44.4080860621823
2023-12-19,29.949639437285736
2023-12-20,25.81865468731529
2023-12-21,26.8514008748079
2023-12-22,29.949639437285736
2023-12-23,27.884147062300514
2023-12-24,33.04787799976357
2023-12-25,34.080624187256184
2023-12-26,37.178862749734016
2023-12-27,36.1461165622414
2023-12-28,32.01513181227096
2023-12-29,28.916893249793127
2023-12-30,27.884147062300514
2023-12-31,25.81865468731529
2024-01-01,27.884147062300514
2024-01-02,36.1461165622414
2024-01-03,47.50632462466013
2024-01-04,46.473578437167525
2024-01-05,53.7028017496158
2024-01-06,73.32497931197543
2024-01-07,46.473578437167525
2024-01-08,76.42321787445326
2024-01-09,103.27461874926117
2024-01-10,64.03026362454192
2024-01-11,70.2267407494976
2024-01-12,102.24187256176855
2024-01-13,69.19399456200497
2024-01-14,72.2922331244828
2024-01-15,81.58694881191632
2024-01-16,74.35772549946803
2024-01-17,54.735547937108414
2024-01-18,73.32497931197543
2024-01-19,73.32497931197543
2024-01-20,47.50632462466013
2024-01-21,41.30984749970446
2024-01-22,53.7028017496158
2024-01-23,41.30984749970446
2024-01-24,39.24435512471924
2024-01-25,36.1461165622414
2024-01-26,30.98238562477835
2024-01-27,29.949639437285736
2024-01-28,32.01513181227096
2024-01-29,26.8514008748079
2024-01-30,23.753162312330065
2024-01-31,22.720416124837456
2024-02-01,23.753162312330065
2024-02-02,24.78590849982268
2024-02-03,26.8514008748079
2024-02-04,30.98238562477835
2024-02-05,27.884147062300514
2024-02-06,24.78590849982268
2024-02-07,23.753162312330065
2024-02-08,27.884147062300514
2024-02-09,25.81865468731529
2024-02-10,33.04787799976357
2024-02-11,32.01513181227096
2024-02-12,45.44083224967491
2024-02-13,40.277101312211855
2024-02-14,23.753162312330065
2024-02-15,33.04787799976357
2024-02-16,38.21160893722663
2024-02-17,34.080624187256184
2024-02-18,26.8514008748079
2024-02-19,23.753162312330065
2024-02-20,21.687669937344843
2024-02-21,20.65492374985223
2024-02-22,23.753162312330065
2024-02-23,23.753162312330065
2024-02-24,21.687669937344843
2024-02-25,20.65492374985223
2024-02-26,27.884147062300514
2024-02-27,38.21160893722663
2024-02-28,41.30984749970446
2024-02-29,27.884147062300514
2024-03-01,27.884147062300514
2024-03-02,28.916893249793127
2024-03-03,28.916893249793127
2024-03-04,30.98238562477835
2024-03-05,35.1133703747488
2024-03-06,35.1133703747488
2024-03-07,28.916893249793127
2024-03-08,30.98238562477835
2024-03-09,29.949639437285736
2024-03-10,27.884147062300514
2024-03-11,24.78590849982268
2024-03-12,23.753162312330065
2024-03-13,28.916893249793127
2024-03-14,42.34259368719707
2024-03-15,37.178862749734016
2024-03-16,27.884147062300514
2024-03-17,28.916893249793127
2024-03-18,28.916893249793127
2024-03-19,26.8514008748079
2024-03-20,28.916893249793127
2024-03-21,34.080624187256184
2024-03-22,41.30984749970446
2024-03-23,40.277101312211855
2024-03-24,34.080624187256184
2024-03-25,36.1461165622414
2024-03-26,34.080624187256184
2024-03-27,30.98238562477835
2024-03-28,26.8514008748079
2024-03-29,24.78590849982268
2024-03-30,30.98238562477835
2024-03-31,30.98238562477835
2024-04-01,44.4080860621823
2024-04-02,60.932025062064085
2024-04-03,45.44083224967491
2024-04-04,34.080624187256184
2024-04-05,27.884147062300514
2024-04-06,24.78590849982268
2024-04-07,30.98238562477835
2024-04-08,29.949639437285736
2024-04-09,32.01513181227096
2024-04-10,38.21160893722663
2024-04-11,37.178862749734016
2024-04-12,33.04787799976357
2024-04-13,23.753162312330065
2024-04-14,29.949639437285736
2024-04-15,29.949639437285736
2024-04-16,39.24435512471924
2024-04-17,39.24435512471924
2024-04-18,34.080624187256184
2024-04-19,28.916893249793127
2024-04-20,28.916893249793127
2024-04-21,27.884147062300514
2024-04-22,24.78590849982268
2024-04-23,27.884147062300514
2024-04-24,27.884147062300514
2024-04-25,26.8514008748079
2024-04-26,37.178862749734016
2024-04-27,44.4080860621823
2024-04-28,49.57181699964536
2024-04-29,38.21160893722663
2024-04-30,32.01513181227096
2024-05-01,30.98238562477835
2024-05-02,35.1133703747488
2024-05-03,37.178862749734016
2024-05-04,43.375339874689686
2024-05-05,38.21160893722663
2024-05-06,36.1461165622414
2024-05-07,49.57181699964536
2024-05-08,44.4080860621823
2024-05-09,46.473578437167525
2024-05-10,34.080624187256184
2024-05-11,30.98238562477835
2024-05-12,34.080624187256184
2024-05-13,38.21160893722663
2024-05-14,41.30984749970446
2024-05-15,37.178862749734016
2024-05-16,37.178862749734016
2024-05-17,38.21160893722663
2024-05-18,36.1461165622414
2024-05-19,32.01513181227096
2024-05-20,38.21160893722663
2024-05-21,42.34259368719707
2024-05-22,43.375339874689686
2024-05-23,42.34259368719707
2024-05-24,41.30984749970446
2024-05-25,44.4080860621823
2024-05-26,56.80104031209364
2024-05-27,56.80104031209364
2024-05-28,46.473578437167525
2024-05-29,37.178862749734016
2024-05-30,32.01513181227096
2024-05-31,32.01513181227096
2024-06-01,36.1461165622414
2024-06-02,38.21160893722663
2024-06-03,36.1461165622414
2024-06-04,37.178862749734016
2024-06-05,47.50632462466013
2024-06-06,39.24435512471924
2024-06-07,29.949639437285736
2024-06-08,33.04787799976357
2024-06-09,34.080624187256184
2024-06-10,27.884147062300514
2024-06-11,30.98238562477835
2024-06-12,32.01513181227096
2024-06-13,37.178862749734016
2024-06-14,38.21160893722663
2024-06-15,29.949639437285736
2024-06-16,33.04787799976357
2024-06-17,43.375339874689686
2024-06-18,42.34259368719707
2024-06-19,41.30984749970446
2024-06-20,41.30984749970446
2024-06-21,40.277101312211855
2024-06-22,47.50632462466013
2024-06-23,50.60456318713797
2024-06-24,34.080624187256184
2024-06-25,43.375339874689686
2024-06-26,41.30984749970446
2024-06-27,36.1461165622414
2024-06-28,35.1133703747488
2024-06-29,46.473578437167525
2024-06-30,48.539070812152744
2024-07-01,34.080624187256184
2024-07-02,34.080624187256184
2024-07-03,40.277101312211855
2024-07-04,52.67005556212319
2024-07-05,52.67005556212319
2024-07-06,45.44083224967491
2024-07-07,45.44083224967491
2024-07-08,44.4080860621823
2024-07-09,43.375339874689686
2024-07-10,46.473578437167525
2024-07-11,34.080624187256184
2024-07-12,37.178862749734016
2024-07-13,37.178862749734016
2024-07-14,36.1461165622414
2024-07-15,45.44083224967491
2024-07-16,49.57181699964536
2024-07-17,44.4080860621823
2024-07-18,34.080624187256184
2024-07-19,24.78590849982268
2024-07-20,33.04787799976357
2024-07-21,35.1133703747488
2024-07-22,37.178862749734016
2024-07-23,41.30984749970446
2024-07-24,36.1461165622414
2024-07-25,34.080624187256184
2024-07-26,24.78590849982268
2024-07-27,24.78590849982268
2024-07-28,34.080624187256184
2024-07-29,40.277101312211855
2024-07-30,41.30984749970446
2024-07-31,38.21160893722663
2024-08-01,39.24435512471924
2024-08-02,45.44083224967491
2024-08-03,48.539070812152744
2024-08-04,48.539070812152744
2024-08-05,46.473578437167525
2024-08-06,52.67005556212319
2024-08-07,44.4080860621823
2024-08-08,42.34259368719707
2024-08-09,43.375339874689686
2024-08-10,23.753162312330065
2024-08-11,25.81865468731529
2024-08-12,27.884147062300514
2024-08-13,23.753162312330065
2024-08-14,26.8514008748079
2024-08-15,35.1133703747488
2024-08-16,37.178862749734016
2024-08-17,45.44083224967491
2024-08-18,44.149899515309144
2024-08-19,30.982385624778345
2024-08-20,21.816763210781417
2024-08-21,20.65492374985223
2024-08-22,23.494975765456914
2024-08-23,20.65492374985223
2024-08-24,20.65492374985223
2024-08-25,24.6568152263861
2024-08-26,34.14517082397447
2024-08-27,34.984277101312216
2024-08-28,34.984277101312216
2024-08-29,38.14706230050834
2024-08-30,36.98522283957915
2024-08-31,34.467904007565906
2024-09-01,33.82243764038303
2024-09-02,24.97954840997754
2024-09-03,23.817708949048352
2024-09-04,21.816763210781417
2024-09-05,26.980494148244475
2024-09-06,33.30606454663672
2024-09-07,30.143279347440597
2024-09-08,22.655869488119166
2024-09-09,24.6568152263861
2024-09-10,25.818654687315288
2024-09-11,26.657760964653036
2024-09-12,28.981439886511414
2024-09-13,26.141387870906733
2024-09-14,23.817708949048352
2024-09-15,23.494975765456914
2024-09-16,26.980494148244475
2024-09-17,26.46412105449817
2024-09-18,23.882255585766643
2024-09-19,24.527721952949523
2024-09-20,25.173188320132404
2024-09-21,30.33691925759546
2024-09-22,32.27331835914411
2024-09-23,34.20971746069276
2024-09-24,41.955313866887344
2024-09-25,44.53717933561887
2024-09-26,61.96477124955669
2024-09-27,50.99184300744769
2024-09-28,31.62785199196123
