Time,shortage
2024-09-24,8.178719516480426
2024-09-25,8.178719516480426
2024-09-26,8.178719516480426
2024-09-27,6.887342750720359
2024-09-28,6.456883828800336
2024-09-29,7.748260594560404
2024-09-30,12.913767657600673
2024-10-01,21.0924871740811
2024-10-02,30.993042378241615
2024-10-03,43.04589219200224
2024-10-04,25.827535315201345
2024-10-05,13.344226579520695
2024-10-06,10.33101412608054
2024-10-07,13.774685501440718
2024-10-08,15.92698011104083
2024-10-09,14.205144423360741
2024-10-10,12.913767657600673
2024-10-11,12.052849813760629
2024-10-12,10.33101412608054
2024-10-13,9.900555204160517
2024-10-14,12.913767657600673
2024-10-15,12.913767657600673
2024-10-16,12.052849813760629
2024-10-17,11.622390891840606
2024-10-18,10.33101412608054
2024-10-19,7.748260594560404
2024-10-20,7.317801672640382
2024-10-21,9.900555204160517
2024-10-22,10.76147304800056
2024-10-23,9.900555204160517
2024-10-24,9.470096282240494
2024-10-25,9.470096282240494
2024-10-26,6.887342750720359
2024-10-27,6.887342750720359
2024-10-28,9.470096282240494
2024-10-29,9.039637360320471
2024-10-30,9.470096282240494
2024-10-31,8.609178438400448
2024-11-01,7.748260594560404
2024-11-02,6.456883828800336
2024-11-03,6.887342750720359
2024-11-04,8.178719516480426
2024-11-05,7.748260594560404
2024-11-06,6.026424906880314
2024-11-07,7.317801672640382
2024-11-08,7.317801672640382
2024-11-09,5.595965984960292
2024-11-10,6.026424906880314
2024-11-11,7.317801672640382
2024-11-12,8.609178438400448
2024-11-13,8.178719516480426
2024-11-14,7.748260594560404
2024-11-15,6.887342750720359
2024-11-16,5.595965984960292
2024-11-17,6.026424906880314
2024-11-18,8.609178438400448
2024-11-19,8.178719516480426
2024-11-20,7.748260594560404
2024-11-21,8.609178438400448
2024-11-22,7.748260594560404
2024-11-23,6.026424906880314
2024-11-24,6.026424906880314
2024-11-25,8.178719516480426
2024-11-26,7.748260594560404
2024-11-27,6.456883828800336
2024-11-28,4.735048141120247
2024-11-29,4.304589219200224
2024-11-30,5.595965984960292
2024-12-01,5.595965984960292
2024-12-02,6.887342750720359
2024-12-03,7.317801672640382
2024-12-04,7.317801672640382
2024-12-05,6.887342750720359
2024-12-06,6.887342750720359
2024-12-07,5.16550706304027
2024-12-08,6.026424906880314
2024-12-09,6.456883828800336
2024-12-10,7.748260594560404
2024-12-11,7.317801672640382
2024-12-12,7.748260594560404
2024-12-13,6.887342750720359
2024-12-14,4.735048141120247
2024-12-15,5.16550706304027
2024-12-16,6.887342750720359
2024-12-17,7.748260594560404
2024-12-18,7.317801672640382
2024-12-19,7.317801672640382
2024-12-20,6.887342750720359
2024-12-21,6.456883828800336
2024-12-22,6.026424906880314
2024-12-23,6.887342750720359
2024-12-24,6.887342750720359
2024-12-25,4.304589219200224
2024-12-26,5.595965984960292
2024-12-27,6.026424906880314
2024-12-28,6.026424906880314
2024-12-29,6.456883828800336
2024-12-30,7.317801672640382
2024-12-31,7.748260594560404
2025-01-01,6.026424906880314
2025-01-02,6.887342750720359
2025-01-03,8.609178438400448
2025-01-04,8.609178438400448
2025-01-05,9.900555204160517
2025-01-06,11.191931969920583
2025-01-07,12.052849813760629
2025-01-08,12.483308735680652
2025-01-09,13.344226579520695
2025-01-10,12.052849813760629
2025-01-11,22.383863939841167
2025-01-12,14.205144423360741
2025-01-13,12.483308735680652
2025-01-14,12.483308735680652
2025-01-15,12.052849813760629
2025-01-16,10.33101412608054
2025-01-17,9.470096282240494
2025-01-18,9.039637360320471
2025-01-19,8.178719516480426
2025-01-20,8.178719516480426
2025-01-21,9.470096282240494
2025-01-22,9.470096282240494
2025-01-23,11.191931969920583
2025-01-24,9.900555204160517
2025-01-25,9.039637360320471
2025-01-26,10.33101412608054
2025-01-27,12.052849813760629
2025-01-28,13.344226579520695
2025-01-29,11.622390891840606
2025-01-30,11.622390891840606
2025-01-31,12.483308735680652
2025-02-01,10.33101412608054
2025-02-02,12.483308735680652
2025-02-03,12.913767657600673
2025-02-04,13.774685501440718
2025-02-05,13.774685501440718
2025-02-06,13.344226579520695
2025-02-07,12.052849813760629
2025-02-08,10.33101412608054
2025-02-09,11.191931969920583
2025-02-10,10.33101412608054
2025-02-11,13.774685501440718
2025-02-12,12.913767657600673
2025-02-13,12.052849813760629
2025-02-14,11.191931969920583
2025-02-15,8.609178438400448
2025-02-16,10.76147304800056
2025-02-17,11.191931969920583
2025-02-18,11.622390891840606
2025-02-19,11.191931969920583
2025-02-20,9.470096282240494
2025-02-21,10.33101412608054
2025-02-22,9.900555204160517
2025-02-23,11.622390891840606
2025-02-24,10.76147304800056
2025-02-25,12.052849813760629
2025-02-26,10.76147304800056
2025-02-27,9.900555204160517
2025-02-28,9.039637360320471
2025-03-01,6.887342750720359
2025-03-02,7.748260594560404
2025-03-03,8.609178438400448
2025-03-04,8.609178438400448
2025-03-05,8.609178438400448
2025-03-06,9.039637360320471
2025-03-07,8.609178438400448
2025-03-08,6.887342750720359
2025-03-09,6.456883828800336
2025-03-10,8.609178438400448
2025-03-11,9.039637360320471
2025-03-12,9.039637360320471
2025-03-13,8.178719516480426
2025-03-14,7.317801672640382
2025-03-15,6.887342750720359
2025-03-16,6.887342750720359
2025-03-17,8.178719516480426
2025-03-18,7.317801672640382
2025-03-19,8.178719516480426
2025-03-20,7.317801672640382
2025-03-21,6.456883828800336
2025-03-22,6.456883828800336
2025-03-23,5.595965984960292
2025-03-24,6.887342750720359
2025-03-25,6.026424906880314
2025-03-26,7.317801672640382
2025-03-27,7.317801672640382
2025-03-28,6.887342750720359
2025-03-29,6.026424906880314
2025-03-30,6.026424906880314
2025-03-31,6.887342750720359
2025-04-01,7.317801672640382
2025-04-02,6.887342750720359
2025-04-03,6.887342750720359
2025-04-04,6.887342750720359
2025-04-05,5.595965984960292
2025-04-06,5.595965984960292
2025-04-07,7.748260594560404
2025-04-08,6.887342750720359
2025-04-09,7.317801672640382
2025-04-10,7.317801672640382
2025-04-11,6.456883828800336
2025-04-12,6.026424906880314
2025-04-13,5.595965984960292
2025-04-14,7.317801672640382
2025-04-15,6.965064500511474
2025-04-16,6.965064500511474
2025-04-17,6.522648386315895
2025-04-18,5.637816157924738
2025-04-19,5.308993370346943
2025-04-20,5.081806717111377
2025-04-21,6.851471173893691
2025-04-22,6.851471173893691
2025-04-23,6.851471173893691
2025-04-24,7.407480614707053
2025-04-25,6.080232272120317
2025-04-26,5.19540004372916
2025-04-27,6.080232272120317
2025-04-28,8.621135630676005
2025-04-29,10.277206760840535
2025-04-30,8.621135630676005
2025-05-01,9.392374532449377
2025-05-02,9.392374532449377
2025-05-03,6.851471173893691
2025-05-04,7.407480614707053
2025-05-05,8.178719516480426
2025-05-06,8.178719516480426
2025-05-07,8.065126189862642
2025-05-08,8.065126189862642
2025-05-09,7.29388728808927
2025-05-10,5.637816157924738
2025-05-11,5.19540004372916
2025-05-12,7.29388728808927
2025-05-13,7.29388728808927
2025-05-14,6.815599597067021
2025-05-15,6.13403963736032
2025-05-16,6.361226290595887
2025-05-17,4.770919717946915
2025-05-18,4.770919717946915
2025-05-19,5.679666330889185
2025-05-20,6.361226290595887
2025-05-21,5.906852984124752
2025-05-22,5.906852984124752
2025-05-23,4.998106371182483
2025-05-24,3.8621731050046457
2025-05-25,4.089359758240213
2025-05-26,4.089359758240213
2025-05-27,4.998106371182483
2025-05-28,5.2252930244180495
2025-05-29,5.679666330889185
2025-05-30,4.998106371182483
2025-05-31,4.770919717946915
2025-06-01,4.31654641147578
2025-06-02,5.2252930244180495
2025-06-03,5.2252930244180495
2025-06-04,5.679666330889185
2025-06-05,6.13403963736032
2025-06-06,5.452479677653617
2025-06-07,4.543733064711348
2025-06-08,4.770919717946915
2025-06-09,5.906852984124752
2025-06-10,6.588412943831454
2025-06-11,5.906852984124752
2025-06-12,5.906852984124752
2025-06-13,7.042786250302589
2025-06-14,5.452479677653617
2025-06-15,4.998106371182483
2025-06-16,5.906852984124752
2025-06-17,4.998106371182483
2025-06-18,5.2252930244180495
2025-06-19,5.2252930244180495
2025-06-20,5.452479677653617
2025-06-21,5.679666330889185
2025-06-22,4.998106371182483
2025-06-23,5.679666330889185
2025-06-24,5.679666330889185
2025-06-25,6.13403963736032
2025-06-26,5.452479677653617
2025-06-27,5.452479677653617
2025-06-28,4.089359758240213
2025-06-29,4.998106371182483
2025-06-30,5.679666330889185
2025-07-01,5.452479677653617
2025-07-02,5.2252930244180495
2025-07-03,5.452479677653617
2025-07-04,4.543733064711348
2025-07-05,4.089359758240213
2025-07-06,4.543733064711348
2025-07-07,5.906852984124752
2025-07-08,6.13403963736032
2025-07-09,6.815599597067021
2025-07-10,6.361226290595887
2025-07-11,6.13403963736032
2025-07-12,5.2252930244180495
2025-07-13,5.679666330889185
2025-07-14,6.588412943831454
2025-07-15,5.906852984124752
2025-07-16,6.13403963736032
2025-07-17,8.405906169715994
2025-07-18,4.998106371182483
2025-07-19,6.361226290595887
2025-07-20,7.7243462100092914
2025-07-21,8.178719516480426
2025-07-22,7.269972903538156
2025-07-23,7.269972903538156
2025-07-24,6.815599597067021
2025-07-25,7.042786250302589
2025-07-26,6.588412943831454
2025-07-27,6.815599597067021
2025-07-28,7.269972903538156
2025-07-29,9.087466129422696
2025-07-30,10.223399395600532
2025-07-31,10.450586048836099
2025-08-01,7.951532863244859
2025-08-02,4.998106371182483
2025-08-03,22.71866532355674
2025-08-04,7.951532863244859
2025-08-05,6.361226290595887
2025-08-06,8.178719516480426
2025-08-07,6.815599597067021
2025-08-08,6.815599597067021
2025-08-09,6.815599597067021
2025-08-10,6.815599597067021
2025-08-11,7.269972903538156
2025-08-12,6.588412943831454
2025-08-13,5.906852984124752
2025-08-14,6.13403963736032
2025-08-15,5.452479677653617
2025-08-16,4.998106371182483
2025-08-17,4.089359758240213
2025-08-18,5.679666330889185
2025-08-19,5.679666330889185
2025-08-20,6.13403963736032
2025-08-21,5.906852984124752
2025-08-22,5.906852984124752
2025-08-23,4.770919717946915
2025-08-24,4.770919717946915
2025-08-25,6.588412943831454
2025-08-26,6.13403963736032
2025-08-27,6.588412943831454
2025-08-28,6.588412943831454
2025-08-29,5.452479677653617
2025-08-30,4.543733064711348
2025-08-31,4.770919717946915
2025-09-01,4.770919717946915
2025-09-02,6.361226290595887
2025-09-03,7.497159556773724
2025-09-04,6.588412943831454
2025-09-05,5.906852984124752
2025-09-06,5.2252930244180495
2025-09-07,4.543733064711348
2025-09-08,7.497159556773724
2025-09-09,6.588412943831454
2025-09-10,6.13403963736032
2025-09-11,6.588412943831454
2025-09-12,5.452479677653617
2025-09-13,4.089359758240213
2025-09-14,4.770919717946915
2025-09-15,6.13403963736032
2025-09-16,6.588412943831454
2025-09-17,7.269972903538156
2025-09-18,7.042786250302589
2025-09-19,6.361226290595887
2025-09-20,5.906852984124752
2025-09-21,5.2252930244180495
2025-09-22,6.815599597067021
2025-09-23,7.269972903538156
2025-09-24,7.7243462100092914
2025-09-25,6.588412943831454
2025-09-26,6.361226290595887
2025-09-27,5.452479677653617
2025-09-28,5.2252930244180495
2025-09-29,7.042786250302589
2025-09-30,6.815599597067021
2025-10-01,6.588412943831454
2025-10-02,6.815599597067021
2025-10-03,6.13403963736032
2025-10-04,4.770919717946915
2025-10-05,4.543733064711348
2025-10-06,6.588412943831454
2025-10-07,7.7243462100092914
2025-10-08,7.7243462100092914
2025-10-09,7.497159556773724
2025-10-10,6.13403963736032
2025-10-11,5.2252930244180495
2025-10-12,4.770919717946915
2025-10-13,6.361226290595887
2025-10-14,6.815599597067021
2025-10-15,6.815599597067021
2025-10-16,6.815599597067021
2025-10-17,5.679666330889185
2025-10-18,4.770919717946915
2025-10-19,5.2252930244180495
2025-10-20,8.860279476187127
2025-10-21,8.63309282295156
2025-10-22,8.178719516480426
2025-10-23,7.7243462100092914
2025-10-24,6.815599597067021
2025-10-25,5.2252930244180495
2025-10-26,5.2252930244180495
2025-10-27,8.405906169715994
2025-10-28,8.178719516480426
2025-10-29,8.63309282295156
2025-10-30,9.087466129422696
2025-10-31,9.314652782658262
2025-11-01,7.7243462100092914
2025-11-02,7.951532863244859
2025-11-03,10.904959355307234
2025-11-04,9.769026089129397
2025-11-05,9.996212742364966
2025-11-06,9.314652782658262
2025-11-07,8.63309282295156
2025-11-08,7.042786250302589
2025-11-09,7.497159556773724
2025-11-10,9.087466129422696
2025-11-11,9.314652782658262
2025-11-12,9.087466129422696
2025-11-13,7.951532863244859
2025-11-14,9.087466129422696
2025-11-15,6.815599597067021
2025-11-16,6.815599597067021
2025-11-17,8.405906169715994
2025-11-18,9.087466129422696
2025-11-19,8.860279476187127
2025-11-20,8.860279476187127
2025-11-21,9.314652782658262
2025-11-22,7.269972903538156
2025-11-23,7.951532863244859
2025-11-24,9.54183943589383
2025-11-25,10.677772702071668
2025-11-26,10.223399395600532
2025-11-27,10.450586048836099
2025-11-28,7.7243462100092914
2025-11-29,7.7243462100092914
2025-11-30,8.860279476187127
2025-12-01,10.904959355307234
2025-12-02,9.996212742364966
2025-12-03,11.586519315013938
2025-12-04,12.040892621485071
2025-12-05,9.769026089129397
2025-12-06,8.860279476187127
2025-12-07,9.314652782658262
2025-12-08,11.35933266177837
2025-12-09,11.35933266177837
2025-12-10,10.904959355307234
2025-12-11,10.826317821494921
2025-12-12,9.547664734694742
2025-12-13,8.615616926548824
2025-12-14,7.569975791785124
2025-12-15,9.547664734694742
2025-12-16,8.382604974512347
2025-12-17,10.0136886387677
2025-12-18,9.780676686731223
2025-12-19,7.916581070439387
2025-12-20,7.103951887712165
2025-12-21,7.217545214329949
2025-12-22,7.916581070439387
2025-12-23,8.149593022475866
2025-12-24,7.217545214329949
2025-12-25,5.705880175493288
2025-12-26,6.75152131025699
2025-12-27,7.916581070439387
2025-12-28,7.103951887712165
2025-12-29,7.569975791785124
2025-12-30,8.035999695858083
2025-12-31,7.217545214329949
2026-01-01,5.705880175493288
2026-01-02,6.637927983639206
2026-01-03,7.336963839748645
2026-01-04,7.103951887712165
2026-01-05,8.149593022475866
2026-01-06,9.314652782658262
2026-01-07,9.081640830621783
2026-01-08,8.848628878585304
2026-01-09,9.314652782658262
2026-01-10,7.403954775959132
2026-01-11,7.16511752512174
2026-01-12,8.598141030146088
2026-01-13,9.314652782658262
2026-01-14,10.986513538520002
2026-01-15,11.703025291032176
2026-01-16,11.464188040194784
2026-01-17,9.792327284333046
2026-01-18,6.926280274284349
2026-01-19,8.359303779308698
2026-01-20,9.314652782658262
2026-01-21,12.41953704354435
2026-01-22,11.464188040194784
2026-01-23,12.41953704354435
2026-01-24,9.553490033495654
2026-01-25,9.314652782658262
2026-01-26,11.225350789357394
2026-01-27,10.031164535170436
2026-01-28,11.464188040194784
2026-01-29,12.41953704354435
2026-01-30,13.374886046893916
2026-01-31,10.74767628768261
2026-02-01,13.374886046893916
2026-02-02,13.136048796056524
2026-02-03,13.613723297731307
2026-02-04,13.613723297731307
2026-02-05,15.763258555267829
2026-02-06,13.613723297731307
2026-02-07,9.792327284333046
2026-02-08,10.031164535170436
2026-02-09,10.74767628768261
2026-02-10,12.897211545219132
2026-02-11,12.897211545219132
2026-02-12,11.225350789357394
2026-02-13,12.897211545219132
2026-02-14,12.41953704354435
2026-02-15,12.897211545219132
2026-02-16,15.046746802755655
2026-02-17,15.524421304430438
2026-02-18,15.524421304430438
2026-02-19,13.613723297731307
2026-02-20,13.613723297731307
2026-02-21,12.41953704354435
2026-02-22,13.374886046893916
2026-02-23,14.33023505024348
2026-02-24,12.897211545219132
2026-02-25,13.374886046893916
2026-02-26,15.046746802755655
2026-02-27,15.763258555267829
2026-02-28,7.881629277633914
2026-03-01,8.359303779308698
2026-03-02,16.00209580610522
2026-03-03,16.240933056942612
2026-03-04,15.763258555267829
2026-03-05,16.00209580610522
2026-03-06,15.763258555267829
2026-03-07,12.897211545219132
2026-03-08,13.136048796056524
2026-03-09,17.43511931112957
2026-03-10,18.868142816153917
2026-03-11,19.10698006699131
2026-03-12,19.584654568666092
2026-03-13,17.67395656196696
2026-03-14,14.33023505024348
2026-03-15,13.852560548568698
2026-03-16,16.957444809454785
2026-03-17,18.629305565316525
2026-03-18,16.957444809454785
2026-03-19,18.868142816153917
2026-03-20,18.390468314479133
2026-03-21,16.718607558617396
2026-03-22,16.957444809454785
2026-03-23,21.49535257536522
2026-03-24,18.868142816153917
2026-03-25,22.211864327877397
2026-03-26,21.25651532452783
2026-03-27,18.868142816153917
2026-03-28,16.479770307780004
2026-03-29,18.151631063641744
2026-03-30,18.390468314479133
2026-03-31,17.67395656196696
2026-04-01,18.629305565316525
2026-04-02,17.196282060292177
2026-04-03,15.046746802755655
2026-04-04,13.374886046893916
2026-04-05,14.09139779940609
2026-04-06,17.67395656196696
2026-04-07,17.43511931112957
2026-04-08,16.240933056942612
2026-04-09,16.00209580610522
2026-04-10,14.33023505024348
2026-04-11,12.180699792706958
2026-04-12,13.374886046893916
2026-04-13,16.957444809454785
2026-04-14,16.718607558617396
2026-04-15,15.285584053593047
2026-04-16,19.10698006699131
2026-04-17,23.883725083739137
2026-04-18,14.569072301080872
2026-04-19,15.763258555267829
2026-04-20,16.00209580610522
2026-04-21,17.196282060292177
2026-04-22,18.629305565316525
2026-04-23,17.43511931112957
2026-04-24,14.33023505024348
2026-04-25,13.374886046893916
2026-04-26,15.285584053593047
2026-04-27,14.33023505024348
2026-04-28,14.569072301080872
2026-04-29,14.33023505024348
2026-04-30,14.807909551918264
2026-05-01,12.897211545219132
2026-05-02,11.941862541869568
2026-05-03,12.41953704354435
2026-05-04,14.09139779940609
2026-05-05,14.807909551918264
2026-05-06,16.479770307780004
2026-05-07,15.763258555267829
2026-05-08,14.33023505024348
2026-05-09,12.897211545219132
2026-05-10,12.180699792706958
2026-05-11,14.807909551918264
2026-05-12,14.807909551918264
2026-05-13,16.00209580610522
2026-05-14,15.285584053593047
2026-05-15,14.33023505024348
2026-05-16,18.151631063641744
2026-05-17,16.718607558617396
2026-05-18,16.479770307780004
2026-05-19,20.540003572015657
2026-05-20,17.912793812804352
2026-05-21,15.046746802755655
2026-05-22,15.046746802755655
2026-05-23,16.957444809454785
2026-05-24,13.852560548568698
2026-05-25,12.658374294381742
2026-05-26,14.33023505024348
2026-05-27,15.285584053593047
2026-05-28,15.524421304430438
2026-05-29,15.046746802755655
2026-05-30,13.613723297731307
2026-05-31,16.718607558617396
