Time,jobless
2024-10-01,15.958441558441558
2024-10-02,11.96883116883117
2024-10-03,46.54545454545455
2024-10-04,25.932467532467534
2024-10-05,21.277922077922078
2024-10-06,17.288311688311687
2024-10-07,15.958441558441558
2024-10-08,13.963636363636363
2024-10-09,16.623376623376622
2024-10-10,39.23116883116883
2024-10-11,18.618181818181817
2024-10-12,25.932467532467534
2024-10-13,21.277922077922078
2024-10-14,15.293506493506493
2024-10-15,14.628571428571428
2024-10-16,20.612987012987013
2024-10-17,41.225974025974025
2024-10-18,15.293506493506493
2024-10-19,19.283116883116882
2024-10-20,23.272727272727273
2024-10-21,15.958441558441558
2024-10-22,17.288311688311687
2024-10-23,19.283116883116882
2024-10-24,39.896103896103895
2024-10-25,23.93766233766234
2024-10-26,16.623376623376622
2024-10-27,17.953246753246752
2024-10-28,15.293506493506493
2024-10-29,16.623376623376622
2024-10-30,15.958441558441558
2024-10-31,26.5974025974026
2024-11-01,22.607792207792208
2024-11-02,15.958441558441558
2024-11-03,23.272727272727273
2024-11-04,12.633766233766234
2024-11-05,14.628571428571428
2024-11-06,7.979220779220779
2024-11-07,29.92207792207792
2024-11-08,19.283116883116882
2024-11-09,20.612987012987013
2024-11-10,18.618181818181817
2024-11-11,17.288311688311687
2024-11-12,18.618181818181817
2024-11-13,23.272727272727273
2024-11-14,23.272727272727273
2024-11-15,19.283116883116882
2024-11-16,19.283116883116882
2024-11-17,19.283116883116882
2024-11-18,14.628571428571428
2024-11-19,19.948051948051948
2024-11-20,20.612987012987013
2024-11-21,33.91168831168831
2024-11-22,14.628571428571428
2024-11-23,18.618181818181817
2024-11-24,13.963636363636363
2024-11-25,19.948051948051948
2024-11-26,17.288311688311687
2024-11-27,24.602597402597404
2024-11-28,13.963636363636363
2024-11-29,19.948051948051948
2024-11-30,19.948051948051948
2024-12-01,19.948051948051948
2024-12-02,13.2987012987013
2024-12-03,20.612987012987013
2024-12-04,19.948051948051948
2024-12-05,31.25194805194805
2024-12-06,20.612987012987013
2024-12-07,21.942857142857143
2024-12-08,19.283116883116882
2024-12-09,17.288311688311687
2024-12-10,23.272727272727273
2024-12-11,15.958441558441558
2024-12-12,34.576623376623374
2024-12-13,15.293506493506493
2024-12-14,15.293506493506493
2024-12-15,15.293506493506493
2024-12-16,15.293506493506493
2024-12-17,15.958441558441558
2024-12-18,21.942857142857143
2024-12-19,26.5974025974026
2024-12-20,16.623376623376622
2024-12-21,19.283116883116882
2024-12-22,18.618181818181817
2024-12-23,20.612987012987013
2024-12-24,21.277922077922078
2024-12-25,21.277922077922078
2024-12-26,47.87532467532468
2024-12-27,21.277922077922078
2024-12-28,19.283116883116882
2024-12-29,17.953246753246752
2024-12-30,22.607792207792208
2024-12-31,20.612987012987013
2025-01-01,21.942857142857143
2025-01-02,35.906493506493504
2025-01-03,23.93766233766234
2025-01-04,23.93766233766234
2025-01-05,28.59220779220779
2025-01-06,19.283116883116882
2025-01-07,20.612987012987013
2025-01-08,37.236363636363635
2025-01-09,24.602597402597404
2025-01-10,23.272727272727273
2025-01-11,17.953246753246752
2025-01-12,18.618181818181817
2025-01-13,27.927272727272726
2025-01-14,23.272727272727273
2025-01-15,28.59220779220779
2025-01-16,41.89090909090909
2025-01-17,23.93766233766234
2025-01-18,27.927272727272726
2025-01-19,25.932467532467534
2025-01-20,27.927272727272726
2025-01-21,25.26753246753247
2025-01-22,27.26233766233766
2025-01-23,51.2
2025-01-24,21.277922077922078
2025-01-25,25.26753246753247
2025-01-26,27.927272727272726
2025-01-27,21.942857142857143
2025-01-28,18.618181818181817
2025-01-29,21.942857142857143
2025-01-30,32.58181818181818
2025-01-31,16.623376623376622
2025-02-01,17.288311688311687
2025-02-02,21.277922077922078
2025-02-03,18.618181818181817
2025-02-04,16.623376623376622
2025-02-05,25.932467532467534
2025-02-06,30.587012987012987
2025-02-07,23.93766233766234
2025-02-08,20.612987012987013
2025-02-09,21.277922077922078
2025-02-10,19.948051948051948
2025-02-11,25.26753246753247
2025-02-12,15.958441558441558
2025-02-13,31.916883116883117
2025-02-14,16.623376623376622
2025-02-15,11.96883116883117
2025-02-16,23.93766233766234
2025-02-17,22.607792207792208
2025-02-18,28.59220779220779
2025-02-19,21.942857142857143
2025-02-20,43.22077922077922
2025-02-21,21.277922077922078
2025-02-22,16.623376623376622
2025-02-23,13.963636363636363
2025-02-24,21.942857142857143
2025-02-25,18.618181818181817
2025-02-26,18.618181818181817
2025-02-27,66.49350649350649
2025-02-28,31.916883116883117
2025-03-01,20.612987012987013
2025-03-02,27.927272727272726
2025-03-03,21.277922077922078
2025-03-04,22.607792207792208
2025-03-05,27.927272727272726
2025-03-06,42.555844155844156
2025-03-07,31.25194805194805
2025-03-08,15.293506493506493
2025-03-09,19.283116883116882
2025-03-10,25.26753246753247
2025-03-11,21.942857142857143
2025-03-12,22.607792207792208
2025-03-13,37.236363636363635
2025-03-14,21.942857142857143
2025-03-15,18.618181818181817
2025-03-16,22.607792207792208
2025-03-17,19.948051948051948
2025-03-18,18.618181818181817
2025-03-19,16.623376623376622
2025-03-20,44.55064935064935
2025-03-21,17.953246753246752
2025-03-22,15.293506493506493
2025-03-23,21.942857142857143
2025-03-24,16.623376623376622
2025-03-25,19.948051948051948
2025-03-26,26.5974025974026
2025-03-27,33.91168831168831
2025-03-28,20.612987012987013
2025-03-29,21.277922077922078
2025-03-30,24.602597402597404
2025-03-31,24.602597402597404
2025-04-01,20.612987012987013
2025-04-02,17.288311688311687
2025-04-03,45.215584415584416
2025-04-04,17.953246753246752
2025-04-05,20.612987012987013
2025-04-06,28.59220779220779
2025-04-07,22.607792207792208
2025-04-08,20.612987012987013
2025-04-09,30.587012987012987
2025-04-10,31.916883116883117
2025-04-11,23.272727272727273
2025-04-12,23.93766233766234
2025-04-13,23.93766233766234
2025-04-14,23.272727272727273
2025-04-15,19.824915824915823
2025-04-16,19.098412698412698
2025-04-17,44.34131794131794
2025-04-18,20.945454545454545
2025-04-19,14.406926406926406
2025-04-20,21.277922077922078
2025-04-21,21.277922077922078
2025-04-22,17.31293891293891
2025-04-23,23.78989898989899
2025-04-24,32.11390091390091
2025-04-25,21.277922077922078
2025-04-26,14.800962000962
2025-04-27,18.039442039442037
2025-04-28,21.277922077922078
2025-04-29,17.31293891293891
2025-04-30,20.551418951418952
2025-05-01,50.15334295334296
2025-05-02,23.06339586339586
2025-05-03,21.277922077922078
2025-05-04,20.551418951418952
2025-05-05,21.277922077922078
2025-05-06,17.31293891293891
2025-05-07,19.098412698412698
2025-05-08,34.958345358345355
2025-05-09,17.31293891293891
2025-05-10,20.551418951418952
2025-05-11,13.68042328042328
2025-05-12,18.039442039442037
2025-05-13,25.96940836940837
2025-05-14,20.48985088985089
2025-05-15,36.25127465127465
2025-05-16,20.48985088985089
2025-05-17,20.48985088985089
2025-05-18,26.006349206349206
2025-05-19,28.37056277056277
2025-05-20,22.065993265993264
2025-05-21,20.48985088985089
2025-05-22,39.4035594035594
2025-05-23,14.185281385281385
2025-05-24,20.48985088985089
2025-05-25,26.794420394420392
2025-05-26,20.48985088985089
2025-05-27,11.821067821067821
2025-05-28,20.48985088985089
2025-05-29,39.4035594035594
2025-05-30,28.37056277056277
2025-05-31,24.430206830206828
2025-06-01,32.310918710918706
2025-06-02,23.642135642135642
2025-06-03,22.065993265993264
2025-06-04,24.430206830206828
2025-06-05,55.16498316498316
2025-06-06,29.946705146705145
2025-06-07,28.37056277056277
2025-06-08,21.277922077922078
2025-06-09,18.125637325637324
2025-06-10,22.065993265993264
2025-06-11,18.913708513708514
2025-06-12,46.49620009620009
2025-06-13,15.76142376142376
2025-06-14,28.37056277056277
2025-06-15,31.52284752284752
2025-06-16,33.887061087061085
2025-06-17,22.065993265993264
2025-06-18,37.039345839345835
2025-06-19,27.58249158249158
2025-06-20,35.46320346320346
2025-06-21,30.734776334776335
2025-06-22,35.46320346320346
2025-06-23,25.218278018278017
2025-06-24,29.946705146705145
2025-06-25,29.158633958633956
2025-06-26,50.436556036556034
2025-06-27,26.006349206349206
2025-06-28,30.734776334776335
2025-06-29,27.58249158249158
2025-06-30,31.52284752284752
2025-07-01,36.25127465127465
2025-07-02,32.310918710918706
2025-07-03,52.8007696007696
2025-07-04,35.46320346320346
2025-07-05,37.039345839345835
2025-07-06,56.74112554112554
2025-07-07,54.37691197691198
2025-07-08,41.76777296777296
2025-07-09,35.46320346320346
2025-07-10,50.436556036556034
2025-07-11,33.0989898989899
2025-07-12,20.48985088985089
2025-07-13,29.946705146705145
2025-07-14,22.854064454064453
2025-07-15,34.67513227513227
2025-07-16,30.734776334776335
2025-07-17,61.46955266955267
2025-07-18,22.854064454064453
2025-07-19,29.158633958633956
2025-07-20,39.4035594035594
2025-07-21,35.46320346320346
2025-07-22,26.006349206349206
2025-07-23,30.734776334776335
2025-07-24,59.89341029341029
2025-07-25,31.52284752284752
2025-07-26,37.82741702741703
2025-07-27,33.0989898989899
2025-07-28,33.0989898989899
2025-07-29,33.887061087061085
2025-07-30,38.61548821548821
2025-07-31,63.04569504569504
2025-08-01,44.92005772005772
2025-08-02,27.58249158249158
2025-08-03,38.61548821548821
2025-08-04,36.25127465127465
2025-08-05,26.006349206349206
2025-08-06,32.310918710918706
2025-08-07,64.62183742183741
2025-08-08,29.158633958633956
2025-08-09,19.7017797017797
2025-08-10,18.125637325637324
2025-08-11,26.006349206349206
2025-08-12,22.065993265993264
2025-08-13,26.006349206349206
2025-08-14,41.76777296777296
2025-08-15,20.48985088985089
2025-08-16,19.7017797017797
2025-08-17,18.913708513708514
2025-08-18,20.48985088985089
2025-08-19,18.913708513708514
2025-08-20,24.430206830206828
2025-08-21,63.833766233766234
2025-08-22,24.430206830206828
2025-08-23,16.54949494949495
2025-08-24,22.854064454064453
2025-08-25,27.58249158249158
2025-08-26,20.48985088985089
2025-08-27,26.006349206349206
2025-08-28,35.46320346320346
2025-08-29,18.125637325637324
2025-08-30,14.973352573352573
2025-08-31,18.125637325637324
2025-09-01,21.277922077922078
2025-09-02,16.54949494949495
2025-09-03,19.7017797017797
2025-09-04,37.82741702741703
2025-09-05,23.642135642135642
2025-09-06,16.54949494949495
2025-09-07,21.277922077922078
2025-09-08,22.854064454064453
2025-09-09,19.7017797017797
2025-09-10,14.973352573352573
2025-09-11,44.92005772005772
2025-09-12,22.065993265993264
2025-09-13,12.609139009139009
2025-09-14,17.337566137566135
2025-09-15,18.125637325637324
2025-09-16,27.58249158249158
2025-09-17,21.277922077922078
2025-09-18,44.13198653198653
2025-09-19,29.946705146705145
2025-09-20,22.065993265993264
2025-09-21,20.48985088985089
2025-09-22,21.277922077922078
2025-09-23,18.125637325637324
2025-09-24,22.065993265993264
2025-09-25,74.07869167869167
2025-09-26,22.854064454064453
2025-09-27,20.48985088985089
2025-09-28,22.854064454064453
2025-09-29,19.7017797017797
2025-09-30,18.125637325637324
2025-10-01,18.125637325637324
2025-10-02,31.52284752284752
2025-10-03,19.7017797017797
2025-10-04,14.185281385281385
2025-10-05,18.913708513708514
2025-10-06,18.125637325637324
2025-10-07,18.913708513708514
2025-10-08,21.277922077922078
2025-10-09,20.48985088985089
2025-10-10,14.973352573352573
2025-10-11,20.48985088985089
2025-10-12,25.218278018278017
2025-10-13,18.125637325637324
2025-10-14,16.54949494949495
2025-10-15,25.218278018278017
2025-10-16,18.913708513708514
2025-10-17,18.125637325637324
2025-10-18,20.48985088985089
2025-10-19,20.48985088985089
2025-10-20,16.54949494949495
2025-10-21,25.218278018278017
2025-10-22,19.7017797017797
2025-10-23,24.430206830206828
2025-10-24,22.854064454064453
2025-10-25,25.218278018278017
2025-10-26,32.310918710918706
2025-10-27,20.48985088985089
2025-10-28,16.54949494949495
2025-10-29,23.642135642135642
2025-10-30,26.006349206349206
2025-10-31,22.854064454064453
2025-11-01,15.76142376142376
2025-11-02,22.854064454064453
2025-11-03,23.642135642135642
2025-11-04,19.7017797017797
2025-11-05,19.7017797017797
2025-11-06,35.46320346320346
2025-11-07,24.430206830206828
2025-11-08,22.854064454064453
2025-11-09,26.794420394420392
2025-11-10,20.48985088985089
2025-11-11,18.913708513708514
2025-11-12,18.913708513708514
2025-11-13,37.82741702741703
2025-11-14,22.854064454064453
2025-11-15,18.913708513708514
2025-11-16,22.854064454064453
2025-11-17,19.7017797017797
2025-11-18,26.006349206349206
2025-11-19,40.19163059163059
2025-11-20,67.77412217412217
2025-11-21,55.16498316498316
2025-11-22,52.8007696007696
2025-11-23,48.07234247234247
2025-11-24,40.97970177970178
2025-11-25,37.039345839345835
2025-11-26,70.13833573833574
2025-11-27,42.555844155844156
2025-11-28,33.887061087061085
2025-11-29,34.67513227513227
2025-11-30,35.46320346320346
2025-12-01,28.37056277056277
2025-12-02,27.58249158249158
2025-12-03,29.158633958633956
2025-12-04,78.8071188071188
2025-12-05,47.284271284271284
2025-12-06,29.158633958633956
2025-12-07,29.946705146705145
2025-12-08,26.794420394420392
2025-12-09,28.37056277056277
2025-12-10,22.065993265993264
2025-12-11,60.32028218694885
2025-12-12,38.81250601250601
2025-12-13,28.272053872053874
2025-12-14,30.143722943722942
2025-12-15,25.251114317780985
2025-12-16,29.027288760622092
2025-12-17,27.122783389450056
2025-12-18,55.0336379669713
2025-12-19,28.6332531665865
2025-12-20,26.761584094917428
2025-12-21,22.98540965207632
2025-12-22,30.898957832291167
2025-12-23,35.430367163700495
2025-12-24,52.01269841269841
2025-12-25,36.94083694083694
2025-12-26,25.251114317780985
2025-12-27,27.51681898348565
2025-12-28,19.96447009780343
2025-12-29,26.006349206349206
2025-12-30,28.6332531665865
2025-12-31,56.54410774410775
2026-01-01,33.164662497995835
2026-01-02,33.55869809203142
2026-01-03,31.29299342632676
2026-01-04,33.91989738656405
2026-01-05,27.878018278018278
2026-01-06,29.782523649190317
2026-01-07,35.430367163700495
2026-01-08,60.681481481481484
2026-01-09,46.95590828924163
2026-01-10,36.11992945326279
2026-01-11,38.287125220458556
2026-01-12,29.61834215167549
2026-01-13,31.063139329806
2026-01-14,36.11992945326279
2026-01-15,72.23985890652558
2026-01-16,39.73192239858907
2026-01-17,28.173544973544974
2026-01-18,37.5647266313933
2026-01-19,26.728747795414463
2026-01-20,34.67513227513228
2026-01-21,39.00952380952381
2026-01-22,46.95590828924163
2026-01-23,33.23033509700176
2026-01-24,25.283950617283953
2026-01-25,25.283950617283953
2026-01-26,38.287125220458556
2026-01-27,29.61834215167549
2026-01-28,28.89594356261023
2026-01-29,51.29029982363316
2026-01-30,31.063139329806
2026-01-31,34.67513227513228
2026-02-01,33.23033509700176
2026-02-02,27.45114638447972
2026-02-03,26.006349206349206
2026-02-04,29.61834215167549
2026-02-05,65.73827160493828
2026-02-06,39.00952380952381
2026-02-07,27.45114638447972
2026-02-08,28.173544973544974
2026-02-09,24.561552028218696
2026-02-10,23.839153439153442
2026-02-11,30.340740740740742
2026-02-12,60.681481481481484
2026-02-13,28.89594356261023
2026-02-14,29.61834215167549
2026-02-15,30.340740740740742
2026-02-16,31.785537918871256
2026-02-17,27.45114638447972
2026-02-18,36.84232804232804
2026-02-19,69.35026455026455
2026-02-20,33.23033509700176
2026-02-21,26.728747795414463
2026-02-22,34.67513227513228
2026-02-23,33.23033509700176
2026-02-24,28.173544973544974
2026-02-25,33.95273368606702
2026-02-26,57.79188712522046
2026-02-27,34.67513227513228
2026-02-28,28.89594356261023
2026-03-01,23.839153439153442
2026-03-02,29.61834215167549
2026-03-03,32.50793650793651
2026-03-04,31.785537918871256
2026-03-05,70.79506172839507
2026-03-06,35.397530864197535
2026-03-07,24.561552028218696
2026-03-08,36.11992945326279
2026-03-09,32.50793650793651
2026-03-10,24.561552028218696
2026-03-11,30.340740740740742
2026-03-12,62.848677248677255
2026-03-13,34.67513227513228
2026-03-14,26.006349206349206
2026-03-15,32.50793650793651
2026-03-16,29.61834215167549
2026-03-17,34.67513227513228
2026-03-18,32.50793650793651
2026-03-19,57.069488536155205
2026-03-20,31.785537918871256
2026-03-21,34.67513227513228
2026-03-22,32.50793650793651
2026-03-23,27.45114638447972
2026-03-24,27.45114638447972
2026-03-25,39.73192239858907
2026-03-26,70.0726631393298
2026-03-27,28.173544973544974
2026-03-28,38.287125220458556
2026-03-29,37.5647266313933
2026-03-30,39.00952380952381
2026-03-31,35.397530864197535
2026-04-01,31.063139329806
2026-04-02,58.51428571428572
2026-04-03,35.397530864197535
2026-04-04,28.173544973544974
2026-04-05,27.45114638447972
2026-04-06,26.006349206349206
2026-04-07,23.116754850088185
2026-04-08,31.785537918871256
2026-04-09,46.23350970017637
2026-04-10,29.61834215167549
2026-04-11,31.063139329806
2026-04-12,26.006349206349206
2026-04-13,22.394356261022928
2026-04-14,33.95273368606702
2026-04-15,29.61834215167549
2026-04-16,68.6278659611993
2026-04-17,39.00952380952381
2026-04-18,27.45114638447972
2026-04-19,35.397530864197535
2026-04-20,26.006349206349206
2026-04-21,31.063139329806
2026-04-22,33.23033509700176
2026-04-23,59.23668430335098
2026-04-24,31.785537918871256
2026-04-25,32.50793650793651
2026-04-26,29.61834215167549
2026-04-27,28.89594356261023
2026-04-28,29.61834215167549
2026-04-29,31.063139329806
2026-04-30,52.73509700176367
2026-05-01,47.678306878306884
2026-05-02,36.84232804232804
2026-05-03,34.67513227513228
2026-05-04,30.340740740740742
2026-05-05,27.45114638447972
2026-05-06,35.397530864197535
2026-05-07,50.567901234567906
2026-05-08,31.063139329806
2026-05-09,22.394356261022928
2026-05-10,18.059964726631396
2026-05-11,26.728747795414463
2026-05-12,28.89594356261023
2026-05-13,28.173544973544974
2026-05-14,61.40388007054674
2026-05-15,34.67513227513228
2026-05-16,33.23033509700176
2026-05-17,25.283950617283953
2026-05-18,23.839153439153442
2026-05-19,33.23033509700176
2026-05-20,33.23033509700176
2026-05-21,57.069488536155205
2026-05-22,29.61834215167549
2026-05-23,27.45114638447972
2026-05-24,27.45114638447972
2026-05-25,34.67513227513228
2026-05-26,29.61834215167549
2026-05-27,34.67513227513228
2026-05-28,69.35026455026455
2026-05-29,36.84232804232804
2026-05-30,22.394356261022928
2026-05-31,29.61834215167549
