Time,boom
2024-09-27,44.50549450549451
2024-09-28,36.734693877551024
2024-09-29,36.02825745682889
2024-09-30,43.799058084772376
2024-10-01,44.50549450549451
2024-10-02,45.91836734693878
2024-10-03,49.45054945054945
2024-10-04,48.74411302982732
2024-10-05,36.734693877551024
2024-10-06,37.44113029827316
2024-10-07,50.86342229199373
2024-10-08,45.91836734693878
2024-10-09,43.09262166405024
2024-10-10,44.50549450549451
2024-10-11,43.799058084772376
2024-10-12,40.2668759811617
2024-10-13,38.85400313971743
2024-10-14,43.09262166405024
2024-10-15,49.45054945054945
2024-10-16,46.624803767660914
2024-10-17,46.624803767660914
2024-10-18,51.56985871271586
2024-10-19,43.799058084772376
2024-10-20,44.50549450549451
2024-10-21,57.22135007849294
2024-10-22,48.74411302982732
2024-10-23,53.68916797488227
2024-10-24,51.56985871271586
2024-10-25,50.156985871271594
2024-10-26,40.2668759811617
2024-10-27,39.56043956043956
2024-10-28,48.74411302982732
2024-10-29,48.74411302982732
2024-10-30,68.5243328100471
2024-10-31,52.276295133438
2024-11-01,45.91836734693878
2024-11-02,38.14756671899529
2024-11-03,37.44113029827316
2024-11-04,45.91836734693878
2024-11-05,41.67974882260597
2024-11-06,33.908948194662486
2024-11-07,47.33124018838305
2024-11-08,46.624803767660914
2024-11-09,40.97331240188384
2024-11-10,39.56043956043956
2024-11-11,45.211930926216645
2024-11-12,48.74411302982732
2024-11-13,51.56985871271586
2024-11-14,49.45054945054945
2024-11-15,48.74411302982732
2024-11-16,38.85400313971743
2024-11-17,39.56043956043956
2024-11-18,48.74411302982732
2024-11-19,49.45054945054945
2024-11-20,56.514913657770805
2024-11-21,53.68916797488227
2024-11-22,48.03767660910518
2024-11-23,41.67974882260597
2024-11-24,45.211930926216645
2024-11-25,45.211930926216645
2024-11-26,45.211930926216645
2024-11-27,37.44113029827316
2024-11-28,36.02825745682889
2024-11-29,37.44113029827316
2024-11-30,38.14756671899529
2024-12-01,38.85400313971743
2024-12-02,47.33124018838305
2024-12-03,48.74411302982732
2024-12-04,51.56985871271586
2024-12-05,50.86342229199373
2024-12-06,47.33124018838305
2024-12-07,38.85400313971743
2024-12-08,43.09262166405024
2024-12-09,50.86342229199373
2024-12-10,50.156985871271594
2024-12-11,50.86342229199373
2024-12-12,48.74411302982732
2024-12-13,47.33124018838305
2024-12-14,39.56043956043956
2024-12-15,39.56043956043956
2024-12-16,50.156985871271594
2024-12-17,47.33124018838305
2024-12-18,45.91836734693878
2024-12-19,45.211930926216645
2024-12-20,40.97331240188384
2024-12-21,36.734693877551024
2024-12-22,37.44113029827316
2024-12-23,33.20251177394035
2024-12-24,37.44113029827316
2024-12-25,38.85400313971743
2024-12-26,40.2668759811617
2024-12-27,38.14756671899529
2024-12-28,40.97331240188384
2024-12-29,40.97331240188384
2024-12-30,38.14756671899529
2024-12-31,42.38618524332811
2025-01-01,47.33124018838305
2025-01-02,41.67974882260597
2025-01-03,38.85400313971743
2025-01-04,40.97331240188384
2025-01-05,40.2668759811617
2025-01-06,41.67974882260597
2025-01-07,44.50549450549451
2025-01-08,47.33124018838305
2025-01-09,48.03767660910518
2025-01-10,43.799058084772376
2025-01-11,40.2668759811617
2025-01-12,41.67974882260597
2025-01-13,52.98273155416013
2025-01-14,52.276295133438
2025-01-15,52.276295133438
2025-01-16,52.276295133438
2025-01-17,52.276295133438
2025-01-18,46.624803767660914
2025-01-19,43.09262166405024
2025-01-20,41.67974882260597
2025-01-21,45.211930926216645
2025-01-22,49.45054945054945
2025-01-23,52.276295133438
2025-01-24,49.45054945054945
2025-01-25,42.38618524332811
2025-01-26,42.38618524332811
2025-01-27,50.156985871271594
2025-01-28,70.64364207221351
2025-01-29,68.5243328100471
2025-01-30,57.927786499215074
2025-01-31,54.3956043956044
2025-02-01,43.09262166405024
2025-02-02,46.624803767660914
2025-02-03,50.156985871271594
2025-02-04,51.56985871271586
2025-02-05,64.28571428571429
2025-02-06,52.98273155416013
2025-02-07,52.98273155416013
2025-02-08,41.67974882260597
2025-02-09,45.91836734693878
2025-02-10,57.22135007849294
2025-02-11,54.3956043956044
2025-02-12,52.98273155416013
2025-02-13,52.98273155416013
2025-02-14,50.156985871271594
2025-02-15,44.50549450549451
2025-02-16,43.09262166405024
2025-02-17,44.50549450549451
2025-02-18,55.80847723704867
2025-02-19,52.276295133438
2025-02-20,52.276295133438
2025-02-21,51.56985871271586
2025-02-22,42.38618524332811
2025-02-23,43.09262166405024
2025-02-24,57.22135007849294
2025-02-25,49.45054945054945
2025-02-26,52.98273155416013
2025-02-27,54.3956043956044
2025-02-28,52.98273155416013
2025-03-01,42.38618524332811
2025-03-02,41.67974882260597
2025-03-03,52.276295133438
2025-03-04,50.156985871271594
2025-03-05,49.45054945054945
2025-03-06,52.276295133438
2025-03-07,49.45054945054945
2025-03-08,42.38618524332811
2025-03-09,44.50549450549451
2025-03-10,48.74411302982732
2025-03-11,49.45054945054945
2025-03-12,51.56985871271586
2025-03-13,49.45054945054945
2025-03-14,46.624803767660914
2025-03-15,42.38618524332811
2025-03-16,42.38618524332811
2025-03-17,49.45054945054945
2025-03-18,51.56985871271586
2025-03-19,48.74411302982732
2025-03-20,51.56985871271586
2025-03-21,47.33124018838305
2025-03-22,40.97331240188384
2025-03-23,43.09262166405024
2025-03-24,48.03767660910518
2025-03-25,52.276295133438
2025-03-26,52.276295133438
2025-03-27,48.03767660910518
2025-03-28,48.03767660910518
2025-03-29,39.56043956043956
2025-03-30,41.67974882260597
2025-03-31,46.624803767660914
2025-04-01,50.156985871271594
2025-04-02,48.03767660910518
2025-04-03,50.86342229199373
2025-04-04,60.047095761381485
2025-04-05,43.799058084772376
2025-04-06,43.09262166405024
2025-04-07,50.86342229199373
2025-04-08,48.74411302982732
2025-04-09,48.03767660910518
2025-04-10,48.74411302982732
2025-04-11,52.276295133438
2025-04-12,42.38618524332811
2025-04-13,43.799058084772376
2025-04-14,49.45054945054945
2025-04-15,47.378335949764526
2025-04-16,52.087912087912095
2025-04-17,48.53218210361068
2025-04-18,42.22135007849294
2025-04-19,40.2668759811617
2025-04-20,42.22135007849294
2025-04-21,46.57770800627944
2025-04-22,50.93406593406594
2025-04-23,52.087912087912095
2025-04-24,48.53218210361068
2025-04-25,46.57770800627944
2025-04-26,39.46624803767661
2025-04-27,41.067503924646786
2025-04-28,50.93406593406594
2025-04-29,50.13343799058086
2025-04-30,48.9795918367347
2025-05-01,52.53532182103611
2025-05-02,48.178963893249616
2025-05-03,41.067503924646786
2025-05-04,41.42072213500785
2025-05-05,50.13343799058086
2025-05-06,51.734693877551024
2025-05-07,54.48979591836735
2025-05-08,58.045525902668764
2025-05-09,48.9795918367347
2025-05-10,43.02197802197803
2025-05-11,43.82260596546311
2025-05-12,48.53218210361068
2025-05-13,47.378335949764526
2025-05-14,46.530612244897966
2025-05-15,47.425431711146004
2025-05-16,46.530612244897966
2025-05-17,43.846153846153854
2025-05-18,41.161695447409734
2025-05-19,47.425431711146004
2025-05-20,47.425431711146004
2025-05-21,46.530612244897966
2025-05-22,43.846153846153854
2025-05-23,42.951334379905816
2025-05-24,40.2668759811617
2025-05-25,83.2182103610675
2025-05-26,43.846153846153854
2025-05-27,45.63579277864993
2025-05-28,44.74097331240189
2025-05-29,44.74097331240189
2025-05-30,44.74097331240189
2025-05-31,41.161695447409734
2025-06-01,42.05651491365777
2025-06-02,55.47880690737834
2025-06-03,51.004709576138154
2025-06-04,44.74097331240189
2025-06-05,44.74097331240189
2025-06-06,40.2668759811617
2025-06-07,42.05651491365777
2025-06-08,41.161695447409734
2025-06-09,43.846153846153854
2025-06-10,38.47723704866562
2025-06-11,42.05651491365777
2025-06-12,42.05651491365777
2025-06-13,41.161695447409734
2025-06-14,41.161695447409734
2025-06-15,42.05651491365777
2025-06-16,42.05651491365777
2025-06-17,42.951334379905816
2025-06-18,40.2668759811617
2025-06-19,39.37205651491366
2025-06-20,41.161695447409734
2025-06-21,44.74097331240189
2025-06-22,49.21507064364208
2025-06-23,44.74097331240189
2025-06-24,44.74097331240189
2025-06-25,45.63579277864993
2025-06-26,48.32025117739404
2025-06-27,47.425431711146004
2025-06-28,47.425431711146004
2025-06-29,50.10989010989012
2025-06-30,45.63579277864993
2025-07-01,48.32025117739404
2025-07-02,53.68916797488227
2025-07-03,76.95447409733124
2025-07-04,89.48194662480378
2025-07-05,78.74411302982732
2025-07-06,46.530612244897966
2025-07-07,42.05651491365777
2025-07-08,43.846153846153854
2025-07-09,44.74097331240189
2025-07-10,45.63579277864993
2025-07-11,45.63579277864993
2025-07-12,49.21507064364208
2025-07-13,45.63579277864993
2025-07-14,44.74097331240189
2025-07-15,47.425431711146004
2025-07-16,49.21507064364208
2025-07-17,47.425431711146004
2025-07-18,45.63579277864993
2025-07-19,53.68916797488227
2025-07-20,52.79434850863423
2025-07-21,50.10989010989012
2025-07-22,44.74097331240189
2025-07-23,50.10989010989012
2025-07-24,44.74097331240189
2025-07-25,46.530612244897966
2025-07-26,51.004709576138154
2025-07-27,46.530612244897966
2025-07-28,44.74097331240189
2025-07-29,47.425431711146004
2025-07-30,51.004709576138154
2025-07-31,49.21507064364208
2025-08-01,47.425431711146004
2025-08-02,45.63579277864993
2025-08-03,43.846153846153854
2025-08-04,41.161695447409734
2025-08-05,46.530612244897966
2025-08-06,43.846153846153854
2025-08-07,48.32025117739404
2025-08-08,46.530612244897966
2025-08-09,45.63579277864993
2025-08-10,45.63579277864993
2025-08-11,45.63579277864993
2025-08-12,47.425431711146004
2025-08-13,50.10989010989012
2025-08-14,45.63579277864993
2025-08-15,43.846153846153854
2025-08-16,45.63579277864993
2025-08-17,45.63579277864993
2025-08-18,46.530612244897966
2025-08-19,50.10989010989012
2025-08-20,49.21507064364208
2025-08-21,48.32025117739404
2025-08-22,51.004709576138154
2025-08-23,40.2668759811617
2025-08-24,42.05651491365777
2025-08-25,46.530612244897966
2025-08-26,47.425431711146004
2025-08-27,48.32025117739404
2025-08-28,48.32025117739404
2025-08-29,45.63579277864993
2025-08-30,40.2668759811617
2025-08-31,40.2668759811617
2025-09-01,41.161695447409734
2025-09-02,46.530612244897966
2025-09-03,47.425431711146004
2025-09-04,48.32025117739404
2025-09-05,46.530612244897966
2025-09-06,39.37205651491366
2025-09-07,40.2668759811617
2025-09-08,52.79434850863423
2025-09-09,49.21507064364208
2025-09-10,49.21507064364208
2025-09-11,46.530612244897966
2025-09-12,48.32025117739404
2025-09-13,38.47723704866562
2025-09-14,41.161695447409734
2025-09-15,50.10989010989012
2025-09-16,50.10989010989012
2025-09-17,52.79434850863423
2025-09-18,49.21507064364208
2025-09-19,48.32025117739404
2025-09-20,45.63579277864993
2025-09-21,41.161695447409734
2025-09-22,50.10989010989012
2025-09-23,48.32025117739404
2025-09-24,53.68916797488227
2025-09-25,49.21507064364208
2025-09-26,51.004709576138154
2025-09-27,42.05651491365777
2025-09-28,41.161695447409734
2025-09-29,51.89952904238619
2025-09-30,48.32025117739404
2025-10-01,55.47880690737834
2025-10-02,47.425431711146004
2025-10-03,47.425431711146004
2025-10-04,42.05651491365777
2025-10-05,38.47723704866562
2025-10-06,46.530612244897966
2025-10-07,47.425431711146004
2025-10-08,53.68916797488227
2025-10-09,50.10989010989012
2025-10-10,45.63579277864993
2025-10-11,50.10989010989012
2025-10-12,58.163265306122454
2025-10-13,52.79434850863423
2025-10-14,52.79434850863423
2025-10-15,55.47880690737834
2025-10-16,51.004709576138154
2025-10-17,49.21507064364208
2025-10-18,42.05651491365777
2025-10-19,43.846153846153854
2025-10-20,49.21507064364208
2025-10-21,49.21507064364208
2025-10-22,53.68916797488227
2025-10-23,52.79434850863423
2025-10-24,49.21507064364208
2025-10-25,40.2668759811617
2025-10-26,42.05651491365777
2025-10-27,48.32025117739404
2025-10-28,50.10989010989012
2025-10-29,51.89952904238619
2025-10-30,51.89952904238619
2025-10-31,47.425431711146004
2025-11-01,40.2668759811617
2025-11-02,41.161695447409734
2025-11-03,50.10989010989012
2025-11-04,47.425431711146004
2025-11-05,51.89952904238619
2025-11-06,50.10989010989012
2025-11-07,52.79434850863423
2025-11-08,46.530612244897966
2025-11-09,42.951334379905816
2025-11-10,50.10989010989012
2025-11-11,44.74097331240189
2025-11-12,52.79434850863423
2025-11-13,53.68916797488227
2025-11-14,49.21507064364208
2025-11-15,41.161695447409734
2025-11-16,44.74097331240189
2025-11-17,52.79434850863423
2025-11-18,50.10989010989012
2025-11-19,57.26844583987442
2025-11-20,58.163265306122454
2025-11-21,49.21507064364208
2025-11-22,43.846153846153854
2025-11-23,43.846153846153854
2025-11-24,45.63579277864993
2025-11-25,46.530612244897966
2025-11-26,44.74097331240189
2025-11-27,41.161695447409734
2025-11-28,41.161695447409734
2025-11-29,42.05651491365777
2025-11-30,43.846153846153854
2025-12-01,46.530612244897966
2025-12-02,48.32025117739404
2025-12-03,55.47880690737834
2025-12-04,51.004709576138154
2025-12-05,49.21507064364208
2025-12-06,43.846153846153854
2025-12-07,43.846153846153854
2025-12-08,50.10989010989012
2025-12-09,51.89952904238619
2025-12-10,51.89952904238619
2025-12-11,48.76766091051806
2025-12-12,49.6624803767661
2025-12-13,42.56784032294237
2025-12-14,40.96994841892801
2025-12-15,49.6624803767661
2025-12-16,46.46669656873739
2025-12-17,49.21507064364208
2025-12-18,47.617178739627725
2025-12-19,43.27091276070868
2025-12-20,39.81946624803768
2025-12-21,42.12043058981834
2025-12-22,39.81946624803768
2025-12-23,40.522538685803994
2025-12-24,43.27091276070868
2025-12-25,39.81946624803768
2025-12-26,39.37205651491366
2025-12-27,40.96994841892801
2025-12-28,43.7183224938327
2025-12-29,42.12043058981834
2025-12-30,39.37205651491366
2025-12-31,44.86880466472304
2026-01-01,43.7183224938327
2026-01-02,40.522538685803994
2026-01-03,42.12043058981834
2026-01-04,42.56784032294237
2026-01-05,40.522538685803994
2026-01-06,46.46669656873739
2026-01-07,50.36555281453241
2026-01-08,53.113926889437096
2026-01-09,49.21507064364207
2026-01-10,42.18434626597892
2026-01-11,42.18434626597892
2026-01-12,56.24579502130523
2026-01-13,50.621215519174704
2026-01-14,52.02736039470734
2026-01-15,57.65193989683786
2026-01-16,49.21507064364207
2026-01-17,43.59049114151155
2026-01-18,46.402780892576814
2026-01-19,43.59049114151155
2026-01-20,47.80892576810945
2026-01-21,54.839650145772595
2026-01-22,49.21507064364207
2026-01-23,46.402780892576814
2026-01-24,42.18434626597892
2026-01-25,39.37205651491366
2026-01-26,50.621215519174704
2026-01-27,47.80892576810945
2026-01-28,49.21507064364207
2026-01-29,53.43350527023996
2026-01-30,49.21507064364207
2026-01-31,43.59049114151155
2026-02-01,47.80892576810945
2026-02-02,50.621215519174704
2026-02-03,49.21507064364207
2026-02-04,52.02736039470734
2026-02-05,49.21507064364207
2026-02-06,46.402780892576814
2026-02-07,46.402780892576814
2026-02-08,46.402780892576814
2026-02-09,52.02736039470734
2026-02-10,53.43350527023996
2026-02-11,52.02736039470734
2026-02-12,49.21507064364207
2026-02-13,52.02736039470734
2026-02-14,49.21507064364207
2026-02-15,52.02736039470734
2026-02-16,47.80892576810945
2026-02-17,49.21507064364207
2026-02-18,52.02736039470734
2026-02-19,50.621215519174704
2026-02-20,54.839650145772595
2026-02-21,52.02736039470734
2026-02-22,49.21507064364207
2026-02-23,52.02736039470734
2026-02-24,52.02736039470734
2026-02-25,54.839650145772595
2026-02-26,53.43350527023996
2026-02-27,53.43350527023996
2026-02-28,47.80892576810945
2026-03-01,46.402780892576814
2026-03-02,57.65193989683786
2026-03-03,53.43350527023996
2026-03-04,57.65193989683786
2026-03-05,53.43350527023996
2026-03-06,56.24579502130523
2026-03-07,43.59049114151155
2026-03-08,46.402780892576814
2026-03-09,53.43350527023996
2026-03-10,56.24579502130523
2026-03-11,54.839650145772595
2026-03-12,52.02736039470734
2026-03-13,52.02736039470734
2026-03-14,47.80892576810945
2026-03-15,49.21507064364207
2026-03-16,49.21507064364207
2026-03-17,98.43014128728414
2026-03-18,60.46422964790312
2026-03-19,54.839650145772595
2026-03-20,56.24579502130523
2026-03-21,54.839650145772595
2026-03-22,52.02736039470734
2026-03-23,56.24579502130523
2026-03-24,54.839650145772595
2026-03-25,56.24579502130523
2026-03-26,57.65193989683786
2026-03-27,53.43350527023996
2026-03-28,50.621215519174704
2026-03-29,54.839650145772595
2026-03-30,54.839650145772595
2026-03-31,56.24579502130523
2026-04-01,59.05808477237049
2026-04-02,54.839650145772595
2026-04-03,52.02736039470734
2026-04-04,54.839650145772595
2026-04-05,53.43350527023996
2026-04-06,60.46422964790312
2026-04-07,57.65193989683786
2026-04-08,59.05808477237049
2026-04-09,57.65193989683786
2026-04-10,74.52567840322942
2026-04-11,68.9010989010989
2026-04-12,59.05808477237049
2026-04-13,61.87037452343575
2026-04-14,60.46422964790312
2026-04-15,63.27651939896838
2026-04-16,63.27651939896838
2026-04-17,60.46422964790312
2026-04-18,57.65193989683786
2026-04-19,54.839650145772595
2026-04-20,59.05808477237049
2026-04-21,56.24579502130523
2026-04-22,60.46422964790312
2026-04-23,59.05808477237049
2026-04-24,57.65193989683786
2026-04-25,50.621215519174704
2026-04-26,53.43350527023996
2026-04-27,61.87037452343575
2026-04-28,54.839650145772595
2026-04-29,57.65193989683786
2026-04-30,56.24579502130523
2026-05-01,54.839650145772595
2026-05-02,50.621215519174704
2026-05-03,53.43350527023996
2026-05-04,54.839650145772595
2026-05-05,52.02736039470734
2026-05-06,57.65193989683786
2026-05-07,54.839650145772595
2026-05-08,56.24579502130523
2026-05-09,52.02736039470734
2026-05-10,53.43350527023996
2026-05-11,54.839650145772595
2026-05-12,54.839650145772595
2026-05-13,59.05808477237049
2026-05-14,61.87037452343575
2026-05-15,59.05808477237049
2026-05-16,59.05808477237049
2026-05-17,56.24579502130523
2026-05-18,54.839650145772595
2026-05-19,57.65193989683786
2026-05-20,54.839650145772595
2026-05-21,52.02736039470734
2026-05-22,56.24579502130523
2026-05-23,52.02736039470734
2026-05-24,50.621215519174704
2026-05-25,50.621215519174704
2026-05-26,50.621215519174704
2026-05-27,54.839650145772595
2026-05-28,63.27651939896838
2026-05-29,82.96254765642522
2026-05-30,140.61448755326307
2026-05-31,105.4608656649473
