Time,intervention
2024-09-25,95.38716651623604
2024-09-26,88.95657102075944
2024-09-27,81.4542096093701
2024-09-28,53.58829579563822
2024-09-29,68.59301861841692
2024-09-30,92.17186876849773
2024-10-01,92.17186876849773
2024-10-02,91.10010285258497
2024-10-03,93.2436346844105
2024-10-04,79.31067777754457
2024-10-05,56.803593543376515
2024-10-06,61.09065720702757
2024-10-07,90.0283369366722
2024-10-08,92.17186876849773
2024-10-09,95.38716651623604
2024-10-10,86.81303918893391
2024-10-11,76.09538002980626
2024-10-12,57.87535945928928
2024-10-13,58.94712537520204
2024-10-14,83.59774144119562
2024-10-15,92.17186876849773
2024-10-16,93.2436346844105
2024-10-17,95.38716651623604
2024-10-18,81.4542096093701
2024-10-19,54.66006171155098
2024-10-20,69.66478453432968
2024-10-21,107.17659159127643
2024-10-22,102.88952792762538
2024-10-23,95.38716651623604
2024-10-24,101.81776201171262
2024-10-25,83.59774144119562
2024-10-26,54.66006171155098
2024-10-27,63.234189038853096
2024-10-28,102.88952792762538
2024-10-29,98.60246426397433
2024-10-30,99.67423017988709
2024-10-31,87.88480510484668
2024-11-01,78.2389118616318
2024-11-02,60.018891291114805
2024-11-03,62.16242312294033
2024-11-04,102.88952792762538
2024-11-05,85.74127327302115
2024-11-06,64.30595495476587
2024-11-07,98.60246426397433
2024-11-08,85.74127327302115
2024-11-09,55.731827627463744
2024-11-10,60.018891291114805
2024-11-11,87.88480510484668
2024-11-12,90.0283369366722
2024-11-13,97.53069834806156
2024-11-14,93.2436346844105
2024-11-15,82.52597552528286
2024-11-16,50.37299804789993
2024-11-17,63.234189038853096
2024-11-18,100.74599609579985
2024-11-19,98.60246426397433
2024-11-20,88.95657102075944
2024-11-21,90.0283369366722
2024-11-22,77.16714594571903
2024-11-23,52.516529879725454
2024-11-24,60.018891291114805
2024-11-25,83.59774144119562
2024-11-26,76.09538002980626
2024-11-27,60.018891291114805
2024-11-28,39.655338888772285
2024-11-29,39.655338888772285
2024-11-30,50.37299804789993
2024-12-01,58.94712537520204
2024-12-02,86.81303918893391
2024-12-03,92.17186876849773
2024-12-04,92.17186876849773
2024-12-05,91.10010285258497
2024-12-06,81.4542096093701
2024-12-07,57.87535945928928
2024-12-08,60.018891291114805
2024-12-09,87.88480510484668
2024-12-10,88.95657102075944
2024-12-11,81.4542096093701
2024-12-12,80.38244369345733
2024-12-13,72.88008228206797
2024-12-14,45.0141684683361
2024-12-15,49.30123213198716
2024-12-16,68.59301861841692
2024-12-17,67.52125270250416
2024-12-18,61.09065720702757
2024-12-19,57.87535945928928
2024-12-20,50.37299804789993
2024-12-21,36.44004114103399
2024-12-22,26.79414789781911
2024-12-23,36.44004114103399
2024-12-24,28.93767972964464
2024-12-25,23.578850150080818
2024-12-26,32.15297747738293
2024-12-27,35.368275225121224
2024-12-28,30.009445645557403
2024-12-29,31.081211561470166
2024-12-30,39.655338888772285
2024-12-31,36.44004114103399
2025-01-01,25.722381981906345
2025-01-02,50.37299804789993
2025-01-03,48.2294662160744
2025-01-04,42.870636636510575
2025-01-05,35.368275225121224
2025-01-06,57.87535945928928
2025-01-07,68.59301861841692
2025-01-08,71.80831636615521
2025-01-09,68.59301861841692
2025-01-10,70.73655045024245
2025-01-11,43.94240255242334
2025-01-12,41.79887072059781
2025-01-13,68.59301861841692
2025-01-14,81.4542096093701
2025-01-15,82.52597552528286
2025-01-16,80.38244369345733
2025-01-17,73.95184819798074
2025-01-18,46.085934384248866
2025-01-19,50.37299804789993
2025-01-20,58.94712537520204
2025-01-21,77.16714594571903
2025-01-22,83.59774144119562
2025-01-23,93.2436346844105
2025-01-24,85.74127327302115
2025-01-25,56.803593543376515
2025-01-26,61.09065720702757
2025-01-27,87.88480510484668
2025-01-28,98.60246426397433
2025-01-29,90.0283369366722
2025-01-30,93.2436346844105
2025-01-31,84.66950735710839
2025-02-01,60.018891291114805
2025-02-02,67.52125270250416
2025-02-03,92.17186876849773
2025-02-04,95.38716651623604
2025-02-05,105.03305975945091
2025-02-06,93.2436346844105
2025-02-07,82.52597552528286
2025-02-08,57.87535945928928
2025-02-09,61.09065720702757
2025-02-10,88.95657102075944
2025-02-11,96.4589324321488
2025-02-12,99.67423017988709
2025-02-13,83.59774144119562
2025-02-14,85.74127327302115
2025-02-15,61.09065720702757
2025-02-16,69.66478453432968
2025-02-17,92.17186876849773
2025-02-18,103.96129384353814
2025-02-19,102.88952792762538
2025-02-20,98.60246426397433
2025-02-21,92.17186876849773
2025-02-22,58.94712537520204
2025-02-23,72.88008228206797
2025-02-24,102.88952792762538
2025-02-25,103.96129384353814
2025-02-26,99.67423017988709
2025-02-27,98.60246426397433
2025-02-28,91.10010285258497
2025-03-01,61.09065720702757
2025-03-02,60.018891291114805
2025-03-03,98.60246426397433
2025-03-04,99.67423017988709
2025-03-05,98.60246426397433
2025-03-06,103.96129384353814
2025-03-07,83.59774144119562
2025-03-08,55.731827627463744
2025-03-09,65.37772087067863
2025-03-10,95.38716651623604
2025-03-11,85.74127327302115
2025-03-12,95.38716651623604
2025-03-13,88.95657102075944
2025-03-14,70.73655045024245
2025-03-15,51.44476396381269
2025-03-16,62.16242312294033
2025-03-17,86.81303918893391
2025-03-18,87.88480510484668
2025-03-19,88.95657102075944
2025-03-20,94.31540060032327
2025-03-21,79.31067777754457
2025-03-22,56.803593543376515
2025-03-23,60.018891291114805
2025-03-24,93.2436346844105
2025-03-25,95.38716651623604
2025-03-26,95.38716651623604
2025-03-27,86.81303918893391
2025-03-28,83.59774144119562
2025-03-29,61.09065720702757
2025-03-30,63.234189038853096
2025-03-31,91.10010285258497
2025-04-01,92.17186876849773
2025-04-02,85.74127327302115
2025-04-03,84.66950735710839
2025-04-04,80.38244369345733
2025-04-05,57.87535945928928
2025-04-06,66.4494867865914
2025-04-07,93.2436346844105
2025-04-08,95.38716651623604
2025-04-09,85.74127327302115
2025-04-10,93.2436346844105
2025-04-11,79.31067777754457
2025-04-12,53.58829579563822
2025-04-13,62.16242312294033
2025-04-14,98.60246426397433
2025-04-15,87.88480510484666
2025-04-16,92.18943870154547
2025-04-17,89.67693827571719
2025-04-18,72.45840388892196
2025-04-19,55.23986950212674
2025-04-20,59.00862014086916
2025-04-21,95.23782208533015
2025-04-22,95.23782208533015
2025-04-23,89.14105531776082
2025-04-24,87.88480510484666
2025-04-25,77.48340474057852
2025-04-26,54.70398654417035
2025-04-27,60.26487035378331
2025-04-28,90.93318848863134
2025-04-29,95.23782208533015
2025-04-30,97.75032251115843
2025-05-01,83.04428855019148
2025-05-02,82.32392129523373
2025-05-03,53.44773633125621
2025-05-04,60.80075331173968
2025-05-05,87.88480510484666
2025-05-06,86.09267193397615
2025-05-07,85.37230467901838
2025-05-08,76.2271545276644
2025-05-09,76.2271545276644
2025-05-10,49.1431027345574
2025-05-11,47.35096956368689
2025-05-12,80.5317881243632
2025-05-13,83.58017150814786
2025-05-14,76.35892902552251
2025-05-15,74.918194515607
2025-05-16,61.95158392636732
2025-05-17,44.66276980738109
2025-05-18,48.98497333712765
2025-05-19,74.918194515607
2025-05-20,73.47746000569147
2025-05-21,79.24039804535354
2025-05-22,77.79966353543803
2025-05-23,63.39231843628284
2025-05-24,46.10350431729661
2025-05-25,51.866442356958686
2025-05-26,54.74791137678972
2025-05-27,76.35892902552251
2025-05-28,85.00333608501563
2025-05-29,76.35892902552251
2025-05-30,63.39231843628284
2025-05-31,47.54423882721213
2025-06-01,53.30717686687421
2025-06-02,72.03672549577595
2025-06-03,72.03672549577595
2025-06-04,69.15525647594492
2025-06-05,73.47746000569147
2025-06-06,64.83305294619836
2025-06-07,47.54423882721213
2025-06-08,56.188645886705245
2025-06-09,82.12186706518459
2025-06-10,83.5626015751001
2025-06-11,79.24039804535354
2025-06-12,79.24039804535354
2025-06-13,70.59599098586044
2025-06-14,51.866442356958686
2025-06-15,56.188645886705245
2025-06-16,79.24039804535354
2025-06-17,79.24039804535354
2025-06-18,79.24039804535354
2025-06-19,72.03672549577595
2025-06-20,63.39231843628284
2025-06-21,54.74791137678972
2025-06-22,61.95158392636732
2025-06-23,73.47746000569147
2025-06-24,83.5626015751001
2025-06-25,79.24039804535354
2025-06-26,74.918194515607
2025-06-27,73.47746000569147
2025-06-28,50.42570784704317
2025-06-29,54.74791137678972
2025-06-30,69.15525647594492
2025-07-01,72.03672549577595
2025-07-02,69.15525647594492
2025-07-03,63.39231843628284
2025-07-04,47.54423882721213
2025-07-05,44.66276980738109
2025-07-06,54.74791137678972
2025-07-07,70.59599098586044
2025-07-08,79.24039804535354
2025-07-09,76.35892902552251
2025-07-10,77.79966353543803
2025-07-11,77.79966353543803
2025-07-12,51.866442356958686
2025-07-13,56.188645886705245
2025-07-14,76.35892902552251
2025-07-15,77.79966353543803
2025-07-16,80.68113255526907
2025-07-17,89.32553961476218
2025-07-18,69.15525647594492
2025-07-19,70.59599098586044
2025-07-20,89.32553961476218
2025-07-21,96.52921216433978
2025-07-22,90.76627412467771
2025-07-23,86.44407059493115
2025-07-24,92.20700863459322
2025-07-25,79.24039804535354
2025-07-26,70.59599098586044
2025-07-27,86.44407059493115
2025-07-28,93.64774314450874
2025-07-29,110.93655726349498
2025-07-30,144.0734509915519
2025-07-31,121.02169883290361
2025-08-01,86.44407059493115
2025-08-02,47.54423882721213
2025-08-03,50.42570784704317
2025-08-04,70.59599098586044
2025-08-05,86.44407059493115
2025-08-06,112.37729177341049
2025-08-07,112.37729177341049
2025-08-08,100.85141569408634
2025-08-09,74.918194515607
2025-08-10,89.32553961476218
2025-08-11,118.14022981307257
2025-08-12,82.12186706518459
2025-08-13,74.918194515607
2025-08-14,72.03672549577595
2025-08-15,73.47746000569147
2025-08-16,46.10350431729661
2025-08-17,46.10350431729661
2025-08-18,74.918194515607
2025-08-19,77.79966353543803
2025-08-20,83.5626015751001
2025-08-21,82.12186706518459
2025-08-22,69.15525647594492
2025-08-23,46.10350431729661
2025-08-24,53.30717686687421
2025-08-25,82.12186706518459
2025-08-26,83.5626015751001
2025-08-27,86.44407059493115
2025-08-28,85.00333608501563
2025-08-29,73.47746000569147
2025-08-30,48.98497333712765
2025-08-31,50.42570784704317
2025-09-01,63.39231843628284
2025-09-02,85.00333608501563
2025-09-03,89.32553961476218
2025-09-04,89.32553961476218
2025-09-05,83.5626015751001
2025-09-06,54.74791137678972
2025-09-07,63.39231843628284
2025-09-08,93.64774314450874
2025-09-09,103.73288471391737
2025-09-10,95.08847765442427
2025-09-11,93.64774314450874
2025-09-12,74.918194515607
2025-09-13,50.42570784704317
2025-09-14,60.510849416451805
2025-09-15,100.85141569408634
2025-09-16,102.29215020400186
2025-09-17,109.49582275357945
2025-09-18,97.9699466742553
2025-09-19,93.64774314450874
2025-09-20,66.27378745611388
2025-09-21,76.35892902552251
2025-09-22,108.05508824366393
2025-09-23,109.49582275357945
2025-09-24,112.37729177341049
2025-09-25,99.41068118417081
2025-09-26,92.20700863459322
2025-09-27,57.62938039662076
2025-09-28,67.7145219660294
2025-09-29,109.49582275357945
2025-09-30,100.85141569408634
2025-10-01,103.73288471391737
2025-10-02,95.08847765442427
2025-10-03,83.5626015751001
2025-10-04,54.74791137678972
2025-10-05,66.27378745611388
2025-10-06,95.08847765442427
2025-10-07,97.9699466742553
2025-10-08,93.64774314450874
2025-10-09,105.1736192238329
2025-10-10,87.88480510484666
2025-10-11,56.188645886705245
2025-10-12,60.510849416451805
2025-10-13,87.88480510484666
2025-10-14,102.29215020400186
2025-10-15,100.85141569408634
2025-10-16,95.08847765442427
2025-10-17,80.68113255526907
2025-10-18,57.62938039662076
2025-10-19,63.39231843628284
2025-10-20,92.20700863459322
2025-10-21,96.52921216433978
2025-10-22,102.29215020400186
2025-10-23,103.73288471391737
2025-10-24,86.44407059493115
2025-10-25,56.188645886705245
2025-10-26,63.39231843628284
2025-10-27,100.85141569408634
2025-10-28,103.73288471391737
2025-10-29,106.61435373374842
2025-10-30,108.05508824366393
2025-10-31,87.88480510484666
2025-11-01,72.03672549577595
2025-11-02,86.44407059493115
2025-11-03,126.78463687256568
2025-11-04,119.58096432298808
2025-11-05,113.818026283326
2025-11-06,113.818026283326
2025-11-07,105.1736192238329
2025-11-08,76.35892902552251
2025-11-09,80.68113255526907
2025-11-10,109.49582275357945
2025-11-11,110.93655726349498
2025-11-12,123.90316785273464
2025-11-13,121.02169883290361
2025-11-14,110.93655726349498
2025-11-15,82.12186706518459
2025-11-16,89.32553961476218
2025-11-17,123.90316785273464
2025-11-18,126.78463687256568
2025-11-19,125.34390236265016
2025-11-20,131.10684040231223
2025-11-21,102.29215020400186
2025-11-22,86.44407059493115
2025-11-23,87.88480510484666
2025-11-24,108.05508824366393
2025-11-25,106.61435373374842
2025-11-26,80.68113255526907
2025-11-27,56.188645886705245
2025-11-28,56.188645886705245
2025-11-29,66.27378745611388
2025-11-30,87.88480510484666
2025-12-01,105.1736192238329
2025-12-02,119.58096432298808
2025-12-03,110.93655726349498
2025-12-04,112.37729177341049
2025-12-05,96.52921216433978
2025-12-06,79.24039804535354
2025-12-07,79.24039804535354
2025-12-08,108.05508824366393
2025-12-09,112.37729177341049
2025-12-10,108.05508824366393
2025-12-11,108.54182287539214
2025-12-12,106.84798635697796
2025-12-13,76.14476578756211
2025-12-14,66.95521594053338
2025-12-15,95.96459999153505
2025-12-16,96.93806925499149
2025-12-17,97.65843650994924
2025-12-18,95.24423273657729
2025-12-19,83.64047911617662
2025-12-20,69.622521722404
2025-12-21,53.910727810217196
2025-12-22,73.73056201419014
2025-12-23,77.83860230597628
2025-12-24,60.43297187537529
2025-12-25,44.72117796318848
2025-12-26,54.631095065174954
2025-12-27,58.7391353569611
2025-12-28,54.631095065174954
2025-12-29,72.03672549577595
2025-12-30,77.83860230597628
2025-12-31,77.83860230597628
2026-01-01,60.43297187537529
2026-01-02,74.4509292691479
2026-01-03,134.88390114452318
2026-01-04,132.46969737115126
2026-01-05,116.75790345896444
2026-01-06,122.55978026916478
2026-01-07,113.37023042213605
2026-01-08,103.46031332014957
2026-01-09,110.97549603403323
2026-01-10,99.29386487255604
2026-01-11,75.93060254960169
2026-01-12,105.13468045329464
2026-01-13,114.86937308785896
2026-01-14,124.60406572242327
2026-01-15,126.55100424933613
2026-01-16,114.86937308785896
2026-01-17,103.18774192638178
2026-01-18,79.8244796034274
2026-01-19,93.45304929181745
2026-01-20,110.97549603403323
2026-01-21,130.44488130316185
2026-01-22,128.497942776249
2026-01-23,122.65712719551041
2026-01-24,105.13468045329464
2026-01-25,120.71018866859754
2026-01-26,138.23263541081332
2026-01-27,134.3387583569876
2026-01-28,126.55100424933613
2026-01-29,142.12651246463903
2026-01-30,144.0734509915519
2026-01-31,122.65712719551041
2026-02-01,157.70202067994197
2026-02-02,169.38365184141912
2026-02-03,163.54283626068053
2026-02-04,165.4897747875934
2026-02-05,177.1714059490706
2026-02-06,147.96732804537763
2026-02-07,116.81631161477182
2026-02-08,110.97549603403323
2026-02-09,142.12651246463903
2026-02-10,144.0734509915519
2026-02-11,140.1795739377262
2026-02-12,134.3387583569876
2026-02-13,144.0734509915519
2026-02-14,116.81631161477182
2026-02-15,130.44488130316185
2026-02-16,165.4897747875934
2026-02-17,167.43671331450628
2026-02-18,159.6489592068548
2026-02-19,153.80814362611622
2026-02-20,147.96732804537763
2026-02-21,138.23263541081332
2026-02-22,128.497942776249
2026-02-23,167.43671331450628
2026-02-24,151.86120509920337
2026-02-25,151.86120509920337
2026-02-26,177.1714059490706
2026-02-27,194.69385269128637
2026-02-28,97.34692634564318
2026-03-01,93.45304929181745
2026-03-02,169.38365184141912
2026-03-03,183.01222152980918
2026-03-04,161.59589773376769
2026-03-05,149.9142665722905
2026-03-06,134.3387583569876
2026-03-07,101.2408033994689
2026-03-08,112.92243456094609
2026-03-09,144.0734509915519
2026-03-10,138.23263541081332
2026-03-11,138.23263541081332
2026-03-12,130.44488130316185
2026-03-13,118.76325014168468
2026-03-14,93.45304929181745
2026-03-15,101.2408033994689
2026-03-16,132.39181983007472
2026-03-17,140.1795739377262
2026-03-18,167.43671331450628
2026-03-19,161.59589773376769
2026-03-20,147.96732804537763
2026-03-21,124.60406572242327
2026-03-22,122.65712719551041
2026-03-23,149.9142665722905
2026-03-24,161.59589773376769
2026-03-25,146.02038951846478
2026-03-26,140.1795739377262
2026-03-27,138.23263541081332
2026-03-28,110.97549603403323
2026-03-29,120.71018866859754
2026-03-30,140.1795739377262
2026-03-31,140.1795739377262
2026-04-01,138.23263541081332
2026-04-02,130.44488130316185
2026-04-03,114.86937308785896
2026-04-04,91.50611076490459
2026-04-05,114.86937308785896
2026-04-06,138.23263541081332
2026-04-07,140.1795739377262
2026-04-08,146.02038951846478
2026-04-09,151.86120509920337
2026-04-10,116.81631161477182
2026-04-11,91.50611076490459
2026-04-12,97.34692634564318
2026-04-13,128.497942776249
2026-04-14,136.28569688390044
2026-04-15,132.39181983007472
2026-04-16,136.28569688390044
2026-04-17,140.1795739377262
2026-04-18,99.29386487255604
2026-04-19,105.13468045329464
2026-04-20,132.39181983007472
2026-04-21,146.02038951846478
2026-04-22,147.96732804537763
2026-04-23,142.12651246463903
2026-04-24,122.65712719551041
2026-04-25,101.2408033994689
2026-04-26,114.86937308785896
2026-04-27,134.3387583569876
2026-04-28,130.44488130316185
2026-04-29,136.28569688390044
2026-04-30,136.28569688390044
2026-05-01,116.81631161477182
2026-05-02,93.45304929181745
2026-05-03,107.0816189802075
2026-05-04,118.76325014168468
2026-05-05,128.497942776249
2026-05-06,132.39181983007472
2026-05-07,124.60406572242327
2026-05-08,120.71018866859754
2026-05-09,83.71835665725314
2026-05-10,85.665295184166
2026-05-11,109.02855750712037
2026-05-12,122.65712719551041
2026-05-13,118.76325014168468
2026-05-14,114.86937308785896
2026-05-15,103.18774192638178
2026-05-16,87.61223371107886
2026-05-17,93.45304929181745
2026-05-18,109.02855750712037
2026-05-19,126.55100424933613
2026-05-20,128.497942776249
2026-05-21,118.76325014168468
2026-05-22,116.81631161477182
2026-05-23,99.29386487255604
2026-05-24,103.18774192638178
2026-05-25,103.18774192638178
2026-05-26,120.71018866859754
2026-05-27,120.71018866859754
2026-05-28,134.3387583569876
2026-05-29,114.86937308785896
2026-05-30,107.0816189802075
2026-05-31,146.02038951846478
