Time,baker_mayfield
2022-06-23,6.0
2022-06-24,5.0
2022-06-25,5.0
2022-06-26,13.0
2022-06-27,14.0
2022-06-28,13.0
2022-06-29,10.0
2022-06-30,7.0
2022-07-01,5.0
2022-07-02,5.0
2022-07-03,5.0
2022-07-04,6.0
2022-07-05,6.0
2022-07-06,100.0
2022-07-07,52.0
2022-07-08,20.0
2022-07-09,13.0
2022-07-10,10.0
2022-07-11,8.0
2022-07-12,10.0
2022-07-13,8.0
2022-07-14,6.0
2022-07-15,4.0
2022-07-16,4.0
2022-07-17,3.0
2022-07-18,3.0
2022-07-19,4.0
2022-07-20,4.0
2022-07-21,4.0
2022-07-22,4.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,5.0
2022-07-26,4.0
2022-07-27,5.0
2022-07-28,5.0
2022-07-29,5.0
2022-07-30,6.0
2022-07-31,5.0
2022-08-01,8.0
2022-08-02,7.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,5.0
2022-08-06,7.0
2022-08-07,7.0
2022-08-08,6.0
2022-08-09,5.0
2022-08-10,5.0
2022-08-11,4.0
2022-08-12,6.0
2022-08-13,14.0
2022-08-14,11.0
2022-08-15,6.0
2022-08-16,5.0
2022-08-17,4.0
2022-08-18,8.0
2022-08-19,10.0
2022-08-20,9.0
2022-08-21,9.0
2022-08-22,8.0
2022-08-23,6.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,4.0
2022-08-27,11.0
2022-08-28,7.0
2022-08-29,3.707317073170732
2022-08-30,8.26829268292683
2022-08-31,6.414634146341464
2022-09-01,4.560975609756098
2022-09-02,3.707317073170732
2022-09-03,3.707317073170732
2022-09-04,5.060975609756098
2022-09-05,3.707317073170732
2022-09-06,3.707317073170732
2022-09-07,3.707317073170732
2022-09-08,3.707317073170732
2022-09-09,5.560975609756098
2022-09-10,5.060975609756098
2022-09-11,30.012195121951223
2022-09-12,13.829268292682928
2022-09-13,5.060975609756098
2022-09-14,3.207317073170732
2022-09-15,3.207317073170732
2022-09-16,3.207317073170732
2022-09-17,2.3536585365853657
2022-09-18,13.829268292682928
2022-09-19,6.414634146341464
2022-09-20,5.060975609756098
2022-09-21,3.207317073170732
2022-09-22,3.207317073170732
2022-09-23,10.621951219512196
2022-09-24,3.207317073170732
2022-09-25,8.76829268292683
2022-09-26,5.060975609756098
2022-09-27,3.707317073170732
2022-09-28,1.707317073170732
2022-09-29,1.707317073170732
2022-09-30,1.707317073170732
2022-10-01,3.414634146341464
2022-10-02,10.243902439024392
2022-10-03,10.243902439024392
2022-10-04,8.536585365853659
2022-10-05,5.121951219512196
2022-10-06,3.414634146341464
2022-10-07,3.414634146341464
2022-10-08,3.414634146341464
2022-10-09,13.658536585365855
2022-10-10,15.365853658536587
2022-10-11,6.829268292682928
2022-10-12,3.414634146341464
2022-10-13,3.414634146341464
2022-10-14,3.414634146341464
2022-10-15,1.707317073170732
2022-10-16,13.658536585365855
2022-10-17,6.829268292682928
2022-10-18,1.707317073170732
2022-10-19,1.707317073170732
2022-10-20,1.707317073170732
2022-10-21,3.414634146341464
2022-10-22,1.707317073170732
2022-10-23,11.951219512195124
2022-10-24,6.829268292682928
2022-10-25,3.414634146341464
2022-10-26,1.707317073170732
2022-10-27,1.707317073170732
2022-10-28,1.707317073170732
2022-10-29,1.707317073170732
2022-10-30,10.243902439024392
2022-10-31,5.121951219512196
2022-11-01,8.536585365853659
2022-11-02,3.414634146341464
2022-11-03,1.707317073170732
2022-11-04,6.829268292682928
2022-11-05,3.414634146341464
2022-11-06,10.243902439024392
2022-11-07,5.121951219512196
2022-11-08,1.707317073170732
2022-11-09,1.707317073170732
2022-11-10,3.414634146341464
2022-11-11,20.487804878048784
2022-11-12,3.414634146341464
2022-11-13,5.121951219512196
2022-11-14,3.414634146341464
2022-11-15,3.414634146341464
2022-11-16,1.707317073170732
2022-11-17,1.707317073170732
2022-11-18,3.414634146341464
2022-11-19,1.707317073170732
2022-11-20,6.829268292682928
2022-11-21,3.414634146341464
2022-11-22,3.414634146341464
2022-11-23,3.414634146341464
2022-11-24,3.414634146341464
2022-11-25,3.414634146341464
2022-11-26,1.707317073170732
2022-11-27,6.829268292682928
2022-11-28,3.414634146341464
2022-11-29,1.707317073170732
2022-11-30,1.707317073170732
2022-12-01,1.707317073170732
2022-12-02,1.707317073170732
2022-12-03,1.707317073170732
2022-12-04,3.414634146341464
2022-12-05,52.926829268292686
2022-12-06,73.41463414634147
2022-12-07,47.804878048780495
2022-12-08,32.43902439024391
2022-12-09,170.7317073170732
2022-12-10,27.31707317073171
2022-12-11,18.78048780487805
2022-12-12,10.243902439024392
2022-12-13,10.243902439024392
2022-12-14,3.414634146341464
2022-12-15,3.414634146341464
2022-12-16,5.121951219512196
2022-12-17,5.121951219512196
2022-12-18,6.829268292682928
2022-12-19,10.243902439024392
2022-12-20,30.731707317073173
2022-12-21,3.414634146341464
2022-12-22,1.707317073170732
2022-12-23,3.414634146341464
2022-12-24,3.414634146341464
2022-12-25,25.60975609756098
2022-12-26,29.02439024390244
2022-12-27,8.536585365853659
2022-12-28,3.414634146341464
2022-12-29,3.414634146341464
2022-12-30,3.414634146341464
2022-12-31,3.414634146341464
2023-01-01,6.829268292682928
2023-01-02,6.829268292682928
2023-01-03,3.414634146341464
2023-01-04,1.707317073170732
2023-01-05,1.707317073170732
2023-01-06,1.707317073170732
2023-01-07,1.707317073170732
2023-01-08,8.536585365853659
2023-01-09,6.829268292682928
2023-01-10,3.414634146341464
2023-01-11,1.707317073170732
2023-01-12,1.707317073170732
2023-01-13,1.707317073170732
2023-01-14,3.414634146341464
2023-01-15,5.121951219512196
2023-01-16,3.414634146341464
2023-01-17,1.707317073170732
2023-01-18,1.707317073170732
2023-01-19,1.707317073170732
2023-01-20,1.707317073170732
2023-01-21,1.707317073170732
2023-01-22,1.707317073170732
2023-01-23,1.707317073170732
2023-01-24,1.707317073170732
2023-01-25,1.707317073170732
2023-01-26,1.707317073170732
2023-01-27,1.707317073170732
2023-01-28,1.707317073170732
2023-01-29,3.414634146341464
2023-01-30,1.707317073170732
2023-01-31,1.707317073170732
2023-02-01,1.707317073170732
2023-02-02,1.707317073170732
2023-02-03,1.707317073170732
2023-02-04,1.707317073170732
2023-02-05,1.707317073170732
2023-02-06,1.707317073170732
2023-02-07,0.0
2023-02-08,1.707317073170732
2023-02-09,0.0
2023-02-10,1.707317073170732
2023-02-11,1.707317073170732
2023-02-12,1.707317073170732
2023-02-13,1.707317073170732
2023-02-14,1.707317073170732
2023-02-15,1.707317073170732
2023-02-16,1.707317073170732
2023-02-17,1.707317073170732
2023-02-18,1.707317073170732
2023-02-19,1.707317073170732
2023-02-20,1.707317073170732
2023-02-21,1.707317073170732
2023-02-22,0.0
2023-02-23,1.707317073170732
2023-02-24,1.707317073170732
2023-02-25,1.707317073170732
2023-02-26,1.707317073170732
2023-02-27,1.707317073170732
2023-02-28,1.707317073170732
2023-03-01,1.707317073170732
2023-03-02,1.707317073170732
2023-03-03,1.707317073170732
2023-03-04,1.707317073170732
2023-03-05,1.707317073170732
2023-03-06,3.414634146341464
2023-03-07,3.414634146341464
2023-03-08,1.707317073170732
2023-03-09,1.707317073170732
2023-03-10,1.707317073170732
2023-03-11,1.707317073170732
2023-03-12,5.121951219512196
2023-03-13,8.536585365853659
2023-03-14,8.536585365853659
2023-03-15,22.195121951219516
2023-03-16,15.365853658536587
2023-03-17,10.243902439024392
2023-03-18,10.243902439024392
2023-03-19,3.414634146341464
2023-03-20,8.536585365853659
2023-03-21,8.536585365853659
2023-03-22,3.414634146341464
2023-03-23,1.707317073170732
2023-03-24,1.707317073170732
2023-03-25,1.707317073170732
2023-03-26,3.414634146341464
2023-03-27,1.707317073170732
2023-03-28,1.707317073170732
2023-03-29,1.707317073170732
2023-03-30,1.707317073170732
2023-03-31,1.707317073170732
2023-04-01,1.707317073170732
2023-04-02,1.707317073170732
2023-04-03,1.707317073170732
2023-04-04,3.414634146341464
2023-04-05,1.707317073170732
2023-04-06,1.707317073170732
2023-04-07,1.707317073170732
2023-04-08,3.414634146341464
2023-04-09,5.121951219512196
2023-04-10,1.707317073170732
2023-04-11,1.707317073170732
2023-04-12,1.707317073170732
2023-04-13,1.707317073170732
2023-04-14,1.707317073170732
2023-04-15,1.707317073170732
2023-04-16,1.707317073170732
2023-04-17,1.707317073170732
2023-04-18,1.707317073170732
2023-04-19,1.707317073170732
2023-04-20,1.707317073170732
2023-04-21,1.707317073170732
2023-04-22,1.707317073170732
2023-04-23,1.707317073170732
2023-04-24,1.707317073170732
2023-04-25,1.707317073170732
2023-04-26,1.707317073170732
2023-04-27,2.560975609756098
2023-04-28,7.682926829268293
2023-04-29,4.26829268292683
2023-04-30,2.560975609756098
2023-05-01,1.707317073170732
2023-05-02,1.707317073170732
2023-05-03,1.707317073170732
2023-05-04,1.707317073170732
2023-05-05,3.414634146341464
2023-05-06,3.414634146341464
2023-05-07,1.707317073170732
2023-05-08,0.853658536585366
2023-05-09,1.707317073170732
2023-05-10,1.707317073170732
2023-05-11,1.707317073170732
2023-05-12,1.707317073170732
2023-05-13,1.707317073170732
2023-05-14,1.707317073170732
2023-05-15,1.707317073170732
2023-05-16,1.707317073170732
2023-05-17,0.853658536585366
2023-05-18,1.707317073170732
2023-05-19,1.707317073170732
2023-05-20,1.707317073170732
2023-05-21,0.853658536585366
2023-05-22,1.707317073170732
2023-05-23,1.707317073170732
2023-05-24,2.560975609756098
2023-05-25,1.707317073170732
2023-05-26,1.707317073170732
2023-05-27,1.707317073170732
2023-05-28,1.707317073170732
2023-05-29,1.707317073170732
2023-05-30,1.707317073170732
2023-05-31,3.414634146341464
2023-06-01,1.707317073170732
2023-06-02,1.707317073170732
2023-06-03,1.707317073170732
2023-06-04,1.707317073170732
2023-06-05,3.414634146341464
2023-06-06,1.707317073170732
2023-06-07,1.707317073170732
2023-06-08,1.707317073170732
2023-06-09,1.707317073170732
2023-06-10,1.707317073170732
2023-06-11,1.707317073170732
2023-06-12,6.829268292682928
2023-06-13,6.829268292682928
2023-06-14,3.414634146341464
2023-06-15,1.707317073170732
2023-06-16,1.707317073170732
2023-06-17,1.707317073170732
2023-06-18,1.707317073170732
2023-06-19,1.707317073170732
2023-06-20,1.707317073170732
2023-06-21,1.707317073170732
2023-06-22,0.0
2023-06-23,1.707317073170732
2023-06-24,1.707317073170732
2023-06-25,1.707317073170732
2023-06-26,1.707317073170732
2023-06-27,1.707317073170732
2023-06-28,1.707317073170732
2023-06-29,1.707317073170732
2023-06-30,3.414634146341464
2023-07-01,8.536585365853659
2023-07-02,6.829268292682928
2023-07-03,1.707317073170732
2023-07-04,1.707317073170732
2023-07-05,1.707317073170732
2023-07-06,1.707317073170732
2023-07-07,1.707317073170732
2023-07-08,1.707317073170732
2023-07-09,1.707317073170732
2023-07-10,3.414634146341464
2023-07-11,1.707317073170732
2023-07-12,1.707317073170732
2023-07-13,1.707317073170732
2023-07-14,1.707317073170732
2023-07-15,3.414634146341464
2023-07-16,6.829268292682928
2023-07-17,3.414634146341464
2023-07-18,1.707317073170732
2023-07-19,1.707317073170732
2023-07-20,1.707317073170732
2023-07-21,1.707317073170732
2023-07-22,1.707317073170732
2023-07-23,1.707317073170732
2023-07-24,1.707317073170732
2023-07-25,1.707317073170732
2023-07-26,3.414634146341464
2023-07-27,5.121951219512196
2023-07-28,3.414634146341464
2023-07-29,10.243902439024392
2023-07-30,5.121951219512196
2023-07-31,1.707317073170732
2023-08-01,1.707317073170732
2023-08-02,6.829268292682928
2023-08-03,5.121951219512196
2023-08-04,15.365853658536587
2023-08-05,11.951219512195124
2023-08-06,3.414634146341464
2023-08-07,3.414634146341464
2023-08-08,6.829268292682928
2023-08-09,5.121951219512196
2023-08-10,11.951219512195124
2023-08-11,10.243902439024392
2023-08-12,11.951219512195124
2023-08-13,6.829268292682928
2023-08-14,5.121951219512196
2023-08-15,6.829268292682928
2023-08-16,6.829268292682928
2023-08-17,8.536585365853659
2023-08-18,6.829268292682928
2023-08-19,13.658536585365855
2023-08-20,27.31707317073171
2023-08-21,22.195121951219516
2023-08-22,22.195121951219516
2023-08-23,22.195121951219516
2023-08-24,8.536585365853659
2023-08-25,8.536585365853659
2023-08-26,8.536585365853659
2023-08-27,11.951219512195124
2023-08-28,8.536585365853659
2023-08-29,13.658536585365855
2023-08-30,6.829268292682928
2023-08-31,5.121951219512196
2023-09-01,3.414634146341464
2023-09-02,3.414634146341464
2023-09-03,3.414634146341464
2023-09-04,3.414634146341464
2023-09-05,3.414634146341464
2023-09-06,3.414634146341464
2023-09-07,3.414634146341464
2023-09-08,10.243902439024392
2023-09-09,6.829268292682928
2023-09-10,44.39024390243903
2023-09-11,15.365853658536587
2023-09-12,10.243902439024392
2023-09-13,10.243902439024392
2023-09-14,8.536585365853659
2023-09-15,8.536585365853659
2023-09-16,10.243902439024392
2023-09-17,34.146341463414636
2023-09-18,15.365853658536587
2023-09-19,17.073170731707318
2023-09-20,5.121951219512196
2023-09-21,5.121951219512196
2023-09-22,5.121951219512196
2023-09-23,5.121951219512196
2023-09-24,10.243902439024392
2023-09-25,27.31707317073171
2023-09-26,27.31707317073171
2023-09-27,3.414634146341464
2023-09-28,1.707317073170732
2023-09-29,3.414634146341464
2023-09-30,1.707317073170732
2023-10-01,18.78048780487805
2023-10-02,11.951219512195124
2023-10-03,6.829268292682928
2023-10-04,5.121951219512196
2023-10-05,11.951219512195124
2023-10-06,10.243902439024392
2023-10-07,23.902439024390247
2023-10-08,13.658536585365855
2023-10-09,6.829268292682928
2023-10-10,17.073170731707318
2023-10-11,8.536585365853659
2023-10-12,3.414634146341464
2023-10-13,3.414634146341464
2023-10-14,3.414634146341464
2023-10-15,18.78048780487805
2023-10-16,8.536585365853659
2023-10-17,15.365853658536587
2023-10-18,11.951219512195124
2023-10-19,3.414634146341464
2023-10-20,3.414634146341464
2023-10-21,3.414634146341464
2023-10-22,15.365853658536587
2023-10-23,5.121951219512196
2023-10-24,3.414634146341464
2023-10-25,3.414634146341464
2023-10-26,18.78048780487805
2023-10-27,32.43902439024391
2023-10-28,3.414634146341464
2023-10-29,3.414634146341464
2023-10-30,3.414634146341464
2023-10-31,3.414634146341464
2023-11-01,3.414634146341464
2023-11-02,1.707317073170732
2023-11-03,1.707317073170732
2023-11-04,1.707317073170732
2023-11-05,15.365853658536587
2023-11-06,6.829268292682928
2023-11-07,5.121951219512196
2023-11-08,3.414634146341464
2023-11-09,3.414634146341464
2023-11-10,3.414634146341464
2023-11-11,3.414634146341464
2023-11-12,10.243902439024392
2023-11-13,5.121951219512196
2023-11-14,3.414634146341464
2023-11-15,3.414634146341464
2023-11-16,3.414634146341464
2023-11-17,3.414634146341464
2023-11-18,3.414634146341464
2023-11-19,11.951219512195124
2023-11-20,6.829268292682928
2023-11-21,13.658536585365855
2023-11-22,8.536585365853659
2023-11-23,3.414634146341464
2023-11-24,1.707317073170732
2023-11-25,3.414634146341464
2023-11-26,17.073170731707318
2023-11-27,8.536585365853659
2023-11-28,5.121951219512196
2023-11-29,3.414634146341464
2023-11-30,3.414634146341464
2023-12-01,1.707317073170732
2023-12-02,3.414634146341464
2023-12-03,8.536585365853659
2023-12-04,6.829268292682928
2023-12-05,3.414634146341464
2023-12-06,1.707317073170732
2023-12-07,1.707317073170732
2023-12-08,1.707317073170732
2023-12-09,1.707317073170732
2023-12-10,10.243902439024392
2023-12-11,5.121951219512196
2023-12-12,3.414634146341464
2023-12-13,3.414634146341464
2023-12-14,3.414634146341464
2023-12-15,1.707317073170732
2023-12-16,1.707317073170732
2023-12-17,20.487804878048784
2023-12-18,15.365853658536587
2023-12-19,8.536585365853659
2023-12-20,5.121951219512196
2023-12-21,5.121951219512196
2023-12-22,3.414634146341464
2023-12-23,5.121951219512196
2023-12-24,18.78048780487805
2023-12-25,25.60975609756098
2023-12-26,10.243902439024392
2023-12-27,8.536585365853659
2023-12-28,6.829268292682928
2023-12-29,10.243902439024392
2023-12-30,5.121951219512196
2023-12-31,17.073170731707318
2024-01-01,8.536585365853659
2024-01-02,5.121951219512196
2024-01-03,3.414634146341464
2024-01-04,3.414634146341464
2024-01-05,3.414634146341464
2024-01-06,5.121951219512196
2024-01-07,27.31707317073171
2024-01-08,10.243902439024392
2024-01-09,5.121951219512196
2024-01-10,5.121951219512196
2024-01-11,3.414634146341464
2024-01-12,5.121951219512196
2024-01-13,8.536585365853659
2024-01-14,10.243902439024392
2024-01-15,25.60975609756098
2024-01-16,170.7317073170732
2024-01-17,22.195121951219516
2024-01-18,15.365853658536587
2024-01-19,11.951219512195124
2024-01-20,11.951219512195124
2024-01-21,121.21951219512196
2024-01-22,30.731707317073173
2024-01-23,6.829268292682928
2024-01-24,5.121951219512196
2024-01-25,5.121951219512196
2024-01-26,5.121951219512196
2024-01-27,3.414634146341464
2024-01-28,5.121951219512196
2024-01-29,3.414634146341464
2024-01-30,3.414634146341464
2024-01-31,5.121951219512196
2024-02-01,3.414634146341464
2024-02-02,10.243902439024392
2024-02-03,5.121951219512196
2024-02-04,8.536585365853659
2024-02-05,5.121951219512196
2024-02-06,3.414634146341464
2024-02-07,3.414634146341464
2024-02-08,5.121951219512196
2024-02-09,13.658536585365855
2024-02-10,5.121951219512196
2024-02-11,3.414634146341464
2024-02-12,3.414634146341464
2024-02-13,1.707317073170732
2024-02-14,1.707317073170732
2024-02-15,1.707317073170732
2024-02-16,3.414634146341464
2024-02-17,3.414634146341464
2024-02-18,3.414634146341464
2024-02-19,3.414634146341464
2024-02-20,5.121951219512196
2024-02-21,3.414634146341464
2024-02-22,3.414634146341464
2024-02-23,1.707317073170732
2024-02-24,3.414634146341464
2024-02-25,3.414634146341464
2024-02-26,3.414634146341464
2024-02-27,3.414634146341464
2024-02-28,3.414634146341464
2024-02-29,6.829268292682928
2024-03-01,6.829268292682928
2024-03-02,8.536585365853659
2024-03-03,5.121951219512196
2024-03-04,6.829268292682928
2024-03-05,6.829268292682928
2024-03-06,6.829268292682928
2024-03-07,5.121951219512196
2024-03-08,13.658536585365855
2024-03-09,10.243902439024392
2024-03-10,20.487804878048784
2024-03-11,25.60975609756098
2024-03-12,10.243902439024392
2024-03-13,5.121951219512196
2024-03-14,5.121951219512196
2024-03-15,5.121951219512196
2024-03-16,3.414634146341464
2024-03-17,3.414634146341464
2024-03-18,1.707317073170732
2024-03-19,1.707317073170732
2024-03-20,1.707317073170732
2024-03-21,1.707317073170732
2024-03-22,1.707317073170732
2024-03-23,1.707317073170732
2024-03-24,1.707317073170732
2024-03-25,1.707317073170732
2024-03-26,1.707317073170732
2024-03-27,1.707317073170732
2024-03-28,1.707317073170732
2024-03-29,1.707317073170732
2024-03-30,1.707317073170732
2024-03-31,1.707317073170732
2024-04-01,1.707317073170732
2024-04-02,1.707317073170732
2024-04-03,1.707317073170732
2024-04-04,1.707317073170732
2024-04-05,1.707317073170732
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,1.707317073170732
2024-04-10,1.707317073170732
2024-04-11,1.707317073170732
2024-04-12,1.707317073170732
2024-04-13,1.707317073170732
2024-04-14,1.707317073170732
2024-04-15,1.707317073170732
2024-04-16,0.0
2024-04-17,1.707317073170732
2024-04-18,1.707317073170732
2024-04-19,0.0
2024-04-20,1.707317073170732
2024-04-21,1.707317073170732
2024-04-22,1.707317073170732
2024-04-23,1.707317073170732
2024-04-24,1.707317073170732
2024-04-25,1.707317073170732
2024-04-26,3.414634146341464
2024-04-27,1.707317073170732
2024-04-28,1.707317073170732
2024-04-29,1.707317073170732
2024-04-30,1.707317073170732
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,1.707317073170732
2024-05-04,0.0
2024-05-05,1.707317073170732
2024-05-06,1.707317073170732
2024-05-07,1.707317073170732
2024-05-08,0.0
2024-05-09,1.707317073170732
2024-05-10,1.707317073170732
2024-05-11,0.0
2024-05-12,1.707317073170732
2024-05-13,1.707317073170732
2024-05-14,1.707317073170732
2024-05-15,1.707317073170732
2024-05-16,1.707317073170732
2024-05-17,1.707317073170732
2024-05-18,1.707317073170732
2024-05-19,0.0
2024-05-20,1.707317073170732
2024-05-21,0.0
2024-05-22,1.707317073170732
2024-05-23,1.707317073170732
2024-05-24,0.0
2024-05-25,1.707317073170732
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,1.707317073170732
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,1.707317073170732
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,1.707317073170732
2024-06-06,1.707317073170732
2024-06-07,1.707317073170732
2024-06-08,1.707317073170732
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,1.707317073170732
2024-06-13,1.707317073170732
2024-06-14,1.707317073170732
2024-06-15,0.0
2024-06-16,1.707317073170732
2024-06-17,1.707317073170732
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,1.707317073170732
2024-06-21,1.707317073170732
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,1.707317073170732
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,1.707317073170732
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,1.707317073170732
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,1.707317073170732
2024-07-11,1.707317073170732
2024-07-12,1.707317073170732
2024-07-13,1.707317073170732
2024-07-14,1.707317073170732
2024-07-15,3.414634146341464
2024-07-16,3.414634146341464
2024-07-17,1.707317073170732
2024-07-18,1.707317073170732
2024-07-19,1.707317073170732
2024-07-20,1.707317073170732
2024-07-21,1.707317073170732
2024-07-22,1.707317073170732
2024-07-23,1.707317073170732
2024-07-24,1.707317073170732
2024-07-25,1.707317073170732
2024-07-26,1.707317073170732
2024-07-27,1.707317073170732
2024-07-28,1.707317073170732
2024-07-29,1.707317073170732
2024-07-30,1.707317073170732
2024-07-31,1.707317073170732
2024-08-01,1.707317073170732
2024-08-02,1.707317073170732
2024-08-03,1.707317073170732
2024-08-04,1.707317073170732
2024-08-05,1.707317073170732
2024-08-06,1.707317073170732
2024-08-07,1.707317073170732
2024-08-08,1.707317073170732
2024-08-09,1.707317073170732
2024-08-10,1.707317073170732
2024-08-11,3.414634146341464
2024-08-12,1.707317073170732
2024-08-13,1.707317073170732
2024-08-14,1.707317073170732
2024-08-15,1.707317073170732
2024-08-16,1.707317073170732
2024-08-17,1.707317073170732
2024-08-18,3.414634146341464
2024-08-19,1.878048780487805
2024-08-20,1.878048780487805
2024-08-21,1.5365853658536586
2024-08-22,1.5365853658536586
2024-08-23,2.2195121951219514
2024-08-24,3.414634146341464
2024-08-25,3.073170731707317
2024-08-26,3.073170731707317
2024-08-27,1.878048780487805
2024-08-28,1.878048780487805
2024-08-29,1.878048780487805
2024-08-30,1.878048780487805
2024-08-31,3.073170731707317
2024-09-01,3.414634146341464
2024-09-02,3.073170731707317
2024-09-03,2.2195121951219514
2024-09-04,3.414634146341464
2024-09-05,3.414634146341464
2024-09-06,3.414634146341464
2024-09-07,3.414634146341464
2024-09-08,29.195121951219512
2024-09-09,24.243902439024392
2024-09-10,10.585365853658537
2024-09-11,8.365853658536587
2024-09-12,8.02439024390244
2024-09-13,5.634146341463415
2024-09-14,6.487804878048781
2024-09-15,30.731707317073173
2024-09-16,13.658536585365855
2024-09-17,9.560975609756099
2024-09-18,9.560975609756099
2024-09-19,7.51219512195122
2024-09-20,5.463414634146342
2024-09-21,6.146341463414634
2024-09-22,16.390243902439025
2024-09-23,5.463414634146342
2024-09-24,3.414634146341464
2024-09-25,2.731707317073171
2024-09-26,2.731707317073171
2024-09-27,2.731707317073171
2024-09-28,4.097560975609756
2024-09-29,25.26829268292683
2024-09-30,14.341463414634147
2024-10-01,8.195121951219512
2024-10-02,8.878048780487806
2024-10-03,31.414634146341466
