Time,jurassic_world
2024-08-25,3.1824216468412576
2024-08-26,2.074722455393884
2024-08-27,1.5912108234206288
2024-08-28,1.5912108234206288
2024-08-29,4.742890545526553
2024-08-30,4.914308397762749
2024-08-31,3.8066092063153754
2024-09-01,3.4945154265783165
2024-09-02,3.3230975743421203
2024-09-03,1.8725626784223546
2024-09-04,2.043980530658551
2024-09-05,2.043980530658551
2024-09-06,1.762628675656825
2024-09-07,2.668168090132669
2024-09-08,2.9802618698697283
2024-09-09,2.184656458159414
2024-09-10,1.5912108234206288
2024-09-11,1.5604688986852957
2024-09-12,1.621952748155962
2024-09-13,1.5912108234206288
2024-09-14,2.215398382894747
2024-09-15,2.5274921626318063
2024-09-16,2.35607431039561
2024-09-17,1.742225716664323
2024-09-18,1.58384156060393
2024-09-19,1.58384156060393
2024-09-20,1.58384156060393
2024-09-21,2.217378184845502
2024-09-22,2.534146496966288
2024-09-23,1.9006098727247158
2024-09-24,1.58384156060393
2024-09-25,1.58384156060393
2024-09-26,1.58384156060393
2024-09-27,1.742225716664323
2024-09-28,2.534146496966288
2024-09-29,2.0589940287851087
2024-09-30,1.9006098727247158
2024-10-01,1.4254574045435369
2024-10-02,1.58384156060393
2024-10-03,1.742225716664323
2024-10-04,1.58384156060393
2024-10-05,2.0589940287851087
2024-10-06,2.375762340905895
2024-10-07,1.58384156060393
2024-10-08,1.742225716664323
2024-10-09,1.58384156060393
2024-10-10,1.58384156060393
2024-10-11,1.9006098727247158
2024-10-12,2.217378184845502
2024-10-13,2.217378184845502
2024-10-14,1.9006098727247158
2024-10-15,1.58384156060393
2024-10-16,1.742225716664323
2024-10-17,2.217378184845502
2024-10-18,2.534146496966288
2024-10-19,2.8509148090870737
2024-10-20,2.692530653026681
2024-10-21,1.9006098727247158
2024-10-22,1.9006098727247158
2024-10-23,1.742225716664323
2024-10-24,1.742225716664323
2024-10-25,1.9006098727247158
2024-10-26,2.375762340905895
2024-10-27,2.217378184845502
2024-10-28,1.742225716664323
2024-10-29,1.58384156060393
2024-10-30,1.58384156060393
2024-10-31,1.58384156060393
2024-11-01,1.742225716664323
2024-11-02,2.375762340905895
2024-11-03,2.8509148090870737
2024-11-04,1.9006098727247158
2024-11-05,1.58384156060393
2024-11-06,1.108689092422751
2024-11-07,1.58384156060393
2024-11-08,1.742225716664323
2024-11-09,2.534146496966288
2024-11-10,2.692530653026681
2024-11-11,2.217378184845502
2024-11-12,1.9006098727247158
2024-11-13,1.742225716664323
2024-11-14,1.742225716664323
2024-11-15,1.9006098727247158
2024-11-16,2.375762340905895
2024-11-17,2.8509148090870737
2024-11-18,2.375762340905895
2024-11-19,1.9006098727247158
2024-11-20,1.742225716664323
2024-11-21,1.9006098727247158
2024-11-22,1.9006098727247158
2024-11-23,2.375762340905895
2024-11-24,2.692530653026681
2024-11-25,2.217378184845502
2024-11-26,2.217378184845502
2024-11-27,2.217378184845502
2024-11-28,2.692530653026681
2024-11-29,3.009298965147467
2024-11-30,2.692530653026681
2024-12-01,2.8509148090870737
2024-12-02,2.0589940287851087
2024-12-03,1.9006098727247158
2024-12-04,2.0589940287851087
2024-12-05,2.0589940287851087
2024-12-06,2.0589940287851087
2024-12-07,2.8509148090870737
2024-12-08,2.8509148090870737
2024-12-09,2.0589940287851087
2024-12-10,1.9006098727247158
2024-12-11,2.0589940287851087
2024-12-12,2.217378184845502
2024-12-13,2.375762340905895
2024-12-14,2.8509148090870737
2024-12-15,3.009298965147467
2024-12-16,2.217378184845502
2024-12-17,2.217378184845502
2024-12-18,2.375762340905895
2024-12-19,2.534146496966288
2024-12-20,2.217378184845502
2024-12-21,2.692530653026681
2024-12-22,3.16768312120786
2024-12-23,2.692530653026681
2024-12-24,2.8509148090870737
2024-12-25,3.009298965147467
2024-12-26,3.009298965147467
2024-12-27,3.009298965147467
2024-12-28,3.16768312120786
2024-12-29,3.326067277268253
2024-12-30,2.8509148090870737
2024-12-31,3.009298965147467
2025-01-01,4.276372213630611
2025-01-02,3.8012197454494316
2025-01-03,3.326067277268253
2025-01-04,3.484451433328646
2025-01-05,3.6428355893890387
2025-01-06,2.534146496966288
2025-01-07,2.375762340905895
2025-01-08,2.217378184845502
2025-01-09,2.217378184845502
2025-01-10,2.217378184845502
2025-01-11,3.16768312120786
2025-01-12,3.009298965147467
2025-01-13,2.217378184845502
2025-01-14,1.9006098727247158
2025-01-15,1.9006098727247158
2025-01-16,1.9006098727247158
2025-01-17,2.0589940287851087
2025-01-18,2.692530653026681
2025-01-19,3.8012197454494316
2025-01-20,3.009298965147467
2025-01-21,2.217378184845502
2025-01-22,2.217378184845502
2025-01-23,1.9006098727247158
2025-01-24,2.217378184845502
2025-01-25,2.8509148090870737
2025-01-26,3.009298965147467
2025-01-27,2.375762340905895
2025-01-28,2.0589940287851087
2025-01-29,1.9006098727247158
2025-01-30,2.0589940287851087
2025-01-31,2.0589940287851087
2025-02-01,2.692530653026681
2025-02-02,3.009298965147467
2025-02-03,2.534146496966288
2025-02-04,4.434756369691004
2025-02-05,15.8384156060393
2025-02-06,14.571342357556155
2025-02-07,9.819817675744366
2025-02-08,10.136585987865152
2025-02-09,14.096189889374976
2025-02-10,7.91920780301965
2025-02-11,5.5434454621137546
2025-02-12,4.593140525751397
2025-02-13,4.1179880575702175
2025-02-14,4.434756369691004
2025-02-15,6.018597930294934
2025-02-16,6.493750398476113
2025-02-17,5.068292993932576
2025-02-18,3.959603901509825
2025-02-19,3.326067277268253
2025-02-20,3.16768312120786
2025-02-21,3.326067277268253
2025-02-22,4.434756369691004
2025-02-23,4.593140525751397
2025-02-24,3.16768312120786
2025-02-25,2.375762340905895
2025-02-26,2.8509148090870737
2025-02-27,2.534146496966288
2025-02-28,3.009298965147467
2025-03-01,3.8012197454494316
2025-03-02,4.909908837872183
2025-03-03,3.16768312120786
2025-03-04,3.009298965147467
2025-03-05,2.8509148090870737
2025-03-06,3.009298965147467
2025-03-07,3.009298965147467
2025-03-08,4.909908837872183
2025-03-09,4.276372213630611
2025-03-10,2.8509148090870737
2025-03-11,2.375762340905895
2025-03-12,2.375762340905895
2025-03-13,2.534146496966288
2025-03-14,2.534146496966288
2025-03-15,3.484451433328646
2025-03-16,5.068292993932576
2025-03-17,2.692530653026681
2025-03-18,2.692530653026681
2025-03-19,2.692530653026681
2025-03-20,2.534146496966288
2025-03-21,2.8509148090870737
2025-03-22,4.276372213630611
2025-03-23,4.909908837872183
2025-03-24,3.16768312120786
2025-03-25,3.484451433328646
2025-03-26,2.375762340905895
2025-03-27,2.375762340905895
2025-03-28,2.534146496966288
2025-03-29,3.959603901509825
2025-03-30,3.8012197454494316
2025-03-31,2.8509148090870737
2025-04-01,2.375762340905895
2025-04-02,2.692530653026681
2025-04-03,3.6428355893890387
2025-04-04,3.6428355893890387
2025-04-05,4.909908837872183
2025-04-06,5.86021377423454
2025-04-07,3.8012197454494316
2025-04-08,3.6428355893890387
2025-04-09,3.6428355893890387
2025-04-10,3.959603901509825
2025-04-11,3.484451433328646
2025-04-12,5.068292993932576
2025-04-13,5.385061306053362
2025-04-14,3.16768312120786
2025-04-15,3.0884910431776635
2025-04-16,3.0884910431776635
2025-04-17,2.534146496966288
2025-04-18,3.2468751992380565
2025-04-19,4.6723326037815935
2025-04-20,6.2561741643855235
2025-04-21,3.880411823479628
2025-04-22,2.4549544189360915
2025-04-23,3.009298965147467
2025-04-24,3.009298965147467
2025-04-25,3.0884910431776635
2025-04-26,4.6723326037815935
2025-04-27,4.909908837872183
2025-04-28,3.16768312120786
2025-04-29,2.4549544189360915
2025-04-30,2.4549544189360915
2025-05-01,3.16768312120786
2025-05-02,3.009298965147467
2025-05-03,3.880411823479628
2025-05-04,4.038795979540021
2025-05-05,3.009298965147467
2025-05-06,2.4549544189360915
2025-05-07,2.375762340905895
2025-05-08,2.4549544189360915
2025-05-09,2.4549544189360915
2025-05-10,3.0884910431776635
2025-05-11,4.117988057570218
2025-05-12,3.2468751992380565
2025-05-13,2.4549544189360915
2025-05-14,2.4549544189360915
2025-05-15,2.375762340905895
2025-05-16,2.375762340905895
2025-05-17,3.959603901509825
2025-05-18,4.75152468181179
2025-05-19,3.16768312120786
2025-05-20,6.33536624241572
2025-05-21,6.33536624241572
2025-05-22,5.543445462113755
2025-05-23,5.543445462113755
2025-05-24,5.543445462113755
2025-05-25,6.33536624241572
2025-05-26,8.711128583321615
2025-05-27,4.75152468181179
2025-05-28,3.959603901509825
2025-05-29,4.75152468181179
2025-05-30,4.75152468181179
2025-05-31,5.543445462113755
2025-06-01,7.1272870227176846
2025-06-02,5.543445462113755
2025-06-03,5.543445462113755
2025-06-04,4.75152468181179
2025-06-05,4.75152468181179
2025-06-06,6.33536624241572
2025-06-07,7.1272870227176846
2025-06-08,7.91920780301965
2025-06-09,6.33536624241572
2025-06-10,5.543445462113755
2025-06-11,5.543445462113755
2025-06-12,6.33536624241572
2025-06-13,7.1272870227176846
2025-06-14,8.711128583321615
2025-06-15,8.711128583321615
2025-06-16,7.1272870227176846
2025-06-17,7.91920780301965
2025-06-18,8.711128583321615
2025-06-19,9.50304936362358
2025-06-20,10.294970143925545
2025-06-21,11.08689092422751
2025-06-22,11.08689092422751
2025-06-23,10.294970143925545
2025-06-24,11.878811704529475
2025-06-25,10.294970143925545
2025-06-26,11.878811704529475
2025-06-27,13.462653265133405
2025-06-28,16.630336386341266
2025-06-29,20.58994028785109
2025-06-30,22.17378184845502
2025-07-01,26.133385749964845
2025-07-02,49.09908837872183
2025-07-03,64.14558320445917
2025-07-04,68.89710788627096
2025-07-05,68.105187105969
2025-07-06,79.1920780301965
2025-07-07,49.09908837872183
2025-07-08,35.636435113588426
2025-07-09,34.0525935529845
2025-07-10,27.717227310568774
2025-07-11,28.509148090870738
2025-07-12,38.804118234796285
2025-07-13,36.42835589389039
2025-07-14,22.965702628756986
2025-07-15,19.00609872724716
2025-07-16,18.214177946945195
2025-07-17,15.8384156060393
2025-07-18,16.630336386341266
2025-07-19,24.549544189360915
2025-07-20,24.549544189360915
2025-07-21,16.630336386341266
2025-07-22,12.67073248483144
2025-07-23,12.67073248483144
2025-07-24,11.08689092422751
2025-07-25,12.67073248483144
2025-07-26,14.254574045435369
2025-07-27,15.8384156060393
2025-07-28,10.294970143925545
2025-07-29,9.50304936362358
2025-07-30,10.294970143925545
2025-07-31,10.294970143925545
2025-08-01,9.50304936362358
2025-08-02,11.878811704529475
2025-08-03,13.462653265133405
2025-08-04,9.50304936362358
2025-08-05,11.08689092422751
2025-08-06,12.67073248483144
2025-08-07,11.08689092422751
2025-08-08,12.67073248483144
2025-08-09,16.630336386341266
2025-08-10,19.00609872724716
2025-08-11,11.08689092422751
2025-08-12,8.711128583321615
2025-08-13,7.91920780301965
2025-08-14,7.91920780301965
2025-08-15,8.711128583321615
2025-08-16,11.08689092422751
2025-08-17,12.67073248483144
2025-08-18,7.91920780301965
2025-08-19,6.33536624241572
2025-08-20,5.543445462113755
2025-08-21,5.543445462113755
2025-08-22,5.543445462113755
2025-08-23,8.711128583321615
2025-08-24,9.50304936362358
2025-08-25,5.543445462113755
2025-08-26,4.75152468181179
2025-08-27,4.75152468181179
2025-08-28,4.75152468181179
2025-08-29,4.75152468181179
2025-08-30,7.1272870227176846
2025-08-31,7.91920780301965
2025-09-01,7.91920780301965
2025-09-02,4.75152468181179
2025-09-03,3.959603901509825
2025-09-04,3.16768312120786
2025-09-05,3.959603901509825
2025-09-06,5.543445462113755
2025-09-07,5.543445462113755
2025-09-08,3.959603901509825
2025-09-09,3.959603901509825
2025-09-10,3.959603901509825
2025-09-11,3.16768312120786
2025-09-12,3.959603901509825
2025-09-13,5.543445462113755
2025-09-14,5.543445462113755
2025-09-15,3.16768312120786
2025-09-16,3.16768312120786
2025-09-17,3.16768312120786
2025-09-18,3.16768312120786
2025-09-19,3.16768312120786
2025-09-20,4.75152468181179
2025-09-21,5.543445462113755
2025-09-22,3.16768312120786
2025-09-23,3.16768312120786
2025-09-24,3.16768312120786
2025-09-25,2.375762340905895
2025-09-26,3.16768312120786
2025-09-27,4.75152468181179
2025-09-28,4.75152468181179
2025-09-29,3.16768312120786
2025-09-30,3.16768312120786
2025-10-01,3.16768312120786
2025-10-02,3.16768312120786
2025-10-03,3.16768312120786
2025-10-04,3.959603901509825
2025-10-05,3.959603901509825
2025-10-06,3.16768312120786
2025-10-07,3.16768312120786
2025-10-08,3.16768312120786
2025-10-09,2.375762340905895
2025-10-10,3.16768312120786
2025-10-11,3.959603901509825
2025-10-12,4.75152468181179
2025-10-13,3.16768312120786
2025-10-14,3.16768312120786
2025-10-15,3.16768312120786
2025-10-16,3.16768312120786
2025-10-17,3.16768312120786
2025-10-18,4.75152468181179
2025-10-19,5.543445462113755
2025-10-20,3.959603901509825
2025-10-21,4.75152468181179
2025-10-22,4.75152468181179
2025-10-23,3.959603901509825
2025-10-24,3.959603901509825
2025-10-25,5.543445462113755
2025-10-26,6.33536624241572
2025-10-27,3.959603901509825
2025-10-28,3.16768312120786
2025-10-29,3.16768312120786
2025-10-30,5.543445462113755
2025-10-31,7.1272870227176846
2025-11-01,10.294970143925545
2025-11-02,10.294970143925545
2025-11-03,6.33536624241572
2025-11-04,4.75152468181179
2025-11-05,3.959603901509825
2025-11-06,3.959603901509825
2025-11-07,4.75152468181179
2025-11-08,7.1272870227176846
2025-11-09,7.91920780301965
2025-11-10,4.75152468181179
2025-11-11,3.959603901509825
2025-11-12,3.16768312120786
2025-11-13,3.16768312120786
2025-11-14,3.16768312120786
2025-11-15,5.543445462113755
2025-11-16,5.543445462113755
2025-11-17,3.959603901509825
2025-11-18,3.16768312120786
2025-11-19,3.16768312120786
2025-11-20,3.959603901509825
2025-11-21,4.75152468181179
2025-11-22,5.543445462113755
2025-11-23,6.33536624241572
2025-11-24,4.75152468181179
2025-11-25,3.959603901509825
2025-11-26,3.959603901509825
2025-11-27,4.75152468181179
2025-11-28,6.33536624241572
2025-11-29,6.33536624241572
2025-11-30,6.33536624241572
2025-12-01,3.959603901509825
2025-12-02,3.16768312120786
2025-12-03,3.16768312120786
2025-12-04,3.16768312120786
2025-12-05,3.16768312120786
2025-12-06,3.959603901509825
2025-12-07,3.959603901509825
2025-12-08,3.16768312120786
2025-12-09,3.16768312120786
2025-12-10,3.16768312120786
2025-12-11,3.0369072125341408
2025-12-12,3.0369072125341408
2025-12-13,3.9414405808606974
2025-12-14,3.9414405808606974
2025-12-15,3.1095604951306512
2025-12-16,3.0369072125341408
2025-12-17,2.4956402571901375
2025-12-18,3.0369072125341408
2025-12-19,2.9642539299376303
2025-12-20,3.182213777727162
2025-12-21,3.868787298264187
2025-12-22,3.7961340156676764
2025-12-23,3.0369072125341408
2025-12-24,3.182213777727162
2025-12-25,4.086747146053718
2025-12-26,4.159400428650229
2025-12-27,4.014093863457208
2025-12-28,4.555360818801212
2025-12-29,3.9414405808606974
2025-12-30,3.327520342920183
2025-12-31,3.327520342920183
2026-01-01,3.327520342920183
2026-01-02,3.7961340156676764
2026-01-03,4.991280514380275
2026-01-04,4.014093863457208
2026-01-05,2.4956402571901375
2026-01-06,2.422986974593627
2026-01-07,2.3503336919971165
2026-01-08,2.422986974593627
2026-01-09,2.422986974593627
2026-01-10,3.4873575646325063
2026-01-11,3.4873575646325063
2026-01-12,2.3249050430883376
2026-01-13,2.1795984778953166
2026-01-14,2.1795984778953166
2026-01-15,2.1795984778953166
2026-01-16,2.3249050430883376
2026-01-17,3.051437869053443
2026-01-18,3.1967444342464644
2026-01-19,3.051437869053443
2026-01-20,2.3249050430883376
2026-01-21,2.3249050430883376
2026-01-22,2.1795984778953166
2026-01-23,2.4702116082813586
2026-01-24,3.6326641298255273
2026-01-25,3.7779706950185483
2026-01-26,3.1967444342464644
2026-01-27,2.3249050430883376
2026-01-28,2.1795984778953166
2026-01-29,2.1795984778953166
2026-01-30,2.6155181734743795
2026-01-31,3.051437869053443
2026-02-01,3.7779706950185483
2026-02-02,2.3249050430883376
2026-02-03,2.4702116082813586
2026-02-04,2.3249050430883376
2026-02-05,2.3249050430883376
2026-02-06,2.4702116082813586
2026-02-07,3.4873575646325063
2026-02-08,3.9232772602115698
2026-02-09,2.760824738667401
2026-02-10,2.4702116082813586
2026-02-11,2.3249050430883376
2026-02-12,2.3249050430883376
2026-02-13,2.3249050430883376
2026-02-14,3.6326641298255273
2026-02-15,4.068583825404591
2026-02-16,3.7779706950185483
2026-02-17,3.1967444342464644
2026-02-18,2.6155181734743795
2026-02-19,2.6155181734743795
2026-02-20,2.760824738667401
2026-02-21,3.7779706950185483
2026-02-22,4.795116651369696
2026-02-23,3.7779706950185483
2026-02-24,3.051437869053443
2026-02-25,2.6155181734743795
2026-02-26,2.906131303860422
2026-02-27,2.6155181734743795
2026-02-28,6.974715129265013
2026-03-01,14.53065651930211
2026-03-02,9.880846433125434
2026-03-03,8.573087346388245
2026-03-04,8.573087346388245
2026-03-05,8.282474216002203
2026-03-06,7.8465545204231395
2026-03-07,11.333912085055646
2026-03-08,11.479218650248667
2026-03-09,7.120021694458034
2026-03-10,5.376342912141781
2026-03-11,4.940423216562717
2026-03-12,4.649810086176675
2026-03-13,4.504503520983654
2026-03-14,5.957569172913865
2026-03-15,6.684101998878971
2026-03-16,4.940423216562717
2026-03-17,3.9232772602115698
2026-03-18,3.3420509994394854
2026-03-19,3.051437869053443
2026-03-20,3.1967444342464644
2026-03-21,4.649810086176675
2026-03-22,5.085729781755738
2026-03-23,3.4873575646325063
2026-03-24,3.051437869053443
2026-03-25,2.6155181734743795
2026-03-26,2.760824738667401
2026-03-27,3.1967444342464644
2026-03-28,4.068583825404591
2026-03-29,4.504503520983654
2026-03-30,3.4873575646325063
2026-03-31,2.906131303860422
2026-04-01,3.051437869053443
2026-04-02,3.1967444342464644
2026-04-03,3.051437869053443
2026-04-04,4.359196955790633
2026-04-05,4.504503520983654
2026-04-06,3.4873575646325063
2026-04-07,2.6155181734743795
2026-04-08,2.6155181734743795
2026-04-09,2.906131303860422
2026-04-10,3.051437869053443
2026-04-11,3.4873575646325063
2026-04-12,3.9232772602115698
2026-04-13,2.4702116082813586
2026-04-14,2.4702116082813586
2026-04-15,2.3249050430883376
2026-04-16,2.3249050430883376
2026-04-17,2.4702116082813586
2026-04-18,3.4873575646325063
2026-04-19,3.6326641298255273
2026-04-20,2.4702116082813586
2026-04-21,2.1795984778953166
2026-04-22,2.4702116082813586
2026-04-23,2.3249050430883376
2026-04-24,2.1795984778953166
2026-04-25,3.1967444342464644
2026-04-26,3.3420509994394854
2026-04-27,2.4702116082813586
2026-04-28,2.1795984778953166
2026-04-29,2.0342919127022956
2026-04-30,2.0342919127022956
2026-05-01,2.1795984778953166
2026-05-02,2.760824738667401
2026-05-03,3.3420509994394854
2026-05-04,2.1795984778953166
2026-05-05,2.0342919127022956
2026-05-06,2.1795984778953166
2026-05-07,2.3249050430883376
2026-05-08,2.1795984778953166
2026-05-09,2.6155181734743795
2026-05-10,2.906131303860422
2026-05-11,2.3249050430883376
2026-05-12,2.0342919127022956
2026-05-13,2.1795984778953166
2026-05-14,2.6155181734743795
2026-05-15,2.906131303860422
2026-05-16,3.3420509994394854
2026-05-17,3.051437869053443
2026-05-18,2.3249050430883376
2026-05-19,2.1795984778953166
2026-05-20,2.1795984778953166
2026-05-21,2.3249050430883376
2026-05-22,2.3249050430883376
2026-05-23,2.906131303860422
2026-05-24,3.6326641298255273
2026-05-25,3.4873575646325063
2026-05-26,2.4702116082813586
2026-05-27,2.3249050430883376
2026-05-28,2.3249050430883376
2026-05-29,2.4702116082813586
2026-05-30,3.051437869053443
2026-05-31,3.4873575646325063
