Time,bitcoin_price
2023-03-25,19.0
2023-03-26,19.5
2023-03-27,19.5
2023-03-28,19.0
2023-03-29,21.0
2023-03-30,19.5
2023-03-31,19.5
2023-04-01,16.5
2023-04-02,17.5
2023-04-03,18.0
2023-04-04,19.0
2023-04-05,17.5
2023-04-06,17.0
2023-04-07,15.5
2023-04-08,14.5
2023-04-09,14.5
2023-04-10,20.0
2023-04-11,28.0
2023-04-12,23.5
2023-04-13,22.0
2023-04-14,20.0
2023-04-15,17.0
2023-04-16,16.0
2023-04-17,21.0
2023-04-18,18.0
2023-04-19,18.0
2023-04-20,16.5
2023-04-21,16.5
2023-04-22,15.5
2023-04-23,15.5
2023-04-24,17.0
2023-04-25,17.0
2023-04-26,19.15474722564735
2023-04-27,17.850184956843403
2023-04-28,16.563810110974106
2023-04-29,13.454685573366215
2023-04-30,15.009247842170161
2023-05-01,17.600184956843403
2023-05-02,16.563810110974106
2023-05-03,16.813810110974106
2023-05-04,17.850184956843403
2023-05-05,16.045622688039458
2023-05-06,14.491060419235513
2023-05-07,13.972872996300863
2023-05-08,18.6365598027127
2023-05-09,16.045622688039458
2023-05-10,16.045622688039458
2023-05-11,16.045622688039458
2023-05-12,16.563810110974106
2023-05-13,13.454685573366215
2023-05-14,13.454685573366215
2023-05-15,14.491060419235513
2023-05-16,16.563810110974106
2023-05-17,16.045622688039458
2023-05-18,13.972872996300863
2023-05-19,13.972872996300863
2023-05-20,11.65012330456227
2023-05-21,11.38193588162762
2023-05-22,13.972872996300863
2023-05-23,15.009247842170161
2023-05-24,14.491060419235513
2023-05-25,13.972872996300863
2023-05-26,12.872996300863132
2023-05-27,10.727496917385944
2023-05-28,12.336621454993836
2023-05-29,13.945745992601726
2023-05-30,14.482120838471024
2023-05-31,13.409371146732429
2023-06-01,13.409371146732429
2023-06-02,12.872996300863132
2023-06-03,10.727496917385944
2023-06-04,11.26387176325524
2023-06-05,15.554870530209618
2023-06-06,17.700369913686806
2023-06-07,15.554870530209618
2023-06-08,13.409371146732429
2023-06-09,13.409371146732429
2023-06-10,14.482120838471024
2023-06-11,13.409371146732429
2023-06-12,15.018495684340321
2023-06-13,13.409371146732429
2023-06-14,13.409371146732429
2023-06-15,15.554870530209618
2023-06-16,13.945745992601726
2023-06-17,11.800246609124539
2023-06-18,11.26387176325524
2023-06-19,13.409371146732429
2023-06-20,16.091245376078916
2023-06-21,20.382244143033294
2023-06-22,18.7731196054254
2023-06-23,19.309494451294697
2023-06-24,15.554870530209618
2023-06-25,16.091245376078916
2023-06-26,17.16399506781751
2023-06-27,16.627620221948213
2023-06-28,15.554870530209618
2023-06-29,15.554870530209618
2023-06-30,17.16399506781751
2023-07-01,12.872996300863132
2023-07-02,12.872996300863132
2023-07-03,17.700369913686806
2023-07-04,15.554870530209618
2023-07-05,15.554870530209618
2023-07-06,15.554870530209618
2023-07-07,15.554870530209618
2023-07-08,12.336621454993836
2023-07-09,12.872996300863132
2023-07-10,15.554870530209618
2023-07-11,15.018495684340321
2023-07-12,14.482120838471024
2023-07-13,17.16399506781751
2023-07-14,17.700369913686806
2023-07-15,13.409371146732429
2023-07-16,12.872996300863132
2023-07-17,15.018495684340321
2023-07-18,15.018495684340321
2023-07-19,15.018495684340321
2023-07-20,14.482120838471024
2023-07-21,13.409371146732429
2023-07-22,10.191122071516647
2023-07-23,11.26387176325524
2023-07-24,15.018495684340321
2023-07-25,14.482120838471024
2023-07-26,13.409371146732429
2023-07-27,12.872996300863132
2023-07-28,12.336621454993836
2023-07-29,9.654747225647348
2023-07-30,9.118372379778052
2023-07-31,12.336621454993836
2023-08-01,12.872996300863132
2023-08-02,13.409371146732429
2023-08-03,12.872996300863132
2023-08-04,11.800246609124539
2023-08-05,9.654747225647348
2023-08-06,9.118372379778052
2023-08-07,12.336621454993836
2023-08-08,12.872996300863132
2023-08-09,12.872996300863132
2023-08-10,11.26387176325524
2023-08-11,11.26387176325524
2023-08-12,8.581997533908755
2023-08-13,8.581997533908755
2023-08-14,11.26387176325524
2023-08-15,11.26387176325524
2023-08-16,11.26387176325524
2023-08-17,15.554870530209618
2023-08-18,21.991368680641184
2023-08-19,15.018495684340321
2023-08-20,12.336621454993836
2023-08-21,16.091245376078916
2023-08-22,15.554870530209618
2023-08-23,14.482120838471024
2023-08-24,12.872996300863132
2023-08-25,12.872996300863132
2023-08-26,9.654747225647348
2023-08-27,10.191122071516647
2023-08-28,11.800246609124539
2023-08-29,16.627620221948213
2023-08-30,14.482120838471024
2023-08-31,13.409371146732429
2023-09-01,12.336621454993836
2023-09-02,9.654747225647348
2023-09-03,10.191122071516647
2023-09-04,10.191122071516647
2023-09-05,11.26387176325524
2023-09-06,10.727496917385944
2023-09-07,11.26387176325524
2023-09-08,10.727496917385944
2023-09-09,8.581997533908755
2023-09-10,8.045622688039458
2023-09-11,11.26387176325524
2023-09-12,12.336621454993836
2023-09-13,11.800246609124539
2023-09-14,11.26387176325524
2023-09-15,11.26387176325524
2023-09-16,9.118372379778052
2023-09-17,7.5092478421701605
2023-09-18,11.26387176325524
2023-09-19,11.26387176325524
2023-09-20,11.26387176325524
2023-09-21,11.26387176325524
2023-09-22,10.191122071516647
2023-09-23,8.045622688039458
2023-09-24,8.045622688039458
2023-09-25,10.191122071516647
2023-09-26,10.727496917385944
2023-09-27,10.727496917385944
2023-09-28,10.191122071516647
2023-09-29,10.727496917385944
2023-09-30,8.581997533908755
2023-10-01,9.118372379778052
2023-10-02,13.409371146732429
2023-10-03,12.336621454993836
2023-10-04,11.800246609124539
2023-10-05,11.26387176325524
2023-10-06,10.727496917385944
2023-10-07,9.654747225647348
2023-10-08,9.118372379778052
2023-10-09,11.800246609124539
2023-10-10,11.26387176325524
2023-10-11,11.26387176325524
2023-10-12,10.727496917385944
2023-10-13,10.191122071516647
2023-10-14,8.581997533908755
2023-10-15,9.118372379778052
2023-10-16,14.482120838471024
2023-10-17,13.409371146732429
2023-10-18,12.336621454993836
2023-10-19,11.26387176325524
2023-10-20,15.018495684340321
2023-10-21,13.409371146732429
2023-10-22,12.872996300863132
2023-10-23,20.382244143033294
2023-10-24,38.0826140567201
2023-10-25,25.745992601726265
2023-10-26,20.91861898890259
2023-10-27,18.236744759556103
2023-10-28,15.554870530209618
2023-10-29,14.482120838471024
2023-10-30,17.700369913686806
2023-10-31,16.091245376078916
2023-11-01,17.700369913686806
2023-11-02,17.16399506781751
2023-11-03,16.091245376078916
2023-11-04,14.482120838471024
2023-11-05,15.018495684340321
2023-11-06,16.627620221948213
2023-11-07,16.091245376078916
2023-11-08,16.091245376078916
2023-11-09,21.991368680641184
2023-11-10,20.382244143033294
2023-11-11,18.236744759556103
2023-11-12,16.091245376078916
2023-11-13,17.16399506781751
2023-11-14,16.627620221948213
2023-11-15,17.700369913686806
2023-11-16,18.7731196054254
2023-11-17,15.554870530209618
2023-11-18,13.409371146732429
2023-11-19,13.409371146732429
2023-11-20,17.16399506781751
2023-11-21,17.700369913686806
2023-11-22,18.7731196054254
2023-11-23,15.554870530209618
2023-11-24,17.700369913686806
2023-11-25,15.018495684340321
2023-11-26,13.945745992601726
2023-11-27,15.554870530209618
2023-11-28,16.091245376078916
2023-11-29,16.627620221948213
2023-11-30,15.554870530209618
2023-12-01,17.16399506781751
2023-12-02,17.16399506781751
2023-12-03,18.236744759556103
2023-12-04,34.864364981504316
2023-12-05,34.864364981504316
2023-12-06,33.79161528976572
2023-12-07,21.991368680641184
2023-12-08,23.064118372379777
2023-12-09,19.845869297163997
2023-12-10,17.700369913686806
2023-12-11,24.136868064118374
2023-12-12,20.382244143033294
2023-12-13,20.382244143033294
2023-12-14,20.91861898890259
2023-12-15,18.236744759556103
2023-12-16,16.627620221948213
2023-12-17,15.554870530209618
2023-12-18,19.309494451294697
2023-12-19,20.382244143033294
2023-12-20,21.991368680641184
2023-12-21,19.845869297163997
2023-12-22,20.79407093147192
2023-12-23,17.759462057723255
2023-12-24,16.51034504378357
2023-12-25,17.759462057723255
2023-12-26,21.418629438441762
2023-12-27,19.276766494597588
2023-12-28,19.276766494597588
2023-12-29,19.90132500156743
2023-12-30,14.993040606909235
2023-12-31,14.993040606909235
2024-01-01,17.13490355075341
2024-01-02,27.576030847039647
2024-01-03,26.326913833099958
2024-01-04,23.29230495935129
2024-01-05,21.150442015507117
2024-01-06,18.652207987627744
2024-01-07,17.759462057723255
2024-01-08,25.077796819160277
2024-01-09,31.503385650692802
2024-01-10,44.08637589082321
2024-01-11,53.54657359610441
2024-01-12,37.66078705929068
2024-01-13,23.916863466321136
2024-01-14,19.90132500156743
2024-01-15,21.418629438441762
2024-01-16,20.79407093147192
2024-01-17,20.525883508537273
2024-01-18,19.90132500156743
2024-01-19,20.16951242450208
2024-01-20,16.24215762084892
2024-01-21,14.967585529478148
2024-01-22,18.531296369830088
2024-01-23,19.956780705970864
2024-01-24,18.531296369830088
2024-01-25,18.531296369830088
2024-01-26,17.10581203368931
2024-01-27,12.829359025266985
2024-01-28,12.829359025266985
2024-01-29,16.393069865618926
2024-01-30,16.393069865618926
2024-01-31,14.967585529478148
2024-02-01,13.542101193337373
2024-02-02,13.542101193337373
2024-02-03,12.116616857196597
2024-02-04,11.403874689126209
2024-02-05,12.829359025266985
2024-02-06,13.542101193337373
2024-02-07,12.829359025266985
2024-02-08,16.393069865618926
2024-02-09,19.244038537900476
2024-02-10,17.8185542017597
2024-02-11,18.531296369830088
2024-02-12,22.807749378252417
2024-02-13,25.65871805053397
2024-02-14,31.360655395097073
2024-02-15,29.935171058956296
2024-02-16,23.520491546322805
2024-02-17,18.531296369830088
2024-02-18,17.8185542017597
2024-02-19,20.669522874041252
2024-02-20,20.669522874041252
2024-02-21,20.669522874041252
2024-02-22,18.531296369830088
2024-02-23,17.8185542017597
2024-02-24,15.680327697548536
2024-02-25,16.393069865618926
2024-02-26,22.807749378252417
2024-02-27,37.062592739660175
2024-02-28,57.01937344563105
2024-02-29,52.74292043720872
2024-03-01,39.200819243871344
2024-03-02,27.796944554745135
2024-03-03,27.796944554745135
2024-03-04,54.168404773349494
2024-03-05,71.2742168070388
2024-03-06,54.168404773349494
2024-03-07,41.339045748082505
2024-03-08,42.76453008422328
2024-03-09,32.78613973123785
2024-03-10,36.34985057158979
2024-03-11,55.59388910949027
2024-03-12,49.891951764927164
2024-03-13,47.753725260715996
2024-03-14,42.76453008422328
2024-03-15,40.62630358001212
2024-03-16,29.222428890885908
2024-03-17,29.222428890885908
2024-03-18,34.924366235449014
2024-03-19,38.48807707580095
2024-03-20,40.62630358001212
2024-03-21,32.78613973123785
2024-03-22,28.509686722815523
2024-03-23,22.807749378252417
2024-03-24,23.520491546322805
2024-03-25,32.07339756316746
2024-03-26,31.360655395097073
2024-03-27,27.796944554745135
2024-03-28,29.222428890885908
2024-03-29,25.65871805053397
2024-03-30,22.807749378252417
2024-03-31,22.09500721018203
2024-04-01,27.796944554745135
2024-04-02,29.935171058956296
2024-04-03,24.233233714393194
2024-04-04,27.084202386674747
2024-04-05,21.38226504211164
2024-04-06,19.244038537900476
2024-04-07,21.38226504211164
2024-04-08,24.945975882463582
2024-04-09,24.233233714393194
2024-04-10,24.945975882463582
2024-04-11,23.520491546322805
2024-04-12,24.233233714393194
2024-04-13,24.945975882463582
2024-04-14,31.360655395097073
2024-04-15,28.509686722815523
2024-04-16,26.37146021860436
2024-04-17,25.65871805053397
2024-04-18,26.37146021860436
2024-04-19,31.360655395097073
2024-04-20,28.509686722815523
2024-04-21,24.945975882463582
2024-04-22,26.37146021860436
2024-04-23,22.09500721018203
2024-04-24,20.669522874041252
2024-04-25,19.956780705970864
2024-04-26,18.531296369830088
2024-04-27,17.10581203368931
2024-04-28,17.10581203368931
2024-04-29,23.520491546322805
2024-04-30,24.233233714393194
2024-05-01,27.796944554745135
2024-05-02,24.233233714393194
2024-05-03,22.09500721018203
2024-05-04,18.531296369830088
2024-05-05,18.531296369830088
2024-05-06,22.09500721018203
2024-05-07,19.244038537900476
2024-05-08,19.244038537900476
2024-05-09,18.531296369830088
2024-05-10,18.531296369830088
2024-05-11,15.680327697548536
2024-05-12,15.680327697548536
2024-05-13,18.531296369830088
2024-05-14,17.8185542017597
2024-05-15,19.956780705970864
2024-05-16,20.669522874041252
2024-05-17,19.956780705970864
2024-05-18,16.393069865618926
2024-05-19,16.393069865618926
2024-05-20,21.38226504211164
2024-05-21,26.37146021860436
2024-05-22,22.807749378252417
2024-05-23,22.09500721018203
2024-05-24,21.38226504211164
2024-05-25,16.393069865618926
2024-05-26,15.680327697548536
2024-05-27,17.8185542017597
2024-05-28,19.244038537900476
2024-05-29,18.531296369830088
2024-05-30,19.244038537900476
2024-05-31,17.10581203368931
2024-06-01,14.254843361407762
2024-06-02,14.254843361407762
2024-06-03,17.8185542017597
2024-06-04,20.669522874041252
2024-06-05,22.09500721018203
2024-06-06,21.38226504211164
2024-06-07,19.956780705970864
2024-06-08,15.680327697548536
2024-06-09,14.967585529478148
2024-06-10,19.244038537900476
2024-06-11,19.244038537900476
2024-06-12,19.244038537900476
2024-06-13,18.531296369830088
2024-06-14,17.8185542017597
2024-06-15,13.542101193337373
2024-06-16,13.542101193337373
2024-06-17,18.531296369830088
2024-06-18,18.531296369830088
2024-06-19,17.10581203368931
2024-06-20,17.8185542017597
2024-06-21,17.10581203368931
2024-06-22,13.542101193337373
2024-06-23,13.542101193337373
2024-06-24,22.807749378252417
2024-06-25,20.669522874041252
2024-06-26,17.10581203368931
2024-06-27,17.8185542017597
2024-06-28,17.8185542017597
2024-06-29,13.542101193337373
2024-06-30,12.116616857196597
2024-07-01,18.531296369830088
2024-07-02,14.967585529478148
2024-07-03,17.10581203368931
2024-07-04,20.669522874041252
2024-07-05,25.65871805053397
2024-07-06,20.669522874041252
2024-07-07,17.8185542017597
2024-07-08,22.09500721018203
2024-07-09,18.531296369830088
2024-07-10,18.531296369830088
2024-07-11,17.8185542017597
2024-07-12,17.10581203368931
2024-07-13,13.542101193337373
2024-07-14,17.10581203368931
2024-07-15,23.520491546322805
2024-07-16,22.09500721018203
2024-07-17,22.09500721018203
2024-07-18,18.531296369830088
2024-07-19,20.669522874041252
2024-07-20,17.10581203368931
2024-07-21,19.244038537900476
2024-07-22,21.38226504211164
2024-07-23,19.244038537900476
2024-07-24,18.531296369830088
2024-07-25,18.531296369830088
2024-07-26,19.956780705970864
2024-07-27,20.669522874041252
2024-07-28,22.09500721018203
2024-07-29,23.520491546322805
2024-07-30,20.669522874041252
2024-07-31,17.8185542017597
2024-08-01,19.244038537900476
2024-08-02,20.669522874041252
2024-08-03,17.8185542017597
2024-08-04,19.956780705970864
2024-08-05,66.28502163054608
2024-08-06,36.34985057158979
2024-08-07,24.233233714393194
2024-08-08,23.520491546322805
2024-08-09,22.807749378252417
2024-08-10,17.8185542017597
2024-08-11,17.8185542017597
2024-08-12,20.669522874041252
2024-08-13,18.531296369830088
2024-08-14,19.244038537900476
2024-08-15,20.669522874041252
2024-08-16,18.531296369830088
2024-08-17,14.254843361407762
2024-08-18,15.698105846865484
2024-08-19,16.87307989717653
2024-08-20,18.51028582972824
2024-08-21,17.691682863452385
2024-08-22,18.153914745693044
2024-08-23,18.51028582972824
2024-08-24,17.33531177941719
2024-08-25,16.87307989717653
2024-08-26,17.691682863452385
2024-08-27,17.33531177941719
2024-08-28,18.51028582972824
2024-08-29,17.33531177941719
2024-08-30,15.698105846865484
2024-08-31,12.067322897726875
2024-09-01,12.88592586400273
2024-09-02,14.87950288058963
2024-09-03,16.87307989717653
2024-09-04,18.153914745693044
2024-09-05,16.87307989717653
2024-09-06,19.328888796004094
2024-09-07,15.341734762830292
2024-09-08,13.704528830278583
2024-09-09,18.153914745693044
2024-09-10,14.87950288058963
2024-09-11,16.516708813141342
2024-09-12,14.87950288058963
2024-09-13,15.698105846865484
2024-09-14,13.704528830278583
2024-09-15,13.242296948037925
2024-09-16,14.87950288058963
2024-09-17,16.640347760663754
2024-09-18,19.41373905410771
2024-09-19,18.48927528962639
2024-09-20,18.48927528962639
2024-09-21,13.866956467219794
2024-09-22,12.942492702738475
2024-09-23,16.640347760663754
2024-09-24,15.715883996182434
2024-09-25,15.715883996182434
2024-09-26,18.48927528962639
2024-09-27,17.56481152514507
2024-09-28,14.791420231701114
2024-09-29,13.866956467219794
2024-09-30,15.715883996182434
2024-10-01,15.715883996182434
2024-10-02,15.715883996182434
2024-10-03,15.715883996182434
2024-10-04,14.791420231701114
2024-10-05,12.018028938257155
2024-10-06,12.018028938257155
2024-10-07,15.715883996182434
2024-10-08,13.866956467219794
2024-10-09,13.866956467219794
2024-10-10,12.942492702738475
2024-10-11,15.715883996182434
2024-10-12,11.093565173775836
2024-10-13,10.169101409294516
2024-10-14,14.791420231701114
2024-10-15,14.791420231701114
2024-10-16,15.715883996182434
2024-10-17,13.866956467219794
2024-10-18,15.715883996182434
2024-10-19,12.942492702738475
2024-10-20,12.942492702738475
2024-10-21,16.640347760663754
2024-10-22,13.866956467219794
2024-10-23,13.866956467219794
2024-10-24,13.866956467219794
2024-10-25,14.791420231701114
2024-10-26,12.018028938257155
2024-10-27,12.018028938257155
2024-10-28,16.640347760663754
2024-10-29,26.80944916995827
2024-10-30,20.338202818589032
2024-10-31,19.41373905410771
2024-11-01,17.56481152514507
2024-11-02,12.942492702738475
2024-11-03,12.942492702738475
2024-11-04,15.715883996182434
2024-11-05,18.48927528962639
2024-11-06,58.24121716232314
2024-11-07,40.676405637178064
2024-11-08,35.12962305029014
2024-11-09,25.88498540547695
2024-11-10,44.374260695103345
2024-11-11,75.80602868746821
2024-11-12,85.97513009676273
2024-11-13,80.42834750987481
2024-11-14,62.86353598472974
2024-11-15,49.92104328199126
2024-11-16,34.205159285808826
2024-11-17,30.507304227883548
2024-11-18,39.75194187269674
2024-11-19,44.374260695103345
2024-11-20,47.1476519885473
2024-11-21,70.25924610058028
2024-11-22,74.88156492298688
2024-11-23,53.61889833991654
2024-11-24,43.44979693062202
