Time,gain
2024-09-24,81.15435126623873
2024-09-25,82.81056251657013
2024-09-26,81.15435126623873
2024-09-27,67.90466126358751
2024-09-28,61.279816262261896
2024-09-29,69.56087251391891
2024-09-30,82.81056251657013
2024-10-01,87.77919626756434
2024-10-02,82.81056251657013
2024-10-03,82.81056251657013
2024-10-04,72.87329501458171
2024-10-05,62.9360275125933
2024-10-06,66.2484500132561
2024-10-07,76.18571751524452
2024-10-08,77.84192876557591
2024-10-09,82.81056251657013
2024-10-10,76.18571751524452
2024-10-11,74.52950626491312
2024-10-12,62.9360275125933
2024-10-13,69.56087251391891
2024-10-14,72.87329501458171
2024-10-15,81.15435126623873
2024-10-16,79.49814001590732
2024-10-17,76.18571751524452
2024-10-18,71.2170837642503
2024-10-19,62.9360275125933
2024-10-20,66.2484500132561
2024-10-21,81.15435126623873
2024-10-22,86.12298501723293
2024-10-23,91.09161876822714
2024-10-24,79.49814001590732
2024-10-25,71.2170837642503
2024-10-26,57.96739376159909
2024-10-27,66.2484500132561
2024-10-28,86.12298501723293
2024-10-29,82.81056251657013
2024-10-30,86.12298501723293
2024-10-31,76.18571751524452
2024-11-01,81.15435126623873
2024-11-02,89.43540751789574
2024-11-03,165.62112503314026
2024-11-04,104.34130877087836
2024-11-05,69.56087251391891
2024-11-06,62.9360275125933
2024-11-07,86.12298501723293
2024-11-08,79.49814001590732
2024-11-09,64.5922387629247
2024-11-10,66.2484500132561
2024-11-11,79.49814001590732
2024-11-12,82.81056251657013
2024-11-13,89.43540751789574
2024-11-14,81.15435126623873
2024-11-15,72.87329501458171
2024-11-16,61.279816262261896
2024-11-17,67.90466126358751
2024-11-18,76.18571751524452
2024-11-19,86.12298501723293
2024-11-20,84.46677376690153
2024-11-21,79.49814001590732
2024-11-22,67.90466126358751
2024-11-23,62.9360275125933
2024-11-24,61.279816262261896
2024-11-25,69.56087251391891
2024-11-26,64.5922387629247
2024-11-27,57.96739376159909
2024-11-28,54.654971260936286
2024-11-29,54.654971260936286
2024-11-30,57.96739376159909
2024-12-01,61.279816262261896
2024-12-02,74.52950626491312
2024-12-03,77.84192876557591
2024-12-04,81.15435126623873
2024-12-05,81.15435126623873
2024-12-06,77.84192876557591
2024-12-07,66.2484500132561
2024-12-08,66.2484500132561
2024-12-09,79.49814001590732
2024-12-10,81.15435126623873
2024-12-11,77.84192876557591
2024-12-12,76.18571751524452
2024-12-13,72.87329501458171
2024-12-14,61.279816262261896
2024-12-15,61.279816262261896
2024-12-16,74.52950626491312
2024-12-17,76.18571751524452
2024-12-18,72.87329501458171
2024-12-19,69.56087251391891
2024-12-20,64.5922387629247
2024-12-21,57.96739376159909
2024-12-22,57.96739376159909
2024-12-23,59.62360501193049
2024-12-24,56.31118251126769
2024-12-25,49.68633750994208
2024-12-26,62.9360275125933
2024-12-27,67.90466126358751
2024-12-28,62.9360275125933
2024-12-29,66.2484500132561
2024-12-30,67.90466126358751
2024-12-31,64.5922387629247
2025-01-01,59.62360501193049
2025-01-02,66.2484500132561
2025-01-03,72.87329501458171
2025-01-04,71.2170837642503
2025-01-05,69.56087251391891
2025-01-06,64.5922387629247
2025-01-07,76.18571751524452
2025-01-08,77.84192876557591
2025-01-09,79.49814001590732
2025-01-10,76.18571751524452
2025-01-11,64.5922387629247
2025-01-12,62.9360275125933
2025-01-13,82.81056251657013
2025-01-14,79.49814001590732
2025-01-15,86.12298501723293
2025-01-16,82.81056251657013
2025-01-17,77.84192876557591
2025-01-18,66.2484500132561
2025-01-19,57.96739376159909
2025-01-20,66.2484500132561
2025-01-21,76.18571751524452
2025-01-22,81.15435126623873
2025-01-23,91.09161876822714
2025-01-24,82.81056251657013
2025-01-25,72.87329501458171
2025-01-26,69.56087251391891
2025-01-27,81.15435126623873
2025-01-28,87.77919626756434
2025-01-29,86.12298501723293
2025-01-30,89.43540751789574
2025-01-31,82.81056251657013
2025-02-01,66.2484500132561
2025-02-02,76.18571751524452
2025-02-03,94.40404126888996
2025-02-04,92.74783001855855
2025-02-05,91.09161876822714
2025-02-06,92.74783001855855
2025-02-07,91.09161876822714
2025-02-08,69.56087251391891
2025-02-09,71.2170837642503
2025-02-10,84.46677376690153
2025-02-11,92.74783001855855
2025-02-12,81.15435126623873
2025-02-13,87.77919626756434
2025-02-14,71.2170837642503
2025-02-15,66.2484500132561
2025-02-16,69.56087251391891
2025-02-17,91.09161876822714
2025-02-18,97.71646376955275
2025-02-19,91.09161876822714
2025-02-20,87.77919626756434
2025-02-21,84.46677376690153
2025-02-22,71.2170837642503
2025-02-23,77.84192876557591
2025-02-24,101.02888627021557
2025-02-25,97.71646376955275
2025-02-26,92.74783001855855
2025-02-27,94.40404126888996
2025-02-28,82.81056251657013
2025-03-01,74.52950626491312
2025-03-02,72.87329501458171
2025-03-03,96.06025251922135
2025-03-04,96.06025251922135
2025-03-05,92.74783001855855
2025-03-06,99.37267501988416
2025-03-07,91.09161876822714
2025-03-08,81.15435126623873
2025-03-09,129.1844775258494
2025-03-10,97.71646376955275
2025-03-11,89.43540751789574
2025-03-12,92.74783001855855
2025-03-13,86.12298501723293
2025-03-14,82.81056251657013
2025-03-15,67.90466126358751
2025-03-16,72.87329501458171
2025-03-17,84.46677376690153
2025-03-18,87.77919626756434
2025-03-19,86.12298501723293
2025-03-20,87.77919626756434
2025-03-21,76.18571751524452
2025-03-22,72.87329501458171
2025-03-23,71.2170837642503
2025-03-24,87.77919626756434
2025-03-25,91.09161876822714
2025-03-26,89.43540751789574
2025-03-27,87.77919626756434
2025-03-28,76.18571751524452
2025-03-29,71.2170837642503
2025-03-30,74.52950626491312
2025-03-31,86.12298501723293
2025-04-01,89.43540751789574
2025-04-02,91.09161876822714
2025-04-03,89.43540751789574
2025-04-04,76.18571751524452
2025-04-05,71.2170837642503
2025-04-06,71.2170837642503
2025-04-07,94.40404126888996
2025-04-08,89.43540751789574
2025-04-09,94.40404126888996
2025-04-10,94.40404126888996
2025-04-11,86.12298501723293
2025-04-12,72.87329501458171
2025-04-13,69.56087251391891
2025-04-14,86.12298501723293
2025-04-15,92.91683116655153
2025-04-16,87.84679672676154
2025-04-17,81.08675080704153
2025-04-18,70.9466819274615
2025-04-19,68.42856482236581
2025-04-20,63.35853038257579
2025-04-21,81.08675080704153
2025-04-22,83.60486791213722
2025-04-23,81.08675080704153
2025-04-24,84.46677376690153
2025-04-25,73.4985992621558
2025-04-26,64.1866360077415
2025-04-27,72.6366934073915
2025-04-28,89.53680820669155
2025-04-29,91.22681968662152
2025-04-30,86.98489087199724
2025-05-01,82.77676228697152
2025-05-02,72.6366934073915
2025-05-03,65.8766474876715
2025-05-04,69.2566704475315
2025-05-05,86.15678524683153
2025-05-06,94.60684264648154
2025-05-07,88.67490235192724
2025-05-08,86.15678524683153
2025-05-09,75.18861074208581
2025-05-10,66.73855334243581
2025-05-11,67.56665896760151
2025-05-12,87.84679672676154
2025-05-13,86.15678524683153
2025-05-14,84.46677376690153
2025-05-15,77.57152692878711
2025-05-16,70.6762800906727
2025-05-17,63.781033252558295
2025-05-18,68.9524683811441
2025-05-19,72.40009180020131
2025-05-20,79.29533863831571
2025-05-21,77.57152692878711
2025-05-22,72.40009180020131
2025-05-23,62.05722154302969
2025-05-24,65.50484496208689
2025-05-25,65.50484496208689
2025-05-26,65.50484496208689
2025-05-27,75.8477152192585
2025-05-28,75.8477152192585
2025-05-29,79.29533863831571
2025-05-30,67.2286566716155
2025-05-31,68.9524683811441
2025-06-01,68.9524683811441
2025-06-02,70.6762800906727
2025-06-03,79.29533863831571
2025-06-04,79.29533863831571
2025-06-05,72.40009180020131
2025-06-06,72.40009180020131
2025-06-07,68.9524683811441
2025-06-08,70.6762800906727
2025-06-09,75.8477152192585
2025-06-10,79.29533863831571
2025-06-11,77.57152692878711
2025-06-12,74.12390350972991
2025-06-13,70.6762800906727
2025-06-14,65.50484496208689
2025-06-15,63.781033252558295
2025-06-16,68.9524683811441
2025-06-17,77.57152692878711
2025-06-18,68.9524683811441
2025-06-19,67.2286566716155
2025-06-20,68.9524683811441
2025-06-21,67.2286566716155
2025-06-22,63.781033252558295
2025-06-23,70.6762800906727
2025-06-24,75.8477152192585
2025-06-25,70.6762800906727
2025-06-26,77.57152692878711
2025-06-27,75.8477152192585
2025-06-28,67.2286566716155
2025-06-29,74.12390350972991
2025-06-30,74.12390350972991
2025-07-01,72.40009180020131
2025-07-02,72.40009180020131
2025-07-03,72.40009180020131
2025-07-04,70.6762800906727
2025-07-05,67.2286566716155
2025-07-06,70.6762800906727
2025-07-07,72.40009180020131
2025-07-08,79.29533863831571
2025-07-09,75.8477152192585
2025-07-10,75.8477152192585
2025-07-11,77.57152692878711
2025-07-12,70.6762800906727
2025-07-13,68.9524683811441
2025-07-14,87.91439718595873
2025-07-15,74.12390350972991
2025-07-16,91.36202060501593
2025-07-17,91.36202060501593
2025-07-18,70.6762800906727
2025-07-19,77.57152692878711
2025-07-20,82.74296205737292
2025-07-21,84.46677376690153
2025-07-22,91.36202060501593
2025-07-23,81.01915034784432
2025-07-24,77.57152692878711
2025-07-25,77.57152692878711
2025-07-26,72.40009180020131
2025-07-27,75.8477152192585
2025-07-28,79.29533863831571
2025-07-29,91.36202060501593
2025-07-30,103.42870257171614
2025-07-31,98.25726744313035
2025-08-01,75.8477152192585
2025-08-02,68.9524683811441
2025-08-03,67.2286566716155
2025-08-04,72.40009180020131
2025-08-05,74.12390350972991
2025-08-06,68.9524683811441
2025-08-07,77.57152692878711
2025-08-08,72.40009180020131
2025-08-09,70.6762800906727
2025-08-10,75.8477152192585
2025-08-11,79.29533863831571
2025-08-12,75.8477152192585
2025-08-13,77.57152692878711
2025-08-14,75.8477152192585
2025-08-15,67.2286566716155
2025-08-16,63.781033252558295
2025-08-17,67.2286566716155
2025-08-18,67.2286566716155
2025-08-19,77.57152692878711
2025-08-20,67.2286566716155
2025-08-21,74.12390350972991
2025-08-22,70.6762800906727
2025-08-23,62.05722154302969
2025-08-24,68.9524683811441
2025-08-25,75.8477152192585
2025-08-26,79.29533863831571
2025-08-27,75.8477152192585
2025-08-28,72.40009180020131
2025-08-29,65.50484496208689
2025-08-30,62.05722154302969
2025-08-31,70.6762800906727
2025-09-01,68.9524683811441
2025-09-02,81.01915034784432
2025-09-03,81.01915034784432
2025-09-04,75.8477152192585
2025-09-05,74.12390350972991
2025-09-06,63.781033252558295
2025-09-07,63.781033252558295
2025-09-08,79.29533863831571
2025-09-09,82.74296205737292
2025-09-10,70.6762800906727
2025-09-11,74.12390350972991
2025-09-12,68.9524683811441
2025-09-13,62.05722154302969
2025-09-14,63.781033252558295
2025-09-15,81.01915034784432
2025-09-16,86.19058547643013
2025-09-17,89.63820889548734
2025-09-18,84.46677376690153
2025-09-19,75.8477152192585
2025-09-20,63.781033252558295
2025-09-21,67.2286566716155
2025-09-22,84.46677376690153
2025-09-23,86.19058547643013
2025-09-24,84.46677376690153
2025-09-25,82.74296205737292
2025-09-26,77.57152692878711
2025-09-27,67.2286566716155
2025-09-28,67.2286566716155
2025-09-29,89.63820889548734
2025-09-30,86.19058547643013
2025-10-01,89.63820889548734
2025-10-02,81.01915034784432
2025-10-03,77.57152692878711
2025-10-04,72.40009180020131
2025-10-05,74.12390350972991
2025-10-06,91.36202060501593
2025-10-07,96.53345573360174
2025-10-08,98.25726744313035
2025-10-09,91.36202060501593
2025-10-10,75.8477152192585
2025-10-11,72.40009180020131
2025-10-12,68.9524683811441
2025-10-13,84.46677376690153
2025-10-14,82.74296205737292
2025-10-15,87.91439718595873
2025-10-16,81.01915034784432
2025-10-17,81.01915034784432
2025-10-18,65.50484496208689
2025-10-19,67.2286566716155
2025-10-20,82.74296205737292
2025-10-21,89.63820889548734
2025-10-22,86.19058547643013
2025-10-23,82.74296205737292
2025-10-24,81.01915034784432
2025-10-25,63.781033252558295
2025-10-26,68.9524683811441
2025-10-27,93.08583231454453
2025-10-28,91.36202060501593
2025-10-29,94.80964402407314
2025-10-30,93.08583231454453
2025-10-31,81.01915034784432
2025-11-01,94.80964402407314
2025-11-02,172.38117095286026
2025-11-03,112.04776111935917
2025-11-04,96.53345573360174
2025-11-05,87.91439718595873
2025-11-06,91.36202060501593
2025-11-07,81.01915034784432
2025-11-08,67.2286566716155
2025-11-09,67.2286566716155
2025-11-10,89.63820889548734
2025-11-11,79.29533863831571
2025-11-12,93.08583231454453
2025-11-13,89.63820889548734
2025-11-14,81.01915034784432
2025-11-15,65.50484496208689
2025-11-16,68.9524683811441
2025-11-17,87.91439718595873
2025-11-18,86.19058547643013
2025-11-19,89.63820889548734
2025-11-20,87.91439718595873
2025-11-21,81.01915034784432
2025-11-22,67.2286566716155
2025-11-23,68.9524683811441
2025-11-24,79.29533863831571
2025-11-25,75.8477152192585
2025-11-26,67.2286566716155
2025-11-27,56.885786414443885
2025-11-28,56.885786414443885
2025-11-29,63.781033252558295
2025-11-30,68.9524683811441
2025-12-01,81.01915034784432
2025-12-02,86.19058547643013
2025-12-03,89.63820889548734
2025-12-04,82.74296205737292
2025-12-05,77.57152692878711
2025-12-06,68.9524683811441
2025-12-07,70.6762800906727
2025-12-08,87.91439718595873
2025-12-09,86.19058547643013
2025-12-10,89.63820889548734
2025-12-11,90.26504951713409
2025-12-12,82.89967221278461
2025-12-13,65.66155511749858
2025-12-14,64.01609848567583
2025-12-15,77.17975154025788
2025-12-16,78.82520817208064
2025-12-17,82.11612143572616
2025-12-18,78.82520817208064
2025-12-19,73.88883827661238
2025-12-20,60.72518522203032
2025-12-21,62.37064185385307
2025-12-22,68.9524683811441
2025-12-23,66.52346097226288
2025-12-24,59.941634444971854
2025-12-25,56.65072118132635
2025-12-26,68.9524683811441
2025-12-27,65.66155511749858
2025-12-28,71.38147579002532
2025-12-29,72.24338164478962
2025-12-30,76.31784568549358
2025-12-31,70.59792501296685
2026-01-01,77.17975154025788
2026-01-02,77.96330231731633
2026-01-03,77.96330231731633
2026-01-04,75.53429490843513
2026-01-05,79.60875894913909
2026-01-06,93.55596278077961
2026-01-07,100.13778930807064
2026-01-08,96.06332526736666
2026-01-09,97.1602963552485
2026-01-10,72.08667148937792
2026-01-11,81.4892808140794
2026-01-12,89.32478858466395
2026-01-13,101.86160101759924
2026-01-14,98.72739790936541
2026-01-15,92.45899169289777
2026-01-16,89.32478858466395
2026-01-17,76.78797615172866
2026-01-18,70.519569935261
2026-01-19,83.0563823681963
2026-01-20,95.59319480113159
2026-01-21,104.99580412583306
2026-01-22,100.29449946348232
2026-01-23,89.32478858466395
2026-01-24,78.35507770584556
2026-01-25,65.81826527291028
2026-01-26,86.19058547643013
2026-01-27,87.75768703054703
2026-01-28,97.1602963552485
2026-01-29,103.42870257171614
2026-01-30,98.72739790936541
2026-01-31,84.62348392231321
2026-02-01,95.59319480113159
2026-02-02,101.86160101759924
2026-02-03,104.99580412583306
2026-02-04,108.13000723406688
2026-02-05,108.13000723406688
2026-02-06,104.99580412583306
2026-02-07,94.02609324701469
2026-02-08,75.22087459761174
2026-02-09,86.19058547643013
2026-02-10,98.72739790936541
2026-02-11,98.72739790936541
2026-02-12,94.02609324701469
2026-02-13,94.02609324701469
2026-02-14,75.22087459761174
2026-02-15,87.75768703054703
2026-02-16,104.99580412583306
2026-02-17,103.42870257171614
2026-02-18,108.13000723406688
2026-02-19,101.86160101759924
2026-02-20,104.99580412583306
2026-02-21,89.32478858466395
2026-02-22,83.0563823681963
2026-02-23,104.99580412583306
2026-02-24,108.13000723406688
2026-02-25,108.13000723406688
2026-02-26,112.83131189641762
2026-02-27,115.96551500465144
2026-02-28,78.35507770584556
2026-03-01,78.35507770584556
2026-03-02,112.83131189641762
2026-03-03,117.53261655876835
2026-03-04,111.2642103423007
2026-03-05,119.09971811288526
2026-03-06,106.56290567994996
2026-03-07,109.6971087881838
2026-03-08,156.71015541169112
2026-03-09,115.96551500465144
2026-03-10,111.2642103423007
2026-03-11,111.2642103423007
2026-03-12,109.6971087881838
2026-03-13,92.45899169289777
2026-03-14,78.35507770584556
2026-03-15,81.4892808140794
2026-03-16,101.86160101759924
2026-03-17,104.99580412583306
2026-03-18,108.13000723406688
2026-03-19,114.39841345053452
2026-03-20,104.99580412583306
2026-03-21,84.62348392231321
2026-03-22,95.59319480113159
2026-03-23,111.2642103423007
2026-03-24,108.13000723406688
2026-03-25,111.2642103423007
2026-03-26,104.99580412583306
2026-03-27,101.86160101759924
2026-03-28,90.89189013878085
2026-03-29,95.59319480113159
2026-03-30,111.2642103423007
2026-03-31,109.6971087881838
2026-04-01,114.39841345053452
2026-04-02,111.2642103423007
2026-04-03,100.29449946348232
2026-04-04,94.02609324701469
2026-04-05,92.45899169289777
2026-04-06,115.96551500465144
2026-04-07,111.2642103423007
2026-04-08,122.23392122111909
2026-04-09,120.66681966700217
2026-04-10,104.99580412583306
2026-04-11,95.59319480113159
2026-04-12,103.42870257171614
2026-04-13,117.53261655876835
2026-04-14,122.23392122111909
2026-04-15,119.09971811288526
2026-04-16,115.96551500465144
2026-04-17,126.93522588346981
2026-04-18,92.45899169289777
2026-04-19,97.1602963552485
2026-04-20,112.83131189641762
2026-04-21,114.39841345053452
2026-04-22,109.6971087881838
2026-04-23,120.66681966700217
2026-04-24,111.2642103423007
2026-04-25,89.32478858466395
2026-04-26,100.29449946348232
2026-04-27,108.13000723406688
2026-04-28,115.96551500465144
2026-04-29,114.39841345053452
2026-04-30,111.2642103423007
2026-05-01,101.86160101759924
2026-05-02,92.45899169289777
2026-05-03,100.29449946348232
2026-05-04,111.2642103423007
2026-05-05,111.2642103423007
2026-05-06,117.53261655876835
2026-05-07,114.39841345053452
2026-05-08,108.13000723406688
2026-05-09,83.0563823681963
2026-05-10,84.62348392231321
2026-05-11,109.6971087881838
2026-05-12,108.13000723406688
2026-05-13,117.53261655876835
2026-05-14,117.53261655876835
2026-05-15,106.56290567994996
2026-05-16,92.45899169289777
2026-05-17,100.29449946348232
2026-05-18,98.72739790936541
2026-05-19,101.86160101759924
2026-05-20,108.13000723406688
2026-05-21,109.6971087881838
2026-05-22,103.42870257171614
2026-05-23,97.1602963552485
2026-05-24,97.1602963552485
2026-05-25,98.72739790936541
2026-05-26,109.6971087881838
2026-05-27,109.6971087881838
2026-05-28,111.2642103423007
2026-05-29,109.6971087881838
2026-05-30,101.86160101759924
2026-05-31,119.09971811288526
