Time,google_flights
2024-09-24,74.77200965780742
2024-09-25,74.77200965780742
2024-09-26,66.59382110148474
2024-09-27,59.58394519606529
2024-09-28,59.58394519606529
2024-09-29,66.59382110148474
2024-09-30,65.42550845058149
2024-10-01,70.09875905419446
2024-10-02,72.43538435600094
2024-10-03,71.26707170509769
2024-10-04,64.25719579967824
2024-10-05,59.58394519606529
2024-10-06,67.76213375238797
2024-10-07,74.77200965780742
2024-10-08,66.59382110148474
2024-10-09,65.42550845058149
2024-10-10,64.25719579967824
2024-10-11,64.25719579967824
2024-10-12,60.752257846968526
2024-10-13,66.59382110148474
2024-10-14,79.44526026142037
2024-10-15,88.79176146864631
2024-10-16,82.9501982141301
2024-10-17,80.61357291232362
2024-10-18,78.27694761051714
2024-10-19,73.60369700690417
2024-10-20,79.44526026142037
2024-10-21,85.28682351593659
2024-10-22,89.96007411954955
2024-10-23,84.11851086503334
2024-10-24,79.44526026142037
2024-10-25,71.26707170509769
2024-10-26,57.2473198942588
2024-10-27,67.76213375238797
2024-10-28,71.26707170509769
2024-10-29,67.76213375238797
2024-10-30,72.43538435600094
2024-10-31,60.752257846968526
2024-11-01,59.58394519606529
2024-11-02,57.2473198942588
2024-11-03,67.76213375238797
2024-11-04,70.09875905419446
2024-11-05,64.25719579967824
2024-11-06,44.39588073432316
2024-11-07,64.25719579967824
2024-11-08,71.26707170509769
2024-11-09,64.25719579967824
2024-11-10,66.59382110148474
2024-11-11,77.1086349596139
2024-11-12,74.77200965780742
2024-11-13,75.94032230871066
2024-11-14,68.93044640329121
2024-11-15,60.752257846968526
2024-11-16,53.742381941549084
2024-11-17,65.42550845058149
2024-11-18,72.43538435600094
2024-11-19,73.60369700690417
2024-11-20,70.09875905419446
2024-11-21,65.42550845058149
2024-11-22,60.752257846968526
2024-11-23,53.742381941549084
2024-11-24,58.41563254516204
2024-11-25,59.58394519606529
2024-11-26,65.42550845058149
2024-11-27,64.25719579967824
2024-11-28,56.07900724335556
2024-11-29,65.42550845058149
2024-11-30,64.25719579967824
2024-12-01,72.43538435600094
2024-12-02,81.78188556322687
2024-12-03,116.83126509032408
2024-12-04,89.96007411954955
2024-12-05,68.93044640329121
2024-12-06,61.920570497871765
2024-12-07,56.07900724335556
2024-12-08,60.752257846968526
2024-12-09,66.59382110148474
2024-12-10,72.43538435600094
2024-12-11,68.93044640329121
2024-12-12,61.920570497871765
2024-12-13,58.41563254516204
2024-12-14,58.41563254516204
2024-12-15,59.58394519606529
2024-12-16,63.08888314877501
2024-12-17,68.93044640329121
2024-12-18,65.42550845058149
2024-12-19,65.42550845058149
2024-12-20,63.08888314877501
2024-12-21,57.2473198942588
2024-12-22,60.752257846968526
2024-12-23,58.41563254516204
2024-12-24,57.2473198942588
2024-12-25,61.920570497871765
2024-12-26,78.27694761051714
2024-12-27,78.27694761051714
2024-12-28,72.43538435600094
2024-12-29,80.61357291232362
2024-12-30,77.1086349596139
2024-12-31,74.77200965780742
2025-01-01,73.60369700690417
2025-01-02,87.62344881774307
2025-01-03,87.62344881774307
2025-01-04,86.45513616683982
2025-01-05,88.79176146864631
2025-01-06,86.45513616683982
2025-01-07,93.46501207225927
2025-01-08,88.79176146864631
2025-01-09,86.45513616683982
2025-01-10,80.61357291232362
2025-01-11,77.1086349596139
2025-01-12,86.45513616683982
2025-01-13,84.11851086503334
2025-01-14,86.45513616683982
2025-01-15,89.96007411954955
2025-01-16,86.45513616683982
2025-01-17,78.27694761051714
2025-01-18,70.09875905419446
2025-01-19,73.60369700690417
2025-01-20,78.27694761051714
2025-01-21,89.96007411954955
2025-01-22,78.27694761051714
2025-01-23,77.1086349596139
2025-01-24,71.26707170509769
2025-01-25,72.43538435600094
2025-01-26,78.27694761051714
2025-01-27,74.77200965780742
2025-01-28,81.78188556322687
2025-01-29,82.9501982141301
2025-01-30,73.60369700690417
2025-01-31,67.76213375238797
2025-02-01,67.76213375238797
2025-02-02,73.60369700690417
2025-02-03,74.77200965780742
2025-02-04,85.28682351593659
2025-02-05,78.27694761051714
2025-02-06,73.60369700690417
2025-02-07,67.76213375238797
2025-02-08,65.42550845058149
2025-02-09,68.93044640329121
2025-02-10,65.42550845058149
2025-02-11,75.94032230871066
2025-02-12,75.94032230871066
2025-02-13,70.09875905419446
2025-02-14,63.08888314877501
2025-02-15,67.76213375238797
2025-02-16,81.78188556322687
2025-02-17,81.78188556322687
2025-02-18,82.9501982141301
2025-02-19,79.44526026142037
2025-02-20,73.60369700690417
2025-02-21,71.26707170509769
2025-02-22,66.59382110148474
2025-02-23,75.94032230871066
2025-02-24,80.61357291232362
2025-02-25,77.1086349596139
2025-02-26,75.94032230871066
2025-02-27,75.94032230871066
2025-02-28,78.27694761051714
2025-03-01,61.920570497871765
2025-03-02,72.43538435600094
2025-03-03,75.94032230871066
2025-03-04,81.78188556322687
2025-03-05,78.27694761051714
2025-03-06,75.94032230871066
2025-03-07,70.09875905419446
2025-03-08,72.43538435600094
2025-03-09,74.77200965780742
2025-03-10,74.77200965780742
2025-03-11,78.27694761051714
2025-03-12,77.1086349596139
2025-03-13,72.43538435600094
2025-03-14,64.25719579967824
2025-03-15,63.08888314877501
2025-03-16,78.27694761051714
2025-03-17,68.93044640329121
2025-03-18,79.44526026142037
2025-03-19,75.94032230871066
2025-03-20,71.26707170509769
2025-03-21,65.42550845058149
2025-03-22,57.2473198942588
2025-03-23,71.26707170509769
2025-03-24,68.93044640329121
2025-03-25,70.09875905419446
2025-03-26,73.60369700690417
2025-03-27,67.76213375238797
2025-03-28,63.08888314877501
2025-03-29,59.58394519606529
2025-03-30,68.93044640329121
2025-03-31,72.43538435600094
2025-04-01,72.43538435600094
2025-04-02,68.93044640329121
2025-04-03,67.76213375238797
2025-04-04,63.08888314877501
2025-04-05,61.920570497871765
2025-04-06,73.60369700690417
2025-04-07,66.59382110148474
2025-04-08,73.60369700690417
2025-04-09,67.76213375238797
2025-04-10,65.42550845058149
2025-04-11,63.08888314877501
2025-04-12,54.91069459245232
2025-04-13,60.752257846968526
2025-04-14,68.93044640329121
2025-04-15,72.24385769191844
2025-04-16,72.24385769191844
2025-04-17,63.78795547267613
2025-04-18,56.42375523870406
2025-04-19,53.03373328444384
2025-04-20,57.5537625567908
2025-04-21,66.59382110148474
2025-04-22,67.13967209411986
2025-04-23,67.72382841957148
2025-04-24,62.07379182913777
2025-04-25,52.48788229180872
2025-04-26,51.9037259663571
2025-04-27,58.68376987487754
2025-04-28,68.85383573765822
2025-04-29,68.85383573765822
2025-04-30,63.203799147224515
2025-05-01,73.9197160026403
2025-05-02,66.59382110148474
2025-05-03,63.78795547267613
2025-05-04,85.21978918350771
2025-05-05,82.95977454733423
2025-05-06,84.08978186542097
2025-05-07,87.4798038196812
2025-05-08,78.43974527498727
2025-05-09,74.50387232809192
2025-05-10,69.39968673029334
2025-05-11,79.56975259307401
2025-05-12,89.15566213040307
2025-05-13,87.4798038196812
2025-05-14,93.1298404101149
2025-05-15,86.24445683634909
2025-05-16,81.87764889526812
2025-05-17,79.69424492472764
2025-05-18,90.61126477743005
2025-05-19,89.51956279215982
2025-05-20,90.61126477743005
2025-05-21,90.61126477743005
2025-05-22,86.24445683634909
2025-05-23,77.51084095418716
2025-05-24,70.96062904256571
2025-05-25,78.6025429394574
2025-05-26,98.25317867432175
2025-05-27,94.97807271851103
2025-05-28,91.7029667627003
2025-05-29,89.51956279215982
2025-05-30,84.0610528658086
2025-05-31,74.23573499837643
2025-06-01,87.33615882161934
2025-06-02,87.33615882161934
2025-06-03,92.79466874797053
2025-06-04,90.61126477743005
2025-06-05,85.15275485107885
2025-06-06,86.24445683634909
2025-06-07,74.23573499837643
2025-06-08,87.33615882161934
2025-06-09,82.96935088053837
2025-06-10,87.33615882161934
2025-06-11,78.6025429394574
2025-06-12,64.41041713094425
2025-06-13,60.04360918986329
2025-06-14,50.218291322431114
2025-06-15,60.04360918986329
2025-06-16,64.41041713094425
2025-06-17,72.05233102783595
2025-06-18,65.5021191162145
2025-06-19,62.22701316040377
2025-06-20,58.95190720459305
2025-06-21,49.12658933716087
2025-06-22,53.493397278241844
2025-06-23,68.77722507202522
2025-06-24,73.1440330131062
2025-06-25,65.5021191162145
2025-06-26,66.59382110148474
2025-06-27,62.22701316040377
2025-06-28,58.95190720459305
2025-06-29,64.41041713094425
2025-06-30,67.68552308675498
2025-07-01,78.6025429394574
2025-07-02,70.96062904256571
2025-07-03,64.41041713094425
2025-07-04,56.76850323405257
2025-07-05,51.309993307701355
2025-07-06,67.68552308675498
2025-07-07,77.51084095418716
2025-07-08,78.6025429394574
2025-07-09,78.6025429394574
2025-07-10,70.96062904256571
2025-07-11,66.59382110148474
2025-07-12,55.676801248782326
2025-07-13,65.5021191162145
2025-07-14,80.78594690999788
2025-07-15,82.96935088053837
2025-07-16,74.23573499837643
2025-07-17,78.6025429394574
2025-07-18,67.68552308675498
2025-07-19,62.22701316040377
2025-07-20,70.96062904256571
2025-07-21,78.6025429394574
2025-07-22,84.0610528658086
2025-07-23,79.69424492472764
2025-07-24,68.77722507202522
2025-07-25,61.13531117513353
2025-07-26,55.676801248782326
2025-07-27,65.5021191162145
2025-07-28,69.86892705729547
2025-07-29,73.1440330131062
2025-07-30,73.1440330131062
2025-07-31,72.05233102783595
2025-08-01,61.13531117513353
2025-08-02,56.76850323405257
2025-08-03,62.22701316040377
2025-08-04,74.23573499837643
2025-08-05,75.32743698364668
2025-08-06,68.77722507202522
2025-08-07,70.96062904256571
2025-08-08,69.86892705729547
2025-08-09,74.23573499837643
2025-08-10,88.42786080688957
2025-08-11,89.51956279215982
2025-08-12,77.51084095418716
2025-08-13,72.05233102783595
2025-08-14,74.23573499837643
2025-08-15,64.41041713094425
2025-08-16,60.04360918986329
2025-08-17,69.86892705729547
2025-08-18,75.32743698364668
2025-08-19,77.51084095418716
2025-08-20,70.96062904256571
2025-08-21,68.77722507202522
2025-08-22,61.13531117513353
2025-08-23,60.04360918986329
2025-08-24,66.59382110148474
2025-08-25,68.77722507202522
2025-08-26,70.96062904256571
2025-08-27,67.68552308675498
2025-08-28,63.31871514567401
2025-08-29,57.86020521932281
2025-08-30,51.309993307701355
2025-08-31,57.86020521932281
2025-09-01,69.86892705729547
2025-09-02,72.05233102783595
2025-09-03,68.77722507202522
2025-09-04,62.22701316040377
2025-09-05,63.31871514567401
2025-09-06,55.676801248782326
2025-09-07,60.04360918986329
2025-09-08,66.59382110148474
2025-09-09,66.59382110148474
2025-09-10,67.68552308675498
2025-09-11,60.04360918986329
2025-09-12,54.585099263512085
2025-09-13,53.493397278241844
2025-09-14,60.04360918986329
2025-09-15,65.5021191162145
2025-09-16,70.96062904256571
2025-09-17,67.68552308675498
2025-09-18,63.31871514567401
2025-09-19,61.13531117513353
2025-09-20,55.676801248782326
2025-09-21,55.676801248782326
2025-09-22,69.86892705729547
2025-09-23,70.96062904256571
2025-09-24,70.96062904256571
2025-09-25,66.59382110148474
2025-09-26,57.86020521932281
2025-09-27,53.493397278241844
2025-09-28,56.76850323405257
2025-09-29,67.68552308675498
2025-09-30,68.77722507202522
2025-10-01,65.5021191162145
2025-10-02,64.41041713094425
2025-10-03,55.676801248782326
2025-10-04,54.585099263512085
2025-10-05,61.13531117513353
2025-10-06,64.41041713094425
2025-10-07,66.59382110148474
2025-10-08,68.77722507202522
2025-10-09,65.5021191162145
2025-10-10,63.31871514567401
2025-10-11,52.401695292971596
2025-10-12,57.86020521932281
2025-10-13,69.86892705729547
2025-10-14,70.96062904256571
2025-10-15,69.86892705729547
2025-10-16,66.59382110148474
2025-10-17,57.86020521932281
2025-10-18,52.401695292971596
2025-10-19,62.22701316040377
2025-10-20,70.96062904256571
2025-10-21,74.23573499837643
2025-10-22,69.86892705729547
2025-10-23,67.68552308675498
2025-10-24,58.95190720459305
2025-10-25,52.401695292971596
2025-10-26,60.04360918986329
2025-10-27,67.68552308675498
2025-10-28,68.77722507202522
2025-10-29,60.04360918986329
2025-10-30,72.05233102783595
2025-10-31,60.04360918986329
2025-11-01,53.493397278241844
2025-11-02,70.96062904256571
2025-11-03,75.32743698364668
2025-11-04,73.1440330131062
2025-11-05,75.32743698364668
2025-11-06,78.6025429394574
2025-11-07,70.96062904256571
2025-11-08,62.22701316040377
2025-11-09,68.77722507202522
2025-11-10,70.96062904256571
2025-11-11,73.1440330131062
2025-11-12,72.05233102783595
2025-11-13,73.1440330131062
2025-11-14,62.22701316040377
2025-11-15,64.41041713094425
2025-11-16,68.77722507202522
2025-11-17,73.1440330131062
2025-11-18,73.1440330131062
2025-11-19,73.1440330131062
2025-11-20,64.41041713094425
2025-11-21,57.86020521932281
2025-11-22,58.95190720459305
2025-11-23,62.22701316040377
2025-11-24,66.59382110148474
2025-11-25,69.86892705729547
2025-11-26,66.59382110148474
2025-11-27,60.04360918986329
2025-11-28,70.96062904256571
2025-11-29,69.86892705729547
2025-11-30,81.87764889526812
2025-12-01,87.33615882161934
2025-12-02,109.17019852702417
2025-12-03,89.51956279215982
2025-12-04,79.69424492472764
2025-12-05,64.41041713094425
2025-12-06,65.5021191162145
2025-12-07,73.1440330131062
2025-12-08,78.6025429394574
2025-12-09,76.41913896891691
2025-12-10,73.1440330131062
2025-12-11,63.14480765677775
2025-12-12,66.28166778153744
2025-12-13,64.69019674731575
2025-12-14,69.91829695524856
2025-12-15,73.05515708000824
2025-12-16,72.00953703842168
2025-12-17,70.96391699683512
2025-12-18,69.91829695524856
2025-12-19,61.053567573604624
2025-12-20,57.916707448844946
2025-12-21,63.14480765677775
2025-12-22,66.78143683048887
2025-12-23,62.099187615191184
2025-12-24,56.871087407258386
2025-12-25,58.962327490431505
2025-12-26,77.73740629530593
2025-12-27,75.14639716318138
2025-12-28,82.96550650323874
2025-12-29,82.96550650323874
2025-12-30,78.28325728794104
2025-12-31,68.37290786471056
2026-01-01,65.23604773995088
2026-01-02,86.60213567694986
2026-01-03,85.05674658641186
2026-01-04,88.69337576012298
2026-01-05,87.14798666958498
2026-01-06,93.92147596805579
2026-01-07,89.73899580170954
2026-01-08,81.91988646165217
2026-01-09,80.87426642006561
2026-01-10,80.96258593013334
2026-01-11,87.9593526154535
2026-01-12,84.96073832174486
2026-01-13,89.95842881125927
2026-01-14,90.95796690916215
2026-01-15,83.96120022384198
2026-01-16,79.96304783223046
2026-01-17,84.96073832174486
2026-01-18,84.96073832174486
2026-01-19,89.95842881125927
2026-01-20,85.96027641964774
2026-01-21,89.95842881125927
2026-01-22,82.9616621259391
2026-01-23,73.96581924481318
2026-01-24,80.96258593013334
2026-01-25,81.96212402803621
2026-01-26,87.9593526154535
2026-01-27,90.95796690916215
2026-01-28,83.96120022384198
2026-01-29,78.96350973432757
2026-01-30,74.96535734271606
2026-01-31,77.9639716364247
2026-02-01,85.96027641964774
2026-02-02,85.96027641964774
2026-02-03,85.96027641964774
2026-02-04,82.9616621259391
2026-02-05,78.96350973432757
2026-02-06,72.96628114691029
2026-02-07,71.96674304900742
2026-02-08,72.96628114691029
2026-02-09,69.96766685320165
2026-02-10,81.96212402803621
2026-02-11,82.9616621259391
2026-02-12,75.96489544061893
2026-02-13,75.96489544061893
2026-02-14,71.96674304900742
2026-02-15,83.96120022384198
2026-02-16,91.95750500706502
2026-02-17,89.95842881125927
2026-02-18,85.96027641964774
2026-02-19,83.96120022384198
2026-02-20,75.96489544061893
2026-02-21,83.96120022384198
2026-02-22,93.9565812028708
2026-02-23,92.95704310496791
2026-02-24,95.95565739867655
2026-02-25,85.96027641964774
2026-02-26,86.95981451755063
2026-02-27,82.9616621259391
2026-02-28,81.96212402803621
2026-03-01,96.95519549657944
2026-03-02,99.95380979028808
2026-03-03,95.95565739867655
2026-03-04,88.95889071335638
2026-03-05,88.95889071335638
2026-03-06,82.9616621259391
2026-03-07,87.9593526154535
2026-03-08,91.95750500706502
2026-03-09,97.9547335944823
2026-03-10,92.95704310496791
2026-03-11,93.9565812028708
2026-03-12,91.95750500706502
2026-03-13,83.96120022384198
2026-03-14,85.96027641964774
2026-03-15,97.9547335944823
2026-03-16,97.9547335944823
2026-03-17,90.95796690916215
2026-03-18,86.95981451755063
2026-03-19,83.96120022384198
2026-03-20,76.96443353852182
2026-03-21,73.96581924481318
2026-03-22,79.96304783223046
2026-03-23,86.95981451755063
2026-03-24,80.96258593013334
2026-03-25,79.96304783223046
2026-03-26,75.96489544061893
2026-03-27,72.96628114691029
2026-03-28,65.96951446159012
2026-03-29,77.9639716364247
2026-03-30,76.96443353852182
2026-03-31,79.96304783223046
2026-04-01,79.96304783223046
2026-04-02,75.96489544061893
2026-04-03,70.96720495110453
2026-04-04,63.97043826578437
2026-04-05,71.96674304900742
2026-04-06,85.96027641964774
2026-04-07,80.96258593013334
2026-04-08,84.96073832174486
2026-04-09,83.96120022384198
2026-04-10,71.96674304900742
2026-04-11,65.96951446159012
2026-04-12,71.96674304900742
2026-04-13,75.96489544061893
2026-04-14,76.96443353852182
2026-04-15,77.9639716364247
2026-04-16,83.96120022384198
2026-04-17,77.9639716364247
2026-04-18,67.9685906573959
2026-04-19,78.96350973432757
2026-04-20,77.9639716364247
2026-04-21,83.96120022384198
2026-04-22,80.96258593013334
2026-04-23,77.9639716364247
2026-04-24,68.96812875529876
2026-04-25,62.97090016788149
2026-04-26,73.96581924481318
2026-04-27,75.96489544061893
2026-04-28,85.96027641964774
2026-04-29,80.96258593013334
2026-04-30,76.96443353852182
2026-05-01,73.96581924481318
2026-05-02,89.95842881125927
2026-05-03,85.96027641964774
2026-05-04,84.96073832174486
2026-05-05,81.96212402803621
2026-05-06,78.96350973432757
2026-05-07,76.96443353852182
2026-05-08,71.96674304900742
2026-05-09,59.97228587417284
2026-05-10,70.96720495110453
2026-05-11,77.9639716364247
2026-05-12,80.96258593013334
2026-05-13,77.9639716364247
2026-05-14,79.96304783223046
2026-05-15,78.96350973432757
2026-05-16,62.97090016788149
2026-05-17,68.96812875529876
2026-05-18,76.96443353852182
2026-05-19,80.96258593013334
2026-05-20,78.96350973432757
2026-05-21,76.96443353852182
2026-05-22,69.96766685320165
2026-05-23,62.97090016788149
2026-05-24,62.97090016788149
2026-05-25,73.96581924481318
2026-05-26,79.96304783223046
2026-05-27,78.96350973432757
2026-05-28,76.96443353852182
2026-05-29,70.96720495110453
2026-05-30,68.96812875529876
2026-05-31,74.96535734271606
