Time,commoner
2025-02-04,22.648518933896295
2025-02-05,28.688123982935306
2025-02-06,25.6683214584158
2025-02-07,46.80693913005234
2025-02-08,36.23763029423407
2025-02-09,42.277235343273084
2025-02-10,22.648518933896295
2025-02-11,27.178222720675553
2025-02-12,45.29703786779259
2025-02-13,33.21782776971457
2025-02-14,33.21782776971457
2025-02-15,40.76733408101333
2025-02-16,25.6683214584158
2025-02-17,21.138617671636542
2025-02-18,19.62871640937679
2025-02-19,24.158420196156047
2025-02-20,25.6683214584158
2025-02-21,31.70792650745481
2025-02-22,30.19802524519506
2025-02-23,54.356445441351106
2025-02-24,39.25743281875358
2025-02-25,25.6683214584158
2025-02-26,51.3366429168316
2025-02-27,42.277235343273084
2025-02-28,48.316840392312095
2025-03-01,46.80693913005234
2025-03-02,72.47526058846815
2025-03-03,31.70792650745481
2025-03-04,43.78713660553284
2025-03-05,43.78713660553284
2025-03-06,52.84654417909135
2025-03-07,45.29703786779259
2025-03-08,64.92575427716937
2025-03-09,63.41585301490962
2025-03-10,40.76733408101333
2025-03-11,40.76733408101333
2025-03-12,36.23763029423407
2025-03-13,34.72772903197432
2025-03-14,28.688123982935306
2025-03-15,39.25743281875358
2025-03-16,42.277235343273084
2025-03-17,34.72772903197432
2025-03-18,27.178222720675553
2025-03-19,30.19802524519506
2025-03-20,36.23763029423407
2025-03-21,34.72772903197432
2025-03-22,37.747531556493826
2025-03-23,37.747531556493826
2025-03-24,33.21782776971457
2025-03-25,33.21782776971457
2025-03-26,27.178222720675553
2025-03-27,27.178222720675553
2025-03-28,34.72772903197432
2025-03-29,39.25743281875358
2025-03-30,40.76733408101333
2025-03-31,25.6683214584158
2025-04-01,22.648518933896295
2025-04-02,28.688123982935306
2025-04-03,33.21782776971457
2025-04-04,30.19802524519506
2025-04-05,25.6683214584158
2025-04-06,36.23763029423407
2025-04-07,28.688123982935306
2025-04-08,30.19802524519506
2025-04-09,37.747531556493826
2025-04-10,31.70792650745481
2025-04-11,34.72772903197432
2025-04-12,37.747531556493826
2025-04-13,42.277235343273084
2025-04-14,22.648518933896295
2025-04-15,39.27348246422322
2025-04-16,31.951757659782125
2025-04-17,24.084344909373065
2025-04-18,37.97284388712539
2025-04-19,27.50415398252067
2025-04-20,46.8680512416483
2025-04-21,0.0
2025-04-22,30.37827510970031
2025-04-23,40.57412104132106
2025-04-24,22.783706332275237
2025-04-25,28.531948586634524
2025-04-26,25.65782745945488
2025-04-27,42.14760359140287
2025-04-28,30.37827510970031
2025-04-29,32.706708290912005
2025-04-30,25.65782745945488
2025-05-01,20.937379809209446
2025-05-02,33.52524020986394
2025-05-03,28.259104613650543
2025-05-04,28.8047925596185
2025-05-05,31.40606971381417
2025-05-06,30.105431136716334
2025-05-07,36.672205310027564
2025-05-08,26.958466036552714
2025-05-09,21.210223782193424
2025-05-10,32.97955226389598
2025-05-11,39.5463264372072
2025-05-12,25.3849834864709
2025-05-13,16.76262010493197
2025-05-14,16.370638379038695
2025-05-15,24.555957568558046
2025-05-16,22.918893730654176
2025-05-17,0.0
2025-05-18,36.01540443388513
2025-05-19,18.007702216942565
2025-05-20,28.375773190333742
2025-05-21,21.82751783871826
2025-05-22,22.37320578468622
2025-05-23,39.83522005566083
2025-05-24,28.921461136301698
2025-05-25,36.01540443388513
2025-05-26,30.558524974205568
2025-05-27,33.83265265001331
2025-05-28,36.01540443388513
2025-05-29,40.926595947596745
2025-05-30,32.195588812109435
2025-05-31,22.918893730654176
2025-06-01,32.195588812109435
2025-06-02,25.101645514526002
2025-06-03,24.555957568558046
2025-06-04,30.01283702823761
2025-06-05,23.46458167662213
2025-06-06,39.83522005566083
2025-06-07,28.375773190333742
2025-06-08,32.74127675807739
2025-06-09,30.01283702823761
2025-06-10,32.195588812109435
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,23.46458167662213
2025-06-14,27.830085244365783
2025-06-15,29.467149082269653
2025-06-16,18.007702216942565
2025-06-17,39.28953210969287
2025-06-18,19.644766054846436
2025-06-19,25.647333460493957
2025-06-20,35.469716487917175
2025-06-21,22.918893730654176
2025-06-22,34.92402854194922
2025-06-23,33.83265265001331
2025-06-24,24.010269622590087
2025-06-25,18.553390162910524
2025-06-26,26.738709352429872
2025-06-27,17.46201427097461
2025-06-28,28.921461136301698
2025-06-29,28.375773190333742
2025-06-30,20.19045400081439
2025-07-01,21.82751783871826
2025-07-02,0.0
2025-07-03,21.82751783871826
2025-07-04,0.0
2025-07-05,22.37320578468622
2025-07-06,28.375773190333742
2025-07-07,34.378340595981264
2025-07-08,21.281829892750306
2025-07-09,31.104212920173524
2025-07-10,19.644766054846436
2025-07-11,28.375773190333742
2025-07-12,25.101645514526002
2025-07-13,39.83522005566083
2025-07-14,36.561092379853086
2025-07-15,35.469716487917175
2025-07-16,20.19045400081439
2025-07-17,33.28696470404535
2025-07-18,36.561092379853086
2025-07-19,24.555957568558046
2025-07-20,28.375773190333742
2025-07-21,26.193021406461916
2025-07-22,24.010269622590087
2025-07-23,19.09907810887848
2025-07-24,28.375773190333742
2025-07-25,0.0
2025-07-26,19.09907810887848
2025-07-27,44.20072362340448
2025-07-28,32.74127675807739
2025-07-29,52.93173075889179
2025-07-30,30.01283702823761
2025-07-31,29.467149082269653
2025-08-01,25.101645514526002
2025-08-02,26.738709352429872
2025-08-03,0.0
2025-08-04,26.738709352429872
2025-08-05,31.104212920173524
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,26.193021406461916
2025-08-09,31.64990086614148
2025-08-10,26.193021406461916
2025-08-11,27.284397298397828
2025-08-12,31.64990086614148
2025-08-13,28.375773190333742
2025-08-14,37.652468271789004
2025-08-15,21.281829892750306
2025-08-16,41.4722838935647
2025-08-17,39.83522005566083
2025-08-18,0.0
2025-08-19,27.284397298397828
2025-08-20,19.644766054846436
2025-08-21,25.647333460493957
2025-08-22,28.375773190333742
2025-08-23,26.193021406461916
2025-08-24,34.378340595981264
2025-08-25,26.738709352429872
2025-08-26,32.74127675807739
2025-08-27,38.743844163724916
2025-08-28,39.83522005566083
2025-08-29,28.375773190333742
2025-08-30,34.92402854194922
2025-08-31,36.01540443388513
2025-09-01,30.558524974205568
2025-09-02,28.921461136301698
2025-09-03,0.0
2025-09-04,33.83265265001331
2025-09-05,31.104212920173524
2025-09-06,24.010269622590087
2025-09-07,22.918893730654176
2025-09-08,26.738709352429872
2025-09-09,32.74127675807739
2025-09-10,0.0
2025-09-11,20.73614194678235
2025-09-12,23.46458167662213
2025-09-13,22.918893730654176
2025-09-14,24.010269622590087
2025-09-15,46.38347540727631
2025-09-16,25.101645514526002
2025-09-17,27.830085244365783
2025-09-18,30.01283702823761
2025-09-19,20.19045400081439
2025-09-20,27.830085244365783
2025-09-21,27.284397298397828
2025-09-22,26.738709352429872
2025-09-23,26.738709352429872
2025-09-24,38.743844163724916
2025-09-25,40.926595947596745
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,29.467149082269653
2025-09-29,20.73614194678235
2025-09-30,27.284397298397828
2025-10-01,26.738709352429872
2025-10-02,24.010269622590087
2025-10-03,32.195588812109435
2025-10-04,43.10934773146857
2025-10-05,40.926595947596745
2025-10-06,27.830085244365783
2025-10-07,29.467149082269653
2025-10-08,38.743844163724916
2025-10-09,38.743844163724916
2025-10-10,31.64990086614148
2025-10-11,34.92402854194922
2025-10-12,38.19815621775696
2025-10-13,27.284397298397828
2025-10-14,31.104212920173524
2025-10-15,41.4722838935647
2025-10-16,32.195588812109435
2025-10-17,25.647333460493957
2025-10-18,36.01540443388513
2025-10-19,33.83265265001331
2025-10-20,33.83265265001331
2025-10-21,37.10678032582105
2025-10-22,30.558524974205568
2025-10-23,33.28696470404535
2025-10-24,30.01283702823761
2025-10-25,26.738709352429872
2025-10-26,31.64990086614148
2025-10-27,34.378340595981264
2025-10-28,26.193021406461916
2025-10-29,28.921461136301698
2025-10-30,17.46201427097461
2025-10-31,34.92402854194922
2025-11-01,33.28696470404535
2025-11-02,40.926595947596745
2025-11-03,38.19815621775696
2025-11-04,37.652468271789004
2025-11-05,41.4722838935647
2025-11-06,54.568794596795655
2025-11-07,36.01540443388513
2025-11-08,43.65503567743652
2025-11-09,33.28696470404535
2025-11-10,29.467149082269653
2025-11-11,27.284397298397828
2025-11-12,37.10678032582105
2025-11-13,29.467149082269653
2025-11-14,35.469716487917175
2025-11-15,36.561092379853086
2025-11-16,29.467149082269653
2025-11-17,33.83265265001331
2025-11-18,32.74127675807739
2025-11-19,33.28696470404535
2025-11-20,27.284397298397828
2025-11-21,30.558524974205568
2025-11-22,0.0
2025-11-23,33.28696470404535
2025-11-24,40.926595947596745
2025-11-25,40.926595947596745
2025-11-26,24.010269622590087
2025-11-27,33.28696470404535
2025-11-28,33.28696470404535
2025-11-29,26.193021406461916
2025-11-30,28.375773190333742
2025-12-01,18.553390162910524
2025-12-02,20.73614194678235
2025-12-03,32.74127675807739
2025-12-04,24.010269622590087
2025-12-05,21.281829892750306
2025-12-06,30.01283702823761
2025-12-07,37.652468271789004
2025-12-08,28.921461136301698
2025-12-09,31.104212920173524
2025-12-10,23.46458167662213
2025-12-11,27.940928108390523
2025-12-12,22.52668051948971
2025-12-13,27.071237944504094
2025-12-14,31.64137449198573
2025-12-15,20.24161224574889
2025-12-16,17.112432930588888
2025-12-17,51.311719669299414
2025-12-18,20.24161224574889
2025-12-19,23.942058629344093
2025-12-20,42.46986966978737
2025-12-21,35.64024397103216
2025-12-22,21.085723287168072
2025-12-23,19.670345177313685
2025-12-24,43.041136738222576
2025-12-25,0.0
2025-12-26,25.38301586166573
2025-12-27,23.942058629344093
2025-12-28,43.61240380665778
2025-12-29,50.16918553242901
2025-12-30,38.19815621775696
2025-12-31,32.212641560420934
2026-01-01,29.356306218244914
2026-01-02,29.356306218244914
2026-01-03,35.341820875580936
2026-01-04,36.78277810790257
2026-01-05,19.09907810887848
2026-01-06,0.0
2026-01-07,27.36966103995532
2026-01-08,22.52668051948971
2026-01-09,32.229694308732434
2026-01-10,30.43915573602508
2026-01-11,44.76346431768394
2026-01-12,35.81077145414715
2026-01-13,38.795002408659414
2026-01-14,19.09907810887848
2026-01-15,47.15084908129375
2026-01-16,37.00446383595205
2026-01-17,45.36031050858639
2026-01-18,47.7476952721962
2026-01-19,28.051770972415266
2026-01-20,25.664386208805457
2026-01-21,38.795002408659414
2026-01-22,39.39184859956187
2026-01-23,34.61707907234224
2026-01-24,28.051770972415266
2026-01-25,31.632848117829983
2026-01-26,36.407617645049605
2026-01-27,25.664386208805457
2026-01-28,42.376079554074124
2026-01-29,41.77923336317168
2026-01-30,45.36031050858639
2026-01-31,42.376079554074124
2026-02-01,44.76346431768394
2026-02-02,42.97292574497658
2026-02-03,43.56977193587903
2026-02-04,40.58554098136677
2026-02-05,59.68461909024525
2026-02-06,36.407617645049605
2026-02-07,39.988694790464315
2026-02-08,25.067540017903006
2026-02-09,25.664386208805457
2026-02-10,19.09907810887848
2026-02-11,36.407617645049605
2026-02-12,27.454924781512815
2026-02-13,23.277001445195648
2026-02-14,41.77923336317168
2026-02-15,48.34454146309865
2026-02-16,38.19815621775696
2026-02-17,29.245463354220174
2026-02-18,37.00446383595205
2026-02-19,26.85807859061036
2026-02-20,40.58554098136677
2026-02-21,33.42338669053734
2026-02-22,38.795002408659414
2026-02-23,31.03600192692753
2026-02-24,19.695924299780934
2026-02-25,54.31300337212318
2026-02-26,38.19815621775696
2026-02-27,41.77923336317168
2026-02-28,26.85807859061036
2026-03-01,28.64861716331772
2026-03-02,25.067540017903006
2026-03-03,20.88961668158584
2026-03-04,34.020232881439796
2026-03-05,46.554002890391295
2026-03-06,39.39184859956187
2026-03-07,31.632848117829983
2026-03-08,47.7476952721962
2026-03-09,22.083309063390743
2026-03-10,26.26123239970791
2026-03-11,26.26123239970791
2026-03-12,24.470693827000552
2026-03-13,30.43915573602508
2026-03-14,38.795002408659414
2026-03-15,25.067540017903006
2026-03-16,15.518000963463765
2026-03-17,41.18238717226922
2026-03-18,32.82654049963489
2026-03-19,28.64861716331772
2026-03-20,34.020232881439796
2026-03-21,37.00446383595205
2026-03-22,49.53823384490356
2026-03-23,37.00446383595205
2026-03-24,26.85807859061036
2026-03-25,29.245463354220174
2026-03-26,34.020232881439796
2026-03-27,40.58554098136677
2026-03-28,33.42338669053734
2026-03-29,42.97292574497658
2026-03-30,16.71169334526867
2026-03-31,25.067540017903006
2026-04-01,19.09907810887848
2026-04-02,31.632848117829983
2026-04-03,26.85807859061036
2026-04-04,31.03600192692753
2026-04-05,37.601310026854506
2026-04-06,20.88961668158584
2026-04-07,31.632848117829983
2026-04-08,42.376079554074124
2026-04-09,43.56977193587903
2026-04-10,35.2139252632447
2026-04-11,30.43915573602508
2026-04-12,37.00446383595205
2026-04-13,0.0
2026-04-14,31.632848117829983
2026-04-15,40.58554098136677
2026-04-16,28.64861716331772
2026-04-17,38.19815621775696
2026-04-18,42.376079554074124
2026-04-19,26.85807859061036
2026-04-20,32.82654049963489
2026-04-21,42.376079554074124
2026-04-22,32.82654049963489
2026-04-23,33.42338669053734
2026-04-24,42.97292574497658
2026-04-25,40.58554098136677
2026-04-26,44.166618126781486
2026-04-27,37.601310026854506
2026-04-28,32.229694308732434
2026-04-29,21.48646287248829
2026-04-30,22.083309063390743
2026-05-01,26.85807859061036
2026-05-02,41.77923336317168
2026-05-03,38.19815621775696
2026-05-04,27.454924781512815
2026-05-05,39.988694790464315
2026-05-06,35.81077145414715
2026-05-07,23.277001445195648
2026-05-08,35.81077145414715
2026-05-09,39.988694790464315
2026-05-10,35.81077145414715
2026-05-11,37.00446383595205
2026-05-12,28.64861716331772
2026-05-13,26.26123239970791
2026-05-14,38.795002408659414
2026-05-15,32.82654049963489
2026-05-16,41.18238717226922
2026-05-17,35.81077145414715
2026-05-18,36.407617645049605
2026-05-19,20.292770490683385
2026-05-20,22.083309063390743
2026-05-21,27.454924781512815
2026-05-22,36.407617645049605
2026-05-23,43.56977193587903
2026-05-24,30.43915573602508
2026-05-25,28.64861716331772
2026-05-26,34.61707907234224
2026-05-27,41.18238717226922
2026-05-28,0.0
2026-05-29,33.42338669053734
2026-05-30,45.95715669948884
2026-05-31,37.601310026854506
