Time,solitaire
2022-07-13,77.0
2022-07-14,75.0
2022-07-15,80.0
2022-07-16,70.0
2022-07-17,66.0
2022-07-18,73.0
2022-07-19,80.0
2022-07-20,72.0
2022-07-21,73.0
2022-07-22,73.0
2022-07-23,68.0
2022-07-24,72.0
2022-07-25,77.0
2022-07-26,73.0
2022-07-27,76.0
2022-07-28,79.0
2022-07-29,76.0
2022-07-30,68.0
2022-07-31,70.0
2022-08-01,75.0
2022-08-02,77.0
2022-08-03,77.0
2022-08-04,77.0
2022-08-05,76.0
2022-08-06,68.0
2022-08-07,69.0
2022-08-08,73.0
2022-08-09,81.0
2022-08-10,81.0
2022-08-11,81.0
2022-08-12,79.0
2022-08-13,67.0
2022-08-14,68.0
2022-08-15,82.0
2022-08-16,82.0
2022-08-17,83.0
2022-08-18,86.0
2022-08-19,88.0
2022-08-20,70.0
2022-08-21,69.0
2022-08-22,84.0
2022-08-23,89.0
2022-08-24,87.0
2022-08-25,89.0
2022-08-26,90.0
2022-08-27,70.0
2022-08-28,70.0
2022-08-29,91.05986622073578
2022-08-30,90.03010033444816
2022-08-31,78.70267558528428
2022-09-01,92.08963210702342
2022-09-02,87.97056856187291
2022-09-03,67.90501672240802
2022-09-04,69.96454849498328
2022-09-05,73.05384615384617
2022-09-06,90.03010033444816
2022-09-07,90.53010033444816
2022-09-08,90.03010033444816
2022-09-09,94.14916387959866
2022-09-10,64.81571906354515
2022-09-11,62.756187290969905
2022-09-12,92.58963210702342
2022-09-13,94.64916387959866
2022-09-14,94.64916387959866
2022-09-15,93.11939799331104
2022-09-16,96.20869565217392
2022-09-17,63.785953177257525
2022-09-18,67.90501672240802
2022-09-19,93.11939799331104
2022-09-20,96.20869565217392
2022-09-21,90.03010033444816
2022-09-22,96.20869565217392
2022-09-23,90.03010033444816
2022-09-24,67.90501672240802
2022-09-25,66.8752508361204
2022-09-26,84.88127090301003
2022-09-27,93.11939799331104
2022-09-28,89.00066889632107
2022-09-29,92.17926421404682
2022-09-30,90.06020066889633
2022-10-01,61.452842809364554
2022-10-02,62.5123745819398
2022-10-03,91.11973244147157
2022-10-04,93.23879598662208
2022-10-05,91.11973244147157
2022-10-06,93.23879598662208
2022-10-07,94.29832775919733
2022-10-08,64.6314381270903
2022-10-09,65.69096989966556
2022-10-10,86.88160535117058
2022-10-11,93.23879598662208
2022-10-12,94.29832775919733
2022-10-13,96.41739130434783
2022-10-14,91.11973244147157
2022-10-15,66.7505016722408
2022-10-16,66.7505016722408
2022-10-17,90.06020066889633
2022-10-18,97.47692307692309
2022-10-19,96.41739130434783
2022-10-20,96.41739130434783
2022-10-21,89.00066889632107
2022-10-22,66.7505016722408
2022-10-23,66.7505016722408
2022-10-24,91.11973244147157
2022-10-25,98.53645484949833
2022-10-26,92.17926421404682
2022-10-27,92.17926421404682
2022-10-28,91.11973244147157
2022-10-29,66.7505016722408
2022-10-30,64.6314381270903
2022-10-31,89.00066889632107
2022-11-01,91.11973244147157
2022-11-02,93.23879598662208
2022-11-03,98.53645484949833
2022-11-04,97.47692307692309
2022-11-05,66.7505016722408
2022-11-06,62.5123745819398
2022-11-07,92.17926421404682
2022-11-08,86.88160535117058
2022-11-09,90.06020066889633
2022-11-10,91.11973244147157
2022-11-11,82.64347826086957
2022-11-12,67.81003344481606
2022-11-13,67.81003344481606
2022-11-14,92.17926421404682
2022-11-15,96.41739130434783
2022-11-16,94.29832775919733
2022-11-17,97.47692307692309
2022-11-18,95.35785953177258
2022-11-19,68.86956521739131
2022-11-20,66.7505016722408
2022-11-21,85.82207357859532
2022-11-22,89.00066889632107
2022-11-23,77.34581939799331
2022-11-24,61.452842809364554
2022-11-25,65.69096989966556
2022-11-26,62.5123745819398
2022-11-27,65.69096989966556
2022-11-28,83.70301003344483
2022-11-29,89.00066889632107
2022-11-30,89.00066889632107
2022-12-01,92.17926421404682
2022-12-02,92.17926421404682
2022-12-03,65.69096989966556
2022-12-04,63.57190635451505
2022-12-05,86.88160535117058
2022-12-06,94.29832775919733
2022-12-07,91.11973244147157
2022-12-08,96.41739130434783
2022-12-09,89.00066889632107
2022-12-10,67.81003344481606
2022-12-11,66.7505016722408
2022-12-12,87.94113712374582
2022-12-13,91.11973244147157
2022-12-14,95.35785953177258
2022-12-15,95.35785953177258
2022-12-16,92.17926421404682
2022-12-17,68.86956521739131
2022-12-18,65.69096989966556
2022-12-19,89.00066889632107
2022-12-20,90.06020066889633
2022-12-21,89.00066889632107
2022-12-22,84.76254180602007
2022-12-23,77.34581939799331
2022-12-24,69.92909698996655
2022-12-25,63.57190635451505
2022-12-26,73.10769230769232
2022-12-27,77.34581939799331
2022-12-28,78.40535117056857
2022-12-29,78.40535117056857
2022-12-30,76.28628762541807
2022-12-31,69.92909698996655
2023-01-01,68.86956521739131
2023-01-02,74.16722408026756
2023-01-03,79.46488294314382
2023-01-04,87.94113712374582
2023-01-05,87.94113712374582
2023-01-06,90.06020066889633
2023-01-07,69.92909698996655
2023-01-08,69.92909698996655
2023-01-09,89.00066889632107
2023-01-10,96.41739130434783
2023-01-11,98.53645484949833
2023-01-12,102.77458193979933
2023-01-13,96.41739130434783
2023-01-14,73.10769230769232
2023-01-15,67.81003344481606
2023-01-16,75.22675585284281
2023-01-17,93.23879598662208
2023-01-18,93.23879598662208
2023-01-19,99.59598662207358
2023-01-20,97.47692307692309
2023-01-21,70.98862876254181
2023-01-22,69.92909698996655
2023-01-23,93.23879598662208
2023-01-24,96.41739130434783
2023-01-25,92.17926421404682
2023-01-26,105.95317725752508
2023-01-27,100.65551839464884
2023-01-28,73.10769230769232
2023-01-29,68.86956521739131
2023-01-30,95.35785953177258
2023-01-31,100.65551839464884
2023-02-01,92.17926421404682
2023-02-02,96.41739130434783
2023-02-03,104.89364548494984
2023-02-04,72.04816053511706
2023-02-05,69.92909698996655
2023-02-06,97.47692307692309
2023-02-07,99.59598662207358
2023-02-08,95.35785953177258
2023-02-09,102.77458193979933
2023-02-10,99.59598662207358
2023-02-11,70.98862876254181
2023-02-12,69.92909698996655
2023-02-13,93.23879598662208
2023-02-14,103.83411371237459
2023-02-15,100.65551839464884
2023-02-16,98.53645484949833
2023-02-17,95.35785953177258
2023-02-18,70.98862876254181
2023-02-19,70.98862876254181
2023-02-20,82.64347826086957
2023-02-21,96.41739130434783
2023-02-22,92.17926421404682
2023-02-23,92.17926421404682
2023-02-24,94.29832775919733
2023-02-25,73.10769230769232
2023-02-26,72.04816053511706
2023-02-27,98.53645484949833
2023-02-28,95.35785953177258
2023-03-01,96.41739130434783
2023-03-02,95.35785953177258
2023-03-03,89.00066889632107
2023-03-04,73.10769230769232
2023-03-05,67.81003344481606
2023-03-06,95.35785953177258
2023-03-07,92.17926421404682
2023-03-08,97.47692307692309
2023-03-09,98.53645484949833
2023-03-10,93.23879598662208
2023-03-11,72.04816053511706
2023-03-12,72.04816053511706
2023-03-13,85.82207357859532
2023-03-14,90.06020066889633
2023-03-15,89.00066889632107
2023-03-16,92.17926421404682
2023-03-17,85.82207357859532
2023-03-18,73.10769230769232
2023-03-19,70.98862876254181
2023-03-20,96.41739130434783
2023-03-21,95.35785953177258
2023-03-22,95.35785953177258
2023-03-23,90.06020066889633
2023-03-24,97.47692307692309
2023-03-25,74.16722408026756
2023-03-26,74.16722408026756
2023-03-27,92.17926421404682
2023-03-28,97.47692307692309
2023-03-29,95.35785953177258
2023-03-30,95.35785953177258
2023-03-31,92.17926421404682
2023-04-01,72.04816053511706
2023-04-02,70.98862876254181
2023-04-03,90.06020066889633
2023-04-04,89.00066889632107
2023-04-05,92.17926421404682
2023-04-06,93.23879598662208
2023-04-07,81.58394648829432
2023-04-08,72.04816053511706
2023-04-09,67.81003344481606
2023-04-10,87.94113712374582
2023-04-11,94.29832775919733
2023-04-12,91.11973244147157
2023-04-13,93.23879598662208
2023-04-14,92.17926421404682
2023-04-15,70.98862876254181
2023-04-16,72.04816053511706
2023-04-17,92.17926421404682
2023-04-18,95.35785953177258
2023-04-19,95.35785953177258
2023-04-20,96.41739130434783
2023-04-21,92.17926421404682
2023-04-22,73.10769230769232
2023-04-23,75.22675585284281
2023-04-24,94.29832775919733
2023-04-25,100.65551839464884
2023-04-26,92.62928039702234
2023-04-27,91.11973244147157
2023-04-28,89.08041859963319
2023-04-29,70.76646887474377
2023-04-30,73.82543963750135
2023-05-01,95.68825115977992
2023-05-02,94.17870320422915
2023-05-03,91.11973244147157
2023-05-04,91.60962347610314
2023-05-05,93.15904628330996
2023-05-06,68.72715503290539
2023-05-07,68.72715503290539
2023-05-08,95.68825115977992
2023-05-09,95.19836012514835
2023-05-10,91.11973244147157
2023-05-11,92.13938936239077
2023-05-12,93.64893731794153
2023-05-13,70.76646887474377
2023-05-14,69.74681195382458
2023-05-15,93.15904628330996
2023-05-16,92.62928039702234
2023-05-17,89.08041859963319
2023-05-18,89.08041859963319
2023-05-19,93.15904628330996
2023-05-20,71.78612579566297
2023-05-21,73.29567375121374
2023-05-22,92.13938936239077
2023-05-23,91.60962347610314
2023-05-24,91.11973244147157
2023-05-25,88.06076167871399
2023-05-26,84.26125795662963
2023-05-27,70.54430898694574
2023-05-28,71.52409105620887
2023-05-29,71.52409105620887
2023-05-30,85.24104002589277
2023-05-31,83.2814758873665
2023-06-01,79.36234761031396
2023-06-02,81.32191174884022
2023-06-03,70.54430898694574
2023-06-04,72.50387312547201
2023-06-05,80.3421296795771
2023-06-06,82.30169381810336
2023-06-07,81.32191174884022
2023-06-08,83.2814758873665
2023-06-09,82.30169381810336
2023-06-10,72.50387312547201
2023-06-11,64.66561657136693
2023-06-12,89.16016830294531
2023-06-13,79.36234761031396
2023-06-14,80.3421296795771
2023-06-15,78.38256554105082
2023-06-16,76.42300140252455
2023-06-17,70.54430898694574
2023-06-18,69.5645269176826
2023-06-19,79.36234761031396
2023-06-20,74.46343726399829
2023-06-21,78.38256554105082
2023-06-22,76.42300140252455
2023-06-23,78.38256554105082
2023-06-24,72.50387312547201
2023-06-25,73.48365519473515
2023-06-26,77.40278347178769
2023-06-27,77.40278347178769
2023-06-28,78.38256554105082
2023-06-29,79.36234761031396
2023-06-30,70.54430898694574
2023-07-01,70.54430898694574
2023-07-02,74.46343726399829
2023-07-03,75.44321933326141
2023-07-04,73.48365519473515
2023-07-05,76.42300140252455
2023-07-06,79.36234761031396
2023-07-07,78.38256554105082
2023-07-08,72.50387312547201
2023-07-09,72.50387312547201
2023-07-10,76.42300140252455
2023-07-11,76.42300140252455
2023-07-12,77.40278347178769
2023-07-13,78.38256554105082
2023-07-14,80.3421296795771
2023-07-15,69.5645269176826
2023-07-16,69.5645269176826
2023-07-17,76.42300140252455
2023-07-18,79.36234761031396
2023-07-19,82.30169381810336
2023-07-20,78.38256554105082
2023-07-21,75.44321933326141
2023-07-22,72.50387312547201
2023-07-23,71.52409105620887
2023-07-24,77.40278347178769
2023-07-25,90.13995037220845
2023-07-26,74.46343726399829
2023-07-27,79.36234761031396
2023-07-28,78.38256554105082
2023-07-29,71.52409105620887
2023-07-30,70.54430898694574
2023-07-31,75.44321933326141
2023-08-01,80.3421296795771
2023-08-02,76.42300140252455
2023-08-03,78.38256554105082
2023-08-04,75.44321933326141
2023-08-05,71.52409105620887
2023-08-06,73.48365519473515
2023-08-07,82.30169381810336
2023-08-08,80.3421296795771
2023-08-09,82.30169381810336
2023-08-10,78.38256554105082
2023-08-11,83.2814758873665
2023-08-12,69.5645269176826
2023-08-13,72.50387312547201
2023-08-14,81.32191174884022
2023-08-15,84.26125795662963
2023-08-16,86.22082209515591
2023-08-17,87.20060416441903
2023-08-18,82.30169381810336
2023-08-19,75.44321933326141
2023-08-20,70.54430898694574
2023-08-21,87.20060416441903
2023-08-22,86.22082209515591
2023-08-23,90.13995037220845
2023-08-24,90.13995037220845
2023-08-25,87.20060416441903
2023-08-26,70.54430898694574
2023-08-27,70.54430898694574
2023-08-28,96.01864278778726
2023-08-29,90.13995037220845
2023-08-30,87.20060416441903
2023-08-31,87.20060416441903
2023-09-01,85.24104002589277
2023-09-02,61.72627036357752
2023-09-03,69.5645269176826
2023-09-04,72.50387312547201
2023-09-05,91.11973244147158
2023-09-06,89.16016830294531
2023-09-07,96.01864278778726
2023-09-08,90.13995037220845
2023-09-09,66.6251807098932
2023-09-10,64.66561657136693
2023-09-11,91.11973244147158
2023-09-12,95.03886071852412
2023-09-13,92.09951451073472
2023-09-14,96.9984248570504
2023-09-15,89.16016830294531
2023-09-16,73.48365519473515
2023-09-17,67.60496277915634
2023-09-18,89.16016830294531
2023-09-19,96.01864278778726
2023-09-20,90.13995037220845
2023-09-21,97.97820692631353
2023-09-22,96.01864278778726
2023-09-23,69.5645269176826
2023-09-24,70.54430898694574
2023-09-25,96.01864278778726
2023-09-26,96.01864278778726
2023-09-27,94.05907864926098
2023-09-28,96.01864278778726
2023-09-29,90.13995037220845
2023-09-30,68.58474484841948
2023-10-01,69.5645269176826
2023-10-02,91.11973244147158
2023-10-03,93.07929657999784
2023-10-04,94.05907864926098
2023-10-05,92.09951451073472
2023-10-06,90.13995037220845
2023-10-07,69.5645269176826
2023-10-08,66.6251807098932
2023-10-09,85.24104002589277
2023-10-10,92.09951451073472
2023-10-11,93.07929657999784
2023-10-12,89.16016830294531
2023-10-13,93.07929657999784
2023-10-14,68.58474484841948
2023-10-15,73.48365519473515
2023-10-16,89.16016830294531
2023-10-17,93.07929657999784
2023-10-18,93.07929657999784
2023-10-19,91.11973244147158
2023-10-20,90.13995037220845
2023-10-21,67.60496277915634
2023-10-22,71.52409105620887
2023-10-23,92.09951451073472
2023-10-24,95.03886071852412
2023-10-25,96.9984248570504
2023-10-26,93.07929657999784
2023-10-27,96.01864278778726
2023-10-28,66.6251807098932
2023-10-29,70.54430898694574
2023-10-30,93.07929657999784
2023-10-31,90.13995037220845
2023-11-01,91.11973244147158
2023-11-02,92.09951451073472
2023-11-03,89.16016830294531
2023-11-04,69.5645269176826
2023-11-05,68.58474484841948
2023-11-06,92.09951451073472
2023-11-07,97.97820692631353
2023-11-08,95.03886071852412
2023-11-09,94.05907864926098
2023-11-10,85.24104002589277
2023-11-11,69.5645269176826
2023-11-12,68.58474484841948
2023-11-13,91.11973244147158
2023-11-14,96.01864278778726
2023-11-15,96.01864278778726
2023-11-16,96.9984248570504
2023-11-17,94.05907864926098
2023-11-18,69.5645269176826
2023-11-19,69.5645269176826
2023-11-20,86.22082209515591
2023-11-21,91.11973244147158
2023-11-22,77.40278347178769
2023-11-23,64.66561657136693
2023-11-24,67.60496277915634
2023-11-25,64.66561657136693
2023-11-26,70.54430898694574
2023-11-27,88.18038623368217
2023-11-28,92.09951451073472
2023-11-29,90.13995037220845
2023-11-30,91.11973244147158
2023-12-01,88.18038623368217
2023-12-02,69.5645269176826
2023-12-03,66.6251807098932
2023-12-04,88.18038623368217
2023-12-05,93.07929657999784
2023-12-06,92.09951451073472
2023-12-07,91.11973244147158
2023-12-08,94.05907864926098
2023-12-09,71.52409105620887
2023-12-10,72.50387312547201
2023-12-11,85.24104002589277
2023-12-12,89.16016830294531
2023-12-13,91.11973244147158
2023-12-14,94.05907864926098
2023-12-15,93.07929657999784
2023-12-16,74.46343726399829
2023-12-17,69.5645269176826
2023-12-18,88.18038623368217
2023-12-19,93.07929657999784
2023-12-20,91.11973244147158
2023-12-21,88.18038623368217
2023-12-22,82.52131482059676
2023-12-23,80.39235308712404
2023-12-24,67.70328148376093
2023-12-25,67.70328148376093
2023-12-26,77.19891048691494
2023-12-27,81.45683395386038
2023-12-28,77.19891048691494
2023-12-29,79.32787222038768
2023-12-30,74.58005771881066
2023-12-31,70.32213425186522
2024-01-01,73.5155768520743
2024-01-02,79.32787222038768
2024-01-03,86.7792382875422
2024-01-04,85.14016758870105
2024-01-05,85.14016758870105
2024-01-06,75.06994875344222
2024-01-07,68.76776235049729
2024-01-08,84.07568672196467
2024-01-09,89.88798209027806
2024-01-10,95.21038642395985
2024-01-11,92.59153365585556
2024-01-12,90.9524629570144
2024-01-13,71.38661511860158
2024-01-14,71.38661511860158
2024-01-15,74.58005771881066
2024-01-16,88.33361018891011
2024-01-17,94.14590555722349
2024-01-18,94.63579659185505
2024-01-19,90.9524629570144
2024-01-20,76.70901945228337
2024-01-21,70.09995951678471
2024-01-22,94.23273246518599
2024-01-23,94.23273246518599
2024-01-24,90.78519347255724
2024-01-25,96.53109179360516
2024-01-26,89.63601380834766
2024-01-27,64.35406119573678
2024-01-28,63.20488153152719
2024-01-29,87.33765447992849
2024-01-30,91.93437313676682
2024-01-31,91.93437313676682
2024-02-01,89.63601380834766
2024-02-02,89.63601380834766
2024-02-03,64.35406119573678
2024-02-04,65.50324085994636
2024-02-05,81.59175615888056
2024-02-06,89.63601380834766
2024-02-07,88.48683414413807
2024-02-08,89.63601380834766
2024-02-09,88.48683414413807
2024-02-10,65.50324085994636
2024-02-11,58.60816287468885
2024-02-12,76.99503750204221
2024-02-13,86.18847481571889
2024-02-14,94.23273246518599
2024-02-15,97.68027145781475
2024-02-16,88.48683414413807
2024-02-17,59.757342538898435
2024-02-18,65.50324085994636
2024-02-19,75.84585783783263
2024-02-20,90.78519347255724
2024-02-21,89.63601380834766
2024-02-22,91.93437313676682
2024-02-23,90.78519347255724
2024-02-24,64.35406119573678
2024-02-25,66.65242052415594
2024-02-26,93.0835528009764
2024-02-27,87.33765447992849
2024-02-28,88.48683414413807
2024-02-29,88.48683414413807
2024-03-01,87.33765447992849
2024-03-02,64.35406119573678
2024-03-03,63.20488153152719
2024-03-04,87.33765447992849
2024-03-05,88.48683414413807
2024-03-06,90.78519347255724
2024-03-07,87.33765447992849
2024-03-08,87.33765447992849
2024-03-09,63.20488153152719
2024-03-10,65.50324085994636
2024-03-11,82.74093582309014
2024-03-12,83.89011548729972
2024-03-13,86.18847481571889
2024-03-14,80.44257649467097
2024-03-15,85.03929515150931
2024-03-16,65.50324085994636
2024-03-17,64.35406119573678
2024-03-18,114.91796642095852
2024-03-19,91.93437313676682
2024-03-20,86.18847481571889
2024-03-21,87.33765447992849
2024-03-22,83.89011548729972
2024-03-23,62.05570186731761
2024-03-24,62.05570186731761
2024-03-25,87.33765447992849
2024-03-26,83.89011548729972
2024-03-27,89.63601380834766
2024-03-28,87.33765447992849
2024-03-29,70.09995951678471
2024-03-30,64.35406119573678
2024-03-31,56.30980354626968
2024-04-01,79.29339683046139
2024-04-02,86.18847481571889
2024-04-03,85.03929515150931
2024-04-04,85.03929515150931
2024-04-05,82.74093582309014
2024-04-06,63.20488153152719
2024-04-07,57.45898321047926
2024-04-08,76.99503750204221
2024-04-09,86.18847481571889
2024-04-10,88.48683414413807
2024-04-11,87.33765447992849
2024-04-12,95.38191212939557
2024-04-13,58.60816287468885
2024-04-14,63.20488153152719
2024-04-15,90.78519347255724
2024-04-16,89.63601380834766
2024-04-17,87.33765447992849
2024-04-18,90.78519347255724
2024-04-19,86.18847481571889
2024-04-20,63.20488153152719
2024-04-21,65.50324085994636
2024-04-22,89.63601380834766
2024-04-23,86.18847481571889
2024-04-24,85.03929515150931
2024-04-25,91.93437313676682
2024-04-26,85.03929515150931
2024-04-27,59.757342538898435
2024-04-28,68.95077985257512
2024-04-29,89.63601380834766
2024-04-30,88.48683414413807
2024-05-01,87.33765447992849
2024-05-02,86.18847481571889
2024-05-03,88.48683414413807
2024-05-04,58.60816287468885
2024-05-05,57.45898321047926
2024-05-06,83.89011548729972
2024-05-07,86.18847481571889
2024-05-08,87.33765447992849
2024-05-09,85.03929515150931
2024-05-10,85.03929515150931
2024-05-11,60.90652220310802
2024-05-12,58.60816287468885
2024-05-13,88.48683414413807
2024-05-14,86.18847481571889
2024-05-15,83.89011548729972
2024-05-16,83.89011548729972
2024-05-17,82.74093582309014
2024-05-18,63.20488153152719
2024-05-19,59.757342538898435
2024-05-20,81.59175615888056
2024-05-21,86.18847481571889
2024-05-22,86.18847481571889
2024-05-23,81.59175615888056
2024-05-24,75.84585783783263
2024-05-25,60.90652220310802
2024-05-26,59.757342538898435
2024-05-27,65.50324085994636
2024-05-28,79.29339683046139
2024-05-29,79.29339683046139
2024-05-30,76.99503750204221
2024-05-31,75.84585783783263
2024-06-01,60.90652220310802
2024-06-02,64.35406119573678
2024-06-03,73.54749850941346
2024-06-04,74.69667817362304
2024-06-05,76.99503750204221
2024-06-06,76.99503750204221
2024-06-07,75.84585783783263
2024-06-08,59.757342538898435
2024-06-09,64.35406119573678
2024-06-10,76.99503750204221
2024-06-11,75.84585783783263
2024-06-12,74.69667817362304
2024-06-13,71.24913918099429
2024-06-14,66.65242052415594
2024-06-15,62.05570186731761
2024-06-16,58.60816287468885
2024-06-17,72.39831884520387
2024-06-18,72.39831884520387
2024-06-19,73.54749850941346
2024-06-20,71.24913918099429
2024-06-21,71.24913918099429
2024-06-22,62.05570186731761
2024-06-23,60.90652220310802
2024-06-24,72.39831884520387
2024-06-25,72.39831884520387
2024-06-26,70.09995951678471
2024-06-27,73.54749850941346
2024-06-28,70.09995951678471
2024-06-29,60.90652220310802
2024-06-30,62.05570186731761
2024-07-01,74.69667817362304
2024-07-02,70.09995951678471
2024-07-03,70.09995951678471
2024-07-04,66.65242052415594
2024-07-05,67.80160018836553
2024-07-06,63.20488153152719
2024-07-07,59.757342538898435
2024-07-08,71.24913918099429
2024-07-09,72.39831884520387
2024-07-10,73.54749850941346
2024-07-11,73.54749850941346
2024-07-12,68.95077985257512
2024-07-13,59.757342538898435
2024-07-14,58.60816287468885
2024-07-15,68.95077985257512
2024-07-16,72.39831884520387
2024-07-17,74.69667817362304
2024-07-18,74.69667817362304
2024-07-19,68.95077985257512
2024-07-20,59.757342538898435
2024-07-21,60.90652220310802
2024-07-22,72.39831884520387
2024-07-23,68.95077985257512
2024-07-24,70.09995951678471
2024-07-25,72.39831884520387
2024-07-26,68.95077985257512
2024-07-27,56.30980354626968
2024-07-28,60.90652220310802
2024-07-29,71.24913918099429
2024-07-30,72.39831884520387
2024-07-31,73.54749850941346
2024-08-01,73.54749850941346
2024-08-02,70.09995951678471
2024-08-03,59.757342538898435
2024-08-04,60.90652220310802
2024-08-05,70.09995951678471
2024-08-06,70.09995951678471
2024-08-07,72.39831884520387
2024-08-08,71.24913918099429
2024-08-09,70.09995951678471
2024-08-10,58.60816287468885
2024-08-11,58.60816287468885
2024-08-12,78.14421716625179
2024-08-13,78.14421716625179
2024-08-14,82.74093582309014
2024-08-15,82.74093582309014
2024-08-16,80.44257649467097
2024-08-17,63.20488153152719
2024-08-18,60.98066282660541
2024-08-19,80.2572249359275
2024-08-20,85.05783030738365
2024-08-21,83.98279126667147
2024-08-22,88.78339663812764
2024-08-23,87.20790838880805
2024-08-24,64.20577994874199
2024-08-25,62.05570186731761
2024-08-26,88.28294742952025
2024-08-27,93.0835528009764
2024-08-28,89.85843567883984
2024-08-29,87.70835759741544
2024-08-30,83.48234205806406
2024-08-31,58.33013553657363
2024-09-01,63.1307409080298
2024-09-02,64.20577994874199
2024-09-03,86.13286934809585
2024-09-04,96.30866992311299
2024-09-05,87.70835759741544
2024-09-06,83.98279126667147
2024-09-07,62.05570186731761
2024-09-08,58.33013553657363
2024-09-09,89.85843567883984
2024-09-10,90.93347471955202
2024-09-11,86.63331855670324
2024-09-12,93.0835528009764
2024-09-13,87.20790838880805
2024-09-14,60.48021361799801
2024-09-15,58.83058474518103
2024-09-16,89.85843567883984
2024-09-17,91.08175596654681
2024-09-18,97.08714646983562
2024-09-19,90.08085754933201
2024-09-20,87.07816229768761
2024-09-21,62.05570186731761
2024-09-22,61.05480345010281
