Time,dicks_sporting_goods
2024-12-23,40.37498044430538
2024-12-24,38.93301685700876
2024-12-25,17.30356304755945
2024-12-26,28.839271745932415
2024-12-27,23.071417396745932
2024-12-28,23.071417396745932
2024-12-29,20.18749022215269
2024-12-30,18.74552663485607
2024-12-31,18.74552663485607
2025-01-01,17.30356304755945
2025-01-02,15.861599460262829
2025-01-03,15.861599460262829
2025-01-04,20.18749022215269
2025-01-05,18.74552663485607
2025-01-06,12.977672285669588
2025-01-07,14.419635872966207
2025-01-08,14.419635872966207
2025-01-09,12.977672285669588
2025-01-10,14.419635872966207
2025-01-11,17.30356304755945
2025-01-12,17.30356304755945
2025-01-13,11.535708698372966
2025-01-14,11.535708698372966
2025-01-15,11.535708698372966
2025-01-16,12.977672285669588
2025-01-17,14.419635872966207
2025-01-18,15.861599460262829
2025-01-19,14.419635872966207
2025-01-20,12.977672285669588
2025-01-21,11.535708698372966
2025-01-22,11.535708698372966
2025-01-23,12.977672285669588
2025-01-24,11.535708698372966
2025-01-25,15.861599460262829
2025-01-26,14.419635872966207
2025-01-27,11.535708698372966
2025-01-28,11.535708698372966
2025-01-29,11.535708698372966
2025-01-30,11.535708698372966
2025-01-31,11.535708698372966
2025-02-01,15.861599460262829
2025-02-02,15.861599460262829
2025-02-03,11.535708698372966
2025-02-04,11.535708698372966
2025-02-05,11.535708698372966
2025-02-06,11.535708698372966
2025-02-07,12.977672285669588
2025-02-08,17.30356304755945
2025-02-09,12.977672285669588
2025-02-10,11.535708698372966
2025-02-11,11.535708698372966
2025-02-12,11.535708698372966
2025-02-13,11.535708698372966
2025-02-14,12.977672285669588
2025-02-15,14.419635872966207
2025-02-16,15.861599460262829
2025-02-17,12.977672285669588
2025-02-18,10.093745111076345
2025-02-19,11.535708698372966
2025-02-20,10.093745111076345
2025-02-21,11.535708698372966
2025-02-22,14.419635872966207
2025-02-23,14.419635872966207
2025-02-24,11.535708698372966
2025-02-25,10.093745111076345
2025-02-26,11.535708698372966
2025-02-27,11.535708698372966
2025-02-28,12.977672285669588
2025-03-01,18.74552663485607
2025-03-02,17.30356304755945
2025-03-03,11.535708698372966
2025-03-04,11.535708698372966
2025-03-05,10.093745111076345
2025-03-06,11.535708698372966
2025-03-07,12.977672285669588
2025-03-08,18.74552663485607
2025-03-09,17.30356304755945
2025-03-10,12.977672285669588
2025-03-11,12.977672285669588
2025-03-12,11.535708698372966
2025-03-13,11.535708698372966
2025-03-14,14.419635872966207
2025-03-15,17.30356304755945
2025-03-16,18.74552663485607
2025-03-17,14.419635872966207
2025-03-18,15.861599460262829
2025-03-19,15.861599460262829
2025-03-20,18.74552663485607
2025-03-21,17.30356304755945
2025-03-22,24.513380984042552
2025-03-23,25.955344571339175
2025-03-24,18.74552663485607
2025-03-25,18.74552663485607
2025-03-26,20.18749022215269
2025-03-27,17.30356304755945
2025-03-28,20.18749022215269
2025-03-29,25.955344571339175
2025-03-30,24.513380984042552
2025-03-31,17.30356304755945
2025-04-01,18.74552663485607
2025-04-02,15.861599460262829
2025-04-03,17.30356304755945
2025-04-04,18.74552663485607
2025-04-05,24.513380984042552
2025-04-06,24.513380984042552
2025-04-07,14.419635872966207
2025-04-08,14.419635872966207
2025-04-09,14.419635872966207
2025-04-10,15.861599460262829
2025-04-11,15.861599460262829
2025-04-12,20.18749022215269
2025-04-13,21.629453809449313
2025-04-14,15.861599460262829
2025-04-15,18.02454484120776
2025-04-16,18.74552663485607
2025-04-17,18.74552663485607
2025-04-18,22.350435603097623
2025-04-19,21.629453809449313
2025-04-20,20.18749022215269
2025-04-21,16.58258125391114
2025-04-22,15.861599460262829
2025-04-23,15.861599460262829
2025-04-24,17.30356304755945
2025-04-25,17.30356304755945
2025-04-26,21.629453809449313
2025-04-27,20.908472015801003
2025-04-28,14.419635872966207
2025-04-29,15.861599460262829
2025-04-30,17.30356304755945
2025-05-01,18.02454484120776
2025-05-02,18.74552663485607
2025-05-03,21.629453809449313
2025-05-04,21.629453809449313
2025-05-05,15.140617666614517
2025-05-06,15.861599460262829
2025-05-07,15.861599460262829
2025-05-08,17.30356304755945
2025-05-09,18.74552663485607
2025-05-10,20.18749022215269
2025-05-11,20.18749022215269
2025-05-12,15.861599460262829
2025-05-13,12.977672285669588
2025-05-14,14.419635872966207
2025-05-15,17.30356304755945
2025-05-16,18.74552663485607
2025-05-17,20.18749022215269
2025-05-18,20.18749022215269
2025-05-19,15.861599460262829
2025-05-20,15.861599460262829
2025-05-21,18.74552663485607
2025-05-22,23.071417396745932
2025-05-23,44.700871206195245
2025-05-24,56.23657990456821
2025-05-25,60.562470666458076
2025-05-26,62.004434253754695
2025-05-27,44.700871206195245
2025-05-28,46.142834793491865
2025-05-29,47.584798380788484
2025-05-30,47.584798380788484
2025-05-31,57.67854349186483
2025-06-01,63.446397841051315
2025-06-02,49.026761968085104
2025-06-03,53.35265272997497
2025-06-04,46.142834793491865
2025-06-05,47.584798380788484
2025-06-06,51.91068914267835
2025-06-07,60.562470666458076
2025-06-08,62.004434253754695
2025-06-09,47.584798380788484
2025-06-10,49.026761968085104
2025-06-11,50.468725555381724
2025-06-12,53.35265272997497
2025-06-13,56.23657990456821
2025-06-14,70.65621577753441
2025-06-15,73.54014295212765
2025-06-16,51.91068914267835
2025-06-17,51.91068914267835
2025-06-18,50.468725555381724
2025-06-19,51.91068914267835
2025-06-20,50.468725555381724
2025-06-21,59.12050707916145
2025-06-22,56.23657990456821
2025-06-23,47.584798380788484
2025-06-24,50.468725555381724
2025-06-25,47.584798380788484
2025-06-26,46.142834793491865
2025-06-27,54.79461631727159
2025-06-28,56.23657990456821
2025-06-29,62.004434253754695
2025-06-30,49.026761968085104
2025-07-01,47.584798380788484
2025-07-02,49.026761968085104
2025-07-03,56.23657990456821
2025-07-04,64.88836142834793
2025-07-05,60.562470666458076
2025-07-06,60.562470666458076
2025-07-07,51.91068914267835
2025-07-08,50.468725555381724
2025-07-09,51.91068914267835
2025-07-10,47.584798380788484
2025-07-11,53.35265272997497
2025-07-12,60.562470666458076
2025-07-13,60.562470666458076
2025-07-14,49.026761968085104
2025-07-15,49.026761968085104
2025-07-16,50.468725555381724
2025-07-17,50.468725555381724
2025-07-18,51.91068914267835
2025-07-19,59.12050707916145
2025-07-20,62.004434253754695
2025-07-21,51.91068914267835
2025-07-22,51.91068914267835
2025-07-23,47.584798380788484
2025-07-24,50.468725555381724
2025-07-25,54.79461631727159
2025-07-26,66.33032501564456
2025-07-27,60.562470666458076
2025-07-28,50.468725555381724
2025-07-29,49.026761968085104
2025-07-30,49.026761968085104
2025-07-31,51.91068914267835
2025-08-01,62.004434253754695
2025-08-02,72.09817936483104
2025-08-03,72.09817936483104
2025-08-04,57.67854349186483
2025-08-05,53.35265272997497
2025-08-06,53.35265272997497
2025-08-07,56.23657990456821
2025-08-08,60.562470666458076
2025-08-09,73.54014295212765
2025-08-10,72.09817936483104
2025-08-11,54.79461631727159
2025-08-12,51.91068914267835
2025-08-13,53.35265272997497
2025-08-14,54.79461631727159
2025-08-15,57.67854349186483
2025-08-16,72.09817936483104
2025-08-17,67.77228860294117
2025-08-18,53.35265272997497
2025-08-19,47.584798380788484
2025-08-20,47.584798380788484
2025-08-21,50.468725555381724
2025-08-22,51.91068914267835
2025-08-23,64.88836142834793
2025-08-24,62.004434253754695
2025-08-25,50.468725555381724
2025-08-26,47.584798380788484
2025-08-27,47.584798380788484
2025-08-28,47.584798380788484
2025-08-29,53.35265272997497
2025-08-30,60.562470666458076
2025-08-31,59.12050707916145
2025-09-01,60.562470666458076
2025-09-02,41.816944031602006
2025-09-03,44.700871206195245
2025-09-04,44.700871206195245
2025-09-05,49.026761968085104
2025-09-06,56.23657990456821
2025-09-07,54.79461631727159
2025-09-08,43.258907618898625
2025-09-09,40.37498044430538
2025-09-10,37.49105326971214
2025-09-11,40.37498044430538
2025-09-12,41.816944031602006
2025-09-13,54.79461631727159
2025-09-14,51.91068914267835
2025-09-15,37.49105326971214
2025-09-16,36.04908968241552
2025-09-17,36.04908968241552
2025-09-18,37.49105326971214
2025-09-19,43.258907618898625
2025-09-20,53.35265272997497
2025-09-21,43.258907618898625
2025-09-22,34.6071260951189
2025-09-23,34.6071260951189
2025-09-24,33.16516250782228
2025-09-25,33.16516250782228
2025-09-26,37.49105326971214
2025-09-27,44.700871206195245
2025-09-28,40.37498044430538
2025-09-29,30.281235333229038
2025-09-30,31.723198920525657
2025-10-01,34.6071260951189
2025-10-02,37.49105326971214
2025-10-03,38.93301685700876
2025-10-04,47.584798380788484
2025-10-05,50.468725555381724
2025-10-06,34.6071260951189
2025-10-07,34.6071260951189
2025-10-08,36.04908968241552
2025-10-09,37.49105326971214
2025-10-10,40.37498044430538
2025-10-11,49.026761968085104
2025-10-12,44.700871206195245
2025-10-13,38.93301685700876
2025-10-14,33.16516250782228
2025-10-15,34.6071260951189
2025-10-16,36.04908968241552
2025-10-17,40.37498044430538
2025-10-18,46.142834793491865
2025-10-19,46.142834793491865
2025-10-20,37.49105326971214
2025-10-21,33.16516250782228
2025-10-22,36.04908968241552
2025-10-23,38.93301685700876
2025-10-24,44.700871206195245
2025-10-25,50.468725555381724
2025-10-26,51.91068914267835
2025-10-27,37.49105326971214
2025-10-28,37.49105326971214
2025-10-29,41.816944031602006
2025-10-30,37.49105326971214
2025-10-31,38.93301685700876
2025-11-01,51.91068914267835
2025-11-02,60.562470666458076
2025-11-03,41.816944031602006
2025-11-04,37.49105326971214
2025-11-05,38.93301685700876
2025-11-06,43.258907618898625
2025-11-07,44.700871206195245
2025-11-08,56.23657990456821
2025-11-09,66.33032501564456
2025-11-10,54.79461631727159
2025-11-11,59.12050707916145
2025-11-12,50.468725555381724
2025-11-13,53.35265272997497
2025-11-14,56.23657990456821
2025-11-15,60.562470666458076
2025-11-16,64.88836142834793
2025-11-17,50.468725555381724
2025-11-18,51.91068914267835
2025-11-19,49.026761968085104
2025-11-20,51.91068914267835
2025-11-21,49.026761968085104
2025-11-22,62.004434253754695
2025-11-23,66.33032501564456
2025-11-24,49.026761968085104
2025-11-25,54.79461631727159
2025-11-26,63.446397841051315
2025-11-27,69.2142521902378
2025-11-28,144.19635872966208
2025-11-29,90.8437059996871
2025-11-30,74.98210653942428
2025-12-01,70.65621577753441
2025-12-02,60.562470666458076
2025-12-03,50.468725555381724
2025-12-04,54.79461631727159
2025-12-05,57.67854349186483
2025-12-06,72.09817936483104
2025-12-07,69.2142521902378
2025-12-08,59.12050707916145
2025-12-09,44.700871206195245
2025-12-10,25.955344571339175
2025-12-11,26.080732709364966
2025-12-12,27.595839377176635
2025-12-13,37.01039874061327
2025-12-14,30.030459057177453
2025-12-15,27.397308158635795
2025-12-16,27.397308158635795
2025-12-17,27.397308158635795
2025-12-18,27.19877694009496
2025-12-19,30.22899027571829
2025-12-20,37.40746117769494
2025-12-21,36.09088572842412
2025-12-22,36.28941694696496
2025-12-23,37.605992396235784
2025-12-24,40.0406120762366
2025-12-25,17.387155139576645
2025-12-26,27.000245721554116
2025-12-27,24.36709482301246
2025-12-28,21.733943924470807
2025-12-29,18.902261807388314
2025-12-30,17.387155139576645
2025-12-31,17.585686358117485
2026-01-01,18.70373058884747
2026-01-02,17.387155139576645
2026-01-03,20.21883725665914
2026-01-04,17.188623921035806
2026-01-05,12.841835136141645
2026-01-06,11.723790905411656
2026-01-07,12.841835136141645
2026-01-08,12.643303917600807
2026-01-09,14.356941803953312
2026-01-10,17.073684794512165
2026-01-11,17.073684794512165
2026-01-12,11.514810675368668
2026-01-13,12.308935549532025
2026-01-14,11.117748238286989
2026-01-15,11.514810675368668
2026-01-16,13.897185297858737
2026-01-17,15.882497483267128
2026-01-18,13.897185297858737
2026-01-19,14.294247734940416
2026-01-20,12.308935549532025
2026-01-21,13.10306042369538
2026-01-22,13.50012286077706
2026-01-23,14.691310172022094
2026-01-24,16.676622357430485
2026-01-25,12.308935549532025
2026-01-26,13.10306042369538
2026-01-27,10.720685801205311
2026-01-28,12.308935549532025
2026-01-29,12.705997986613703
2026-01-30,13.10306042369538
2026-01-31,16.676622357430485
2026-02-01,17.073684794512165
2026-02-02,12.308935549532025
2026-02-03,11.514810675368668
2026-02-04,11.514810675368668
2026-02-05,12.705997986613703
2026-02-06,11.911873112450346
2026-02-07,15.882497483267128
2026-02-08,13.50012286077706
2026-02-09,10.323623364123634
2026-02-10,11.117748238286989
2026-02-11,11.911873112450346
2026-02-12,12.705997986613703
2026-02-13,13.50012286077706
2026-02-14,16.279559920348806
2026-02-15,16.279559920348806
2026-02-16,14.294247734940416
2026-02-17,10.720685801205311
2026-02-18,11.514810675368668
2026-02-19,11.514810675368668
2026-02-20,12.308935549532025
2026-02-21,18.2648721057572
2026-02-22,15.882497483267128
2026-02-23,12.308935549532025
2026-02-24,12.308935549532025
2026-02-25,12.308935549532025
2026-02-26,11.514810675368668
2026-02-27,15.088372609103772
2026-02-28,21.838434039492302
2026-03-01,21.044309165328944
2026-03-02,13.50012286077706
2026-03-03,13.50012286077706
2026-03-04,13.50012286077706
2026-03-05,13.897185297858737
2026-03-06,15.088372609103772
2026-03-07,24.61787109906405
2026-03-08,20.647246728247268
2026-03-09,16.279559920348806
2026-03-10,15.882497483267128
2026-03-11,15.48543504618545
2026-03-12,15.882497483267128
2026-03-13,17.47074723159384
2026-03-14,23.029621350737337
2026-03-15,21.441371602410623
2026-03-16,15.48543504618545
2026-03-17,15.088372609103772
2026-03-18,15.48543504618545
2026-03-19,15.48543504618545
2026-03-20,18.2648721057572
2026-03-21,22.235496476573978
2026-03-22,23.82374622490069
2026-03-23,16.676622357430485
2026-03-24,15.882497483267128
2026-03-25,17.47074723159384
2026-03-26,15.48543504618545
2026-03-27,17.073684794512165
2026-03-28,20.25018429116559
2026-03-29,21.044309165328944
2026-03-30,15.882497483267128
2026-03-31,15.088372609103772
2026-04-01,14.294247734940416
2026-04-02,15.48543504618545
2026-04-03,17.073684794512165
2026-04-04,18.661934542838875
2026-04-05,19.85312185408391
2026-04-06,14.691310172022094
2026-04-07,13.897185297858737
2026-04-08,13.50012286077706
2026-04-09,13.897185297858737
2026-04-10,16.279559920348806
2026-04-11,19.85312185408391
2026-04-12,19.85312185408391
2026-04-13,15.088372609103772
2026-04-14,14.294247734940416
2026-04-15,14.691310172022094
2026-04-16,14.691310172022094
2026-04-17,17.073684794512165
2026-04-18,21.044309165328944
2026-04-19,20.647246728247268
2026-04-20,13.897185297858737
2026-04-21,12.308935549532025
2026-04-22,11.911873112450346
2026-04-23,14.691310172022094
2026-04-24,13.897185297858737
2026-04-25,17.86780966867552
2026-04-26,18.2648721057572
2026-04-27,14.294247734940416
2026-04-28,13.897185297858737
2026-04-29,14.294247734940416
2026-04-30,13.50012286077706
2026-05-01,14.294247734940416
2026-05-02,17.86780966867552
2026-05-03,18.2648721057572
2026-05-04,12.705997986613703
2026-05-05,13.10306042369538
2026-05-06,13.50012286077706
2026-05-07,12.705997986613703
2026-05-08,15.088372609103772
2026-05-09,17.47074723159384
2026-05-10,18.2648721057572
2026-05-11,13.50012286077706
2026-05-12,12.705997986613703
2026-05-13,12.308935549532025
2026-05-14,13.10306042369538
2026-05-15,14.691310172022094
2026-05-16,17.86780966867552
2026-05-17,18.2648721057572
2026-05-18,12.705997986613703
2026-05-19,12.705997986613703
2026-05-20,13.897185297858737
2026-05-21,14.691310172022094
2026-05-22,16.279559920348806
2026-05-23,17.47074723159384
2026-05-24,18.2648721057572
2026-05-25,18.2648721057572
2026-05-26,15.088372609103772
2026-05-27,13.10306042369538
2026-05-28,15.088372609103772
2026-05-29,15.48543504618545
2026-05-30,18.661934542838875
2026-05-31,18.2648721057572
