Time,frugal
2022-05-03,58.0
2022-05-04,56.0
2022-05-05,50.0
2022-05-06,44.0
2022-05-07,60.0
2022-05-08,60.0
2022-05-09,57.0
2022-05-10,59.0
2022-05-11,55.0
2022-05-12,54.0
2022-05-13,53.0
2022-05-14,65.0
2022-05-15,56.0
2022-05-16,53.0
2022-05-17,56.0
2022-05-18,51.0
2022-05-19,47.0
2022-05-20,49.0
2022-05-21,55.0
2022-05-22,49.0
2022-05-23,55.0
2022-05-24,53.0
2022-05-25,48.0
2022-05-26,49.0
2022-05-27,51.0
2022-05-28,47.0
2022-05-29,53.0
2022-05-30,53.0
2022-05-31,52.0
2022-06-01,50.0
2022-06-02,53.0
2022-06-03,92.0
2022-06-04,80.0
2022-06-05,53.0
2022-06-06,56.0
2022-06-07,64.0
2022-06-08,62.0
2022-06-09,57.0
2022-06-10,58.0
2022-06-11,55.0
2022-06-12,60.0
2022-06-13,56.0
2022-06-14,57.0
2022-06-15,56.0
2022-06-16,54.0
2022-06-17,65.0
2022-06-18,83.0
2022-06-19,67.0
2022-06-20,48.0
2022-06-21,59.0
2022-06-22,65.0
2022-06-23,62.0
2022-06-24,58.0
2022-06-25,60.0
2022-06-26,65.0
2022-06-27,57.0
2022-06-28,55.0
2022-06-29,57.0
2022-06-30,63.0
2022-07-01,61.0
2022-07-02,55.0
2022-07-03,52.0
2022-07-04,67.0
2022-07-05,55.0
2022-07-06,49.0
2022-07-07,60.0
2022-07-08,70.0
2022-07-09,60.0
2022-07-10,51.0
2022-07-11,61.0
2022-07-12,65.0
2022-07-13,69.0
2022-07-14,58.0
2022-07-15,50.0
2022-07-16,53.0
2022-07-17,54.0
2022-07-18,43.0
2022-07-19,57.0
2022-07-20,53.0
2022-07-21,47.0
2022-07-22,44.0
2022-07-23,51.0
2022-07-24,58.0
2022-07-25,51.0
2022-07-26,54.0
2022-07-27,58.0
2022-07-28,65.0
2022-07-29,55.0
2022-07-30,52.0
2022-07-31,56.0
2022-08-01,63.0
2022-08-02,58.0
2022-08-03,58.0
2022-08-04,43.0
2022-08-05,50.0
2022-08-06,55.0
2022-08-07,52.0
2022-08-08,43.0
2022-08-09,51.0
2022-08-10,56.0
2022-08-11,56.0
2022-08-12,50.0
2022-08-13,49.0
2022-08-14,48.0
2022-08-15,45.0
2022-08-16,47.0
2022-08-17,52.0
2022-08-18,50.0
2022-08-19,53.0
2022-08-20,51.0
2022-08-21,52.0
2022-08-22,41.0
2022-08-23,56.0
2022-08-24,48.0
2022-08-25,55.0
2022-08-26,38.0
2022-08-27,48.0
2022-08-28,41.0
2022-08-29,45.19230769230769
2022-08-30,47.84615384615384
2022-08-31,52.15384615384615
2022-09-01,41.76923076923077
2022-09-02,42.15384615384615
2022-09-03,43.03846153846153
2022-09-04,46.07692307692307
2022-09-05,50.88461538461539
2022-09-06,50.0
2022-09-07,50.88461538461539
2022-09-08,48.730769230769226
2022-09-09,47.84615384615384
2022-09-10,42.65384615384615
2022-09-11,39.61538461538461
2022-09-12,53.92307692307692
2022-09-13,50.88461538461539
2022-09-14,53.03846153846153
2022-09-15,40.88461538461539
2022-09-16,48.230769230769226
2022-09-17,53.03846153846153
2022-09-18,43.03846153846153
2022-09-19,53.03846153846153
2022-09-20,52.65384615384615
2022-09-21,49.11538461538461
2022-09-22,47.84615384615384
2022-09-23,55.19230769230769
2022-09-24,46.07692307692307
2022-09-25,42.65384615384615
2022-09-26,49.11538461538461
2022-09-27,46.153846153846146
2022-09-28,46.153846153846146
2022-09-29,51.53846153846153
2022-09-30,46.153846153846146
2022-10-01,43.07692307692307
2022-10-02,46.92307692307692
2022-10-03,48.46153846153846
2022-10-04,49.99999999999999
2022-10-05,53.84615384615384
2022-10-06,46.153846153846146
2022-10-07,49.230769230769226
2022-10-08,38.46153846153846
2022-10-09,37.692307692307686
2022-10-10,52.30769230769231
2022-10-11,53.07692307692307
2022-10-12,52.30769230769231
2022-10-13,56.92307692307692
2022-10-14,44.61538461538461
2022-10-15,42.30769230769231
2022-10-16,38.46153846153846
2022-10-17,50.76923076923077
2022-10-18,50.76923076923077
2022-10-19,53.84615384615384
2022-10-20,41.53846153846153
2022-10-21,51.53846153846153
2022-10-22,30.769230769230766
2022-10-23,35.38461538461538
2022-10-24,48.46153846153846
2022-10-25,52.30769230769231
2022-10-26,47.692307692307686
2022-10-27,49.230769230769226
2022-10-28,45.38461538461538
2022-10-29,35.38461538461538
2022-10-30,40.76923076923077
2022-10-31,41.53846153846153
2022-11-01,48.46153846153846
2022-11-02,46.153846153846146
2022-11-03,46.153846153846146
2022-11-04,48.46153846153846
2022-11-05,46.153846153846146
2022-11-06,40.76923076923077
2022-11-07,48.46153846153846
2022-11-08,45.38461538461538
2022-11-09,44.61538461538461
2022-11-10,46.153846153846146
2022-11-11,51.53846153846153
2022-11-12,76.92307692307692
2022-11-13,61.53846153846153
2022-11-14,64.61538461538461
2022-11-15,55.38461538461538
2022-11-16,53.84615384615384
2022-11-17,56.92307692307692
2022-11-18,56.92307692307692
2022-11-19,43.84615384615384
2022-11-20,51.53846153846153
2022-11-21,52.30769230769231
2022-11-22,47.692307692307686
2022-11-23,55.38461538461538
2022-11-24,45.38461538461538
2022-11-25,56.92307692307692
2022-11-26,46.153846153846146
2022-11-27,48.46153846153846
2022-11-28,57.692307692307686
2022-11-29,49.230769230769226
2022-11-30,53.07692307692307
2022-12-01,59.230769230769226
2022-12-02,51.53846153846153
2022-12-03,39.230769230769226
2022-12-04,43.07692307692307
2022-12-05,45.38461538461538
2022-12-06,46.153846153846146
2022-12-07,44.61538461538461
2022-12-08,45.38461538461538
2022-12-09,46.92307692307692
2022-12-10,43.84615384615384
2022-12-11,45.38461538461538
2022-12-12,46.153846153846146
2022-12-13,50.76923076923077
2022-12-14,44.61538461538461
2022-12-15,43.07692307692307
2022-12-16,44.61538461538461
2022-12-17,43.07692307692307
2022-12-18,47.692307692307686
2022-12-19,43.84615384615384
2022-12-20,42.30769230769231
2022-12-21,43.07692307692307
2022-12-22,40.76923076923077
2022-12-23,40.0
2022-12-24,43.84615384615384
2022-12-25,38.46153846153846
2022-12-26,48.46153846153846
2022-12-27,51.53846153846153
2022-12-28,42.30769230769231
2022-12-29,39.230769230769226
2022-12-30,45.38461538461538
2022-12-31,47.692307692307686
2023-01-01,40.76923076923077
2023-01-02,45.38461538461538
2023-01-03,45.38461538461538
2023-01-04,45.38461538461538
2023-01-05,45.38461538461538
2023-01-06,49.99999999999999
2023-01-07,44.61538461538461
2023-01-08,46.153846153846146
2023-01-09,49.230769230769226
2023-01-10,46.92307692307692
2023-01-11,49.230769230769226
2023-01-12,46.153846153846146
2023-01-13,43.84615384615384
2023-01-14,48.46153846153846
2023-01-15,37.692307692307686
2023-01-16,50.76923076923077
2023-01-17,47.692307692307686
2023-01-18,46.92307692307692
2023-01-19,49.230769230769226
2023-01-20,46.153846153846146
2023-01-21,48.46153846153846
2023-01-22,40.0
2023-01-23,44.61538461538461
2023-01-24,44.61538461538461
2023-01-25,44.61538461538461
2023-01-26,54.61538461538461
2023-01-27,56.153846153846146
2023-01-28,49.230769230769226
2023-01-29,48.46153846153846
2023-01-30,46.92307692307692
2023-01-31,48.46153846153846
2023-02-01,46.92307692307692
2023-02-02,49.99999999999999
2023-02-03,49.99999999999999
2023-02-04,44.61538461538461
2023-02-05,48.46153846153846
2023-02-06,44.61538461538461
2023-02-07,48.46153846153846
2023-02-08,43.07692307692307
2023-02-09,43.07692307692307
2023-02-10,53.07692307692307
2023-02-11,49.99999999999999
2023-02-12,38.46153846153846
2023-02-13,34.61538461538461
2023-02-14,47.692307692307686
2023-02-15,47.692307692307686
2023-02-16,50.76923076923077
2023-02-17,54.61538461538461
2023-02-18,52.30769230769231
2023-02-19,40.76923076923077
2023-02-20,42.30769230769231
2023-02-21,47.692307692307686
2023-02-22,47.692307692307686
2023-02-23,47.692307692307686
2023-02-24,41.53846153846153
2023-02-25,43.84615384615384
2023-02-26,38.46153846153846
2023-02-27,44.61538461538461
2023-02-28,46.92307692307692
2023-03-01,44.61538461538461
2023-03-02,49.230769230769226
2023-03-03,47.692307692307686
2023-03-04,40.0
2023-03-05,53.84615384615384
2023-03-06,45.38461538461538
2023-03-07,40.76923076923077
2023-03-08,43.84615384615384
2023-03-09,41.53846153846153
2023-03-10,50.76923076923077
2023-03-11,40.0
2023-03-12,42.30769230769231
2023-03-13,41.53846153846153
2023-03-14,42.30769230769231
2023-03-15,46.153846153846146
2023-03-16,44.61538461538461
2023-03-17,41.53846153846153
2023-03-18,40.76923076923077
2023-03-19,40.76923076923077
2023-03-20,41.53846153846153
2023-03-21,43.07692307692307
2023-03-22,43.84615384615384
2023-03-23,48.46153846153846
2023-03-24,49.99999999999999
2023-03-25,46.153846153846146
2023-03-26,46.92307692307692
2023-03-27,47.692307692307686
2023-03-28,45.38461538461538
2023-03-29,49.99999999999999
2023-03-30,46.92307692307692
2023-03-31,40.76923076923077
2023-04-01,54.61538461538461
2023-04-02,49.99999999999999
2023-04-03,44.61538461538461
2023-04-04,52.30769230769231
2023-04-05,46.153846153846146
2023-04-06,46.153846153846146
2023-04-07,47.692307692307686
2023-04-08,47.692307692307686
2023-04-09,33.07692307692307
2023-04-10,49.99999999999999
2023-04-11,51.53846153846153
2023-04-12,37.692307692307686
2023-04-13,36.92307692307692
2023-04-14,43.84615384615384
2023-04-15,45.38461538461538
2023-04-16,46.153846153846146
2023-04-17,42.30769230769231
2023-04-18,40.76923076923077
2023-04-19,47.692307692307686
2023-04-20,46.92307692307692
2023-04-21,45.38461538461538
2023-04-22,45.38461538461538
2023-04-23,46.153846153846146
2023-04-24,49.230769230769226
2023-04-25,46.153846153846146
2023-04-26,47.58241758241758
2023-04-27,35.49450549450549
2023-04-28,46.153846153846146
2023-04-29,47.912087912087905
2023-04-30,43.68131868131867
2023-05-01,48.29670329670329
2023-05-02,44.01098901098901
2023-05-03,45.43956043956044
2023-05-04,42.25274725274725
2023-05-05,42.25274725274725
2023-05-06,39.06593406593406
2023-05-07,40.82417582417582
2023-05-08,40.82417582417582
2023-05-09,51.483516483516475
2023-05-10,40.1098901098901
2023-05-11,40.1098901098901
2023-05-12,42.58241758241758
2023-05-13,42.25274725274725
2023-05-14,44.395604395604394
2023-05-15,46.483516483516475
2023-05-16,44.725274725274716
2023-05-17,47.912087912087905
2023-05-18,49.34065934065933
2023-05-19,39.78021978021978
2023-05-20,44.01098901098901
2023-05-21,40.49450549450549
2023-05-22,37.63736263736263
2023-05-23,49.01098901098901
2023-05-24,46.153846153846146
2023-05-25,51.428571428571416
2023-05-26,36.263736263736256
2023-05-27,52.08791208791208
2023-05-28,51.428571428571416
2023-05-29,50.76923076923076
2023-05-30,40.21978021978021
2023-05-31,58.68131868131867
2023-06-01,42.19780219780219
2023-06-02,46.153846153846146
2023-06-03,42.19780219780219
2023-06-04,40.87912087912087
2023-06-05,37.58241758241758
2023-06-06,46.8131868131868
2023-06-07,43.51648351648351
2023-06-08,45.49450549450549
2023-06-09,46.8131868131868
2023-06-10,40.21978021978021
2023-06-11,47.47252747252746
2023-06-12,42.85714285714285
2023-06-13,50.1098901098901
2023-06-14,51.428571428571416
2023-06-15,36.263736263736256
2023-06-16,40.87912087912087
2023-06-17,38.90109890109889
2023-06-18,42.19780219780219
2023-06-19,47.47252747252746
2023-06-20,44.17582417582417
2023-06-21,38.241758241758234
2023-06-22,35.6043956043956
2023-06-23,42.19780219780219
2023-06-24,40.87912087912087
2023-06-25,47.47252747252746
2023-06-26,56.04395604395604
2023-06-27,47.47252747252746
2023-06-28,46.8131868131868
2023-06-29,48.79120879120878
2023-06-30,44.835164835164825
2023-07-01,51.428571428571416
2023-07-02,44.835164835164825
2023-07-03,56.703296703296694
2023-07-04,63.95604395604394
2023-07-05,48.131868131868124
2023-07-06,47.47252747252746
2023-07-07,38.90109890109889
2023-07-08,42.85714285714285
2023-07-09,48.131868131868124
2023-07-10,47.47252747252746
2023-07-11,48.79120879120878
2023-07-12,46.8131868131868
2023-07-13,48.131868131868124
2023-07-14,40.21978021978021
2023-07-15,65.93406593406593
2023-07-16,54.06593406593406
2023-07-17,48.131868131868124
2023-07-18,47.47252747252746
2023-07-19,40.87912087912087
2023-07-20,47.47252747252746
2023-07-21,38.90109890109889
2023-07-22,44.17582417582417
2023-07-23,46.8131868131868
2023-07-24,48.131868131868124
2023-07-25,43.51648351648351
2023-07-26,41.53846153846153
2023-07-27,42.85714285714285
2023-07-28,51.428571428571416
2023-07-29,43.51648351648351
2023-07-30,48.131868131868124
2023-07-31,43.51648351648351
2023-08-01,42.85714285714285
2023-08-02,46.153846153846146
2023-08-03,36.92307692307692
2023-08-04,42.19780219780219
2023-08-05,44.17582417582417
2023-08-06,44.835164835164825
2023-08-07,40.87912087912087
2023-08-08,37.58241758241758
2023-08-09,40.87912087912087
2023-08-10,52.08791208791208
2023-08-11,42.85714285714285
2023-08-12,42.19780219780219
2023-08-13,37.58241758241758
2023-08-14,49.45054945054944
2023-08-15,44.17582417582417
2023-08-16,44.835164835164825
2023-08-17,46.8131868131868
2023-08-18,45.49450549450549
2023-08-19,47.47252747252746
2023-08-20,41.53846153846153
2023-08-21,44.835164835164825
2023-08-22,52.74725274725274
2023-08-23,49.45054945054944
2023-08-24,41.53846153846153
2023-08-25,50.76923076923076
2023-08-26,40.21978021978021
2023-08-27,37.58241758241758
2023-08-28,50.76923076923076
2023-08-29,49.45054945054944
2023-08-30,50.76923076923076
2023-08-31,43.51648351648351
2023-09-01,42.19780219780219
2023-09-02,42.85714285714285
2023-09-03,44.835164835164825
2023-09-04,58.68131868131867
2023-09-05,44.835164835164825
2023-09-06,42.19780219780219
2023-09-07,44.17582417582417
2023-09-08,42.85714285714285
2023-09-09,37.58241758241758
2023-09-10,44.17582417582417
2023-09-11,44.17582417582417
2023-09-12,46.8131868131868
2023-09-13,49.45054945054944
2023-09-14,42.85714285714285
2023-09-15,40.87912087912087
2023-09-16,40.87912087912087
2023-09-17,42.19780219780219
2023-09-18,44.835164835164825
2023-09-19,44.17582417582417
2023-09-20,50.76923076923076
2023-09-21,54.06593406593406
2023-09-22,42.19780219780219
2023-09-23,40.87912087912087
2023-09-24,48.79120879120878
2023-09-25,45.49450549450549
2023-09-26,45.49450549450549
2023-09-27,48.131868131868124
2023-09-28,40.87912087912087
2023-09-29,44.835164835164825
2023-09-30,41.53846153846153
2023-10-01,42.19780219780219
2023-10-02,42.85714285714285
2023-10-03,44.17582417582417
2023-10-04,52.08791208791208
2023-10-05,52.08791208791208
2023-10-06,46.8131868131868
2023-10-07,32.967032967032964
2023-10-08,40.21978021978021
2023-10-09,48.79120879120878
2023-10-10,48.79120879120878
2023-10-11,42.85714285714285
2023-10-12,42.85714285714285
2023-10-13,45.49450549450549
2023-10-14,44.835164835164825
2023-10-15,35.6043956043956
2023-10-16,42.85714285714285
2023-10-17,44.835164835164825
2023-10-18,55.38461538461537
2023-10-19,45.49450549450549
2023-10-20,50.1098901098901
2023-10-21,50.1098901098901
2023-10-22,49.45054945054944
2023-10-23,56.703296703296694
2023-10-24,48.79120879120878
2023-10-25,45.49450549450549
2023-10-26,48.131868131868124
2023-10-27,48.79120879120878
2023-10-28,33.62637362637362
2023-10-29,37.58241758241758
2023-10-30,47.47252747252746
2023-10-31,42.19780219780219
2023-11-01,38.241758241758234
2023-11-02,56.703296703296694
2023-11-03,45.49450549450549
2023-11-04,50.76923076923076
2023-11-05,55.38461538461537
2023-11-06,52.08791208791208
2023-11-07,49.45054945054944
2023-11-08,50.1098901098901
2023-11-09,50.1098901098901
2023-11-10,46.153846153846146
2023-11-11,46.8131868131868
2023-11-12,42.19780219780219
2023-11-13,48.79120879120878
2023-11-14,44.835164835164825
2023-11-15,47.47252747252746
2023-11-16,45.49450549450549
2023-11-17,43.51648351648351
2023-11-18,40.21978021978021
2023-11-19,42.19780219780219
2023-11-20,46.153846153846146
2023-11-21,42.85714285714285
2023-11-22,53.406593406593394
2023-11-23,54.06593406593406
2023-11-24,58.68131868131867
2023-11-25,46.153846153846146
2023-11-26,37.58241758241758
2023-11-27,58.021978021978015
2023-11-28,52.08791208791208
2023-11-29,45.49450549450549
2023-11-30,58.68131868131867
2023-12-01,42.85714285714285
2023-12-02,39.560439560439555
2023-12-03,43.51648351648351
2023-12-04,52.74725274725274
2023-12-05,50.1098901098901
2023-12-06,51.428571428571416
2023-12-07,41.53846153846153
2023-12-08,47.47252747252746
2023-12-09,42.19780219780219
2023-12-10,39.560439560439555
2023-12-11,48.79120879120878
2023-12-12,42.85714285714285
2023-12-13,42.85714285714285
2023-12-14,44.835164835164825
2023-12-15,40.21978021978021
2023-12-16,46.8131868131868
2023-12-17,42.19780219780219
2023-12-18,40.87912087912087
2023-12-19,49.45054945054944
2023-12-20,51.428571428571416
2023-12-21,44.835164835164825
2023-12-22,44.79337563844605
2023-12-23,41.445596656864254
2023-12-24,50.87602538306763
2023-12-25,39.323634112366506
2023-12-26,41.445596656864254
2023-12-27,46.0191920755301
2023-12-28,46.30242996440179
2023-12-29,40.21978021978021
2023-12-30,46.63210029407212
2023-12-31,47.52824640148583
2024-01-01,39.606872001238195
2024-01-02,44.79337563844605
2024-01-03,44.18046741990403
2024-01-04,50.87602538306763
2024-01-05,44.79337563844605
2024-01-06,41.72883454573595
2024-01-07,42.954650982819985
2024-01-08,49.3669710571119
2024-01-09,39.606872001238195
2024-01-10,50.59278749419594
2024-01-11,42.34174276427797
2024-01-12,41.115926327193925
2024-01-13,48.75406283856987
2024-01-14,40.21978021978021
2024-01-15,44.79337563844605
2024-01-16,44.18046741990403
2024-01-17,48.14115462002785
2024-01-18,45.689521745859764
2024-01-19,49.979879275653914
2024-01-20,51.54929577464788
2024-01-21,47.5839653304442
2024-01-22,50.41634421916112
2024-01-23,53.24872310787803
2024-01-24,45.31806221947066
2024-01-25,37.95387710880668
2024-01-26,54.3816746633648
2024-01-27,39.08682866429345
2024-01-28,38.520352886550064
2024-01-29,53.81519888562141
2024-01-30,48.716916885930964
2024-01-31,52.115771552391266
2024-02-01,41.35273177526698
2024-02-02,48.716916885930964
2024-02-03,35.12149822008976
2024-02-04,46.45101377495743
2024-02-05,47.5839653304442
2024-02-06,43.05215910849713
2024-02-07,45.884537997214046
2024-02-08,48.15044110818758
2024-02-09,35.68797399783315
2024-02-10,44.751586441727284
2024-02-11,43.05215910849713
2024-02-12,45.31806221947066
2024-02-13,39.653304442036834
2024-02-14,40.21978021978021
2024-02-15,41.91920755301037
2024-02-16,44.751586441727284
2024-02-17,44.751586441727284
2024-02-18,54.3816746633648
2024-02-19,43.05215910849713
2024-02-20,52.68224733013465
2024-02-21,50.982819996904496
2024-02-22,50.982819996904496
2024-02-23,53.24872310787803
2024-02-24,47.017489552700816
2024-02-25,39.653304442036834
2024-02-26,56.081101996594946
2024-02-27,44.751586441727284
2024-02-28,40.21978021978021
2024-02-29,44.751586441727284
2024-03-01,49.28339266367435
2024-03-02,45.31806221947066
2024-03-03,46.45101377495743
2024-03-04,50.41634421916112
2024-03-05,45.884537997214046
2024-03-06,53.24872310787803
2024-03-07,45.884537997214046
2024-03-08,45.31806221947066
2024-03-09,37.3874013310633
2024-03-10,41.91920755301037
2024-03-11,34.555022442346385
2024-03-12,44.1851106639839
2024-03-13,37.3874013310633
2024-03-14,43.05215910849713
2024-03-15,45.31806221947066
2024-03-16,47.5839653304442
2024-03-17,38.520352886550064
2024-03-18,46.45101377495743
2024-03-19,45.884537997214046
2024-03-20,53.81519888562141
2024-03-21,37.95387710880668
2024-03-22,43.618634886240514
2024-03-23,45.884537997214046
2024-03-24,35.68797399783315
2024-03-25,39.08682866429345
2024-03-26,43.05215910849713
2024-03-27,36.25444977557653
2024-03-28,37.3874013310633
2024-03-29,43.05215910849713
2024-03-30,41.35273177526698
2024-03-31,34.555022442346385
2024-04-01,41.35273177526698
2024-04-02,44.751586441727284
2024-04-03,35.12149822008976
2024-04-04,40.21978021978021
2024-04-05,47.017489552700816
2024-04-06,36.82092555331992
2024-04-07,33.988546664603
2024-04-08,37.95387710880668
2024-04-09,38.520352886550064
2024-04-10,41.91920755301037
2024-04-11,42.48568333075375
2024-04-12,47.017489552700816
2024-04-13,43.05215910849713
2024-04-14,36.25444977557653
2024-04-15,45.884537997214046
2024-04-16,41.91920755301037
2024-04-17,43.618634886240514
2024-04-18,41.35273177526698
2024-04-19,35.68797399783315
2024-04-20,36.82092555331992
2024-04-21,40.7862559975236
2024-04-22,40.21978021978021
2024-04-23,41.91920755301037
2024-04-24,39.08682866429345
2024-04-25,49.84986844141773
2024-04-26,38.520352886550064
2024-04-27,44.1851106639839
2024-04-28,43.618634886240514
2024-04-29,41.35273177526698
2024-04-30,49.84986844141773
2024-05-01,43.05215910849713
2024-05-02,34.555022442346385
2024-05-03,46.45101377495743
2024-05-04,36.82092555331992
2024-05-05,28.323788887169165
2024-05-06,35.68797399783315
2024-05-07,35.12149822008976
2024-05-08,40.7862559975236
2024-05-09,38.520352886550064
2024-05-10,42.48568333075375
2024-05-11,43.618634886240514
2024-05-12,35.68797399783315
2024-05-13,37.95387710880668
2024-05-14,40.21978021978021
2024-05-15,41.91920755301037
2024-05-16,33.422070886859615
2024-05-17,36.25444977557653
2024-05-18,41.91920755301037
2024-05-19,37.95387710880668
2024-05-20,32.28911933137285
2024-05-21,35.12149822008976
2024-05-22,37.3874013310633
2024-05-23,39.08682866429345
2024-05-24,35.12149822008976
2024-05-25,41.35273177526698
2024-05-26,38.520352886550064
2024-05-27,38.520352886550064
2024-05-28,39.08682866429345
2024-05-29,43.05215910849713
2024-05-30,42.48568333075375
2024-05-31,36.25444977557653
2024-06-01,41.91920755301037
2024-06-02,36.25444977557653
2024-06-03,39.08682866429345
2024-06-04,40.21978021978021
2024-06-05,36.25444977557653
2024-06-06,37.3874013310633
2024-06-07,33.422070886859615
2024-06-08,40.7862559975236
2024-06-09,33.422070886859615
2024-06-10,36.82092555331992
2024-06-11,31.156167775886082
2024-06-12,35.68797399783315
2024-06-13,35.68797399783315
2024-06-14,45.884537997214046
2024-06-15,32.28911933137285
2024-06-16,37.3874013310633
2024-06-17,40.7862559975236
2024-06-18,39.653304442036834
2024-06-19,39.653304442036834
2024-06-20,32.28911933137285
2024-06-21,39.653304442036834
2024-06-22,48.716916885930964
2024-06-23,47.017489552700816
2024-06-24,36.82092555331992
2024-06-25,42.48568333075375
2024-06-26,36.82092555331992
2024-06-27,39.653304442036834
2024-06-28,38.520352886550064
2024-06-29,39.653304442036834
2024-06-30,39.08682866429345
2024-07-01,37.95387710880668
2024-07-02,39.653304442036834
2024-07-03,35.68797399783315
2024-07-04,56.64757777433833
2024-07-05,41.35273177526698
2024-07-06,35.68797399783315
2024-07-07,34.555022442346385
2024-07-08,31.722643553629467
2024-07-09,35.68797399783315
2024-07-10,41.35273177526698
2024-07-11,35.68797399783315
2024-07-12,38.520352886550064
2024-07-13,37.95387710880668
2024-07-14,37.95387710880668
2024-07-15,33.988546664603
2024-07-16,37.3874013310633
2024-07-17,37.3874013310633
2024-07-18,40.21978021978021
2024-07-19,42.48568333075375
2024-07-20,31.722643553629467
2024-07-21,33.988546664603
2024-07-22,37.3874013310633
2024-07-23,30.023216220399316
2024-07-24,39.653304442036834
2024-07-25,39.653304442036834
2024-07-26,34.555022442346385
2024-07-27,32.85559510911623
2024-07-28,35.68797399783315
2024-07-29,36.25444977557653
2024-07-30,33.988546664603
2024-07-31,27.1908373316824
2024-08-01,30.589691998142698
2024-08-02,34.555022442346385
2024-08-03,35.68797399783315
2024-08-04,38.520352886550064
2024-08-05,28.323788887169165
2024-08-06,39.08682866429345
2024-08-07,38.520352886550064
2024-08-08,31.722643553629467
2024-08-09,32.28911933137285
2024-08-10,36.25444977557653
2024-08-11,39.653304442036834
2024-08-12,36.25444977557653
2024-08-13,32.85559510911623
2024-08-14,44.1851106639839
2024-08-15,47.017489552700816
2024-08-16,46.45101377495743
2024-08-17,46.45101377495743
2024-08-18,39.64150286333384
2024-08-19,43.63437032451116
2024-08-20,35.07822576484547
2024-08-21,39.9286746117732
2024-08-22,45.916008873755345
2024-08-23,35.07822576484547
2024-08-24,31.94293968941856
2024-08-25,35.64863540215652
2024-08-26,42.49355104988907
2024-08-27,39.64150286333384
2024-08-28,41.352731775266975
2024-08-29,34.50781612753443
2024-08-30,43.35113243563947
2024-08-31,35.36539751328483
2024-09-01,41.352731775266975
2024-09-02,42.780722798328426
2024-09-03,39.64150286333384
2024-09-04,37.35986431408966
2024-09-05,37.35986431408966
2024-09-06,47.056828148377434
2024-09-07,34.224578238662744
2024-09-08,29.09089150286333
2024-09-09,38.7878553371511
2024-09-10,37.93027395140071
2024-09-11,40.78232213795593
2024-09-12,41.923141412578026
2024-09-13,41.069493886395286
2024-09-14,37.35986431408966
2024-09-15,36.78945467677862
2024-09-16,44.22444925966052
2024-09-17,42.50141876902439
2024-09-18,52.265258215962426
2024-09-19,44.22444925966052
2024-09-20,45.37313625341793
2024-09-21,39.05535778775214
2024-09-22,39.629701284630855
2024-09-23,48.81919723469018
2024-09-24,38.48101429087344
