Time,real_madrid
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,5.0
2022-08-28,18.0
2022-08-29,4.0
2022-08-30,2.0
2022-08-31,2.0
2022-09-01,2.0
2022-09-02,2.0
2022-09-03,15.666666666666666
2022-09-04,3.1666666666666665
2022-09-05,2.833333333333333
2022-09-06,14.833333333333332
2022-09-07,4.0
2022-09-08,2.0
2022-09-09,2.0
2022-09-10,5.166666666666666
2022-09-11,13.666666666666666
2022-09-12,2.833333333333333
2022-09-13,3.6666666666666665
2022-09-14,14.833333333333332
2022-09-15,4.0
2022-09-16,2.833333333333333
2022-09-17,6.833333333333333
2022-09-18,25.666666666666664
2022-09-19,4.0
2022-09-20,2.833333333333333
2022-09-21,2.0
2022-09-22,1.6666666666666665
2022-09-23,1.1666666666666665
2022-09-24,2.0
2022-09-25,2.0
2022-09-26,1.6666666666666665
2022-09-27,1.6666666666666665
2022-09-28,1.3333333333333333
2022-09-29,1.3333333333333333
2022-09-30,2.0
2022-10-01,4.0
2022-10-02,16.0
2022-10-03,3.333333333333333
2022-10-04,3.333333333333333
2022-10-05,12.666666666666666
2022-10-06,3.333333333333333
2022-10-07,2.0
2022-10-08,13.333333333333332
2022-10-09,4.666666666666666
2022-10-10,2.6666666666666665
2022-10-11,12.0
2022-10-12,4.0
2022-10-13,2.6666666666666665
2022-10-14,3.333333333333333
2022-10-15,6.666666666666666
2022-10-16,42.0
2022-10-17,4.0
2022-10-18,3.333333333333333
2022-10-19,12.0
2022-10-20,4.0
2022-10-21,2.6666666666666665
2022-10-22,16.0
2022-10-23,4.666666666666666
2022-10-24,2.6666666666666665
2022-10-25,16.0
2022-10-26,4.0
2022-10-27,2.0
2022-10-28,2.0
2022-10-29,6.0
2022-10-30,14.666666666666666
2022-10-31,2.6666666666666665
2022-11-01,3.333333333333333
2022-11-02,10.666666666666666
2022-11-03,2.6666666666666665
2022-11-04,2.0
2022-11-05,4.666666666666666
2022-11-06,6.0
2022-11-07,15.333333333333332
2022-11-08,4.666666666666666
2022-11-09,3.333333333333333
2022-11-10,12.0
2022-11-11,4.0
2022-11-12,2.6666666666666665
2022-11-13,2.0
2022-11-14,1.3333333333333333
2022-11-15,1.3333333333333333
2022-11-16,1.3333333333333333
2022-11-17,1.3333333333333333
2022-11-18,1.3333333333333333
2022-11-19,1.3333333333333333
2022-11-20,1.3333333333333333
2022-11-21,1.3333333333333333
2022-11-22,1.3333333333333333
2022-11-23,2.0
2022-11-24,2.0
2022-11-25,1.3333333333333333
2022-11-26,1.3333333333333333
2022-11-27,1.3333333333333333
2022-11-28,1.3333333333333333
2022-11-29,1.3333333333333333
2022-11-30,1.3333333333333333
2022-12-01,1.3333333333333333
2022-12-02,1.3333333333333333
2022-12-03,1.3333333333333333
2022-12-04,1.3333333333333333
2022-12-05,1.3333333333333333
2022-12-06,1.3333333333333333
2022-12-07,1.3333333333333333
2022-12-08,1.3333333333333333
2022-12-09,1.3333333333333333
2022-12-10,2.0
2022-12-11,1.3333333333333333
2022-12-12,1.3333333333333333
2022-12-13,1.3333333333333333
2022-12-14,2.0
2022-12-15,2.6666666666666665
2022-12-16,2.0
2022-12-17,2.0
2022-12-18,2.6666666666666665
2022-12-19,2.0
2022-12-20,2.0
2022-12-21,2.0
2022-12-22,2.0
2022-12-23,2.0
2022-12-24,2.0
2022-12-25,2.0
2022-12-26,2.0
2022-12-27,2.0
2022-12-28,2.6666666666666665
2022-12-29,2.6666666666666665
2022-12-30,11.333333333333332
2022-12-31,5.333333333333333
2023-01-01,2.0
2023-01-02,2.6666666666666665
2023-01-03,8.0
2023-01-04,4.0
2023-01-05,2.0
2023-01-06,2.6666666666666665
2023-01-07,13.333333333333332
2023-01-08,3.333333333333333
2023-01-09,2.6666666666666665
2023-01-10,3.333333333333333
2023-01-11,16.0
2023-01-12,5.333333333333333
2023-01-13,4.666666666666666
2023-01-14,6.666666666666666
2023-01-15,46.666666666666664
2023-01-16,6.0
2023-01-17,2.6666666666666665
2023-01-18,3.333333333333333
2023-01-19,15.333333333333332
2023-01-20,4.666666666666666
2023-01-21,4.666666666666666
2023-01-22,14.0
2023-01-23,4.0
2023-01-24,2.6666666666666665
2023-01-25,4.0
2023-01-26,23.333333333333332
2023-01-27,6.0
2023-01-28,4.666666666666666
2023-01-29,14.666666666666666
2023-01-30,4.666666666666666
2023-01-31,3.333333333333333
2023-02-01,4.0
2023-02-02,13.333333333333332
2023-02-03,5.333333333333333
2023-02-04,5.333333333333333
2023-02-05,14.666666666666666
2023-02-06,3.333333333333333
2023-02-07,4.0
2023-02-08,18.0
2023-02-09,4.666666666666666
2023-02-10,4.0
2023-02-11,24.0
2023-02-12,6.0
2023-02-13,3.333333333333333
2023-02-14,3.333333333333333
2023-02-15,12.0
2023-02-16,4.0
2023-02-17,2.6666666666666665
2023-02-18,14.0
2023-02-19,5.333333333333333
2023-02-20,4.0
2023-02-21,40.666666666666664
2023-02-22,8.0
2023-02-23,4.0
2023-02-24,4.0
2023-02-25,20.0
2023-02-26,6.0
2023-02-27,3.333333333333333
2023-02-28,3.333333333333333
2023-03-01,4.666666666666666
2023-03-02,40.0
2023-03-03,8.0
2023-03-04,6.0
2023-03-05,17.333333333333332
2023-03-06,5.333333333333333
2023-03-07,4.0
2023-03-08,4.0
2023-03-09,4.0
2023-03-10,3.333333333333333
2023-03-11,12.666666666666666
2023-03-12,4.666666666666666
2023-03-13,3.333333333333333
2023-03-14,5.333333333333333
2023-03-15,30.666666666666664
2023-03-16,6.666666666666666
2023-03-17,5.333333333333333
2023-03-18,6.666666666666666
2023-03-19,48.0
2023-03-20,8.0
2023-03-21,3.333333333333333
2023-03-22,2.6666666666666665
2023-03-23,2.6666666666666665
2023-03-24,2.0
2023-03-25,2.6666666666666665
2023-03-26,2.6666666666666665
2023-03-27,2.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.0
2023-03-31,2.6666666666666665
2023-04-01,4.666666666666666
2023-04-02,16.0
2023-04-03,4.0
2023-04-04,4.0
2023-04-05,40.0
2023-04-06,8.0
2023-04-07,4.0
2023-04-08,18.0
2023-04-09,6.0
2023-04-10,3.333333333333333
2023-04-11,5.333333333333333
2023-04-12,32.666666666666664
2023-04-13,6.666666666666666
2023-04-14,4.0
2023-04-15,14.666666666666666
2023-04-16,5.333333333333333
2023-04-17,4.0
2023-04-18,28.0
2023-04-19,6.666666666666666
2023-04-20,4.666666666666666
2023-04-21,4.0
2023-04-22,15.333333333333332
2023-04-23,5.333333333333333
2023-04-24,3.333333333333333
2023-04-25,20.666666666666664
2023-04-26,5.333333333333333
2023-04-27,4.0
2023-04-28,4.0
2023-04-29,16.0
2023-04-30,4.666666666666666
2023-05-01,4.0
2023-05-02,17.333333333333332
2023-05-03,6.0
2023-05-04,4.666666666666666
2023-05-05,4.666666666666666
2023-05-06,30.666666666666664
2023-05-07,7.333333333333333
2023-05-08,6.0
2023-05-09,64.0
2023-05-10,11.333333333333332
2023-05-11,4.666666666666666
2023-05-12,6.0
2023-05-13,18.0
2023-05-14,7.333333333333333
2023-05-15,6.0
2023-05-16,9.333333333333332
2023-05-17,66.66666666666666
2023-05-18,12.0
2023-05-19,4.666666666666666
2023-05-20,5.333333333333333
2023-05-21,14.0
2023-05-22,5.333333333333333
2023-05-23,4.0
2023-05-24,11.333333333333332
2023-05-25,4.0
2023-05-26,3.333333333333333
2023-05-27,12.666666666666666
2023-05-28,4.666666666666666
2023-05-29,2.6666666666666665
2023-05-30,2.6666666666666665
2023-05-31,2.6666666666666665
2023-06-01,2.6666666666666665
2023-06-02,2.6666666666666665
2023-06-03,4.666666666666666
2023-06-04,15.333333333333332
2023-06-05,4.0
2023-06-06,3.333333333333333
2023-06-07,3.333333333333333
2023-06-08,2.6666666666666665
2023-06-09,2.6666666666666665
2023-06-10,4.0
2023-06-11,3.333333333333333
2023-06-12,3.333333333333333
2023-06-13,2.6666666666666665
2023-06-14,3.333333333333333
2023-06-15,4.0
2023-06-16,2.6666666666666665
2023-06-17,3.333333333333333
2023-06-18,3.333333333333333
2023-06-19,2.6666666666666665
2023-06-20,2.6666666666666665
2023-06-21,2.0
2023-06-22,2.6666666666666665
2023-06-23,3.333333333333333
2023-06-24,3.333333333333333
2023-06-25,3.333333333333333
2023-06-26,2.6666666666666665
2023-06-27,2.6666666666666665
2023-06-28,2.0
2023-06-29,2.0
2023-06-30,2.0
2023-07-01,2.6666666666666665
2023-07-02,2.0
2023-07-03,2.0
2023-07-04,2.6666666666666665
2023-07-05,2.6666666666666665
2023-07-06,2.6666666666666665
2023-07-07,2.6666666666666665
2023-07-08,2.6666666666666665
2023-07-09,2.6666666666666665
2023-07-10,2.6666666666666665
2023-07-11,2.6666666666666665
2023-07-12,2.6666666666666665
2023-07-13,2.6666666666666665
2023-07-14,2.6666666666666665
2023-07-15,2.6666666666666665
2023-07-16,2.6666666666666665
2023-07-17,2.6666666666666665
2023-07-18,3.333333333333333
2023-07-19,4.0
2023-07-20,4.0
2023-07-21,4.0
2023-07-22,6.0
2023-07-23,10.666666666666666
2023-07-24,30.666666666666664
2023-07-25,6.0
2023-07-26,10.666666666666666
2023-07-27,24.0
2023-07-28,6.0
2023-07-29,47.33333333333333
2023-07-30,14.666666666666666
2023-07-31,4.666666666666666
2023-08-01,4.666666666666666
2023-08-02,10.0
2023-08-03,16.0
2023-08-04,2.6666666666666665
2023-08-05,3.333333333333333
2023-08-06,3.333333333333333
2023-08-07,2.6666666666666665
2023-08-08,2.6666666666666665
2023-08-09,2.6666666666666665
2023-08-10,3.333333333333333
2023-08-11,4.666666666666666
2023-08-12,19.333333333333332
2023-08-13,6.666666666666666
2023-08-14,4.0
2023-08-15,4.0
2023-08-16,3.333333333333333
2023-08-17,2.6666666666666665
2023-08-18,3.333333333333333
2023-08-19,19.333333333333332
2023-08-20,5.333333333333333
2023-08-21,3.333333333333333
2023-08-22,3.333333333333333
2023-08-23,2.6666666666666665
2023-08-24,2.6666666666666665
2023-08-25,14.666666666666666
2023-08-26,6.0
2023-08-27,4.0
2023-08-28,2.6666666666666665
2023-08-29,2.6666666666666665
2023-08-30,3.333333333333333
2023-08-31,4.0
2023-09-01,4.666666666666666
2023-09-02,18.0
2023-09-03,5.333333333333333
2023-09-04,3.333333333333333
2023-09-05,2.6666666666666665
2023-09-06,2.6666666666666665
2023-09-07,2.0
2023-09-08,2.0
2023-09-09,2.6666666666666665
2023-09-10,2.6666666666666665
2023-09-11,2.0
2023-09-12,2.0
2023-09-13,2.0
2023-09-14,2.6666666666666665
2023-09-15,2.6666666666666665
2023-09-16,6.0
2023-09-17,20.666666666666664
2023-09-18,4.666666666666666
2023-09-19,4.0
2023-09-20,20.666666666666664
2023-09-21,4.0
2023-09-22,2.6666666666666665
2023-09-23,6.666666666666666
2023-09-24,26.666666666666664
2023-09-25,4.666666666666666
2023-09-26,4.666666666666666
2023-09-27,14.666666666666666
2023-09-28,4.0
2023-09-29,4.0
2023-09-30,17.333333333333332
2023-10-01,4.666666666666666
2023-10-02,3.333333333333333
2023-10-03,20.0
2023-10-04,6.0
2023-10-05,3.333333333333333
2023-10-06,4.666666666666666
2023-10-07,18.0
2023-10-08,6.0
2023-10-09,3.333333333333333
2023-10-10,5.333333333333333
2023-10-11,4.0
2023-10-12,3.333333333333333
2023-10-13,2.6666666666666665
2023-10-14,3.333333333333333
2023-10-15,3.333333333333333
2023-10-16,2.6666666666666665
2023-10-17,2.6666666666666665
2023-10-18,2.6666666666666665
2023-10-19,2.6666666666666665
2023-10-20,3.333333333333333
2023-10-21,20.666666666666664
2023-10-22,5.333333333333333
2023-10-23,4.0
2023-10-24,14.666666666666666
2023-10-25,4.666666666666666
2023-10-26,4.0
2023-10-27,5.333333333333333
2023-10-28,49.33333333333333
2023-10-29,6.666666666666666
2023-10-30,4.0
2023-10-31,2.6666666666666665
2023-11-01,3.333333333333333
2023-11-02,2.6666666666666665
2023-11-03,3.333333333333333
2023-11-04,6.666666666666666
2023-11-05,19.333333333333332
2023-11-06,4.666666666666666
2023-11-07,4.0
2023-11-08,15.333333333333332
2023-11-09,5.333333333333333
2023-11-10,3.333333333333333
2023-11-11,18.0
2023-11-12,6.0
2023-11-13,2.6666666666666665
2023-11-14,2.6666666666666665
2023-11-15,2.6666666666666665
2023-11-16,2.6666666666666665
2023-11-17,2.0
2023-11-18,2.6666666666666665
2023-11-19,2.6666666666666665
2023-11-20,2.0
2023-11-21,2.0
2023-11-22,2.0
2023-11-23,2.6666666666666665
2023-11-24,2.6666666666666665
2023-11-25,5.333333333333333
2023-11-26,18.0
2023-11-27,4.0
2023-11-28,4.0
2023-11-29,17.333333333333332
2023-11-30,5.333333333333333
2023-12-01,3.333333333333333
2023-12-02,16.0
2023-12-03,4.666666666666666
2023-12-04,2.6666666666666665
2023-12-05,2.6666666666666665
2023-12-06,2.6666666666666665
2023-12-07,2.6666666666666665
2023-12-08,2.6666666666666665
2023-12-09,14.666666666666666
2023-12-10,4.666666666666666
2023-12-11,3.333333333333333
2023-12-12,12.0
2023-12-13,4.666666666666666
2023-12-14,3.333333333333333
2023-12-15,2.6666666666666665
2023-12-16,6.0
2023-12-17,17.333333333333332
2023-12-18,5.333333333333333
2023-12-19,3.333333333333333
2023-12-20,4.666666666666666
2023-12-21,13.333333333333332
2023-12-22,5.966292134831461
2023-12-23,3.644194756554307
2023-12-24,2.8164794007490634
2023-12-25,2.8164794007490634
2023-12-26,2.8164794007490634
2023-12-27,1.9887640449438204
2023-12-28,1.9887640449438204
2023-12-29,1.9887640449438204
2023-12-30,2.8164794007490634
2023-12-31,1.9887640449438204
2024-01-01,1.9887640449438204
2024-01-02,3.149812734082397
2024-01-03,14.749063670411985
2024-01-04,4.805243445692884
2024-01-05,3.149812734082397
2024-01-06,17.89887640449438
2024-01-07,7.127340823970037
2024-01-08,4.805243445692884
2024-01-09,5.138576779026217
2024-01-10,30.325842696629216
2024-01-11,8.44943820224719
2024-01-12,5.138576779026217
2024-01-13,7.621722846441948
2024-01-14,61.812734082397
2024-01-15,7.955056179775282
2024-01-16,4.805243445692884
2024-01-17,5.632958801498127
2024-01-18,31.153558052434455
2024-01-19,7.955056179775282
2024-01-20,5.966292134831461
2024-01-21,21.75280898876405
2024-01-22,3.9550561797752812
2024-01-23,3.9550561797752812
2024-01-24,5.932584269662922
2024-01-25,3.9550561797752812
2024-01-26,3.9550561797752812
2024-01-27,15.820224719101125
2024-01-28,3.9550561797752812
2024-01-29,2.966292134831461
2024-01-30,3.9550561797752812
2024-01-31,3.9550561797752812
2024-02-01,12.853932584269664
2024-02-02,4.943820224719102
2024-02-03,7.9101123595505625
2024-02-04,31.64044943820225
2024-02-05,5.932584269662922
2024-02-06,3.9550561797752812
2024-02-07,3.9550561797752812
2024-02-08,3.9550561797752812
2024-02-09,3.9550561797752812
2024-02-10,25.70786516853933
2024-02-11,5.932584269662922
2024-02-12,3.9550561797752812
2024-02-13,21.75280898876405
2024-02-14,5.932584269662922
2024-02-15,3.9550561797752812
2024-02-16,3.9550561797752812
2024-02-17,6.9213483146067425
2024-02-18,14.831460674157304
2024-02-19,3.9550561797752812
2024-02-20,3.9550561797752812
2024-02-21,3.9550561797752812
2024-02-22,2.966292134831461
2024-02-23,2.966292134831461
2024-02-24,6.9213483146067425
2024-02-25,22.741573033707866
2024-02-26,5.932584269662922
2024-02-27,3.9550561797752812
2024-02-28,3.9550561797752812
2024-02-29,2.966292134831461
2024-03-01,2.966292134831461
2024-03-02,22.741573033707866
2024-03-03,7.9101123595505625
2024-03-04,3.9550561797752812
2024-03-05,3.9550561797752812
2024-03-06,19.775280898876407
2024-03-07,5.932584269662922
2024-03-08,3.9550561797752812
2024-03-09,6.9213483146067425
2024-03-10,19.775280898876407
2024-03-11,2.966292134831461
2024-03-12,2.966292134831461
2024-03-13,2.966292134831461
2024-03-14,2.966292134831461
2024-03-15,5.932584269662922
2024-03-16,18.786516853932586
2024-03-17,5.932584269662922
2024-03-18,3.9550561797752812
2024-03-19,4.943820224719102
2024-03-20,3.9550561797752812
2024-03-21,2.966292134831461
2024-03-22,2.966292134831461
2024-03-23,3.9550561797752812
2024-03-24,4.943820224719102
2024-03-25,3.9550561797752812
2024-03-26,2.966292134831461
2024-03-27,2.966292134831461
2024-03-28,2.966292134831461
2024-03-29,2.966292134831461
2024-03-30,5.932584269662922
2024-03-31,21.75280898876405
2024-04-01,4.943820224719102
2024-04-02,3.9550561797752812
2024-04-03,2.966292134831461
2024-04-04,2.966292134831461
2024-04-05,2.966292134831461
2024-04-06,4.943820224719102
2024-04-07,4.943820224719102
2024-04-08,4.943820224719102
2024-04-09,64.26966292134831
2024-04-10,10.876404494382024
2024-04-11,4.943820224719102
2024-04-12,4.943820224719102
2024-04-13,18.786516853932586
2024-04-14,5.932584269662922
2024-04-15,4.943820224719102
2024-04-16,8.898876404494382
2024-04-17,89.97752808988764
2024-04-18,16.808988764044944
2024-04-19,6.9213483146067425
2024-04-20,9.887640449438203
2024-04-21,72.17977528089888
2024-04-22,10.876404494382024
2024-04-23,5.932584269662922
2024-04-24,4.943820224719102
2024-04-25,4.943820224719102
2024-04-26,20.764044943820227
2024-04-27,6.9213483146067425
2024-04-28,5.932584269662922
2024-04-29,6.9213483146067425
2024-04-30,57.348314606741575
2024-05-01,10.876404494382024
2024-05-02,4.943820224719102
2024-05-03,5.932584269662922
2024-05-04,22.741573033707866
2024-05-05,6.9213483146067425
2024-05-06,5.932584269662922
2024-05-07,8.898876404494382
2024-05-08,71.19101123595506
2024-05-09,15.820224719101125
2024-05-10,6.9213483146067425
2024-05-11,20.764044943820227
2024-05-12,7.9101123595505625
2024-05-13,5.932584269662922
2024-05-14,17.797752808988765
2024-05-15,5.932584269662922
2024-05-16,4.943820224719102
2024-05-17,4.943820224719102
2024-05-18,6.9213483146067425
2024-05-19,20.764044943820227
2024-05-20,5.932584269662922
2024-05-21,4.943820224719102
2024-05-22,4.943820224719102
2024-05-23,3.9550561797752812
2024-05-24,4.943820224719102
2024-05-25,19.775280898876407
2024-05-26,6.9213483146067425
2024-05-27,4.943820224719102
2024-05-28,3.9550561797752812
2024-05-29,4.943820224719102
2024-05-30,4.943820224719102
2024-05-31,7.9101123595505625
2024-06-01,98.87640449438203
2024-06-02,16.808988764044944
2024-06-03,13.842696629213485
2024-06-04,7.9101123595505625
2024-06-05,6.9213483146067425
2024-06-06,4.943820224719102
2024-06-07,3.9550561797752812
2024-06-08,3.9550561797752812
2024-06-09,4.943820224719102
2024-06-10,2.966292134831461
2024-06-11,2.966292134831461
2024-06-12,2.966292134831461
2024-06-13,2.966292134831461
2024-06-14,2.966292134831461
2024-06-15,2.966292134831461
2024-06-16,2.966292134831461
2024-06-17,2.966292134831461
2024-06-18,1.9775280898876406
2024-06-19,1.9775280898876406
2024-06-20,1.9775280898876406
2024-06-21,2.966292134831461
2024-06-22,2.966292134831461
2024-06-23,1.9775280898876406
2024-06-24,1.9775280898876406
2024-06-25,1.9775280898876406
2024-06-26,1.9775280898876406
2024-06-27,1.9775280898876406
2024-06-28,1.9775280898876406
2024-06-29,2.966292134831461
2024-06-30,1.9775280898876406
2024-07-01,1.9775280898876406
2024-07-02,1.9775280898876406
2024-07-03,1.9775280898876406
2024-07-04,1.9775280898876406
2024-07-05,2.966292134831461
2024-07-06,1.9775280898876406
2024-07-07,2.966292134831461
2024-07-08,1.9775280898876406
2024-07-09,1.9775280898876406
2024-07-10,2.966292134831461
2024-07-11,2.966292134831461
2024-07-12,1.9775280898876406
2024-07-13,1.9775280898876406
2024-07-14,2.966292134831461
2024-07-15,2.966292134831461
2024-07-16,5.932584269662922
2024-07-17,4.943820224719102
2024-07-18,3.9550561797752812
2024-07-19,2.966292134831461
2024-07-20,3.9550561797752812
2024-07-21,3.9550561797752812
2024-07-22,3.9550561797752812
2024-07-23,3.9550561797752812
2024-07-24,3.9550561797752812
2024-07-25,2.966292134831461
2024-07-26,2.966292134831461
2024-07-27,3.9550561797752812
2024-07-28,4.943820224719102
2024-07-29,4.943820224719102
2024-07-30,4.943820224719102
2024-07-31,13.842696629213485
2024-08-01,30.65168539325843
2024-08-02,4.943820224719102
2024-08-03,37.57303370786517
2024-08-04,49.438202247191015
2024-08-05,4.943820224719102
2024-08-06,16.808988764044944
2024-08-07,18.786516853932586
2024-08-08,2.966292134831461
2024-08-09,2.966292134831461
2024-08-10,3.9550561797752812
2024-08-11,3.9550561797752812
2024-08-12,4.943820224719102
2024-08-13,6.9213483146067425
2024-08-14,52.40449438202248
2024-08-15,8.898876404494382
2024-08-16,4.943820224719102
2024-08-17,6.9213483146067425
2024-08-18,43.258426966292134
2024-08-19,7.662921348314607
2024-08-20,4.202247191011236
2024-08-21,4.202247191011236
2024-08-22,2.966292134831461
2024-08-23,4.202247191011236
2024-08-24,7.168539325842698
2024-08-25,35.59550561797753
2024-08-26,5.932584269662922
2024-08-27,4.696629213483146
2024-08-28,6.426966292134832
2024-08-29,32.62921348314607
2024-08-30,7.662921348314607
2024-08-31,8.898876404494382
2024-09-01,44.49438202247191
2024-09-02,7.662921348314607
2024-09-03,4.202247191011236
2024-09-04,3.4606741573033712
2024-09-05,2.966292134831461
2024-09-06,2.966292134831461
2024-09-07,3.4606741573033712
2024-09-08,3.4606741573033712
2024-09-09,2.966292134831461
2024-09-10,2.966292134831461
2024-09-11,2.966292134831461
2024-09-12,2.966292134831461
2024-09-13,2.966292134831461
2024-09-14,30.898876404494384
2024-09-15,7.168539325842698
2024-09-16,4.202247191011236
2024-09-17,29.662921348314608
2024-09-18,7.415730337078652
2024-09-19,4.449438202247191
2024-09-20,4.449438202247191
2024-09-21,31.14606741573034
2024-09-22,7.415730337078652
2024-09-23,4.449438202247191
2024-09-24,28.179775280898877
2024-09-25,7.415730337078652
2024-09-26,4.449438202247191
2024-09-27,4.449438202247191
2024-09-28,7.415730337078652
2024-09-29,44.49438202247191
2024-09-30,7.415730337078652
2024-10-01,5.932584269662922
2024-10-02,29.662921348314608
2024-10-03,7.415730337078652
2024-10-04,4.449438202247191
2024-10-05,32.62921348314607
2024-10-06,10.382022471910112
2024-10-07,4.449438202247191
2024-10-08,4.449438202247191
2024-10-09,2.966292134831461
2024-10-10,2.966292134831461
2024-10-11,2.966292134831461
2024-10-12,2.966292134831461
2024-10-13,2.966292134831461
2024-10-14,2.966292134831461
2024-10-15,2.966292134831461
2024-10-16,2.966292134831461
2024-10-17,2.966292134831461
2024-10-18,2.966292134831461
2024-10-19,25.213483146067418
2024-10-20,5.932584269662922
2024-10-21,4.449438202247191
2024-10-22,40.044943820224724
