Time,shein
2022-10-05,74.61080074487896
2022-10-06,72.38361266294227
2022-10-07,71.27001862197393
2022-10-08,76.83798882681565
2022-10-09,87.97392923649907
2022-10-10,77.95158286778398
2022-10-11,73.49720670391062
2022-10-12,70.1564245810056
2022-10-13,75.72439478584731
2022-10-14,67.9292364990689
2022-10-15,73.49720670391062
2022-10-16,82.40595903165736
2022-10-17,75.72439478584731
2022-10-18,79.06517690875233
2022-10-19,75.72439478584731
2022-10-20,67.9292364990689
2022-10-21,64.58845437616388
2022-10-22,67.9292364990689
2022-10-23,75.72439478584731
2022-10-24,65.70204841713222
2022-10-25,62.36126629422719
2022-10-26,60.134078212290504
2022-10-27,60.134078212290504
2022-10-28,53.45251396648045
2022-10-29,59.02048417132216
2022-10-30,62.36126629422719
2022-10-31,54.56610800744879
2022-11-01,52.33891992551211
2022-11-02,60.134078212290504
2022-11-03,63.47486033519554
2022-11-04,61.24767225325885
2022-11-05,69.04283054003724
2022-11-06,75.72439478584731
2022-11-07,69.04283054003724
2022-11-08,63.47486033519554
2022-11-09,59.02048417132216
2022-11-10,64.58845437616388
2022-11-11,72.38361266294227
2022-11-12,71.27001862197393
2022-11-13,79.06517690875233
2022-11-14,75.72439478584731
2022-11-15,67.9292364990689
2022-11-16,69.04283054003724
2022-11-17,67.9292364990689
2022-11-18,66.81564245810056
2022-11-19,73.49720670391062
2022-11-20,77.95158286778398
2022-11-21,72.38361266294227
2022-11-22,63.47486033519554
2022-11-23,69.04283054003724
2022-11-24,70.1564245810056
2022-11-25,111.35940409683427
2022-11-26,103.56424581005587
2022-11-27,85.74674115456239
2022-11-28,85.74674115456239
2022-11-29,79.06517690875233
2022-11-30,60.134078212290504
2022-12-01,64.58845437616388
2022-12-02,62.36126629422719
2022-12-03,67.9292364990689
2022-12-04,75.72439478584731
2022-12-05,66.81564245810056
2022-12-06,64.58845437616388
2022-12-07,64.58845437616388
2022-12-08,67.9292364990689
2022-12-09,63.47486033519554
2022-12-10,65.70204841713222
2022-12-11,73.49720670391062
2022-12-12,66.81564245810056
2022-12-13,59.02048417132216
2022-12-14,56.79329608938548
2022-12-15,59.02048417132216
2022-12-16,56.79329608938548
2022-12-17,57.90689013035382
2022-12-18,59.02048417132216
2022-12-19,56.79329608938548
2022-12-20,54.56610800744879
2022-12-21,54.56610800744879
2022-12-22,52.33891992551211
2022-12-23,51.225325884543764
2022-12-24,47.88454376163874
2022-12-25,66.81564245810056
2022-12-26,72.38361266294227
2022-12-27,71.27001862197393
2022-12-28,66.81564245810056
2022-12-29,66.81564245810056
2022-12-30,64.58845437616388
2022-12-31,55.679702048417134
2023-01-01,56.79329608938548
2023-01-02,70.1564245810056
2023-01-03,60.134078212290504
2023-01-04,60.134078212290504
2023-01-05,59.02048417132216
2023-01-06,60.134078212290504
2023-01-07,64.58845437616388
2023-01-08,69.04283054003724
2023-01-09,61.24767225325885
2023-01-10,62.36126629422719
2023-01-11,65.70204841713222
2023-01-12,61.24767225325885
2023-01-13,57.90689013035382
2023-01-14,69.04283054003724
2023-01-15,74.61080074487896
2023-01-16,72.38361266294227
2023-01-17,66.81564245810056
2023-01-18,66.81564245810056
2023-01-19,65.70204841713222
2023-01-20,66.81564245810056
2023-01-21,77.95158286778398
2023-01-22,81.29236499068902
2023-01-23,73.49720670391062
2023-01-24,71.27001862197393
2023-01-25,67.9292364990689
2023-01-26,66.81564245810056
2023-01-27,64.58845437616388
2023-01-28,74.61080074487896
2023-01-29,84.63314711359405
2023-01-30,72.38361266294227
2023-01-31,75.72439478584731
2023-02-01,69.04283054003724
2023-02-02,66.81564245810056
2023-02-03,67.9292364990689
2023-02-04,74.61080074487896
2023-02-05,89.08752327746741
2023-02-06,72.38361266294227
2023-02-07,64.58845437616388
2023-02-08,64.58845437616388
2023-02-09,66.81564245810056
2023-02-10,63.47486033519554
2023-02-11,73.49720670391062
2023-02-12,79.06517690875233
2023-02-13,63.47486033519554
2023-02-14,57.90689013035382
2023-02-15,62.36126629422719
2023-02-16,70.1564245810056
2023-02-17,71.27001862197393
2023-02-18,80.17877094972067
2023-02-19,85.74674115456239
2023-02-20,80.17877094972067
2023-02-21,75.72439478584731
2023-02-22,73.49720670391062
2023-02-23,79.06517690875233
2023-02-24,75.72439478584731
2023-02-25,81.29236499068902
2023-02-26,94.65549348230913
2023-02-27,86.86033519553072
2023-02-28,76.83798882681565
2023-03-01,79.06517690875233
2023-03-02,80.17877094972067
2023-03-03,73.49720670391062
2023-03-04,83.5195530726257
2023-03-05,95.76908752327748
2023-03-06,83.5195530726257
2023-03-07,80.17877094972067
2023-03-08,81.29236499068902
2023-03-09,80.17877094972067
2023-03-10,77.95158286778398
2023-03-11,85.74674115456239
2023-03-12,92.42830540037244
2023-03-13,84.63314711359405
2023-03-14,81.29236499068902
2023-03-15,77.95158286778398
2023-03-16,76.83798882681565
2023-03-17,76.83798882681565
2023-03-18,85.74674115456239
2023-03-19,95.76908752327748
2023-03-20,84.63314711359405
2023-03-21,77.95158286778398
2023-03-22,82.40595903165736
2023-03-23,80.17877094972067
2023-03-24,80.17877094972067
2023-03-25,86.86033519553072
2023-03-26,96.88268156424581
2023-03-27,83.5195530726257
2023-03-28,79.06517690875233
2023-03-29,77.95158286778398
2023-03-30,76.83798882681565
2023-03-31,75.72439478584731
2023-04-01,82.40595903165736
2023-04-02,97.99627560521415
2023-04-03,81.29236499068902
2023-04-04,76.83798882681565
2023-04-05,80.17877094972067
2023-04-06,75.72439478584731
2023-04-07,79.06517690875233
2023-04-08,76.83798882681565
2023-04-09,84.63314711359405
2023-04-10,85.74674115456239
2023-04-11,83.5195530726257
2023-04-12,82.40595903165736
2023-04-13,84.63314711359405
2023-04-14,80.17877094972067
2023-04-15,87.97392923649907
2023-04-16,102.45065176908753
2023-04-17,86.86033519553072
2023-04-18,79.06517690875233
2023-04-19,77.95158286778398
2023-04-20,77.95158286778398
2023-04-21,77.95158286778398
2023-04-22,87.97392923649907
2023-04-23,94.65549348230913
2023-04-24,86.86033519553072
2023-04-25,79.06517690875233
2023-04-26,77.95158286778398
2023-04-27,77.95158286778398
2023-04-28,76.15420301218596
2023-04-29,85.26809108432161
2023-04-30,94.50896795060277
2023-05-01,83.47071122872357
2023-05-02,80.4327485380117
2023-05-03,80.4327485380117
2023-05-04,76.15420301218596
2023-05-05,72.43245450684438
2023-05-06,77.95158286778398
2023-05-07,88.43304256917901
2023-05-08,85.95187689895128
2023-05-09,80.98954555849588
2023-05-10,76.15420301218596
2023-05-11,77.95158286778398
2023-05-12,77.95158286778398
2023-05-13,81.67333137312556
2023-05-14,89.67362540429285
2023-05-15,84.71129406383744
2023-05-16,85.95187689895128
2023-05-17,82.23012839360973
2023-05-18,82.23012839360973
2023-05-19,79.74896272338201
2023-05-20,81.67333137312556
2023-05-21,87.19245973406514
2023-05-22,86.50867391943545
2023-05-23,77.95158286778398
2023-05-24,80.98954555849588
2023-05-25,77.95158286778398
2023-05-26,77.95158286778398
2023-05-27,82.05429775556209
2023-05-28,86.15701264334018
2023-05-29,90.25972753111829
2023-05-30,82.05429775556209
2023-05-31,83.42186938482145
2023-06-01,80.68672612630272
2023-06-02,80.68672612630272
2023-06-03,82.05429775556209
2023-06-04,91.62729916037766
2023-06-05,87.52458427259955
2023-06-06,82.05429775556209
2023-06-07,80.68672612630272
2023-06-08,75.21643960926524
2023-06-09,76.58401123852461
2023-06-10,80.68672612630272
2023-06-11,87.52458427259955
2023-06-12,82.05429775556209
2023-06-13,82.05429775556209
2023-06-14,86.15701264334018
2023-06-15,82.05429775556209
2023-06-16,79.31915449704334
2023-06-17,82.05429775556209
2023-06-18,80.68672612630272
2023-06-19,86.15701264334018
2023-06-20,77.95158286778398
2023-06-21,77.95158286778398
2023-06-22,76.58401123852461
2023-06-23,77.95158286778398
2023-06-24,76.58401123852461
2023-06-25,86.15701264334018
2023-06-26,84.78944101408082
2023-06-27,83.42186938482145
2023-06-28,79.31915449704334
2023-06-29,76.58401123852461
2023-06-30,76.58401123852461
2023-07-01,76.58401123852461
2023-07-02,83.42186938482145
2023-07-03,82.05429775556209
2023-07-04,76.58401123852461
2023-07-05,73.84886798000588
2023-07-06,84.78944101408082
2023-07-07,76.58401123852461
2023-07-08,82.05429775556209
2023-07-09,84.78944101408082
2023-07-10,77.95158286778398
2023-07-11,82.05429775556209
2023-07-12,77.95158286778398
2023-07-13,120.34630337482439
2023-07-14,136.7571629259368
2023-07-15,105.30301545297134
2023-07-16,103.93544382371198
2023-07-17,94.36244241889639
2023-07-18,92.99487078963702
2023-07-19,90.25972753111829
2023-07-20,86.15701264334018
2023-07-21,80.68672612630272
2023-07-22,83.42186938482145
2023-07-23,95.73001404815577
2023-07-24,88.89215590185893
2023-07-25,90.25972753111829
2023-07-26,86.15701264334018
2023-07-27,84.78944101408082
2023-07-28,83.42186938482145
2023-07-29,83.42186938482145
2023-07-30,86.15701264334018
2023-07-31,83.42186938482145
2023-08-01,83.42186938482145
2023-08-02,80.68672612630272
2023-08-03,84.78944101408082
2023-08-04,77.95158286778398
2023-08-05,80.68672612630272
2023-08-06,88.89215590185893
2023-08-07,84.78944101408082
2023-08-08,84.78944101408082
2023-08-09,82.05429775556209
2023-08-10,84.78944101408082
2023-08-11,80.68672612630272
2023-08-12,77.95158286778398
2023-08-13,92.99487078963702
2023-08-14,83.42186938482145
2023-08-15,79.31915449704334
2023-08-16,79.31915449704334
2023-08-17,79.31915449704334
2023-08-18,80.68672612630272
2023-08-19,80.68672612630272
2023-08-20,87.52458427259955
2023-08-21,80.68672612630272
2023-08-22,77.95158286778398
2023-08-23,77.95158286778398
2023-08-24,72.4812963507465
2023-08-25,68.3785814629684
2023-08-26,75.21643960926524
2023-08-27,84.78944101408082
2023-08-28,75.21643960926524
2023-08-29,71.11372472148713
2023-08-30,68.3785814629684
2023-08-31,71.11372472148713
2023-09-01,68.3785814629684
2023-09-02,69.74615309222777
2023-09-03,77.95158286778398
2023-09-04,80.68672612630272
2023-09-05,67.01100983370904
2023-09-06,64.27586657519029
2023-09-07,64.27586657519029
2023-09-08,61.54072331667156
2023-09-09,69.74615309222777
2023-09-10,77.95158286778398
2023-09-11,71.11372472148713
2023-09-12,67.01100983370904
2023-09-13,69.74615309222777
2023-09-14,69.74615309222777
2023-09-15,64.27586657519029
2023-09-16,71.11372472148713
2023-09-17,82.05429775556209
2023-09-18,73.84886798000588
2023-09-19,73.84886798000588
2023-09-20,68.3785814629684
2023-09-21,68.3785814629684
2023-09-22,69.74615309222777
2023-09-23,73.84886798000588
2023-09-24,86.15701264334018
2023-09-25,77.95158286778398
2023-09-26,72.4812963507465
2023-09-27,65.64343820444967
2023-09-28,73.84886798000588
2023-09-29,64.27586657519029
2023-09-30,69.74615309222777
2023-10-01,77.95158286778398
2023-10-02,72.4812963507465
2023-10-03,71.11372472148713
2023-10-04,72.4812963507465
2023-10-05,67.01100983370904
2023-10-06,69.74615309222777
2023-10-07,71.11372472148713
2023-10-08,82.05429775556209
2023-10-09,76.58401123852461
2023-10-10,72.4812963507465
2023-10-11,71.11372472148713
2023-10-12,71.11372472148713
2023-10-13,67.01100983370904
2023-10-14,72.4812963507465
2023-10-15,82.05429775556209
2023-10-16,82.05429775556209
2023-10-17,75.21643960926524
2023-10-18,68.3785814629684
2023-10-19,69.74615309222777
2023-10-20,71.11372472148713
2023-10-21,65.64343820444967
2023-10-22,73.84886798000588
2023-10-23,67.01100983370904
2023-10-24,62.90829494593093
2023-10-25,61.54072331667156
2023-10-26,58.80558005815283
2023-10-27,57.438008428893454
2023-10-28,57.438008428893454
2023-10-29,62.90829494593093
2023-10-30,61.54072331667156
2023-10-31,53.335293541115355
2023-11-01,57.438008428893454
2023-11-02,64.27586657519029
2023-11-03,61.54072331667156
2023-11-04,69.74615309222777
2023-11-05,77.95158286778398
2023-11-06,71.11372472148713
2023-11-07,68.3785814629684
2023-11-08,67.01100983370904
2023-11-09,67.01100983370904
2023-11-10,69.74615309222777
2023-11-11,71.11372472148713
2023-11-12,75.21643960926524
2023-11-13,68.3785814629684
2023-11-14,67.01100983370904
2023-11-15,67.01100983370904
2023-11-16,68.3785814629684
2023-11-17,64.27586657519029
2023-11-18,65.64343820444967
2023-11-19,69.74615309222777
2023-11-20,67.01100983370904
2023-11-21,65.64343820444967
2023-11-22,65.64343820444967
2023-11-23,60.173151687412194
2023-11-24,94.36244241889639
2023-11-25,92.99487078963702
2023-11-26,83.42186938482145
2023-11-27,86.15701264334018
2023-11-28,86.15701264334018
2023-11-29,68.3785814629684
2023-11-30,64.27586657519029
2023-12-01,62.90829494593093
2023-12-02,68.3785814629684
2023-12-03,72.4812963507465
2023-12-04,68.3785814629684
2023-12-05,67.01100983370904
2023-12-06,64.27586657519029
2023-12-07,68.3785814629684
2023-12-08,60.173151687412194
2023-12-09,65.64343820444967
2023-12-10,72.4812963507465
2023-12-11,64.27586657519029
2023-12-12,60.173151687412194
2023-12-13,57.438008428893454
2023-12-14,61.54072331667156
2023-12-15,57.438008428893454
2023-12-16,58.80558005815283
2023-12-17,61.54072331667156
2023-12-18,56.07043679963409
2023-12-19,51.96772191185599
2023-12-20,51.96772191185599
2023-12-21,50.600150282596616
2023-12-22,46.73413048449802
2023-12-23,44.13048449802345
2023-12-24,41.11481372581049
2023-12-25,48.92575168523419
2023-12-26,64.27586657519029
2023-12-27,61.260195802977336
2023-12-28,61.260195802977336
2023-12-29,61.260195802977336
2023-12-30,54.54506844392172
2023-12-31,51.52939767170875
2024-01-01,46.73413048449802
2024-01-02,56.464928615766595
2024-01-03,58.65654981650277
2024-01-04,58.65654981650277
2024-01-05,56.0529038300282
2024-01-06,60.16438520260925
2024-01-07,71.40301871998432
2024-01-08,61.67222058871573
2024-01-09,57.56073921613468
2024-01-10,59.06857460224117
2024-01-11,53.44925784355364
2024-01-12,56.464928615766595
2024-01-13,60.57640998834765
2024-01-14,62.768031189083814
2024-01-15,62.768031189083814
2024-01-16,60.16438520260925
2024-01-17,62.768031189083814
2024-01-18,59.06857460224117
2024-01-19,57.56073921613468
2024-01-20,64.27586657519029
2024-01-21,66.7480152896207
2024-01-22,63.4518170037135
2024-01-23,60.155618717806306
2024-01-24,60.155618717806306
2024-01-25,60.155618717806306
2024-01-26,56.85942043189911
2024-01-27,60.979668289283104
2024-01-28,67.57206486109749
2024-01-29,60.979668289283104
2024-01-30,59.33156914632951
2024-01-31,59.33156914632951
2024-02-01,59.33156914632951
2024-02-02,56.85942043189911
2024-02-03,63.4518170037135
2024-02-04,71.69231271848149
2024-02-05,58.50751957485271
2024-02-06,58.50751957485271
2024-02-07,60.979668289283104
2024-02-08,56.85942043189911
2024-02-09,53.563222145991915
2024-02-10,56.85942043189911
2024-02-11,60.155618717806306
2024-02-12,53.563222145991915
2024-02-13,56.85942043189911
2024-02-14,51.09107343156152
2024-02-15,51.09107343156152
2024-02-16,56.85942043189911
2024-02-17,62.6277674322367
2024-02-18,76.63661014734228
2024-02-19,74.16446143291188
2024-02-20,66.7480152896207
2024-02-21,64.27586657519029
2024-02-22,67.57206486109749
2024-02-23,68.3961144325743
2024-02-24,66.7480152896207
2024-02-25,74.16446143291188
2024-02-26,69.22016400405109
2024-02-27,66.7480152896207
2024-02-28,63.4518170037135
2024-02-29,66.7480152896207
2024-03-01,63.4518170037135
2024-03-02,70.04421357552789
2024-03-03,74.16446143291188
2024-03-04,67.57206486109749
2024-03-05,70.04421357552789
2024-03-06,64.27586657519029
2024-03-07,65.0999161466671
2024-03-08,65.0999161466671
2024-03-09,70.86826314700468
2024-03-10,74.98851100438868
2024-03-11,69.22016400405109
2024-03-12,67.57206486109749
2024-03-13,65.92396571814389
2024-03-14,65.0999161466671
2024-03-15,65.0999161466671
2024-03-16,70.04421357552789
2024-03-17,79.10875886177267
2024-03-18,69.22016400405109
2024-03-19,66.7480152896207
2024-03-20,68.3961144325743
2024-03-21,61.8037178607599
2024-03-22,62.6277674322367
2024-03-23,69.22016400405109
2024-03-24,70.86826314700468
2024-03-25,69.22016400405109
2024-03-26,65.0999161466671
2024-03-27,67.57206486109749
2024-03-28,65.92396571814389
2024-03-29,61.8037178607599
2024-03-30,65.92396571814389
2024-03-31,66.7480152896207
2024-04-01,69.22016400405109
2024-04-02,70.86826314700468
2024-04-03,66.7480152896207
2024-04-04,65.92396571814389
2024-04-05,66.7480152896207
2024-04-06,65.0999161466671
2024-04-07,73.34041186143509
2024-04-08,65.92396571814389
2024-04-09,65.92396571814389
2024-04-10,69.22016400405109
2024-04-11,66.7480152896207
2024-04-12,67.57206486109749
2024-04-13,66.7480152896207
2024-04-14,80.75685800472627
2024-04-15,73.34041186143509
2024-04-16,70.04421357552789
2024-04-17,68.3961144325743
2024-04-18,67.57206486109749
2024-04-19,65.0999161466671
2024-04-20,65.0999161466671
2024-04-21,79.10875886177267
2024-04-22,71.69231271848149
2024-04-23,67.57206486109749
2024-04-24,65.92396571814389
2024-04-25,65.92396571814389
2024-04-26,61.8037178607599
2024-04-27,65.0999161466671
2024-04-28,74.16446143291188
2024-04-29,71.69231271848149
2024-04-30,70.04421357552789
2024-05-01,65.0999161466671
2024-05-02,63.4518170037135
2024-05-03,63.4518170037135
2024-05-04,67.57206486109749
2024-05-05,77.46065971881907
2024-05-06,69.22016400405109
2024-05-07,67.57206486109749
2024-05-08,67.57206486109749
2024-05-09,65.92396571814389
2024-05-10,60.979668289283104
2024-05-11,67.57206486109749
2024-05-12,68.3961144325743
2024-05-13,75.81256057586548
2024-05-14,70.04421357552789
2024-05-15,68.3961144325743
2024-05-16,66.7480152896207
2024-05-17,63.4518170037135
2024-05-18,67.57206486109749
2024-05-19,82.40495714767987
2024-05-20,73.34041186143509
2024-05-21,70.86826314700468
2024-05-22,65.0999161466671
2024-05-23,62.6277674322367
2024-05-24,66.7480152896207
2024-05-25,65.0999161466671
2024-05-26,74.16446143291188
2024-05-27,78.28470929029588
2024-05-28,67.57206486109749
2024-05-29,68.3961144325743
2024-05-30,69.22016400405109
2024-05-31,68.3961144325743
2024-06-01,68.3961144325743
2024-06-02,79.10875886177267
2024-06-03,71.69231271848149
2024-06-04,70.86826314700468
2024-06-05,70.86826314700468
2024-06-06,70.86826314700468
2024-06-07,70.86826314700468
2024-06-08,73.34041186143509
2024-06-09,76.63661014734228
2024-06-10,75.81256057586548
2024-06-11,70.86826314700468
2024-06-12,71.69231271848149
2024-06-13,72.51636228995828
2024-06-14,66.7480152896207
2024-06-15,64.27586657519029
2024-06-16,69.22016400405109
2024-06-17,74.16446143291188
2024-06-18,70.86826314700468
2024-06-19,76.63661014734228
2024-06-20,70.86826314700468
2024-06-21,70.04421357552789
2024-06-22,70.86826314700468
2024-06-23,80.75685800472627
2024-06-24,74.16446143291188
2024-06-25,74.98851100438868
2024-06-26,66.7480152896207
2024-06-27,72.51636228995828
2024-06-28,68.3961144325743
2024-06-29,67.57206486109749
2024-06-30,75.81256057586548
2024-07-01,70.04421357552789
2024-07-02,69.22016400405109
2024-07-03,63.4518170037135
2024-07-04,63.4518170037135
2024-07-05,64.27586657519029
2024-07-06,67.57206486109749
2024-07-07,70.04421357552789
2024-07-08,70.04421357552789
2024-07-09,68.3961144325743
2024-07-10,70.86826314700468
2024-07-11,69.22016400405109
2024-07-12,66.7480152896207
2024-07-13,65.92396571814389
2024-07-14,68.3961144325743
2024-07-15,69.22016400405109
2024-07-16,70.04421357552789
2024-07-17,72.51636228995828
2024-07-18,69.22016400405109
2024-07-19,65.92396571814389
2024-07-20,69.22016400405109
2024-07-21,76.63661014734228
2024-07-22,81.58090757620307
2024-07-23,75.81256057586548
2024-07-24,73.34041186143509
2024-07-25,71.69231271848149
2024-07-26,70.04421357552789
2024-07-27,65.0999161466671
2024-07-28,71.69231271848149
2024-07-29,73.34041186143509
2024-07-30,70.86826314700468
2024-07-31,70.04421357552789
2024-08-01,68.3961144325743
2024-08-02,69.22016400405109
2024-08-03,70.04421357552789
2024-08-04,75.81256057586548
2024-08-05,69.22016400405109
2024-08-06,67.57206486109749
2024-08-07,71.69231271848149
2024-08-08,67.57206486109749
2024-08-09,66.7480152896207
2024-08-10,65.92396571814389
2024-08-11,74.16446143291188
2024-08-12,69.22016400405109
2024-08-13,69.22016400405109
2024-08-14,69.22016400405109
2024-08-15,64.27586657519029
2024-08-16,62.6277674322367
2024-08-17,61.8037178607599
2024-08-18,69.6733492678755
2024-08-19,65.8131607947621
2024-08-20,63.67705416533622
2024-08-21,62.81501324349248
2024-08-22,60.228890477961244
2024-08-23,61.95297232164873
2024-08-24,65.8131607947621
2024-08-25,70.12336540398084
2024-08-26,61.09093139980499
2024-08-27,64.08907895107461
2024-08-28,61.50295618554339
2024-08-29,62.81501324349248
2024-08-30,61.09093139980499
2024-08-31,64.53909508717996
2024-09-01,69.6733492678755
2024-09-02,75.2956109350433
2024-09-03,65.4011360090237
2024-09-04,61.50295618554339
2024-09-05,59.3668495561175
2024-09-06,58.50480863427376
2024-09-07,63.67705416533622
2024-09-08,73.98355387709421
2024-09-09,66.67520171660586
2024-09-10,60.228890477961244
2024-09-11,62.36499710738713
2024-09-12,62.36499710738713
2024-09-13,62.36499710738713
2024-09-14,66.67520171660586
2024-09-15,68.39928356029334
2024-09-16,64.08907895107461
2024-09-17,63.902291326958945
2024-09-18,64.80232359916964
2024-09-19,63.00225905474826
2024-09-20,59.4021299659055
2024-09-21,63.902291326958945
2024-09-22,71.10254950464446
