Time,aaron_judge
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,1.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,1.0
2022-01-07,0.0
2022-01-08,1.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,1.0
2022-01-12,1.0
2022-01-13,1.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,1.0
2022-01-24,1.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,1.0
2022-01-30,0.0
2022-01-31,1.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,1.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,1.0
2022-02-11,0.0
2022-02-12,1.0
2022-02-13,0.0
2022-02-14,1.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,1.0
2022-02-18,1.0
2022-02-19,1.0
2022-02-20,1.0
2022-02-21,1.0
2022-02-22,1.0
2022-02-23,1.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,1.0
2022-02-28,1.0
2022-03-01,1.0
2022-03-02,1.0
2022-03-03,1.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,1.0
2022-03-11,1.0
2022-03-12,1.0
2022-03-13,1.0
2022-03-14,1.0
2022-03-15,2.0
2022-03-16,4.0
2022-03-17,2.0
2022-03-18,1.0
2022-03-19,1.0
2022-03-20,2.0
2022-03-21,2.0
2022-03-22,2.0
2022-03-23,3.0
2022-03-24,2.0
2022-03-25,1.0
2022-03-26,2.0
2022-03-27,2.0
2022-03-28,2.0
2022-03-29,1.0
2022-03-30,1.0
2022-03-31,2.0
2022-04-01,2.0
2022-04-02,2.0
2022-04-03,2.0
2022-04-04,3.0
2022-04-05,2.0
2022-04-06,3.0
2022-04-07,4.0
2022-04-08,20.0
2022-04-09,14.0
2022-04-10,8.0
2022-04-11,8.0
2022-04-12,4.0
2022-04-13,3.0
2022-04-14,4.0
2022-04-15,4.0
2022-04-16,3.0
2022-04-17,4.0
2022-04-18,2.0
2022-04-19,2.0
2022-04-20,2.0
2022-04-21,2.0
2022-04-22,2.0
2022-04-23,5.0
2022-04-24,6.0
2022-04-25,2.0
2022-04-26,3.0
2022-04-27,4.0
2022-04-28,3.0
2022-04-29,2.0
2022-04-30,4.0
2022-05-01,5.0
2022-05-02,3.0
2022-05-03,2.0
2022-05-04,6.0
2022-05-05,5.0
2022-05-06,4.0
2022-05-07,3.0
2022-05-08,4.0
2022-05-09,2.0
2022-05-10,2.0
2022-05-11,8.0
2022-05-12,3.0
2022-05-13,5.0
2022-05-14,6.0
2022-05-15,4.0
2022-05-16,2.0
2022-05-17,3.0
2022-05-18,7.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,4.0
2022-05-22,4.0
2022-05-23,4.0
2022-05-24,10.0
2022-05-25,5.0
2022-05-26,4.0
2022-05-27,4.0
2022-05-28,4.0
2022-05-29,4.0
2022-05-30,3.0
2022-05-31,3.0
2022-06-01,4.0
2022-06-02,3.0
2022-06-03,4.0
2022-06-04,11.0
2022-06-05,7.0
2022-06-06,3.0
2022-06-07,3.0
2022-06-08,7.0
2022-06-09,4.0
2022-06-10,4.0
2022-06-11,5.0
2022-06-12,15.0
2022-06-13,5.0
2022-06-14,4.0
2022-06-15,5.0
2022-06-16,6.0
2022-06-17,5.0
2022-06-18,6.0
2022-06-19,6.0
2022-06-20,4.0
2022-06-21,5.0
2022-06-22,7.0
2022-06-23,13.0
2022-06-24,23.0
2022-06-25,13.0
2022-06-26,13.0
2022-06-27,10.0
2022-06-28,8.0
2022-06-29,7.0
2022-06-30,6.0
2022-07-01,5.0
2022-07-02,5.0
2022-07-03,6.0
2022-07-04,2.0
2022-07-05,3.0
2022-07-06,4.0
2022-07-07,12.0
2022-07-08,9.0
2022-07-09,7.0
2022-07-10,10.0
2022-07-11,10.0
2022-07-12,4.0
2022-07-13,5.0
2022-07-14,5.0
2022-07-15,5.0
2022-07-16,7.0
2022-07-17,19.0
2022-07-18,7.0
2022-07-19,15.0
2022-07-20,20.0
2022-07-21,7.0
2022-07-22,7.0
2022-07-23,11.0
2022-07-24,12.0
2022-07-25,7.0
2022-07-26,6.0
2022-07-27,9.0
2022-07-28,7.0
2022-07-29,13.0
2022-07-30,39.0
2022-07-31,24.0
2022-08-01,9.0
2022-08-02,18.0
2022-08-03,9.0
2022-08-04,5.0
2022-08-05,7.0
2022-08-06,10.0
2022-08-07,11.0
2022-08-08,5.0
2022-08-09,9.0
2022-08-10,8.0
2022-08-11,7.0
2022-08-12,6.0
2022-08-13,13.0
2022-08-14,11.0
2022-08-15,8.0
2022-08-16,5.0
2022-08-17,5.0
2022-08-18,6.0
2022-08-19,5.0
2022-08-20,6.0
2022-08-21,7.0
2022-08-22,5.0
2022-08-23,9.0
2022-08-24,13.0
2022-08-25,4.0
2022-08-26,7.0
2022-08-27,11.0
2022-08-28,7.0
2022-08-29,4.204320432043204
2022-08-30,13.112961296129614
2022-08-31,15.215121512151216
2022-09-01,6.306480648064807
2022-09-02,4.704320432043204
2022-09-03,6.306480648064807
2022-09-04,16.215121512151214
2022-09-05,19.419441944194418
2022-09-06,13.112961296129614
2022-09-07,13.112961296129614
2022-09-08,15.215121512151216
2022-09-09,9.408640864086408
2022-09-10,15.215121512151216
2022-09-11,13.112961296129614
2022-09-12,7.306480648064807
2022-09-13,8.408640864086408
2022-09-14,30.93024302430243
2022-09-15,17.817281728172816
2022-09-16,9.408640864086408
2022-09-17,19.419441944194418
2022-09-18,30.93024302430243
2022-09-19,24.12376237623762
2022-09-20,18.317281728172816
2022-09-21,77.57560756075608
2022-09-22,68.66696669666968
2022-09-23,79.17776777677767
2022-09-24,99.5972097209721
2022-09-25,37.73672367236723
2022-09-26,46.64536453645364
2022-09-27,40.338883888388835
2022-09-28,55.10801080108011
2022-09-29,171.93699369936994
2022-09-30,44.086408640864086
2022-10-01,70.53825382538254
2022-10-02,37.473447344734474
2022-10-03,26.451845184518454
2022-10-04,41.88208820882088
2022-10-05,220.43204320432045
2022-10-06,50.6993699369937
2022-10-07,26.451845184518454
2022-10-08,17.634563456345635
2022-10-09,13.225922592259227
2022-10-10,8.817281728172818
2022-10-11,11.021602160216021
2022-10-12,15.430243024302431
2022-10-13,6.612961296129614
2022-10-14,13.225922592259227
2022-10-15,11.021602160216021
2022-10-16,19.83888388838884
2022-10-17,11.021602160216021
2022-10-18,15.430243024302431
2022-10-19,11.021602160216021
2022-10-20,15.430243024302431
2022-10-21,11.021602160216021
2022-10-22,11.021602160216021
2022-10-23,11.021602160216021
2022-10-24,26.451845184518454
2022-10-25,11.021602160216021
2022-10-26,11.021602160216021
2022-10-27,8.817281728172818
2022-10-28,8.817281728172818
2022-10-29,8.817281728172818
2022-10-30,6.612961296129614
2022-10-31,4.408640864086409
2022-11-01,4.408640864086409
2022-11-02,4.408640864086409
2022-11-03,4.408640864086409
2022-11-04,4.408640864086409
2022-11-05,6.612961296129614
2022-11-06,6.612961296129614
2022-11-07,8.817281728172818
2022-11-08,8.817281728172818
2022-11-09,4.408640864086409
2022-11-10,6.612961296129614
2022-11-11,11.021602160216021
2022-11-12,6.612961296129614
2022-11-13,8.817281728172818
2022-11-14,4.408640864086409
2022-11-15,8.817281728172818
2022-11-16,6.612961296129614
2022-11-17,8.817281728172818
2022-11-18,19.83888388838884
2022-11-19,13.225922592259227
2022-11-20,8.817281728172818
2022-11-21,6.612961296129614
2022-11-22,15.430243024302431
2022-11-23,17.634563456345635
2022-11-24,13.225922592259227
2022-11-25,13.225922592259227
2022-11-26,8.817281728172818
2022-11-27,6.612961296129614
2022-11-28,8.817281728172818
2022-11-29,6.612961296129614
2022-11-30,13.225922592259227
2022-12-01,11.021602160216021
2022-12-02,11.021602160216021
2022-12-03,13.225922592259227
2022-12-04,15.430243024302431
2022-12-05,24.247524752475247
2022-12-06,70.53825382538254
2022-12-07,152.0981098109811
2022-12-08,33.064806480648066
2022-12-09,15.430243024302431
2022-12-10,8.817281728172818
2022-12-11,6.612961296129614
2022-12-12,4.408640864086409
2022-12-13,4.408640864086409
2022-12-14,6.612961296129614
2022-12-15,4.408640864086409
2022-12-16,4.408640864086409
2022-12-17,4.408640864086409
2022-12-18,4.408640864086409
2022-12-19,4.408640864086409
2022-12-20,4.408640864086409
2022-12-21,15.430243024302431
2022-12-22,8.817281728172818
2022-12-23,4.408640864086409
2022-12-24,4.408640864086409
2022-12-25,4.408640864086409
2022-12-26,2.2043204320432044
2022-12-27,2.2043204320432044
2022-12-28,2.2043204320432044
2022-12-29,2.2043204320432044
2022-12-30,2.2043204320432044
2022-12-31,2.2043204320432044
2023-01-01,2.2043204320432044
2023-01-02,2.2043204320432044
2023-01-03,2.2043204320432044
2023-01-04,2.2043204320432044
2023-01-05,2.2043204320432044
2023-01-06,2.2043204320432044
2023-01-07,2.2043204320432044
2023-01-08,2.2043204320432044
2023-01-09,2.2043204320432044
2023-01-10,2.2043204320432044
2023-01-11,2.2043204320432044
2023-01-12,2.2043204320432044
2023-01-13,2.2043204320432044
2023-01-14,2.2043204320432044
2023-01-15,2.2043204320432044
2023-01-16,2.2043204320432044
2023-01-17,2.2043204320432044
2023-01-18,2.2043204320432044
2023-01-19,2.2043204320432044
2023-01-20,2.2043204320432044
2023-01-21,2.2043204320432044
2023-01-22,2.2043204320432044
2023-01-23,2.2043204320432044
2023-01-24,6.612961296129614
2023-01-25,2.2043204320432044
2023-01-26,2.2043204320432044
2023-01-27,2.2043204320432044
2023-01-28,2.2043204320432044
2023-01-29,2.2043204320432044
2023-01-30,2.2043204320432044
2023-01-31,2.2043204320432044
2023-02-01,2.2043204320432044
2023-02-02,2.2043204320432044
2023-02-03,2.2043204320432044
2023-02-04,2.2043204320432044
2023-02-05,2.2043204320432044
2023-02-06,2.2043204320432044
2023-02-07,2.2043204320432044
2023-02-08,2.2043204320432044
2023-02-09,2.2043204320432044
2023-02-10,2.2043204320432044
2023-02-11,2.2043204320432044
2023-02-12,2.2043204320432044
2023-02-13,2.2043204320432044
2023-02-14,2.2043204320432044
2023-02-15,2.2043204320432044
2023-02-16,2.2043204320432044
2023-02-17,2.2043204320432044
2023-02-18,2.2043204320432044
2023-02-19,2.2043204320432044
2023-02-20,2.2043204320432044
2023-02-21,2.2043204320432044
2023-02-22,2.2043204320432044
2023-02-23,2.2043204320432044
2023-02-24,2.2043204320432044
2023-02-25,4.408640864086409
2023-02-26,2.2043204320432044
2023-02-27,2.2043204320432044
2023-02-28,2.2043204320432044
2023-03-01,2.2043204320432044
2023-03-02,2.2043204320432044
2023-03-03,2.2043204320432044
2023-03-04,2.2043204320432044
2023-03-05,2.2043204320432044
2023-03-06,2.2043204320432044
2023-03-07,2.2043204320432044
2023-03-08,2.2043204320432044
2023-03-09,2.2043204320432044
2023-03-10,2.2043204320432044
2023-03-11,2.2043204320432044
2023-03-12,4.408640864086409
2023-03-13,2.2043204320432044
2023-03-14,2.2043204320432044
2023-03-15,2.2043204320432044
2023-03-16,2.2043204320432044
2023-03-17,2.2043204320432044
2023-03-18,2.2043204320432044
2023-03-19,2.2043204320432044
2023-03-20,2.2043204320432044
2023-03-21,2.2043204320432044
2023-03-22,4.408640864086409
2023-03-23,2.2043204320432044
2023-03-24,2.2043204320432044
2023-03-25,2.2043204320432044
2023-03-26,2.2043204320432044
2023-03-27,2.2043204320432044
2023-03-28,2.2043204320432044
2023-03-29,2.2043204320432044
2023-03-30,17.634563456345635
2023-03-31,8.817281728172818
2023-04-01,8.817281728172818
2023-04-02,8.817281728172818
2023-04-03,6.612961296129614
2023-04-04,6.612961296129614
2023-04-05,4.408640864086409
2023-04-06,2.2043204320432044
2023-04-07,4.408640864086409
2023-04-08,4.408640864086409
2023-04-09,11.021602160216021
2023-04-10,6.612961296129614
2023-04-11,4.408640864086409
2023-04-12,4.408640864086409
2023-04-13,4.408640864086409
2023-04-14,4.408640864086409
2023-04-15,6.612961296129614
2023-04-16,4.408640864086409
2023-04-17,2.2043204320432044
2023-04-18,2.2043204320432044
2023-04-19,4.408640864086409
2023-04-20,6.612961296129614
2023-04-21,4.408640864086409
2023-04-22,4.408640864086409
2023-04-23,4.408640864086409
2023-04-24,2.2043204320432044
2023-04-25,2.2043204320432044
2023-04-26,8.557949912638323
2023-04-27,6.159130618944248
2023-04-28,10.956769206332398
2023-04-29,10.697437390797903
2023-04-30,6.937126065547732
2023-05-01,6.288796526711495
2023-05-02,4.408640864086409
2023-05-03,2.7878170169958176
2023-05-04,2.6581511092285703
2023-05-05,2.3988192936940753
2023-05-06,4.019643140784667
2023-05-07,2.6581511092285703
2023-05-08,2.3988192936940753
2023-05-09,2.7878170169958176
2023-05-10,4.149309048551914
2023-05-11,2.3988192936940753
2023-05-12,2.5284852014613226
2023-05-13,6.418462434478743
2023-05-14,4.538306771853656
2023-05-15,2.5284852014613226
2023-05-16,15.884073701487797
2023-05-17,13.09625668449198
2023-05-18,6.418462434478743
2023-05-19,7.066791973314979
2023-05-20,8.428284004871076
2023-05-21,8.428284004871076
2023-05-22,4.149309048551914
2023-05-23,2.6581511092285703
2023-05-24,6.54812834224599
2023-05-25,4.408640864086409
2023-05-26,5.445968126224387
2023-05-27,5.705299941758882
2023-05-28,6.483295388362366
2023-05-29,4.667972679620903
2023-05-30,11.669931699052258
2023-05-31,9.854608990310796
2023-06-01,4.667972679620903
2023-06-02,4.927304495155398
2023-06-03,8.557949912638323
2023-06-04,25.933181553449465
2023-06-05,15.04124530100069
2023-06-06,12.447927145655743
2023-06-07,9.854608990310796
2023-06-08,7.26129083496585
2023-06-09,5.445968126224387
2023-06-10,6.483295388362366
2023-06-11,7.26129083496585
2023-06-12,4.927304495155398
2023-06-13,4.927304495155398
2023-06-14,5.1866363106898925
2023-06-15,5.1866363106898925
2023-06-16,6.223963572827872
2023-06-17,5.1866363106898925
2023-06-18,5.445968126224387
2023-06-19,4.667972679620903
2023-06-20,4.408640864086409
2023-06-21,4.408640864086409
2023-06-22,4.149309048551914
2023-06-23,4.149309048551914
2023-06-24,7.779954466034839
2023-06-25,8.039286281569334
2023-06-26,4.927304495155398
2023-06-27,3.8899772330174196
2023-06-28,4.667972679620903
2023-06-29,4.667972679620903
2023-06-30,5.1866363106898925
2023-07-01,5.705299941758882
2023-07-02,5.705299941758882
2023-07-03,4.667972679620903
2023-07-04,5.964631757293376
2023-07-05,4.667972679620903
2023-07-06,4.927304495155398
2023-07-07,4.667972679620903
2023-07-08,4.927304495155398
2023-07-09,4.927304495155398
2023-07-10,3.8899772330174196
2023-07-11,4.408640864086409
2023-07-12,4.667972679620903
2023-07-13,3.3713136019484304
2023-07-14,7.26129083496585
2023-07-15,5.445968126224387
2023-07-16,4.667972679620903
2023-07-17,3.3713136019484304
2023-07-18,4.667972679620903
2023-07-19,4.408640864086409
2023-07-20,3.630645417482925
2023-07-21,3.3713136019484304
2023-07-22,4.927304495155398
2023-07-23,4.667972679620903
2023-07-24,3.8899772330174196
2023-07-25,3.8899772330174196
2023-07-26,3.8899772330174196
2023-07-27,4.149309048551914
2023-07-28,6.483295388362366
2023-07-29,7.779954466034839
2023-07-30,12.188595330121247
2023-07-31,6.483295388362366
2023-08-01,5.445968126224387
2023-08-02,4.667972679620903
2023-08-03,4.927304495155398
2023-08-04,5.445968126224387
2023-08-05,5.705299941758882
2023-08-06,4.149309048551914
2023-08-07,2.3339863398104517
2023-08-08,2.852649970879441
2023-08-09,3.3713136019484304
2023-08-10,2.3339863398104517
2023-08-11,2.3339863398104517
2023-08-12,3.630645417482925
2023-08-13,3.111981786413936
2023-08-14,2.5933181553449463
2023-08-15,3.3713136019484304
2023-08-16,3.3713136019484304
2023-08-17,3.111981786413936
2023-08-18,3.111981786413936
2023-08-19,4.927304495155398
2023-08-20,3.8899772330174196
2023-08-21,2.5933181553449463
2023-08-22,2.074654524275957
2023-08-23,3.111981786413936
2023-08-24,9.854608990310796
2023-08-25,3.8899772330174196
2023-08-26,3.111981786413936
2023-08-27,2.852649970879441
2023-08-28,2.5933181553449463
2023-08-29,3.3713136019484304
2023-08-30,2.3339863398104517
2023-08-31,3.111981786413936
2023-09-01,1.8153227087414625
2023-09-02,7.26129083496585
2023-09-03,6.223963572827872
2023-09-04,3.8899772330174196
2023-09-05,2.5933181553449463
2023-09-06,3.111981786413936
2023-09-07,2.852649970879441
2023-09-08,2.3339863398104517
2023-09-09,2.852649970879441
2023-09-10,2.3339863398104517
2023-09-11,1.555990893206968
2023-09-12,3.630645417482925
2023-09-13,2.3339863398104517
2023-09-14,2.3339863398104517
2023-09-15,4.408640864086409
2023-09-16,3.8899772330174196
2023-09-17,3.111981786413936
2023-09-18,1.2966590776724731
2023-09-19,1.2966590776724731
2023-09-20,2.3339863398104517
2023-09-21,2.852649970879441
2023-09-22,2.3339863398104517
2023-09-23,12.447927145655743
2023-09-24,4.667972679620903
2023-09-25,2.852649970879441
2023-09-26,2.3339863398104517
2023-09-27,2.5933181553449463
2023-09-28,6.223963572827872
2023-09-29,2.074654524275957
2023-09-30,2.5933181553449463
2023-10-01,2.5933181553449463
2023-10-02,1.8153227087414625
2023-10-03,1.555990893206968
2023-10-04,1.555990893206968
2023-10-05,1.2966590776724731
2023-10-06,1.2966590776724731
2023-10-07,1.2966590776724731
2023-10-08,1.0373272621379785
2023-10-09,0.777995446603484
