Time,outlook
2024-09-23,73.22410390298388
2024-09-24,76.21284283779956
2024-09-25,73.22410390298388
2024-09-26,71.72973443557606
2024-09-27,62.76351763112905
2024-09-28,28.393019880748856
2024-09-29,25.404280945933188
2024-09-30,71.72973443557606
2024-10-01,71.72973443557606
2024-10-02,76.21284283779956
2024-10-03,76.21284283779956
2024-10-04,64.25788709853688
2024-10-05,26.89865041334102
2024-10-06,25.404280945933188
2024-10-07,70.23536496816823
2024-10-08,70.23536496816823
2024-10-09,71.72973443557606
2024-10-10,82.1903207074309
2024-10-11,61.26914816372121
2024-10-12,28.393019880748856
2024-10-13,23.909911478525352
2024-10-14,64.25788709853688
2024-10-15,77.70721230520739
2024-10-16,74.71847337039172
2024-10-17,73.22410390298388
2024-10-18,67.24662603335256
2024-10-19,26.89865041334102
2024-10-20,23.909911478525352
2024-10-21,73.22410390298388
2024-10-22,73.22410390298388
2024-10-23,73.22410390298388
2024-10-24,71.72973443557606
2024-10-25,61.26914816372121
2024-10-26,25.404280945933188
2024-10-27,22.415542011117516
2024-10-28,70.23536496816823
2024-10-29,73.22410390298388
2024-10-30,71.72973443557606
2024-10-31,70.23536496816823
2024-11-01,64.25788709853688
2024-11-02,26.89865041334102
2024-11-03,23.909911478525352
2024-11-04,71.72973443557606
2024-11-05,62.76351763112905
2024-11-06,50.808561891866376
2024-11-07,67.24662603335256
2024-11-08,62.76351763112905
2024-11-09,26.89865041334102
2024-11-10,22.415542011117516
2024-11-11,56.78603976149771
2024-11-12,67.24662603335256
2024-11-13,67.24662603335256
2024-11-14,65.75225656594472
2024-11-15,59.774778696313376
2024-11-16,25.404280945933188
2024-11-17,25.404280945933188
2024-11-18,68.74099550076039
2024-11-19,73.22410390298388
2024-11-20,76.21284283779956
2024-11-21,70.23536496816823
2024-11-22,61.26914816372121
2024-11-23,26.89865041334102
2024-11-24,22.415542011117516
2024-11-25,149.43694674078344
2024-11-26,70.23536496816823
2024-11-27,56.78603976149771
2024-11-28,22.415542011117516
2024-11-29,26.89865041334102
2024-11-30,22.415542011117516
2024-12-01,22.415542011117516
2024-12-02,70.23536496816823
2024-12-03,71.72973443557606
2024-12-04,73.22410390298388
2024-12-05,68.74099550076039
2024-12-06,64.25788709853688
2024-12-07,25.404280945933188
2024-12-08,23.909911478525352
2024-12-09,65.75225656594472
2024-12-10,73.22410390298388
2024-12-11,68.74099550076039
2024-12-12,68.74099550076039
2024-12-13,61.26914816372121
2024-12-14,28.393019880748856
2024-12-15,23.909911478525352
2024-12-16,68.74099550076039
2024-12-17,70.23536496816823
2024-12-18,68.74099550076039
2024-12-19,67.24662603335256
2024-12-20,62.76351763112905
2024-12-21,23.909911478525352
2024-12-22,20.921172543709684
2024-12-23,50.808561891866376
2024-12-24,34.370497750380196
2024-12-25,22.415542011117516
2024-12-26,44.83108402223503
2024-12-27,44.83108402223503
2024-12-28,23.909911478525352
2024-12-29,20.921172543709684
2024-12-30,52.302931359274204
2024-12-31,44.83108402223503
2025-01-01,22.415542011117516
2025-01-02,61.26914816372121
2025-01-03,56.78603976149771
2025-01-04,26.89865041334102
2025-01-05,25.404280945933188
2025-01-06,70.23536496816823
2025-01-07,80.69595124002306
2025-01-08,73.22410390298388
2025-01-09,71.72973443557606
2025-01-10,67.24662603335256
2025-01-11,29.887389348156688
2025-01-12,25.404280945933188
2025-01-13,74.71847337039172
2025-01-14,76.21284283779956
2025-01-15,77.70721230520739
2025-01-16,77.70721230520739
2025-01-17,70.23536496816823
2025-01-18,28.393019880748856
2025-01-19,23.909911478525352
2025-01-20,47.819822957050704
2025-01-21,76.21284283779956
2025-01-22,77.70721230520739
2025-01-23,76.21284283779956
2025-01-24,70.23536496816823
2025-01-25,28.393019880748856
2025-01-26,23.909911478525352
2025-01-27,73.22410390298388
2025-01-28,77.70721230520739
2025-01-29,74.71847337039172
2025-01-30,74.71847337039172
2025-01-31,67.24662603335256
2025-02-01,29.887389348156688
2025-02-02,26.89865041334102
2025-02-03,76.21284283779956
2025-02-04,74.71847337039172
2025-02-05,74.71847337039172
2025-02-06,77.70721230520739
2025-02-07,65.75225656594472
2025-02-08,29.887389348156688
2025-02-09,25.404280945933188
2025-02-10,70.23536496816823
2025-02-11,77.70721230520739
2025-02-12,74.71847337039172
2025-02-13,74.71847337039172
2025-02-14,67.24662603335256
2025-02-15,29.887389348156688
2025-02-16,26.89865041334102
2025-02-17,56.78603976149771
2025-02-18,77.70721230520739
2025-02-19,77.70721230520739
2025-02-20,71.72973443557606
2025-02-21,68.74099550076039
2025-02-22,31.381758815564524
2025-02-23,26.89865041334102
2025-02-24,76.21284283779956
2025-02-25,79.20158177261523
2025-02-26,77.70721230520739
2025-02-27,77.70721230520739
2025-02-28,70.23536496816823
2025-03-01,59.774778696313376
2025-03-02,46.32545348964287
2025-03-03,85.17905964224657
2025-03-04,82.1903207074309
2025-03-05,79.20158177261523
2025-03-06,77.70721230520739
2025-03-07,70.23536496816823
2025-03-08,31.381758815564524
2025-03-09,26.89865041334102
2025-03-10,74.71847337039172
2025-03-11,79.20158177261523
2025-03-12,77.70721230520739
2025-03-13,76.21284283779956
2025-03-14,71.72973443557606
2025-03-15,32.87612828297236
2025-03-16,28.393019880748856
2025-03-17,73.22410390298388
2025-03-18,74.71847337039172
2025-03-19,80.69595124002306
2025-03-20,70.23536496816823
2025-03-21,65.75225656594472
2025-03-22,29.887389348156688
2025-03-23,25.404280945933188
2025-03-24,73.22410390298388
2025-03-25,74.71847337039172
2025-03-26,74.71847337039172
2025-03-27,73.22410390298388
2025-03-28,59.774778696313376
2025-03-29,29.887389348156688
2025-03-30,28.393019880748856
2025-03-31,71.72973443557606
2025-04-01,76.21284283779956
2025-04-02,74.71847337039172
2025-04-03,76.21284283779956
2025-04-04,65.75225656594472
2025-04-05,29.887389348156688
2025-04-06,25.404280945933188
2025-04-07,73.22410390298388
2025-04-08,74.71847337039172
2025-04-09,73.22410390298388
2025-04-10,73.22410390298388
2025-04-11,67.24662603335256
2025-04-12,28.393019880748856
2025-04-13,23.909911478525352
2025-04-14,73.22410390298388
2025-04-15,74.4035802023744
2025-04-16,74.4035802023744
2025-04-17,71.83546164751212
2025-04-18,56.31049615456456
2025-04-19,24.303070244988852
2025-04-20,21.198077146399342
2025-04-21,70.55140237008098
2025-04-22,74.94045474610161
2025-04-23,72.58264638121602
2025-04-24,70.01452782635374
2025-04-25,63.80454162917472
2025-04-26,26.87118879985114
2025-04-27,28.15524807728228
2025-04-28,74.94045474610161
2025-04-29,76.22451402353276
2025-04-30,70.01452782635374
2025-05-01,71.83546164751212
2025-05-02,66.16234999406032
2025-05-03,25.05025497869277
2025-05-04,25.587129522419996
2025-05-05,70.55140237008098
2025-05-06,68.7304685489226
2025-05-07,74.94045474610161
2025-05-08,68.7304685489226
2025-05-09,61.23642307431244
2025-05-10,25.587129522419996
2025-05-11,23.76619570126163
2025-05-12,71.83546164751212
2025-05-13,73.11952092494326
2025-05-14,74.94045474610161
2025-05-15,73.01493794690262
2025-05-16,64.424945247267
2025-05-17,25.769978098906805
2025-05-18,26.843727186361257
2025-05-19,74.08868703435706
2025-05-20,77.30993429672041
2025-05-21,76.23618520926597
2025-05-22,73.01493794690262
2025-05-23,62.277447072358115
2025-05-24,25.769978098906805
2025-05-25,23.622479923997904
2025-05-26,27.917476273815705
2025-05-27,77.30993429672041
2025-05-28,74.08868703435706
2025-05-29,76.23618520926597
2025-05-30,67.64619250963037
2025-05-31,26.843727186361257
2025-06-01,25.769978098906805
2025-06-02,70.86743977199372
2025-06-03,80.53118155908376
2025-06-04,75.16243612181151
2025-06-05,70.86743977199372
2025-06-06,66.57244342217591
2025-06-07,27.917476273815705
2025-06-08,26.843727186361257
2025-06-09,74.08868703435706
2025-06-10,78.38368338417486
2025-06-11,73.01493794690262
2025-06-12,69.79369068453926
2025-06-13,63.35119615981256
2025-06-14,28.991225361270153
2025-06-15,23.622479923997904
2025-06-16,75.16243612181151
2025-06-17,76.23618520926597
2025-06-18,69.79369068453926
2025-06-19,54.76120346017696
2025-06-20,60.12994889744921
2025-06-21,25.769978098906805
2025-06-22,24.696229011452353
2025-06-23,68.71994159708481
2025-06-24,71.94118885944816
2025-06-25,68.71994159708481
2025-06-26,67.64619250963037
2025-06-27,63.35119615981256
2025-06-28,26.843727186361257
2025-06-29,24.696229011452353
2025-06-30,70.86743977199372
2025-07-01,71.94118885944816
2025-07-02,69.79369068453926
2025-07-03,60.12994889744921
2025-07-04,24.696229011452353
2025-07-05,22.548730836543456
2025-07-06,22.548730836543456
2025-07-07,71.94118885944816
2025-07-08,74.08868703435706
2025-07-09,77.30993429672041
2025-07-10,94.48991969599162
2025-07-11,68.71994159708481
2025-07-12,26.843727186361257
2025-07-13,25.769978098906805
2025-07-14,76.23618520926597
2025-07-15,75.16243612181151
2025-07-16,76.23618520926597
2025-07-17,90.19492334617382
2025-07-18,64.424945247267
2025-07-19,45.09746167308691
2025-07-20,45.09746167308691
2025-07-21,93.41617060853717
2025-07-22,83.75242882144711
2025-07-23,82.67867973399267
2025-07-24,77.30993429672041
2025-07-25,69.79369068453926
2025-07-26,35.43371988599686
2025-07-27,34.359970798542406
2025-07-28,83.75242882144711
2025-07-29,95.56366878344606
2025-07-30,107.37490874544503
2025-07-31,103.07991239562722
2025-08-01,80.53118155908376
2025-08-02,26.843727186361257
2025-08-03,26.843727186361257
2025-08-04,77.30993429672041
2025-08-05,81.60493064653821
2025-08-06,85.89992699635602
2025-08-07,81.60493064653821
2025-08-08,76.23618520926597
2025-08-09,37.581218060905755
2025-08-10,35.43371988599686
2025-08-11,85.89992699635602
2025-08-12,85.89992699635602
2025-08-13,84.82617790890157
2025-08-14,83.75242882144711
2025-08-15,77.30993429672041
2025-08-16,33.286221711087954
2025-08-17,30.064974448724605
2025-08-18,88.04742517126492
2025-08-19,86.97367608381046
2025-08-20,88.04742517126492
2025-08-21,86.97367608381046
2025-08-22,73.01493794690262
2025-08-23,33.286221711087954
2025-08-24,35.43371988599686
2025-08-25,93.41617060853717
2025-08-26,85.89992699635602
2025-08-27,88.04742517126492
2025-08-28,88.04742517126492
2025-08-29,70.86743977199372
2025-08-30,30.064974448724605
2025-08-31,26.843727186361257
2025-09-01,39.72871623581466
2025-09-02,88.04742517126492
2025-09-03,92.34242152108271
2025-09-04,94.48991969599162
2025-09-05,73.01493794690262
2025-09-06,27.917476273815705
2025-09-07,26.843727186361257
2025-09-08,83.75242882144711
2025-09-09,77.30993429672041
2025-09-10,77.30993429672041
2025-09-11,75.16243612181151
2025-09-12,65.49869433472146
2025-09-13,24.696229011452353
2025-09-14,23.622479923997904
2025-09-15,76.23618520926597
2025-09-16,81.60493064653821
2025-09-17,79.45743247162932
2025-09-18,77.30993429672041
2025-09-19,71.94118885944816
2025-09-20,26.843727186361257
2025-09-21,26.843727186361257
2025-09-22,79.45743247162932
2025-09-23,79.45743247162932
2025-09-24,80.53118155908376
2025-09-25,79.45743247162932
2025-09-26,69.79369068453926
2025-09-27,26.843727186361257
2025-09-28,26.843727186361257
2025-09-29,77.30993429672041
2025-09-30,78.38368338417486
2025-10-01,80.53118155908376
2025-10-02,74.08868703435706
2025-10-03,67.64619250963037
2025-10-04,24.696229011452353
2025-10-05,23.622479923997904
2025-10-06,73.01493794690262
2025-10-07,79.45743247162932
2025-10-08,80.53118155908376
2025-10-09,78.38368338417486
2025-10-10,66.57244342217591
2025-10-11,24.696229011452353
2025-10-12,23.622479923997904
2025-10-13,63.35119615981256
2025-10-14,76.23618520926597
2025-10-15,80.53118155908376
2025-10-16,75.16243612181151
2025-10-17,68.71994159708481
2025-10-18,28.991225361270153
2025-10-19,24.696229011452353
2025-10-20,76.23618520926597
2025-10-21,76.23618520926597
2025-10-22,78.38368338417486
2025-10-23,74.08868703435706
2025-10-24,65.49869433472146
2025-10-25,24.696229011452353
2025-10-26,23.622479923997904
2025-10-27,74.08868703435706
2025-10-28,74.08868703435706
2025-10-29,91.26867243362827
2025-10-30,79.45743247162932
2025-10-31,68.71994159708481
2025-11-01,28.991225361270153
2025-11-02,31.138723536179057
2025-11-03,83.75242882144711
2025-11-04,82.67867973399267
2025-11-05,80.53118155908376
2025-11-06,80.53118155908376
2025-11-07,71.94118885944816
2025-11-08,32.2124726236335
2025-11-09,28.991225361270153
2025-11-10,74.08868703435706
2025-11-11,73.01493794690262
2025-11-12,80.53118155908376
2025-11-13,83.75242882144711
2025-11-14,73.01493794690262
2025-11-15,31.138723536179057
2025-11-16,30.064974448724605
2025-11-17,81.60493064653821
2025-11-18,83.75242882144711
2025-11-19,85.89992699635602
2025-11-20,79.45743247162932
2025-11-21,71.94118885944816
2025-11-22,30.064974448724605
2025-11-23,27.917476273815705
2025-11-24,70.86743977199372
2025-11-25,73.01493794690262
2025-11-26,61.20369798490366
2025-11-27,25.769978098906805
2025-11-28,32.2124726236335
2025-11-29,26.843727186361257
2025-11-30,30.064974448724605
2025-12-01,77.30993429672041
2025-12-02,84.82617790890157
2025-12-03,80.53118155908376
2025-12-04,78.38368338417486
2025-12-05,70.86743977199372
2025-12-06,36.50746897345131
2025-12-07,27.917476273815705
2025-12-08,78.38368338417486
2025-12-09,82.67867973399267
2025-12-10,79.45743247162932
2025-12-11,77.03117251440051
2025-12-12,71.91021532807929
2025-12-13,35.38209733371539
2025-12-14,31.40716080804267
2025-12-15,73.05623598872779
2025-12-16,71.91021532807929
2025-12-17,79.32321383569752
2025-12-18,81.6152551569945
2025-12-19,69.61817400678228
2025-12-20,31.94403535176989
2025-12-21,26.82307816544867
2025-12-22,61.05915483851557
2025-12-23,63.35119615981256
2025-12-24,41.112200636957894
2025-12-25,23.994162300424442
2025-12-26,41.112200636957894
2025-12-27,29.11511948674567
2025-12-28,28.505973369824392
2025-12-29,63.35119615981256
2025-12-30,58.76711351721856
2025-12-31,49.67121980522461
2026-01-01,27.969098826097166
2026-01-02,54.79217699154584
2026-01-03,33.09005601241839
2026-01-04,32.553181468691164
2026-01-05,81.6152551569945
2026-01-06,82.76127581764301
2026-01-07,85.05331713894
2026-01-08,79.32321383569752
2026-01-09,78.17719317504901
2026-01-10,38.985351482961576
2026-01-11,32.89389031374883
2026-01-12,82.84387190129335
2026-01-13,82.84387190129335
2026-01-14,82.84387190129335
2026-01-15,82.84387190129335
2026-01-16,73.09753403055295
2026-01-17,35.33047478143393
2026-01-18,31.67559807990628
2026-01-19,57.25973499059982
2026-01-20,82.84387190129335
2026-01-21,86.498748602821
2026-01-22,114.51946998119963
2026-01-23,93.80850200587629
2026-01-24,38.985351482961576
2026-01-25,37.76705924911903
2026-01-26,79.1889951997657
2026-01-27,84.0621641351359
2026-01-28,81.6255796674508
2026-01-29,87.71704083666354
2026-01-30,86.498748602821
2026-01-31,41.42193595064668
2026-02-01,41.42193595064668
2026-02-02,81.6255796674508
2026-02-03,84.0621641351359
2026-02-04,81.6255796674508
2026-02-05,81.6255796674508
2026-02-06,71.8792417967104
2026-02-07,36.548767015276475
2026-02-08,30.457305846063733
2026-02-09,68.22436509518276
2026-02-10,75.53411849823806
2026-02-11,77.97070296592315
2026-02-12,76.7524107320806
2026-02-13,70.66094956286786
2026-02-14,31.67559807990628
2026-02-15,34.11218254759138
2026-02-16,62.13290392597001
2026-02-17,75.53411849823806
2026-02-18,75.53411849823806
2026-02-19,75.53411849823806
2026-02-20,68.22436509518276
2026-02-21,36.548767015276475
2026-02-22,32.89389031374883
2026-02-23,77.97070296592315
2026-02-24,80.40728743360825
2026-02-25,81.6255796674508
2026-02-26,80.40728743360825
2026-02-27,75.53411849823806
2026-02-28,34.11218254759138
2026-03-01,32.89389031374883
2026-03-02,87.71704083666354
2026-03-03,93.80850200587629
2026-03-04,82.84387190129335
2026-03-05,87.71704083666354
2026-03-06,84.0621641351359
2026-03-07,47.51339711985942
2026-03-08,38.985351482961576
2026-03-09,93.80850200587629
2026-03-10,93.80850200587629
2026-03-11,93.80850200587629
2026-03-12,86.498748602821
2026-03-13,81.6255796674508
2026-03-14,45.076812652174326
2026-03-15,49.94998158754452
2026-03-16,96.24508647356139
2026-03-17,92.59020977203375
2026-03-18,95.02679423971884
2026-03-19,102.33654764277414
2026-03-20,86.498748602821
2026-03-21,47.51339711985942
2026-03-22,45.076812652174326
2026-03-23,95.02679423971884
2026-03-24,87.71704083666354
2026-03-25,91.3719175381912
2026-03-26,86.498748602821
2026-03-27,84.0621641351359
2026-03-28,40.20364371680412
2026-03-29,41.42193595064668
2026-03-30,86.498748602821
2026-03-31,90.15362530434865
2026-04-01,87.71704083666354
2026-04-02,87.71704083666354
2026-04-03,68.22436509518276
2026-04-04,37.76705924911903
2026-04-05,35.33047478143393
2026-04-06,81.6255796674508
2026-04-07,84.0621641351359
2026-04-08,84.0621641351359
2026-04-09,84.0621641351359
2026-04-10,71.8792417967104
2026-04-11,37.76705924911903
2026-04-12,37.76705924911903
2026-04-13,86.498748602821
2026-04-14,99.89996317508904
2026-04-15,86.498748602821
2026-04-16,86.498748602821
2026-04-17,87.71704083666354
2026-04-18,38.985351482961576
2026-04-19,36.548767015276475
2026-04-20,84.0621641351359
2026-04-21,86.498748602821
2026-04-22,91.3719175381912
2026-04-23,84.0621641351359
2026-04-24,82.84387190129335
2026-04-25,43.85852041833177
2026-04-26,40.20364371680412
2026-04-27,121.82922338425493
2026-04-28,102.33654764277414
2026-04-29,103.55483987661668
2026-04-30,101.11825540893159
2026-05-01,75.53411849823806
2026-05-02,36.548767015276475
2026-05-03,35.33047478143393
2026-05-04,79.1889951997657
2026-05-05,79.1889951997657
2026-05-06,81.6255796674508
2026-05-07,77.97070296592315
2026-05-08,75.53411849823806
2026-05-09,36.548767015276475
2026-05-10,30.457305846063733
2026-05-11,85.28045636897845
2026-05-12,81.6255796674508
2026-05-13,81.6255796674508
2026-05-14,79.1889951997657
2026-05-15,73.09753403055295
2026-05-16,38.985351482961576
2026-05-17,37.76705924911903
2026-05-18,80.40728743360825
2026-05-19,85.28045636897845
2026-05-20,82.84387190129335
2026-05-21,81.6255796674508
2026-05-22,71.8792417967104
2026-05-23,37.76705924911903
2026-05-24,31.67559807990628
2026-05-25,38.985351482961576
2026-05-26,84.0621641351359
2026-05-27,86.498748602821
2026-05-28,97.46337870740393
2026-05-29,86.498748602821
2026-05-30,38.985351482961576
2026-05-31,42.640228184489224
