Time,outlook
2023-02-11,34.90682369241427
2023-02-12,31.82680983720125
2023-02-13,71.86698995497056
2023-02-14,82.13370280568064
2023-02-15,85.21371666089367
2023-02-16,83.16037409075165
2023-02-17,79.05368895046762
2023-02-18,34.90682369241427
2023-02-19,28.746795981988225
2023-02-20,72.89366124004157
2023-02-21,82.13370280568064
2023-02-22,85.21371666089367
2023-02-23,79.05368895046762
2023-02-24,74.94700381018359
2023-02-25,36.960166262556285
2023-02-26,32.85348112227226
2023-02-27,81.10703152060964
2023-02-28,81.10703152060964
2023-03-01,79.05368895046762
2023-03-02,84.18704537582266
2023-03-03,80.08036023553862
2023-03-04,34.90682369241427
2023-03-05,30.800138552130242
2023-03-06,85.21371666089367
2023-03-07,85.21371666089367
2023-03-08,83.16037409075165
2023-03-09,82.13370280568064
2023-03-10,73.92033252511257
2023-03-11,33.88015240734327
2023-03-12,29.77346726705923
2023-03-13,75.97367509525459
2023-03-14,78.02701766539661
2023-03-15,77.0003463803256
2023-03-16,81.10703152060964
2023-03-17,70.84031866989956
2023-03-18,30.800138552130242
2023-03-19,29.77346726705923
2023-03-20,81.10703152060964
2023-03-21,85.21371666089367
2023-03-22,83.16037409075165
2023-03-23,87.26705923103569
2023-03-24,73.92033252511257
2023-03-25,32.85348112227226
2023-03-26,30.800138552130242
2023-03-27,80.08036023553862
2023-03-28,80.08036023553862
2023-03-29,83.16037409075165
2023-03-30,80.08036023553862
2023-03-31,74.94700381018359
2023-04-01,33.88015240734327
2023-04-02,32.85348112227226
2023-04-03,86.24038794596467
2023-04-04,81.10703152060964
2023-04-05,79.05368895046762
2023-04-06,83.16037409075165
2023-04-07,69.81364738482854
2023-04-08,32.85348112227226
2023-04-09,26.693453411846207
2023-04-10,79.05368895046762
2023-04-11,85.21371666089367
2023-04-12,81.10703152060964
2023-04-13,79.05368895046762
2023-04-14,71.86698995497056
2023-04-15,33.88015240734327
2023-04-16,29.77346726705923
2023-04-17,75.97367509525459
2023-04-18,82.13370280568064
2023-04-19,83.16037409075165
2023-04-20,102.6671285071008
2023-04-21,71.86698995497056
2023-04-22,31.82680983720125
2023-04-23,29.77346726705923
2023-04-24,78.02701766539661
2023-04-25,81.10703152060964
2023-04-26,78.97819841480063
2023-04-27,75.15837731005115
2023-04-28,70.74973002709916
2023-04-29,31.81171173006785
2023-04-30,30.70954990932986
2023-05-01,78.97819841480063
2023-05-02,78.46486277226512
2023-05-03,75.67171295258665
2023-05-04,80.6691864137411
2023-05-05,70.23639438456365
2023-05-06,30.70954990932986
2023-05-07,28.50522626785387
2023-05-08,77.87603659406264
2023-05-09,80.08036023553862
2023-05-10,79.56702459300311
2023-05-11,76.77387477332464
2023-05-12,68.54540638562318
2023-05-13,30.19621426679435
2023-05-14,24.685405163104384
2023-05-15,77.36270095152713
2023-05-16,81.18252205627661
2023-05-17,81.18252205627661
2023-05-18,77.36270095152713
2023-05-19,70.23639438456365
2023-05-20,30.70954990932986
2023-05-21,27.403064447115874
2023-05-22,76.77387477332464
2023-05-23,76.26053913078914
2023-05-24,80.08036023553862
2023-05-25,78.46486277226512
2023-05-26,64.77087960227388
2023-05-27,30.61896126652947
2023-05-28,23.553047128099593
2023-05-29,32.97426597933943
2023-05-30,76.54740316632368
2023-05-31,78.90270787913364
2023-06-01,78.90270787913364
2023-06-02,71.83679374070375
2023-06-03,32.97426597933943
2023-06-04,27.086004197314534
2023-06-05,117.76523564049796
2023-06-06,84.79096966115854
2023-06-07,78.90270787913364
2023-06-08,78.90270787913364
2023-06-09,69.4814890278938
2023-06-10,30.61896126652947
2023-06-11,27.086004197314534
2023-06-12,80.08036023553862
2023-06-13,77.72505552272865
2023-06-14,75.3697508099187
2023-06-15,75.3697508099187
2023-06-16,68.30383667148882
2023-06-17,30.61896126652947
2023-06-18,23.553047128099593
2023-06-19,62.415574889463926
2023-06-20,78.90270787913364
2023-06-21,78.90270787913364
2023-06-22,74.19209845351372
2023-06-23,69.4814890278938
2023-06-24,30.61896126652947
2023-06-25,29.44130891012449
2023-06-26,77.72505552272865
2023-06-27,95.38984086880335
2023-06-28,76.54740316632368
2023-06-29,76.54740316632368
2023-06-30,69.4814890278938
2023-07-01,30.61896126652947
2023-07-02,28.263656553719514
2023-07-03,57.704965463844005
2023-07-04,31.79661362293445
2023-07-05,74.19209845351372
2023-07-06,80.08036023553862
2023-07-07,70.65914138429878
2023-07-08,31.79661362293445
2023-07-09,27.086004197314534
2023-07-10,77.72505552272865
2023-07-11,77.72505552272865
2023-07-12,80.08036023553862
2023-07-13,82.43566494834857
2023-07-14,73.01444609710875
2023-07-15,30.61896126652947
2023-07-16,28.263656553719514
2023-07-17,80.08036023553862
2023-07-18,76.54740316632368
2023-07-19,76.54740316632368
2023-07-20,74.19209845351372
2023-07-21,64.77087960227388
2023-07-22,27.086004197314534
2023-07-23,25.908351840909553
2023-07-24,78.90270787913364
2023-07-25,80.08036023553862
2023-07-26,75.3697508099187
2023-07-27,70.65914138429878
2023-07-28,71.83679374070375
2023-07-29,29.44130891012449
2023-07-30,25.908351840909553
2023-07-31,74.19209845351372
2023-08-01,77.72505552272865
2023-08-02,76.54740316632368
2023-08-03,78.90270787913364
2023-08-04,69.4814890278938
2023-08-05,30.61896126652947
2023-08-06,29.44130891012449
2023-08-07,78.90270787913364
2023-08-08,80.08036023553862
2023-08-09,82.43566494834857
2023-08-10,76.54740316632368
2023-08-11,76.54740316632368
2023-08-12,30.61896126652947
2023-08-13,27.086004197314534
2023-08-14,81.2580125919436
2023-08-15,82.43566494834857
2023-08-16,83.61331730475355
2023-08-17,80.08036023553862
2023-08-18,75.3697508099187
2023-08-19,34.15191833574441
2023-08-20,34.15191833574441
2023-08-21,88.32392673037347
2023-08-22,88.32392673037347
2023-08-23,88.32392673037347
2023-08-24,83.61331730475355
2023-08-25,73.01444609710875
2023-08-26,34.15191833574441
2023-08-27,34.15191833574441
2023-08-28,85.96862201756352
2023-08-29,87.1462743739685
2023-08-30,84.79096966115854
2023-08-31,84.79096966115854
2023-09-01,71.83679374070375
2023-09-02,28.263656553719514
2023-09-03,28.263656553719514
2023-09-04,40.04018011776931
2023-09-05,87.1462743739685
2023-09-06,85.96862201756352
2023-09-07,82.43566494834857
2023-09-08,70.65914138429878
2023-09-09,31.79661362293445
2023-09-10,29.44130891012449
2023-09-11,81.2580125919436
2023-09-12,81.2580125919436
2023-09-13,81.2580125919436
2023-09-14,80.08036023553862
2023-09-15,69.4814890278938
2023-09-16,29.44130891012449
2023-09-17,25.908351840909553
2023-09-18,76.54740316632368
2023-09-19,78.90270787913364
2023-09-20,77.72505552272865
2023-09-21,80.08036023553862
2023-09-22,68.30383667148882
2023-09-23,31.79661362293445
2023-09-24,25.908351840909553
2023-09-25,77.72505552272865
2023-09-26,78.90270787913364
2023-09-27,73.01444609710875
2023-09-28,75.3697508099187
2023-09-29,69.4814890278938
2023-09-30,32.97426597933943
2023-10-01,27.086004197314534
2023-10-02,76.54740316632368
2023-10-03,76.54740316632368
2023-10-04,78.90270787913364
2023-10-05,71.83679374070375
2023-10-06,65.94853195867886
2023-10-07,27.086004197314534
2023-10-08,24.730699484504573
2023-10-09,65.94853195867886
2023-10-10,73.01444609710875
2023-10-11,76.54740316632368
2023-10-12,75.3697508099187
2023-10-13,61.23792253305894
2023-10-14,28.263656553719514
2023-10-15,25.908351840909553
2023-10-16,73.01444609710875
2023-10-17,75.3697508099187
2023-10-18,75.3697508099187
2023-10-19,76.54740316632368
2023-10-20,62.415574889463926
2023-10-21,27.086004197314534
2023-10-22,24.730699484504573
2023-10-23,71.83679374070375
2023-10-24,71.83679374070375
2023-10-25,71.83679374070375
2023-10-26,73.01444609710875
2023-10-27,63.5932272458689
2023-10-28,24.730699484504573
2023-10-29,22.375394771694612
2023-10-30,76.54740316632368
2023-10-31,70.65914138429878
2023-11-01,73.01444609710875
2023-11-02,71.83679374070375
2023-11-03,68.30383667148882
2023-11-04,27.086004197314534
2023-11-05,24.730699484504573
2023-11-06,76.54740316632368
2023-11-07,77.72505552272865
2023-11-08,71.83679374070375
2023-11-09,75.3697508099187
2023-11-10,58.88261782024898
2023-11-11,29.44130891012449
2023-11-12,28.263656553719514
2023-11-13,75.3697508099187
2023-11-14,76.54740316632368
2023-11-15,78.90270787913364
2023-11-16,73.01444609710875
2023-11-17,69.4814890278938
2023-11-18,30.61896126652947
2023-11-19,23.553047128099593
2023-11-20,65.94853195867886
2023-11-21,65.94853195867886
2023-11-22,56.52731310743903
2023-11-23,20.020090058884655
2023-11-24,28.263656553719514
2023-11-25,21.197742415289635
2023-11-26,24.730699484504573
2023-11-27,70.65914138429878
2023-11-28,73.01444609710875
2023-11-29,74.19209845351372
2023-11-30,74.19209845351372
2023-12-01,65.94853195867886
2023-12-02,30.61896126652947
2023-12-03,24.730699484504573
2023-12-04,67.12618431508385
2023-12-05,78.90270787913364
2023-12-06,75.3697508099187
2023-12-07,77.72505552272865
2023-12-08,68.30383667148882
2023-12-09,34.15191833574441
2023-12-10,28.263656553719514
2023-12-11,76.54740316632368
2023-12-12,75.3697508099187
2023-12-13,75.3697508099187
2023-12-14,68.30383667148882
2023-12-15,65.94853195867886
2023-12-16,29.44130891012449
2023-12-17,24.730699484504573
2023-12-18,65.94853195867886
2023-12-19,68.30383667148882
2023-12-20,68.30383667148882
2023-12-21,64.77087960227388
2023-12-22,55.02179162908039
2023-12-23,25.506879446680585
2023-12-24,22.395468391406062
2023-12-25,22.843779231628414
2023-12-26,46.86521081966181
2023-12-27,50.87324355538102
2023-12-28,52.94751759223071
2023-12-29,50.424932715158675
2023-12-30,24.918053268478097
2023-12-31,21.358331372981226
2024-01-01,23.432605409830906
2024-01-02,72.23157492836225
2024-01-03,76.82843384228397
2024-01-04,75.34298598363677
2024-01-05,66.14926815579335
2024-01-06,32.62632323767433
2024-01-07,28.029464323752617
2024-01-08,75.34298598363677
2024-01-09,77.8655708607088
2024-01-10,78.90270787913366
2024-01-11,80.38815573778083
2024-01-12,71.7832640881399
2024-01-13,31.589186219249484
2024-01-14,26.992327305327777
2024-01-15,51.91038057380587
2024-01-16,76.82843384228397
2024-01-17,82.46242977463052
2024-01-18,78.90270787913366
2024-01-19,70.74612706971507
2024-01-20,34.11177109632152
2024-01-21,27.79527209378572
2024-01-22,78.00608619868895
2024-01-23,80.69595124002305
2024-01-24,80.69595124002305
2024-01-25,80.69595124002305
2024-01-26,69.03986939424195
2024-01-27,32.27838049600922
2024-01-28,26.898650413341016
2024-01-29,77.10946451824425
2024-01-30,81.59257292046776
2024-01-31,80.69595124002305
2024-02-01,78.90270787913366
2024-02-02,75.31622115735485
2024-02-03,30.48513713511982
2024-02-04,26.898650413341016
2024-02-05,77.10946451824425
2024-02-06,83.38581628135715
2024-02-07,78.90270787913366
2024-02-08,76.21284283779956
2024-02-09,71.72973443557605
2024-02-10,31.38175881556452
2024-02-11,24.208785372006915
2024-02-12,71.72973443557605
2024-02-13,78.00608619868895
2024-02-14,78.00608619868895
2024-02-15,78.90270787913366
2024-02-16,68.14324771379725
2024-02-17,30.48513713511982
2024-02-18,24.208785372006915
2024-02-19,58.28040922890554
2024-02-20,78.90270787913366
2024-02-21,77.10946451824425
2024-02-22,78.90270787913366
2024-02-23,67.24662603335254
2024-02-24,28.69189377423042
2024-02-25,26.002028732896317
2024-02-26,72.62635611602074
2024-02-27,75.31622115735485
2024-02-28,76.21284283779956
2024-02-29,74.41959947691015
2024-03-01,67.24662603335254
2024-03-02,30.48513713511982
2024-03-03,24.208785372006915
2024-03-04,76.21284283779956
2024-03-05,78.90270787913366
2024-03-06,76.21284283779956
2024-03-07,74.41959947691015
2024-03-08,64.55676099201844
2024-03-09,27.79527209378572
2024-03-10,25.105407052451618
2024-03-11,72.62635611602074
2024-03-12,73.52297779646545
2024-03-13,73.52297779646545
2024-03-14,76.21284283779956
2024-03-15,62.76351763112904
2024-03-16,27.79527209378572
2024-03-17,25.105407052451618
2024-03-18,75.31622115735485
2024-03-19,76.21284283779956
2024-03-20,75.31622115735485
2024-03-21,74.41959947691015
2024-03-22,62.76351763112904
2024-03-23,28.69189377423042
2024-03-24,26.002028732896317
2024-03-25,72.62635611602074
2024-03-26,72.62635611602074
2024-03-27,73.52297779646545
2024-03-28,71.72973443557605
2024-03-29,56.487165868016135
2024-03-30,25.105407052451618
2024-03-31,23.312163691562215
2024-04-01,74.41959947691015
2024-04-02,76.21284283779956
2024-04-03,75.31622115735485
2024-04-04,71.72973443557605
2024-04-05,68.14324771379725
2024-04-06,27.79527209378572
2024-04-07,23.312163691562215
2024-04-08,65.45338267246315
2024-04-09,76.21284283779956
2024-04-10,77.10946451824425
2024-04-11,73.52297779646545
2024-04-12,67.24662603335254
2024-04-13,28.69189377423042
2024-04-14,27.79527209378572
2024-04-15,74.41959947691015
2024-04-16,76.21284283779956
2024-04-17,75.31622115735485
2024-04-18,76.21284283779956
2024-04-19,63.660139311573744
2024-04-20,27.79527209378572
2024-04-21,25.105407052451618
2024-04-22,66.35000435290785
2024-04-23,71.72973443557605
2024-04-24,70.83311275513135
2024-04-25,74.41959947691015
2024-04-26,60.97027427023964
2024-04-27,29.588515454675118
2024-04-28,26.898650413341016
2024-04-29,73.52297779646545
2024-04-30,71.72973443557605
2024-05-01,72.62635611602074
2024-05-02,68.14324771379725
2024-05-03,61.86689595068434
2024-05-04,33.17500217645392
2024-05-05,24.208785372006915
2024-05-06,75.31622115735485
2024-05-07,70.83311275513135
2024-05-08,74.41959947691015
2024-05-09,71.72973443557605
2024-05-10,63.660139311573744
2024-05-11,24.208785372006915
2024-05-12,23.312163691562215
2024-05-13,72.62635611602074
2024-05-14,73.52297779646545
2024-05-15,69.03986939424195
2024-05-16,68.14324771379725
2024-05-17,64.55676099201844
2024-05-18,26.002028732896317
2024-05-19,23.312163691562215
2024-05-20,73.52297779646545
2024-05-21,75.31622115735485
2024-05-22,70.83311275513135
2024-05-23,71.72973443557605
2024-05-24,60.07365258979494
2024-05-25,28.69189377423042
2024-05-26,24.208785372006915
2024-05-27,27.79527209378572
2024-05-28,69.93649107468664
2024-05-29,71.72973443557605
2024-05-30,73.52297779646545
2024-05-31,65.45338267246315
2024-06-01,30.48513713511982
2024-06-02,25.105407052451618
2024-06-03,74.41959947691015
2024-06-04,75.31622115735485
2024-06-05,70.83311275513135
2024-06-06,71.72973443557605
2024-06-07,60.07365258979494
2024-06-08,24.208785372006915
2024-06-09,24.208785372006915
2024-06-10,71.72973443557605
2024-06-11,75.31622115735485
2024-06-12,71.72973443557605
2024-06-13,70.83311275513135
2024-06-14,60.07365258979494
2024-06-15,26.898650413341016
2024-06-16,21.518920330672813
2024-06-17,73.52297779646545
2024-06-18,70.83311275513135
2024-06-19,57.38378754846084
2024-06-20,68.14324771379725
2024-06-21,62.76351763112904
2024-06-22,32.27838049600922
2024-06-23,25.105407052451618
2024-06-24,78.00608619868895
2024-06-25,81.59257292046776
2024-06-26,76.21284283779956
2024-06-27,71.72973443557605
2024-06-28,71.72973443557605
2024-06-29,27.79527209378572
2024-06-30,25.105407052451618
2024-07-01,76.21284283779956
2024-07-02,77.10946451824425
2024-07-03,69.03986939424195
2024-07-04,29.588515454675118
2024-07-05,47.520949063569134
2024-07-06,26.002028732896317
2024-07-07,25.105407052451618
2024-07-08,75.31622115735485
2024-07-09,76.21284283779956
2024-07-10,77.10946451824425
2024-07-11,73.52297779646545
2024-07-12,65.45338267246315
2024-07-13,25.105407052451618
2024-07-14,23.312163691562215
2024-07-15,70.83311275513135
2024-07-16,78.00608619868895
2024-07-17,70.83311275513135
2024-07-18,67.24662603335254
2024-07-19,62.76351763112904
2024-07-20,26.898650413341016
2024-07-21,22.415542011117516
2024-07-22,69.93649107468664
2024-07-23,69.93649107468664
2024-07-24,72.62635611602074
2024-07-25,69.93649107468664
2024-07-26,61.86689595068434
2024-07-27,24.208785372006915
2024-07-28,22.415542011117516
2024-07-29,70.83311275513135
2024-07-30,74.41959947691015
2024-07-31,69.93649107468664
2024-08-01,73.52297779646545
2024-08-02,65.45338267246315
2024-08-03,26.002028732896317
2024-08-04,26.002028732896317
2024-08-05,72.62635611602074
2024-08-06,75.31622115735485
2024-08-07,76.21284283779956
2024-08-08,74.41959947691015
2024-08-09,67.24662603335254
2024-08-10,27.79527209378572
2024-08-11,25.105407052451618
2024-08-12,79.79932955957835
2024-08-13,78.90270787913366
2024-08-14,78.90270787913366
2024-08-15,78.00608619868895
2024-08-16,68.14324771379725
2024-08-17,29.588515454675118
2024-08-18,29.737952401415903
2024-08-19,78.60383398565209
2024-08-20,89.21385720424772
2024-08-21,76.21284283779956
2024-08-22,77.40833841172582
2024-08-23,70.53423886164978
2024-08-24,31.381758815564524
2024-08-25,33.02556522971314
2024-08-26,86.82286605639518
2024-08-27,83.9835640683203
2024-08-28,86.37455521617284
2024-08-29,82.33975765417168
2024-08-30,70.53423886164978
2024-08-31,28.542456827489637
2024-09-01,26.898650413341016
2024-09-02,35.416556377565676
2024-09-03,80.69595124002305
2024-09-04,88.01836163032144
2024-09-05,81.89144681394933
2024-09-06,68.89043244750117
2024-09-07,28.542456827489637
2024-09-08,27.34696125356337
2024-09-09,77.40833841172582
2024-09-10,77.40833841172582
2024-09-11,77.85664925194817
2024-09-12,89.66216804447006
2024-09-13,64.40732404527766
2024-09-14,26.898650413341016
2024-09-15,24.059348425266133
2024-09-16,72.92523000950231
2024-09-17,76.21284283779956
2024-09-18,79.20158177261523
2024-09-19,70.23536496816823
2024-09-20,65.75225656594472
2024-09-21,28.393019880748856
2024-09-22,23.909911478525352
