Time,bonus
2024-09-28,64.05034860054563
2024-09-29,64.96535358055343
2024-09-30,64.96535358055343
2024-10-01,67.71036852057681
2024-10-02,65.88035856056122
2024-10-03,73.20039840062358
2024-10-04,69.5403784805924
2024-10-05,67.71036852057681
2024-10-06,65.88035856056122
2024-10-07,62.220338640530045
2024-10-08,63.13534362053784
2024-10-09,65.88035856056122
2024-10-10,67.71036852057681
2024-10-11,73.20039840062358
2024-10-12,69.5403784805924
2024-10-13,65.88035856056122
2024-10-14,65.88035856056122
2024-10-15,64.96535358055343
2024-10-16,64.96535358055343
2024-10-17,72.28539342061579
2024-10-18,66.79536354056901
2024-10-19,66.79536354056901
2024-10-20,65.88035856056122
2024-10-21,67.71036852057681
2024-10-22,65.88035856056122
2024-10-23,73.20039840062358
2024-10-24,64.05034860054563
2024-10-25,68.6253735005846
2024-10-26,64.05034860054563
2024-10-27,65.88035856056122
2024-10-28,62.220338640530045
2024-10-29,68.6253735005846
2024-10-30,64.05034860054563
2024-10-31,75.03040836063917
2024-11-01,76.86041832065476
2024-11-02,75.03040836063917
2024-11-03,65.88035856056122
2024-11-04,64.05034860054563
2024-11-05,58.56031872049886
2024-11-06,43.92023904037415
2024-11-07,73.20039840062358
2024-11-08,75.94541334064697
2024-11-09,69.5403784805924
2024-11-10,67.71036852057681
2024-11-11,75.94541334064697
2024-11-12,73.20039840062358
2024-11-13,70.45538346060019
2024-11-14,81.43544322069373
2024-11-15,75.03040836063917
2024-11-16,68.6253735005846
2024-11-17,66.79536354056901
2024-11-18,69.5403784805924
2024-11-19,77.77542330066255
2024-11-20,72.28539342061579
2024-11-21,70.45538346060019
2024-11-22,67.71036852057681
2024-11-23,66.79536354056901
2024-11-24,68.6253735005846
2024-11-25,67.71036852057681
2024-11-26,73.20039840062358
2024-11-27,74.11540338063138
2024-11-28,64.96535358055343
2024-11-29,70.45538346060019
2024-11-30,71.37038844060798
2024-12-01,69.5403784805924
2024-12-02,68.6253735005846
2024-12-03,75.03040836063917
2024-12-04,75.03040836063917
2024-12-05,73.20039840062358
2024-12-06,75.94541334064697
2024-12-07,75.94541334064697
2024-12-08,70.45538346060019
2024-12-09,81.43544322069373
2024-12-10,83.26545318070932
2024-12-11,81.43544322069373
2024-12-12,83.26545318070932
2024-12-13,82.35044820070152
2024-12-14,78.69042828067035
2024-12-15,75.03040836063917
2024-12-16,75.94541334064697
2024-12-17,81.43544322069373
2024-12-18,83.26545318070932
2024-12-19,82.35044820070152
2024-12-20,91.50049800077947
2024-12-21,79.60543326067814
2024-12-22,69.5403784805924
2024-12-23,76.86041832065476
2024-12-24,77.77542330066255
2024-12-25,71.37038844060798
2024-12-26,81.43544322069373
2024-12-27,82.35044820070152
2024-12-28,75.94541334064697
2024-12-29,75.03040836063917
2024-12-30,79.60543326067814
2024-12-31,86.01046812073271
2025-01-01,84.18045816071711
2025-01-02,86.01046812073271
2025-01-03,75.94541334064697
2025-01-04,78.69042828067035
2025-01-05,91.50049800077947
2025-01-06,79.60543326067814
2025-01-07,80.52043824068593
2025-01-08,84.18045816071711
2025-01-09,69.5403784805924
2025-01-10,68.6253735005846
2025-01-11,75.94541334064697
2025-01-12,75.03040836063917
2025-01-13,67.71036852057681
2025-01-14,69.5403784805924
2025-01-15,75.03040836063917
2025-01-16,77.77542330066255
2025-01-17,78.69042828067035
2025-01-18,75.94541334064697
2025-01-19,72.28539342061579
2025-01-20,67.71036852057681
2025-01-21,67.71036852057681
2025-01-22,69.5403784805924
2025-01-23,64.96535358055343
2025-01-24,67.71036852057681
2025-01-25,71.37038844060798
2025-01-26,74.11540338063138
2025-01-27,74.11540338063138
2025-01-28,75.03040836063917
2025-01-29,78.69042828067035
2025-01-30,75.03040836063917
2025-01-31,75.94541334064697
2025-02-01,72.28539342061579
2025-02-02,70.45538346060019
2025-02-03,64.05034860054563
2025-02-04,76.86041832065476
2025-02-05,74.11540338063138
2025-02-06,76.86041832065476
2025-02-07,74.11540338063138
2025-02-08,75.94541334064697
2025-02-09,84.18045816071711
2025-02-10,82.35044820070152
2025-02-11,71.37038844060798
2025-02-12,68.6253735005846
2025-02-13,75.94541334064697
2025-02-14,77.77542330066255
2025-02-15,73.20039840062358
2025-02-16,68.6253735005846
2025-02-17,74.11540338063138
2025-02-18,70.45538346060019
2025-02-19,75.03040836063917
2025-02-20,75.94541334064697
2025-02-21,87.8404780807483
2025-02-22,74.11540338063138
2025-02-23,72.28539342061579
2025-02-24,82.35044820070152
2025-02-25,73.20039840062358
2025-02-26,73.20039840062358
2025-02-27,79.60543326067814
2025-02-28,74.11540338063138
2025-03-01,73.20039840062358
2025-03-02,70.45538346060019
2025-03-03,75.03040836063917
2025-03-04,78.69042828067035
2025-03-05,75.94541334064697
2025-03-06,77.77542330066255
2025-03-07,78.69042828067035
2025-03-08,78.69042828067035
2025-03-09,69.5403784805924
2025-03-10,78.69042828067035
2025-03-11,77.77542330066255
2025-03-12,76.86041832065476
2025-03-13,76.86041832065476
2025-03-14,76.86041832065476
2025-03-15,74.11540338063138
2025-03-16,72.28539342061579
2025-03-17,68.6253735005846
2025-03-18,71.37038844060798
2025-03-19,71.37038844060798
2025-03-20,82.35044820070152
2025-03-21,74.11540338063138
2025-03-22,71.37038844060798
2025-03-23,69.5403784805924
2025-03-24,67.71036852057681
2025-03-25,74.11540338063138
2025-03-26,75.03040836063917
2025-03-27,75.94541334064697
2025-03-28,75.03040836063917
2025-03-29,76.86041832065476
2025-03-30,77.77542330066255
2025-03-31,71.37038844060798
2025-04-01,70.45538346060019
2025-04-02,67.71036852057681
2025-04-03,81.43544322069373
2025-04-04,72.28539342061579
2025-04-05,72.28539342061579
2025-04-06,68.6253735005846
2025-04-07,68.6253735005846
2025-04-08,75.94541334064697
2025-04-09,69.5403784805924
2025-04-10,67.71036852057681
2025-04-11,68.6253735005846
2025-04-12,70.45538346060019
2025-04-13,64.05034860054563
2025-04-14,64.96535358055343
2025-04-15,75.03040836063917
2025-04-16,72.44773301384298
2025-04-17,68.19738730025838
2025-04-18,69.86505766704678
2025-04-19,67.28238232025058
2025-04-20,60.90686374987369
2025-04-21,79.28075407422376
2025-04-22,72.90523550384688
2025-04-23,79.73825656422767
2025-04-24,87.02878011461235
2025-04-25,75.48791085064306
2025-04-26,77.15558121743146
2025-04-27,75.03040836063917
2025-04-28,77.15558121743146
2025-04-29,73.36273799385077
2025-04-30,67.73988481025448
2025-05-01,77.15558121743146
2025-05-02,69.86505766704678
2025-05-03,72.90523550384688
2025-05-04,70.78006264705456
2025-05-05,72.90523550384688
2025-05-06,75.48791085064306
2025-05-07,66.07221444346608
2025-05-08,77.15558121743146
2025-05-09,75.48791085064306
2025-05-10,75.48791085064306
2025-05-11,86.57127762460846
2025-05-12,72.44773301384298
2025-05-13,75.48791085064306
2025-05-14,70.18973685350116
2025-05-15,65.34906534636315
2025-05-16,60.508393839225135
2025-05-17,65.34906534636315
2025-05-18,62.92872959279414
2025-05-19,60.508393839225135
2025-05-20,72.61007260707017
2025-05-21,70.18973685350116
2025-05-22,72.61007260707017
2025-05-23,67.76940109993215
2025-05-24,67.76940109993215
2025-05-25,67.76940109993215
2025-05-26,65.34906534636315
2025-05-27,67.76940109993215
2025-05-28,91.97275863562221
2025-05-29,75.03040836063917
2025-05-30,75.03040836063917
2025-05-31,70.18973685350116
2025-06-01,67.76940109993215
2025-06-02,67.76940109993215
2025-06-03,67.76940109993215
2025-06-04,77.45074411420818
2025-06-05,82.29141562134619
2025-06-06,77.45074411420818
2025-06-07,79.87107986777718
2025-06-08,72.61007260707017
2025-06-09,82.29141562134619
2025-06-10,75.03040836063917
2025-06-11,82.29141562134619
2025-06-12,77.45074411420818
2025-06-13,77.45074411420818
2025-06-14,72.61007260707017
2025-06-15,70.18973685350116
2025-06-16,77.45074411420818
2025-06-17,77.45074411420818
2025-06-18,72.61007260707017
2025-06-19,77.45074411420818
2025-06-20,77.45074411420818
2025-06-21,72.61007260707017
2025-06-22,70.18973685350116
2025-06-23,77.45074411420818
2025-06-24,84.7117513749152
2025-06-25,77.45074411420818
2025-06-26,75.03040836063917
2025-06-27,79.87107986777718
2025-06-28,77.45074411420818
2025-06-29,75.03040836063917
2025-06-30,72.61007260707017
2025-07-01,82.29141562134619
2025-07-02,77.45074411420818
2025-07-03,87.1320871284842
2025-07-04,77.45074411420818
2025-07-05,72.61007260707017
2025-07-06,72.61007260707017
2025-07-07,79.87107986777718
2025-07-08,75.03040836063917
2025-07-09,79.87107986777718
2025-07-10,82.29141562134619
2025-07-11,77.45074411420818
2025-07-12,70.18973685350116
2025-07-13,77.45074411420818
2025-07-14,94.39309438919122
2025-07-15,79.87107986777718
2025-07-16,79.87107986777718
2025-07-17,99.23376589632923
2025-07-18,84.7117513749152
2025-07-19,106.49477315703625
2025-07-20,111.33544466417426
2025-07-21,99.23376589632923
2025-07-22,91.97275863562221
2025-07-23,89.55242288205321
2025-07-24,91.97275863562221
2025-07-25,87.1320871284842
2025-07-26,94.39309438919122
2025-07-27,94.39309438919122
2025-07-28,87.1320871284842
2025-07-29,108.91510891060526
2025-07-30,157.32182398198535
2025-07-31,130.6981306927263
2025-08-01,101.65410164989824
2025-08-02,79.87107986777718
2025-08-03,77.45074411420818
2025-08-04,72.61007260707017
2025-08-05,87.1320871284842
2025-08-06,87.1320871284842
2025-08-07,91.97275863562221
2025-08-08,89.55242288205321
2025-08-09,84.7117513749152
2025-08-10,87.1320871284842
2025-08-11,79.87107986777718
2025-08-12,75.03040836063917
2025-08-13,77.45074411420818
2025-08-14,77.45074411420818
2025-08-15,75.03040836063917
2025-08-16,75.03040836063917
2025-08-17,70.18973685350116
2025-08-18,82.29141562134619
2025-08-19,67.76940109993215
2025-08-20,70.18973685350116
2025-08-21,72.61007260707017
2025-08-22,72.61007260707017
2025-08-23,79.87107986777718
2025-08-24,72.61007260707017
2025-08-25,70.18973685350116
2025-08-26,70.18973685350116
2025-08-27,72.61007260707017
2025-08-28,70.18973685350116
2025-08-29,72.61007260707017
2025-08-30,67.76940109993215
2025-08-31,67.76940109993215
2025-09-01,79.87107986777718
2025-09-02,67.76940109993215
2025-09-03,75.03040836063917
2025-09-04,75.03040836063917
2025-09-05,67.76940109993215
2025-09-06,72.61007260707017
2025-09-07,70.18973685350116
2025-09-08,70.18973685350116
2025-09-09,67.76940109993215
2025-09-10,67.76940109993215
2025-09-11,70.18973685350116
2025-09-12,79.87107986777718
2025-09-13,75.03040836063917
2025-09-14,67.76940109993215
2025-09-15,70.18973685350116
2025-09-16,70.18973685350116
2025-09-17,72.61007260707017
2025-09-18,75.03040836063917
2025-09-19,77.45074411420818
2025-09-20,67.76940109993215
2025-09-21,72.61007260707017
2025-09-22,82.29141562134619
2025-09-23,70.18973685350116
2025-09-24,77.45074411420818
2025-09-25,70.18973685350116
2025-09-26,77.45074411420818
2025-09-27,72.61007260707017
2025-09-28,72.61007260707017
2025-09-29,72.61007260707017
2025-09-30,84.7117513749152
2025-10-01,75.03040836063917
2025-10-02,77.45074411420818
2025-10-03,75.03040836063917
2025-10-04,70.18973685350116
2025-10-05,75.03040836063917
2025-10-06,67.76940109993215
2025-10-07,79.87107986777718
2025-10-08,77.45074411420818
2025-10-09,87.1320871284842
2025-10-10,75.03040836063917
2025-10-11,75.03040836063917
2025-10-12,77.45074411420818
2025-10-13,72.61007260707017
2025-10-14,75.03040836063917
2025-10-15,87.1320871284842
2025-10-16,79.87107986777718
2025-10-17,75.03040836063917
2025-10-18,75.03040836063917
2025-10-19,72.61007260707017
2025-10-20,70.18973685350116
2025-10-21,72.61007260707017
2025-10-22,75.03040836063917
2025-10-23,75.03040836063917
2025-10-24,72.61007260707017
2025-10-25,72.61007260707017
2025-10-26,87.1320871284842
2025-10-27,77.45074411420818
2025-10-28,72.61007260707017
2025-10-29,75.03040836063917
2025-10-30,79.87107986777718
2025-10-31,84.7117513749152
2025-11-01,84.7117513749152
2025-11-02,82.29141562134619
2025-11-03,87.1320871284842
2025-11-04,84.7117513749152
2025-11-05,82.29141562134619
2025-11-06,84.7117513749152
2025-11-07,82.29141562134619
2025-11-08,84.7117513749152
2025-11-09,79.87107986777718
2025-11-10,84.7117513749152
2025-11-11,87.1320871284842
2025-11-12,87.1320871284842
2025-11-13,96.81343014276023
2025-11-14,99.23376589632923
2025-11-15,84.7117513749152
2025-11-16,89.55242288205321
2025-11-17,89.55242288205321
2025-11-18,91.97275863562221
2025-11-19,91.97275863562221
2025-11-20,96.81343014276023
2025-11-21,87.1320871284842
2025-11-22,99.23376589632923
2025-11-23,89.55242288205321
2025-11-24,91.97275863562221
2025-11-25,94.39309438919122
2025-11-26,101.65410164989824
2025-11-27,89.55242288205321
2025-11-28,94.39309438919122
2025-11-29,91.97275863562221
2025-11-30,91.97275863562221
2025-12-01,101.65410164989824
2025-12-02,101.65410164989824
2025-12-03,96.81343014276023
2025-12-04,99.23376589632923
2025-12-05,91.97275863562221
2025-12-06,106.49477315703625
2025-12-07,91.97275863562221
2025-12-08,96.81343014276023
2025-12-09,101.65410164989824
2025-12-10,106.49477315703625
2025-12-11,101.65410164989824
2025-12-12,111.33544466417426
2025-12-13,130.6981306927263
2025-12-14,104.07443740346724
2025-12-15,101.65410164989824
2025-12-16,108.91510891060526
2025-12-17,121.01678767845027
2025-12-18,242.03357535690054
2025-12-19,171.84383850339938
2025-12-20,121.01678767845027
2025-12-21,106.49477315703625
2025-12-22,108.91510891060526
2025-12-23,111.33544466417426
2025-12-24,99.23376589632923
2025-12-25,91.97275863562221
2025-12-26,96.81343014276023
2025-12-27,96.81343014276023
2025-12-28,99.23376589632923
2025-12-29,96.81343014276023
2025-12-30,101.65410164989824
2025-12-31,104.07443740346724
2026-01-01,91.97275863562221
2026-01-02,96.81343014276023
2026-01-03,96.81343014276023
2026-01-04,99.23376589632923
2026-01-05,91.97275863562221
2026-01-06,89.55242288205321
2026-01-07,96.81343014276023
2026-01-08,96.81343014276023
2026-01-09,91.97275863562221
2026-01-10,101.65410164989824
2026-01-11,91.97275863562221
2026-01-12,89.55242288205321
2026-01-13,104.07443740346724
2026-01-14,99.23376589632923
2026-01-15,104.07443740346724
2026-01-16,96.81343014276023
2026-01-17,101.65410164989824
2026-01-18,99.23376589632923
2026-01-19,96.81343014276023
2026-01-20,96.81343014276023
2026-01-21,101.65410164989824
2026-01-22,94.39309438919122
2026-01-23,91.97275863562221
2026-01-24,94.39309438919122
2026-01-25,91.97275863562221
2026-01-26,101.65410164989824
2026-01-27,99.23376589632923
2026-01-28,99.23376589632923
2026-01-29,118.59645192488126
2026-01-30,104.07443740346724
2026-01-31,111.33544466417426
2026-02-01,113.75578041774327
2026-02-02,104.07443740346724
2026-02-03,101.65410164989824
2026-02-04,101.65410164989824
2026-02-05,111.33544466417426
2026-02-06,96.81343014276023
2026-02-07,104.07443740346724
2026-02-08,108.91510891060526
2026-02-09,106.49477315703625
2026-02-10,99.23376589632923
2026-02-11,94.39309438919122
2026-02-12,96.81343014276023
2026-02-13,96.81343014276023
2026-02-14,94.39309438919122
2026-02-15,101.65410164989824
2026-02-16,99.23376589632923
2026-02-17,113.75578041774327
2026-02-18,89.55242288205321
2026-02-19,106.49477315703625
2026-02-20,94.39309438919122
2026-02-21,106.49477315703625
2026-02-22,89.55242288205321
2026-02-23,94.39309438919122
2026-02-24,101.65410164989824
2026-02-25,106.49477315703625
2026-02-26,116.17611617131226
2026-02-27,116.17611617131226
2026-02-28,91.97275863562221
2026-03-01,94.39309438919122
2026-03-02,104.07443740346724
2026-03-03,118.59645192488126
2026-03-04,108.91510891060526
2026-03-05,108.91510891060526
2026-03-06,111.33544466417426
2026-03-07,101.65410164989824
2026-03-08,89.55242288205321
2026-03-09,101.65410164989824
2026-03-10,99.23376589632923
2026-03-11,91.97275863562221
2026-03-12,96.81343014276023
2026-03-13,96.81343014276023
2026-03-14,96.81343014276023
2026-03-15,89.55242288205321
2026-03-16,108.91510891060526
2026-03-17,101.65410164989824
2026-03-18,106.49477315703625
2026-03-19,111.33544466417426
2026-03-20,111.33544466417426
2026-03-21,106.49477315703625
2026-03-22,99.23376589632923
2026-03-23,101.65410164989824
2026-03-24,89.55242288205321
2026-03-25,94.39309438919122
2026-03-26,118.59645192488126
2026-03-27,96.81343014276023
2026-03-28,101.65410164989824
2026-03-29,113.75578041774327
2026-03-30,94.39309438919122
2026-03-31,104.07443740346724
2026-04-01,104.07443740346724
2026-04-02,101.65410164989824
2026-04-03,106.49477315703625
2026-04-04,96.81343014276023
2026-04-05,94.39309438919122
2026-04-06,94.39309438919122
2026-04-07,94.39309438919122
2026-04-08,104.07443740346724
2026-04-09,99.23376589632923
2026-04-10,91.97275863562221
2026-04-11,96.81343014276023
2026-04-12,91.97275863562221
2026-04-13,89.55242288205321
2026-04-14,91.97275863562221
2026-04-15,94.39309438919122
2026-04-16,91.97275863562221
2026-04-17,106.49477315703625
2026-04-18,89.55242288205321
2026-04-19,82.29141562134619
2026-04-20,89.55242288205321
2026-04-21,91.97275863562221
2026-04-22,94.39309438919122
2026-04-23,89.55242288205321
2026-04-24,89.55242288205321
2026-04-25,89.55242288205321
2026-04-26,91.97275863562221
2026-04-27,87.1320871284842
2026-04-28,94.39309438919122
2026-04-29,94.39309438919122
2026-04-30,87.1320871284842
2026-05-01,96.81343014276023
2026-05-02,91.97275863562221
2026-05-03,87.1320871284842
2026-05-04,84.7117513749152
2026-05-05,84.7117513749152
2026-05-06,91.97275863562221
2026-05-07,91.97275863562221
2026-05-08,89.55242288205321
2026-05-09,87.1320871284842
2026-05-10,89.55242288205321
2026-05-11,89.55242288205321
2026-05-12,94.39309438919122
2026-05-13,94.39309438919122
2026-05-14,96.81343014276023
2026-05-15,91.97275863562221
2026-05-16,89.55242288205321
2026-05-17,87.1320871284842
2026-05-18,87.1320871284842
2026-05-19,89.55242288205321
2026-05-20,89.55242288205321
2026-05-21,91.97275863562221
2026-05-22,99.23376589632923
2026-05-23,99.23376589632923
2026-05-24,94.39309438919122
2026-05-25,94.39309438919122
2026-05-26,89.55242288205321
2026-05-27,99.23376589632923
2026-05-28,101.65410164989824
2026-05-29,101.65410164989824
2026-05-30,94.39309438919122
2026-05-31,104.07443740346724
