Time,jamie_lee_curtis
2022-05-12,14.0
2022-05-13,15.0
2022-05-14,23.0
2022-05-15,29.0
2022-05-16,19.0
2022-05-17,16.0
2022-05-18,15.0
2022-05-19,15.0
2022-05-20,15.0
2022-05-21,29.0
2022-05-22,22.0
2022-05-23,14.0
2022-05-24,20.0
2022-05-25,16.0
2022-05-26,17.0
2022-05-27,19.0
2022-05-28,17.0
2022-05-29,22.0
2022-05-30,45.0
2022-05-31,78.0
2022-06-01,41.0
2022-06-02,28.0
2022-06-03,18.0
2022-06-04,20.0
2022-06-05,22.0
2022-06-06,18.0
2022-06-07,17.0
2022-06-08,17.0
2022-06-09,15.0
2022-06-10,17.0
2022-06-11,22.0
2022-06-12,25.0
2022-06-13,18.0
2022-06-14,14.0
2022-06-15,12.0
2022-06-16,12.0
2022-06-17,13.0
2022-06-18,18.0
2022-06-19,23.0
2022-06-20,18.0
2022-06-21,15.0
2022-06-22,14.0
2022-06-23,17.0
2022-06-24,17.0
2022-06-25,22.0
2022-06-26,22.0
2022-06-27,16.0
2022-06-28,12.0
2022-06-29,15.0
2022-06-30,12.0
2022-07-01,12.0
2022-07-02,17.0
2022-07-03,18.0
2022-07-04,16.0
2022-07-05,11.0
2022-07-06,16.0
2022-07-07,14.0
2022-07-08,14.0
2022-07-09,17.0
2022-07-10,17.0
2022-07-11,17.0
2022-07-12,11.0
2022-07-13,18.0
2022-07-14,21.0
2022-07-15,18.0
2022-07-16,22.0
2022-07-17,23.0
2022-07-18,14.0
2022-07-19,21.0
2022-07-20,26.0
2022-07-21,61.0
2022-07-22,41.0
2022-07-23,30.0
2022-07-24,30.0
2022-07-25,23.0
2022-07-26,19.0
2022-07-27,20.0
2022-07-28,20.0
2022-07-29,15.0
2022-07-30,26.0
2022-07-31,28.0
2022-08-01,18.0
2022-08-02,21.0
2022-08-03,16.0
2022-08-04,17.0
2022-08-05,15.0
2022-08-06,20.0
2022-08-07,21.0
2022-08-08,16.0
2022-08-09,21.0
2022-08-10,15.0
2022-08-11,17.0
2022-08-12,15.0
2022-08-13,19.0
2022-08-14,20.0
2022-08-15,18.0
2022-08-16,14.0
2022-08-17,13.0
2022-08-18,13.0
2022-08-19,15.0
2022-08-20,22.0
2022-08-21,24.0
2022-08-22,16.0
2022-08-23,22.0
2022-08-24,23.0
2022-08-25,18.0
2022-08-26,16.0
2022-08-27,23.0
2022-08-28,20.0
2022-08-29,17.74418604651163
2022-08-30,30.24418604651163
2022-08-31,19.24418604651163
2022-09-01,20.74418604651163
2022-09-02,20.24418604651163
2022-09-03,21.74418604651163
2022-09-04,22.74418604651163
2022-09-05,23.74418604651163
2022-09-06,17.74418604651163
2022-09-07,17.74418604651163
2022-09-08,17.24418604651163
2022-09-09,22.74418604651163
2022-09-10,22.24418604651163
2022-09-11,23.74418604651163
2022-09-12,19.24418604651163
2022-09-13,17.74418604651163
2022-09-14,17.74418604651163
2022-09-15,18.74418604651163
2022-09-16,19.74418604651163
2022-09-17,22.74418604651163
2022-09-18,41.98837209302326
2022-09-19,23.24418604651163
2022-09-20,21.24418604651163
2022-09-21,22.74418604651163
2022-09-22,22.74418604651163
2022-09-23,21.74418604651163
2022-09-24,22.74418604651163
2022-09-25,40.98837209302326
2022-09-26,22.24418604651163
2022-09-27,25.24418604651163
2022-09-28,21.488372093023255
2022-09-29,21.488372093023255
2022-09-30,21.488372093023255
2022-10-01,42.97674418604651
2022-10-02,85.95348837209302
2022-10-03,21.488372093023255
2022-10-04,21.488372093023255
2022-10-05,21.488372093023255
2022-10-06,42.97674418604651
2022-10-07,42.97674418604651
2022-10-08,42.97674418604651
2022-10-09,42.97674418604651
2022-10-10,150.41860465116278
2022-10-11,107.44186046511628
2022-10-12,171.90697674418604
2022-10-13,236.37209302325581
2022-10-14,279.3488372093023
2022-10-15,322.3255813953488
2022-10-16,236.37209302325581
2022-10-17,150.41860465116278
2022-10-18,85.95348837209302
2022-10-19,85.95348837209302
2022-10-20,64.46511627906976
2022-10-21,64.46511627906976
2022-10-22,107.44186046511628
2022-10-23,107.44186046511628
2022-10-24,64.46511627906976
2022-10-25,42.97674418604651
2022-10-26,42.97674418604651
2022-10-27,42.97674418604651
2022-10-28,42.97674418604651
2022-10-29,64.46511627906976
2022-10-30,236.37209302325581
2022-10-31,85.95348837209302
2022-11-01,64.46511627906976
2022-11-02,21.488372093023255
2022-11-03,21.488372093023255
2022-11-04,21.488372093023255
2022-11-05,21.488372093023255
2022-11-06,42.97674418604651
2022-11-07,21.488372093023255
2022-11-08,21.488372093023255
2022-11-09,21.488372093023255
2022-11-10,21.488372093023255
2022-11-11,21.488372093023255
2022-11-12,21.488372093023255
2022-11-13,21.488372093023255
2022-11-14,21.488372093023255
2022-11-15,21.488372093023255
2022-11-16,21.488372093023255
2022-11-17,21.488372093023255
2022-11-18,21.488372093023255
2022-11-19,21.488372093023255
2022-11-20,21.488372093023255
2022-11-21,21.488372093023255
2022-11-22,21.488372093023255
2022-11-23,42.97674418604651
2022-11-24,42.97674418604651
2022-11-25,42.97674418604651
2022-11-26,21.488372093023255
2022-11-27,21.488372093023255
2022-11-28,21.488372093023255
2022-11-29,21.488372093023255
2022-11-30,21.488372093023255
2022-12-01,21.488372093023255
2022-12-02,21.488372093023255
2022-12-03,21.488372093023255
2022-12-04,21.488372093023255
2022-12-05,21.488372093023255
2022-12-06,21.488372093023255
2022-12-07,21.488372093023255
2022-12-08,21.488372093023255
2022-12-09,42.97674418604651
2022-12-10,42.97674418604651
2022-12-11,42.97674418604651
2022-12-12,21.488372093023255
2022-12-13,21.488372093023255
2022-12-14,21.488372093023255
2022-12-15,21.488372093023255
2022-12-16,21.488372093023255
2022-12-17,21.488372093023255
2022-12-18,21.488372093023255
2022-12-19,21.488372093023255
2022-12-20,21.488372093023255
2022-12-21,21.488372093023255
2022-12-22,42.97674418604651
2022-12-23,42.97674418604651
2022-12-24,64.46511627906976
2022-12-25,42.97674418604651
2022-12-26,42.97674418604651
2022-12-27,42.97674418604651
2022-12-28,21.488372093023255
2022-12-29,21.488372093023255
2022-12-30,21.488372093023255
2022-12-31,21.488372093023255
2023-01-01,21.488372093023255
2023-01-02,21.488372093023255
2023-01-03,21.488372093023255
2023-01-04,21.488372093023255
2023-01-05,21.488372093023255
2023-01-06,21.488372093023255
2023-01-07,42.97674418604651
2023-01-08,21.488372093023255
2023-01-09,21.488372093023255
2023-01-10,21.488372093023255
2023-01-11,85.95348837209302
2023-01-12,42.97674418604651
2023-01-13,42.97674418604651
2023-01-14,42.97674418604651
2023-01-15,42.97674418604651
2023-01-16,42.97674418604651
2023-01-17,42.97674418604651
2023-01-18,42.97674418604651
2023-01-19,85.95348837209302
2023-01-20,85.95348837209302
2023-01-21,128.93023255813952
2023-01-22,107.44186046511628
2023-01-23,42.97674418604651
2023-01-24,64.46511627906976
2023-01-25,64.46511627906976
2023-01-26,21.488372093023255
2023-01-27,21.488372093023255
2023-01-28,42.97674418604651
2023-01-29,42.97674418604651
2023-01-30,42.97674418604651
2023-01-31,21.488372093023255
2023-02-01,21.488372093023255
2023-02-02,21.488372093023255
2023-02-03,21.488372093023255
2023-02-04,21.488372093023255
2023-02-05,42.97674418604651
2023-02-06,21.488372093023255
2023-02-07,21.488372093023255
2023-02-08,21.488372093023255
2023-02-09,21.488372093023255
2023-02-10,21.488372093023255
2023-02-11,21.488372093023255
2023-02-12,21.488372093023255
2023-02-13,21.488372093023255
2023-02-14,21.488372093023255
2023-02-15,21.488372093023255
2023-02-16,21.488372093023255
2023-02-17,21.488372093023255
2023-02-18,42.97674418604651
2023-02-19,21.488372093023255
2023-02-20,21.488372093023255
2023-02-21,21.488372093023255
2023-02-22,21.488372093023255
2023-02-23,21.488372093023255
2023-02-24,21.488372093023255
2023-02-25,21.488372093023255
2023-02-26,21.488372093023255
2023-02-27,150.41860465116278
2023-02-28,85.95348837209302
2023-03-01,42.97674418604651
2023-03-02,42.97674418604651
2023-03-03,21.488372093023255
2023-03-04,42.97674418604651
2023-03-05,64.46511627906976
2023-03-06,42.97674418604651
2023-03-07,64.46511627906976
2023-03-08,42.97674418604651
2023-03-09,21.488372093023255
2023-03-10,42.97674418604651
2023-03-11,64.46511627906976
2023-03-12,171.90697674418604
2023-03-13,2148.8372093023254
2023-03-14,537.2093023255813
2023-03-15,236.37209302325581
2023-03-16,193.3953488372093
2023-03-17,128.93023255813952
2023-03-18,107.44186046511628
2023-03-19,85.95348837209302
2023-03-20,64.46511627906976
2023-03-21,42.97674418604651
2023-03-22,42.97674418604651
2023-03-23,42.97674418604651
2023-03-24,42.97674418604651
2023-03-25,42.97674418604651
2023-03-26,42.97674418604651
2023-03-27,21.488372093023255
2023-03-28,21.488372093023255
2023-03-29,21.488372093023255
2023-03-30,21.488372093023255
2023-03-31,42.97674418604651
2023-04-01,42.97674418604651
2023-04-02,42.97674418604651
2023-04-03,21.488372093023255
2023-04-04,21.488372093023255
2023-04-05,21.488372093023255
2023-04-06,21.488372093023255
2023-04-07,21.488372093023255
2023-04-08,21.488372093023255
2023-04-09,21.488372093023255
2023-04-10,21.488372093023255
2023-04-11,21.488372093023255
2023-04-12,21.488372093023255
2023-04-13,21.488372093023255
2023-04-14,21.488372093023255
2023-04-15,21.488372093023255
2023-04-16,21.488372093023255
2023-04-17,21.488372093023255
2023-04-18,21.488372093023255
2023-04-19,21.488372093023255
2023-04-20,21.488372093023255
2023-04-21,21.488372093023255
2023-04-22,21.488372093023255
2023-04-23,21.488372093023255
2023-04-24,21.488372093023255
2023-04-25,21.488372093023255
2023-04-26,19.86046511627907
2023-04-27,20.511627906976745
2023-04-28,22.46511627906977
2023-04-29,27.674418604651166
2023-04-30,51.44186046511628
2023-05-01,22.46511627906977
2023-05-02,20.511627906976745
2023-05-03,19.86046511627907
2023-05-04,21.162790697674417
2023-05-05,19.86046511627907
2023-05-06,25.72093023255814
2023-05-07,29.627906976744185
2023-05-08,20.511627906976745
2023-05-09,23.116279069767444
2023-05-10,24.41860465116279
2023-05-11,23.76744186046512
2023-05-12,22.46511627906977
2023-05-13,24.41860465116279
2023-05-14,22.46511627906977
2023-05-15,22.46511627906977
2023-05-16,21.162790697674417
2023-05-17,20.511627906976745
2023-05-18,19.86046511627907
2023-05-19,19.209302325581397
2023-05-20,21.162790697674417
2023-05-21,21.813953488372093
2023-05-22,19.209302325581397
2023-05-23,19.209302325581397
2023-05-24,21.813953488372093
2023-05-25,19.86046511627907
2023-05-26,18.232558139534884
2023-05-27,24.74418604651163
2023-05-28,29.953488372093027
2023-05-29,26.04651162790698
2023-05-30,19.534883720930235
2023-05-31,14.325581395348838
2023-06-01,14.325581395348838
2023-06-02,16.930232558139537
2023-06-03,20.837209302325583
2023-06-04,26.04651162790698
2023-06-05,15.627906976744187
2023-06-06,16.930232558139537
2023-06-07,18.232558139534884
2023-06-08,22.13953488372093
2023-06-09,36.46511627906977
2023-06-10,36.46511627906977
2023-06-11,31.255813953488374
2023-06-12,20.837209302325583
2023-06-13,19.534883720930235
2023-06-14,16.930232558139537
2023-06-15,16.930232558139537
2023-06-16,19.534883720930235
2023-06-17,29.953488372093027
2023-06-18,36.46511627906977
2023-06-19,23.44186046511628
2023-06-20,16.930232558139537
2023-06-21,18.232558139534884
2023-06-22,16.930232558139537
2023-06-23,31.255813953488374
2023-06-24,45.58139534883721
2023-06-25,63.8139534883721
2023-06-26,49.48837209302326
2023-06-27,42.97674418604652
2023-06-28,41.674418604651166
2023-06-29,39.06976744186047
2023-06-30,40.372093023255815
2023-07-01,50.79069767441861
2023-07-02,46.88372093023256
2023-07-03,41.674418604651166
2023-07-04,45.58139534883721
2023-07-05,37.76744186046512
2023-07-06,42.97674418604652
2023-07-07,39.06976744186047
2023-07-08,46.88372093023256
2023-07-09,59.90697674418605
2023-07-10,37.76744186046512
2023-07-11,32.55813953488372
2023-07-12,41.674418604651166
2023-07-13,36.46511627906977
2023-07-14,35.162790697674424
2023-07-15,39.06976744186047
2023-07-16,39.06976744186047
2023-07-17,36.46511627906977
2023-07-18,37.76744186046512
2023-07-19,36.46511627906977
2023-07-20,32.55813953488372
2023-07-21,35.162790697674424
2023-07-22,45.58139534883721
2023-07-23,49.48837209302326
2023-07-24,37.76744186046512
2023-07-25,39.06976744186047
2023-07-26,35.162790697674424
2023-07-27,32.55813953488372
2023-07-28,70.32558139534885
2023-07-29,69.0232558139535
2023-07-30,53.395348837209305
2023-07-31,35.162790697674424
2023-08-01,26.04651162790698
2023-08-02,29.953488372093027
2023-08-03,26.04651162790698
2023-08-04,28.651162790697676
2023-08-05,53.395348837209305
2023-08-06,39.06976744186047
2023-08-07,29.953488372093027
2023-08-08,31.255813953488374
2023-08-09,28.651162790697676
2023-08-10,22.13953488372093
2023-08-11,27.348837209302328
2023-08-12,31.255813953488374
2023-08-13,32.55813953488372
2023-08-14,23.44186046511628
2023-08-15,20.837209302325583
2023-08-16,22.13953488372093
2023-08-17,18.232558139534884
2023-08-18,19.534883720930235
2023-08-19,29.953488372093027
2023-08-20,39.06976744186047
2023-08-21,33.86046511627907
2023-08-22,26.04651162790698
2023-08-23,22.13953488372093
2023-08-24,20.837209302325583
2023-08-25,22.13953488372093
2023-08-26,27.348837209302328
2023-08-27,31.255813953488374
2023-08-28,22.13953488372093
2023-08-29,22.13953488372093
2023-08-30,20.837209302325583
2023-08-31,29.953488372093027
2023-09-01,28.651162790697676
2023-09-02,28.651162790697676
2023-09-03,41.674418604651166
2023-09-04,37.76744186046512
2023-09-05,26.04651162790698
2023-09-06,26.04651162790698
2023-09-07,29.953488372093027
2023-09-08,31.255813953488374
2023-09-09,37.76744186046512
2023-09-10,35.162790697674424
2023-09-11,29.953488372093027
2023-09-12,24.74418604651163
2023-09-13,23.44186046511628
2023-09-14,26.04651162790698
2023-09-15,32.55813953488372
2023-09-16,41.674418604651166
2023-09-17,35.162790697674424
2023-09-18,31.255813953488374
2023-09-19,27.348837209302328
2023-09-20,19.534883720930235
2023-09-21,24.74418604651163
2023-09-22,33.86046511627907
2023-09-23,52.09302325581396
2023-09-24,50.79069767441861
2023-09-25,31.255813953488374
2023-09-26,26.04651162790698
2023-09-27,23.44186046511628
2023-09-28,28.651162790697676
2023-09-29,28.651162790697676
2023-09-30,39.06976744186047
2023-10-01,65.11627906976744
2023-10-02,37.76744186046512
2023-10-03,33.86046511627907
2023-10-04,31.255813953488374
2023-10-05,32.55813953488372
2023-10-06,37.76744186046512
2023-10-07,49.48837209302326
2023-10-08,52.09302325581396
2023-10-09,45.58139534883721
2023-10-10,37.76744186046512
2023-10-11,52.09302325581396
2023-10-12,48.18604651162791
2023-10-13,41.674418604651166
2023-10-14,50.79069767441861
2023-10-15,61.2093023255814
2023-10-16,35.162790697674424
2023-10-17,28.651162790697676
2023-10-18,27.348837209302328
2023-10-19,28.651162790697676
2023-10-20,29.953488372093027
2023-10-21,56.00000000000001
2023-10-22,57.30232558139535
2023-10-23,32.55813953488372
2023-10-24,26.04651162790698
2023-10-25,33.86046511627907
2023-10-26,35.162790697674424
2023-10-27,31.255813953488374
2023-10-28,44.27906976744186
2023-10-29,70.32558139534885
2023-10-30,52.09302325581396
2023-10-31,67.72093023255815
2023-11-01,88.55813953488372
2023-11-02,24.74418604651163
2023-11-03,23.44186046511628
2023-11-04,31.255813953488374
2023-11-05,26.04651162790698
2023-11-06,19.534883720930235
2023-11-07,19.534883720930235
2023-11-08,16.930232558139537
2023-11-09,18.232558139534884
2023-11-10,20.837209302325583
2023-11-11,36.46511627906977
2023-11-12,33.86046511627907
2023-11-13,22.13953488372093
2023-11-14,16.930232558139537
2023-11-15,16.930232558139537
2023-11-16,15.627906976744187
2023-11-17,18.232558139534884
2023-11-18,27.348837209302328
2023-11-19,26.04651162790698
2023-11-20,24.74418604651163
2023-11-21,20.837209302325583
2023-11-22,36.46511627906977
2023-11-23,58.6046511627907
2023-11-24,44.27906976744186
2023-11-25,46.88372093023256
2023-11-26,41.674418604651166
2023-11-27,28.651162790697676
2023-11-28,20.837209302325583
2023-11-29,20.837209302325583
2023-11-30,18.232558139534884
2023-12-01,19.534883720930235
2023-12-02,28.651162790697676
2023-12-03,26.04651162790698
2023-12-04,23.44186046511628
2023-12-05,19.534883720930235
2023-12-06,19.534883720930235
2023-12-07,23.44186046511628
2023-12-08,18.232558139534884
2023-12-09,28.651162790697676
2023-12-10,29.953488372093027
2023-12-11,20.837209302325583
2023-12-12,15.627906976744187
2023-12-13,23.44186046511628
2023-12-14,16.930232558139537
2023-12-15,20.837209302325583
2023-12-16,32.55813953488372
2023-12-17,28.651162790697676
2023-12-18,24.74418604651163
2023-12-19,19.534883720930235
2023-12-20,24.74418604651163
2023-12-21,19.534883720930235
2023-12-22,23.441860465116285
2023-12-23,30.865116279069774
2023-12-24,33.33953488372094
2023-12-25,50.530232558139545
2023-12-26,35.162790697674424
2023-12-27,25.916279069767448
2023-12-28,23.441860465116285
2023-12-29,23.441860465116285
2023-12-30,25.916279069767448
2023-12-31,30.2139534883721
2024-01-01,30.2139534883721
2024-01-02,20.96744186046512
2024-01-03,18.493023255813956
2024-01-04,24.093023255813957
2024-01-05,19.14418604651163
2024-01-06,22.79069767441861
2024-01-07,32.68837209302326
2024-01-08,25.265116279069773
2024-01-09,27.739534883720935
2024-01-10,28.390697674418607
2024-01-11,25.265116279069773
2024-01-12,27.739534883720935
2024-01-13,25.916279069767448
2024-01-14,46.88372093023257
2024-01-15,30.865116279069774
2024-01-16,130.75348837209305
2024-01-17,53.00465116279071
2024-01-18,61.079069767441865
2024-01-19,37.63720930232559
2024-01-20,44.4093023255814
2024-01-21,37.506976744186055
2024-01-22,63.29302325581397
2024-01-23,42.19534883720931
2024-01-24,28.13023255813954
2024-01-25,35.162790697674424
2024-01-26,23.441860465116285
2024-01-27,42.19534883720931
2024-01-28,32.8186046511628
2024-01-29,18.753488372093027
2024-01-30,18.753488372093027
2024-01-31,23.441860465116285
2024-02-01,28.13023255813954
2024-02-02,30.47441860465117
2024-02-03,28.13023255813954
2024-02-04,35.162790697674424
2024-02-05,21.097674418604655
2024-02-06,16.4093023255814
2024-02-07,18.753488372093027
2024-02-08,18.753488372093027
2024-02-09,18.753488372093027
2024-02-10,21.097674418604655
2024-02-11,21.097674418604655
2024-02-12,14.06511627906977
2024-02-13,18.753488372093027
2024-02-14,23.441860465116285
2024-02-15,25.786046511627912
2024-02-16,21.097674418604655
2024-02-17,25.786046511627912
2024-02-18,28.13023255813954
2024-02-19,23.441860465116285
2024-02-20,30.47441860465117
2024-02-21,39.851162790697686
2024-02-22,32.8186046511628
2024-02-23,23.441860465116285
2024-02-24,35.162790697674424
2024-02-25,35.162790697674424
2024-02-26,21.097674418604655
2024-02-27,18.753488372093027
2024-02-28,28.13023255813954
2024-02-29,49.227906976744194
2024-03-01,30.47441860465117
2024-03-02,32.8186046511628
2024-03-03,23.441860465116285
2024-03-04,23.441860465116285
2024-03-05,23.441860465116285
2024-03-06,30.47441860465117
2024-03-07,25.786046511627912
2024-03-08,23.441860465116285
2024-03-09,44.53953488372094
2024-03-10,89.07906976744188
2024-03-11,234.41860465116284
2024-03-12,124.2418604651163
2024-03-13,72.66976744186049
2024-03-14,35.162790697674424
2024-03-15,32.8186046511628
2024-03-16,35.162790697674424
2024-03-17,28.13023255813954
2024-03-18,21.097674418604655
2024-03-19,32.8186046511628
2024-03-20,21.097674418604655
2024-03-21,23.441860465116285
2024-03-22,23.441860465116285
2024-03-23,28.13023255813954
2024-03-24,28.13023255813954
2024-03-25,23.441860465116285
2024-03-26,18.753488372093027
2024-03-27,18.753488372093027
2024-03-28,21.097674418604655
2024-03-29,21.097674418604655
2024-03-30,35.162790697674424
2024-03-31,25.786046511627912
2024-04-01,25.786046511627912
2024-04-02,23.441860465116285
2024-04-03,18.753488372093027
2024-04-04,14.06511627906977
2024-04-05,16.4093023255814
2024-04-06,18.753488372093027
2024-04-07,21.097674418604655
2024-04-08,16.4093023255814
2024-04-09,16.4093023255814
2024-04-10,16.4093023255814
2024-04-11,16.4093023255814
2024-04-12,18.753488372093027
2024-04-13,18.753488372093027
2024-04-14,21.097674418604655
2024-04-15,16.4093023255814
2024-04-16,18.753488372093027
2024-04-17,18.753488372093027
2024-04-18,16.4093023255814
2024-04-19,21.097674418604655
2024-04-20,30.47441860465117
2024-04-21,23.441860465116285
2024-04-22,16.4093023255814
2024-04-23,21.097674418604655
2024-04-24,16.4093023255814
2024-04-25,16.4093023255814
2024-04-26,14.06511627906977
2024-04-27,16.4093023255814
2024-04-28,21.097674418604655
2024-04-29,16.4093023255814
2024-04-30,16.4093023255814
2024-05-01,14.06511627906977
2024-05-02,11.720930232558143
2024-05-03,16.4093023255814
2024-05-04,18.753488372093027
2024-05-05,16.4093023255814
2024-05-06,14.06511627906977
2024-05-07,14.06511627906977
2024-05-08,16.4093023255814
2024-05-09,18.753488372093027
2024-05-10,16.4093023255814
2024-05-11,28.13023255813954
2024-05-12,35.162790697674424
2024-05-13,21.097674418604655
2024-05-14,16.4093023255814
2024-05-15,11.720930232558143
2024-05-16,14.06511627906977
2024-05-17,14.06511627906977
2024-05-18,16.4093023255814
2024-05-19,18.753488372093027
2024-05-20,14.06511627906977
2024-05-21,14.06511627906977
2024-05-22,16.4093023255814
2024-05-23,16.4093023255814
2024-05-24,18.753488372093027
2024-05-25,18.753488372093027
2024-05-26,25.786046511627912
2024-05-27,23.441860465116285
2024-05-28,14.06511627906977
2024-05-29,14.06511627906977
2024-05-30,25.786046511627912
2024-05-31,75.01395348837211
2024-06-01,37.506976744186055
2024-06-02,25.786046511627912
2024-06-03,21.097674418604655
2024-06-04,30.47441860465117
2024-06-05,28.13023255813954
2024-06-06,23.441860465116285
2024-06-07,21.097674418604655
2024-06-08,21.097674418604655
2024-06-09,25.786046511627912
2024-06-10,18.753488372093027
2024-06-11,30.47441860465117
2024-06-12,14.06511627906977
2024-06-13,14.06511627906977
2024-06-14,16.4093023255814
2024-06-15,21.097674418604655
2024-06-16,23.441860465116285
2024-06-17,14.06511627906977
2024-06-18,18.753488372093027
2024-06-19,21.097674418604655
2024-06-20,21.097674418604655
2024-06-21,28.13023255813954
2024-06-22,23.441860465116285
2024-06-23,25.786046511627912
2024-06-24,28.13023255813954
2024-06-25,30.47441860465117
2024-06-26,32.8186046511628
2024-06-27,44.53953488372094
2024-06-28,37.506976744186055
2024-06-29,65.6372093023256
2024-06-30,60.94883720930234
2024-07-01,46.88372093023257
2024-07-02,53.916279069767455
2024-07-03,44.53953488372094
2024-07-04,58.60465116279071
2024-07-05,42.19534883720931
2024-07-06,53.916279069767455
2024-07-07,65.6372093023256
2024-07-08,46.88372093023257
2024-07-09,39.851162790697686
2024-07-10,39.851162790697686
2024-07-11,42.19534883720931
2024-07-12,39.851162790697686
2024-07-13,46.88372093023257
2024-07-14,37.506976744186055
2024-07-15,30.47441860465117
2024-07-16,28.13023255813954
2024-07-17,37.506976744186055
2024-07-18,46.88372093023257
2024-07-19,37.506976744186055
2024-07-20,46.88372093023257
2024-07-21,51.572093023255825
2024-07-22,32.8186046511628
2024-07-23,30.47441860465117
2024-07-24,30.47441860465117
2024-07-25,58.60465116279071
2024-07-26,51.572093023255825
2024-07-27,49.227906976744194
2024-07-28,37.506976744186055
2024-07-29,30.47441860465117
2024-07-30,30.47441860465117
2024-07-31,37.506976744186055
2024-08-01,49.227906976744194
2024-08-02,72.66976744186049
2024-08-03,60.94883720930234
2024-08-04,42.19534883720931
2024-08-05,35.162790697674424
2024-08-06,35.162790697674424
2024-08-07,32.8186046511628
2024-08-08,35.162790697674424
2024-08-09,51.572093023255825
2024-08-10,58.60465116279071
2024-08-11,51.572093023255825
2024-08-12,58.60465116279071
2024-08-13,63.29302325581397
2024-08-14,35.162790697674424
2024-08-15,32.8186046511628
2024-08-16,30.47441860465117
2024-08-17,42.19534883720931
2024-08-18,44.173255813953496
2024-08-19,28.35
2024-08-20,21.024418604651167
2024-08-21,28.35
2024-08-22,25.27325581395349
2024-08-23,26.22558139534884
2024-08-24,28.35
2024-08-25,34.72325581395349
2024-08-26,30.47441860465117
2024-08-27,21.024418604651167
2024-08-28,28.35
2024-08-29,23.14883720930233
2024-08-30,18.900000000000006
2024-08-31,35.67558139534884
2024-09-01,39.924418604651166
2024-09-02,32.59883720930233
2024-09-03,24.10116279069768
2024-09-04,28.35
2024-09-05,25.27325581395349
2024-09-06,21.024418604651167
2024-09-07,28.35
2024-09-08,32.59883720930233
2024-09-09,36.847674418604655
2024-09-10,34.72325581395349
2024-09-11,24.10116279069768
2024-09-12,27.397674418604655
2024-09-13,24.10116279069768
2024-09-14,30.47441860465117
2024-09-15,30.47441860465117
2024-09-16,38.97209302325582
2024-09-17,22.855813953488376
2024-09-18,19.04651162790698
2024-09-19,20.951162790697676
2024-09-20,22.855813953488376
2024-09-21,32.37906976744186
2024-09-22,30.474418604651166
2024-09-23,19.04651162790698
