Time,scratch
2022-04-14,83.0
2022-04-15,60.0
2022-04-16,52.0
2022-04-17,47.0
2022-04-18,62.0
2022-04-19,73.0
2022-04-20,73.0
2022-04-21,75.0
2022-04-22,82.0
2022-04-23,49.0
2022-04-24,44.0
2022-04-25,74.0
2022-04-26,78.0
2022-04-27,79.0
2022-04-28,84.0
2022-04-29,88.0
2022-04-30,47.0
2022-05-01,45.0
2022-05-02,78.0
2022-05-03,84.0
2022-05-04,87.0
2022-05-05,89.0
2022-05-06,98.0
2022-05-07,52.0
2022-05-08,52.0
2022-05-09,76.0
2022-05-10,84.0
2022-05-11,84.0
2022-05-12,90.0
2022-05-13,98.0
2022-05-14,48.0
2022-05-15,47.0
2022-05-16,82.0
2022-05-17,81.0
2022-05-18,83.0
2022-05-19,92.0
2022-05-20,100.0
2022-05-21,51.0
2022-05-22,46.0
2022-05-23,77.0
2022-05-24,87.0
2022-05-25,82.0
2022-05-26,79.0
2022-05-27,73.0
2022-05-28,46.0
2022-05-29,49.0
2022-05-30,44.0
2022-05-31,57.0
2022-06-01,60.0
2022-06-02,61.0
2022-06-03,58.0
2022-06-04,45.0
2022-06-05,43.0
2022-06-06,52.0
2022-06-07,53.0
2022-06-08,55.0
2022-06-09,55.0
2022-06-10,52.0
2022-06-11,44.0
2022-06-12,49.0
2022-06-13,49.0
2022-06-14,52.0
2022-06-15,46.0
2022-06-16,47.0
2022-06-17,48.0
2022-06-18,47.0
2022-06-19,45.0
2022-06-20,42.0
2022-06-21,44.0
2022-06-22,44.0
2022-06-23,47.0
2022-06-24,40.0
2022-06-25,43.0
2022-06-26,46.0
2022-06-27,41.0
2022-06-28,39.0
2022-06-29,41.0
2022-06-30,42.0
2022-07-01,40.0
2022-07-02,47.0
2022-07-03,46.0
2022-07-04,46.0
2022-07-05,38.0
2022-07-06,41.0
2022-07-07,42.0
2022-07-08,40.0
2022-07-09,46.0
2022-07-10,45.0
2022-07-11,41.0
2022-07-12,41.0
2022-07-13,39.0
2022-07-14,40.0
2022-07-15,40.0
2022-07-16,44.0
2022-07-17,45.0
2022-07-18,40.0
2022-07-19,41.0
2022-07-20,41.0
2022-07-21,40.0
2022-07-22,43.0
2022-07-23,45.0
2022-07-24,41.0
2022-07-25,42.0
2022-07-26,44.0
2022-07-27,39.0
2022-07-28,42.0
2022-07-29,45.0
2022-07-30,45.0
2022-07-31,47.0
2022-08-01,42.0
2022-08-02,39.0
2022-08-03,40.0
2022-08-04,42.0
2022-08-05,40.0
2022-08-06,44.0
2022-08-07,45.0
2022-08-08,37.0
2022-08-09,40.0
2022-08-10,41.0
2022-08-11,46.0
2022-08-12,47.0
2022-08-13,49.0
2022-08-14,43.0
2022-08-15,47.0
2022-08-16,48.0
2022-08-17,51.0
2022-08-18,53.0
2022-08-19,60.0
2022-08-20,48.0
2022-08-21,49.0
2022-08-22,50.0
2022-08-23,59.0
2022-08-24,62.0
2022-08-25,64.0
2022-08-26,71.0
2022-08-27,47.0
2022-08-28,46.0
2022-08-29,59.57142857142857
2022-08-30,65.78571428571428
2022-08-31,69.71428571428571
2022-09-01,73.78571428571428
2022-09-02,77.57142857142857
2022-09-03,47.785714285714285
2022-09-04,47.785714285714285
2022-09-05,45.0
2022-09-06,61.857142857142854
2022-09-07,70.35714285714286
2022-09-08,72.0
2022-09-09,81.14285714285714
2022-09-10,46.14285714285714
2022-09-11,44.357142857142854
2022-09-12,63.5
2022-09-13,70.78571428571428
2022-09-14,78.21428571428571
2022-09-15,84.28571428571428
2022-09-16,91.28571428571428
2022-09-17,49.42857142857143
2022-09-18,46.785714285714285
2022-09-19,69.71428571428571
2022-09-20,75.57142857142857
2022-09-21,78.57142857142857
2022-09-22,82.42857142857142
2022-09-23,85.71428571428571
2022-09-24,50.71428571428571
2022-09-25,45.5
2022-09-26,65.28571428571428
2022-09-27,72.0
2022-09-28,75.85714285714285
2022-09-29,74.57142857142857
2022-09-30,83.57142857142857
2022-10-01,48.857142857142854
2022-10-02,46.28571428571428
2022-10-03,65.57142857142857
2022-10-04,74.57142857142857
2022-10-05,69.42857142857142
2022-10-06,78.42857142857142
2022-10-07,82.28571428571428
2022-10-08,46.28571428571428
2022-10-09,44.99999999999999
2022-10-10,57.857142857142854
2022-10-11,68.14285714285714
2022-10-12,78.42857142857142
2022-10-13,75.85714285714285
2022-10-14,80.99999999999999
2022-10-15,48.857142857142854
2022-10-16,47.57142857142857
2022-10-17,72.0
2022-10-18,77.14285714285714
2022-10-19,79.71428571428571
2022-10-20,80.99999999999999
2022-10-21,93.85714285714285
2022-10-22,74.57142857142857
2022-10-23,89.99999999999999
2022-10-24,101.57142857142856
2022-10-25,116.99999999999999
2022-10-26,111.85714285714285
2022-10-27,113.14285714285714
2022-10-28,118.28571428571428
2022-10-29,96.42857142857142
2022-10-30,102.85714285714285
2022-10-31,111.85714285714285
2022-11-01,107.99999999999999
2022-11-02,113.14285714285714
2022-11-03,118.28571428571428
2022-11-04,128.57142857142856
2022-11-05,98.99999999999999
2022-11-06,102.85714285714285
2022-11-07,109.28571428571428
2022-11-08,105.42857142857142
2022-11-09,101.57142857142856
2022-11-10,109.28571428571428
2022-11-11,97.71428571428571
2022-11-12,84.85714285714285
2022-11-13,84.85714285714285
2022-11-14,92.57142857142856
2022-11-15,98.99999999999999
2022-11-16,100.28571428571428
2022-11-17,105.42857142857142
2022-11-18,113.14285714285714
2022-11-19,74.57142857142857
2022-11-20,74.57142857142857
2022-11-21,78.42857142857142
2022-11-22,86.14285714285714
2022-11-23,79.71428571428571
2022-11-24,87.42857142857142
2022-11-25,55.28571428571428
2022-11-26,52.71428571428571
2022-11-27,55.28571428571428
2022-11-28,70.71428571428571
2022-11-29,79.71428571428571
2022-11-30,86.14285714285714
2022-12-01,87.42857142857142
2022-12-02,89.99999999999999
2022-12-03,55.28571428571428
2022-12-04,53.99999999999999
2022-12-05,77.14285714285714
2022-12-06,88.71428571428571
2022-12-07,93.85714285714285
2022-12-08,98.99999999999999
2022-12-09,100.28571428571428
2022-12-10,57.857142857142854
2022-12-11,53.99999999999999
2022-12-12,83.57142857142857
2022-12-13,89.99999999999999
2022-12-14,96.42857142857142
2022-12-15,102.85714285714285
2022-12-16,105.42857142857142
2022-12-17,59.14285714285714
2022-12-18,53.99999999999999
2022-12-19,74.57142857142857
2022-12-20,80.99999999999999
2022-12-21,78.42857142857142
2022-12-22,75.85714285714285
2022-12-23,61.71428571428571
2022-12-24,62.99999999999999
2022-12-25,66.85714285714285
2022-12-26,53.99999999999999
2022-12-27,46.28571428571428
2022-12-28,48.857142857142854
2022-12-29,46.28571428571428
2022-12-30,47.57142857142857
2022-12-31,50.14285714285714
2023-01-01,47.57142857142857
2023-01-02,48.857142857142854
2023-01-03,56.57142857142857
2023-01-04,70.71428571428571
2023-01-05,73.28571428571428
2023-01-06,83.57142857142857
2023-01-07,55.28571428571428
2023-01-08,52.71428571428571
2023-01-09,77.14285714285714
2023-01-10,84.85714285714285
2023-01-11,86.14285714285714
2023-01-12,89.99999999999999
2023-01-13,98.99999999999999
2023-01-14,56.57142857142857
2023-01-15,50.14285714285714
2023-01-16,48.857142857142854
2023-01-17,79.71428571428571
2023-01-18,83.57142857142857
2023-01-19,86.14285714285714
2023-01-20,100.28571428571428
2023-01-21,56.57142857142857
2023-01-22,51.42857142857142
2023-01-23,79.71428571428571
2023-01-24,86.14285714285714
2023-01-25,83.57142857142857
2023-01-26,87.42857142857142
2023-01-27,93.85714285714285
2023-01-28,59.14285714285714
2023-01-29,53.99999999999999
2023-01-30,79.71428571428571
2023-01-31,87.42857142857142
2023-02-01,87.42857142857142
2023-02-02,89.99999999999999
2023-02-03,102.85714285714285
2023-02-04,56.57142857142857
2023-02-05,55.28571428571428
2023-02-06,75.85714285714285
2023-02-07,84.85714285714285
2023-02-08,87.42857142857142
2023-02-09,87.42857142857142
2023-02-10,98.99999999999999
2023-02-11,53.99999999999999
2023-02-12,52.71428571428571
2023-02-13,70.71428571428571
2023-02-14,80.99999999999999
2023-02-15,83.57142857142857
2023-02-16,91.28571428571428
2023-02-17,102.85714285714285
2023-02-18,55.28571428571428
2023-02-19,55.28571428571428
2023-02-20,47.57142857142857
2023-02-21,73.28571428571428
2023-02-22,77.14285714285714
2023-02-23,80.99999999999999
2023-02-24,95.14285714285714
2023-02-25,55.28571428571428
2023-02-26,55.28571428571428
2023-02-27,82.28571428571428
2023-02-28,82.28571428571428
2023-03-01,82.28571428571428
2023-03-02,91.28571428571428
2023-03-03,100.28571428571428
2023-03-04,56.57142857142857
2023-03-05,50.14285714285714
2023-03-06,75.85714285714285
2023-03-07,80.99999999999999
2023-03-08,91.28571428571428
2023-03-09,93.85714285714285
2023-03-10,98.99999999999999
2023-03-11,55.28571428571428
2023-03-12,51.42857142857142
2023-03-13,70.71428571428571
2023-03-14,79.71428571428571
2023-03-15,82.28571428571428
2023-03-16,79.71428571428571
2023-03-17,80.99999999999999
2023-03-18,50.14285714285714
2023-03-19,50.14285714285714
2023-03-20,70.71428571428571
2023-03-21,80.99999999999999
2023-03-22,79.71428571428571
2023-03-23,86.14285714285714
2023-03-24,96.42857142857142
2023-03-25,52.71428571428571
2023-03-26,50.14285714285714
2023-03-27,77.14285714285714
2023-03-28,78.42857142857142
2023-03-29,78.42857142857142
2023-03-30,84.85714285714285
2023-03-31,88.71428571428571
2023-04-01,51.42857142857142
2023-04-02,48.857142857142854
2023-04-03,68.14285714285714
2023-04-04,68.14285714285714
2023-04-05,70.71428571428571
2023-04-06,79.71428571428571
2023-04-07,57.857142857142854
2023-04-08,52.71428571428571
2023-04-09,50.14285714285714
2023-04-10,55.28571428571428
2023-04-11,69.42857142857142
2023-04-12,73.28571428571428
2023-04-13,79.71428571428571
2023-04-14,91.28571428571428
2023-04-15,48.857142857142854
2023-04-16,50.14285714285714
2023-04-17,75.85714285714285
2023-04-18,79.71428571428571
2023-04-19,87.42857142857142
2023-04-20,88.71428571428571
2023-04-21,97.71428571428571
2023-04-22,52.71428571428571
2023-04-23,50.14285714285714
2023-04-24,79.71428571428571
2023-04-25,87.42857142857142
2023-04-26,90.21108742004263
2023-04-27,92.955223880597
2023-04-28,105.94669509594883
2023-04-29,51.23667377398721
2023-04-30,51.23667377398721
2023-05-01,84.07995735607676
2023-05-02,88.83901918976545
2023-05-03,93.59808102345414
2023-05-04,99.08635394456289
2023-05-05,105.21748400852877
2023-05-06,62.85607675906183
2023-05-07,49.86460554371001
2023-05-08,87.46695095948826
2023-05-09,97.71428571428571
2023-05-10,93.59808102345414
2023-05-11,97.71428571428571
2023-05-12,113.44989339019189
2023-05-13,51.23667377398721
2023-05-14,50.59381663113006
2023-05-15,91.58315565031982
2023-05-16,103.20255863539444
2023-05-17,97.71428571428571
2023-05-18,106.58955223880596
2023-05-19,110.70575692963752
2023-05-20,53.98081023454157
2023-05-21,49.86460554371001
2023-05-22,87.46695095948826
2023-05-23,94.97014925373134
2023-05-24,90.85394456289978
2023-05-25,92.22601279317696
2023-05-26,81.67164179104478
2023-05-27,51.04477611940298
2023-05-28,49.586353944562894
2023-05-29,48.127931769722814
2023-05-30,61.253731343283576
2023-05-31,71.46268656716417
2023-06-01,72.92110874200426
2023-06-02,75.83795309168443
2023-06-03,48.127931769722814
2023-06-04,46.669509594882726
2023-06-05,62.712153518123664
2023-06-06,67.08742004264391
2023-06-07,70.00426439232409
2023-06-08,65.62899786780383
2023-06-09,64.17057569296375
2023-06-10,45.21108742004264
2023-06-11,46.669509594882726
2023-06-12,58.33688699360341
2023-06-13,58.33688699360341
2023-06-14,56.87846481876332
2023-06-15,55.42004264392324
2023-06-16,52.50319829424306
2023-06-17,46.669509594882726
2023-06-18,51.04477611940298
2023-06-19,45.21108742004264
2023-06-20,46.669509594882726
2023-06-21,48.127931769722814
2023-06-22,46.669509594882726
2023-06-23,46.669509594882726
2023-06-24,48.127931769722814
2023-06-25,51.04477611940298
2023-06-26,43.75266524520256
2023-06-27,43.75266524520256
2023-06-28,43.75266524520256
2023-06-29,42.29424307036247
2023-06-30,42.29424307036247
2023-07-01,42.29424307036247
2023-07-02,45.21108742004264
2023-07-03,42.29424307036247
2023-07-04,42.29424307036247
2023-07-05,40.83582089552239
2023-07-06,43.75266524520256
2023-07-07,43.75266524520256
2023-07-08,43.75266524520256
2023-07-09,45.21108742004264
2023-07-10,40.83582089552239
2023-07-11,40.83582089552239
2023-07-12,40.83582089552239
2023-07-13,42.29424307036247
2023-07-14,43.75266524520256
2023-07-15,45.21108742004264
2023-07-16,43.75266524520256
2023-07-17,42.29424307036247
2023-07-18,40.83582089552239
2023-07-19,42.29424307036247
2023-07-20,42.29424307036247
2023-07-21,42.29424307036247
2023-07-22,43.75266524520256
2023-07-23,45.21108742004264
2023-07-24,39.3773987206823
2023-07-25,40.83582089552239
2023-07-26,39.3773987206823
2023-07-27,42.29424307036247
2023-07-28,42.29424307036247
2023-07-29,45.21108742004264
2023-07-30,42.29424307036247
2023-07-31,40.83582089552239
2023-08-01,42.29424307036247
2023-08-02,45.21108742004264
2023-08-03,43.75266524520256
2023-08-04,43.75266524520256
2023-08-05,46.669509594882726
2023-08-06,49.586353944562894
2023-08-07,43.75266524520256
2023-08-08,43.75266524520256
2023-08-09,51.04477611940298
2023-08-10,48.127931769722814
2023-08-11,51.04477611940298
2023-08-12,45.21108742004264
2023-08-13,49.586353944562894
2023-08-14,49.586353944562894
2023-08-15,55.42004264392324
2023-08-16,59.795309168443495
2023-08-17,64.17057569296375
2023-08-18,75.83795309168443
2023-08-19,49.586353944562894
2023-08-20,49.586353944562894
2023-08-21,58.33688699360341
2023-08-22,72.92110874200426
2023-08-23,78.7547974413646
2023-08-24,84.58848614072494
2023-08-25,97.71428571428571
2023-08-26,49.586353944562894
2023-08-27,48.127931769722814
2023-08-28,74.37953091684435
2023-08-29,84.58848614072494
2023-08-30,86.04690831556502
2023-08-31,90.42217484008528
2023-09-01,97.71428571428571
2023-09-02,51.04477611940298
2023-09-03,51.04477611940298
2023-09-04,48.127931769722814
2023-09-05,77.29637526652452
2023-09-06,88.9637526652452
2023-09-07,93.33901918976545
2023-09-08,118.1321961620469
2023-09-09,53.96162046908315
2023-09-10,51.04477611940298
2023-09-11,88.9637526652452
2023-09-12,93.33901918976545
2023-09-13,102.08955223880596
2023-09-14,105.00639658848613
2023-09-15,125.42430703624733
2023-09-16,55.42004264392324
2023-09-17,51.04477611940298
2023-09-18,88.9637526652452
2023-09-19,99.17270788912579
2023-09-20,110.84008528784648
2023-09-21,115.21535181236673
2023-09-22,118.1321961620469
2023-09-23,58.33688699360341
2023-09-24,53.96162046908315
2023-09-25,84.58848614072494
2023-09-26,107.9232409381663
2023-09-27,106.46481876332622
2023-09-28,110.84008528784648
2023-09-29,132.71641791044775
2023-09-30,52.50319829424306
2023-10-01,51.04477611940298
2023-10-02,91.88059701492537
2023-10-03,103.54797441364605
2023-10-04,106.46481876332622
2023-10-05,113.75692963752664
2023-10-06,121.04904051172707
2023-10-07,55.42004264392324
2023-10-08,51.04477611940298
2023-10-09,71.46268656716417
2023-10-10,90.42217484008528
2023-10-11,97.71428571428571
2023-10-12,103.54797441364605
2023-10-13,112.29850746268656
2023-10-14,53.96162046908315
2023-10-15,52.50319829424306
2023-10-16,88.9637526652452
2023-10-17,97.71428571428571
2023-10-18,107.9232409381663
2023-10-19,106.46481876332622
2023-10-20,121.04904051172707
2023-10-21,56.87846481876332
2023-10-22,52.50319829424306
2023-10-23,88.9637526652452
2023-10-24,96.25586353944563
2023-10-25,103.54797441364605
2023-10-26,106.46481876332622
2023-10-27,116.67377398720681
2023-10-28,52.50319829424306
2023-10-29,48.127931769722814
2023-10-30,97.71428571428571
2023-10-31,97.71428571428571
2023-11-01,105.00639658848613
2023-11-02,107.9232409381663
2023-11-03,128.3411513859275
2023-11-04,56.87846481876332
2023-11-05,52.50319829424306
2023-11-06,93.33901918976545
2023-11-07,88.9637526652452
2023-11-08,105.00639658848613
2023-11-09,115.21535181236673
2023-11-10,107.9232409381663
2023-11-11,56.87846481876332
2023-11-12,55.42004264392324
2023-11-13,94.79744136460553
2023-11-14,109.38166311300638
2023-11-15,116.67377398720681
2023-11-16,116.67377398720681
2023-11-17,141.46695095948826
2023-11-18,62.712153518123664
2023-11-19,56.87846481876332
2023-11-20,83.13006396588486
2023-11-21,103.54797441364605
2023-11-22,78.7547974413646
2023-11-23,81.67164179104478
2023-11-24,45.21108742004264
2023-11-25,49.586353944562894
2023-11-26,49.586353944562894
2023-11-27,87.50533049040511
2023-11-28,102.08955223880596
2023-11-29,106.46481876332622
2023-11-30,112.29850746268656
2023-12-01,138.5501066098081
2023-12-02,55.42004264392324
2023-12-03,51.04477611940298
2023-12-04,94.79744136460553
2023-12-05,112.29850746268656
2023-12-06,116.67377398720681
2023-12-07,115.21535181236673
2023-12-08,137.09168443496802
2023-12-09,62.712153518123664
2023-12-10,56.87846481876332
2023-12-11,105.00639658848613
2023-12-12,115.21535181236673
2023-12-13,122.50746268656715
2023-12-14,129.79957356076758
2023-12-15,145.84221748400853
2023-12-16,65.62899786780383
2023-12-17,53.96162046908315
2023-12-18,107.9232409381663
2023-12-19,116.67377398720681
2023-12-20,121.04904051172707
2023-12-21,107.9232409381663
2023-12-22,102.27370142631109
2023-12-23,70.30855369146357
2023-12-24,65.35178933153274
2023-12-25,62.50880160785731
2023-12-26,52.558344574993264
2023-12-27,46.872369127642386
2023-12-28,48.293862989480104
2023-12-29,49.71535685131782
2023-12-30,49.71535685131782
2023-12-31,51.136850713155546
2024-01-01,51.86606180057559
2024-01-02,53.97983843683099
2024-01-03,66.77328319337046
2024-01-04,79.56672794990993
2024-01-05,97.31693706638026
2024-01-06,53.97983843683099
2024-01-07,55.401332298668706
2024-01-08,85.9449861716785
2024-01-09,105.11668914998653
2024-01-10,107.95967687366198
2024-01-11,119.33162776836373
2024-01-12,131.39586143748318
2024-01-13,62.50880160785731
2024-01-14,52.558344574993264
2024-01-15,46.872369127642386
2024-01-16,83.10199844800306
2024-01-17,107.26739409924429
2024-01-18,116.48864004468828
2024-01-19,122.17461549203917
2024-01-20,61.08730774601958
2024-01-21,52.613490855743464
2024-01-22,105.22698171148693
2024-01-23,113.53437500449905
2024-01-24,127.3800304928526
2024-01-25,130.1491615905233
2024-01-26,134.30285823702937
2024-01-27,62.305449697590944
2024-01-28,52.613490855743464
2024-01-29,96.9195884184748
2024-01-30,112.1498094556637
2024-01-31,106.61154726032228
2024-02-01,120.45720274867583
2024-02-02,138.45655488353543
2024-02-03,59.536318599920236
2024-02-04,52.613490855743464
2024-02-05,98.30415396731016
2024-02-06,110.76524390682835
2024-02-07,113.53437500449905
2024-02-08,106.61154726032228
2024-02-09,134.30285823702937
2024-02-10,56.76718750224953
2024-02-11,53.99805640457882
2024-02-12,87.22762957662732
2024-02-13,99.68871951614551
2024-02-14,105.22698171148693
2024-02-15,119.07263719984047
2024-02-16,120.45720274867583
2024-02-17,56.76718750224953
2024-02-18,52.613490855743464
2024-02-19,51.22892530690811
2024-02-20,85.84306402779197
2024-02-21,92.76589177196874
2024-02-22,99.68871951614551
2024-02-23,119.07263719984047
2024-02-24,58.15175305108488
2024-02-25,52.613490855743464
2024-02-26,92.76589177196874
2024-02-27,102.45785061381622
2024-02-28,112.1498094556637
2024-02-29,116.30350610216976
2024-03-01,137.07198933470008
2024-03-02,59.536318599920236
2024-03-03,53.99805640457882
2024-03-04,92.76589177196874
2024-03-05,106.61154726032228
2024-03-06,114.91894055333441
2024-03-07,121.84176829751118
2024-03-08,131.53372713935866
2024-03-09,58.15175305108488
2024-03-10,53.99805640457882
2024-03-11,84.45849847895661
2024-03-12,92.76589177196874
2024-03-13,95.53502286963945
2024-03-14,98.30415396731016
2024-03-15,107.99611280915764
2024-03-16,52.613490855743464
2024-03-17,53.99805640457882
2024-03-18,83.07393293012126
2024-03-19,91.38132622313339
2024-03-20,99.68871951614551
2024-03-21,109.38067835799299
2024-03-22,124.61089939518189
2024-03-23,58.15175305108488
2024-03-24,51.22892530690811
2024-03-25,83.07393293012126
2024-03-26,92.76589177196874
2024-03-27,92.76589177196874
2024-03-28,102.45785061381622
2024-03-29,70.61284299060307
2024-03-30,52.613490855743464
2024-03-31,51.22892530690811
2024-04-01,58.15175305108488
2024-04-02,85.84306402779197
2024-04-03,91.38132622313339
2024-04-04,94.1504573208041
2024-04-05,103.84241616265157
2024-04-06,51.22892530690811
2024-04-07,49.844359758072756
2024-04-08,76.15110518594449
2024-04-09,94.1504573208041
2024-04-10,96.9195884184748
2024-04-11,109.38067835799299
2024-04-12,123.22633384634653
2024-04-13,48.4597942092374
2024-04-14,48.4597942092374
2024-04-15,85.84306402779197
2024-04-16,103.84241616265157
2024-04-17,103.84241616265157
2024-04-18,110.76524390682835
2024-04-19,127.3800304928526
2024-04-20,53.99805640457882
2024-04-21,52.613490855743464
2024-04-22,94.1504573208041
2024-04-23,101.07328506498087
2024-04-24,109.38067835799299
2024-04-25,112.1498094556637
2024-04-26,123.22633384634653
2024-04-27,53.99805640457882
2024-04-28,52.613490855743464
2024-04-29,96.9195884184748
2024-04-30,103.84241616265157
2024-05-01,105.22698171148693
2024-05-02,117.68807165100512
2024-05-03,123.22633384634653
2024-05-04,49.844359758072756
2024-05-05,53.99805640457882
2024-05-06,99.68871951614551
2024-05-07,107.99611280915764
2024-05-08,110.76524390682835
2024-05-09,125.99546494401724
2024-05-10,135.68742378586472
2024-05-11,52.613490855743464
2024-05-12,51.22892530690811
2024-05-13,109.38067835799299
2024-05-14,113.53437500449905
2024-05-15,121.84176829751118
2024-05-16,128.76459604168795
2024-05-17,125.99546494401724
2024-05-18,53.99805640457882
2024-05-19,49.844359758072756
2024-05-20,103.84241616265157
2024-05-21,117.68807165100512
2024-05-22,105.22698171148693
2024-05-23,109.38067835799299
2024-05-24,99.68871951614551
2024-05-25,55.38262195341417
2024-05-26,48.4597942092374
2024-05-27,47.07522866040205
2024-05-28,74.76653963710913
2024-05-29,81.6893673812859
2024-05-30,85.84306402779197
2024-05-31,85.84306402779197
2024-06-01,51.22892530690811
2024-06-02,49.844359758072756
2024-06-03,66.45914634409701
2024-06-04,73.38197408827378
2024-06-05,74.76653963710913
2024-06-06,78.9202362836152
2024-06-07,66.45914634409701
2024-06-08,51.22892530690811
2024-06-09,48.4597942092374
2024-06-10,62.305449697590944
2024-06-11,60.92088414875559
2024-06-12,56.76718750224953
2024-06-13,56.76718750224953
2024-06-14,49.844359758072756
2024-06-15,62.305449697590944
2024-06-16,47.07522866040205
2024-06-17,49.844359758072756
2024-06-18,49.844359758072756
2024-06-19,40.152400916225275
2024-06-20,45.69066311156669
2024-06-21,47.07522866040205
2024-06-22,48.4597942092374
2024-06-23,48.4597942092374
2024-06-24,48.4597942092374
2024-06-25,44.30609756273134
2024-06-26,42.921532013895984
2024-06-27,44.30609756273134
2024-06-28,45.69066311156669
2024-06-29,47.07522866040205
2024-06-30,45.69066311156669
2024-07-01,44.30609756273134
2024-07-02,44.30609756273134
2024-07-03,45.69066311156669
2024-07-04,49.844359758072756
2024-07-05,41.53696646506063
2024-07-06,45.69066311156669
2024-07-07,47.07522866040205
2024-07-08,40.152400916225275
2024-07-09,41.53696646506063
2024-07-10,44.30609756273134
2024-07-11,45.69066311156669
2024-07-12,44.30609756273134
2024-07-13,44.30609756273134
2024-07-14,42.921532013895984
2024-07-15,40.152400916225275
2024-07-16,40.152400916225275
2024-07-17,42.921532013895984
2024-07-18,47.07522866040205
2024-07-19,41.53696646506063
2024-07-20,45.69066311156669
2024-07-21,44.30609756273134
2024-07-22,42.921532013895984
2024-07-23,41.53696646506063
2024-07-24,41.53696646506063
2024-07-25,47.07522866040205
2024-07-26,41.53696646506063
2024-07-27,44.30609756273134
2024-07-28,44.30609756273134
2024-07-29,40.152400916225275
2024-07-30,41.53696646506063
2024-07-31,41.53696646506063
2024-08-01,41.53696646506063
2024-08-02,51.22892530690811
2024-08-03,45.69066311156669
2024-08-04,47.07522866040205
2024-08-05,40.152400916225275
2024-08-06,41.53696646506063
2024-08-07,42.921532013895984
2024-08-08,44.30609756273134
2024-08-09,48.4597942092374
2024-08-10,47.07522866040205
2024-08-11,45.69066311156669
2024-08-12,47.07522866040205
2024-08-13,47.07522866040205
2024-08-14,53.99805640457882
2024-08-15,63.6900152464263
2024-08-16,73.38197408827378
2024-08-17,49.844359758072756
2024-08-18,47.07522866040205
2024-08-19,64.38229802084398
2024-08-20,73.38197408827378
2024-08-21,76.15110518594449
2024-08-22,85.15078125337429
2024-08-23,101.07328506498087
2024-08-24,51.22892530690811
2024-08-25,48.4597942092374
2024-08-26,76.15110518594449
2024-08-27,88.61219512546268
2024-08-28,92.76589177196874
2024-08-29,101.07328506498087
2024-08-30,104.53469893706925
2024-08-31,56.76718750224953
2024-09-01,51.92120808132579
2024-09-02,48.4597942092374
2024-09-03,78.9202362836152
2024-09-04,91.38132622313339
2024-09-05,98.30415396731016
2024-09-06,116.30350610216976
2024-09-07,52.613490855743464
2024-09-08,51.22892530690811
2024-09-09,86.53534680220965
2024-09-10,97.61187119289248
2024-09-11,98.30415396731016
2024-09-12,105.22698171148693
2024-09-13,121.84176829751118
2024-09-14,55.38262195341417
2024-09-15,48.4597942092374
2024-09-16,88.61219512546268
2024-09-17,99.68871951614551
2024-09-18,101.07328506498087
2024-09-19,109.38067835799299
2024-09-20,120.45720274867583
2024-09-21,53.99805640457882
2024-09-22,52.613490855743464
2024-09-23,92.76589177196874
2024-09-24,105.22698171148693
